merge_edge_id,scene,from_tracklet_candidate_id,to_tracklet_candidate_id,from_frame_start,from_frame_end,to_frame_start,to_frame_end,temporal_relation,temporal_offset_frames,forward_gap_frames,overlap_or_interleave_offset_frames,frame_gap,frame_overlap_count,from_detection_count,to_detection_count,endpoint_center_distance_px,motion_predicted_center_distance_px,bridge_iou_proxy,area_ratio_endpoint,aspect_ratio_endpoint,bottom_y_delta_px,class_consistent,confidence_bridge_min,from_boundary_contact_count,to_boundary_contact_count,from_neighbor_ambiguity_count,to_neighbor_ambiguity_count,shape_transition_proxy,partial_to_full_box_transition_proxy,competing_merge_count_from,competing_merge_count_to,merge_candidate_score_not_selector,merge_candidate_status,merge_policy
oty1_tracklet_0022__oty1_tracklet_0029,GM_RM019,oty1_tracklet_0022,oty1_tracklet_0029,72,87,86,88,overlap_or_interleave,-1,0,-1,-1,2,12,3,146.8606747229512,146.8606747229512,0.0,0.9739777439824415,0.9877281523479893,8.8216552734375,True,0.2986879050731659,0,0,6,3,stable_or_minor_shape_change,not_indicated,7,5,0.7021906184520122,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0014__oty1_tracklet_0017,GM_RM019,oty1_tracklet_0014,oty1_tracklet_0017,47,49,55,55,forward_gap,6,6,,6,0,2,1,14.775080276656967,37.220656044006645,0.12779790951200107,0.903945214962617,0.841596691399828,4.132110595703125,True,0.2534814774990082,0,0,2,1,stable_or_minor_shape_change,not_indicated,4,5,0.6991369887540951,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0021__oty1_tracklet_0023,GM_RM019,oty1_tracklet_0021,oty1_tracklet_0023,70,72,72,74,overlap_or_interleave,0,0,0,0,1,3,2,22.1125254283345,22.1125254283345,0.0,0.6856333086767603,0.7679885931748731,0.601287841796875,True,0.2513252794742584,0,0,3,2,area_transition_review,not_indicated,5,2,0.6974646397420308,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0012__oty1_tracklet_0015,GM_RM019,oty1_tracklet_0012,oty1_tracklet_0015,41,42,50,62,forward_gap,8,8,,8,0,2,11,42.022345166988686,13.659015555956021,0.0344492920951736,0.9989551853359202,0.8437589616199118,2.03936767578125,True,0.3446228504180908,0,0,0,3,stable_or_minor_shape_change,not_indicated,3,3,0.6967187341267491,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0013__oty1_tracklet_0029,GM_RM019,oty1_tracklet_0013,oty1_tracklet_0029,43,100,86,88,overlap_or_interleave,-14,0,-14,-14,3,52,3,93.86323171664937,93.86323171664937,0.19817715311715298,0.8303721412538292,0.6116943587042033,12.698822021484375,True,0.2986879050731659,0,0,21,3,aspect_transition_review,not_indicated,14,5,0.6912529103257835,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0018__oty1_tracklet_0019,GM_RM019,oty1_tracklet_0018,oty1_tracklet_0019,57,57,59,59,forward_gap,2,2,,2,0,1,1,19.594221321939575,19.594221321939575,0.0,0.5078568948318102,0.9826700392686608,6.110076904296875,True,0.2754901051521301,0,0,0,1,area_transition_review,not_indicated,2,5,0.6787095846404949,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0004__oty1_tracklet_0008,GM_RM017,oty1_tracklet_0004,oty1_tracklet_0008,143,185,170,170,overlap_or_interleave,-15,0,-15,-15,1,43,1,49.42886040627373,49.42886040627373,0.0,0.6963531998184763,0.8701898739725518,46.627197265625,True,0.28988420963287354,23,1,7,0,area_transition_review,partial_to_full_low_overlap_review,3,3,0.6783781238953239,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0030__oty1_tracklet_0031,GM_RM019,oty1_tracklet_0030,oty1_tracklet_0031,90,92,91,93,overlap_or_interleave,-1,0,-1,-1,1,2,3,23.887844417114355,23.887844417114355,0.0,0.5130052455856624,0.7324096192936993,0.323638916015625,True,0.2561781406402588,0,0,2,2,area_transition_review,not_indicated,1,5,0.6710542402476394,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0020__oty1_tracklet_0022,GM_RM019,oty1_tracklet_0020,oty1_tracklet_0022,62,66,72,87,forward_gap,6,6,,6,0,4,12,44.19053078857971,8.138031123933644,0.0,0.8330913382458677,0.8159806179859175,4.259735107421875,True,0.271996408700943,0,0,1,6,stable_or_minor_shape_change,not_indicated,2,2,0.6662571649242868,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0044__oty1_tracklet_0046,GM_RM019,oty1_tracklet_0044,oty1_tracklet_0046,170,174,181,181,forward_gap,7,7,,7,0,2,1,168.59539302685462,20.748949058347527,0.0,0.9133313041504062,0.9027476164713457,6.86614990234375,True,0.29172220826148987,0,0,0,0,stable_or_minor_shape_change,not_indicated,1,1,0.65141410041595,fragment_merge_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0023__oty1_tracklet_0027,GM_RM019,oty1_tracklet_0023,oty1_tracklet_0027,72,74,77,77,forward_gap,3,3,,3,0,2,1,76.39860071667844,80.35368166646866,0.0,0.7891137913859704,0.8281639967059317,4.6077880859375,True,0.2513252794742584,0,0,2,1,stable_or_minor_shape_change,not_indicated,4,7,0.6500192360010512,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0011__oty1_tracklet_0018,GM_RM019,oty1_tracklet_0011,oty1_tracklet_0018,37,52,57,57,forward_gap,5,5,,5,0,13,1,53.21715649929182,49.31087752216041,0.0,0.9155499619395858,0.6740210595178748,6.2545166015625,True,0.2850550413131714,0,0,7,0,stable_or_minor_shape_change,not_indicated,8,5,0.6499129635231522,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0004__oty1_tracklet_0006,GM_RM017,oty1_tracklet_0004,oty1_tracklet_0006,143,185,152,152,overlap_or_interleave,-33,0,-33,-33,1,43,1,44.90558781414607,44.90558781414607,0.0,0.49659759878958176,0.8801097137821209,56.46331787109375,True,0.25037452578544617,23,1,7,0,area_transition_review,partial_to_full_low_overlap_review,3,2,0.6486103447906142,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0022__oty1_tracklet_0025,GM_RM019,oty1_tracklet_0022,oty1_tracklet_0025,72,87,77,80,overlap_or_interleave,-10,0,-10,-10,3,12,4,13.583678155912592,13.583678155912592,0.03882813924466081,0.47203580700668174,0.4919849670754248,17.17388916015625,True,0.3134341239929199,0,0,6,3,area_transition_review,not_indicated,7,5,0.6477903539853562,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0017__oty1_tracklet_0018,GM_RM019,oty1_tracklet_0017,oty1_tracklet_0018,55,55,57,57,forward_gap,2,2,,2,0,1,1,93.46517166255079,93.46517166255079,0.0,0.719117127952059,0.8330897035273646,1.39129638671875,True,0.26144230365753174,0,0,1,0,area_transition_review,not_indicated,3,5,0.6468997824694733,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0007__oty1_tracklet_0008,GM_RM017,oty1_tracklet_0007,oty1_tracklet_0008,161,214,170,170,overlap_or_interleave,-44,0,-44,-44,1,54,1,41.98279515970564,41.98279515970564,0.0,0.352113268128602,0.8606964511901053,32.281280517578125,True,0.28988420963287354,21,1,4,0,large_shape_transition_review,partial_to_full_low_overlap_review,1,3,0.6442896333164407,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0016__oty1_tracklet_0017,GM_RM019,oty1_tracklet_0016,oty1_tracklet_0017,53,54,55,55,forward_gap,1,1,,1,0,2,1,127.91348398749537,123.12534347007171,0.0,0.6441814965630472,0.9664520377325994,14.244964599609375,True,0.25440239906311035,0,0,2,1,area_transition_review,not_indicated,4,5,0.6440855611471762,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0022__oty1_tracklet_0027,GM_RM019,oty1_tracklet_0022,oty1_tracklet_0027,72,87,77,77,overlap_or_interleave,-10,0,-10,-10,1,12,1,11.767694180498001,11.767694180498001,0.0,0.30981411919430085,0.6788602608864585,17.49395751953125,True,0.26318439841270447,0,0,6,1,large_shape_transition_review,not_indicated,7,7,0.638884387735072,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0026__oty1_tracklet_0027,GM_RM019,oty1_tracklet_0026,oty1_tracklet_0027,77,79,77,77,overlap_or_interleave,-2,0,-2,-2,1,3,1,126.95823493731676,126.95823493731676,0.0,0.6832853031882067,0.7553181044889907,14.38818359375,True,0.25563135743141174,0,0,3,1,area_transition_review,not_indicated,3,7,0.6360102889044862,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0011__oty1_tracklet_0017,GM_RM019,oty1_tracklet_0011,oty1_tracklet_0017,37,52,55,55,forward_gap,3,3,,3,0,13,1,40.84375632680225,43.91210184459949,0.0,0.7854482637174869,0.5615200046449464,7.64581298828125,True,0.26144230365753174,0,0,7,1,aspect_transition_review,not_indicated,8,5,0.6350237866707936,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0041__oty1_tracklet_0042,GM_RM019,oty1_tracklet_0041,oty1_tracklet_0042,166,173,166,166,overlap_or_interleave,-7,0,-7,-7,1,5,1,141.45629685191295,141.45629685191295,0.0,0.665286690873831,0.9491121194839467,60.098663330078125,True,0.2680438458919525,4,0,0,1,area_transition_review,partial_to_full_low_overlap_review,1,1,0.6349057482163504,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0014__oty1_tracklet_0016,GM_RM019,oty1_tracklet_0014,oty1_tracklet_0016,47,49,53,54,forward_gap,4,4,,4,0,2,2,147.29391917062756,161.0106990407493,0.0,0.8691375353887123,0.9730259272980566,15.22320556640625,True,0.2534814774990082,0,0,2,2,stable_or_minor_shape_change,not_indicated,4,3,0.6341690027267016,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0023__oty1_tracklet_0026,GM_RM019,oty1_tracklet_0023,oty1_tracklet_0026,72,74,77,79,forward_gap,3,3,,3,0,2,3,39.196826401620115,38.98359430064196,0.0,0.8146956796924358,0.532878044277896,14.949798583984375,True,0.2513252794742584,0,0,2,3,aspect_transition_review,not_indicated,4,6,0.631963897549132,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0014__oty1_tracklet_0018,GM_RM019,oty1_tracklet_0014,oty1_tracklet_0018,47,49,57,57,forward_gap,8,8,,8,0,2,1,79.31492587829567,52.55161808402521,0.0,0.6500424868099237,0.9898918472952719,2.740814208984375,True,0.2534814774990082,0,0,2,0,area_transition_review,not_indicated,4,5,0.631887680007884,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0011__oty1_tracklet_0013,GM_RM019,oty1_tracklet_0011,oty1_tracklet_0013,37,52,43,100,overlap_or_interleave,-9,0,-9,-9,7,13,52,12.950496267143224,12.950496267143224,0.0,0.6796518158696022,0.22364063467049977,14.80426025390625,True,0.2850550413131714,0,0,7,21,large_shape_transition_review,not_indicated,8,2,0.6314596905643228,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0028__oty1_tracklet_0029,GM_RM019,oty1_tracklet_0028,oty1_tracklet_0029,85,100,86,88,overlap_or_interleave,-14,0,-14,-14,3,12,3,113.32614425746189,113.32614425746189,0.0,0.6193260942108252,0.6915284584999347,21.4923095703125,True,0.29138022661209106,0,0,7,3,area_transition_review,not_indicated,3,5,0.6265356995573679,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0015__oty1_tracklet_0016,GM_RM019,oty1_tracklet_0015,oty1_tracklet_0016,50,62,53,54,overlap_or_interleave,-9,0,-9,-9,2,11,2,24.710631983990602,24.710631983990602,0.006420789076643038,0.24653821317739708,0.6748426989157462,9.233062744140625,True,0.25440239906311035,0,0,3,2,large_shape_transition_review,not_indicated,3,3,0.6260721843256337,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0013__oty1_tracklet_0034,GM_RM019,oty1_tracklet_0013,oty1_tracklet_0034,43,100,105,106,forward_gap,5,5,,5,0,52,2,60.05047108175845,76.0908265772503,0.0,0.9151055871637029,0.5934683908011217,10.746551513671875,True,0.2603301405906677,0,0,21,0,aspect_transition_review,not_indicated,14,2,0.6256531626762597,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0026__oty1_tracklet_0029,GM_RM019,oty1_tracklet_0026,oty1_tracklet_0029,77,79,86,88,forward_gap,7,7,,7,0,3,3,25.771149513004108,21.351795588634133,0.007123456047537083,0.4655325941221891,0.8877443651923332,5.71588134765625,True,0.25563135743141174,0,0,3,3,area_transition_review,not_indicated,3,5,0.6245461242862215,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0013__oty1_tracklet_0026,GM_RM019,oty1_tracklet_0013,oty1_tracklet_0026,43,100,77,79,overlap_or_interleave,-23,0,-23,-23,3,52,3,130.0411769081433,130.0411769081433,0.0,0.37104247055789563,0.9294116698785941,11.02911376953125,True,0.25563135743141174,0,0,21,3,large_shape_transition_review,not_indicated,14,6,0.6192530779783142,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0020__oty1_tracklet_0024,GM_RM019,oty1_tracklet_0020,oty1_tracklet_0024,62,66,72,72,forward_gap,6,6,,6,0,4,1,35.92401180252524,4.893997718012298,0.0,0.41192197720640705,0.8321974891627513,0.62298583984375,True,0.25410565733909607,0,0,1,1,large_shape_transition_review,not_indicated,2,5,0.6190607675114553,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0016__oty1_tracklet_0020,GM_RM019,oty1_tracklet_0016,oty1_tracklet_0020,53,54,62,66,forward_gap,8,8,,8,0,2,4,28.194352143657817,18.82565565953132,0.05801737603507644,0.4998935325812795,0.7311045815894192,1.9373779296875,True,0.25440239906311035,0,0,2,1,area_transition_review,not_indicated,4,4,0.6159034554534469,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0005__oty1_tracklet_0008,GM_RM017,oty1_tracklet_0005,oty1_tracklet_0008,149,200,170,170,overlap_or_interleave,-30,0,-30,-30,1,52,1,40.99375148603821,40.99375148603821,0.0,0.4003805124260746,0.5692811597981935,36.168121337890625,True,0.28988420963287354,24,1,11,0,large_shape_transition_review,partial_to_full_low_overlap_review,3,3,0.6128210520665972,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0023__oty1_tracklet_0024,GM_RM019,oty1_tracklet_0023,oty1_tracklet_0024,72,74,72,72,overlap_or_interleave,-2,0,-2,-2,1,2,1,152.39337187282936,152.39337187282936,0.0,0.5796068543001862,0.7643624737025574,26.245147705078125,True,0.2513252794742584,0,0,2,1,area_transition_review,not_indicated,4,5,0.608587496633099,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0022__oty1_tracklet_0031,GM_RM019,oty1_tracklet_0022,oty1_tracklet_0031,72,87,91,93,forward_gap,4,4,,4,0,12,3,21.210361047963385,86.73577280388517,0.04813169852766344,0.341887071099451,0.8092106281668185,14.447479248046875,True,0.28912171721458435,0,0,6,2,large_shape_transition_review,not_indicated,7,5,0.6070412859492551,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0028__oty1_tracklet_0031,GM_RM019,oty1_tracklet_0028,oty1_tracklet_0031,85,100,91,93,overlap_or_interleave,-9,0,-9,-9,2,12,3,21.71399777961068,21.71399777961068,0.0,0.2173967379782539,0.5527249483386344,27.118133544921875,True,0.28912171721458435,0,0,7,2,large_shape_transition_review,not_indicated,3,5,0.603634499520719,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0011__oty1_tracklet_0019,GM_RM019,oty1_tracklet_0011,oty1_tracklet_0019,37,52,59,59,forward_gap,7,7,,7,0,13,1,33.85928892904038,28.285737017291154,0.0,0.4649683607340201,0.6859078150174459,0.144439697265625,True,0.2754901051521301,0,0,7,1,area_transition_review,not_indicated,8,5,0.5988137527085016,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0024__oty1_tracklet_0025,GM_RM019,oty1_tracklet_0024,oty1_tracklet_0025,72,72,77,80,forward_gap,5,5,,5,0,1,4,72.67582213914324,72.67582213914324,0.0,0.8935778254095498,0.4587616959885393,21.317291259765625,True,0.25410565733909607,0,0,1,3,aspect_transition_review,not_indicated,3,5,0.5975557351900376,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0024__oty1_tracklet_0027,GM_RM019,oty1_tracklet_0024,oty1_tracklet_0027,72,72,77,77,forward_gap,5,5,,5,0,1,1,76.71205536174037,76.71205536174037,0.0,0.734503516003929,0.6330174811535425,21.637359619140625,True,0.25410565733909607,0,0,1,1,area_transition_review,not_indicated,3,7,0.5973048368643419,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0005__oty1_tracklet_0006,GM_RM017,oty1_tracklet_0005,oty1_tracklet_0006,149,200,152,152,overlap_or_interleave,-48,0,-48,-48,1,52,1,54.38020547434737,54.38020547434737,0.0,0.2855275183983659,0.7433202624708071,66.92239379882812,True,0.25037452578544617,24,1,11,0,large_shape_transition_review,partial_to_full_low_overlap_review,3,2,0.59618669704708,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0025__oty1_tracklet_0026,GM_RM019,oty1_tracklet_0025,oty1_tracklet_0026,77,80,77,79,overlap_or_interleave,-3,0,-3,-3,3,4,3,112.1275585112263,112.1275585112263,0.0,0.6896083908263123,0.3443937609900036,6.841583251953125,True,0.25563135743141174,0,0,3,3,large_shape_transition_review,not_indicated,4,6,0.5953126510032789,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0021__oty1_tracklet_0026,GM_RM019,oty1_tracklet_0021,oty1_tracklet_0026,70,72,77,79,forward_gap,5,5,,5,0,3,3,62.043217808489636,62.33642476832446,0.0,0.37947000253046864,0.8548113240208426,11.396728515625,True,0.25563135743141174,0,0,3,3,large_shape_transition_review,not_indicated,5,6,0.5932559992134124,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0022__oty1_tracklet_0030,GM_RM019,oty1_tracklet_0022,oty1_tracklet_0030,72,87,90,92,forward_gap,3,3,,3,0,12,2,40.48714682275439,89.8199556376975,0.0,0.20075645413889626,0.9351841253026054,16.209625244140625,True,0.2561781406402588,0,0,6,2,large_shape_transition_review,not_indicated,7,3,0.5923469298694213,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0039__oty1_tracklet_0043,GM_RM019,oty1_tracklet_0039,oty1_tracklet_0043,162,172,167,167,overlap_or_interleave,-5,0,-5,-5,1,8,1,54.59741466554214,54.59741466554214,0.3098724381100342,0.3472130268961411,0.3121352643443313,109.29498291015625,True,0.2528480589389801,6,1,6,0,large_shape_transition_review,partial_to_full_box_transition_review,3,2,0.5920842994987069,partial_to_full_box_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0017__oty1_tracklet_0019,GM_RM019,oty1_tracklet_0017,oty1_tracklet_0019,55,55,59,59,forward_gap,4,4,,4,0,1,1,74.47875623622653,74.47875623622653,0.0,0.3652085916221022,0.8186522916795522,7.501373291015625,True,0.26144230365753174,0,0,1,1,large_shape_transition_review,not_indicated,3,5,0.589846635759655,ambiguous_competing_merge,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0021__oty1_tracklet_0024,GM_RM019,oty1_tracklet_0021,oty1_tracklet_0024,70,72,72,72,overlap_or_interleave,0,0,0,0,1,3,1,127.73300738188905,127.73300738188905,0.0,0.2699700267847275,0.8155642919094156,22.69207763671875,True,0.25410565733909607,0,0,3,1,large_shape_transition_review,not_indicated,5,5,0.5873698581501567,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0013__oty1_tracklet_0022,GM_RM019,oty1_tracklet_0013,oty1_tracklet_0022,43,100,72,87,overlap_or_interleave,-28,0,-28,-28,10,52,12,309.4015017364791,309.4015017364791,0.0,0.948062177074418,0.43999002928578124,3.370513916015625,True,0.271996408700943,0,0,21,6,large_shape_transition_review,not_indicated,14,2,0.586396576586498,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
oty1_tracklet_0022__oty1_tracklet_0026,GM_RM019,oty1_tracklet_0022,oty1_tracklet_0026,72,87,77,79,overlap_or_interleave,-10,0,-10,-10,2,12,3,109.9687903467497,109.9687903467497,0.0,0.3000857870200261,0.6500754814102064,7.151947021484375,True,0.25563135743141174,0,0,6,3,large_shape_transition_review,not_indicated,7,6,0.5855694628731865,overlap_shape_transition_candidate,oty1a_runtime_optical_geometry_only_candidate_not_confirmed_identity
