scene,object_hypothesis_id,correspondence_status,correspondence_match_iou,optical_track_or_observation_ids,sar_frame,sar_gt_id,sar_gt_center,sar_gt_width_height_or_rotated_box,sar_gt_radius_px,sar_gt_azimuth_deg,optical_frame,optical_bbox,optical_bbox_width_height_area,optical_bbox_aspect_ratio,optical_bbox_bottom_y,optical_bbox_bottom_y_norm,optical_object_state,primary_secondary_status,visibility_state,edge_partial_duplicate_handoff_ambiguity_flags,vehicle_research_eligibility,resolvability_tier,spatial_prior_status,temporal_window_contains_gt_frame,azimuth_prior_contains_gt,vehicle_size_shell_contains_gt,range_shell_contains_gt,notes
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,posthoc_correspondence_iou_high,0.9594,track=bt_0008;primary_det=GM_RM017_000155_002;secondary=,323,107,"1010.317,1004.063",w=152.033;h=76.979;heading=1.000,356.751,-23.750,155,"43.359,317.923,307.123,408.886",w=263.765;h=90.963;area=23992.793;area_ratio=0.049985,2.8997,408.886,0.6815,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,primary=true;secondary=true,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=partial_to_full_transition;boundary=boundary_truncation_present;multi=single_observation,edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,review_only_vehicle,high_resolvable_vehicle,review_only_spatial_context_generated,true,true,true,false,posthoc correspondence hypothesis from optical bbox overlap; not identity truth; GT/SAR image are posthoc-only
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,posthoc_correspondence_iou_high,0.8174,track=bt_0010;primary_det=GM_RM017_000155_003;secondary=,323,108,"835.794,943.748",w=163.729;h=67.703;heading=-1.000,500.909,-39.439,155,"2.727,302.727,128.182,395.455",w=125.455;h=92.728;area=11633.191;area_ratio=0.024236,1.3529,395.455,0.6591,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,primary=true;secondary=true,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=partial_to_full_transition;boundary=boundary_truncation_present;multi=single_observation,edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,weak_vehicle_layer,high_resolvable_vehicle,loose_spatial_prior_generated,true,true,true,true,posthoc correspondence hypothesis from optical bbox overlap; not identity truth; GT/SAR image are posthoc-only
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,posthoc_correspondence_iou_high,0.9522,track=bt_0008;primary_det=GM_RM017_000156_002;secondary=,325,109,"1021.685,1008.302",w=146.473;h=67.871;heading=,348.401,-22.320,156,"64.514,316.400,329.631,408.871",w=265.117;h=92.472;area=24515.876;area_ratio=0.051075,2.8670,408.871,0.6815,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,primary=true;secondary=true,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,review_only_vehicle,high_resolvable_vehicle,review_only_spatial_context_generated,true,true,true,false,posthoc correspondence hypothesis from optical bbox overlap; not identity truth; GT/SAR image are posthoc-only
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,posthoc_correspondence_iou_high,0.9496,track=bt_0010;primary_det=GM_RM017_000156_003;secondary=,325,110,"853.094,939.369",w=172.013;h=78.939;heading=-2.000,493.565,-37.565,156,"0.399,309.137,140.543,393.917",w=140.144;h=84.780;area=11881.408;area_ratio=0.024753,1.6530,393.917,0.6565,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,primary=true;secondary=true,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,weak_vehicle_layer,high_resolvable_vehicle,loose_spatial_prior_generated,true,true,true,true,posthoc correspondence hypothesis from optical bbox overlap; not identity truth; GT/SAR image are posthoc-only
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,posthoc_correspondence_iou_high,0.9619,track=bt_0008;primary_det=GM_RM017_000157_002;secondary=,327,111,"1031.899,1008.267",w=148.762;h=71.222;heading=1.000,344.684,-20.747,157,"88.864,312.776,353.530,407.069",w=264.665;h=94.293;area=24956.068;area_ratio=0.051992,2.8068,407.069,0.6784,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,primary=true;secondary=true,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,review_only_vehicle,high_resolvable_vehicle,review_only_spatial_context_generated,true,true,true,true,posthoc correspondence hypothesis from optical bbox overlap; not identity truth; GT/SAR image are posthoc-only
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,posthoc_correspondence_iou_high,0.9821,track=bt_0010;primary_det=GM_RM017_000157_003;secondary=,327,112,"860.089,944.645",w=166.919;h=71.355;heading=-2.000,485.124,-37.290,157,"0.719,306.865,155.350,393.349",w=154.631;h=86.484;area=13373.107;area_ratio=0.027861,1.7880,393.349,0.6556,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,primary=true;secondary=true,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,weak_vehicle_layer,high_resolvable_vehicle,loose_spatial_prior_generated,true,true,true,true,posthoc correspondence hypothesis from optical bbox overlap; not identity truth; GT/SAR image are posthoc-only
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,posthoc_correspondence_iou_high,0.9846,track=bt_0008;primary_det=GM_RM017_000158_002;secondary=,329,113,"1047.415,1009.202",w=142.137;h=71.937;heading=,338.610,-18.347,158,"111.391,313.636,375.775,408.646",w=264.384;h=95.010;area=25119.229;area_ratio=0.052332,2.7827,408.646,0.6811,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,primary=true;secondary=true,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,review_only_vehicle,high_resolvable_vehicle,review_only_spatial_context_generated,true,true,true,true,posthoc correspondence hypothesis from optical bbox overlap; not identity truth; GT/SAR image are posthoc-only
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,posthoc_correspondence_iou_high,0.7476,track=bt_0010;primary_det=GM_RM017_000158_003;secondary=,329,114,"871.935,936.581",w=165.871;h=79.065;heading=-4.000,484.574,-35.598,158,",297.273,163.636,406.364",w=163.636;h=109.091;area=17851.215;area_ratio=0.037190,1.5000,406.364,0.6773,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,primary=true;secondary=true,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,weak_vehicle_layer,high_resolvable_vehicle,loose_spatial_prior_generated,true,true,true,false,posthoc correspondence hypothesis from optical bbox overlap; not identity truth; GT/SAR image are posthoc-only
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,posthoc_correspondence_iou_high,0.9846,track=bt_0008;primary_det=GM_RM017_000158_002;secondary=,330,115,"1050.984,1010.790",w=164.000;h=66.194;heading=-1.000,335.992,-17.855,158,"111.391,313.639,375.775,408.643",w=264.384;h=95.004;area=25117.538;area_ratio=0.052328,2.7829,408.643,0.6811,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,primary=true;secondary=true,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,review_only_vehicle,high_resolvable_vehicle,review_only_spatial_context_generated,true,true,true,true,posthoc correspondence hypothesis from optical bbox overlap; not identity truth; GT/SAR image are posthoc-only
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,posthoc_correspondence_iou_high,0.9708,track=bt_0010;primary_det=GM_RM017_000158_003;secondary=,330,116,"881.077,935.265",w=170.490;h=76.581;heading=359.000,480.392,-34.620,158,",307.382,170.826,394.151",w=170.826;h=86.769;area=14822.401;area_ratio=0.030880,1.9687,394.151,0.6569,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,primary=true;secondary=true,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,weak_vehicle_layer,high_resolvable_vehicle,loose_spatial_prior_generated,true,true,true,false,posthoc correspondence hypothesis from optical bbox overlap; not identity truth; GT/SAR image are posthoc-only
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,posthoc_correspondence_iou_high,0.9452,track=bt_0010;primary_det=GM_RM017_000159_003;secondary=,331,117,"890.023,941.182",w=162.955;h=76.151;heading=176.000,470.457,-34.132,159,"0.433,306.645,187.548,394.793",w=187.115;h=88.148;area=16493.757;area_ratio=0.034362,2.1227,394.793,0.6580,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,primary=true;secondary=true,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,weak_vehicle_layer,high_resolvable_vehicle,loose_spatial_prior_generated,true,true,true,false,posthoc correspondence hypothesis from optical bbox overlap; not identity truth; GT/SAR image are posthoc-only
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,posthoc_correspondence_iou_high,0.9841,track=bt_0008;primary_det=GM_RM017_000159_002;secondary=,331,118,"1060.746,1009.975",w=158.375;h=68.390;heading=-2.000,333.911,-16.217,159,"133.151,311.774,399.580,408.122",w=266.429;h=96.347;area=25669.706;area_ratio=0.053479,2.7653,408.122,0.6802,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,primary=true;secondary=true,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,review_only_vehicle,high_resolvable_vehicle,review_only_spatial_context_generated,true,true,true,true,posthoc correspondence hypothesis from optical bbox overlap; not identity truth; GT/SAR image are posthoc-only
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,posthoc_correspondence_iou_high,0.9452,track=bt_0010;primary_det=GM_RM017_000159_003;secondary=,332,119,"898.926,944.358",w=156.252;h=67.413;heading=-2.000,462.867,-33.441,159,"0.432,306.645,187.541,394.797",w=187.109;h=88.152;area=16494.033;area_ratio=0.034363,2.1226,394.797,0.6580,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,primary=true;secondary=true,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,weak_vehicle_layer,high_resolvable_vehicle,loose_spatial_prior_generated,true,true,true,false,posthoc correspondence hypothesis from optical bbox overlap; not identity truth; GT/SAR image are posthoc-only
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,posthoc_correspondence_iou_high,0.9841,track=bt_0008;primary_det=GM_RM017_000159_002;secondary=,332,120,"1062.413,1009.621",w=157.981;h=66.648;heading=-2.000,333.790,-15.925,159,"133.150,311.773,399.578,408.125",w=266.428;h=96.352;area=25670.871;area_ratio=0.053481,2.7652,408.125,0.6802,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,primary=true;secondary=true,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,review_only_vehicle,high_resolvable_vehicle,review_only_spatial_context_generated,true,true,true,true,posthoc correspondence hypothesis from optical bbox overlap; not identity truth; GT/SAR image are posthoc-only
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,posthoc_correspondence_iou_high,0.9807,track=bt_0010;primary_det=GM_RM017_000160_003;secondary=,333,121,"903.311,939.939",w=172.998;h=77.879;heading=176.000,464.178,-32.688,160,"0.405,305.552,204.803,398.045",w=204.398;h=92.494;area=18905.483;area_ratio=0.039386,2.2099,398.045,0.6634,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,primary=true;secondary=true,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,weak_vehicle_layer,high_resolvable_vehicle,loose_spatial_prior_generated,true,true,true,false,posthoc correspondence hypothesis from optical bbox overlap; not identity truth; GT/SAR image are posthoc-only
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,posthoc_correspondence_iou_high,0.9749,track=bt_0008;primary_det=GM_RM017_000160_001;secondary=,333,122,"1073.125,1009.103",w=155.122;h=69.300;heading=-1.000,331.513,-14.120,160,"155.221,312.184,422.742,407.510",w=267.522;h=95.326;area=25501.851;area_ratio=0.053129,2.8064,407.510,0.6792,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,primary=true;secondary=true,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,review_only_vehicle,high_resolvable_vehicle,review_only_spatial_context_generated,true,true,true,true,posthoc correspondence hypothesis from optical bbox overlap; not identity truth; GT/SAR image are posthoc-only
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,posthoc_correspondence_iou_high,0.9807,track=bt_0010;primary_det=GM_RM017_000160_003;secondary=,334,123,"907.790,942.629",w=162.903;h=64.484;heading=-2.000,459.501,-32.400,160,"0.403,305.552,204.800,398.046",w=204.397;h=92.494;area=18905.496;area_ratio=0.039386,2.2098,398.046,0.6634,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,primary=true;secondary=true,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,weak_vehicle_layer,high_resolvable_vehicle,loose_spatial_prior_generated,true,true,true,false,posthoc correspondence hypothesis from optical bbox overlap; not identity truth; GT/SAR image are posthoc-only
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,posthoc_correspondence_iou_high,0.9749,track=bt_0008;primary_det=GM_RM017_000160_001;secondary=,334,124,"1077.382,1010.473",w=158.132;h=64.442;heading=-2.000,329.168,-13.460,160,"155.220,312.185,422.736,407.513",w=267.516;h=95.328;area=25501.765;area_ratio=0.053129,2.8063,407.513,0.6792,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,primary=true;secondary=true,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,review_only_vehicle,high_resolvable_vehicle,review_only_spatial_context_generated,true,true,true,true,posthoc correspondence hypothesis from optical bbox overlap; not identity truth; GT/SAR image are posthoc-only
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,posthoc_correspondence_iou_high,0.9775,track=bt_0008;primary_det=GM_RM017_000161_001;secondary=,335,125,"1084.338,1004.145",w=153.285;h=74.297;heading=357.000,333.805,-12.046,161,"178.633,309.639,445.747,406.194",w=267.114;h=96.554;area=25790.965;area_ratio=0.053731,2.7665,406.194,0.6770,eligibility=review_only_vehicle;tier=high_resolvable_vehicle;spatial=review_only_spatial_context_generated,primary=true;secondary=true,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,review_only_vehicle,high_resolvable_vehicle,review_only_spatial_context_generated,true,true,true,true,posthoc correspondence hypothesis from optical bbox overlap; not identity truth; GT/SAR image are posthoc-only
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,posthoc_correspondence_iou_high,0.9851,track=bt_0010;primary_det=GM_RM017_000161_003;secondary=GM_RM017_000161_004,335,126,"922.340,938.917",w=167.410;h=77.300;heading=176.000,455.063,-30.602,161,"3.855,304.587,223.586,396.335",w=219.731;h=91.749;area=20160.000;area_ratio=0.042000,2.3949,396.335,0.6606,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,primary=true;secondary=true,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=mixed_partial_full_observations;boundary=boundary_truncation_present;multi=multiple_observations,edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,weak_vehicle_layer,high_resolvable_vehicle,loose_spatial_prior_generated,true,true,true,true,posthoc correspondence hypothesis from optical bbox overlap; not identity truth; GT/SAR image are posthoc-only
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,posthoc_correspondence_iou_weak_review,0.1495,track=bt_0010;primary_det=GM_RM017_000161_003;secondary=GM_RM017_000161_004,335,127,"751.518,885.260",w=145.403;h=68.816;heading=-2.000,600.266,-42.106,161,",321.818,60.000,376.364",w=60.000;h=54.546;area=3272.760;area_ratio=0.006818,1.1000,376.364,0.6273,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,primary=true;secondary=true,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=mixed_partial_full_observations;boundary=boundary_truncation_present;multi=multiple_observations,edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,weak_vehicle_layer,high_resolvable_vehicle,loose_spatial_prior_generated,true,true,true,false,posthoc correspondence hypothesis from optical bbox overlap; not identity truth; GT/SAR image are posthoc-only
