scene,object_hypothesis_id,sar_gt_id,sar_frame,optical_frame,optical_bbox_area_ratio,optical_bbox_height,optical_bbox_width,optical_bbox_aspect_ratio,optical_bbox_bottom_y_norm,object_optical_area_slope_per_frame,object_sar_radius_slope_per_frame,optical_area_vs_sar_radius_trend_status,sar_gt_radius_px,sar_gt_azimuth_deg,sar_gt_long_axis_px,sar_gt_short_axis_px,sar_gt_aspect,sar_box_mean_intensity,sar_box_max_intensity,sar_box_top5_mean_intensity,sar_local_background_mean,sar_box_to_background_ratio,sar_peak_to_background_ratio,sar_center_to_peak_distance_px,scatter_observation_note,posthoc_only_note
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,125,335,161,0.053731,96.554,267.114,2.7665,0.6770,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,333.805,-12.046,153.285,74.297,2.0631,0.231779,0.815686,0.521843,0.206671,1.121487,3.946791,56.499,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,126,335,161,0.042000,91.749,219.731,2.3949,0.6606,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,455.063,-30.602,167.410,77.300,2.1657,0.218757,0.792157,0.464852,0.198187,1.103795,3.997026,63.285,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,127,335,161,0.006818,54.546,60.000,1.1000,0.6273,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,600.266,-42.106,145.403,68.816,2.1129,0.193423,0.517647,0.310437,0.195126,0.991268,2.652882,53.656,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,128,336,161,0.053730,96.554,267.108,2.7664,0.6770,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,325.513,-10.369,163.960,74.565,2.1989,0.234295,0.807843,0.544127,0.203734,1.150002,3.965182,48.836,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,129,336,161,0.042000,91.748,219.731,2.3949,0.6605,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,453.933,-30.773,168.758,74.645,2.2608,0.218669,0.815686,0.481707,0.193942,1.127497,4.205826,68.734,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,130,336,161,0.005652,54.984,49.341,0.8974,0.6392,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,598.747,-40.245,154.226,67.413,2.2878,0.185697,0.439216,0.277528,0.192824,0.963036,2.277802,61.122,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,334,337,162,0.041602,91.614,217.968,2.3792,0.6566,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,448.445,-29.793,161.313,78.394,2.0577,0.244923,0.835294,0.525797,0.217676,1.125176,3.837335,67.093,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,335,337,162,0.055230,98.088,270.271,2.7554,0.6749,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,330.100,-10.169,151.119,75.466,2.0025,0.267339,0.823529,0.612335,0.225439,1.185859,3.653003,31.029,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,135,337,162,0.007144,52.197,65.697,1.2586,0.6320,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,596.573,-40.649,145.750,73.150,1.9925,0.213419,0.721569,0.350775,0.215714,0.989363,3.345026,57.750,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,131,338,162,0.041599,91.608,217.966,2.3793,0.6566,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,444.456,-28.797,152.200,72.840,2.0895,0.270660,0.854902,0.566535,0.238754,1.133634,3.580681,64.674,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,132,338,162,0.055226,98.080,270.274,2.7556,0.6748,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,325.219,-8.894,148.390,62.896,2.3593,0.305722,0.878431,0.692536,0.247307,1.236202,3.551985,45.652,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,133,338,162,0.007145,52.194,65.710,1.2590,0.6320,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,592.375,-40.465,157.087,74.640,2.1046,0.233942,0.729412,0.375013,0.236175,0.990544,3.088432,52.935,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,134,339,163,0.042463,93.312,218.430,2.3409,0.6565,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,440.519,-28.483,156.971,68.439,2.2936,0.344615,0.862745,0.665602,0.302113,1.140680,2.855700,66.362,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,136,339,163,0.054684,96.806,271.145,2.8009,0.6730,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,327.584,-7.472,158.313,78.952,2.0052,0.368816,0.905882,0.739105,0.314331,1.173336,2.881934,46.207,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,137,339,163,0.009592,53.845,85.509,1.5881,0.6321,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,586.517,-39.799,153.910,76.535,2.0110,0.297080,0.776471,0.454337,0.300936,0.987185,2.580181,54.572,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,138,340,163,0.042467,93.315,218.447,2.3410,0.6565,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,434.990,-27.847,167.553,76.508,2.1900,0.358762,0.839216,0.678791,0.323462,1.109131,2.594479,64.476,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,139,340,163,0.054682,96.802,271.146,2.8010,0.6730,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,322.186,-6.938,144.738,65.413,2.2127,0.410070,0.890196,0.773886,0.335056,1.223886,2.656859,35.070,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,140,340,163,0.014225,73.636,92.727,1.2593,0.6364,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,583.793,-39.923,143.471,68.826,2.0845,0.317886,0.741176,0.488549,0.319279,0.995639,2.321410,49.446,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,141,341,164,0.056164,98.047,274.958,2.8043,0.6718,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,322.638,-4.378,169.245,68.755,2.4616,0.383571,0.878431,0.757706,0.325026,1.180126,2.702652,25.859,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,142,341,164,0.040915,90.280,217.536,2.4096,0.6529,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,437.573,-27.168,167.103,77.161,2.1656,0.344943,0.854902,0.654770,0.310745,1.110051,2.751137,70.277,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,143,341,164,0.012074,56.973,101.723,1.7855,0.6371,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,581.057,-39.884,147.368,72.116,2.0435,0.303352,0.764706,0.467685,0.305008,0.994573,2.507171,45.974,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,144,342,164,0.056159,98.037,274.961,2.8047,0.6718,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,322.788,-4.770,149.050,69.700,2.1385,0.400438,0.882353,0.774633,0.324931,1.232380,2.715511,35.327,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,145,342,164,0.040916,90.278,217.546,2.4097,0.6529,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,434.358,-26.426,162.983,71.403,2.2826,0.355113,0.850980,0.675828,0.314354,1.129657,2.707074,70.306,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,146,342,164,0.013296,60.000,106.364,1.7727,0.6364,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,576.189,-38.570,139.497,74.206,1.8799,0.307234,0.780392,0.476116,0.309057,0.994101,2.525072,50.780,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,147,343,165,0.042813,93.466,219.870,2.3524,0.6568,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,430.919,-25.256,162.071,80.194,2.0210,0.348795,0.854902,0.668010,0.313830,1.111416,2.724096,70.114,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,148,343,165,0.057241,98.702,278.372,2.8203,0.6719,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,319.668,-2.713,162.161,76.742,2.1131,0.390906,0.882353,0.762217,0.322824,1.210894,2.733229,28.464,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,149,343,165,0.013609,57.197,114.209,1.9968,0.6363,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,575.967,-38.602,144.242,78.266,1.8430,0.306839,0.811765,0.475237,0.306034,1.002629,2.652532,45.657,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,150,344,165,0.042814,93.465,219.878,2.3525,0.6568,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,427.999,-24.415,152.280,71.257,2.1371,0.344470,0.862745,0.684300,0.297371,1.158382,2.901239,69.247,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,151,344,165,0.057243,98.704,278.373,2.8203,0.6719,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,321.162,-2.446,160.347,74.382,2.1557,0.386400,0.874510,0.765408,0.307510,1.256546,2.843845,29.645,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,152,344,165,0.016038,62.727,122.727,1.9565,0.6364,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,565.826,-37.676,140.331,75.177,1.8667,0.292013,0.764706,0.467209,0.289203,1.009716,2.644185,49.671,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,153,345,166,0.058358,99.388,281.843,2.8358,0.6725,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,320.546,-1.240,162.935,72.032,2.2620,0.405052,0.894118,0.765742,0.325557,1.244184,2.746427,21.897,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,154,345,166,0.042784,92.618,221.733,2.3941,0.6524,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,427.422,-23.995,163.126,81.458,2.0026,0.354842,0.850980,0.694048,0.316352,1.121665,2.689976,71.572,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,155,345,166,0.016697,60.685,132.066,2.1763,0.6395,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,568.820,-37.444,152.435,79.516,1.9170,0.308490,0.756863,0.483397,0.308423,1.000217,2.453978,47.002,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,156,346,166,0.058350,99.376,281.840,2.8361,0.6725,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,319.662,0.488,156.760,76.360,2.0529,0.404303,0.878431,0.764012,0.323521,1.249699,2.715226,27.352,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,157,346,166,0.042789,92.627,221.735,2.3939,0.6524,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,423.692,-22.850,160.875,79.711,2.0182,0.354244,0.866667,0.691285,0.316884,1.117897,2.734962,66.917,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,158,346,166,0.016696,60.683,132.066,2.1763,0.6395,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,559.030,-36.661,148.249,74.082,2.0011,0.306228,0.725490,0.489360,0.305033,1.003918,2.378403,48.650,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,159,347,167,0.043033,92.095,224.288,2.4354,0.6489,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,420.957,-22.057,167.084,76.181,2.1933,0.342127,0.858824,0.675815,0.304539,1.123426,2.820080,65.617,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,160,347,167,0.059277,99.549,285.820,2.8711,0.6693,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,319.531,1.111,155.871,70.484,2.2114,0.391651,0.882353,0.762832,0.308651,1.268913,2.858742,33.988,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,161,347,167,0.019159,62.033,148.249,2.3898,0.6383,0.00038742,-1.63129,opposite_sign_area_radius_trend_posthoc,560.355,-36.466,155.968,75.661,2.0614,0.289834,0.729412,0.460396,0.292223,0.991822,2.496077,45.594,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,162,348,167,0.043037,92.101,224.294,2.4353,0.6489,0.00099800,-1.60366,opposite_sign_area_radius_trend_posthoc,416.516,-21.662,158.800,77.733,2.0429,0.332586,0.862745,0.675614,0.291843,1.139607,2.956195,63.500,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,163,348,167,0.059274,99.544,285.817,2.8712,0.6693,-0.00005661,0.03224,opposite_sign_area_radius_trend_posthoc,319.688,1.902,138.260,77.023,1.7950,0.377402,0.886275,0.750937,0.295491,1.277202,2.999327,33.604,GT box shows localized scatter statistics,"SAR image and GT are used only for mechanism discovery, not runtime construction"
