observation_id,scene,object_hypothesis_id,optical_frame,sar_frame,sample_pool,support_type_or_source,support_area_px,area_ratio_vs_broad,radius_band_width_px,support_azimuth_width_deg,support_radius_min_px,support_radius_max_px,gt_inside_support_posthoc,topk_contains_near_gt_posthoc,top1_near_gt_posthoc,observed_sar_structures_inside_support,dominant_structure_type,number_of_plausible_structures,compact_structure_present,multi_peak_structure_present,diffuse_structure_present,spread_structure_present,serious_peak_competition,no_unique_structure_can_be_isolated,support_too_broad_for_association,support_exists,sar_structure_exists,vehicle_like_sar_structure_exists,unique_sar_structure_exists,association_candidate_exists,association_state_posthoc,provenance_labels,notes
SRO00017,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,173,361,paired_optical_object_sar_gt,state_conditioned_range_band,26748,0.0581,130,29.716,333.197,463.197,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,2972,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00018,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,174,362,paired_optical_object_sar_gt,state_conditioned_range_band,26424,0.0572,130,29.8117,325.109,455.109,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,2936,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00019,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,174,363,paired_optical_object_sar_gt,state_conditioned_range_band,26424,0.0572,130,29.8117,325.109,455.109,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,2936,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00020,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,175,364,paired_optical_object_sar_gt,state_conditioned_range_band,26586,0.0572,130,29.9655,325.109,455.109,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,2954,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00021,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,175,365,paired_optical_object_sar_gt,state_conditioned_range_band,26649,0.0574,130,29.9655,325.547,455.547,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,2961,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00022,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,176,366,paired_optical_object_sar_gt,state_conditioned_range_band,26739,0.0572,130,30.1618,326.072,456.072,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,2971,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00023,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,176,367,paired_optical_object_sar_gt,state_conditioned_range_band,26739,0.0572,130,30.1618,326.072,456.072,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,2971,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00024,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,177,368,paired_optical_object_sar_gt,state_conditioned_range_band,26856,0.0572,130,30.2712,326.072,456.072,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,2984,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00025,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,177,369,paired_optical_object_sar_gt,state_conditioned_range_band,26856,0.0572,130,30.2712,326.072,456.072,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,2984,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00026,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,178,370,paired_optical_object_sar_gt,state_conditioned_range_band,27018,0.0573,130,30.4475,326.072,456.072,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3002,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00027,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,178,371,paired_optical_object_sar_gt,state_conditioned_range_band,27018,0.0573,130,30.4475,326.072,456.072,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3002,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00028,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,179,372,paired_optical_object_sar_gt,state_conditioned_range_band,27171,0.0572,130,30.6298,326.072,456.072,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3019,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00029,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,179,373,paired_optical_object_sar_gt,state_conditioned_range_band,27171,0.0572,130,30.6298,326.072,456.072,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3019,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00030,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,180,374,paired_optical_object_sar_gt,state_conditioned_range_band,27450,0.0572,130,30.9385,326.072,456.072,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3050,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00031,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,180,375,paired_optical_object_sar_gt,state_conditioned_range_band,27450,0.0572,130,30.9385,326.072,456.072,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3050,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00032,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,180,376,paired_optical_object_sar_gt,state_conditioned_range_band,27450,0.0572,130,30.9385,326.072,456.072,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3050,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00033,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,181,377,paired_optical_object_sar_gt,state_conditioned_range_band,27567,0.0572,130,31.083,326.072,456.072,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3063,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00034,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,181,378,paired_optical_object_sar_gt,state_conditioned_range_band,27567,0.0572,130,31.083,326.072,456.072,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3063,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00035,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,182,379,paired_optical_object_sar_gt,state_conditioned_range_band,27711,0.0572,130,31.2739,325.109,455.109,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3079,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00036,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,182,380,paired_optical_object_sar_gt,state_conditioned_range_band,27711,0.0572,130,31.2739,325.109,455.109,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3079,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00037,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,184,383,paired_optical_object_sar_gt,state_conditioned_range_band,28170,0.0572,130,31.7585,326.072,456.072,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3130,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00038,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,184,384,paired_optical_object_sar_gt,state_conditioned_range_band,28170,0.0572,130,31.7585,326.072,456.072,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3130,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00039,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,186,387,paired_optical_object_sar_gt,state_conditioned_range_band,28719,0.0573,130,32.3464,326.519,456.519,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3191,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00040,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,186,388,paired_optical_object_sar_gt,state_conditioned_range_band,28719,0.0573,130,32.3464,326.519,456.519,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3191,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00041,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,187,389,paired_optical_object_sar_gt,state_conditioned_range_band,29034,0.0573,130,32.6979,326.519,456.519,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3226,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00042,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,187,390,paired_optical_object_sar_gt,state_conditioned_range_band,29034,0.0573,130,32.6979,326.519,456.519,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3226,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00043,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,188,391,paired_optical_object_sar_gt,state_conditioned_range_band,29277,0.0571,130,33.098,326.519,456.519,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3253,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00044,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,188,392,paired_optical_object_sar_gt,state_conditioned_range_band,29169,0.0569,130,33.098,325.109,455.109,true,true,false,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3241,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00045,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,189,393,paired_optical_object_sar_gt,state_conditioned_range_band,28980,0.0574,130,32.5824,326.519,456.519,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3220,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00046,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,189,394,paired_optical_object_sar_gt,state_conditioned_range_band,28980,0.0574,130,32.5824,326.519,456.519,true,true,false,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3220,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00047,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,169,352,paired_optical_object_sar_gt,state_conditioned_range_band,27198,0.0713,130,24.5975,422.068,552.068,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3022,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00048,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,169,353,paired_optical_object_sar_gt,state_conditioned_range_band,27198,0.0713,130,24.5975,422.068,552.068,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3022,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00049,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,171,356,paired_optical_object_sar_gt,state_conditioned_range_band,27252,0.0713,130,24.6571,422.068,552.068,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3028,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
SRO00050,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,171,357,paired_optical_object_sar_gt,state_conditioned_range_band,27252,0.0713,130,24.6571,422.068,552.068,true,true,true,azimuth_spread_cluster;stable_cluster_tube,azimuth_spread_cluster,3028,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,associated_posthoc_weak,runtime_safe_geometry_or_vehicle_physics;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,GT and GT-near fields are posthoc validation only; association candidate is not identity truth.
