crosscheck_id,source_mode_name,control_type,structure_type,temporal_stability_label,support_overlap_bucket,n_rows,near_gt_topk_rate_posthoc,top1_near_gt_rate_posthoc,gt_inside_support_rate_posthoc,median_best_topk_distance_to_gt_px_posthoc,median_peak_background_ratio,support_hit_status_posthoc,likely_confounder_type,negative_control_cleanliness,mechanism_interpretation,provenance_labels
CFX00011,state_conditioned_range_band,azimuth_shifted_support,range_spread_cluster,diffuse_or_unstable_cluster_tube,not_available_in_counterfactual_rows,13,0.4615,0.0769,0,119.931,1.918,topk_near_gt_rate=0.4615,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00012,state_conditioned_range_band,azimuth_shifted_support,range_spread_cluster,jumping_peak,not_available_in_counterfactual_rows,2,1,0.5,0,79.648,1.699,topk_near_gt_rate=1,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00013,state_conditioned_range_band,azimuth_shifted_support,range_spread_cluster,stable_cluster_tube,not_available_in_counterfactual_rows,135,0.1111,0.0741,0.837,192.339,2.052,topk_near_gt_rate=0.1111,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00014,state_conditioned_range_band,azimuth_shifted_support,weak_no_structure,stable_cluster_tube,not_available_in_counterfactual_rows,1,0,0,1,231.39,2.019,topk_near_gt_rate=0,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00015,state_conditioned_range_band,random_same_scene_support,azimuth_spread_cluster,insufficient_temporal_samples,not_available_in_counterfactual_rows,1,1,1,0,66.481,1.593,topk_near_gt_rate=1,scene_background_persistence_confounder,partly_confounded_negative_control,random support may still hit persistent scene structures,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00016,state_conditioned_range_band,random_same_scene_support,azimuth_spread_cluster,jumping_peak,not_available_in_counterfactual_rows,27,0.4444,0.2593,0.3704,147.581,1.588,topk_near_gt_rate=0.4444,scene_background_persistence_confounder,partly_confounded_negative_control,random support may still hit persistent scene structures,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00017,state_conditioned_range_band,random_same_scene_support,diffuse_clutter,jumping_peak,not_available_in_counterfactual_rows,168,0.006,0,0.0298,460.74,1.931,topk_near_gt_rate=0.006,effective_random_negative_control,clean_negative_control,random same-scene support is much weaker than state-conditioned true support,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00018,state_conditioned_range_band,random_same_scene_support,multi_peak_nearby_cluster,jumping_peak,not_available_in_counterfactual_rows,8,0.625,0,0.25,115.079,1.822,topk_near_gt_rate=0.625,scene_background_persistence_confounder,partly_confounded_negative_control,random support may still hit persistent scene structures,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00019,state_conditioned_range_band,random_same_scene_support,range_spread_cluster,jumping_peak,not_available_in_counterfactual_rows,11,0.5455,0.3636,0.5455,80.814,2.271,topk_near_gt_rate=0.5455,scene_background_persistence_confounder,partly_confounded_negative_control,random support may still hit persistent scene structures,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00020,state_conditioned_range_band,range_shifted_support,azimuth_spread_cluster,diffuse_or_unstable_cluster_tube,not_available_in_counterfactual_rows,46,0.0435,0,0,150.807,1.602,topk_near_gt_rate=0.0435,effective_range_negative_control,clean_negative_control,range-shift collapse supports real range/state signal,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00021,state_conditioned_range_band,range_shifted_support,azimuth_spread_cluster,insufficient_temporal_samples,not_available_in_counterfactual_rows,1,1,1,0,42.008,1.767,topk_near_gt_rate=1,range_overlap_or_band_width_confounder,partly_confounded_negative_control,range-shift remains high enough to require band-overlap review,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00022,state_conditioned_range_band,range_shifted_support,azimuth_spread_cluster,stable_cluster_tube,not_available_in_counterfactual_rows,205,0.0439,0.0195,0.2585,182.362,1.84,topk_near_gt_rate=0.0439,effective_range_negative_control,clean_negative_control,range-shift collapse supports real range/state signal,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00023,state_conditioned_range_band,range_shifted_support,compact_cluster,stable_cluster_tube,not_available_in_counterfactual_rows,6,1,0.5,0.1667,113.513,1.52,topk_near_gt_rate=1,range_overlap_or_band_width_confounder,partly_confounded_negative_control,range-shift remains high enough to require band-overlap review,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00024,state_conditioned_range_band,range_shifted_support,diffuse_clutter,diffuse_or_unstable_cluster_tube,not_available_in_counterfactual_rows,92,0,0,0,494.63,1.525,topk_near_gt_rate=0,effective_range_negative_control,clean_negative_control,range-shift collapse supports real range/state signal,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00025,state_conditioned_range_band,range_shifted_support,diffuse_clutter,insufficient_temporal_samples,not_available_in_counterfactual_rows,1,0,0,0,371.074,2.09,topk_near_gt_rate=0,effective_range_negative_control,clean_negative_control,range-shift collapse supports real range/state signal,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00026,state_conditioned_range_band,range_shifted_support,diffuse_clutter,jumping_peak,not_available_in_counterfactual_rows,6,0,0,0,591.946,1.818,topk_near_gt_rate=0,effective_range_negative_control,clean_negative_control,range-shift collapse supports real range/state signal,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00027,state_conditioned_range_band,range_shifted_support,diffuse_clutter,stable_cluster_tube,not_available_in_counterfactual_rows,24,0,0,0,304.689,1.373,topk_near_gt_rate=0,effective_range_negative_control,clean_negative_control,range-shift collapse supports real range/state signal,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00028,state_conditioned_range_band,range_shifted_support,multi_peak_nearby_cluster,diffuse_or_unstable_cluster_tube,not_available_in_counterfactual_rows,1,0,0,0,141.639,1.672,topk_near_gt_rate=0,effective_range_negative_control,clean_negative_control,range-shift collapse supports real range/state signal,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00029,state_conditioned_range_band,range_shifted_support,multi_peak_nearby_cluster,stable_cluster_tube,not_available_in_counterfactual_rows,12,0,0,0,176.153,1.872,topk_near_gt_rate=0,effective_range_negative_control,clean_negative_control,range-shift collapse supports real range/state signal,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00030,state_conditioned_range_band,range_shifted_support,weak_no_structure,diffuse_or_unstable_cluster_tube,not_available_in_counterfactual_rows,1,0,0,0,862.809,2.038,topk_near_gt_rate=0,effective_range_negative_control,clean_negative_control,range-shift collapse supports real range/state signal,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00031,state_conditioned_range_band,range_shifted_support,weak_no_structure,stable_cluster_tube,not_available_in_counterfactual_rows,35,0,0,0.2857,468.248,2.045,topk_near_gt_rate=0,effective_range_negative_control,clean_negative_control,range-shift collapse supports real range/state signal,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00032,state_conditioned_range_band,true_support,azimuth_spread_cluster,insufficient_temporal_samples,not_available_in_counterfactual_rows,1,0,0,0,137.338,1.107,topk_near_gt_rate=0,reference_support,not_a_negative_control,true support is the posthoc reference for comparing wrong/random controls,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00033,state_conditioned_range_band,true_support,azimuth_spread_cluster,stable_cluster_tube,not_available_in_counterfactual_rows,138,1,0.9203,0.9928,30.284,1.742,topk_near_gt_rate=1,reference_support,not_a_negative_control,true support is the posthoc reference for comparing wrong/random controls,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00034,state_conditioned_range_band,true_support,compact_cluster,stable_cluster_tube,not_available_in_counterfactual_rows,2,1,0,0,110.111,1.234,topk_near_gt_rate=1,reference_support,not_a_negative_control,true support is the posthoc reference for comparing wrong/random controls,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00035,state_conditioned_range_band,true_support,diffuse_clutter,diffuse_or_unstable_cluster_tube,not_available_in_counterfactual_rows,9,0.1111,0,0,353.328,2.098,topk_near_gt_rate=0.1111,reference_support,not_a_negative_control,true support is the posthoc reference for comparing wrong/random controls,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00036,state_conditioned_range_band,true_support,diffuse_clutter,stable_cluster_tube,not_available_in_counterfactual_rows,24,0.75,0.0833,0.9167,63.487,1.74,topk_near_gt_rate=0.75,reference_support,not_a_negative_control,true support is the posthoc reference for comparing wrong/random controls,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00037,state_conditioned_range_band,true_support,multi_peak_nearby_cluster,stable_cluster_tube,not_available_in_counterfactual_rows,20,1,0.55,1,44.854,1.698,topk_near_gt_rate=1,reference_support,not_a_negative_control,true support is the posthoc reference for comparing wrong/random controls,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00038,state_conditioned_range_band,true_support,range_spread_cluster,diffuse_or_unstable_cluster_tube,not_available_in_counterfactual_rows,4,0,0,0,144.137,1.844,topk_near_gt_rate=0,reference_support,not_a_negative_control,true support is the posthoc reference for comparing wrong/random controls,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00039,state_conditioned_range_band,true_support,range_spread_cluster,stable_cluster_tube,not_available_in_counterfactual_rows,17,0.8235,0.4118,1,68.998,1.669,topk_near_gt_rate=0.8235,reference_support,not_a_negative_control,true support is the posthoc reference for comparing wrong/random controls,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00040,state_conditioned_range_band,wrong_object_support,azimuth_spread_cluster,diffuse_or_unstable_cluster_tube,not_available_in_counterfactual_rows,3,1,0.3333,0,83.999,1.697,topk_near_gt_rate=1,object_support_overlap_or_structure_ambiguity,partly_confounded_negative_control,wrong-object hits indicate object association is not closed,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00041,state_conditioned_range_band,wrong_object_support,azimuth_spread_cluster,stable_cluster_tube,not_available_in_counterfactual_rows,153,0.7255,0.366,0.1634,104.291,1.756,topk_near_gt_rate=0.7255,object_support_overlap_or_structure_ambiguity,partly_confounded_negative_control,wrong-object hits indicate object association is not closed,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00042,state_conditioned_range_band,wrong_object_support,diffuse_clutter,stable_cluster_tube,not_available_in_counterfactual_rows,32,0.3125,0.2188,0.3125,242.526,1.765,topk_near_gt_rate=0.3125,object_support_overlap_or_structure_ambiguity,partly_confounded_negative_control,wrong-object hits indicate object association is not closed,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00043,state_conditioned_range_band,wrong_object_support,multi_peak_nearby_cluster,stable_cluster_tube,not_available_in_counterfactual_rows,11,1,0.7273,1,42.294,1.648,topk_near_gt_rate=1,object_support_overlap_or_structure_ambiguity,partly_confounded_negative_control,wrong-object hits indicate object association is not closed,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00044,state_conditioned_range_band,wrong_object_support,range_spread_cluster,insufficient_temporal_samples,not_available_in_counterfactual_rows,1,0,0,0,247.144,1.851,topk_near_gt_rate=0,object_support_overlap_or_structure_ambiguity,partly_confounded_negative_control,wrong-object hits indicate object association is not closed,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00045,state_conditioned_range_band,wrong_object_support,range_spread_cluster,stable_cluster_tube,not_available_in_counterfactual_rows,15,1,0.8,0.8667,38.917,1.669,topk_near_gt_rate=1,object_support_overlap_or_structure_ambiguity,partly_confounded_negative_control,wrong-object hits indicate object association is not closed,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00046,state_conditioned_range_band,wrong_sar_frame_support,azimuth_spread_cluster,insufficient_temporal_samples,not_available_in_counterfactual_rows,154,0.961,0.7013,0.9675,52.495,1.668,topk_near_gt_rate=0.961,temporal_or_background_persistence_confounder,partly_confounded_negative_control,wrong-frame hits indicate single-frame SAR structure is not time-discriminative enough,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00047,state_conditioned_range_band,wrong_sar_frame_support,diffuse_clutter,insufficient_temporal_samples,not_available_in_counterfactual_rows,14,0.0714,0,0.0714,375.512,2.052,topk_near_gt_rate=0.0714,temporal_or_background_persistence_confounder,partly_confounded_negative_control,wrong-frame hits indicate single-frame SAR structure is not time-discriminative enough,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00048,state_conditioned_range_band,wrong_sar_frame_support,multi_peak_nearby_cluster,insufficient_temporal_samples,not_available_in_counterfactual_rows,29,1,0.5172,1,47.213,1.812,topk_near_gt_rate=1,temporal_or_background_persistence_confounder,partly_confounded_negative_control,wrong-frame hits indicate single-frame SAR structure is not time-discriminative enough,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00049,state_conditioned_range_band,wrong_sar_frame_support,range_spread_cluster,insufficient_temporal_samples,not_available_in_counterfactual_rows,14,1,0.3571,0.9286,67.189,1.781,topk_near_gt_rate=1,temporal_or_background_persistence_confounder,partly_confounded_negative_control,wrong-frame hits indicate single-frame SAR structure is not time-discriminative enough,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00050,state_conditioned_range_band,wrong_sar_frame_support,range_spread_cluster,stable_cluster_tube,not_available_in_counterfactual_rows,4,1,0,1,94.233,1.769,topk_near_gt_rate=1,temporal_or_background_persistence_confounder,partly_confounded_negative_control,wrong-frame hits indicate single-frame SAR structure is not time-discriminative enough,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00051,state_conditioned_range_band,wrong_object_support,azimuth_spread_cluster,diffuse_or_unstable_cluster_tube,high_overlap_ge_0p75,1,1,1,0,30.332,1.374,topk_near_gt_rate=1,object_support_overlap_or_structure_ambiguity,partly_confounded_negative_control,wrong-object hits indicate object association is not closed,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00052,state_conditioned_range_band,wrong_object_support,azimuth_spread_cluster,stable_cluster_tube,high_overlap_ge_0p75,6,1,0,1,72.219,1.664,topk_near_gt_rate=1,object_support_overlap_or_structure_ambiguity,partly_confounded_negative_control,wrong-object hits indicate object association is not closed,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00053,state_conditioned_range_band,wrong_object_support,diffuse_clutter,stable_cluster_tube,high_overlap_ge_0p75,2,0.5,0,0.5,179.471,1.851,topk_near_gt_rate=0.5,object_support_overlap_or_structure_ambiguity,partly_confounded_negative_control,wrong-object hits indicate object association is not closed,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00054,state_conditioned_range_band,wrong_object_support,multi_peak_nearby_cluster,stable_cluster_tube,high_overlap_ge_0p75,2,1,0.5,1,54.415,1.775,topk_near_gt_rate=1,object_support_overlap_or_structure_ambiguity,partly_confounded_negative_control,wrong-object hits indicate object association is not closed,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00055,state_conditioned_range_band,wrong_object_support,azimuth_spread_cluster,diffuse_or_unstable_cluster_tube,low_overlap_lt_0p25,2,1,0,0,94.488,1.759,topk_near_gt_rate=1,object_support_overlap_or_structure_ambiguity,partly_confounded_negative_control,wrong-object hits indicate object association is not closed,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00056,state_conditioned_range_band,wrong_object_support,azimuth_spread_cluster,stable_cluster_tube,low_overlap_lt_0p25,123,0.6992,0.3659,0,108.472,1.776,topk_near_gt_rate=0.6992,object_support_overlap_or_structure_ambiguity,partly_confounded_negative_control,wrong-object hits indicate object association is not closed,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00057,state_conditioned_range_band,wrong_object_support,diffuse_clutter,stable_cluster_tube,low_overlap_lt_0p25,3,0,0,0,241.782,1.733,topk_near_gt_rate=0,object_support_overlap_or_structure_ambiguity,partly_confounded_negative_control,wrong-object hits indicate object association is not closed,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00058,state_conditioned_range_band,wrong_object_support,azimuth_spread_cluster,stable_cluster_tube,medium_overlap_0p25_0p75,23,0.8261,0.4783,0.8261,41.993,1.677,topk_near_gt_rate=0.8261,object_support_overlap_or_structure_ambiguity,partly_confounded_negative_control,wrong-object hits indicate object association is not closed,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00059,state_conditioned_range_band,wrong_object_support,diffuse_clutter,stable_cluster_tube,medium_overlap_0p25_0p75,21,0.4286,0.3333,0.4286,229.25,1.671,topk_near_gt_rate=0.4286,object_support_overlap_or_structure_ambiguity,partly_confounded_negative_control,wrong-object hits indicate object association is not closed,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00060,state_conditioned_range_band,wrong_object_support,multi_peak_nearby_cluster,stable_cluster_tube,medium_overlap_0p25_0p75,9,1,0.7778,1,42.294,1.601,topk_near_gt_rate=1,object_support_overlap_or_structure_ambiguity,partly_confounded_negative_control,wrong-object hits indicate object association is not closed,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00061,state_conditioned_range_band,wrong_object_support,range_spread_cluster,stable_cluster_tube,medium_overlap_0p25_0p75,15,1,0.8,0.8667,38.917,1.669,topk_near_gt_rate=1,object_support_overlap_or_structure_ambiguity,partly_confounded_negative_control,wrong-object hits indicate object association is not closed,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00062,state_conditioned_range_band,wrong_object_support,azimuth_spread_cluster,stable_cluster_tube,no_overlap,1,0,0,0,258.556,1.107,topk_near_gt_rate=0,object_support_overlap_or_structure_ambiguity,partly_confounded_negative_control,wrong-object hits indicate object association is not closed,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00063,state_conditioned_range_band,wrong_object_support,diffuse_clutter,stable_cluster_tube,no_overlap,6,0,0,0,356.156,1.831,topk_near_gt_rate=0,object_support_overlap_or_structure_ambiguity,partly_confounded_negative_control,wrong-object hits indicate object association is not closed,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00064,state_conditioned_range_band,wrong_object_support,range_spread_cluster,insufficient_temporal_samples,no_overlap,1,0,0,0,247.144,1.851,topk_near_gt_rate=0,object_support_overlap_or_structure_ambiguity,partly_confounded_negative_control,wrong-object hits indicate object association is not closed,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00065,state_conditioned_range_band,azimuth_shifted_support,azimuth_spread_cluster,stable_cluster_tube=79;diffuse_or_unstable_cluster_tube=5,high_overlap_ge_0p75,47,0.7143,0.4524,0.8929,,1.8079,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00066,state_conditioned_range_band,azimuth_shifted_support,range_spread_cluster,stable_cluster_tube=79;diffuse_or_unstable_cluster_tube=5,high_overlap_ge_0p75,22,0.7143,0.4524,0.8929,,1.8079,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00067,state_conditioned_range_band,azimuth_shifted_support,diffuse_clutter,stable_cluster_tube=79;diffuse_or_unstable_cluster_tube=5,high_overlap_ge_0p75,9,0.7143,0.4524,0.8929,,1.8079,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00068,state_conditioned_range_band,azimuth_shifted_support,multi_peak_nearby_cluster,stable_cluster_tube=79;diffuse_or_unstable_cluster_tube=5,high_overlap_ge_0p75,5,0.7143,0.4524,0.8929,,1.8079,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00069,state_conditioned_range_band,azimuth_shifted_support,weak_no_structure,stable_cluster_tube=79;diffuse_or_unstable_cluster_tube=5,high_overlap_ge_0p75,1,0.7143,0.4524,0.8929,,1.8079,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00070,state_conditioned_range_band,azimuth_shifted_support,azimuth_spread_cluster,stable_cluster_tube=125;diffuse_or_unstable_cluster_tube=5;insufficient_temporal_samples=1,medium_overlap_0p25_0p75,95,0.7405,0.6412,0.8855,,1.77,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00071,state_conditioned_range_band,azimuth_shifted_support,range_spread_cluster,stable_cluster_tube=125;diffuse_or_unstable_cluster_tube=5;insufficient_temporal_samples=1,medium_overlap_0p25_0p75,21,0.7405,0.6412,0.8855,,1.77,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00072,state_conditioned_range_band,azimuth_shifted_support,diffuse_clutter,stable_cluster_tube=125;diffuse_or_unstable_cluster_tube=5;insufficient_temporal_samples=1,medium_overlap_0p25_0p75,9,0.7405,0.6412,0.8855,,1.77,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00073,state_conditioned_range_band,azimuth_shifted_support,compact_cluster,stable_cluster_tube=125;diffuse_or_unstable_cluster_tube=5;insufficient_temporal_samples=1,medium_overlap_0p25_0p75,3,0.7405,0.6412,0.8855,,1.77,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
CFX00074,state_conditioned_range_band,azimuth_shifted_support,multi_peak_nearby_cluster,stable_cluster_tube=125;diffuse_or_unstable_cluster_tube=5;insufficient_temporal_samples=1,medium_overlap_0p25_0p75,3,0.7405,0.6412,0.8855,,1.77,azimuth_shift_aggregate,azimuth_overlap_or_margin_confounder,partly_confounded_negative_control,azimuth-shift remains high under current margins; do not promote azimuth as a strong gate,SAR_GT_posthoc_evidence;hypothesis_to_validate
