case_id,scene,object_hypothesis_id,sar_frame,optical_state,optical_complete_visible,truncation_or_occlusion_state,support_boundary_available,support_source,gt_area_coverage_ratio,gt_energy_coverage_ratio,morphology_primitive_coverage_proxy,support_covers_most_gt_area,support_covers_most_gt_energy,support_covers_most_vehicle_structure,support_too_broad_for_unique_association,main_failure_reason,posthoc_validation_only_fields,notes
PAIR_GM_RM017_o169_s353_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,353,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9953,0.9965,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o171_s356_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,356,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9992,0.9994,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o171_s357_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,357,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,1,1,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o172_s358_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,358,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,1,1,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o172_s359_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,359,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,1,1,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o173_s360_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,360,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,1,1,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o173_s361_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,361,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9826,0.9853,0.998,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o174_s362_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,362,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,1,1,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o174_s363_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,363,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.965,0.9707,0.9985,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o175_s364_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,364,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9897,0.9915,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o175_s365_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,365,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,1,1,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o176_s366_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,366,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9655,0.9682,0.9862,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o176_s367_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,367,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9881,0.9879,0.9973,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o177_s368_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,368,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9881,0.9886,0.9963,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o177_s369_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,369,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,1,1,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o178_s370_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,370,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9985,0.9984,0.9994,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o178_s371_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,371,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,1,1,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o179_s372_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,372,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9866,0.9877,1,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o179_s373_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,373,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9746,0.9766,0.9889,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o180_s374_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,374,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9878,0.9885,0.9964,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o180_s375_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,375,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9912,0.9909,0.9923,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o180_s376_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,376,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.995,0.9956,0.9989,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
PAIR_GM_RM017_o181_s377_oty1t_obj_GM_RM017_bytetrack_bt_0010,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,377,eligibility=weak_vehicle_layer;tier=high_resolvable_vehicle;spatial=loose_spatial_prior_generated,yes,state_condition=complete;visibility=visible_main_observation;uncertainty=low_uncertainty;partial=none;boundary=none;multi=single_observation;edge=true;partial=true;duplicate_handoff=true;ambiguity=ambiguous_or_review_required,yes,state_conditioned_range_band;posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,0.9608,0.9612,0.9808,yes,yes,yes,yes,coverage high but peak competition prevents unique association,SAR GT polygon;GT energy;GT area;coverage ratios,"80-85% coverage is audited separately for GT area, GT energy, and high-energy morphology proxy; not a runtime rule."
