scene,sar_gt_id,sar_frame,target_identity,optical_frame,gt_source_type,is_sar_only,has_review_optical_bbox,has_oty_object_frame,has_oty_object_hypothesis,matched_object_hypothesis_id,match_status,skip_reason,usable_for_optical_sar_correspondence,usable_for_sar_only_morphology,usable_after_gm011_object_stream_built,needs_matching_triage,best_oty_iou,best_oty_object_hypothesis_id,oty_frame_candidate_count,review_optical_bbox,gt_box,optical_path,sar_pseudocolor_path,notes
GM_RM011,10,5,GM_RM011|000005.png|000002.png|1|O1:car:0.96,2,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"2.379,278.506,729.62,599.001",cx=1151.642;cy=1246.802;w=131.942;h=63.44;heading=1,D:\profile\research\data\GM_RM011\GM_RM011_frames\000002.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000005.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,11,5,GM_RM011|000005.png|000002.png|2|O2:car:0.81,2,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"744.312,339.301,799.566,486.081",cx=1295.522;cy=1150.115;w=78.74;h=147.827;heading=-29,D:\profile\research\data\GM_RM011\GM_RM011_frames\000002.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000005.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,12,6,GM_RM011|000006.png|000003.png|1|O1:car:0.96,3,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"2.805,242.181,751.431,599.055",cx=1152.642;cy=1247.802;w=133.942;h=63.44;heading=1,D:\profile\research\data\GM_RM011\GM_RM011_frames\000003.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000006.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,13,6,GM_RM011|000006.png|000003.png|2|O2:car:0.86,3,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"735.185,299.241,799.566,441.095",cx=1296.522;cy=1147.115;w=78.74;h=147.827;heading=-29,D:\profile\research\data\GM_RM011\GM_RM011_frames\000003.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000006.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,14,7,GM_RM011|000007.png|000003.png|1|O1:car:0.96,3,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"2.805,242.181,751.431,599.055",cx=1152.642;cy=1246.802;w=135.942;h=65.44;heading=1,D:\profile\research\data\GM_RM011\GM_RM011_frames\000003.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000007.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,15,7,GM_RM011|000007.png|000003.png|2|O2:car:0.86,3,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"735.185,299.241,799.566,441.095",cx=1293.522;cy=1144.115;w=78.74;h=147.827;heading=-36,D:\profile\research\data\GM_RM011\GM_RM011_frames\000003.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000007.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,16,8,GM_RM011|000008.png|000004.png|1|O1:car:0.86,4,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"1.075,196.465,797.939,597.951",cx=1152.642;cy=1244.802;w=137.942;h=67.44;heading=1,D:\profile\research\data\GM_RM011\GM_RM011_frames\000004.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000008.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,17,9,GM_RM011|000009.png|000004.png|1|O1:car:0.86,4,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"1.075,196.465,797.939,597.951",cx=1152.642;cy=1244.802;w=137.942;h=67.44;heading=1,D:\profile\research\data\GM_RM011\GM_RM011_frames\000004.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000009.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,18,10,GM_RM011|000010.png|000005.png|1|O1:car:0.84,5,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"1.084,231.464,799.1,597.989",cx=1149.642;cy=1243.802;w=129.942;h=63.44;heading=-8,D:\profile\research\data\GM_RM011\GM_RM011_frames\000005.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000010.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,19,11,GM_RM011|000011.png|000005.png|1|O1:car:0.84,5,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"1.084,231.464,799.1,597.989",cx=1148.642;cy=1245.802;w=129.942;h=63.44;heading=-8,D:\profile\research\data\GM_RM011\GM_RM011_frames\000005.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000011.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,20,12,GM_RM011|000012.png|000006.png|1|O1:car:0.21,6,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"0.649,264.724,800,440.207",cx=1149.642;cy=1246.802;w=129.942;h=63.44;heading=-12,D:\profile\research\data\GM_RM011\GM_RM011_frames\000006.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000012.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,21,12,GM_RM011|000012.png|000006.png|2|O2:car:0.76,6,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"1.403,266.243,798.902,597.899",cx=1152.377;cy=1243.565;w=128.333;h=62.847;heading=351,D:\profile\research\data\GM_RM011\GM_RM011_frames\000006.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000012.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,22,13,GM_RM011|000013.png|000006.png|1|O1:car:0.21,6,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"0.649,264.724,800,440.207",cx=1151.642;cy=1241.802;w=127.942;h=68.44;heading=352,D:\profile\research\data\GM_RM011\GM_RM011_frames\000006.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000013.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,23,13,GM_RM011|000013.png|000006.png|2|O2:car:0.76,6,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"1.403,266.243,798.902,597.899",cx=1152.377;cy=1246.565;w=135.333;h=64.847;heading=-12,D:\profile\research\data\GM_RM011\GM_RM011_frames\000006.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000013.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,24,14,GM_RM011|000014.png|000007.png|1|O1:car:0.76,7,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"1.082,309.415,799.023,596.914",cx=1151.642;cy=1247.802;w=127.942;h=63.44;heading=-12,D:\profile\research\data\GM_RM011\GM_RM011_frames\000007.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000014.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,25,14,GM_RM011|000014.png|000007.png|2|O2:car:0.31,7,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"1.33,308.204,800,470.24",cx=1152.377;cy=1247.565;w=135.333;h=64.847;heading=-12,D:\profile\research\data\GM_RM011\GM_RM011_frames\000007.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000014.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,26,15,GM_RM011|000015.png|000007.png|1|O1:car:0.76,7,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"1.082,309.415,799.023,596.914",cx=1151.642;cy=1247.802;w=127.942;h=63.44;heading=-12,D:\profile\research\data\GM_RM011\GM_RM011_frames\000007.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000015.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,27,15,GM_RM011|000015.png|000007.png|2|O2:car:0.31,7,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"1.33,308.204,800,470.24",cx=1152.377;cy=1247.565;w=135.333;h=64.847;heading=-12,D:\profile\research\data\GM_RM011\GM_RM011_frames\000007.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000015.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,28,16,GM_RM011|000016.png|000008.png|1|O1:car:0.36,8,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"0.794,312.093,800,481.792",cx=1155.642;cy=1249.802;w=127.942;h=63.44;heading=-10,D:\profile\research\data\GM_RM011\GM_RM011_frames\000008.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000016.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,29,16,GM_RM011|000016.png|000008.png|2|O2:car:0.72,8,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"1.401,311.927,798.629,597.385",cx=1155.377;cy=1248.565;w=135.333;h=64.847;heading=-10,D:\profile\research\data\GM_RM011\GM_RM011_frames\000008.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000016.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,30,17,gm_rm011_00013,8,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"0.649,309.982,798.792,599.109",cx=1154.28;cy=1243.984;w=130.16;h=67.327;heading=172,D:\profile\research\data\GM_RM011\GM_RM011_frames\000008.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000017.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,31,17,GM_RM011|000017.png|000008.png|1|O1:car:0.36,8,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"0.794,312.093,800,481.792",cx=1156.642;cy=1249.802;w=127.942;h=63.44;heading=-10,D:\profile\research\data\GM_RM011\GM_RM011_frames\000008.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000017.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,32,17,GM_RM011|000017.png|000008.png|2|O2:car:0.72,8,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"1.401,311.927,798.629,597.385",cx=1156.377;cy=1248.565;w=135.333;h=64.847;heading=-10,D:\profile\research\data\GM_RM011\GM_RM011_frames\000008.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000017.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,33,18,GM_RM011|000018.png|000009.png|1|O1:car:0.66,9,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"1.184,308.528,798.413,597.374",cx=1163.642;cy=1248.802;w=129.942;h=65.44;heading=-6,D:\profile\research\data\GM_RM011\GM_RM011_frames\000009.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000018.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,34,18,GM_RM011|000018.png|000009.png|2|O2:car:0.51,9,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"1.4,308.409,800,486.387",cx=1166.377;cy=1248.565;w=135.333;h=64.847;heading=-7,D:\profile\research\data\GM_RM011\GM_RM011_frames\000009.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000018.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,35,19,gm_rm011_00014,9,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"2.865,307.883,798.782,599.174",cx=1161.08;cy=1251.033;w=132.08;h=66.6;heading=170,D:\profile\research\data\GM_RM011\GM_RM011_frames\000009.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000019.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,36,19,GM_RM011|000019.png|000009.png|1|O1:car:0.66,9,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"1.184,308.528,798.413,597.374",cx=1166.642;cy=1249.802;w=129.942;h=65.44;heading=-5,D:\profile\research\data\GM_RM011\GM_RM011_frames\000009.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000019.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,37,19,GM_RM011|000019.png|000009.png|2|O2:car:0.51,9,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"1.4,308.409,800,486.387",cx=1166.377;cy=1249.565;w=135.333;h=64.847;heading=-7,D:\profile\research\data\GM_RM011\GM_RM011_frames\000009.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000019.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,38,20,GM_RM011|000020.png|000010.png|1|O1:car:0.65,10,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"1.026,286.252,798.221,597.097",cx=1167.642;cy=1249.802;w=129.942;h=65.44;heading=-5,D:\profile\research\data\GM_RM011\GM_RM011_frames\000010.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000020.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,39,20,GM_RM011|000020.png|000010.png|2|O2:car:0.45,10,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"2.33,288.756,799.637,497.318",cx=1166.377;cy=1249.565;w=135.333;h=64.847;heading=-7,D:\profile\research\data\GM_RM011\GM_RM011_frames\000010.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000020.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,40,21,gm_rm011_00015,10,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"1.401,281.423,799.477,598.72",cx=1172.653;cy=1248.18;w=131.08;h=70.52;heading=173,D:\profile\research\data\GM_RM011\GM_RM011_frames\000010.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000021.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,41,21,GM_RM011|000021.png|000010.png|1|O1:car:0.65,10,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"1.026,286.252,798.221,597.097",cx=1169.642;cy=1249.802;w=129.942;h=65.44;heading=-5,D:\profile\research\data\GM_RM011\GM_RM011_frames\000010.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000021.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,42,21,GM_RM011|000021.png|000010.png|2|O2:car:0.45,10,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"2.33,288.756,799.637,497.318",cx=1167.377;cy=1249.565;w=135.333;h=64.847;heading=-7,D:\profile\research\data\GM_RM011\GM_RM011_frames\000010.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000021.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,43,22,GM_RM011|000022.png|000011.png|1|O1:car:0.47,11,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"1.035,242.639,798.185,484.022",cx=1170.642;cy=1249.802;w=129.942;h=65.44;heading=-5,D:\profile\research\data\GM_RM011\GM_RM011_frames\000011.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000022.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,44,22,GM_RM011|000022.png|000011.png|2|O2:car:0.65,11,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"1.053,242.703,798.703,596.992",cx=1168.377;cy=1250.565;w=135.333;h=64.847;heading=-7,D:\profile\research\data\GM_RM011\GM_RM011_frames\000011.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000022.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
GM_RM011,45,23,gm_rm011_00016,11,optical_review_linked_gt,false,true,false,false,,blocked_missing_gm011_object_stream,gm_rm011_has_sar_gt_and_review_optical_bbox_but_no_current_oty_object_frame,false,true,true,false,0,,0,"0,243.109,798.693,598.246",cx=1166.638;cy=1250.461;w=128.305;h=64.429;heading=173,D:\profile\research\data\GM_RM011\GM_RM011_frames\000011.png,D:\profile\research\data\GM_RM011\GM_RM011_SARframes\000023.png,"GM_RM011 has SAR GT and review optical bbox, but current OTY object stream has no frame-level object rows for this scene."
