subject_frame_id,subject_name,pair_id,sar_frame,split,source_region_id,posthoc_evaluation_label,subject_motion_model,persistent_subject_status,relative_aspect_angle_deg,aspect_angle_ci_width_deg,aspect_observability_status,absolute_range_m_grid,center_x,center_y,total_energy,mean_energy,local_background_normalized_energy,high_energy_pixel_fraction,response_occupancy_ratio,inside_vs_ring_contrast,energy_entropy_proxy,range_energy90_width_m,azimuth_energy90_width_m,body_long_energy90_width_m,body_short_energy90_width_m,range_second_moment_width_m,azimuth_second_moment_width_m,body_long_second_moment_width_m,body_short_second_moment_width_m,energy_centroid_range_offset_m,energy_centroid_azimuth_offset_m,energy_centroid_body_long_offset_m,energy_centroid_body_short_offset_m,response_principal_axis_deg,principal_minus_body_axial_deg,principal_minus_range_axial_deg,response_compactness,response_linearity,response_fragment_count,response_fragmentation_index,radar_near_half_energy,radar_far_half_energy,near_far_energy_ratio,counterfactual_role
fixed_known_non_vehicle_N005_sar000331,fixed_known_non_vehicle_N005,WGV35A_PAIR_0021,331,calibration,E0_R1_REG_000331_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,55.073758,1.980368,OBSERVABLE_HIGH,38.860881,1196.566369,1166.397906,379278,34.283466,0.983507,0.033535,0.033535,0,0.873948,2.579789,3.716362,4.189634,1.857342,0,0,5.350721,2.398394,-10.727155,3.808667,8.594454,7.464124,172.377887,6.973659,67.844918,0.168629,2.234828,279,28.021332,0,379278,0,world_fixed_background_aspect_control
fixed_strong_scatterer_sar000331,fixed_strong_scatterer,WGV35A_PAIR_0021,331,calibration,E0_R1_REG_000331_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,55.073758,1.980368,OBSERVABLE_HIGH,38.860881,1132.158395,1164.457828,382018,34.443962,0.988111,0.045082,0.045082,0,0.862015,2.353793,3.644854,4.248391,1.740871,0,0,5.584471,2.134653,-9.60446,2.240748,6.677041,7.258355,172.050972,7.300574,89.540319,0.190322,2.597015,267,26.748415,0,382018,0,world_fixed_background_aspect_control
fixed_linear_structure_sar000331,fixed_linear_structure,WGV35A_PAIR_0021,331,calibration,E0_R1_REG_000331_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,55.073758,1.980368,OBSERVABLE_HIGH,38.860881,1461.700834,848.735721,391211,35.272835,1.011889,0.078983,0.078983,0,0.859807,2.24229,3.634701,4.072463,1.8942,0,0,4.81778,2.460918,-7.306612,15.78576,17.337692,-1.407553,162.001399,17.350147,39.440592,0.143971,2.118264,262,26.247508,0,391211,0,world_fixed_background_aspect_control
fixed_known_non_vehicle_N005_sar000332,fixed_known_non_vehicle_N005,WGV35A_PAIR_0023,332,calibration,E0_R1_REG_000332_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,52.667325,2.445902,OBSERVABLE_MEDIUM,39.113823,1196.566369,1166.397906,363583,32.547043,0.963005,0.022916,0.022916,0,0.861985,4.32518,1.96916,4.26711,1.93089,0,0,5.475628,2.501626,-10.451807,3.772005,-10.451807,3.772005,57.474366,56.583147,47.058603,0.141347,2.190908,214,21.285272,0,363583,0,world_fixed_background_aspect_control
fixed_strong_scatterer_sar000332,fixed_strong_scatterer,WGV35A_PAIR_0023,332,calibration,E0_R1_REG_000332_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,52.667325,2.445902,OBSERVABLE_MEDIUM,39.113823,1132.158395,1164.457828,365353,32.988983,0.976081,0.040542,0.040542,0,0.856396,3.623295,1.860552,4.231692,1.879937,0,0,5.398594,2.389069,-9.379462,2.189437,-9.379462,2.189437,67.761945,66.870726,14.748708,0.186555,2.32257,269,26.98771,0,365353,0,world_fixed_background_aspect_control
fixed_linear_structure_sar000332,fixed_linear_structure,WGV35A_PAIR_0023,332,calibration,E0_R1_REG_000332_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,52.667325,2.445902,OBSERVABLE_MEDIUM,39.113823,1461.700834,848.735721,379706,34.054348,1.007604,0.073274,0.073274,0,0.854323,4.379983,1.89694,4.326122,1.921475,0,0,5.797108,2.631035,-6.892407,15.663972,-6.892407,15.663972,65.33551,64.444291,57.225297,0.130033,2.331035,241,24.015944,0,379706,0,world_fixed_background_aspect_control
fixed_known_non_vehicle_N005_sar000333,fixed_known_non_vehicle_N005,WGV35A_PAIR_0025,333,calibration,E0_R1_REG_000333_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,54.125807,2.459624,OBSERVABLE_MEDIUM,39.108956,1196.566369,1166.397906,381916,34.283302,0.976532,0.034201,0.034201,0,0.87015,4.10525,1.873368,4.286033,1.883521,0,0,5.399602,2.47045,-10.430905,3.732626,-10.430905,3.732626,61.363946,60.74142,43.169023,0.176258,2.19413,275,27.428685,0,381916,0,world_fixed_background_aspect_control
fixed_strong_scatterer_sar000333,fixed_strong_scatterer,WGV35A_PAIR_0025,333,calibration,E0_R1_REG_000333_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,54.125807,2.459624,OBSERVABLE_MEDIUM,39.108956,1132.158395,1164.457828,387907,34.671703,0.987595,0.053003,0.053003,0,0.864946,4.015193,1.862054,4.308722,1.872699,0,0,5.441498,2.403837,-9.399222,2.136919,-9.399222,2.136919,66.262004,65.639478,16.248649,0.15292,2.31614,317,31.482144,0,387907,0,world_fixed_background_aspect_control
fixed_linear_structure_sar000333,fixed_linear_structure,WGV35A_PAIR_0025,333,calibration,E0_R1_REG_000333_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,54.125807,2.459624,OBSERVABLE_MEDIUM,39.108956,1461.700834,848.735721,395946,35.542728,1.012405,0.083303,0.083303,0,0.860404,4.426995,1.857458,4.428886,1.881776,0,0,6.092753,2.463447,-6.719654,15.565017,-6.719654,15.565017,60.393596,59.77107,62.167211,0.143626,2.496621,266,26.531019,0,395946,0,world_fixed_background_aspect_control
fixed_known_non_vehicle_N005_sar000334,fixed_known_non_vehicle_N005,WGV35A_PAIR_0027,334,calibration,E0_R1_REG_000334_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,56.512014,1.97731,OBSERVABLE_HIGH,39.260261,1196.566369,1166.397906,417148,36.932095,0.956393,0.035414,0.035414,0,0.861736,4.116112,1.956248,4.285625,1.951858,0,0,5.380636,2.490947,-10.274163,3.713555,-10.274163,3.713555,66.251443,66.584991,38.281526,0.164401,2.197343,290,28.527864,0,417148,0,world_fixed_background_aspect_control
fixed_strong_scatterer_sar000334,fixed_strong_scatterer,WGV35A_PAIR_0027,334,calibration,E0_R1_REG_000334_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,56.512014,1.97731,OBSERVABLE_HIGH,39.260261,1132.158395,1164.457828,416691,37.334557,0.966815,0.056715,0.056715,0,0.853575,4.442959,1.87491,4.39181,1.90803,0,0,5.573173,2.437835,-9.239229,2.101474,-9.239229,2.101474,63.032103,63.365651,19.47855,0.139301,2.332061,311,30.960985,0,416691,0,world_fixed_background_aspect_control
fixed_linear_structure_sar000334,fixed_linear_structure,WGV35A_PAIR_0027,334,calibration,E0_R1_REG_000334_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,56.512014,1.97731,OBSERVABLE_HIGH,39.260261,1461.700834,848.735721,423554,37.905315,0.981595,0.079023,0.079023,0,0.852721,4.407885,1.855905,4.399118,1.863695,0,0,6.036459,2.441135,-6.50623,15.532916,-6.50623,15.532916,57.932744,58.266292,64.628063,0.133047,2.465408,257,25.555357,0,423554,0,world_fixed_background_aspect_control
fixed_known_non_vehicle_N005_sar000335,fixed_known_non_vehicle_N005,WGV35A_PAIR_0030,335,calibration,E0_R1_REG_000335_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,59.230715,1.0447,OBSERVABLE_HIGH,39.484789,1196.566369,1166.397906,435990,39.310253,0.979668,0.035344,0.035344,0,0.880016,4.268124,1.868116,4.274563,1.890133,0,0,5.290316,2.409777,-10.036793,3.59816,-10.036793,3.59816,65.619261,66.148301,38.913708,0.140801,2.220303,256,25.64642,0,435990,0,world_fixed_background_aspect_control
fixed_strong_scatterer_sar000335,fixed_strong_scatterer,WGV35A_PAIR_0030,335,calibration,E0_R1_REG_000335_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,59.230715,1.0447,OBSERVABLE_HIGH,39.484789,1132.158395,1164.457828,449207,40.007748,0.997051,0.0684,0.0684,0,0.868312,4.301794,1.792553,4.285604,1.867623,0,0,5.445656,2.345788,-9.045977,1.952131,-9.045977,1.952131,63.481064,64.010104,19.029589,0.153038,2.339066,315,31.17207,0,449207,0,world_fixed_background_aspect_control
fixed_linear_structure_sar000335,fixed_linear_structure,WGV35A_PAIR_0030,335,calibration,E0_R1_REG_000335_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,59.230715,1.0447,OBSERVABLE_HIGH,39.484789,1461.700834,848.735721,448806,40.244442,1.002949,0.071288,0.071288,0,0.870736,4.322588,1.850329,4.289529,1.861983,0,0,5.920767,2.353419,-5.879804,15.306692,-5.879804,15.306692,57.813649,58.342689,64.747158,0.162601,2.510772,245,24.410171,0,448806,0,world_fixed_background_aspect_control
fixed_known_non_vehicle_N005_sar000336,fixed_known_non_vehicle_N005,WGV35A_PAIR_0033,336,calibration,E0_R1_REG_000336_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,59.440007,1.169179,OBSERVABLE_HIGH,39.508037,1196.566369,1166.397906,432787,38.590012,0.977146,0.036737,0.036737,0,0.860958,3.995682,1.953727,4.088774,1.948414,0,0,5.032225,2.512887,-15.0005,4.150445,-15.0005,4.150445,-136.468426,67.581349,36.815875,0.152059,2.024113,268,26.551741,0,432787,0,world_fixed_background_aspect_control
fixed_strong_scatterer_sar000336,fixed_strong_scatterer,WGV35A_PAIR_0033,336,calibration,E0_R1_REG_000336_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,59.440007,1.169179,OBSERVABLE_HIGH,39.508037,1132.158395,1164.457828,437966,39.342976,0.996212,0.063511,0.063511,0,0.849531,4.185607,1.830478,4.198179,1.869317,0,0,5.176857,2.468103,-13.744458,2.706828,-13.744458,2.706828,58.471259,65.074639,17.300269,0.150808,2.177936,307,30.642392,0,437966,0,world_fixed_background_aspect_control
fixed_linear_structure_sar000336,fixed_linear_structure,WGV35A_PAIR_0033,336,calibration,E0_R1_REG_000336_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,59.440007,1.169179,OBSERVABLE_HIGH,39.508037,1461.700834,848.735721,443161,39.515026,1.000569,0.060722,0.060722,0,0.860693,4.322999,1.747189,4.319482,1.844622,0,0,5.991191,2.222131,-12.864366,16.38638,-12.864366,16.38638,51.709876,56.367099,66.057963,0.149552,2.676076,251,24.867489,0,443161,0,world_fixed_background_aspect_control
fixed_known_non_vehicle_N005_sar000337,fixed_known_non_vehicle_N005,WGV35A_PAIR_0035,337,calibration,E0_R1_REG_000337_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,60.706442,1.021267,OBSERVABLE_HIGH,39.724662,1196.566369,1166.397906,462463,42.091835,0.997764,0.047602,0.047602,0,0.861551,2.384334,3.910219,4.278123,1.80152,0,0,5.342042,2.222574,-9.779364,3.531551,8.122832,6.490564,178.295425,1.459031,73.762456,0.16115,2.391081,262,26.49596,0,462463,0,world_fixed_background_aspect_control
fixed_strong_scatterer_sar000337,fixed_strong_scatterer,WGV35A_PAIR_0035,337,calibration,E0_R1_REG_000337_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,60.706442,1.021267,OBSERVABLE_HIGH,39.724662,1132.158395,1164.457828,466436,42.188496,1.000056,0.055897,0.055897,0,0.853302,1.874765,3.564614,4.040754,1.697859,0,0,4.664803,2.192298,-8.791026,1.91085,6.224553,6.495261,170.056478,9.697978,87.545825,0.146532,2.242102,238,23.918636,0,466436,0,world_fixed_background_aspect_control
fixed_linear_structure_sar000337,fixed_linear_structure,WGV35A_PAIR_0035,337,calibration,E0_R1_REG_000337_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,60.706442,1.021267,OBSERVABLE_HIGH,39.724662,1461.700834,848.735721,466384,42.183792,0.999944,0.052551,0.052551,0,0.867059,2.513098,4.363941,4.359052,1.956154,0,0,5.964578,2.522109,-5.479305,15.216717,15.836309,-3.283683,172.850992,6.903464,50.290185,0.117263,2.450316,225,22.612156,0,466384,0,world_fixed_background_aspect_control
fixed_known_non_vehicle_N005_sar000338,fixed_known_non_vehicle_N005,WGV35A_PAIR_0038,338,calibration,E0_R1_REG_000338_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,61.734089,0.752018,OBSERVABLE_HIGH,39.902256,1196.566369,1166.397906,499254,44.994053,0.999895,0.085707,0.085707,0,0.835108,2.342993,3.515167,4.204094,1.732158,0,0,4.886902,2.025486,-9.590839,3.46753,7.838173,6.524647,-178.259312,2.227666,77.207719,0.150656,2.400491,357,35.748618,0,499254,0,world_fixed_background_aspect_control
fixed_strong_scatterer_sar000338,fixed_strong_scatterer,WGV35A_PAIR_0038,338,calibration,E0_R1_REG_000338_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,61.734089,0.752018,OBSERVABLE_HIGH,39.902256,1132.158395,1164.457828,501069,45.003502,1.000105,0.091881,0.091881,0,0.830925,1.860872,3.464716,3.830475,1.572419,0,0,4.347799,1.888728,-8.64079,1.851078,5.963206,6.521497,173.617596,5.895426,88.893057,0.152861,2.446409,336,33.530926,0,501069,0,world_fixed_background_aspect_control
fixed_linear_structure_sar000338,fixed_linear_structure,WGV35A_PAIR_0038,338,calibration,E0_R1_REG_000338_0044,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,61.734089,0.752018,OBSERVABLE_HIGH,39.902256,1461.700834,848.735721,493155,44.292706,0.984309,0.066822,0.066822,0,0.858206,2.664762,4.2508,4.418888,1.896717,0,0,5.875508,2.461072,-5.099571,15.059006,15.572067,-3.207809,174.812374,4.700648,52.251567,0.143783,2.484151,274,27.343672,0,493155,0,world_fixed_background_aspect_control
fixed_known_non_vehicle_N005_sar000339,fixed_known_non_vehicle_N005,WGV35A_PAIR_0041,339,calibration,E0_R1_REG_000339_0043,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,61.450358,0.745194,OBSERVABLE_HIGH,40.036052,1196.566369,1166.397906,587353,52.564255,1.001958,0.080813,0.080813,0,0.827287,2.073376,3.519672,4.064659,1.668166,0,0,4.680933,2.017341,-9.452272,3.420655,7.681143,6.484317,176.24828,3.160532,71.715311,0.146537,2.355754,268,26.649166,0,587353,0,world_fixed_background_aspect_control
