region_id,pair_id,sar_frame,split,family,variant,comparison_group,geometry_basis,center_x,center_y,width_px,height_px,width_m_grid,height_m_grid,angle_deg,body_axis_source,heading_confidence,sar_motion_heading_deg,rotation_relative_to_body_deg,area_ratio_to_gt,offset_axis,offset_px_local_range,offset_px_local_azimuth,offset_px_body_long,offset_px_body_short,offset_m_local_range,offset_m_local_azimuth,offset_m_body_long,offset_m_body_short,offset_fraction_body_length,offset_fraction_body_width,scale_ratio,source_role,gt_overlap_allowed,background_source,outer_polygon,inner_polygon,metric_mapping_status,pixel_to_meter_status,sar_resolution_status
E0_R1_REG_000315_0012,WGV35A_PAIR_0003,315,calibration,METRIC_TRANSLATION,local_azimuth_+0.00m,metric_translation_surface,same_area_metric_grid_shift,790.875,940.529,158.83115,69.254939,4.764934,2.077648,4.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,0,1.088095,local_azimuth,-0,0,0,0,-0,0,0,0,0,0,1,vehicle_reference_or_perturbation,true,,714.361259:899.889825;872.720932:912.118814;867.388741:981.168175;709.029068:968.939186,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0013,WGV35A_PAIR_0003,315,calibration,METRIC_TRANSLATION,local_azimuth_+0.45m,metric_translation_surface,same_area_metric_grid_shift,801.854035,930.308394,158.83115,69.254939,4.764934,2.077648,4.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,0,1.088095,local_azimuth,-0,15,10.159523,-11.035583,-0,0.45,0.304786,-0.331067,0.063964,-0.159347,1,vehicle_reference_or_perturbation,true,,725.340294:889.669219;883.699967:901.898208;878.367776:970.947569;720.008103:958.71858,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0014,WGV35A_PAIR_0003,315,calibration,METRIC_TRANSLATION,local_azimuth_+0.90m,metric_translation_surface,same_area_metric_grid_shift,812.83307,920.087788,158.83115,69.254939,4.764934,2.077648,4.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,0,1.088095,local_azimuth,-0,30,20.319046,-22.071166,-0,0.9,0.609571,-0.662135,0.127929,-0.318694,1,vehicle_reference_or_perturbation,true,,736.319329:879.448612;894.679002:891.677601;889.346811:960.726963;730.987138:948.497974,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0015,WGV35A_PAIR_0003,315,calibration,METRIC_TRANSLATION,body_long_-0.90m,metric_translation_surface,same_area_metric_grid_shift,760.964052,938.219191,158.83115,69.254939,4.764934,2.077648,4.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,0,1.088095,body_long,22.071166,-20.319046,-30,0,0.662135,-0.609571,-0.9,0,-0.18888,0,1,vehicle_reference_or_perturbation,true,,684.450311:897.580015;842.809984:909.809004;837.477794:978.858366;679.118121:966.629377,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0016,WGV35A_PAIR_0003,315,calibration,METRIC_TRANSLATION,body_long_-0.45m,metric_translation_surface,same_area_metric_grid_shift,775.919526,939.374095,158.83115,69.254939,4.764934,2.077648,4.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,0,1.088095,body_long,11.035583,-10.159523,-15,-0,0.331067,-0.304786,-0.45,-0,-0.09444,-0,1,vehicle_reference_or_perturbation,true,,699.405785:898.73492;857.765458:910.963909;852.433268:980.013271;694.073595:967.784282,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0017,WGV35A_PAIR_0003,315,calibration,METRIC_TRANSLATION,body_long_+0.00m,metric_translation_surface,same_area_metric_grid_shift,790.875,940.529,158.83115,69.254939,4.764934,2.077648,4.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,0,1.088095,body_long,-0,0,0,0,-0,0,0,0,0,0,1,vehicle_reference_or_perturbation,true,,714.361259:899.889825;872.720932:912.118814;867.388741:981.168175;709.029068:968.939186,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0018,WGV35A_PAIR_0003,315,calibration,METRIC_TRANSLATION,body_long_+0.45m,metric_translation_surface,same_area_metric_grid_shift,805.830474,941.683905,158.83115,69.254939,4.764934,2.077648,4.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,0,1.088095,body_long,-11.035583,10.159523,15,0,-0.331067,0.304786,0.45,0,0.09444,0,1,vehicle_reference_or_perturbation,true,,729.316732:901.044729;887.676405:913.273718;882.344215:982.32308;723.984542:970.094091,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0019,WGV35A_PAIR_0003,315,calibration,METRIC_TRANSLATION,body_long_+0.90m,metric_translation_surface,same_area_metric_grid_shift,820.785948,942.838809,158.83115,69.254939,4.764934,2.077648,4.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,0,1.088095,body_long,-22.071166,20.319046,30,-0,-0.662135,0.609571,0.9,-0,0.18888,-0,1,vehicle_reference_or_perturbation,true,,744.272206:902.199634;902.631879:914.428623;897.299689:983.477985;738.940016:971.248996,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0020,WGV35A_PAIR_0003,315,calibration,METRIC_TRANSLATION,body_short_-0.90m,metric_translation_surface,same_area_metric_grid_shift,793.184809,910.618052,158.83115,69.254939,4.764934,2.077648,4.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,0,1.088095,body_short,20.319046,22.071166,-0,-30,0.609571,0.662135,-0,-0.9,-0,-0.433182,1,vehicle_reference_or_perturbation,true,,716.671068:869.978877;875.030741:882.207866;869.698551:951.257228;711.338878:939.028239,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0021,WGV35A_PAIR_0003,315,calibration,METRIC_TRANSLATION,body_short_-0.45m,metric_translation_surface,same_area_metric_grid_shift,792.029905,925.573526,158.83115,69.254939,4.764934,2.077648,4.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,0,1.088095,body_short,10.159523,11.035583,0,-15,0.304786,0.331067,0,-0.45,0,-0.216591,1,vehicle_reference_or_perturbation,true,,715.516163:884.934351;873.875836:897.16334;868.543646:966.212701;710.183973:953.983713,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0022,WGV35A_PAIR_0003,315,calibration,METRIC_TRANSLATION,body_short_+0.00m,metric_translation_surface,same_area_metric_grid_shift,790.875,940.529,158.83115,69.254939,4.764934,2.077648,4.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,0,1.088095,body_short,-0,0,0,0,-0,0,0,0,0,0,1,vehicle_reference_or_perturbation,true,,714.361259:899.889825;872.720932:912.118814;867.388741:981.168175;709.029068:968.939186,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0023,WGV35A_PAIR_0003,315,calibration,METRIC_TRANSLATION,body_short_+0.45m,metric_translation_surface,same_area_metric_grid_shift,789.720095,955.484474,158.83115,69.254939,4.764934,2.077648,4.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,0,1.088095,body_short,-10.159523,-11.035583,-0,15,-0.304786,-0.331067,-0,0.45,-0,0.216591,1,vehicle_reference_or_perturbation,true,,713.206354:914.845299;871.566027:927.074287;866.233837:996.123649;707.874164:983.89466,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0024,WGV35A_PAIR_0003,315,calibration,METRIC_TRANSLATION,body_short_+0.90m,metric_translation_surface,same_area_metric_grid_shift,788.565191,970.439948,158.83115,69.254939,4.764934,2.077648,4.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,0,1.088095,body_short,-20.319046,-22.071166,0,30,-0.609571,-0.662135,0,0.9,0,0.433182,1,vehicle_reference_or_perturbation,true,,712.051449:929.800772;870.411122:942.029761;865.078932:1011.079123;706.719259:998.850134,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0025,WGV35A_PAIR_0003,315,calibration,BODY_ROTATION,body_relative_rotation_-45,body_axis_rotation_response,same_center_body_relative_rotation,790.875,940.529,158.83115,69.254939,4.764934,2.077648,-40.584219,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,-45,1.088095,,-0,0,0,0,-0,0,0,0,0,0,1,vehicle_reference_or_perturbation,true,,708.035378:965.896149;828.659778:862.566151;873.714622:915.161851;753.090222:1018.491849,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0026,WGV35A_PAIR_0003,315,calibration,BODY_ROTATION,body_relative_rotation_-30,body_axis_rotation_response,same_center_body_relative_rotation,790.875,940.529,158.83115,69.254939,4.764934,2.077648,-25.584219,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,-30,1.088095,,-0,0,0,0,-0,0,0,0,0,0,1,vehicle_reference_or_perturbation,true,,704.292569:943.591313;847.550563:875.002091;877.457431:937.466687;734.199437:1006.055909,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0027,WGV35A_PAIR_0003,315,calibration,BODY_ROTATION,body_relative_rotation_-15,body_axis_rotation_response,same_center_body_relative_rotation,790.875,940.529,158.83115,69.254939,4.764934,2.077648,-10.584219,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,-15,1.088095,,-0,0,0,0,-0,0,0,0,0,0,1,vehicle_reference_or_perturbation,true,,706.450209:921.077785;862.579002:891.903582;875.299791:959.980215;719.170998:989.154418,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0028,WGV35A_PAIR_0003,315,calibration,BODY_ROTATION,body_relative_rotation_+0,body_axis_rotation_response,same_center_body_relative_rotation,790.875,940.529,158.83115,69.254939,4.764934,2.077648,4.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,0,1.088095,,-0,0,0,0,-0,0,0,0,0,0,1,vehicle_reference_or_perturbation,true,,714.361259:899.889825;872.720932:912.118814;867.388741:981.168175;709.029068:968.939186,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0029,WGV35A_PAIR_0003,315,calibration,BODY_ROTATION,body_relative_rotation_+15,body_axis_rotation_response,same_center_body_relative_rotation,790.875,940.529,158.83115,69.254939,4.764934,2.077648,19.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,15,1.088095,,-0,0,0,0,-0,0,0,0,0,0,1,vehicle_reference_or_perturbation,true,,727.486594:881.471358;877.285196:934.270153;854.263406:999.586642;704.464804:946.787847,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0030,WGV35A_PAIR_0003,315,calibration,BODY_ROTATION,body_relative_rotation_+30,body_axis_rotation_response,same_center_body_relative_rotation,790.875,940.529,158.83115,69.254939,4.764934,2.077648,34.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,30,1.088095,,-0,0,0,0,-0,0,0,0,0,0,1,vehicle_reference_or_perturbation,true,,744.931744:867.077571;875.960749:956.848023;836.818256:1013.980429;705.789251:924.209977,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0031,WGV35A_PAIR_0003,315,calibration,BODY_ROTATION,body_relative_rotation_+45,body_axis_rotation_response,same_center_body_relative_rotation,790.875,940.529,158.83115,69.254939,4.764934,2.077648,49.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,45,1.088095,,-0,0,0,0,-0,0,0,0,0,0,1,vehicle_reference_or_perturbation,true,,765.507851:857.689378;868.837849:978.313778;816.242149:1023.368622;712.912151:902.744222,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0032,WGV35A_PAIR_0003,315,calibration,DIRECTIONAL_EXPANSION,radar_near_expand_0.25,directional_expansion,body_or_range_side_expansion,807.784902,958.693716,198.538938,69.254939,5.956168,2.077648,4.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,0,1.360119,,-24.817367,-0,18.258275,16.808841,-0.744521,-0,0.547748,0.504265,0.114954,0.24271,1.25,vehicle_reference_or_perturbation,true,,711.476202:916.525917;909.425793:931.812154;904.093603:1000.861515;706.144012:985.575279,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0033,WGV35A_PAIR_0003,315,calibration,DIRECTIONAL_EXPANSION,radar_far_expand_0.25,directional_expansion,body_or_range_side_expansion,773.965098,922.364284,198.538938,69.254939,5.956168,2.077648,4.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,0,1.360119,,24.817367,0,-18.258275,-16.808841,0.744521,0,-0.547748,-0.504265,-0.114954,-0.24271,1.25,vehicle_reference_or_perturbation,true,,677.656397:880.196485;875.605988:895.482721;870.273798:964.532083;672.324207:949.245846,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0034,WGV35A_PAIR_0003,315,calibration,DIRECTIONAL_EXPANSION,body_positive_side_expand_0.25,directional_expansion,body_or_range_side_expansion,815.618699,942.43978,198.538938,69.254939,5.956168,2.077648,4.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,0,1.360119,,-18.258275,16.808841,24.817367,0,-0.547748,0.504265,0.744521,0,0.15625,0,1.25,vehicle_reference_or_perturbation,true,,719.309998:900.271981;917.25959:915.558217;911.927399:984.607578;713.977808:969.321342,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0035,WGV35A_PAIR_0003,315,calibration,DIRECTIONAL_EXPANSION,body_negative_side_expand_0.25,directional_expansion,body_or_range_side_expansion,766.131301,938.61822,198.538938,69.254939,5.956168,2.077648,4.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,0,1.360119,,18.258275,-16.808841,-24.817367,-0,0.547748,-0.504265,-0.744521,-0,-0.15625,-0,1.25,vehicle_reference_or_perturbation,true,,669.822601:896.450422;867.772192:911.736658;862.440002:980.786019;664.49041:965.499783,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0036,WGV35A_PAIR_0003,315,calibration,DIRECTIONAL_EXPANSION,body_short_positive_side_expand_0.25,directional_expansion,body_or_range_side_expansion,789.346376,960.323959,158.83115,86.568674,4.764934,2.59706,4.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,0,1.360119,,-13.447073,-14.60662,0,19.853894,-0.403412,-0.438199,0,0.595617,0,0.286678,1.25,vehicle_reference_or_perturbation,true,,713.499159:911.053614;871.858832:923.282603;865.193594:1009.594305;706.833921:997.365316,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0037,WGV35A_PAIR_0003,315,calibration,DIRECTIONAL_EXPANSION,body_short_negative_side_expand_0.25,directional_expansion,body_or_range_side_expansion,792.403624,920.734041,158.83115,86.568674,4.764934,2.59706,4.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,0,1.360119,,13.447073,14.60662,-0,-19.853894,0.403412,0.438199,-0,-0.595617,-0,-0.286678,1.25,vehicle_reference_or_perturbation,true,,716.556406:871.463695;874.916079:883.692684;868.250841:970.004386;709.891168:957.775397,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0038,WGV35A_PAIR_0003,315,calibration,RING,body_25pct_expansion_ring,ring_contrast,expanded_body_region_minus_reference,790.875,940.529,198.538938,86.568674,5.956168,2.59706,4.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,0,1.700149,,-0,0,0,0,-0,0,0,0,0,0,1.25,vehicle_reference_or_perturbation,true,,695.232823:889.730031;893.182414:905.016267;886.517177:991.327969;688.567586:976.041733,714.361259:899.889825;872.720932:912.118814;867.388741:981.168175;709.029068:968.939186,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0039,WGV35A_PAIR_0003,315,calibration,RING,body_50pct_expansion_ring,ring_contrast,expanded_body_region_minus_reference,790.875,940.529,238.246725,103.882408,7.147402,3.116472,4.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,0,2.448214,,-0,0,0,0,-0,0,0,0,0,0,1.5,vehicle_reference_or_perturbation,true,,676.104388:879.570237;913.643897:897.913721;905.645612:1001.487763;668.106103:983.144279,714.361259:899.889825;872.720932:912.118814;867.388741:981.168175;709.029068:968.939186,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0040,WGV35A_PAIR_0003,315,calibration,MATCHED_BACKGROUND_CONTROL,matched_ordinary_background_same_area,matched_same_frame_control,same_area_same_orientation_similar_range,1541,986,158.83115,69.254939,4.764934,2.077648,4.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,0,1.088095,,-544.397328,518.060495,751.399295,-12.418834,-16.33192,15.541815,22.541979,-0.372565,4.730806,-0.179321,1,background_control,false,matched_ordinary;range_delta_px=-14.743339;valid_fraction=1,1464.486259:945.360825;1622.845932:957.589814;1617.513741:1026.639175;1459.154068:1014.410186,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0041,WGV35A_PAIR_0003,315,calibration,MATCHED_BACKGROUND_CONTROL,matched_strong_scatterer_background_same_area,matched_same_frame_control,same_area_same_orientation_similar_range,963,816,158.83115,69.254939,4.764934,2.077648,4.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,0,1.088095,,-26.13424,210.835218,162.02612,-137.411877,-0.784027,6.325057,4.860784,-4.122356,1.020116,-1.984146,1,background_control,false,matched_strong;range_delta_px=15.971969;valid_fraction=1,886.486259:775.360825;1044.845932:787.589814;1039.513741:856.639175;881.154068:844.410186,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
E0_R1_REG_000315_0042,WGV35A_PAIR_0003,315,calibration,MATCHED_BACKGROUND_CONTROL,matched_linear_structure_background_same_area,matched_same_frame_control,same_area_same_orientation_similar_range,1473,816,158.83115,69.254939,4.764934,2.077648,4.415781,SAR_MOTION_HEADING_PROXY,HIGH,4.415781,0,1.088095,,-373.63485,584.122407,670.512228,-176.678635,-11.209046,17.523672,20.115367,-5.300359,4.221542,-2.551134,1,background_control,false,matched_linear;range_delta_px=72.522963;valid_fraction=1,1396.486259:775.360825;1554.845932:787.589814;1549.513741:856.639175;1391.154068:844.410186,,PASS_CURRENT_IMAGING_CONFIG,PASS_CURRENT_IMAGE_GRID_0_03_M_PER_PX,NOT_READY
