region_id,pair_id,sar_frame,control_type,family,center_x,center_y,same_area_as_body_reference,same_aspect_as_body_reference,same_orientation_as_body_reference,similar_radar_range,valid_pixel_fraction_matched,overlaps_any_gm017_gt_aabb,source
E0_R1_REG_000317_0044,WGV35A_PAIR_0006,317,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000317_0045,WGV35A_PAIR_0006,317,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000319_0040,WGV35A_PAIR_0007,319,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1541,986,true,true,true,true,screened,false,matched_ordinary;range_delta_px=-0.247809;valid_fraction=1
E0_R1_REG_000319_0041,WGV35A_PAIR_0007,319,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,963,850,true,true,true,true,screened,false,matched_strong;range_delta_px=-1.27239;valid_fraction=1
E0_R1_REG_000319_0042,WGV35A_PAIR_0007,319,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1133,782,true,true,true,true,screened,false,matched_linear;range_delta_px=30.566596;valid_fraction=1
E0_R1_REG_000319_0043,WGV35A_PAIR_0007,319,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000319_0044,WGV35A_PAIR_0007,319,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000319_0045,WGV35A_PAIR_0007,319,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000321_0040,WGV35A_PAIR_0010,321,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1541,986,true,true,true,true,screened,false,matched_ordinary;range_delta_px=11.881025;valid_fraction=1
E0_R1_REG_000321_0041,WGV35A_PAIR_0010,321,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,997,816,true,true,true,true,screened,false,matched_strong;range_delta_px=31.710523;valid_fraction=1
E0_R1_REG_000321_0042,WGV35A_PAIR_0010,321,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1473,952,true,true,true,true,screened,false,matched_linear;range_delta_px=-11.231653;valid_fraction=1
E0_R1_REG_000321_0043,WGV35A_PAIR_0010,321,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000321_0044,WGV35A_PAIR_0010,321,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000321_0045,WGV35A_PAIR_0010,321,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000323_0040,WGV35A_PAIR_0012,323,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1507,986,true,true,true,true,screened,false,matched_ordinary;range_delta_px=-7.594866;valid_fraction=1
E0_R1_REG_000323_0041,WGV35A_PAIR_0012,323,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,997,850,true,true,true,true,screened,false,matched_strong;range_delta_px=4.68575;valid_fraction=1
E0_R1_REG_000323_0042,WGV35A_PAIR_0012,323,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1167,816,true,true,true,true,screened,false,matched_linear;range_delta_px=13.855863;valid_fraction=1
E0_R1_REG_000323_0043,WGV35A_PAIR_0012,323,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000323_0044,WGV35A_PAIR_0012,323,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000323_0045,WGV35A_PAIR_0012,323,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000325_0040,WGV35A_PAIR_0014,325,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1507,986,true,true,true,true,screened,false,matched_ordinary;range_delta_px=-0.250948;valid_fraction=1
E0_R1_REG_000325_0041,WGV35A_PAIR_0014,325,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1303,952,true,true,true,true,screened,false,matched_strong;range_delta_px=-86.699605;valid_fraction=1
E0_R1_REG_000325_0042,WGV35A_PAIR_0014,325,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1167,816,true,true,true,true,screened,false,matched_linear;range_delta_px=21.199781;valid_fraction=1
E0_R1_REG_000325_0043,WGV35A_PAIR_0014,325,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000325_0044,WGV35A_PAIR_0014,325,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000325_0045,WGV35A_PAIR_0014,325,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000327_0040,WGV35A_PAIR_0016,327,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1507,986,true,true,true,true,screened,false,matched_ordinary;range_delta_px=8.189724;valid_fraction=1
E0_R1_REG_000327_0041,WGV35A_PAIR_0016,327,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1303,952,true,true,true,true,screened,false,matched_strong;range_delta_px=-78.258933;valid_fraction=1
E0_R1_REG_000327_0042,WGV35A_PAIR_0016,327,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,986,true,true,true,true,screened,false,matched_linear;range_delta_px=-77.891409;valid_fraction=1
E0_R1_REG_000327_0043,WGV35A_PAIR_0016,327,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000327_0044,WGV35A_PAIR_0016,327,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000327_0045,WGV35A_PAIR_0016,327,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000331_0040,WGV35A_PAIR_0021,331,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1507,1020,true,true,true,true,screened,false,matched_ordinary;range_delta_px=-0.264578;valid_fraction=1
E0_R1_REG_000331_0041,WGV35A_PAIR_0021,331,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1337,952,true,true,true,true,screened,false,matched_strong;range_delta_px=-49.949496;valid_fraction=1
E0_R1_REG_000331_0042,WGV35A_PAIR_0021,331,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,986,true,true,true,true,screened,false,matched_linear;range_delta_px=-63.225157;valid_fraction=1
E0_R1_REG_000331_0043,WGV35A_PAIR_0021,331,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000331_0044,WGV35A_PAIR_0021,331,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000331_0045,WGV35A_PAIR_0021,331,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000332_0040,WGV35A_PAIR_0023,332,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1201,884,true,true,true,true,screened,false,matched_ordinary;range_delta_px=-13.800847;valid_fraction=1
E0_R1_REG_000332_0041,WGV35A_PAIR_0023,332,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1337,952,true,true,true,true,screened,false,matched_strong;range_delta_px=-42.359188;valid_fraction=1
E0_R1_REG_000332_0042,WGV35A_PAIR_0023,332,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,986,true,true,true,true,screened,false,matched_linear;range_delta_px=-55.63485;valid_fraction=1
E0_R1_REG_000332_0043,WGV35A_PAIR_0023,332,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000332_0044,WGV35A_PAIR_0023,332,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000332_0045,WGV35A_PAIR_0023,332,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000333_0040,WGV35A_PAIR_0025,333,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1507,1020,true,true,true,true,screened,false,matched_ordinary;range_delta_px=6.015138;valid_fraction=1
E0_R1_REG_000333_0041,WGV35A_PAIR_0025,333,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,952,true,true,true,true,screened,false,matched_strong;range_delta_px=-27.798382;valid_fraction=1
E0_R1_REG_000333_0042,WGV35A_PAIR_0025,333,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,986,true,true,true,true,screened,false,matched_linear;range_delta_px=-56.945442;valid_fraction=1
E0_R1_REG_000333_0043,WGV35A_PAIR_0025,333,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000333_0044,WGV35A_PAIR_0025,333,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000333_0045,WGV35A_PAIR_0025,333,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000334_0040,WGV35A_PAIR_0027,334,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1133,884,true,true,true,true,screened,false,matched_ordinary;range_delta_px=-12.407475;valid_fraction=1
E0_R1_REG_000334_0041,WGV35A_PAIR_0027,334,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,952,true,true,true,true,screened,false,matched_strong;range_delta_px=-23.121556;valid_fraction=1
E0_R1_REG_000334_0042,WGV35A_PAIR_0027,334,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,986,true,true,true,true,screened,false,matched_linear;range_delta_px=-52.268616;valid_fraction=1
E0_R1_REG_000334_0043,WGV35A_PAIR_0027,334,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000334_0044,WGV35A_PAIR_0027,334,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000334_0045,WGV35A_PAIR_0027,334,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000335_0040,WGV35A_PAIR_0030,335,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1507,1054,true,true,true,true,screened,false,matched_ordinary;range_delta_px=-6.602344;valid_fraction=0.999277
E0_R1_REG_000335_0041,WGV35A_PAIR_0030,335,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,952,true,true,true,true,screened,false,matched_strong;range_delta_px=-18.683178;valid_fraction=1
E0_R1_REG_000335_0042,WGV35A_PAIR_0030,335,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1303,986,true,true,true,true,screened,false,matched_linear;range_delta_px=-79.629258;valid_fraction=1
E0_R1_REG_000335_0043,WGV35A_PAIR_0030,335,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000335_0044,WGV35A_PAIR_0030,335,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000335_0045,WGV35A_PAIR_0030,335,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000336_0040,WGV35A_PAIR_0033,336,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1235,884,true,true,true,true,screened,false,matched_ordinary;range_delta_px=-0.046191;valid_fraction=1
E0_R1_REG_000336_0041,WGV35A_PAIR_0033,336,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,952,true,true,true,true,screened,false,matched_strong;range_delta_px=-17.55288;valid_fraction=1
E0_R1_REG_000336_0042,WGV35A_PAIR_0033,336,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1303,986,true,true,true,true,screened,false,matched_linear;range_delta_px=-78.498959;valid_fraction=1
E0_R1_REG_000336_0043,WGV35A_PAIR_0033,336,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000336_0044,WGV35A_PAIR_0033,336,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000336_0045,WGV35A_PAIR_0033,336,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000336_0040,WGV35A_PAIR_0034,336,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1541,884,true,true,true,true,screened,false,matched_ordinary;range_delta_px=-7.798113;valid_fraction=1
E0_R1_REG_000336_0041,WGV35A_PAIR_0034,336,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1235,680,true,true,true,true,screened,false,matched_strong;range_delta_px=56.875902;valid_fraction=1
E0_R1_REG_000336_0042,WGV35A_PAIR_0034,336,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1235,680,true,true,true,true,screened,false,matched_linear;range_delta_px=56.875902;valid_fraction=1
E0_R1_REG_000336_0043,WGV35A_PAIR_0034,336,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000336_0044,WGV35A_PAIR_0034,336,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000336_0045,WGV35A_PAIR_0034,336,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000337_0040,WGV35A_PAIR_0035,337,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1507,1054,true,true,true,true,screened,false,matched_ordinary;range_delta_px=0.014952;valid_fraction=0.999186
E0_R1_REG_000337_0041,WGV35A_PAIR_0035,337,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,952,true,true,true,true,screened,false,matched_strong;range_delta_px=-12.065882;valid_fraction=1
E0_R1_REG_000337_0042,WGV35A_PAIR_0035,337,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1303,986,true,true,true,true,screened,false,matched_linear;range_delta_px=-73.011962;valid_fraction=1
E0_R1_REG_000337_0043,WGV35A_PAIR_0035,337,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000337_0044,WGV35A_PAIR_0035,337,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000337_0045,WGV35A_PAIR_0035,337,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000338_0040,WGV35A_PAIR_0038,338,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1201,884,true,true,true,true,screened,false,matched_ordinary;range_delta_px=4.610169;valid_fraction=1
E0_R1_REG_000338_0041,WGV35A_PAIR_0038,338,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,952,true,true,true,true,screened,false,matched_strong;range_delta_px=-8.076775;valid_fraction=1
E0_R1_REG_000338_0042,WGV35A_PAIR_0038,338,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1303,986,true,true,true,true,screened,false,matched_linear;range_delta_px=-69.022855;valid_fraction=1
E0_R1_REG_000338_0043,WGV35A_PAIR_0038,338,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000338_0044,WGV35A_PAIR_0038,338,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000338_0045,WGV35A_PAIR_0038,338,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000339_0040,WGV35A_PAIR_0041,339,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1201,884,true,true,true,true,screened,false,matched_ordinary;range_delta_px=8.546815;valid_fraction=1
E0_R1_REG_000339_0041,WGV35A_PAIR_0041,339,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,952,true,true,true,true,screened,false,matched_strong;range_delta_px=-4.140129;valid_fraction=1
E0_R1_REG_000339_0042,WGV35A_PAIR_0041,339,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1303,986,true,true,true,true,screened,false,matched_linear;range_delta_px=-65.086208;valid_fraction=1
E0_R1_REG_000339_0043,WGV35A_PAIR_0041,339,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000339_0044,WGV35A_PAIR_0041,339,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000339_0045,WGV35A_PAIR_0041,339,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000340_0040,WGV35A_PAIR_0044,340,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1439,1020,true,true,true,true,screened,false,matched_ordinary;range_delta_px=-13.448483;valid_fraction=1
E0_R1_REG_000340_0041,WGV35A_PAIR_0044,340,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,952,true,true,true,true,screened,false,matched_strong;range_delta_px=1.389247;valid_fraction=1
E0_R1_REG_000340_0042,WGV35A_PAIR_0044,340,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1337,986,true,true,true,true,screened,false,matched_linear;range_delta_px=-44.813042;valid_fraction=1
E0_R1_REG_000340_0043,WGV35A_PAIR_0044,340,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000340_0044,WGV35A_PAIR_0044,340,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000340_0045,WGV35A_PAIR_0044,340,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000341_0040,WGV35A_PAIR_0048,341,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1473,1020,true,true,true,true,screened,false,matched_ordinary;range_delta_px=7.661204;valid_fraction=1
E0_R1_REG_000341_0041,WGV35A_PAIR_0048,341,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,952,true,true,true,true,screened,false,matched_strong;range_delta_px=-1.193471;valid_fraction=1
E0_R1_REG_000341_0042,WGV35A_PAIR_0048,341,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1337,986,true,true,true,true,screened,false,matched_linear;range_delta_px=-47.395759;valid_fraction=1
E0_R1_REG_000341_0043,WGV35A_PAIR_0048,341,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000341_0044,WGV35A_PAIR_0048,341,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000341_0045,WGV35A_PAIR_0048,341,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000342_0040,WGV35A_PAIR_0051,342,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1269,918,true,true,true,true,screened,false,matched_ordinary;range_delta_px=-6.031009;valid_fraction=1
E0_R1_REG_000342_0041,WGV35A_PAIR_0051,342,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,952,true,true,true,true,screened,false,matched_strong;range_delta_px=2.02167;valid_fraction=1
E0_R1_REG_000342_0042,WGV35A_PAIR_0051,342,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1337,986,true,true,true,true,screened,false,matched_linear;range_delta_px=-44.180619;valid_fraction=1
E0_R1_REG_000342_0043,WGV35A_PAIR_0051,342,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000342_0044,WGV35A_PAIR_0051,342,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
E0_R1_REG_000342_0045,WGV35A_PAIR_0051,342,fixed_strong_scatterer_background_same_area,FIXED_HARD_NEGATIVE,1132.158395,1164.457828,true,true,true,true,screened,false,N005_component:COMP_BG_000251_001
E0_R1_REG_000343_0040,WGV35A_PAIR_0053,343,matched_ordinary_background_same_area,MATCHED_BACKGROUND_CONTROL,1269,918,true,true,true,true,screened,false,matched_ordinary;range_delta_px=-2.592499;valid_fraction=1
E0_R1_REG_000343_0041,WGV35A_PAIR_0053,343,matched_strong_scatterer_background_same_area,MATCHED_BACKGROUND_CONTROL,1371,952,true,true,true,true,screened,false,matched_strong;range_delta_px=5.460179;valid_fraction=1
E0_R1_REG_000343_0042,WGV35A_PAIR_0053,343,matched_linear_structure_background_same_area,MATCHED_BACKGROUND_CONTROL,1337,986,true,true,true,true,screened,false,matched_linear;range_delta_px=-40.742109;valid_fraction=1
E0_R1_REG_000343_0043,WGV35A_PAIR_0053,343,fixed_known_non_vehicle_same_area,FIXED_HARD_NEGATIVE,1196.566369,1166.397906,true,true,true,true,screened,false,N005_component:COMP_BG_000261_001
E0_R1_REG_000343_0044,WGV35A_PAIR_0053,343,fixed_linear_structure_background_same_area,FIXED_HARD_NEGATIVE,1461.700834,848.735721,true,true,true,true,screened,false,N005_component:COMP_BG_000257_020
