part_node_id,atom_id,sar_frame,candidate_role,persistent_part_track_id,track_len,lineage_state
R21PN00145,R21A00145,273,body_core_candidate,R21PT0016,11,persistent_part_track
R21PN00146,R21A00146,273,endpoint_hotspot_candidate,R21PT0017,6,persistent_part_track
R21PN00147,R21A00147,273,isolated_small_atom,,0,single_frame_part
R21PN00148,R21A00148,273,isolated_small_atom,,0,single_frame_part
R21PN00149,R21A00149,276,unresolved_atom,R21PT0016,11,persistent_part_track
R21PN00150,R21A00150,276,body_core_candidate,R21PT0018,9,persistent_part_track
R21PN00151,R21A00151,276,endpoint_hotspot_candidate,R21PT0017,6,persistent_part_track
R21PN00152,R21A00152,276,isolated_small_atom,,0,single_frame_part
R21PN00153,R21A00153,276,isolated_small_atom,,0,single_frame_part
R21PN00154,R21A00154,278,unresolved_atom,R21PT0018,9,persistent_part_track
R21PN00155,R21A00155,278,body_core_candidate,R21PT0016,11,persistent_part_track
R21PN00156,R21A00156,278,isolated_small_atom,,0,single_frame_part
R21PN00157,R21A00157,279,unresolved_atom,R21PT0016,11,persistent_part_track
R21PN00158,R21A00158,279,body_core_candidate,R21PT0018,9,persistent_part_track
R21PN00159,R21A00159,279,isolated_small_atom,,0,single_frame_part
R21PN00160,R21A00160,279,isolated_small_atom,,0,single_frame_part
R21PN00161,R21A00161,280,unresolved_atom,R21PT0018,9,persistent_part_track
R21PN00162,R21A00162,280,body_core_candidate,R21PT0016,11,persistent_part_track
R21PN00163,R21A00163,280,isolated_small_atom,,0,single_frame_part
R21PN00164,R21A00164,281,unresolved_atom,R21PT0016,11,persistent_part_track
R21PN00165,R21A00165,281,body_core_candidate,R21PT0018,9,persistent_part_track
R21PN00166,R21A00166,281,endpoint_hotspot_candidate,,0,single_frame_part
R21PN00167,R21A00167,281,isolated_small_atom,,0,single_frame_part
R21PN00168,R21A00168,284,unresolved_atom,R21PT0018,9,persistent_part_track
R21PN00169,R21A00169,284,body_core_candidate,R21PT0016,11,persistent_part_track
R21PN00170,R21A00170,284,isolated_small_atom,,0,single_frame_part
R21PN00171,R21A00171,284,isolated_small_atom,,0,single_frame_part
R21PN00172,R21A00172,284,isolated_small_atom,,0,single_frame_part
R21PN00173,R21A00173,288,unresolved_atom,R21PT0019,3,persistent_part_track
R21PN00174,R21A00174,288,body_core_candidate,R21PT0018,9,persistent_part_track
R21PN00175,R21A00175,288,isolated_small_atom,,0,single_frame_part
R21PN00176,R21A00176,288,isolated_small_atom,,0,single_frame_part
R21PN00177,R21A00177,289,unresolved_atom,,0,single_frame_part
R21PN00178,R21A00178,289,body_core_candidate,R21PT0019,3,persistent_part_track
R21PN00179,R21A00179,289,side_ridge_candidate,R21PT0018,9,persistent_part_track
R21PN00180,R21A00180,289,isolated_small_atom,,0,single_frame_part
R21PN00181,R21A00181,289,isolated_small_atom,,0,single_frame_part
R21PN00182,R21A00182,290,unresolved_atom,,0,single_frame_part
R21PN00183,R21A00183,290,endpoint_hotspot_candidate,R21PT0019,3,persistent_part_track
R21PN00184,R21A00184,290,side_ridge_candidate,R21PT0018,9,persistent_part_track
