scene_id,optical_frame_num,candidate_node_id,detector_source,source_detection_id,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,display_label,display_status,risk_tags,bbox_semantics,reason
GM_RM011,21,GM_RM011_Y26N004,yolo26l,GM_RM011_000021_001,car,0.809557,287.488,162.340,797.633,593.908,GM_RM011_Y26N004,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"Short strong-edge target candidate; baseline already usable, YOLO26l is review support."
GM_RM011,22,GM_RM011_Y26N004,yolo26l,GM_RM011_000022_001,car,0.780176,323.488,167.704,798.236,593.804,GM_RM011_Y26N004,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"Short strong-edge target candidate; baseline already usable, YOLO26l is review support."
GM_RM011,23,GM_RM011_Y26N004,yolo26l,GM_RM011_000023_001,car,0.811390,372.806,257.189,798.463,597.132,GM_RM011_Y26N004,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"Short strong-edge target candidate; baseline already usable, YOLO26l is review support."
GM_RM011,24,GM_RM011_Y26N004,yolo26l,GM_RM011_000024_002,car,0.602284,410.574,367.859,798.564,595.974,GM_RM011_Y26N004,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"Short strong-edge target candidate; baseline already usable, YOLO26l is review support."
GM_RM011,25,GM_RM011_Y26N004,yolo26l,GM_RM011_000025_001,car,0.712036,442.495,399.534,798.376,595.818,GM_RM011_Y26N004,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"Short strong-edge target candidate; baseline already usable, YOLO26l is review support."
GM_RM011,26,GM_RM011_Y26N004,yolo26l,GM_RM011_000026_002,car,0.471626,470.967,396.329,798.680,595.476,GM_RM011_Y26N004,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"Short strong-edge target candidate; baseline already usable, YOLO26l is review support."
GM_RM011,27,GM_RM011_Y26N004,yolo26l,GM_RM011_000027_001,car,0.745684,1.717,278.305,265.053,595.741,GM_RM011_Y26N004,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"Short strong-edge target candidate; baseline already usable, YOLO26l is review support."
GM_RM011,28,GM_RM011_Y26N004,yolo26l,GM_RM011_000028_001,car,0.769980,520.478,353.742,799.070,595.992,GM_RM011_Y26N004,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"Short strong-edge target candidate; baseline already usable, YOLO26l is review support."
GM_RM011,29,GM_RM011_Y26N004,yolo26l,GM_RM011_000029_001,car,0.840069,548.813,349.253,799.005,595.054,GM_RM011_Y26N004,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"Short strong-edge target candidate; baseline already usable, YOLO26l is review support."
GM_RM011,30,GM_RM011_Y26N004,yolo26l,GM_RM011_000030_002,car,0.679612,1.755,224.942,358.209,595.312,GM_RM011_Y26N004,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"Short strong-edge target candidate; baseline already usable, YOLO26l is review support."
GM_RM011,31,GM_RM011_Y26N004,yolo26l,GM_RM011_000031_001,car,0.919793,1.183,250.032,390.245,595.594,GM_RM011_Y26N004,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"Short strong-edge target candidate; baseline already usable, YOLO26l is review support."
GM_RM011,32,GM_RM011_Y26N004,yolo26l,GM_RM011_000032_001,car,0.909017,1.404,269.806,424.963,596.184,GM_RM011_Y26N004,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"Short strong-edge target candidate; baseline already usable, YOLO26l is review support."
GM_RM011,33,GM_RM011_Y26N004,yolo26l,GM_RM011_000033_001,car,0.897842,1.050,276.612,449.849,596.286,GM_RM011_Y26N004,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"Short strong-edge target candidate; baseline already usable, YOLO26l is review support."
GM_RM011,34,GM_RM011_Y26N004,yolo26l,GM_RM011_000034_001,car,0.891246,0.830,282.141,458.530,596.965,GM_RM011_Y26N004,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"Short strong-edge target candidate; baseline already usable, YOLO26l is review support."
GM_RM011,35,GM_RM011_Y26N004,yolo26l,GM_RM011_000035_001,car,0.886172,4.153,280.124,463.804,597.008,GM_RM011_Y26N004,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"Short strong-edge target candidate; baseline already usable, YOLO26l is review support."
GM_RM011,135,GM_RM011_Y26N005,yolo26l,GM_RM011_000135_001,car,0.896260,0.834,270.974,306.768,590.360,GM_RM011_Y26N005,diagnostic_review_only_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,136,GM_RM011_Y26N005,yolo26l,GM_RM011_000136_001,car,0.915275,1.171,271.054,321.775,590.143,GM_RM011_Y26N005,diagnostic_review_only_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,137,GM_RM011_Y26N005,yolo26l,GM_RM011_000137_001,car,0.927718,1.123,265.717,341.149,589.468,GM_RM011_Y26N005,diagnostic_review_only_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,138,GM_RM011_Y26N005,yolo26l,GM_RM011_000138_001,car,0.923626,290.385,273.050,788.512,597.826,GM_RM011_Y26N005,diagnostic_review_only_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,139,GM_RM011_Y26N005,yolo26l,GM_RM011_000139_002,car,0.926194,344.641,281.359,794.200,597.436,GM_RM011_Y26N005,diagnostic_review_only_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,140,GM_RM011_Y26N005,yolo26l,GM_RM011_000140_002,car,0.930851,381.261,280.203,798.597,597.948,GM_RM011_Y26N005,diagnostic_review_only_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,141,GM_RM011_Y26N005,yolo26l,GM_RM011_000141_001,car,0.936261,421.645,278.152,799.352,597.157,GM_RM011_Y26N005,diagnostic_review_only_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,142,GM_RM011_Y26N005,yolo26l,GM_RM011_000142_001,car,0.936452,456.287,269.987,798.648,596.264,GM_RM011_Y26N005,diagnostic_review_only_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,143,GM_RM011_Y26N005,yolo26l,GM_RM011_000143_001,car,0.948664,481.756,280.769,799.202,596.486,GM_RM011_Y26N005,diagnostic_review_only_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,144,GM_RM011_Y26N005,yolo26l,GM_RM011_000144_001,car,0.953351,506.445,293.031,798.917,596.534,GM_RM011_Y26N005,diagnostic_review_only_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,145,GM_RM011_Y26N005,yolo26l,GM_RM011_000145_001,car,0.953951,528.398,294.077,798.997,596.073,GM_RM011_Y26N005,diagnostic_review_only_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,146,GM_RM011_Y26N005,yolo26l,GM_RM011_000146_001,car,0.944806,550.988,284.680,799.115,595.653,GM_RM011_Y26N005,diagnostic_review_only_candidate,multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,147,GM_RM011_Y26N005,yolo26l,GM_RM011_000147_001,car,0.938268,574.341,271.272,799.197,594.540,GM_RM011_Y26N005,diagnostic_review_only_candidate,multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,148,GM_RM011_Y26N005,yolo26l,GM_RM011_000148_002,car,0.920479,602.547,269.670,799.540,592.246,GM_RM011_Y26N005,diagnostic_review_only_candidate,multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,149,GM_RM011_Y26N005,yolo26l,GM_RM011_000149_002,car,0.869363,631.087,268.807,799.458,543.785,GM_RM011_Y26N005,diagnostic_review_only_candidate,multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,150,GM_RM011_Y26N005,yolo26l,GM_RM011_000150_002,car,0.689026,662.538,268.716,799.512,519.111,GM_RM011_Y26N005,diagnostic_review_only_candidate,multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,151,GM_RM011_Y26N005,yolo26l,GM_RM011_000151_001,car,0.944064,407.896,261.616,798.185,597.293,GM_RM011_Y26N005,diagnostic_review_only_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,152,GM_RM011_Y26N005,yolo26l,GM_RM011_000152_001,car,0.952247,450.543,269.111,798.517,596.878,GM_RM011_Y26N005,diagnostic_review_only_candidate,large_lower_vehicle_body_proxy,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,153,GM_RM011_Y26N005,yolo26l,GM_RM011_000153_001,car,0.944685,485.397,273.241,799.023,597.259,GM_RM011_Y26N005,diagnostic_review_only_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,154,GM_RM011_Y26N005,yolo26l,GM_RM011_000154_001,car,0.931812,514.402,274.589,799.278,596.964,GM_RM011_Y26N005,diagnostic_review_only_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,155,GM_RM011_Y26N005,yolo26l,GM_RM011_000155_001,car,0.914793,536.940,272.884,799.100,596.643,GM_RM011_Y26N005,diagnostic_review_only_candidate,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,156,GM_RM011_Y26N005,yolo26l,GM_RM011_000156_001,car,0.921789,556.326,270.009,799.168,596.170,GM_RM011_Y26N005,diagnostic_review_only_candidate,diagnostic_candidate,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,157,GM_RM011_Y26N005,yolo26l,GM_RM011_000157_001,car,0.917106,575.808,270.502,799.382,596.582,GM_RM011_Y26N005,diagnostic_review_only_candidate,multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,158,GM_RM011_Y26N005,yolo26l,GM_RM011_000158_001,car,0.918695,597.998,266.481,799.291,596.842,GM_RM011_Y26N005,diagnostic_review_only_candidate,diagnostic_candidate,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,159,GM_RM011_Y26N005,yolo26l,GM_RM011_000159_001,car,0.930623,617.920,260.561,799.433,592.726,GM_RM011_Y26N005,diagnostic_review_only_candidate,diagnostic_candidate,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,160,GM_RM011_Y26N005,yolo26l,GM_RM011_000160_001,car,0.901019,634.768,253.282,799.517,561.453,GM_RM011_Y26N005,diagnostic_review_only_candidate,diagnostic_candidate,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,161,GM_RM011_Y26N005,yolo26l,GM_RM011_000161_001,car,0.821181,655.266,249.284,799.574,545.321,GM_RM011_Y26N005,diagnostic_review_only_candidate,multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Right-edge review candidate; detector-only cannot solve thin crop risk.
GM_RM011,164,GM_RM011_Y26N006,yolo26l,GM_RM011_000164_001,car,0.473814,727.768,278.541,799.702,411.806,GM_RM011_Y26N006,diagnostic_thin_crop_candidate,thin_crop_review,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Thin right-edge candidate; keep review_required.
GM_RM011,165,GM_RM011_Y26N006,yolo26l,GM_RM011_000165_001,car,0.599903,747.851,281.479,799.700,424.472,GM_RM011_Y26N006,diagnostic_thin_crop_candidate,thin_crop_review,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Thin right-edge candidate; keep review_required.
GM_RM011,166,GM_RM011_Y26N006,yolo26l,GM_RM011_000166_001,car,0.545536,770.269,311.284,799.779,453.447,GM_RM011_Y26N006,diagnostic_thin_crop_candidate,multi_box_competition;thin_crop_review,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Thin right-edge candidate; keep review_required.
GM_RM011,231,GM_RM011_Y26N007,yolo26l,GM_RM011_000231_001,car,0.494233,69.712,258.777,677.034,596.455,GM_RM011_Y26N007,diagnostic_body_candidate_review,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Part-transition source candidate; YOLO26l improves body visibility.
GM_RM011,232,GM_RM011_Y26N007,yolo26l,GM_RM011_000232_001,car,0.547691,21.067,274.112,624.457,598.646,GM_RM011_Y26N007,diagnostic_body_candidate_review,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Part-transition source candidate; YOLO26l improves body visibility.
GM_RM011,233,GM_RM011_Y26N007,yolo26l,GM_RM011_000233_001,car,0.703652,241.954,257.931,796.442,597.259,GM_RM011_Y26N007,diagnostic_body_candidate_review,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Part-transition source candidate; YOLO26l improves body visibility.
GM_RM011,236,GM_RM011_Y26N008,yolo26l,GM_RM011_000236_001,car,0.657994,253.986,266.450,797.734,596.785,GM_RM011_Y26N008,diagnostic_body_candidate_review,large_lower_vehicle_body_proxy,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Part-transition target candidate; needs same-vehicle human review.
GM_RM011,237,GM_RM011_Y26N008,yolo26l,GM_RM011_000237_001,car,0.656886,285.925,275.472,798.044,596.572,GM_RM011_Y26N008,diagnostic_body_candidate_review,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Part-transition target candidate; needs same-vehicle human review.
GM_RM011,237,GM_RM011_Y26N009,yolo26l,GM_RM011_000237_001,car,0.656886,285.925,275.472,798.044,596.572,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;multi_box_competition;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,238,GM_RM011_Y26N008,yolo26l,GM_RM011_000238_001,car,0.618775,354.799,279.434,798.318,596.512,GM_RM011_Y26N008,diagnostic_body_candidate_review,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Part-transition target candidate; needs same-vehicle human review.
GM_RM011,238,GM_RM011_Y26N009,yolo26l,GM_RM011_000238_001,car,0.618775,354.799,279.434,798.318,596.512,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;multi_box_competition;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,239,GM_RM011_Y26N008,yolo26l,GM_RM011_000239_001,car,0.820865,413.781,287.336,798.340,596.715,GM_RM011_Y26N008,diagnostic_body_candidate_review,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Part-transition target candidate; needs same-vehicle human review.
GM_RM011,239,GM_RM011_Y26N009,yolo26l,GM_RM011_000239_001,car,0.820865,413.781,287.336,798.340,596.715,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;multi_box_competition;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,242,GM_RM011_Y26N008,yolo26l,GM_RM011_000242_002,car,0.689791,1.121,353.418,325.666,596.453,GM_RM011_Y26N008,diagnostic_body_candidate_review,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Part-transition target candidate; needs same-vehicle human review.
GM_RM011,242,GM_RM011_Y26N009,yolo26l,GM_RM011_000242_002,car,0.689791,1.121,353.418,325.666,596.453,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;multi_box_competition;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,243,GM_RM011_Y26N008,yolo26l,GM_RM011_000243_001,car,0.568843,1.072,334.841,372.379,596.387,GM_RM011_Y26N008,diagnostic_body_candidate_review,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Part-transition target candidate; needs same-vehicle human review.
GM_RM011,243,GM_RM011_Y26N009,yolo26l,GM_RM011_000243_001,car,0.568843,1.072,334.841,372.379,596.387,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;multi_box_competition;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,244,GM_RM011_Y26N008,yolo26l,GM_RM011_000244_001,car,0.872125,1.139,321.397,418.752,597.557,GM_RM011_Y26N008,diagnostic_body_candidate_review,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Part-transition target candidate; needs same-vehicle human review.
GM_RM011,244,GM_RM011_Y26N009,yolo26l,GM_RM011_000244_001,car,0.872125,1.139,321.397,418.752,597.557,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;multi_box_competition;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,245,GM_RM011_Y26N008,yolo26l,GM_RM011_000245_001,car,0.840604,1.480,320.687,469.417,598.222,GM_RM011_Y26N008,diagnostic_body_candidate_review,large_lower_vehicle_body_proxy;multi_box_competition,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,Part-transition target candidate; needs same-vehicle human review.
GM_RM011,245,GM_RM011_Y26N009,yolo26l,GM_RM011_000245_001,car,0.840604,1.480,320.687,469.417,598.222,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;multi_box_competition;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
GM_RM011,246,GM_RM011_Y26N009,yolo26l,GM_RM011_000246_001,car,0.805690,2.048,333.807,512.465,597.828,GM_RM011_Y26N009,diagnostic_visible_body_node_candidate,large_lower_vehicle_body_proxy;visible_unboxed_vehicle_gap_reframed,existing_yolo26l_detection_for_diagnostic_render_only_not_final_box,"New YOLO26l visible white-body node candidate for previous visible_unboxed_vehicle_gap; not final box, not revised annotation, not SAR-ready, needs human review."
