inventory_id,root,path,extension,size_bytes,source_role,evidence_terms,provenance_status
WGV34A_SRC_00012,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/docs/OTY2_WGV3_INTERACTIVE_OPTICAL_SAR_MECHANISM_INFERENCE_DESIGN.md,.md,17028,other,range;azimuth;window;sar,candidate_needs_manual_trace
WGV34A_SRC_00013,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/docs/guidance/range_prior_rethink_notes.md,.md,1069,other,range,candidate_needs_manual_trace
WGV34A_SRC_00014,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty1_optical_tracklet_audit_20260701_175422/visualizations/oty1_tracklet_0039_0045_compare.png,.png,820516,other,,candidate_needs_manual_trace
WGV34A_SRC_00015,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/crop_reid_embedding_probe_20260705_170500/crop_reid_embeddings.npz,.npz,1786614,other,,candidate_needs_manual_trace
WGV34A_SRC_00016,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000000.png,.png,315857,other,,candidate_needs_manual_trace
WGV34A_SRC_00017,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000001.png,.png,325744,other,,candidate_needs_manual_trace
WGV34A_SRC_00018,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000002.png,.png,317961,other,,candidate_needs_manual_trace
WGV34A_SRC_00019,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000003.png,.png,299675,other,,candidate_needs_manual_trace
WGV34A_SRC_00020,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000004.png,.png,276201,other,,candidate_needs_manual_trace
WGV34A_SRC_00021,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000008.png,.png,342789,other,,candidate_needs_manual_trace
WGV34A_SRC_00022,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000009.png,.png,370006,other,,candidate_needs_manual_trace
WGV34A_SRC_00023,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000010.png,.png,349278,other,,candidate_needs_manual_trace
WGV34A_SRC_00024,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000013.png,.png,370268,other,,candidate_needs_manual_trace
WGV34A_SRC_00025,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000014.png,.png,359100,other,,candidate_needs_manual_trace
WGV34A_SRC_00026,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000015.png,.png,383334,other,,candidate_needs_manual_trace
WGV34A_SRC_00027,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000016.png,.png,384606,other,,candidate_needs_manual_trace
WGV34A_SRC_00028,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000018.png,.png,402597,other,,candidate_needs_manual_trace
WGV34A_SRC_00029,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000019.png,.png,412545,other,,candidate_needs_manual_trace
WGV34A_SRC_00030,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000020.png,.png,369054,other,,candidate_needs_manual_trace
WGV34A_SRC_00031,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000021.png,.png,396200,other,,candidate_needs_manual_trace
WGV34A_SRC_00032,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000022.png,.png,383111,other,,candidate_needs_manual_trace
WGV34A_SRC_00033,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000023.png,.png,368504,other,,candidate_needs_manual_trace
WGV34A_SRC_00034,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000024.png,.png,370028,other,,candidate_needs_manual_trace
WGV34A_SRC_00035,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000025.png,.png,415113,other,,candidate_needs_manual_trace
WGV34A_SRC_00036,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000026.png,.png,412904,other,,candidate_needs_manual_trace
WGV34A_SRC_00037,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000027.png,.png,422606,other,,candidate_needs_manual_trace
WGV34A_SRC_00038,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000028.png,.png,419519,other,,candidate_needs_manual_trace
WGV34A_SRC_00039,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000029.png,.png,440290,other,,candidate_needs_manual_trace
WGV34A_SRC_00040,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000030.png,.png,423615,other,,candidate_needs_manual_trace
WGV34A_SRC_00041,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000031.png,.png,418168,other,,candidate_needs_manual_trace
WGV34A_SRC_00042,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000032.png,.png,403775,other,,candidate_needs_manual_trace
WGV34A_SRC_00043,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000033.png,.png,413377,other,,candidate_needs_manual_trace
WGV34A_SRC_00044,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000034.png,.png,410718,other,,candidate_needs_manual_trace
WGV34A_SRC_00045,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000035.png,.png,433648,other,,candidate_needs_manual_trace
WGV34A_SRC_00046,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000135.png,.png,439736,other,,candidate_needs_manual_trace
WGV34A_SRC_00047,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000136.png,.png,429846,other,,candidate_needs_manual_trace
WGV34A_SRC_00048,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000137.png,.png,436229,other,,candidate_needs_manual_trace
WGV34A_SRC_00049,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000138.png,.png,422861,other,,candidate_needs_manual_trace
WGV34A_SRC_00050,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000139.png,.png,432296,other,,candidate_needs_manual_trace
WGV34A_SRC_00051,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000140.png,.png,436218,other,,candidate_needs_manual_trace
WGV34A_SRC_00052,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000141.png,.png,452426,other,,candidate_needs_manual_trace
WGV34A_SRC_00053,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000142.png,.png,450927,other,,candidate_needs_manual_trace
WGV34A_SRC_00054,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000143.png,.png,471896,other,,candidate_needs_manual_trace
WGV34A_SRC_00055,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000144.png,.png,430927,other,,candidate_needs_manual_trace
WGV34A_SRC_00056,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000145.png,.png,465795,other,,candidate_needs_manual_trace
WGV34A_SRC_00057,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000146.png,.png,456532,other,,candidate_needs_manual_trace
WGV34A_SRC_00058,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000147.png,.png,479000,other,,candidate_needs_manual_trace
WGV34A_SRC_00059,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000148.png,.png,465839,other,,candidate_needs_manual_trace
WGV34A_SRC_00060,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000149.png,.png,486689,other,,candidate_needs_manual_trace
WGV34A_SRC_00061,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000150.png,.png,478553,other,,candidate_needs_manual_trace
WGV34A_SRC_00062,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000151.png,.png,487658,other,,candidate_needs_manual_trace
WGV34A_SRC_00063,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000152.png,.png,474315,other,,candidate_needs_manual_trace
WGV34A_SRC_00064,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000153.png,.png,492081,other,,candidate_needs_manual_trace
WGV34A_SRC_00065,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000154.png,.png,489971,other,,candidate_needs_manual_trace
WGV34A_SRC_00066,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000155.png,.png,502967,other,,candidate_needs_manual_trace
WGV34A_SRC_00067,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000156.png,.png,503646,other,,candidate_needs_manual_trace
WGV34A_SRC_00068,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000157.png,.png,515420,other,,candidate_needs_manual_trace
WGV34A_SRC_00069,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000158.png,.png,515632,other,,candidate_needs_manual_trace
WGV34A_SRC_00070,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000159.png,.png,525232,other,,candidate_needs_manual_trace
WGV34A_SRC_00071,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000160.png,.png,523705,other,,candidate_needs_manual_trace
WGV34A_SRC_00072,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000161.png,.png,519494,other,,candidate_needs_manual_trace
WGV34A_SRC_00073,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000164.png,.png,476465,other,,candidate_needs_manual_trace
WGV34A_SRC_00074,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000165.png,.png,481066,other,,candidate_needs_manual_trace
WGV34A_SRC_00075,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000166.png,.png,456798,other,,candidate_needs_manual_trace
WGV34A_SRC_00076,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000231.png,.png,352389,other,,candidate_needs_manual_trace
WGV34A_SRC_00077,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000232.png,.png,358479,other,,candidate_needs_manual_trace
WGV34A_SRC_00078,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000233.png,.png,376235,other,,candidate_needs_manual_trace
WGV34A_SRC_00079,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000236.png,.png,387215,other,,candidate_needs_manual_trace
WGV34A_SRC_00080,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000237.png,.png,393911,other,,candidate_needs_manual_trace
WGV34A_SRC_00081,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000238.png,.png,380752,other,,candidate_needs_manual_trace
WGV34A_SRC_00082,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000239.png,.png,405586,other,,candidate_needs_manual_trace
WGV34A_SRC_00083,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000240.png,.png,376228,other,,candidate_needs_manual_trace
WGV34A_SRC_00084,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000241.png,.png,408448,other,,candidate_needs_manual_trace
WGV34A_SRC_00085,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000242.png,.png,393743,other,,candidate_needs_manual_trace
WGV34A_SRC_00086,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000243.png,.png,415420,other,,candidate_needs_manual_trace
WGV34A_SRC_00087,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000244.png,.png,396312,other,,candidate_needs_manual_trace
WGV34A_SRC_00088,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000245.png,.png,402535,other,,candidate_needs_manual_trace
WGV34A_SRC_00089,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000256.png,.png,289030,other,,candidate_needs_manual_trace
WGV34A_SRC_00090,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000257.png,.png,289361,other,,candidate_needs_manual_trace
WGV34A_SRC_00091,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000258.png,.png,296590,other,,candidate_needs_manual_trace
WGV34A_SRC_00092,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000259.png,.png,311536,other,,candidate_needs_manual_trace
WGV34A_SRC_00093,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000260.png,.png,316346,other,,candidate_needs_manual_trace
WGV34A_SRC_00094,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000261.png,.png,338070,other,,candidate_needs_manual_trace
WGV34A_SRC_00095,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000262.png,.png,341201,other,,candidate_needs_manual_trace
WGV34A_SRC_00096,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000263.png,.png,346214,other,,candidate_needs_manual_trace
WGV34A_SRC_00097,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000264.png,.png,353585,other,,candidate_needs_manual_trace
WGV34A_SRC_00098,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000265.png,.png,351624,other,,candidate_needs_manual_trace
WGV34A_SRC_00099,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000266.png,.png,352827,other,,candidate_needs_manual_trace
WGV34A_SRC_00100,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000267.png,.png,357045,other,,candidate_needs_manual_trace
WGV34A_SRC_00101,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000268.png,.png,358026,other,,candidate_needs_manual_trace
WGV34A_SRC_00102,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000269.png,.png,345868,other,,candidate_needs_manual_trace
WGV34A_SRC_00103,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000270.png,.png,332690,other,,candidate_needs_manual_trace
WGV34A_SRC_00104,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000279.png,.png,330749,other,,candidate_needs_manual_trace
WGV34A_SRC_00105,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000280.png,.png,331226,other,,candidate_needs_manual_trace
WGV34A_SRC_00106,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000281.png,.png,345255,other,,candidate_needs_manual_trace
WGV34A_SRC_00107,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000283.png,.png,361807,other,,candidate_needs_manual_trace
WGV34A_SRC_00108,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000284.png,.png,359728,other,,candidate_needs_manual_trace
WGV34A_SRC_00109,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000285.png,.png,370576,other,,candidate_needs_manual_trace
WGV34A_SRC_00110,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000286.png,.png,362232,other,,candidate_needs_manual_trace
WGV34A_SRC_00111,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000287.png,.png,385644,other,,candidate_needs_manual_trace
WGV34A_SRC_00112,D:/profile/research/optical-sar-visual-diagnosis,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/optical_timeline_render_smoke_20260705_175222/frames/GM_RM011_000288.png,.png,346685,other,,candidate_needs_manual_trace
