core_subgraph_id,sar_frame,atom_id,candidate_role,membership_decision,membership_evidence_type,best_relation_to_core,all_valid_relations_to_core,boundary_distance_to_core_px,centroid_distance_to_core_px,bbox_blank_ratio_if_included,decision_reason_cn
R21C00050,39,R21A00037,background_arc_candidate,exclude_from_bbox,exclude_background_conflict,R21A00039:background_conflict_relation:ambiguous_relation,R21A00039:background_conflict_relation:ambiguous_relation,72.498276,102.055143,0.978299,背景弧线必须排除。
R21C00050,39,R21A00038,side_ridge_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,80.721744,112.544327,0.988426,仅空间接近，不能自动纳入确定框。
R21C00050,39,R21A00040,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00039:endpoint_to_endpoint:accepted_local_relation,R21A00039:endpoint_to_endpoint:accepted_local_relation,6,27.620686,0.93287,仅空间接近，不能自动纳入确定框。
R21C00050,39,R21A00041,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,30,45.473825,0.954444,仅空间接近，不能自动纳入确定框。
R21C00051,39,R21A00035,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00040:body_to_endpoint:accepted_local_relation,R21A00040:body_to_endpoint:accepted_local_relation,30,88.949466,0.940566,仅空间接近，不能自动纳入确定框。
R21C00051,39,R21A00036,background_arc_candidate,exclude_from_bbox,exclude_background_conflict,R21A00040:background_conflict_relation:ambiguous_relation,R21A00040:background_conflict_relation:ambiguous_relation,48,76.176951,0.956878,背景弧线必须排除。
R21C00051,39,R21A00037,background_arc_candidate,exclude_from_bbox,exclude_background_conflict,R21A00040:background_conflict_relation:ambiguous_relation,R21A00040:background_conflict_relation:ambiguous_relation,80.721744,113.807739,0.985,背景弧线必须排除。
R21C00051,39,R21A00038,side_ridge_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00040:side_to_endpoint:ambiguous_relation,R21A00040:side_to_endpoint:ambiguous_relation,56.920998,90.054567,0.986111,仅空间接近，不能自动纳入确定框。
R21C00051,39,R21A00039,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00040:endpoint_to_endpoint:accepted_local_relation,R21A00040:endpoint_to_endpoint:accepted_local_relation,6,27.620686,0.93287,仅空间接近，不能自动纳入确定框。
R21C00051,39,R21A00041,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,24.738634,49.372785,0.98064,仅空间接近，不能自动纳入确定框。
R21C00052,39,R21A00035,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,0,69.229792,0.921171,仅空间接近，不能自动纳入确定框。
R21C00052,39,R21A00036,background_arc_candidate,exclude_from_bbox,exclude_background_conflict,none,,12,49.292872,0.954282,背景弧线必须排除。
R21C00052,39,R21A00037,background_arc_candidate,exclude_from_bbox,exclude_background_conflict,R21A00041:background_conflict_relation:ambiguous_relation,R21A00041:background_conflict_relation:ambiguous_relation,30,65.10424,0.961062,背景弧线必须排除。
R21C00052,39,R21A00038,side_ridge_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,56.920998,90.168997,0.9807,仅空间接近，不能自动纳入确定框。
R21C00052,39,R21A00039,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,30,45.473825,0.954444,仅空间接近，不能自动纳入确定框。
R21C00052,39,R21A00040,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,24.738634,49.372785,0.98064,仅空间接近，不能自动纳入确定框。
R21C00053,39,R21A00036,background_arc_candidate,exclude_from_bbox,exclude_background_conflict,R21A00039:background_conflict_relation:ambiguous_relation,R21A00039:background_conflict_relation:ambiguous_relation,6,87.445293,0.948511,背景弧线必须排除。
R21C00053,39,R21A00037,background_arc_candidate,exclude_from_bbox,exclude_background_conflict,R21A00039:background_conflict_relation:ambiguous_relation,R21A00039:background_conflict_relation:ambiguous_relation,18,78.804168,0.928553,背景弧线必须排除。
R21C00053,39,R21A00038,side_ridge_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,55.317267,112.544327,0.963386,仅空间接近，不能自动纳入确定框。
R21C00053,39,R21A00040,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00035:body_to_endpoint:accepted_local_relation,R21A00035:body_to_endpoint:accepted_local_relation;R21A00039:endpoint_to_endpoint:accepted_local_relation,6,27.620686,0.937437,仅空间接近，不能自动纳入确定框。
R21C00053,39,R21A00041,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,0,45.473825,0.917,仅空间接近，不能自动纳入确定框。
R21C00054,39,R21A00036,background_arc_candidate,exclude_from_bbox,exclude_background_conflict,R21A00040:background_conflict_relation:ambiguous_relation,R21A00040:background_conflict_relation:ambiguous_relation,6,76.176951,0.949125,背景弧线必须排除。
R21C00054,39,R21A00037,background_arc_candidate,exclude_from_bbox,exclude_background_conflict,R21A00040:background_conflict_relation:ambiguous_relation,R21A00040:background_conflict_relation:ambiguous_relation,18,78.804168,0.947055,背景弧线必须排除。
R21C00054,39,R21A00038,side_ridge_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00040:side_to_endpoint:ambiguous_relation,R21A00040:side_to_endpoint:ambiguous_relation,21.633308,90.054567,0.963845,仅空间接近，不能自动纳入确定框。
R21C00054,39,R21A00039,endpoint_hotspot_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00035:body_to_endpoint:accepted_local_relation,R21A00035:body_to_endpoint:accepted_local_relation;R21A00040:endpoint_to_endpoint:accepted_local_relation,0,27.620686,0.937437,仅空间接近，不能自动纳入确定框。
R21C00054,39,R21A00041,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,0,49.372785,0.938564,仅空间接近，不能自动纳入确定框。
R21C00055,39,R21A00035,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00039:body_to_endpoint:accepted_local_relation,R21A00039:body_to_endpoint:accepted_local_relation;R21A00040:body_to_endpoint:accepted_local_relation,6,62.627796,0.937437,仅空间接近，不能自动纳入确定框。
R21C00055,39,R21A00036,background_arc_candidate,exclude_from_bbox,exclude_background_conflict,R21A00039:background_conflict_relation:ambiguous_relation,R21A00039:background_conflict_relation:ambiguous_relation;R21A00040:background_conflict_relation:ambiguous_relation,48,76.176951,0.963021,背景弧线必须排除。
R21C00055,39,R21A00037,background_arc_candidate,exclude_from_bbox,exclude_background_conflict,R21A00039:background_conflict_relation:ambiguous_relation,R21A00039:background_conflict_relation:ambiguous_relation;R21A00040:background_conflict_relation:ambiguous_relation,67.082039,102.055143,0.981597,背景弧线必须排除。
R21C00055,39,R21A00038,side_ridge_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00040:side_to_endpoint:ambiguous_relation,R21A00040:side_to_endpoint:ambiguous_relation,56.920998,90.054567,0.985,仅空间接近，不能自动纳入确定框。
R21C00055,39,R21A00041,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,24,45.473825,0.969949,仅空间接近，不能自动纳入确定框。
R21C00056,40,R21A00043,side_ridge_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00042:body_to_side:ambiguous_relation,R21A00042:body_to_side:ambiguous_relation,26.832816,128.280543,0.956648,仅空间接近，不能自动纳入确定框。
R21C00056,40,R21A00044,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00042:unresolved_local_response:accepted_local_relation,R21A00042:unresolved_local_response:accepted_local_relation,18,76.006235,0.901246,仅空间接近，不能自动纳入确定框。
R21C00056,40,R21A00045,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,6,72.794629,0.923901,仅空间接近，不能自动纳入确定框。
R21C00056,40,R21A00046,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,0,63.906626,0.906041,仅空间接近，不能自动纳入确定框。
R21C00057,40,R21A00042,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00043:body_to_side:ambiguous_relation,R21A00043:body_to_side:ambiguous_relation,26.832816,128.280543,0.956648,仅空间接近，不能自动纳入确定框。
R21C00057,40,R21A00044,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00043:unresolved_local_response:ambiguous_relation,R21A00043:unresolved_local_response:ambiguous_relation,48,101.958869,0.906609,仅空间接近，不能自动纳入确定框。
R21C00057,40,R21A00045,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00043:body_to_side:ambiguous_relation,R21A00043:body_to_side:ambiguous_relation,48,85.350649,0.969126,仅空间接近，不能自动纳入确定框。
R21C00057,40,R21A00046,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,12,64.375732,0.951736,仅空间接近，不能自动纳入确定框。
R21C00058,40,R21A00042,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00044:unresolved_local_response:accepted_local_relation,R21A00044:unresolved_local_response:accepted_local_relation,18,76.006235,0.901246,仅空间接近，不能自动纳入确定框。
R21C00058,40,R21A00043,side_ridge_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00044:unresolved_local_response:ambiguous_relation,R21A00044:unresolved_local_response:ambiguous_relation,48,101.958869,0.906609,仅空间接近，不能自动纳入确定框。
R21C00058,40,R21A00045,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00044:unresolved_local_response:ambiguous_relation,R21A00044:unresolved_local_response:ambiguous_relation,61.773781,106.916179,0.97807,仅空间接近，不能自动纳入确定框。
R21C00058,40,R21A00046,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,30,63.28702,0.953526,仅空间接近，不能自动纳入确定框。
R21C00059,40,R21A00042,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,6,72.794629,0.923901,仅空间接近，不能自动纳入确定框。
R21C00059,40,R21A00043,side_ridge_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00045:body_to_side:ambiguous_relation,R21A00045:body_to_side:ambiguous_relation,48,85.350649,0.969126,仅空间接近，不能自动纳入确定框。
R21C00059,40,R21A00044,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00045:unresolved_local_response:ambiguous_relation,R21A00045:unresolved_local_response:ambiguous_relation,61.773781,106.916179,0.97807,仅空间接近，不能自动纳入确定框。
R21C00059,40,R21A00046,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,24,46.293173,0.963889,仅空间接近，不能自动纳入确定框。
R21C00060,40,R21A00042,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,0,63.906626,0.906041,仅空间接近，不能自动纳入确定框。
R21C00060,40,R21A00043,side_ridge_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,12,64.375732,0.951736,仅空间接近，不能自动纳入确定框。
R21C00060,40,R21A00044,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,30,63.28702,0.953526,仅空间接近，不能自动纳入确定框。
R21C00060,40,R21A00045,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,24,46.293173,0.963889,仅空间接近，不能自动纳入确定框。
R21C00061,40,R21A00043,side_ridge_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00042:body_to_side:ambiguous_relation,R21A00042:body_to_side:ambiguous_relation;R21A00044:unresolved_local_response:ambiguous_relation,24,101.958869,0.950945,仅空间接近，不能自动纳入确定框。
R21C00061,40,R21A00045,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00044:unresolved_local_response:ambiguous_relation,R21A00044:unresolved_local_response:ambiguous_relation,6,72.794629,0.937479,仅空间接近，不能自动纳入确定框。
R21C00061,40,R21A00046,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,0,63.28702,0.921868,仅空间接近，不能自动纳入确定框。
R21C00063,52,R21A00049,background_arc_candidate,exclude_from_bbox,exclude_background_conflict,none,,24,75.907517,0.925049,背景弧线必须排除。
R21C00063,52,R21A00050,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00048:unresolved_local_response:accepted_local_relation,R21A00048:unresolved_local_response:accepted_local_relation,0,69.458879,0.894149,仅空间接近，不能自动纳入确定框。
R21C00063,52,R21A00051,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,12,58.961859,0.922748,仅空间接近，不能自动纳入确定框。
R21C00064,52,R21A00048,side_ridge_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00050:unresolved_local_response:accepted_local_relation,R21A00050:unresolved_local_response:accepted_local_relation,0,69.458879,0.894149,仅空间接近，不能自动纳入确定框。
R21C00064,52,R21A00049,background_arc_candidate,exclude_from_bbox,exclude_background_conflict,R21A00050:background_conflict_relation:ambiguous_relation,R21A00050:background_conflict_relation:ambiguous_relation,66,96.234685,0.943272,背景弧线必须排除。
R21C00064,52,R21A00051,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,55.317267,72.355937,0.984127,仅空间接近，不能自动纳入确定框。
R21C00065,52,R21A00048,side_ridge_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,12,58.961859,0.922748,仅空间接近，不能自动纳入确定框。
R21C00065,52,R21A00049,background_arc_candidate,exclude_from_bbox,exclude_background_conflict,none,,6,24.135085,0.834776,背景弧线必须排除。
R21C00065,52,R21A00050,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,55.317267,72.355937,0.984127,仅空间接近，不能自动纳入确定框。
R21C00066,52,R21A00049,background_arc_candidate,exclude_from_bbox,exclude_background_conflict,R21A00050:background_conflict_relation:ambiguous_relation,R21A00050:background_conflict_relation:ambiguous_relation,24,75.907517,0.922803,背景弧线必须排除。
R21C00066,52,R21A00051,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,12,58.961859,0.919379,仅空间接近，不能自动纳入确定框。
R21C00067,60,R21A00052,background_arc_candidate,exclude_from_bbox,exclude_background_conflict,none,,12,76.275928,0.90685,背景弧线必须排除。
R21C00067,60,R21A00054,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,6,41.689432,0.889646,仅空间接近，不能自动纳入确定框。
R21C00068,60,R21A00052,background_arc_candidate,exclude_from_bbox,exclude_background_conflict,R21A00054:background_conflict_relation:ambiguous_relation,R21A00054:background_conflict_relation:ambiguous_relation,54,115.520276,0.947084,背景弧线必须排除。
R21C00068,60,R21A00053,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,6,41.689432,0.889646,仅空间接近，不能自动纳入确定框。
R21C00069,77,R21A00056,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00055:unresolved_local_response:accepted_local_relation,R21A00055:unresolved_local_response:accepted_local_relation,24,77.805142,0.920954,仅空间接近，不能自动纳入确定框。
R21C00069,77,R21A00057,side_ridge_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00055:unresolved_local_response:accepted_local_relation,R21A00055:unresolved_local_response:accepted_local_relation,6,55.565654,0.8625,仅空间接近，不能自动纳入确定框。
R21C00069,77,R21A00058,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,0,81.261368,0.881374,仅空间接近，不能自动纳入确定框。
R21C00069,77,R21A00059,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,18,100.544852,0.813889,仅空间接近，不能自动纳入确定框。
R21C00069,77,R21A00060,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,32.310989,127.966861,0.931085,仅空间接近，不能自动纳入确定框。
R21C00070,77,R21A00055,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00056:unresolved_local_response:accepted_local_relation,R21A00056:unresolved_local_response:accepted_local_relation,24,77.805142,0.920954,仅空间接近，不能自动纳入确定框。
R21C00070,77,R21A00057,side_ridge_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00056:body_to_side:accepted_local_relation,R21A00056:body_to_side:accepted_local_relation,0,54.197751,0.949891,仅空间接近，不能自动纳入确定框。
R21C00070,77,R21A00058,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00056:unresolved_local_response:accepted_local_relation,R21A00056:unresolved_local_response:accepted_local_relation,12,81.494582,0.967089,仅空间接近，不能自动纳入确定框。
R21C00070,77,R21A00059,unresolved_atom,exclude_from_bbox,exclude_excessive_bbox_expansion,R21A00056:unresolved_local_response:ambiguous_relation,R21A00056:unresolved_local_response:ambiguous_relation,55.317267,121.067278,0.975288,纳入后会造成大面积无响应空白。
R21C00070,77,R21A00060,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,48,114.489172,0.971606,仅空间接近，不能自动纳入确定框。
R21C00071,77,R21A00055,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00057:unresolved_local_response:accepted_local_relation,R21A00057:unresolved_local_response:accepted_local_relation,6,55.565654,0.8625,仅空间接近，不能自动纳入确定框。
R21C00071,77,R21A00056,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00057:body_to_side:accepted_local_relation,R21A00057:body_to_side:accepted_local_relation,0,54.197751,0.949891,仅空间接近，不能自动纳入确定框。
R21C00071,77,R21A00058,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00057:unresolved_local_response:accepted_local_relation,R21A00057:unresolved_local_response:accepted_local_relation,6,32.793329,0.941204,仅空间接近，不能自动纳入确定框。
R21C00071,77,R21A00059,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00057:unresolved_local_response:ambiguous_relation,R21A00057:unresolved_local_response:ambiguous_relation,38.418745,68.396929,0.972934,仅空间接近，不能自动纳入确定框。
R21C00071,77,R21A00060,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,42,77.026229,0.972531,仅空间接近，不能自动纳入确定框。
R21C00072,77,R21A00055,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,0,81.261368,0.881374,仅空间接近，不能自动纳入确定框。
R21C00072,77,R21A00056,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00058:unresolved_local_response:accepted_local_relation,R21A00058:unresolved_local_response:accepted_local_relation,12,81.494582,0.967089,仅空间接近，不能自动纳入确定框。
R21C00072,77,R21A00057,side_ridge_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00058:unresolved_local_response:accepted_local_relation,R21A00058:unresolved_local_response:accepted_local_relation,6,32.793329,0.941204,仅空间接近，不能自动纳入确定框。
R21C00072,77,R21A00059,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,6,40.719337,0.952822,仅空间接近，不能自动纳入确定框。
R21C00072,77,R21A00060,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,12,46.71382,0.976273,仅空间接近，不能自动纳入确定框。
R21C00073,77,R21A00055,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,18,100.544852,0.813889,仅空间接近，不能自动纳入确定框。
R21C00073,77,R21A00056,body_core_candidate,exclude_from_bbox,exclude_excessive_bbox_expansion,R21A00059:unresolved_local_response:ambiguous_relation,R21A00059:unresolved_local_response:ambiguous_relation,55.317267,121.067278,0.975288,纳入后会造成大面积无响应空白。
R21C00073,77,R21A00057,side_ridge_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00059:unresolved_local_response:ambiguous_relation,R21A00059:unresolved_local_response:ambiguous_relation,38.418745,68.396929,0.972934,仅空间接近，不能自动纳入确定框。
R21C00073,77,R21A00058,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,6,40.719337,0.952822,仅空间接近，不能自动纳入确定框。
R21C00073,77,R21A00060,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,30,51.882273,0.97822,仅空间接近，不能自动纳入确定框。
R21C00074,77,R21A00055,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,32.310989,127.966861,0.931085,仅空间接近，不能自动纳入确定框。
R21C00074,77,R21A00056,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,48,114.489172,0.971606,仅空间接近，不能自动纳入确定框。
R21C00074,77,R21A00057,side_ridge_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,42,77.026229,0.972531,仅空间接近，不能自动纳入确定框。
R21C00074,77,R21A00058,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,12,46.71382,0.976273,仅空间接近，不能自动纳入确定框。
R21C00074,77,R21A00059,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,30,51.882273,0.97822,仅空间接近，不能自动纳入确定框。
R21C00075,77,R21A00057,side_ridge_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00055:unresolved_local_response:accepted_local_relation,R21A00055:unresolved_local_response:accepted_local_relation;R21A00056:body_to_side:accepted_local_relation,0,54.197751,0.916908,仅空间接近，不能自动纳入确定框。
R21C00075,77,R21A00058,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00056:unresolved_local_response:accepted_local_relation,R21A00056:unresolved_local_response:accepted_local_relation,0,81.261368,0.928114,仅空间接近，不能自动纳入确定框。
R21C00075,77,R21A00059,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00056:unresolved_local_response:ambiguous_relation,R21A00056:unresolved_local_response:ambiguous_relation,18,100.544852,0.937012,仅空间接近，不能自动纳入确定框。
R21C00075,77,R21A00060,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,30,114.489172,0.948146,仅空间接近，不能自动纳入确定框。
R21C00076,77,R21A00056,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00055:unresolved_local_response:accepted_local_relation,R21A00055:unresolved_local_response:accepted_local_relation;R21A00057:body_to_side:accepted_local_relation,0,54.197751,0.916908,仅空间接近，不能自动纳入确定框。
R21C00076,77,R21A00058,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00057:unresolved_local_response:accepted_local_relation,R21A00057:unresolved_local_response:accepted_local_relation,0,32.793329,0.872383,仅空间接近，不能自动纳入确定框。
R21C00076,77,R21A00059,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00057:unresolved_local_response:ambiguous_relation,R21A00057:unresolved_local_response:ambiguous_relation,18,68.396929,0.888651,仅空间接近，不能自动纳入确定框。
R21C00076,77,R21A00060,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,30,77.026229,0.925627,仅空间接近，不能自动纳入确定框。
R21C00077,78,R21A00061,background_arc_candidate,exclude_from_bbox,exclude_background_conflict,none,,0,71.665262,0.924333,背景弧线必须排除。
R21C00077,78,R21A00063,side_ridge_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00062:body_to_side:accepted_local_relation,R21A00062:body_to_side:accepted_local_relation,0,50.346559,0.940741,仅空间接近，不能自动纳入确定框。
R21C00077,78,R21A00064,unresolved_atom,exclude_from_bbox,exclude_excessive_bbox_expansion,R21A00062:unresolved_local_response:ambiguous_relation,R21A00062:unresolved_local_response:ambiguous_relation,55.317267,118.506727,0.973535,纳入后会造成大面积无响应空白。
R21C00077,78,R21A00065,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,54,107.441188,0.968616,仅空间接近，不能自动纳入确定框。
R21C00077,78,R21A00066,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,6,70.904888,0.945261,仅空间接近，不能自动纳入确定框。
R21C00077,78,R21A00067,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,0,41.546418,0.933957,仅空间接近，不能自动纳入确定框。
R21C00078,78,R21A00061,background_arc_candidate,exclude_from_bbox,exclude_background_conflict,none,,0,46.977373,0.858964,背景弧线必须排除。
R21C00078,78,R21A00062,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00063:body_to_side:accepted_local_relation,R21A00063:body_to_side:accepted_local_relation,0,50.346559,0.940741,仅空间接近，不能自动纳入确定框。
R21C00078,78,R21A00064,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00063:unresolved_local_response:ambiguous_relation,R21A00063:unresolved_local_response:ambiguous_relation,38.418745,70.184594,0.974868,仅空间接近，不能自动纳入确定框。
R21C00078,78,R21A00065,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,42,74.924999,0.96732,仅空间接近，不能自动纳入确定框。
R21C00078,78,R21A00066,isolated_small_atom,exclude_from_bbox,exclude_excessive_bbox_expansion,none,,84.852814,119.090538,0.992781,纳入后会造成大面积无响应空白。
R21C00078,78,R21A00067,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,6,23.541503,0.92963,仅空间接近，不能自动纳入确定框。
R21C00079,78,R21A00061,background_arc_candidate,exclude_from_bbox,exclude_background_conflict,none,,6,94.924017,0.880773,背景弧线必须排除。
R21C00079,78,R21A00062,body_core_candidate,exclude_from_bbox,exclude_excessive_bbox_expansion,R21A00064:unresolved_local_response:ambiguous_relation,R21A00064:unresolved_local_response:ambiguous_relation,55.317267,118.506727,0.973535,纳入后会造成大面积无响应空白。
R21C00079,78,R21A00063,side_ridge_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,R21A00064:unresolved_local_response:ambiguous_relation,R21A00064:unresolved_local_response:ambiguous_relation,38.418745,70.184594,0.974868,仅空间接近，不能自动纳入确定框。
R21C00079,78,R21A00065,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,24,52.107668,0.969697,仅空间接近，不能自动纳入确定框。
R21C00079,78,R21A00066,isolated_small_atom,exclude_from_bbox,exclude_excessive_bbox_expansion,none,,158.404545,188.795711,0.996824,纳入后会造成大面积无响应空白。
R21C00079,78,R21A00067,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,55.317267,79.16181,0.98569,仅空间接近，不能自动纳入确定框。
R21C00080,78,R21A00061,background_arc_candidate,exclude_from_bbox,exclude_background_conflict,none,,18,117.563633,0.915067,背景弧线必须排除。
R21C00080,78,R21A00062,body_core_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,54,107.441188,0.968616,仅空间接近，不能自动纳入确定框。
R21C00080,78,R21A00063,side_ridge_candidate,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,42,74.924999,0.96732,仅空间接近，不能自动纳入确定框。
R21C00080,78,R21A00064,unresolved_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,24,52.107668,0.969697,仅空间接近，不能自动纳入确定框。
R21C00080,78,R21A00066,isolated_small_atom,exclude_from_bbox,exclude_excessive_bbox_expansion,none,,146.109548,176.572088,0.997859,纳入后会造成大面积无响应空白。
R21C00080,78,R21A00067,isolated_small_atom,uncertain_bbox_membership,uncertain_spatial_proximity_only,none,,48,67.105139,0.986508,仅空间接近，不能自动纳入确定框。
R21C00081,78,R21A00061,background_arc_candidate,exclude_from_bbox,exclude_background_conflict,R21A00066:background_conflict_relation:ambiguous_relation,R21A00066:background_conflict_relation:ambiguous_relation,60,121.708118,0.94707,背景弧线必须排除。
