sample_id,sample_kind,source_pair_id,physical_vehicle_id,frame,local_bbox,recovered_center_x,recovered_center_y,recovered_width,recovered_height,recovered_depth,recovery_mode,previous_anchor_frame,next_anchor_frame,recovery_confidence,visible_boundary_consistency,recovery_blocked_reason
R1_SIM_0011,simulated_truncation,WGV35A_PAIR_0089,PV_GM17_DARK_FOLLOW,170,"59.13,318.216,193.33,381.839",109.455,350.0275,167.75,63.623,11.954849,synthetic_complete_state_known,170,170,1,synthetic_full_state,
R1_SIM_0012,simulated_truncation,WGV35A_PAIR_0089,PV_GM17_DARK_FOLLOW,170,"92.68,318.216,193.33,381.839",109.455,350.0275,167.75,63.623,11.954849,synthetic_complete_state_known,170,170,1,synthetic_full_state,
R1_SIM_0013,simulated_truncation,WGV35A_PAIR_0089,PV_GM17_DARK_FOLLOW,170,"126.23,318.216,193.33,381.839",109.455,350.0275,167.75,63.623,11.954849,synthetic_complete_state_known,170,170,1,synthetic_full_state,
R1_SIM_0014,simulated_truncation,WGV35A_PAIR_0089,PV_GM17_DARK_FOLLOW,170,"25.58,318.216,159.78,381.839",109.455,350.0275,167.75,63.623,11.954849,synthetic_complete_state_known,170,170,1,synthetic_full_state,
R1_SIM_0015,simulated_truncation,WGV35A_PAIR_0089,PV_GM17_DARK_FOLLOW,170,"25.58,318.216,126.23,381.839",109.455,350.0275,167.75,63.623,11.954849,synthetic_complete_state_known,170,170,1,synthetic_full_state,
R1_SIM_0016,simulated_truncation,WGV35A_PAIR_0089,PV_GM17_DARK_FOLLOW,170,"25.58,318.216,92.68,381.839",109.455,350.0275,167.75,63.623,11.954849,synthetic_complete_state_known,170,170,1,synthetic_full_state,
R1_SIM_0017,simulated_truncation,WGV35A_PAIR_0089,PV_GM17_DARK_FOLLOW,170,"25.58,318.216,193.33,369.114",109.455,350.0275,167.75,63.623,11.954849,synthetic_complete_state_known,170,170,1,synthetic_full_state,
R1_SIM_0018,simulated_truncation,WGV35A_PAIR_0089,PV_GM17_DARK_FOLLOW,170,"25.58,318.216,193.33,356.39",109.455,350.0275,167.75,63.623,11.954849,synthetic_complete_state_known,170,170,1,synthetic_full_state,
R1_SIM_0019,simulated_truncation,WGV35A_PAIR_0089,PV_GM17_DARK_FOLLOW,170,"25.58,318.216,109.455,381.839",109.455,350.0275,167.75,63.623,11.954849,synthetic_complete_state_known,170,170,1,synthetic_full_state,
R1_SIM_0020,simulated_truncation,WGV35A_PAIR_0089,PV_GM17_DARK_FOLLOW,170,"109.455,318.216,193.33,381.839",109.455,350.0275,167.75,63.623,11.954849,synthetic_complete_state_known,170,170,1,synthetic_full_state,
R1_SIM_0021,simulated_truncation,WGV35A_PAIR_0094,PV_GM17_WHITE_SUV,171,"222.336,292.003,401.417,386.439",289.4915,339.221,223.851,94.436,9.911585,synthetic_complete_state_known,171,171,1,synthetic_full_state,
R1_SIM_0022,simulated_truncation,WGV35A_PAIR_0094,PV_GM17_WHITE_SUV,171,"267.106,292.003,401.417,386.439",289.4915,339.221,223.851,94.436,9.911585,synthetic_complete_state_known,171,171,1,synthetic_full_state,
R1_SIM_0023,simulated_truncation,WGV35A_PAIR_0094,PV_GM17_WHITE_SUV,171,"311.877,292.003,401.417,386.439",289.4915,339.221,223.851,94.436,9.911585,synthetic_complete_state_known,171,171,1,synthetic_full_state,
R1_SIM_0024,simulated_truncation,WGV35A_PAIR_0094,PV_GM17_WHITE_SUV,171,"177.566,292.003,356.647,386.439",289.4915,339.221,223.851,94.436,9.911585,synthetic_complete_state_known,171,171,1,synthetic_full_state,
R1_SIM_0025,simulated_truncation,WGV35A_PAIR_0094,PV_GM17_WHITE_SUV,171,"177.566,292.003,311.877,386.439",289.4915,339.221,223.851,94.436,9.911585,synthetic_complete_state_known,171,171,1,synthetic_full_state,
R1_SIM_0026,simulated_truncation,WGV35A_PAIR_0094,PV_GM17_WHITE_SUV,171,"177.566,292.003,267.106,386.439",289.4915,339.221,223.851,94.436,9.911585,synthetic_complete_state_known,171,171,1,synthetic_full_state,
R1_SIM_0027,simulated_truncation,WGV35A_PAIR_0094,PV_GM17_WHITE_SUV,171,"177.566,292.003,401.417,367.552",289.4915,339.221,223.851,94.436,9.911585,synthetic_complete_state_known,171,171,1,synthetic_full_state,
R1_SIM_0028,simulated_truncation,WGV35A_PAIR_0094,PV_GM17_WHITE_SUV,171,"177.566,292.003,401.417,348.665",289.4915,339.221,223.851,94.436,9.911585,synthetic_complete_state_known,171,171,1,synthetic_full_state,
R1_SIM_0029,simulated_truncation,WGV35A_PAIR_0094,PV_GM17_WHITE_SUV,171,"289.491,292.003,401.417,386.439",289.4915,339.221,223.851,94.436,9.911585,synthetic_complete_state_known,171,171,1,synthetic_full_state,
R1_SIM_0030,simulated_truncation,WGV35A_PAIR_0094,PV_GM17_WHITE_SUV,171,"177.566,292.003,289.491,386.439",289.4915,339.221,223.851,94.436,9.911585,synthetic_complete_state_known,171,171,1,synthetic_full_state,
R1_SIM_0031,simulated_truncation,WGV35A_PAIR_0097,PV_GM17_WHITE_SUV,171,"222.339,292.002,401.424,386.444",289.496,339.223,223.856,94.442,9.911585,synthetic_complete_state_known,171,171,1,synthetic_full_state,
R1_SIM_0032,simulated_truncation,WGV35A_PAIR_0097,PV_GM17_WHITE_SUV,171,"267.11,292.002,401.424,386.444",289.496,339.223,223.856,94.442,9.911585,synthetic_complete_state_known,171,171,1,synthetic_full_state,
R1_SIM_0033,simulated_truncation,WGV35A_PAIR_0097,PV_GM17_WHITE_SUV,171,"311.882,292.002,401.424,386.444",289.496,339.223,223.856,94.442,9.911585,synthetic_complete_state_known,171,171,1,synthetic_full_state,
R1_SIM_0034,simulated_truncation,WGV35A_PAIR_0097,PV_GM17_WHITE_SUV,171,"177.568,292.002,356.653,386.444",289.496,339.223,223.856,94.442,9.911585,synthetic_complete_state_known,171,171,1,synthetic_full_state,
R1_SIM_0035,simulated_truncation,WGV35A_PAIR_0097,PV_GM17_WHITE_SUV,171,"177.568,292.002,311.882,386.444",289.496,339.223,223.856,94.442,9.911585,synthetic_complete_state_known,171,171,1,synthetic_full_state,
R1_SIM_0036,simulated_truncation,WGV35A_PAIR_0097,PV_GM17_WHITE_SUV,171,"177.568,292.002,267.11,386.444",289.496,339.223,223.856,94.442,9.911585,synthetic_complete_state_known,171,171,1,synthetic_full_state,
R1_SIM_0037,simulated_truncation,WGV35A_PAIR_0097,PV_GM17_WHITE_SUV,171,"177.568,292.002,401.424,367.556",289.496,339.223,223.856,94.442,9.911585,synthetic_complete_state_known,171,171,1,synthetic_full_state,
R1_SIM_0038,simulated_truncation,WGV35A_PAIR_0097,PV_GM17_WHITE_SUV,171,"177.568,292.002,401.424,348.667",289.496,339.223,223.856,94.442,9.911585,synthetic_complete_state_known,171,171,1,synthetic_full_state,
R1_SIM_0039,simulated_truncation,WGV35A_PAIR_0097,PV_GM17_WHITE_SUV,171,"289.496,292.002,401.424,386.444",289.496,339.223,223.856,94.442,9.911585,synthetic_complete_state_known,171,171,1,synthetic_full_state,
R1_SIM_0040,simulated_truncation,WGV35A_PAIR_0097,PV_GM17_WHITE_SUV,171,"177.568,292.002,289.496,386.444",289.496,339.223,223.856,94.442,9.911585,synthetic_complete_state_known,171,171,1,synthetic_full_state,
R1_SIM_0041,simulated_truncation,WGV35A_PAIR_0107,PV_GM17_DARK_FOLLOW,173,"105.877,317.748,241.122,381.701",156.594,349.7245,169.056,63.953,10.769478,synthetic_complete_state_known,173,173,1,synthetic_full_state,
R1_SIM_0042,simulated_truncation,WGV35A_PAIR_0107,PV_GM17_DARK_FOLLOW,173,"139.688,317.748,241.122,381.701",156.594,349.7245,169.056,63.953,10.769478,synthetic_complete_state_known,173,173,1,synthetic_full_state,
R1_SIM_0043,simulated_truncation,WGV35A_PAIR_0107,PV_GM17_DARK_FOLLOW,173,"173.5,317.748,241.122,381.701",156.594,349.7245,169.056,63.953,10.769478,synthetic_complete_state_known,173,173,1,synthetic_full_state,
R1_SIM_0044,simulated_truncation,WGV35A_PAIR_0107,PV_GM17_DARK_FOLLOW,173,"72.066,317.748,207.311,381.701",156.594,349.7245,169.056,63.953,10.769478,synthetic_complete_state_known,173,173,1,synthetic_full_state,
R1_SIM_0045,simulated_truncation,WGV35A_PAIR_0107,PV_GM17_DARK_FOLLOW,173,"72.066,317.748,173.5,381.701",156.594,349.7245,169.056,63.953,10.769478,synthetic_complete_state_known,173,173,1,synthetic_full_state,
R1_SIM_0046,simulated_truncation,WGV35A_PAIR_0107,PV_GM17_DARK_FOLLOW,173,"72.066,317.748,139.688,381.701",156.594,349.7245,169.056,63.953,10.769478,synthetic_complete_state_known,173,173,1,synthetic_full_state,
R1_SIM_0047,simulated_truncation,WGV35A_PAIR_0107,PV_GM17_DARK_FOLLOW,173,"72.066,317.748,241.122,368.91",156.594,349.7245,169.056,63.953,10.769478,synthetic_complete_state_known,173,173,1,synthetic_full_state,
R1_SIM_0048,simulated_truncation,WGV35A_PAIR_0107,PV_GM17_DARK_FOLLOW,173,"72.066,317.748,241.122,356.12",156.594,349.7245,169.056,63.953,10.769478,synthetic_complete_state_known,173,173,1,synthetic_full_state,
R1_SIM_0049,simulated_truncation,WGV35A_PAIR_0107,PV_GM17_DARK_FOLLOW,173,"72.066,317.748,156.594,381.701",156.594,349.7245,169.056,63.953,10.769478,synthetic_complete_state_known,173,173,1,synthetic_full_state,
R1_SIM_0050,simulated_truncation,WGV35A_PAIR_0107,PV_GM17_DARK_FOLLOW,173,"156.594,317.748,241.122,381.701",156.594,349.7245,169.056,63.953,10.769478,synthetic_complete_state_known,173,173,1,synthetic_full_state,
R1_SIM_0051,simulated_truncation,WGV35A_PAIR_0109,PV_GM17_WHITE_SUV,173,"261.264,290.775,441.722,385.915",328.936,338.345,225.572,95.14,9.429077,synthetic_complete_state_known,173,173,1,synthetic_full_state,
R1_SIM_0052,simulated_truncation,WGV35A_PAIR_0109,PV_GM17_WHITE_SUV,173,"306.379,290.775,441.722,385.915",328.936,338.345,225.572,95.14,9.429077,synthetic_complete_state_known,173,173,1,synthetic_full_state,
R1_SIM_0053,simulated_truncation,WGV35A_PAIR_0109,PV_GM17_WHITE_SUV,173,"351.493,290.775,441.722,385.915",328.936,338.345,225.572,95.14,9.429077,synthetic_complete_state_known,173,173,1,synthetic_full_state,
R1_SIM_0054,simulated_truncation,WGV35A_PAIR_0109,PV_GM17_WHITE_SUV,173,"216.15,290.775,396.608,385.915",328.936,338.345,225.572,95.14,9.429077,synthetic_complete_state_known,173,173,1,synthetic_full_state,
R1_SIM_0055,simulated_truncation,WGV35A_PAIR_0109,PV_GM17_WHITE_SUV,173,"216.15,290.775,351.493,385.915",328.936,338.345,225.572,95.14,9.429077,synthetic_complete_state_known,173,173,1,synthetic_full_state,
R1_SIM_0056,simulated_truncation,WGV35A_PAIR_0109,PV_GM17_WHITE_SUV,173,"216.15,290.775,306.379,385.915",328.936,338.345,225.572,95.14,9.429077,synthetic_complete_state_known,173,173,1,synthetic_full_state,
R1_SIM_0057,simulated_truncation,WGV35A_PAIR_0109,PV_GM17_WHITE_SUV,173,"216.15,290.775,441.722,366.887",328.936,338.345,225.572,95.14,9.429077,synthetic_complete_state_known,173,173,1,synthetic_full_state,
R1_SIM_0058,simulated_truncation,WGV35A_PAIR_0109,PV_GM17_WHITE_SUV,173,"216.15,290.775,441.722,347.859",328.936,338.345,225.572,95.14,9.429077,synthetic_complete_state_known,173,173,1,synthetic_full_state,
R1_SIM_0059,simulated_truncation,WGV35A_PAIR_0109,PV_GM17_WHITE_SUV,173,"216.15,290.775,328.936,385.915",328.936,338.345,225.572,95.14,9.429077,synthetic_complete_state_known,173,173,1,synthetic_full_state,
R1_SIM_0060,simulated_truncation,WGV35A_PAIR_0109,PV_GM17_WHITE_SUV,173,"328.936,290.775,441.722,385.915",328.936,338.345,225.572,95.14,9.429077,synthetic_complete_state_known,173,173,1,synthetic_full_state,
R1_SIM_0061,simulated_truncation,WGV35A_PAIR_0119,PV_GM17_DARK_FOLLOW,175,"139.289,317.843,276.669,384.075",190.8065,350.959,171.725,66.232,10.86558,synthetic_complete_state_known,175,175,1,synthetic_full_state,
R1_SIM_0062,simulated_truncation,WGV35A_PAIR_0119,PV_GM17_DARK_FOLLOW,175,"173.634,317.843,276.669,384.075",190.8065,350.959,171.725,66.232,10.86558,synthetic_complete_state_known,175,175,1,synthetic_full_state,
R1_SIM_0063,simulated_truncation,WGV35A_PAIR_0119,PV_GM17_DARK_FOLLOW,175,"207.979,317.843,276.669,384.075",190.8065,350.959,171.725,66.232,10.86558,synthetic_complete_state_known,175,175,1,synthetic_full_state,
R1_SIM_0064,simulated_truncation,WGV35A_PAIR_0119,PV_GM17_DARK_FOLLOW,175,"104.944,317.843,242.324,384.075",190.8065,350.959,171.725,66.232,10.86558,synthetic_complete_state_known,175,175,1,synthetic_full_state,
R1_SIM_0065,simulated_truncation,WGV35A_PAIR_0119,PV_GM17_DARK_FOLLOW,175,"104.944,317.843,207.979,384.075",190.8065,350.959,171.725,66.232,10.86558,synthetic_complete_state_known,175,175,1,synthetic_full_state,
R1_SIM_0066,simulated_truncation,WGV35A_PAIR_0119,PV_GM17_DARK_FOLLOW,175,"104.944,317.843,173.634,384.075",190.8065,350.959,171.725,66.232,10.86558,synthetic_complete_state_known,175,175,1,synthetic_full_state,
R1_SIM_0067,simulated_truncation,WGV35A_PAIR_0119,PV_GM17_DARK_FOLLOW,175,"104.944,317.843,276.669,370.829",190.8065,350.959,171.725,66.232,10.86558,synthetic_complete_state_known,175,175,1,synthetic_full_state,
R1_SIM_0068,simulated_truncation,WGV35A_PAIR_0119,PV_GM17_DARK_FOLLOW,175,"104.944,317.843,276.669,357.582",190.8065,350.959,171.725,66.232,10.86558,synthetic_complete_state_known,175,175,1,synthetic_full_state,
R1_SIM_0069,simulated_truncation,WGV35A_PAIR_0119,PV_GM17_DARK_FOLLOW,175,"190.806,317.843,276.669,384.075",190.8065,350.959,171.725,66.232,10.86558,synthetic_complete_state_known,175,175,1,synthetic_full_state,
R1_SIM_0070,simulated_truncation,WGV35A_PAIR_0119,PV_GM17_DARK_FOLLOW,175,"104.944,317.843,190.806,384.075",190.8065,350.959,171.725,66.232,10.86558,synthetic_complete_state_known,175,175,1,synthetic_full_state,
R1_SIM_0071,simulated_truncation,WGV35A_PAIR_0127,PV_GM17_DARK_FOLLOW,176,"152.389,315.134,292.1,379.753",204.7805,347.4435,174.639,64.619,10.958601,synthetic_complete_state_known,176,176,1,synthetic_full_state,
R1_SIM_0072,simulated_truncation,WGV35A_PAIR_0127,PV_GM17_DARK_FOLLOW,176,"187.317,315.134,292.1,379.753",204.7805,347.4435,174.639,64.619,10.958601,synthetic_complete_state_known,176,176,1,synthetic_full_state,
R1_SIM_0073,simulated_truncation,WGV35A_PAIR_0127,PV_GM17_DARK_FOLLOW,176,"222.244,315.134,292.1,379.753",204.7805,347.4435,174.639,64.619,10.958601,synthetic_complete_state_known,176,176,1,synthetic_full_state,
R1_SIM_0074,simulated_truncation,WGV35A_PAIR_0127,PV_GM17_DARK_FOLLOW,176,"117.461,315.134,257.172,379.753",204.7805,347.4435,174.639,64.619,10.958601,synthetic_complete_state_known,176,176,1,synthetic_full_state,
R1_SIM_0075,simulated_truncation,WGV35A_PAIR_0127,PV_GM17_DARK_FOLLOW,176,"117.461,315.134,222.244,379.753",204.7805,347.4435,174.639,64.619,10.958601,synthetic_complete_state_known,176,176,1,synthetic_full_state,
R1_SIM_0076,simulated_truncation,WGV35A_PAIR_0127,PV_GM17_DARK_FOLLOW,176,"117.461,315.134,187.317,379.753",204.7805,347.4435,174.639,64.619,10.958601,synthetic_complete_state_known,176,176,1,synthetic_full_state,
R1_SIM_0077,simulated_truncation,WGV35A_PAIR_0127,PV_GM17_DARK_FOLLOW,176,"117.461,315.134,292.1,366.829",204.7805,347.4435,174.639,64.619,10.958601,synthetic_complete_state_known,176,176,1,synthetic_full_state,
R1_SIM_0078,simulated_truncation,WGV35A_PAIR_0127,PV_GM17_DARK_FOLLOW,176,"117.461,315.134,292.1,353.905",204.7805,347.4435,174.639,64.619,10.958601,synthetic_complete_state_known,176,176,1,synthetic_full_state,
R1_SIM_0079,simulated_truncation,WGV35A_PAIR_0127,PV_GM17_DARK_FOLLOW,176,"204.781,315.134,292.1,379.753",204.7805,347.4435,174.639,64.619,10.958601,synthetic_complete_state_known,176,176,1,synthetic_full_state,
R1_SIM_0080,simulated_truncation,WGV35A_PAIR_0127,PV_GM17_DARK_FOLLOW,176,"117.461,315.134,204.781,379.753",204.7805,347.4435,174.639,64.619,10.958601,synthetic_complete_state_known,176,176,1,synthetic_full_state,
R1_SIM_0081,simulated_truncation,WGV35A_PAIR_0129,PV_GM17_DARK_FOLLOW,177,"167.25,310.249,308.766,376.993",220.3185,343.621,176.895,66.744,10.863455,synthetic_complete_state_known,177,177,1,synthetic_full_state,
R1_SIM_0082,simulated_truncation,WGV35A_PAIR_0129,PV_GM17_DARK_FOLLOW,177,"202.629,310.249,308.766,376.993",220.3185,343.621,176.895,66.744,10.863455,synthetic_complete_state_known,177,177,1,synthetic_full_state,
R1_SIM_0083,simulated_truncation,WGV35A_PAIR_0129,PV_GM17_DARK_FOLLOW,177,"238.008,310.249,308.766,376.993",220.3185,343.621,176.895,66.744,10.863455,synthetic_complete_state_known,177,177,1,synthetic_full_state,
R1_SIM_0084,simulated_truncation,WGV35A_PAIR_0129,PV_GM17_DARK_FOLLOW,177,"131.871,310.249,273.387,376.993",220.3185,343.621,176.895,66.744,10.863455,synthetic_complete_state_known,177,177,1,synthetic_full_state,
R1_SIM_0085,simulated_truncation,WGV35A_PAIR_0129,PV_GM17_DARK_FOLLOW,177,"131.871,310.249,238.008,376.993",220.3185,343.621,176.895,66.744,10.863455,synthetic_complete_state_known,177,177,1,synthetic_full_state,
R1_SIM_0086,simulated_truncation,WGV35A_PAIR_0129,PV_GM17_DARK_FOLLOW,177,"131.871,310.249,202.629,376.993",220.3185,343.621,176.895,66.744,10.863455,synthetic_complete_state_known,177,177,1,synthetic_full_state,
R1_SIM_0087,simulated_truncation,WGV35A_PAIR_0129,PV_GM17_DARK_FOLLOW,177,"131.871,310.249,308.766,363.644",220.3185,343.621,176.895,66.744,10.863455,synthetic_complete_state_known,177,177,1,synthetic_full_state,
R1_SIM_0088,simulated_truncation,WGV35A_PAIR_0129,PV_GM17_DARK_FOLLOW,177,"131.871,310.249,308.766,350.295",220.3185,343.621,176.895,66.744,10.863455,synthetic_complete_state_known,177,177,1,synthetic_full_state,
R1_SIM_0089,simulated_truncation,WGV35A_PAIR_0129,PV_GM17_DARK_FOLLOW,177,"220.319,310.249,308.766,376.993",220.3185,343.621,176.895,66.744,10.863455,synthetic_complete_state_known,177,177,1,synthetic_full_state,
R1_SIM_0090,simulated_truncation,WGV35A_PAIR_0129,PV_GM17_DARK_FOLLOW,177,"131.871,310.249,220.319,376.993",220.3185,343.621,176.895,66.744,10.863455,synthetic_complete_state_known,177,177,1,synthetic_full_state,
R1_SIM_0091,simulated_truncation,WGV35A_PAIR_0130,PV_GM17_WHITE_SUV,177,"340.18,282.71,524.704,381.047",409.3765,331.8785,230.655,98.337,9.208961,synthetic_complete_state_known,177,177,1,synthetic_full_state,
R1_SIM_0092,simulated_truncation,WGV35A_PAIR_0130,PV_GM17_WHITE_SUV,177,"386.311,282.71,524.704,381.047",409.3765,331.8785,230.655,98.337,9.208961,synthetic_complete_state_known,177,177,1,synthetic_full_state,
R1_SIM_0093,simulated_truncation,WGV35A_PAIR_0130,PV_GM17_WHITE_SUV,177,"432.442,282.71,524.704,381.047",409.3765,331.8785,230.655,98.337,9.208961,synthetic_complete_state_known,177,177,1,synthetic_full_state,
R1_SIM_0094,simulated_truncation,WGV35A_PAIR_0130,PV_GM17_WHITE_SUV,177,"294.049,282.71,478.573,381.047",409.3765,331.8785,230.655,98.337,9.208961,synthetic_complete_state_known,177,177,1,synthetic_full_state,
R1_SIM_0095,simulated_truncation,WGV35A_PAIR_0130,PV_GM17_WHITE_SUV,177,"294.049,282.71,432.442,381.047",409.3765,331.8785,230.655,98.337,9.208961,synthetic_complete_state_known,177,177,1,synthetic_full_state,
R1_SIM_0096,simulated_truncation,WGV35A_PAIR_0130,PV_GM17_WHITE_SUV,177,"294.049,282.71,386.311,381.047",409.3765,331.8785,230.655,98.337,9.208961,synthetic_complete_state_known,177,177,1,synthetic_full_state,
R1_SIM_0097,simulated_truncation,WGV35A_PAIR_0130,PV_GM17_WHITE_SUV,177,"294.049,282.71,524.704,361.38",409.3765,331.8785,230.655,98.337,9.208961,synthetic_complete_state_known,177,177,1,synthetic_full_state,
R1_SIM_0098,simulated_truncation,WGV35A_PAIR_0130,PV_GM17_WHITE_SUV,177,"294.049,282.71,524.704,341.712",409.3765,331.8785,230.655,98.337,9.208961,synthetic_complete_state_known,177,177,1,synthetic_full_state,
R1_SIM_0099,simulated_truncation,WGV35A_PAIR_0130,PV_GM17_WHITE_SUV,177,"409.376,282.71,524.704,381.047",409.3765,331.8785,230.655,98.337,9.208961,synthetic_complete_state_known,177,177,1,synthetic_full_state,
R1_SIM_0100,simulated_truncation,WGV35A_PAIR_0130,PV_GM17_WHITE_SUV,177,"294.049,282.71,409.376,381.047",409.3765,331.8785,230.655,98.337,9.208961,synthetic_complete_state_known,177,177,1,synthetic_full_state,
R1_SIM_0101,simulated_truncation,WGV35A_PAIR_0140,PV_GM17_WHITE_SUV,179,"380.444,283.678,569.26,381.775",451.25,332.7265,236.02,98.097,9.090525,synthetic_complete_state_known,179,179,1,synthetic_full_state,
R1_SIM_0102,simulated_truncation,WGV35A_PAIR_0140,PV_GM17_WHITE_SUV,179,"427.648,283.678,569.26,381.775",451.25,332.7265,236.02,98.097,9.090525,synthetic_complete_state_known,179,179,1,synthetic_full_state,
R1_SIM_0103,simulated_truncation,WGV35A_PAIR_0140,PV_GM17_WHITE_SUV,179,"474.852,283.678,569.26,381.775",451.25,332.7265,236.02,98.097,9.090525,synthetic_complete_state_known,179,179,1,synthetic_full_state,
R1_SIM_0104,simulated_truncation,WGV35A_PAIR_0140,PV_GM17_WHITE_SUV,179,"333.24,283.678,522.056,381.775",451.25,332.7265,236.02,98.097,9.090525,synthetic_complete_state_known,179,179,1,synthetic_full_state,
R1_SIM_0105,simulated_truncation,WGV35A_PAIR_0140,PV_GM17_WHITE_SUV,179,"333.24,283.678,474.852,381.775",451.25,332.7265,236.02,98.097,9.090525,synthetic_complete_state_known,179,179,1,synthetic_full_state,
R1_SIM_0106,simulated_truncation,WGV35A_PAIR_0140,PV_GM17_WHITE_SUV,179,"333.24,283.678,427.648,381.775",451.25,332.7265,236.02,98.097,9.090525,synthetic_complete_state_known,179,179,1,synthetic_full_state,
R1_SIM_0107,simulated_truncation,WGV35A_PAIR_0140,PV_GM17_WHITE_SUV,179,"333.24,283.678,569.26,362.156",451.25,332.7265,236.02,98.097,9.090525,synthetic_complete_state_known,179,179,1,synthetic_full_state,
R1_SIM_0108,simulated_truncation,WGV35A_PAIR_0140,PV_GM17_WHITE_SUV,179,"333.24,283.678,569.26,342.536",451.25,332.7265,236.02,98.097,9.090525,synthetic_complete_state_known,179,179,1,synthetic_full_state,
R1_SIM_0109,simulated_truncation,WGV35A_PAIR_0140,PV_GM17_WHITE_SUV,179,"451.25,283.678,569.26,381.775",451.25,332.7265,236.02,98.097,9.090525,synthetic_complete_state_known,179,179,1,synthetic_full_state,
R1_SIM_0110,simulated_truncation,WGV35A_PAIR_0140,PV_GM17_WHITE_SUV,179,"333.24,283.678,451.25,381.775",451.25,332.7265,236.02,98.097,9.090525,synthetic_complete_state_known,179,179,1,synthetic_full_state,
R1_SIM_0111,simulated_truncation,WGV35A_PAIR_0142,PV_GM17_DARK_FOLLOW,179,"200.197,310.422,343.952,377.454",254.105,343.938,179.694,67.032,10.747393,synthetic_complete_state_known,179,179,1,synthetic_full_state,
R1_SIM_0112,simulated_truncation,WGV35A_PAIR_0142,PV_GM17_DARK_FOLLOW,179,"236.136,310.422,343.952,377.454",254.105,343.938,179.694,67.032,10.747393,synthetic_complete_state_known,179,179,1,synthetic_full_state,
R1_SIM_0113,simulated_truncation,WGV35A_PAIR_0142,PV_GM17_DARK_FOLLOW,179,"272.074,310.422,343.952,377.454",254.105,343.938,179.694,67.032,10.747393,synthetic_complete_state_known,179,179,1,synthetic_full_state,
R1_SIM_0114,simulated_truncation,WGV35A_PAIR_0142,PV_GM17_DARK_FOLLOW,179,"164.258,310.422,308.013,377.454",254.105,343.938,179.694,67.032,10.747393,synthetic_complete_state_known,179,179,1,synthetic_full_state,
R1_SIM_0115,simulated_truncation,WGV35A_PAIR_0142,PV_GM17_DARK_FOLLOW,179,"164.258,310.422,272.074,377.454",254.105,343.938,179.694,67.032,10.747393,synthetic_complete_state_known,179,179,1,synthetic_full_state,
R1_SIM_0116,simulated_truncation,WGV35A_PAIR_0142,PV_GM17_DARK_FOLLOW,179,"164.258,310.422,236.136,377.454",254.105,343.938,179.694,67.032,10.747393,synthetic_complete_state_known,179,179,1,synthetic_full_state,
