summary_id,measurement_region_type,group_name,metric,sample_count,valid_count,invalid_count,missing_count,median,q1,q3,iqr,min,max,low_energy_count,too_few_pixels_count,boundary_censored_count,mask_censored_count,background_contaminated_count
GS0018,core_region,registered_background_counterexample,principal_axis_ratio,129,129,0,0,1.389761,1.209296,1.70568,0.496384,1.017918,5.071322,0,0,78,0,5
GS0019,core_region,registered_background_counterexample,principal_axis_angle_to_range_deg,129,129,0,0,59.708146,36.570898,75.108978,38.53808,1.967456,88.704165,0,0,78,0,5
GS0020,core_region,registered_background_counterexample,background_subtracted_energy,129,129,0,0,99687,3756,196179,192423,540,267913,0,0,78,0,5
GS0021,core_region,registered_background_counterexample,energy_centroid_offset_px,129,129,0,0,6.103994,1.226206,9.432769,8.206563,0.049082,25.723163,0,0,78,0,5
GS0022,core_region,registered_background_counterexample_nonpositive,range_p80_width,104,104,0,0,70.565934,11.03022,86.441217,75.410997,3.17338,106.964036,0,0,53,0,4
GS0023,core_region,registered_background_counterexample_nonpositive,azimuth_p80_width,104,104,0,0,81.340019,14.305293,100.807558,86.502264,3.280664,128.131846,0,0,53,0,4
GS0024,core_region,registered_background_counterexample_nonpositive,range_to_azimuth_p80_ratio,104,104,0,0,0.843854,0.686527,1.029778,0.343251,0.24384,2.571239,0,0,53,0,4
GS0025,core_region,registered_background_counterexample_nonpositive,principal_axis_ratio,104,104,0,0,1.393334,1.209165,1.762011,0.552846,1.071659,5.071322,0,0,53,0,4
GS0026,core_region,registered_background_counterexample_nonpositive,principal_axis_angle_to_range_deg,104,104,0,0,60.835224,39.367232,77.387064,38.019832,1.967456,86.556204,0,0,53,0,4
GS0027,core_region,registered_background_counterexample_nonpositive,background_subtracted_energy,104,104,0,0,134966.5,3539.5,198911,195371.5,540,267150,0,0,53,0,4
GS0028,core_region,registered_background_counterexample_nonpositive,energy_centroid_offset_px,104,104,0,0,4.821438,1.247941,9.426446,8.178505,0.049082,25.723163,0,0,53,0,4
GS0029,core_region,boundary_censored_response,range_p80_width,142,142,0,0,72.062851,27.867422,86.612341,58.744918,3.377877,117.960428,0,0,142,0,6
GS0030,core_region,boundary_censored_response,azimuth_p80_width,142,142,0,0,83.466935,35.235666,100.928977,65.693311,6.662681,128.131846,0,0,142,0,6
GS0031,core_region,boundary_censored_response,range_to_azimuth_p80_ratio,142,142,0,0,0.860466,0.692094,1.053887,0.361792,0.35064,2.571239,0,0,142,0,6
GS0032,core_region,boundary_censored_response,principal_axis_ratio,142,142,0,0,1.391498,1.189848,1.665404,0.475556,1.017918,5.098624,0,0,142,0,6
GS0033,core_region,boundary_censored_response,principal_axis_angle_to_range_deg,142,142,0,0,59.544009,35.86711,77.336427,41.469317,0.073472,89.843145,0,0,142,0,6
GS0034,core_region,boundary_censored_response,background_subtracted_energy,142,142,0,0,132011.5,21997.75,184220.5,162222.75,1280,275985,0,0,142,0,6
GS0035,core_region,boundary_censored_response,energy_centroid_offset_px,142,142,0,0,6.174436,2.347621,9.227093,6.879472,0.049082,17.58136,0,0,142,0,6
GS0036,core_region,non_boundary_response,range_p80_width,108,108,0,0,15.7496,10.121945,24.251449,14.129504,3.17338,104.038429,0,0,0,0,8
GS0037,core_region,non_boundary_response,azimuth_p80_width,108,108,0,0,18.323315,12.730666,32.36374,19.633074,3.280664,114.168887,0,0,0,0,8
GS0038,core_region,non_boundary_response,range_to_azimuth_p80_ratio,108,108,0,0,0.821099,0.656479,1.065305,0.408826,0.24384,1.795309,0,0,0,0,8
GS0039,core_region,non_boundary_response,principal_axis_ratio,108,108,0,0,1.570429,1.29932,2.069355,0.770036,1.004836,5.071322,0,0,0,0,8
GS0040,core_region,non_boundary_response,principal_axis_angle_to_range_deg,108,108,0,0,61.632565,41.578295,72.943062,31.364767,1.967456,89.877486,0,0,0,0,8
GS0041,core_region,non_boundary_response,background_subtracted_energy,108,108,0,0,5896.5,3618.75,25603.25,21984.5,540,313613,0,0,0,0,8
GS0042,core_region,non_boundary_response,energy_centroid_offset_px,108,108,0,0,1.378288,0.941669,2.676253,1.734584,0.212673,25.723163,0,0,0,0,8
GS0043,core_region,unresolved_control,range_p80_width,57,57,0,0,18.595313,11.357251,25.67695,14.319699,4.091045,91.194685,0,0,0,0,4
GS0044,core_region,unresolved_control,azimuth_p80_width,57,57,0,0,20.822753,15.966645,37.366266,21.399621,5.94182,114.168887,0,0,0,0,4
GS0045,core_region,unresolved_control,range_to_azimuth_p80_ratio,57,57,0,0,0.815813,0.647878,1.02371,0.375832,0.255694,1.430073,0,0,0,0,4
GS0046,core_region,unresolved_control,principal_axis_ratio,57,57,0,0,1.647686,1.302562,2.391598,1.089036,1.004836,4.210002,0,0,0,0,4
GS0047,core_region,unresolved_control,principal_axis_angle_to_range_deg,57,57,0,0,63.212517,43.045524,72.756816,29.711292,8.021498,89.877486,0,0,0,0,4
GS0048,core_region,unresolved_control,background_subtracted_energy,57,57,0,0,10280,5027,29259,24232,2195,313613,0,0,0,0,4
GS0049,core_region,unresolved_control,energy_centroid_offset_px,57,57,0,0,1.827369,0.943364,3.119487,2.176123,0.347801,13.956751,0,0,0,0,4
GS0050,conservative_response_region,all_local_response_units,range_p80_width,250,250,0,0,30.713167,14.10147,82.91377,68.812299,3.17338,117.960428,0,0,142,0,14
GS0051,conservative_response_region,all_local_response_units,azimuth_p80_width,250,250,0,0,39.227619,17.171601,91.046669,73.875068,3.280664,128.131846,0,0,142,0,14
GS0052,conservative_response_region,all_local_response_units,range_to_azimuth_p80_ratio,250,250,0,0,0.841092,0.671272,1.055281,0.38401,0.24384,2.571239,0,0,142,0,14
GS0053,conservative_response_region,all_local_response_units,principal_axis_ratio,250,250,0,0,1.469447,1.232344,1.824669,0.592325,1.004836,5.098624,0,0,142,0,14
GS0054,conservative_response_region,all_local_response_units,principal_axis_angle_to_range_deg,250,250,0,0,60.856832,38.065895,76.153052,38.087157,0.073472,89.877486,0,0,142,0,14
GS0055,conservative_response_region,all_local_response_units,background_subtracted_energy,250,250,0,0,35875.5,4985,171667.5,166682.5,540,313613,0,0,142,0,14
GS0056,conservative_response_region,all_local_response_units,energy_centroid_offset_px,250,250,0,0,3.151924,1.266591,7.844569,6.577978,0.049082,25.723163,0,0,142,0,14
GS0057,conservative_response_region,gt_local_positive_control,range_p80_width,47,47,0,0,65.580182,19.205185,84.29691,65.091725,5.736653,117.960428,0,0,47,0,4
GS0058,conservative_response_region,gt_local_positive_control,azimuth_p80_width,47,47,0,0,61.408864,20.909183,100.826191,79.917008,6.662681,115.889093,0,0,47,0,4
GS0059,conservative_response_region,gt_local_positive_control,range_to_azimuth_p80_ratio,47,47,0,0,0.882698,0.70204,1.067505,0.365465,0.35064,1.481192,0,0,47,0,4
GS0060,conservative_response_region,gt_local_positive_control,principal_axis_ratio,47,47,0,0,1.388032,1.149301,1.667502,0.518201,1.017918,3.207544,0,0,47,0,4
GS0061,conservative_response_region,gt_local_positive_control,principal_axis_angle_to_range_deg,47,47,0,0,59.097068,36.009918,74.407112,38.397194,9.107767,89.843145,0,0,47,0,4
GS0062,conservative_response_region,gt_local_positive_control,background_subtracted_energy,47,47,0,0,66262,7911.5,175949,168037.5,2264,275985,0,0,47,0,4
GS0063,conservative_response_region,gt_local_positive_control,energy_centroid_offset_px,47,47,0,0,5.961049,1.370578,7.591465,6.220886,0.096432,16.690784,0,0,47,0,4
GS0064,conservative_response_region,registered_background_counterexample,range_p80_width,129,129,0,0,70.722766,11.107006,86.477684,75.370678,3.17338,117.960428,0,0,78,0,5
GS0065,conservative_response_region,registered_background_counterexample,azimuth_p80_width,129,129,0,0,84.020608,15.487743,100.928977,85.441234,3.280664,128.131846,0,0,78,0,5
GS0066,conservative_response_region,registered_background_counterexample,range_to_azimuth_p80_ratio,129,129,0,0,0.854057,0.678859,1.022388,0.343529,0.24384,2.571239,0,0,78,0,5
GS0067,conservative_response_region,registered_background_counterexample,principal_axis_ratio,129,129,0,0,1.389761,1.209296,1.70568,0.496384,1.017918,5.071322,0,0,78,0,5
GS0068,conservative_response_region,registered_background_counterexample,principal_axis_angle_to_range_deg,129,129,0,0,59.708146,36.570898,75.108978,38.53808,1.967456,88.704165,0,0,78,0,5
GS0069,conservative_response_region,registered_background_counterexample,background_subtracted_energy,129,129,0,0,99687,3756,196179,192423,540,267913,0,0,78,0,5
GS0070,conservative_response_region,registered_background_counterexample,energy_centroid_offset_px,129,129,0,0,6.103994,1.226206,9.432769,8.206563,0.049082,25.723163,0,0,78,0,5
GS0071,conservative_response_region,registered_background_counterexample_nonpositive,range_p80_width,104,104,0,0,70.565934,11.03022,86.441217,75.410997,3.17338,106.964036,0,0,53,0,4
GS0072,conservative_response_region,registered_background_counterexample_nonpositive,azimuth_p80_width,104,104,0,0,81.340019,14.305293,100.807558,86.502264,3.280664,128.131846,0,0,53,0,4
GS0073,conservative_response_region,registered_background_counterexample_nonpositive,range_to_azimuth_p80_ratio,104,104,0,0,0.843854,0.686527,1.029778,0.343251,0.24384,2.571239,0,0,53,0,4
GS0074,conservative_response_region,registered_background_counterexample_nonpositive,principal_axis_ratio,104,104,0,0,1.393334,1.209165,1.762011,0.552846,1.071659,5.071322,0,0,53,0,4
GS0075,conservative_response_region,registered_background_counterexample_nonpositive,principal_axis_angle_to_range_deg,104,104,0,0,60.835224,39.367232,77.387064,38.019832,1.967456,86.556204,0,0,53,0,4
GS0076,conservative_response_region,registered_background_counterexample_nonpositive,background_subtracted_energy,104,104,0,0,134966.5,3539.5,198911,195371.5,540,267150,0,0,53,0,4
GS0077,conservative_response_region,registered_background_counterexample_nonpositive,energy_centroid_offset_px,104,104,0,0,4.821438,1.247941,9.426446,8.178505,0.049082,25.723163,0,0,53,0,4
GS0078,conservative_response_region,boundary_censored_response,range_p80_width,142,142,0,0,72.062851,27.867422,86.612341,58.744918,3.377877,117.960428,0,0,142,0,6
GS0079,conservative_response_region,boundary_censored_response,azimuth_p80_width,142,142,0,0,83.466935,35.235666,100.928977,65.693311,6.662681,128.131846,0,0,142,0,6
GS0080,conservative_response_region,boundary_censored_response,range_to_azimuth_p80_ratio,142,142,0,0,0.860466,0.692094,1.053887,0.361792,0.35064,2.571239,0,0,142,0,6
GS0081,conservative_response_region,boundary_censored_response,principal_axis_ratio,142,142,0,0,1.391498,1.189848,1.665404,0.475556,1.017918,5.098624,0,0,142,0,6
GS0082,conservative_response_region,boundary_censored_response,principal_axis_angle_to_range_deg,142,142,0,0,59.544009,35.86711,77.336427,41.469317,0.073472,89.843145,0,0,142,0,6
GS0083,conservative_response_region,boundary_censored_response,background_subtracted_energy,142,142,0,0,132011.5,21997.75,184220.5,162222.75,1280,275985,0,0,142,0,6
GS0084,conservative_response_region,boundary_censored_response,energy_centroid_offset_px,142,142,0,0,6.174436,2.347621,9.227093,6.879472,0.049082,17.58136,0,0,142,0,6
GS0085,conservative_response_region,non_boundary_response,range_p80_width,108,108,0,0,15.7496,10.121945,24.251449,14.129504,3.17338,104.038429,0,0,0,0,8
GS0086,conservative_response_region,non_boundary_response,azimuth_p80_width,108,108,0,0,18.323315,12.730666,32.36374,19.633074,3.280664,114.168887,0,0,0,0,8
GS0087,conservative_response_region,non_boundary_response,range_to_azimuth_p80_ratio,108,108,0,0,0.821099,0.656479,1.065305,0.408826,0.24384,1.795309,0,0,0,0,8
GS0088,conservative_response_region,non_boundary_response,principal_axis_ratio,108,108,0,0,1.570429,1.29932,2.069355,0.770036,1.004836,5.071322,0,0,0,0,8
GS0089,conservative_response_region,non_boundary_response,principal_axis_angle_to_range_deg,108,108,0,0,61.632565,41.578295,72.943062,31.364767,1.967456,89.877486,0,0,0,0,8
GS0090,conservative_response_region,non_boundary_response,background_subtracted_energy,108,108,0,0,5896.5,3618.75,25603.25,21984.5,540,313613,0,0,0,0,8
GS0091,conservative_response_region,non_boundary_response,energy_centroid_offset_px,108,108,0,0,1.378288,0.941669,2.676253,1.734584,0.212673,25.723163,0,0,0,0,8
GS0092,conservative_response_region,unresolved_control,range_p80_width,57,57,0,0,18.595313,11.357251,25.67695,14.319699,4.091045,91.194685,0,0,0,0,4
GS0093,conservative_response_region,unresolved_control,azimuth_p80_width,57,57,0,0,20.822753,15.966645,37.366266,21.399621,5.94182,114.168887,0,0,0,0,4
GS0094,conservative_response_region,unresolved_control,range_to_azimuth_p80_ratio,57,57,0,0,0.815813,0.647878,1.02371,0.375832,0.255694,1.430073,0,0,0,0,4
GS0095,conservative_response_region,unresolved_control,principal_axis_ratio,57,57,0,0,1.647686,1.302562,2.391598,1.089036,1.004836,4.210002,0,0,0,0,4
GS0096,conservative_response_region,unresolved_control,principal_axis_angle_to_range_deg,57,57,0,0,63.212517,43.045524,72.756816,29.711292,8.021498,89.877486,0,0,0,0,4
GS0097,conservative_response_region,unresolved_control,background_subtracted_energy,57,57,0,0,10280,5027,29259,24232,2195,313613,0,0,0,0,4
GS0098,conservative_response_region,unresolved_control,energy_centroid_offset_px,57,57,0,0,1.827369,0.943364,3.119487,2.176123,0.347801,13.956751,0,0,0,0,4
