eval_id,response_box_id,sar_frame,box_status,blind_raw_judgement,blind_assisted_judgement,raw_vs_assisted_change,discovery_label_eval_only,vehicle_identity_eval_only,gt_exact_frame_available,gt_relation_eval_only,gt_overlap_eval_only,gt_center_distance_eval_only,bbox_undercoverage,bbox_overcoverage,bbox_background_inclusion,bbox_vehicle_part_exclusion,gt_assisted_bbox_explanation,provenance
R2EV0001,R2B0001,27,vehicle_response_box_possible,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,discovery_positive_eval_only,white_suv_eval_only,true,overlaps_gt_eval_only,0.590177,52.067815,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=vehicle_part; assisted=vehicle_core; gt_relation=overlaps_gt_eval_only; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0012,R2B0012,34,vehicle_response_box_possible,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,blind_holdout_unlabeled_eval_only,white_suv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0013,R2B0013,34,vehicle_response_box_possible,background,vehicle_part,raw_background_to_assisted_vehicle_part,blind_holdout_unlabeled_eval_only,white_suv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=background; assisted=vehicle_part; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0014,R2B0014,39,unresolved_box,unresolved,vehicle_core,raw_unresolved_to_assisted_vehicle_core,blind_holdout_unlabeled_eval_only,white_suv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=unresolved_box; raw=unresolved; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0015,R2B0015,39,unresolved_box,unresolved,vehicle_core,raw_unresolved_to_assisted_vehicle_core,blind_holdout_unlabeled_eval_only,white_suv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=unresolved_box; raw=unresolved; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0016,R2B0016,39,unresolved_box,unresolved,vehicle_part,raw_unresolved_to_assisted_vehicle_part,blind_holdout_unlabeled_eval_only,white_suv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=unresolved_box; raw=unresolved; assisted=vehicle_part; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0017,R2B0017,40,unresolved_box,unresolved,vehicle_core,raw_unresolved_to_assisted_vehicle_core,discovery_negative_or_uncertain_eval_only,white_suv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=unresolved_box; raw=unresolved; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0018,R2B0018,40,unresolved_box,background,vehicle_core,raw_background_to_assisted_vehicle_core,discovery_negative_or_uncertain_eval_only,white_suv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=unresolved_box; raw=background; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0019,R2B0019,40,vehicle_response_box_supported,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,discovery_negative_or_uncertain_eval_only,white_suv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_supported; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0020,R2B0020,46,unresolved_box,background,vehicle_part,raw_background_to_assisted_vehicle_part,discovery_negative_or_uncertain_eval_only,white_suv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=unresolved_box; raw=background; assisted=vehicle_part; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0021,R2B0021,52,unresolved_box,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,blind_holdout_unlabeled_eval_only,white_suv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=unresolved_box; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0022,R2B0022,60,vehicle_response_box_possible,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,discovery_negative_or_uncertain_eval_only,white_suv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0023,R2B0023,60,vehicle_response_box_possible,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,discovery_negative_or_uncertain_eval_only,white_suv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0024,R2B0024,77,vehicle_response_box_possible,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,discovery_negative_or_uncertain_eval_only,white_suv_eval_only,true,overlaps_gt_eval_only,0.587613,54.347951,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=vehicle_part; assisted=vehicle_core; gt_relation=overlaps_gt_eval_only; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0025,R2B0025,77,vehicle_response_box_supported,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,discovery_negative_or_uncertain_eval_only,white_suv_eval_only,true,overlaps_gt_eval_only,0.87115,30.513829,false,false,false,false,runtime_box=vehicle_response_box_supported; raw=vehicle_part; assisted=vehicle_core; gt_relation=overlaps_gt_eval_only; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0026,R2B0026,78,vehicle_response_box_possible,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,discovery_positive_eval_only,white_suv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0027,R2B0027,78,vehicle_response_box_possible,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,discovery_positive_eval_only,white_suv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0028,R2B0028,79,unresolved_box,unresolved,vehicle_core,raw_unresolved_to_assisted_vehicle_core,discovery_positive_eval_only,white_suv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=unresolved_box; raw=unresolved; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0029,R2B0029,79,unresolved_box,unresolved,vehicle_core,raw_unresolved_to_assisted_vehicle_core,discovery_positive_eval_only,white_suv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=unresolved_box; raw=unresolved; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0030,R2B0030,80,vehicle_response_box_possible,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,discovery_positive_eval_only,white_suv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0031,R2B0031,80,vehicle_response_box_supported,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,discovery_positive_eval_only,white_suv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_supported; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0032,R2B0032,81,unresolved_box,unresolved,vehicle_core,raw_unresolved_to_assisted_vehicle_core,discovery_positive_eval_only,white_suv_eval_only,true,overlaps_gt_eval_only,0.455282,55.589342,false,false,false,false,runtime_box=unresolved_box; raw=unresolved; assisted=vehicle_core; gt_relation=overlaps_gt_eval_only; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0033,R2B0033,81,unresolved_box,unresolved,vehicle_core,raw_unresolved_to_assisted_vehicle_core,discovery_positive_eval_only,white_suv_eval_only,true,overlaps_gt_eval_only,0.455282,55.589342,false,false,false,false,runtime_box=unresolved_box; raw=unresolved; assisted=vehicle_core; gt_relation=overlaps_gt_eval_only; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0034,R2B0034,212,unresolved_box,background,unresolved,raw_background_to_assisted_unresolved,discovery_negative_or_uncertain_eval_only,silver_mpv_eval_only,true,overlaps_gt_eval_only,0.564068,55.152049,false,false,false,false,runtime_box=unresolved_box; raw=background; assisted=unresolved; gt_relation=overlaps_gt_eval_only; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0035,R2B0035,216,unresolved_box,background,unresolved,raw_background_to_assisted_unresolved,blind_holdout_unlabeled_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=unresolved_box; raw=background; assisted=unresolved; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0036,R2B0036,224,unresolved_box,background,unresolved,raw_background_to_assisted_unresolved,blind_holdout_unlabeled_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=unresolved_box; raw=background; assisted=unresolved; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0037,R2B0037,227,unresolved_box,background,unresolved,raw_background_to_assisted_unresolved,discovery_negative_or_uncertain_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=unresolved_box; raw=background; assisted=unresolved; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0038,R2B0038,228,unresolved_box,background,unresolved,raw_background_to_assisted_unresolved,blind_holdout_unlabeled_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=unresolved_box; raw=background; assisted=unresolved; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0039,R2B0039,239,unresolved_box,vehicle_part,unresolved,raw_vehicle_part_to_assisted_unresolved,discovery_negative_or_uncertain_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=unresolved_box; raw=vehicle_part; assisted=unresolved; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0040,R2B0040,259,vehicle_response_box_possible,unresolved,vehicle_core,raw_unresolved_to_assisted_vehicle_core,blind_holdout_unlabeled_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=unresolved; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0041,R2B0041,259,vehicle_response_box_possible,unresolved,vehicle_core,raw_unresolved_to_assisted_vehicle_core,blind_holdout_unlabeled_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=unresolved; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0042,R2B0042,260,unresolved_box,unresolved,unresolved,unchanged,discovery_negative_or_uncertain_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=unresolved_box; raw=unresolved; assisted=unresolved; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0043,R2B0043,262,unresolved_box,unresolved,unresolved,unchanged,blind_holdout_unlabeled_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=unresolved_box; raw=unresolved; assisted=unresolved; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0044,R2B0044,263,unresolved_box,unresolved,unresolved,unchanged,blind_holdout_unlabeled_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=unresolved_box; raw=unresolved; assisted=unresolved; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0045,R2B0045,269,vehicle_response_box_possible,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,discovery_negative_or_uncertain_eval_only,silver_mpv_eval_only,true,overlaps_gt_eval_only,0.671914,45.070729,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=vehicle_part; assisted=vehicle_core; gt_relation=overlaps_gt_eval_only; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0046,R2B0046,269,vehicle_response_box_supported,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,discovery_negative_or_uncertain_eval_only,silver_mpv_eval_only,true,overlaps_gt_eval_only,0.915668,28.025179,false,false,false,false,runtime_box=vehicle_response_box_supported; raw=vehicle_part; assisted=vehicle_core; gt_relation=overlaps_gt_eval_only; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0047,R2B0047,270,vehicle_response_box_possible,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,discovery_positive_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0048,R2B0048,270,vehicle_response_box_supported,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,discovery_positive_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_supported; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0049,R2B0049,271,vehicle_response_box_possible,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,discovery_positive_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0050,R2B0050,271,vehicle_response_box_supported,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,discovery_positive_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_supported; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0051,R2B0051,272,vehicle_response_box_possible,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,discovery_positive_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0052,R2B0052,272,vehicle_response_box_supported,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,discovery_positive_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_supported; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0053,R2B0053,273,unresolved_box,unresolved,unresolved,unchanged,discovery_positive_eval_only,silver_mpv_eval_only,true,overlaps_gt_eval_only,0.876731,29.678951,false,false,false,false,runtime_box=unresolved_box; raw=unresolved; assisted=unresolved; gt_relation=overlaps_gt_eval_only; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0054,R2B0054,276,vehicle_response_box_possible,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,discovery_negative_or_uncertain_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0055,R2B0055,276,vehicle_response_box_possible,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,discovery_negative_or_uncertain_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0056,R2B0056,278,vehicle_response_box_possible,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,blind_holdout_unlabeled_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0057,R2B0057,278,vehicle_response_box_possible,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,blind_holdout_unlabeled_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0058,R2B0058,279,vehicle_response_box_possible,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,blind_holdout_unlabeled_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0059,R2B0059,279,vehicle_response_box_possible,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,blind_holdout_unlabeled_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0060,R2B0060,280,vehicle_response_box_possible,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,discovery_negative_or_uncertain_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0061,R2B0061,280,vehicle_response_box_possible,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,discovery_negative_or_uncertain_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0062,R2B0062,281,vehicle_response_box_possible,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,blind_holdout_unlabeled_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0063,R2B0063,281,vehicle_response_box_possible,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,blind_holdout_unlabeled_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0064,R2B0064,281,vehicle_response_box_possible,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,blind_holdout_unlabeled_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0065,R2B0065,284,vehicle_response_box_possible,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,discovery_negative_or_uncertain_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
R2EV0066,R2B0066,284,vehicle_response_box_possible,vehicle_part,vehicle_core,raw_vehicle_part_to_assisted_vehicle_core,discovery_negative_or_uncertain_eval_only,silver_mpv_eval_only,false,no_exact_gt_for_frame,,,false,false,false,false,runtime_box=vehicle_response_box_possible; raw=vehicle_part; assisted=vehicle_core; gt_relation=no_exact_gt_for_frame; no_bbox_size_error_flag; GT used only after freeze,eval_only_gt_assisted
