component_id,sar_frame,extraction_roi,extraction_threshold,candidate_pixels,cap_triggered,frame_observation_complete,semantic_state,bbox,centroid_x,centroid_y,pixel_area,integrated_energy,peak_energy,axis1_px,axis2_px,aspect_ratio,orientation_deg,compactness,max_sar_frame_read,gt_file_opened,evaluation_file_opened,future_frame_read
D1R1OBS_000361_0017,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1017,825,1022,830",1019.675985,827.29352,13,787,67,6.759832,5.06846,1.333705,-142.730609,0.361111,361,false,false,false
D1R1OBS_000361_0018,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1158,829,1173,842",1167.002793,834.270497,79,5013,83,15.386435,11.961921,1.286285,178.479079,0.352679,361,false,false,false
D1R1OBS_000361_0019,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1023,831,1027,835",1024.704412,832.929412,11,680,72,6.32391,3.391029,1.864894,58.020908,0.44,361,false,false,false
D1R1OBS_000361_0020,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1066,831,1071,835",1068.713985,833.305994,15,951,73,8.051211,2.607116,3.088167,146.599295,0.5,361,false,false,false
D1R1OBS_000361_0021,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1175,832,1186,837",1181.751465,834.933594,33,2048,74,12.18007,5.371965,2.26734,156.446677,0.458333,361,false,false,false
D1R1OBS_000361_0022,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1203,832,1207,837",1204.938462,834.273626,15,910,68,7.124232,3.921563,1.816682,56.404856,0.5,361,false,false,false
D1R1OBS_000361_0023,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1151,833,1159,841",1153.856153,837.437897,28,1731,78,9.09623,8.623174,1.054859,64.476757,0.345679,361,false,false,false
D1R1OBS_000361_0024,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1188,833,1202,842",1196.237764,836.30222,57,3739,79,14.972645,9.342835,1.60258,-157.910944,0.38,361,false,false,false
D1R1OBS_000361_0025,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1242,833,1248,836",1244.821646,834.085366,11,656,64,7.637685,3.120655,2.447462,162.251097,0.392857,361,false,false,false
D1R1OBS_000361_0026,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1220,835,1243,846",1231.455075,841.304881,138,9794,108,22.511256,9.945825,2.263387,-171.039281,0.479167,361,false,false,false
D1R1OBS_000361_0027,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1198,838,1225,857",1211.80763,849.340411,178,11821,97,25.924274,16.822177,1.541077,178.211954,0.317857,361,false,false,false
D1R1OBS_000361_0028,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1142,839,1148,843",1144.464332,840.856031,13,771,65,8.182847,3.777801,2.166035,155.131278,0.371429,361,false,false,false
D1R1OBS_000361_0029,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"984,841,988,845",985.881471,842.47139,12,734,68,7.073298,3.01993,2.342206,137.720166,0.48,361,false,false,false
D1R1OBS_000361_0030,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1157,842,1164,845",1160.121137,843.697157,13,809,69,10.231218,3.094931,3.305798,-156.232448,0.40625,361,false,false,false
D1R1OBS_000361_0031,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1039,848,1043,855",1041.005952,851.598214,17,1008,68,8.407473,3.928364,2.140197,66.809823,0.425,361,false,false,false
D1R1OBS_000361_0032,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1174,848,1186,854",1180.165,851.92375,27,1600,66,14.910047,5.088775,2.929988,-159.108691,0.296703,361,false,false,false
D1R1OBS_000361_0033,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1101,849,1105,853",1103.043919,850.809122,17,1184,88,5.338378,4.469039,1.194525,166.010263,0.68,361,false,false,false
D1R1OBS_000361_0034,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1152,851,1158,856",1155.034803,853.62297,14,862,67,10.212202,3.019522,3.382059,-138.60846,0.333333,361,false,false,false
D1R1OBS_000361_0035,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1227,851,1232,854",1229.363885,852.150479,12,731,66,6.833743,3.511447,1.946133,-167.033763,0.5,361,false,false,false
D1R1OBS_000361_0036,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1239,853,1245,857",1242.551925,854.746791,14,857,73,7.789495,4.51428,1.725523,155.110839,0.4,361,false,false,false
D1R1OBS_000361_0037,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1018,854,1026,860",1021.947368,857.265757,25,1539,72,9.603934,5.48736,1.750192,166.079493,0.396825,361,false,false,false
D1R1OBS_000361_0038,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1165,855,1169,860",1167.304214,857.213772,16,973,69,6.505489,4.473471,1.454237,55.598657,0.533333,361,false,false,false
D1R1OBS_000361_0039,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1228,857,1232,860",1230.097458,858.276483,15,944,69,5.443121,3.694404,1.473342,-152.451248,0.75,361,false,false,false
D1R1OBS_000361_0040,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1251,857,1257,861",1253.445302,858.667954,13,777,67,8.504225,4.583829,1.855267,170.673874,0.371429,361,false,false,false
D1R1OBS_000361_0041,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1205,859,1209,862",1206.854305,860.451656,12,755,76,5.148081,3.897977,1.320706,164.518122,0.6,361,false,false,false
D1R1OBS_000361_0042,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1222,862,1226,865",1223.916525,863.388416,10,587,61,6.288308,2.3313,2.69734,148.14897,0.5,361,false,false,false
D1R1OBS_000361_0043,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1181,866,1194,871",1187.762485,868.544632,39,2543,85,16.635026,4.50093,3.695908,-177.178303,0.464286,361,false,false,false
D1R1OBS_000361_0044,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1212,878,1216,883",1213.86674,880.690529,15,908,66,6.080993,4.624221,1.315031,118.07733,0.5,361,false,false,false
D1R1OBS_000361_0045,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"965,884,968,888",966.386824,886.113176,10,592,66,5.488111,3.854661,1.42376,85.982145,0.5,361,false,false,false
D1R1OBS_000361_0046,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1210,885,1217,892",1213.330606,888.106383,20,1222,73,8.783543,5.998851,1.464204,48.082725,0.3125,361,false,false,false
D1R1OBS_000361_0047,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1204,890,1210,893",1207.603416,891.351992,15,1054,98,7.471109,3.041249,2.456592,-169.952384,0.535714,361,false,false,false
D1R1OBS_000361_0048,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1219,890,1226,892",1222.401566,890.9217,13,894,88,8.123442,2.451467,3.313707,-161.741404,0.541667,361,false,false,false
D1R1OBS_000361_0049,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"957,894,997,912",974.35844,905.263538,273,18282,108,41.939678,15.712752,2.669149,-174.875075,0.350449,361,false,false,false
D1R1OBS_000361_0050,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1235,898,1238,903",1236.908629,900.318105,10,591,65,7.153969,3.820799,1.872375,100.538747,0.416667,361,false,false,false
D1R1OBS_000361_0051,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"925,903,932,913",928.504706,907.874716,47,3081,87,11.910259,7.213894,1.651017,104.414498,0.534091,361,false,false,false
D1R1OBS_000361_0052,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"918,904,925,911",921.491676,907.498335,29,1802,80,7.644215,7.412509,1.031259,-155.897392,0.453125,361,false,false,false
D1R1OBS_000361_0053,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"935,905,939,908",936.785235,906.286913,10,596,65,6.447061,2.771254,2.326405,-153.555191,0.5,361,false,false,false
D1R1OBS_000361_0054,361,"918,812,1263,1068",57,7141,false,true,same_motion_candidate,"1082,923,1089,926",1085.620399,924.209356,21,1304,72,9.500046,3.271317,2.904043,172.136601,0.65625,361,false,false,false
D1R1OBS_000361_0055,361,"918,812,1263,1068",57,7141,false,true,same_motion_candidate,"1092,926,1102,930",1096.313211,928.416131,30,2021,96,12.098106,4.259293,2.840402,-166.818541,0.545455,361,false,false,false
D1R1OBS_000361_0056,361,"918,812,1263,1068",57,7141,false,true,same_motion_candidate,"1155,941,1156,948",1155.535525,944.597031,15,943,74,9.402582,2.0589,4.566798,91.037513,0.9375,361,false,false,false
D1R1OBS_000361_0057,361,"918,812,1263,1068",57,7141,false,true,motion_shell_candidate,"1015,946,1170,993",1094.077215,966.648064,2232,169346,199,165.502625,27.31318,6.059442,176.524583,0.298077,361,false,false,false
D1R1OBS_000361_0058,361,"918,812,1263,1068",57,7141,false,true,same_motion_candidate,"1138,947,1144,953",1141.115768,949.694611,23,1503,79,6.643551,5.446614,1.219758,161.139371,0.469388,361,false,false,false
D1R1OBS_000361_0059,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1009,958,1011,962",1010.167963,960.18507,10,643,74,5.308235,3.084078,1.721174,81.127664,0.666667,361,false,false,false
D1R1OBS_000361_0060,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1155,966,1159,971",1156.622771,968.772291,12,729,67,7.645776,3.841124,1.990505,53.714931,0.4,361,false,false,false
D1R1OBS_000361_0061,361,"918,812,1263,1068",57,7141,false,true,same_motion_candidate,"1168,968,1174,972",1170.608163,970.132653,16,980,69,8.488459,5.460103,1.554633,167.688218,0.457143,361,false,false,false
D1R1OBS_000361_0062,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"919,976,928,984",923.13118,980.068979,40,2508,81,12.238608,6.512398,1.879278,150.465453,0.444444,361,false,false,false
D1R1OBS_000361_0063,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1250,981,1263,987",1256.924104,984.279153,47,3070,90,14.53629,5.963555,2.437521,-175.815863,0.479592,361,false,false,false
D1R1OBS_000361_0064,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1221,984,1238,990",1228.874883,987.18218,61,4276,94,19.227172,5.23826,3.670526,-164.344161,0.484127,361,false,false,false
D1R1OBS_000361_0065,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1177,993,1182,997",1179.771255,995.445344,16,988,69,7.390924,3.536604,2.089836,146.212266,0.533333,361,false,false,false
D1R1OBS_000361_0066,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1175,1004,1183,1016",1177.686997,1009.888545,48,3230,105,12.21074,7.331847,1.665439,89.684615,0.410256,361,false,false,false
D1R1OBS_000361_0067,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1109,1005,1114,1007",1111.689415,1006.164345,11,718,78,6.848814,2.7901,2.454684,169.771843,0.611111,361,false,false,false
D1R1OBS_000361_0068,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1177,1013,1235,1049",1200.94086,1031.59038,757,56611,182,56.878632,26.816545,2.121028,-167.903775,0.34677,361,false,false,false
D1R1OBS_000361_0069,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1246,1028,1262,1040",1253.648454,1034.454381,111,7760,130,17.542444,11.716999,1.497179,179.448478,0.502262,361,false,false,false
D1R1OBS_000362_0001,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"964,819,970,822",967.013457,820.354079,18,1189,79,7.330809,4.534302,1.616745,176.196712,0.642857,362,false,false,false
D1R1OBS_000362_0002,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"1141,819,1147,823",1144.050598,820.298068,17,1087,75,6.709379,5.814444,1.153916,154.517756,0.485714,362,false,false,false
D1R1OBS_000362_0003,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"1186,819,1189,823",1187.64774,821.530707,14,863,67,5.8958,4.220305,1.397008,116.505616,0.7,362,false,false,false
D1R1OBS_000362_0004,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"1195,819,1199,822",1196.902375,820.527704,12,758,68,5.519132,3.995425,1.381363,177.12087,0.6,362,false,false,false
D1R1OBS_000362_0005,362,"937,819,1263,1056",59,5625,false,true,unresolved_response,"1162,826,1173,831",1166.723901,828.68315,32,2184,88,12.949468,4.497848,2.879036,-169.205198,0.444444,362,false,false,false
D1R1OBS_000362_0006,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"1176,830,1193,839",1184.260381,834.383391,50,3203,75,17.70597,7.429497,2.383199,-166.601189,0.277778,362,false,false,false
D1R1OBS_000362_0007,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"1074,832,1080,834",1076.552758,832.853717,13,834,78,7.918897,2.765873,2.863073,167.433523,0.619048,362,false,false,false
D1R1OBS_000362_0008,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"1163,832,1171,840",1167.801339,835.850446,27,1792,91,11.02468,6.641449,1.659981,127.912345,0.333333,362,false,false,false
D1R1OBS_000362_0009,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"1197,832,1210,838",1203.2,834.749278,47,3115,85,15.406129,6.342809,2.428913,173.106048,0.479592,362,false,false,false
D1R1OBS_000362_0010,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"1157,834,1163,841",1160.104331,837.826772,16,1016,69,11.073754,3.755704,2.948516,123.213527,0.285714,362,false,false,false
D1R1OBS_000362_0011,362,"937,819,1263,1056",59,5625,false,true,unresolved_response,"1172,835,1175,842",1173.041549,838.01983,17,1059,69,8.778638,3.984557,2.203165,97.579249,0.53125,362,false,false,false
D1R1OBS_000362_0012,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"1226,837,1245,846",1237.355074,841.385617,114,8218,111,19.265469,9.014415,2.137185,178.914235,0.57,362,false,false,false
D1R1OBS_000362_0013,362,"937,819,1263,1056",59,5625,false,true,unresolved_response,"1215,838,1220,841",1217.7936,839.4176,10,625,72,6.904458,2.379451,2.901702,-151.97953,0.416667,362,false,false,false
D1R1OBS_000362_0014,362,"937,819,1263,1056",59,5625,false,true,unresolved_response,"1204,839,1207,842",1205.274709,840.479651,11,688,69,5.334403,3.820823,1.39614,154.517756,0.6875,362,false,false,false
D1R1OBS_000362_0015,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"1246,841,1250,846",1247.701346,843.605875,13,817,72,6.823816,4.150953,1.643915,126.669566,0.433333,362,false,false,false
D1R1OBS_000362_0016,362,"937,819,1263,1056",59,5625,false,true,unresolved_response,"1168,843,1177,845",1171.875,844.28588,14,864,69,11.928722,2.26587,5.264523,175.501277,0.466667,362,false,false,false
D1R1OBS_000362_0017,362,"937,819,1263,1056",59,5625,false,true,unresolved_response,"1217,844,1224,848",1220.42324,846.280746,18,1179,76,9.078252,4.707494,1.928468,-159.8935,0.45,362,false,false,false
D1R1OBS_000362_0018,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"1207,847,1225,862",1214.261864,852.686969,94,6469,93,17.692222,13.724591,1.289089,-169.083829,0.309211,362,false,false,false
D1R1OBS_000362_0019,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"1106,849,1111,852",1108.986854,850.695004,16,1141,91,6.659775,3.694239,1.802746,162.361312,0.666667,362,false,false,false
D1R1OBS_000362_0020,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"1225,850,1233,855",1228.883146,852.411236,21,1335,71,9.57652,5.084502,1.883473,-156.749981,0.388889,362,false,false,false
D1R1OBS_000362_0021,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"1028,856,1033,858",1030.268072,857.024096,10,664,74,7.243222,2.145321,3.376288,166.765062,0.555556,362,false,false,false
D1R1OBS_000362_0022,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"1253,864,1259,866",1256.050955,865.264968,12,785,69,7.965089,2.272317,3.505272,172.403795,0.571429,362,false,false,false
D1R1OBS_000362_0023,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"1188,865,1200,873",1192.890823,869.068553,42,2757,86,13.085719,8.000418,1.635629,171.22999,0.358974,362,false,false,false
D1R1OBS_000362_0024,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"969,884,975,893",972.715247,887.967862,22,1338,66,12.506915,3.810617,3.282123,64.190138,0.314286,362,false,false,false
D1R1OBS_000362_0025,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"1226,889,1235,893",1230.340188,891.186839,25,1702,85,10.774815,4.321655,2.493215,-170.494866,0.5,362,false,false,false
D1R1OBS_000362_0026,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"1211,890,1215,892",1213.383784,891.308108,10,740,87,5.350112,2.69952,1.981876,-179.522579,0.666667,362,false,false,false
D1R1OBS_000362_0027,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"962,895,1004,912",981.991024,905.90241,290,20166,125,46.219987,14.693891,3.145524,-177.209006,0.374677,362,false,false,false
D1R1OBS_000362_0028,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"941,904,945,907",943.249235,905.82263,10,654,72,6.185236,2.557901,2.41809,-144.826912,0.5,362,false,false,false
D1R1OBS_000362_0029,362,"937,819,1263,1056",59,5625,false,true,unresolved_response,"954,904,958,907",955.692418,905.353362,11,699,73,5.847813,3.430265,1.70477,163.051917,0.55,362,false,false,false
D1R1OBS_000362_0030,362,"937,819,1263,1056",59,5625,false,true,reappearance_candidate,"1124,916,1128,924",1126.282744,919.726611,15,962,73,10.5584,4.575941,2.307372,95.040299,0.333333,362,false,false,false
D1R1OBS_000362_0031,362,"937,819,1263,1056",59,5625,false,true,motion_shell_candidate,"1063,922,1069,925",1065.609047,923.885299,10,619,65,8.24544,2.998416,2.749932,-166.37001,0.357143,362,false,false,false
D1R1OBS_000362_0032,362,"937,819,1263,1056",59,5625,false,true,same_motion_supported,"1088,923,1096,927",1091.539877,924.638718,22,1467,82,9.502351,4.084566,2.326404,169.52479,0.488889,362,false,false,false
D1R1OBS_000362_0033,362,"937,819,1263,1056",59,5625,false,true,same_motion_supported,"1097,926,1103,930",1099.880993,928.256849,17,1168,90,6.955546,3.892273,1.787014,-159.94138,0.485714,362,false,false,false
D1R1OBS_000362_0034,362,"937,819,1263,1056",59,5625,false,true,same_motion_candidate,"1018,950,1169,987",1099.474098,966.68168,2131,168560,190,163.982638,25.553975,6.417109,177.127506,0.36894,362,false,false,false
D1R1OBS_000362_0035,362,"937,819,1263,1056",59,5625,false,true,same_motion_supported,"1165,958,1172,965",1169.115899,960.796434,21,1346,72,10.506023,4.703054,2.233873,-143.975033,0.328125,362,false,false,false
D1R1OBS_000362_0036,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"1259,983,1263,987",1261.144698,984.451933,15,1009,78,6.824237,3.911068,1.744852,-146.470995,0.6,362,false,false,false
D1R1OBS_000362_0037,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"1225,984,1242,990",1233.767793,987.009685,63,4440,97,19.232436,5.248727,3.66421,-167.696943,0.5,362,false,false,false
D1R1OBS_000362_0038,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"1183,993,1190,1001",1186.810855,996.823465,29,1824,79,9.092466,6.59952,1.377747,104.922556,0.402778,362,false,false,false
D1R1OBS_000362_0039,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"1181,1004,1187,1014",1183.863446,1009.442512,45,3105,97,11.178691,6.119227,1.826814,86.973621,0.584416,362,false,false,false
D1R1OBS_000362_0040,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"1184,1013,1241,1046",1207.601511,1032.209526,729,55196,161,59.420418,24.385236,2.436738,-167.572187,0.369675,362,false,false,false
D1R1OBS_000362_0041,362,"937,819,1263,1056",59,5625,false,true,background_recurrence_candidate,"1252,1030,1263,1039",1257.884607,1034.916177,61,4593,135,13.210046,8.447048,1.563865,-162.220717,0.508333,362,false,false,false
D1R1OBS_000363_0001,363,"951,823,1264,1047",60,5196,false,true,unresolved_response,"969,828,972,833",970.482533,829.768559,14,916,79,7.258376,4.304041,1.686409,97.304233,0.583333,363,false,false,false
D1R1OBS_000363_0002,363,"951,823,1264,1047",60,5196,false,true,unresolved_response,"1170,828,1179,830",1174.041549,829.136922,15,1059,86,11.721494,2.254502,5.199151,173.950317,0.5,363,false,false,false
D1R1OBS_000363_0003,363,"951,823,1264,1047",60,5196,false,true,static_background_candidate,"1203,831,1216,838",1208.708145,834.989442,40,2652,83,14.298661,6.598337,2.16701,177.330212,0.357143,363,false,false,false
D1R1OBS_000363_0004,363,"951,823,1264,1047",60,5196,false,true,unresolved_response,"1082,832,1088,835",1085.148198,833.578104,12,749,68,7.868161,2.418598,3.253191,-159.1215,0.428571,363,false,false,false
D1R1OBS_000363_0005,363,"951,823,1264,1047",60,5196,false,true,unresolved_response,"1181,832,1188,834",1185.352,832.664,15,1000,76,9.305455,2.861723,3.251697,-169.761078,0.625,363,false,false,false
D1R1OBS_000363_0006,363,"951,823,1264,1047",60,5196,false,true,unresolved_response,"1174,833,1179,835",1176.111406,833.777188,11,754,83,5.89939,2.972131,1.984902,-175.163322,0.611111,363,false,false,false
D1R1OBS_000363_0007,363,"951,823,1264,1047",60,5196,false,true,background_recurrence_candidate,"1191,833,1195,837",1192.721088,835.201361,11,735,73,5.568792,4.086276,1.362804,63.784296,0.44,363,false,false,false
D1R1OBS_000363_0008,363,"951,823,1264,1047",60,5196,false,true,static_background_candidate,"1234,833,1256,848",1245.003264,840.96526,116,8578,104,21.350623,10.902309,1.958358,163.803411,0.315217,363,false,false,false
D1R1OBS_000363_0009,363,"951,823,1264,1047",60,5196,false,true,static_background_candidate,"1168,835,1172,839",1169.702015,837.271474,14,943,81,6.922319,2.858217,2.421901,47.792251,0.56,363,false,false,false
D1R1OBS_000363_0010,363,"951,823,1264,1047",60,5196,false,true,static_background_candidate,"1181,835,1186,839",1183.22646,836.569726,13,839,73,6.24845,4.912877,1.271852,-162.826951,0.433333,363,false,false,false
D1R1OBS_000363_0011,363,"951,823,1264,1047",60,5196,false,true,background_recurrence_candidate,"1170,843,1181,846",1175.106849,844.642009,17,1095,78,12.958327,3.119106,4.1545,170.674726,0.354167,363,false,false,false
D1R1OBS_000363_0012,363,"951,823,1264,1047",60,5196,false,true,static_background_candidate,"1231,845,1234,848",1232.694136,846.605388,10,631,69,5.734884,2.666667,2.150581,138.366461,0.625,363,false,false,false
D1R1OBS_000363_0013,363,"951,823,1264,1047",60,5196,false,true,static_background_candidate,"1213,848,1238,855",1224.327084,851.764689,102,7148,97,27.0528,7.311841,3.699862,-179.498242,0.490385,363,false,false,false
D1R1OBS_000363_0014,363,"951,823,1264,1047",60,5196,false,true,static_background_candidate,"1112,850,1119,853",1115.723577,851.152993,20,1353,82,8.72649,3.729817,2.339656,165.425639,0.625,363,false,false,false
D1R1OBS_000363_0015,363,"951,823,1264,1047",60,5196,false,true,background_recurrence_candidate,"1240,850,1246,853",1243.201439,851.359712,11,695,69,8.588172,3.119971,2.752645,-173.83443,0.392857,363,false,false,false
D1R1OBS_000363_0016,363,"951,823,1264,1047",60,5196,false,true,background_recurrence_candidate,"1030,854,1040,860",1035.011898,857.292088,26,1681,73,13.593072,4.099242,3.315996,159.946166,0.337662,363,false,false,false
D1R1OBS_000363_0017,363,"951,823,1264,1047",60,5196,false,true,unresolved_response,"1192,863,1209,874",1200.594122,868.289045,62,4117,88,19.516899,9.872064,1.976983,178.459133,0.287037,363,false,false,false
D1R1OBS_000363_0018,363,"951,823,1264,1047",60,5196,false,true,static_background_candidate,"977,884,980,889",978.607477,886.587227,10,642,71,7.617916,1.958067,3.890528,54.574069,0.416667,363,false,false,false
D1R1OBS_000363_0019,363,"951,823,1264,1047",60,5196,false,true,unresolved_response,"1229,889,1241,893",1235.433167,891.064892,26,1803,88,13.876343,2.692615,5.153481,-166.181347,0.4,363,false,false,false
