scene,response_unit_id,source_response_box_id,source_r1_family_id,sar_frame,sar_gray_image_relpath,core_bbox,conservative_bbox,uncertain_envelope,response_state,calibration_status,max_range_m,radial_grid_spacing_m_per_px,sar_fan_center_x_px,sar_fan_center_y_px,geometry_origin_status,gt_file_opened,paired_annotations_opened,mask_audit_opened,generation_input_scope,response_center_x,response_center_y,absolute_range_px,absolute_range_m,azimuth_angle_deg,range_unit_x,range_unit_y,azimuth_unit_x,azimuth_unit_y,pixel_count,rect_pixel_count,raw_intensity_sum,background_estimate,background_sample_count,background_source,background_subtracted_energy,energy_valid,range_weighted_mean_px,azimuth_weighted_mean_px,range_p50_width_px,range_p80_width_px,range_p90_width_px,azimuth_p50_width_px,azimuth_p80_width_px,azimuth_p90_width_px,range_p50_width_m,range_p80_width_m,range_p90_width_m,azimuth_p50_width_m,azimuth_p80_width_m,azimuth_p90_width_m,range_to_azimuth_p80_ratio,principal_axis_major_std_px,principal_axis_minor_std_px,principal_axis_ratio,principal_axis_angle_image_deg,principal_axis_angle_to_range_deg,principal_axis_angle_to_azimuth_deg,yaw_proxy_major_axis_deg,yaw_proxy_shape_class,energy_centroid_x,energy_centroid_y,energy_centroid_range_m,energy_centroid_azimuth_px,energy_centroid_offset_px,distance_to_fan_boundary_px,distance_to_fan_boundary_m,touches_display_fan_boundary,near_fan_boundary_side,boundary_family_id,boundary_variant_count,multiple_boundary_variant_uncertainty,scale_yaw_feasible,best_yaw_deg,yaw_feasible_interval_deg,best_scale_length_m,best_scale_width_m,scale_yaw_residual_m,min_extra_blur_margin_m
GM_RM019,R21B00011,R21B00011,R21R1F00006,28,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000028.png,"1036,1131,1192,1233","1036,1131,1192,1233","1006,1131,1192,1233",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1114,1182,153.889441,4.616683,-15.065723,-0.259927,-0.965628,0.965628,-0.259927,15912,15912,820745,41,23544,local_ring_excluding_frozen_responses,191838,true,6.235428,4.122545,34.90818,78.401741,93.552872,52.550713,102.615234,122.2995,1.047245,2.352052,2.806586,1.576521,3.078457,3.668985,0.764036,37.523164,28.426225,1.320019,9.878469,65.055809,24.944191,65.055809,azimuth_dominant,1116.360107,1174.907349,4.805337,4.122557,7.475012,97.6,2.928,false,near_range_bottom_display,R21R11BF00006,2,true,true,87,46-134,3,2.2,0.032628,0
GM_RM019,R21B00012,R21B00012,R21R1F00010,29,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000029.png,"1042,1131,1192,1197","1042,1131,1192,1197","1042,1131,1192,1245",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1117,1164,170.659193,5.119776,-12.521525,-0.216806,-0.976215,0.976215,-0.216806,9900,9900,595581,46,15336,local_ring_excluding_frozen_responses,150997,true,1.000751,1.891532,25.824568,47.18996,57.374001,56.40247,101.958755,120.94397,0.774737,1.415699,1.72122,1.692074,3.058763,3.628319,0.462834,37.778908,17.283557,2.185829,7.365774,70.112701,19.887299,70.112701,azimuth_dominant,1118.629517,1162.613037,5.150109,1.89146,2.139858,133.6,4.008,false,near_range_bottom_display,R21R11BF00010,2,true,true,90,75-105,3.1,1.4,0.044124,0
GM_RM019,R21B00013,R21B00013,R21R1F00011,29,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000029.png,"1096,1203,1156,1245","1096,1203,1156,1245","1042,1131,1192,1245",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1126,1224,110.21597,3.306479,-14.717103,-0.254047,-0.967192,0.967192,-0.254047,2520,2520,152767,50,2142,local_ring_excluding_frozen_responses,31779,true,-0.43975,4.759838,9.57393,20.653996,28.342533,13.433624,32.639553,41.081158,0.287218,0.61962,0.850276,0.403009,0.979187,1.232435,0.63279,13.00905,7.639945,1.702768,3.420801,71.862096,18.137904,71.862096,azimuth_dominant,1130.715454,1223.216064,3.296382,4.759906,4.780174,85.6,2.568,false,near_range_bottom_display,R21R11BF00011,1,false,false,90,,3,1.4,2.16626,0
GM_RM019,R21B00014,R21B00014,R21R1F00012,29,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000029.png,"1090,1131,1114,1149","1090,1131,1114,1149","1042,1131,1192,1245",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1102,1140,197.56609,5.926983,-15.260206,-0.263203,-0.96474,0.96474,-0.263203,432,432,29610,57,440,local_ring_excluding_frozen_responses,5966,true,2.167762,-1.222632,4.034093,7.981127,11.488813,7.804983,14.207904,17.716602,0.121023,0.239434,0.344664,0.234149,0.426237,0.531498,0.561739,5.58085,3.364719,1.658638,15.137692,59.602103,30.397897,59.602103,azimuth_dominant,1100.249878,1138.230469,5.992128,-1.222668,2.488809,181.6,5.448,false,near_range_bottom_display,R21R11BF00012,1,false,false,90,,3,1.4,2.823326,0
GM_RM019,R21B00015,R21B00015,R21R1F00010,29,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000029.png,"1042,1131,1192,1245","1042,1131,1192,1245","1042,1131,1192,1245",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1117,1188,147.32196,4.419659,-14.54561,-0.251151,-0.967948,0.967948,-0.251151,17100,17100,966053,45,24192,local_ring_excluding_frozen_responses,220120,true,7.41257,5.323111,38.550941,84.227768,98.59494,49.977612,98.620728,118.424973,1.156528,2.526833,2.957848,1.499328,2.958622,3.552749,0.854057,36.355054,31.678418,1.147628,1.854007,73.600383,16.399617,73.600383,near_isotropic,1120.290771,1179.488037,4.644785,5.32308,9.125935,85.6,2.568,false,near_range_bottom_display,R21R11BF00010,2,true,true,90,0-6;35-145;174-179,3,2.5,0.049317,0
GM_RM019,R21B00016,R21B00016,R21R1F00013,30,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000030.png,"1042,1131,1193,1197","1042,1131,1193,1197","1042,1131,1193,1245",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1117.5,1164,170.551488,5.116545,-12.357548,-0.214012,-0.976831,0.976831,-0.214012,9966,9966,650716,51,15372,local_ring_excluding_frozen_responses,158135,true,0.033062,3.573863,25.92531,46.449318,57.029114,57.205017,103.609772,123.267181,0.777759,1.39348,1.710873,1.716151,3.108293,3.698015,0.44831,38.326515,17.263451,2.220096,8.137924,69.504528,20.495472,69.504528,azimuth_dominant,1120.984009,1163.202759,5.118662,3.573907,3.574061,133.6,4.008,false,near_range_bottom_display,R21R11BF00013,3,true,true,90,76-104,3.1,1.4,0.010549,0
GM_RM019,R21B00017,R21B00017,R21R1F00014,30,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000030.png,"1096,1203,1162,1245","1096,1203,1162,1245","1042,1131,1193,1245",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1129,1224,109.492283,3.284768,-13.198571,-0.228327,-0.973585,0.973585,-0.228327,2772,2772,189108,54,2736,local_ring_excluding_frozen_responses,45969,true,-1.390161,4.501525,9.675568,21.681892,29.724468,14.771816,34.807934,45.301823,0.290267,0.650457,0.891734,0.443154,1.044238,1.359055,0.622901,13.562639,8.150711,1.663982,0.544341,76.257088,13.742912,76.257088,azimuth_dominant,1133.700073,1224.325562,3.245876,4.501585,4.711335,85.6,2.568,false,near_range_bottom_display,R21R11BF00014,2,true,false,90,,3,1.4,2.094474,0
GM_RM019,R21B00018,R21B00018,R21R1F00015,30,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000030.png,"1090,1131,1120,1149","1090,1131,1120,1149","1042,1131,1193,1245",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1105,1140,196.797764,5.903933,-14.417551,-0.248987,-0.968507,0.968507,-0.248987,540,540,36488,64,572,local_ring_excluding_frozen_responses,5027,true,2.284755,-4.423941,4.177893,8.716562,11.953388,6.087468,12.120056,16.99003,0.125337,0.261497,0.358602,0.182624,0.363602,0.509701,0.719185,5.662356,3.436551,1.647686,18.706501,56.875948,33.124052,56.875948,azimuth_dominant,1100.146484,1138.888672,5.973951,-4.423958,4.979123,181.6,5.448,false,near_range_bottom_display,R21R11BF00015,1,false,false,90,,3,1.4,2.871722,0
GM_RM019,R21B00019,R21B00019,R21R1F00016,30,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000030.png,"1066,1221,1084,1239","1066,1221,1084,1239","1042,1131,1193,1245",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1075,1230,127.911532,3.837346,-38.142132,-0.617614,-0.786481,0.786481,-0.617614,324,324,20476,48,152,local_ring_excluding_frozen_responses,5290,true,2.320583,-0.206524,6.460715,10.89503,12.805726,6.176144,11.006044,13.650059,0.193821,0.326851,0.384172,0.185284,0.330181,0.409502,0.989913,4.353964,4.33301,1.004836,7.157346,44.700522,45.299478,44.700522,near_isotropic,1073.404297,1228.30249,3.906969,-0.206584,2.329766,91.6,2.748,false,near_range_bottom_display,R21R11BF00016,1,false,false,90,,3,1.4,2.877426,0
GM_RM019,R21B00020,R21B00020,R21R1F00017,30,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000030.png,"1042,1221,1054,1239","1042,1221,1054,1239","1042,1131,1193,1245",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1048,1230,146.138154,4.384145,-46.497225,-0.725341,-0.68839,0.68839,-0.725341,216,216,14004,48,468,local_ring_excluding_frozen_responses,3756,true,1.104324,-0.647976,4.130338,7.867898,10.621456,5.114338,10.006969,12.219944,0.12391,0.236037,0.318644,0.15343,0.300209,0.366598,0.786242,4.402745,2.815761,1.563607,80.028075,36.5253,53.4747,36.5253,azimuth_dominant,1046.75293,1229.709839,4.417316,-0.648005,1.280382,91.6,2.748,false,near_range_bottom_display,R21R11BF00017,1,false,false,90,,3,1.4,2.940014,0
GM_RM019,R21B00021,R21B00021,R21R1F00013,30,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000030.png,"1042,1131,1193,1245","1042,1131,1193,1245","1042,1131,1193,1245",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1117.5,1188,147.197181,4.415915,-14.357225,-0.247967,-0.968769,0.968769,-0.247967,17214,17214,1073425,50,24264,local_ring_excluding_frozen_responses,245177,true,3.815109,5.905362,41.247387,84.057999,99.743073,49.102161,100.694862,121.009789,1.237422,2.52174,2.992292,1.473065,3.020846,3.630294,0.834779,36.826933,32.559025,1.131082,8.047411,67.595364,22.404636,67.595364,near_isotropic,1122.274902,1182.839722,4.533831,5.905352,7.030517,85.6,2.568,false,near_range_bottom_display,R21R11BF00013,3,true,true,90,0-6;36-144;174-179,3,2.5,0.030119,0
GM_RM019,R21B00022,R21B00022,R21R1F00013,30,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000030.png,"1042,1131,1193,1239","1042,1131,1193,1239","1042,1131,1193,1245",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1117.5,1185,150.10533,4.50316,-14.073274,-0.243163,-0.969986,0.969986,-0.243163,16308,16308,1024122,50,22926,local_ring_excluding_frozen_responses,238758,true,2.574851,5.149618,39.772072,82.200287,96.541534,49.041565,101.145645,121.250854,1.193162,2.466009,2.896246,1.471247,3.034369,3.637526,0.812692,36.814553,31.39087,1.172779,10.629482,65.297244,24.702756,65.297244,near_isotropic,1121.869019,1181.250244,4.583009,5.149685,5.757516,91.6,2.748,false,near_range_bottom_display,R21R11BF00013,3,true,true,89,0-4;39-141;176-179,3,2.4,0.015694,0
GM_RM019,R21B00023,R21B00023,R21R1F00014,30,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000030.png,"1066,1203,1162,1245","1066,1203,1162,1245","1042,1131,1193,1245",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1114,1224,113.85763,3.415729,-20.567825,-0.351316,-0.936257,0.936257,-0.351316,4032,4032,255696,48,6564,local_ring_excluding_frozen_responses,67967,true,-4.502193,10.578472,14.166815,29.268129,38.74839,20.720613,49.979961,75.490768,0.425004,0.878044,1.162452,0.621618,1.499399,2.264723,0.585597,23.587012,9.032624,2.611314,0.838499,68.593676,21.406324,68.593676,azimuth_dominant,1125.48584,1224.498779,3.295978,10.578468,11.496665,85.6,2.568,false,near_range_bottom_display,R21R11BF00014,2,true,false,90,,3,1.4,1.588786,0
GM_RM019,R21B00024,R21B00024,R21R1F00018,31,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000031.png,"1042,1135,1193,1249","1042,1135,1193,1249","1042,1135,1193,1249",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1117.5,1192,143.325539,4.299766,-14.753736,-0.254665,-0.967029,0.967029,-0.254665,17214,17214,883793,40,24264,local_ring_excluding_frozen_responses,213193,true,3.486093,5.533776,44.073792,84.296906,101.545059,49.163605,100.928978,120.070023,1.322214,2.528907,3.046352,1.474908,3.027869,3.602101,0.83521,36.828951,33.104587,1.112503,4.987093,70.25917,19.74083,70.25917,near_isotropic,1121.963501,1187.219482,4.40748,5.533767,6.540351,81.6,2.448,false,near_range_bottom_display,R21R11BF00018,1,false,true,89,0-6;35-145;174-179,3,2.5,0.027685,0
GM_RM019,R21B00025,R21B00025,R21R1F00018,31,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000031.png,"1090,1135,1114,1147","1090,1135,1114,1147","1042,1135,1193,1249",local_response_unit_not_complete_vehicle,PROJECT_CONFIRMED,40,0.03,1154,1330.6,project_confirmed_fan_center_px_1154_0_1330_6,false,false,false,sar_gray+local_response_units+boundary_variant_families+project_confirmed_calibration_only,1102,1141,196.601526,5.898046,-15.336911,-0.264494,-0.964387,0.964387,-0.264494,288,288,18150,52.5,440,local_ring_excluding_frozen_responses,3529,true,0.193976,-1.00885,4.651032,8.150496,9.908367,5.521829,10.795441,14.559399,0.139531,0.244515,0.297251,0.165655,0.323863,0.436782,0.754994,4.423839,2.933918,1.507826,3.343699,71.31939,18.68061,71.31939,azimuth_dominant,1100.97583,1141.079712,5.903944,-1.00878,1.027267,183.6,5.508,false,near_range_bottom_display,R21R11BF00019,2,true,false,90,,3,1.4,2.914936,0
