edge_id,sar_frame,source_response_unit_id,target_response_unit_id,edge_type,shared_core_atoms,accepted_graph_links,center_distance_px,bbox_gap_px,spatial_relation,candidate_reason_cn,edge_state
R21R11E00011,31,R21B00024,R21B00026,accepted_graph_link_candidate,,R21GE00031,78.652718,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00012,31,R21B00024,R21B00027,accepted_graph_link_candidate,,R21GE00032,55.697846,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00013,31,R21B00024,R21B00031,accepted_graph_link_candidate,,R21GE00030;R21GE00031,39.61376,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00014,31,R21B00025,R21B00029,accepted_graph_link_candidate,,R21GE00030,53.303377,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00015,31,R21B00025,R21B00030,accepted_graph_link_candidate,,R21GE00030,53.303377,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00016,31,R21B00026,R21B00027,accepted_graph_link_candidate,,R21GE00035,24.738634,6,side_by_side_endpoint_axis,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00017,31,R21B00026,R21B00028,accepted_graph_link_candidate,,R21GE00031,78.652718,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00018,31,R21B00026,R21B00030,accepted_graph_link_candidate,,R21GE00031;R21GE00035,78.652718,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00019,31,R21B00027,R21B00028,accepted_graph_link_candidate,,R21GE00032,55.697846,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00020,31,R21B00027,R21B00029,accepted_graph_link_candidate,,R21GE00032;R21GE00035,55.697846,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00021,31,R21B00027,R21B00031,accepted_graph_link_candidate,,R21GE00035,39.115214,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00022,31,R21B00030,R21B00031,accepted_graph_link_candidate,,R21GE00030;R21GE00031;R21GE00035,39.61376,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00023,32,R21B00032,R21B00033,accepted_graph_link_candidate,,R21GE00036,65.520989,6,side_by_side_endpoint_axis,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00024,32,R21B00032,R21B00034,accepted_graph_link_candidate,,R21GE00037,68.014704,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00025,32,R21B00032,R21B00036,accepted_graph_link_candidate,,R21GE00039,75.179785,12,side_by_side_endpoint_axis,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00026,32,R21B00033,R21B00034,part_part_candidate,,,37.589892,12,range_stack_side_axis,中心距离较近但边界族证据不足，仅保留弱候选边。,weak_same_object_candidate
R21R11E00027,32,R21B00033,R21B00036,accepted_graph_link_candidate,,R21GE00043,54.083269,30,range_stack_side_axis,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00028,32,R21B00033,R21B00039,accepted_graph_link_candidate,,R21GE00036,59.774577,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00029,32,R21B00034,R21B00038,accepted_graph_link_candidate,,R21GE00037,59.169249,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00030,32,R21B00036,R21B00038,accepted_graph_link_candidate,,R21GE00039;R21GE00043,62.425956,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00031,32,R21B00036,R21B00039,accepted_graph_link_candidate,,R21GE00039,69.971423,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00032,34,R21B00040,R21B00043,accepted_graph_link_candidate,,R21GE00053,71.83488,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00033,34,R21B00040,R21B00044,accepted_graph_link_candidate,,R21GE00054,66.251415,6,side_by_side_endpoint_axis,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00034,34,R21B00040,R21B00045,accepted_graph_link_candidate,,R21GE00055,67.884092,6,side_by_side_endpoint_axis,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00035,34,R21B00041,R21B00044,accepted_graph_link_candidate,,R21GE00059,36.124784,6,side_by_side_endpoint_axis,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00036,34,R21B00041,R21B00045,accepted_graph_link_candidate,,R21GE00060,63.285069,30,range_stack_side_axis,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00037,34,R21B00043,R21B00045,part_part_candidate,,,43.266615,18,range_stack_side_axis,中心距离较近但边界族证据不足，仅保留弱候选边。,weak_same_object_candidate
R21R11E00038,34,R21B00043,R21B00047,accepted_graph_link_candidate,,R21GE00053,60.101997,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00039,34,R21B00044,R21B00045,accepted_graph_link_candidate,,R21GE00069,51.088159,30,range_stack_side_axis,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00040,34,R21B00044,R21B00047,accepted_graph_link_candidate,,R21GE00054;R21GE00059,36.458881,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00041,34,R21B00045,R21B00047,accepted_graph_link_candidate,,R21GE00055;R21GE00060,36.5,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00042,39,R21B00048,R21B00050,accepted_graph_link_candidate,,R21GE00075,57.019733,6,side_by_side_endpoint_axis,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00043,39,R21B00048,R21B00051,accepted_graph_link_candidate,,R21GE00076,87.116302,30,side_by_side_endpoint_axis,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00044,39,R21B00048,R21B00055,accepted_graph_link_candidate,,R21GE00075;R21GE00076,75.014999,6,side_by_side_endpoint_axis,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00045,39,R21B00050,R21B00051,accepted_graph_link_candidate,,R21GE00090,30.594117,6,side_by_side_endpoint_axis,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00046,39,R21B00050,R21B00054,accepted_graph_link_candidate,,R21GE00075;R21GE00090,27.041635,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00047,39,R21B00051,R21B00053,accepted_graph_link_candidate,,R21GE00076;R21GE00090,75.134879,6,side_by_side_endpoint_axis,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00048,40,R21B00056,R21B00058,accepted_graph_link_candidate,,R21GE00094,72.001736,18,range_stack_side_axis,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00049,52,R21B00063,R21B00064,accepted_graph_link_candidate,,R21GE00104,80.777472,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00050,77,R21B00069,R21B00070,accepted_graph_link_candidate,,R21GE00112,81.498466,24,range_stack_side_axis,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00051,77,R21B00069,R21B00071,accepted_graph_link_candidate,,R21GE00113,44.598206,6,diagonal_adjacent,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00052,77,R21B00070,R21B00071,accepted_graph_link_candidate,,R21GE00117,66.068147,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00053,77,R21B00070,R21B00076,accepted_graph_link_candidate,,R21GE00112;R21GE00117,69.584481,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00054,77,R21B00071,R21B00075,accepted_graph_link_candidate,,R21GE00113;R21GE00117,40.804412,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00055,78,R21B00077,R21B00078,accepted_graph_link_candidate,,R21GE00133,58.249464,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00056,79,R21B00084,R21B00086,accepted_graph_link_candidate,,R21GE00155,39.115214,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00057,79,R21B00084,R21B00087,accepted_graph_link_candidate,,R21GE00156,57.628118,6,diagonal_adjacent,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00058,79,R21B00086,R21B00091,accepted_graph_link_candidate,,R21GE00155,58.249464,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00059,79,R21B00087,R21B00090,accepted_graph_link_candidate,,R21GE00156,64.202804,6,diagonal_adjacent,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00060,80,R21B00092,R21B00093,accepted_graph_link_candidate,,R21GE00169,67.416615,18,range_stack_side_axis,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00061,80,R21B00092,R21B00096,accepted_graph_link_candidate,,R21GE00173,55.803226,12,diagonal_adjacent,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00062,80,R21B00093,R21B00094,accepted_graph_link_candidate,,R21GE00175,68.014704,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00063,80,R21B00093,R21B00096,accepted_graph_link_candidate,,R21GE00178,36.619667,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00064,80,R21B00093,R21B00099,accepted_graph_link_candidate,,R21GE00169;R21GE00175,25.632011,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00065,80,R21B00094,R21B00098,accepted_graph_link_candidate,,R21GE00175,74.094534,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00066,80,R21B00096,R21B00098,accepted_graph_link_candidate,,R21GE00173;R21GE00178,45.398238,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00067,80,R21B00096,R21B00099,accepted_graph_link_candidate,,R21GE00173,49.658836,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00068,81,R21B00100,R21B00102,accepted_graph_link_candidate,,R21GE00195,57.628118,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00069,212,R21B00105,R21B00106,accepted_graph_link_candidate,,R21GE00200,51.906165,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00070,213,R21B00108,R21B00110,accepted_graph_link_candidate,,R21GE00202,61.897092,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00071,216,R21B00112,R21B00113,accepted_graph_link_candidate,,R21GE00204,52.478567,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00072,224,R21B00117,R21B00118,accepted_graph_link_candidate,,R21GE00206,47.594643,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00073,224,R21B00117,R21B00119,accepted_graph_link_candidate,,R21GE00207,72.582711,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00074,224,R21B00117,R21B00122,accepted_graph_link_candidate,,R21GE00206;R21GE00207,54.362211,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00075,224,R21B00118,R21B00119,accepted_graph_link_candidate,,R21GE00208,34.205263,12,side_by_side_endpoint_axis,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00076,224,R21B00118,R21B00121,accepted_graph_link_candidate,,R21GE00206;R21GE00208,44.768851,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00077,224,R21B00119,R21B00120,accepted_graph_link_candidate,,R21GE00207;R21GE00208,70.379329,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00078,227,R21B00124,R21B00125,accepted_graph_link_candidate,,R21GE00209,43.820657,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00079,228,R21B00128,R21B00129,accepted_graph_link_candidate,,R21GE00212,40.140379,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00080,259,R21B00143,R21B00144,part_part_candidate,,,77.403165,0,overlapping_or_touching,局部响应空间邻近，保留为可能同目标不同部件，不确认车辆身份。,weak_same_object_candidate
R21R11E00081,259,R21B00143,R21B00145,accepted_graph_link_candidate,,R21GE00226,80.313448,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00082,259,R21B00143,R21B00148,accepted_graph_link_candidate,,R21GE00226,74.74122,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00083,259,R21B00144,R21B00145,accepted_graph_link_candidate,,R21GE00227,51,6,range_stack_side_axis,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00084,259,R21B00144,R21B00147,accepted_graph_link_candidate,,R21GE00227,63.56886,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00085,259,R21B00145,R21B00146,accepted_graph_link_candidate,,R21GE00226;R21GE00227,67.082039,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00086,260,R21B00150,R21B00151,accepted_graph_link_candidate,,R21GE00228,63.33443,6,range_stack_side_axis,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00087,260,R21B00150,R21B00152,accepted_graph_link_candidate,,R21GE00229,80.721744,6,diagonal_adjacent,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00088,260,R21B00150,R21B00155,accepted_graph_link_candidate,,R21GE00228;R21GE00229,66.407831,6,range_stack_side_axis,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00089,260,R21B00151,R21B00152,accepted_graph_link_candidate,,R21GE00230,54.251728,6,side_by_side_endpoint_axis,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00090,260,R21B00151,R21B00154,accepted_graph_link_candidate,,R21GE00228;R21GE00230,42.5,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00091,260,R21B00152,R21B00153,accepted_graph_link_candidate,,R21GE00229;R21GE00230,64.621978,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00092,269,R21B00159,R21B00160,accepted_graph_link_candidate,,R21GE00231,40.804412,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00093,269,R21B00159,R21B00161,accepted_graph_link_candidate,,R21GE00232,64.621978,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00094,269,R21B00160,R21B00161,part_part_candidate,,,73.545904,42,side_by_side_endpoint_axis,中心距离较近但边界族证据不足，仅保留弱候选边。,weak_same_object_candidate
R21R11E00095,269,R21B00160,R21B00166,accepted_graph_link_candidate,,R21GE00231,40.804412,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00096,269,R21B00161,R21B00165,accepted_graph_link_candidate,,R21GE00232,62.641839,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00097,270,R21B00167,R21B00168,accepted_graph_link_candidate,,R21GE00246,48.373546,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00098,270,R21B00167,R21B00169,accepted_graph_link_candidate,,R21GE00247,59.093147,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00099,270,R21B00167,R21B00170,part_part_candidate,,,76.485293,0,overlapping_or_touching,局部响应空间邻近，保留为可能同目标不同部件，不确认车辆身份。,weak_same_object_candidate
R21R11E00100,270,R21B00168,R21B00169,part_part_candidate,,,80.049984,48,side_by_side_endpoint_axis,中心距离较近但边界族证据不足，仅保留弱候选边。,weak_same_object_candidate
R21R11E00101,270,R21B00168,R21B00173,accepted_graph_link_candidate,,R21GE00246,48.373546,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00102,270,R21B00168,R21B00174,accepted_graph_link_candidate,,R21GE00246,51.613952,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00103,270,R21B00169,R21B00170,accepted_graph_link_candidate,,R21GE00253,44.294469,6,range_stack_side_axis,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00104,270,R21B00169,R21B00172,accepted_graph_link_candidate,,R21GE00247,56.044625,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00105,270,R21B00169,R21B00174,accepted_graph_link_candidate,,R21GE00247;R21GE00253,53.665631,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00106,270,R21B00170,R21B00172,part_part_candidate,,,78.746428,0,overlapping_or_touching,局部响应空间邻近，保留为可能同目标不同部件，不确认车辆身份。,weak_same_object_candidate
R21R11E00107,270,R21B00170,R21B00173,accepted_graph_link_candidate,,R21GE00253,76.485293,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00108,271,R21B00175,R21B00176,accepted_graph_link_candidate,,R21GE00256,49.929951,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00109,271,R21B00175,R21B00177,accepted_graph_link_candidate,,R21GE00257,54.083269,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00110,271,R21B00175,R21B00181,accepted_graph_link_candidate,,R21GE00256;R21GE00257,36,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00111,271,R21B00176,R21B00177,part_part_candidate,,,72.99315,36,side_by_side_endpoint_axis,中心距离较近但边界族证据不足，仅保留弱候选边。,weak_same_object_candidate
R21R11E00112,271,R21B00176,R21B00180,accepted_graph_link_candidate,,R21GE00256,49.929951,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00113,271,R21B00177,R21B00179,accepted_graph_link_candidate,,R21GE00257,51,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00114,272,R21B00183,R21B00184,accepted_graph_link_candidate,,R21GE00262,51.78803,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00115,272,R21B00183,R21B00185,accepted_graph_link_candidate,,R21GE00263,75.239617,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00116,272,R21B00184,R21B00185,part_part_candidate,,,80.777472,42,side_by_side_endpoint_axis,中心距离较近但边界族证据不足，仅保留弱候选边。,weak_same_object_candidate
R21R11E00117,272,R21B00184,R21B00190,accepted_graph_link_candidate,,R21GE00262,52.392748,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00118,272,R21B00185,R21B00189,accepted_graph_link_candidate,,R21GE00263,70.611614,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00119,273,R21B00191,R21B00192,accepted_graph_link_candidate,,R21GE00277,64.132675,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00120,276,R21B00196,R21B00197,accepted_graph_link_candidate,,R21GE00283,37.107951,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00121,276,R21B00196,R21B00198,accepted_graph_link_candidate,,R21GE00284,73.054774,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00122,276,R21B00196,R21B00203,accepted_graph_link_candidate,,R21GE00283;R21GE00284,34.205263,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00123,276,R21B00197,R21B00198,part_part_candidate,,,78.917679,42,side_by_side_endpoint_axis,中心距离较近但边界族证据不足，仅保留弱候选边。,weak_same_object_candidate
R21R11E00124,276,R21B00197,R21B00202,accepted_graph_link_candidate,,R21GE00283,37.107951,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00125,276,R21B00198,R21B00201,accepted_graph_link_candidate,,R21GE00284,73.054774,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00126,278,R21B00204,R21B00205,accepted_graph_link_candidate,,R21GE00293,51.78803,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00127,279,R21B00208,R21B00209,accepted_graph_link_candidate,,R21GE00296,51.78803,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00128,280,R21B00213,R21B00214,accepted_graph_link_candidate,,R21GE00302,51.088159,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00129,281,R21B00217,R21B00218,accepted_graph_link_candidate,,R21GE00305,51.088159,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00130,281,R21B00217,R21B00219,accepted_graph_link_candidate,,R21GE00306,82.540899,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00131,281,R21B00217,R21B00223,accepted_graph_link_candidate,,R21GE00305;R21GE00306,52.478567,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00132,281,R21B00218,R21B00219,part_part_candidate,,,84.480767,48,side_by_side_endpoint_axis,中心距离较近但边界族证据不足，仅保留弱候选边。,weak_same_object_candidate
R21R11E00133,281,R21B00218,R21B00222,accepted_graph_link_candidate,,R21GE00305,51.088159,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00134,281,R21B00219,R21B00221,accepted_graph_link_candidate,,R21GE00306,78.917679,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00135,284,R21B00225,R21B00226,accepted_graph_link_candidate,,R21GE00311,48.093659,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00136,288,R21B00231,R21B00232,accepted_graph_link_candidate,,R21GE00321,36.249138,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00137,289,R21B00236,R21B00237,accepted_graph_link_candidate,,R21GE00327,44.598206,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00138,289,R21B00236,R21B00238,accepted_graph_link_candidate,,R21GE00328,90.697299,18,range_stack_side_axis,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
R21R11E00139,289,R21B00236,R21B00243,accepted_graph_link_candidate,,R21GE00327;R21GE00328,70.802542,0,overlapping_or_touching,accepted graph link 不能合并为边界族，但可保留为同目标候选关系。,same_object_candidate
