source_file,field_name,semantic_meaning,used_in_anchor_audit,used_in_anchor_initialization,used_in_propagation_runtime,used_in_stop_rule,used_in_response_extraction,used_in_metric_evaluation,runtime_or_eval_only,first_code_location,notes
reports/oty2/samples/oty2_wgv3_5a_paired_annotations_20260710.csv,sar_bbox_y2,sar bbox y2,true,true,true,false,false,true,anchor_prior_and_future_endpoint,pair_box:285-286; propagate_interval:529-530; method_region:496-508; coverage:545-548,"Manual SAR bbox is used as both source anchor and target endpoint before P1/P2/P3 output; this is known-endpoint interpolation, not independent extrapolation."
reports/oty2/samples/oty2_wgv3_5a_paired_annotations_20260710.csv,depth_path,depth path,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_paired_annotations_20260710.csv,pair_source,pair source,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_paired_annotations_20260710.csv,pair_confidence,pair confidence,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_paired_annotations_20260710.csv,identity_confidence,identity confidence,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_paired_annotations_20260710.csv,usable_for_calibration,usable for calibration,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_paired_annotations_20260710.csv,blocked_reason,blocked reason,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_paired_annotations_20260710.csv,sar_gt_id,sar gt id,false,false,false,false,false,false,loaded_not_used_by_wgv36,,Available in paired CSV but not read by WGV3.6A propagation path.
reports/oty2/samples/oty2_wgv3_5a_paired_annotations_20260710.csv,correspondence_match_iou,correspondence match iou,false,false,false,false,false,false,loaded_not_used_by_wgv36,,Available in paired CSV but not read by WGV3.6A propagation path.
reports/oty2/samples/oty2_wgv3_5a_paired_annotations_20260710.csv,vehicle_research_eligibility,vehicle research eligibility,false,false,false,false,false,false,loaded_not_used_by_wgv36,,Available in paired CSV but not read by WGV3.6A propagation path.
reports/oty2/samples/oty2_wgv3_5a_paired_annotations_20260710.csv,visibility_state,visibility state,false,false,false,false,false,false,loaded_not_used_by_wgv36,,Available in paired CSV but not read by WGV3.6A propagation path.
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_mask_observation_audit_20260711.csv,pair_id,pair id,true,false,false,false,false,false,join_or_fallback_identifier,load_context:252; load_context:265,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_mask_observation_audit_20260711.csv,physical_vehicle_id,physical vehicle id,true,false,false,false,false,false,join_or_fallback_identifier,load_context:252; load_context:265,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_mask_observation_audit_20260711.csv,optical_frame,optical frame,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_mask_observation_audit_20260711.csv,sar_frame,sar frame,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_mask_observation_audit_20260711.csv,sar_bbox,sar bbox,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_mask_observation_audit_20260711.csv,sar_bbox_center,sar bbox center,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_mask_observation_audit_20260711.csv,sar_bbox_center_inside_mask,sar bbox center inside mask,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_mask_observation_audit_20260711.csv,sar_bbox_touches_mask,sar bbox touches mask,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_mask_observation_audit_20260711.csv,sar_bbox_mask_intersection_ratio,sar bbox mask intersection ratio,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_mask_observation_audit_20260711.csv,sar_response_touches_mask,sar response touches mask,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_mask_observation_audit_20260711.csv,sar_response_truncation_direction,sar response truncation direction,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_mask_observation_audit_20260711.csv,trajectory_approaches_mask_boundary,trajectory approaches mask boundary,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_mask_observation_audit_20260711.csv,trajectory_continues_toward_mask_outside,trajectory continues toward mask outside,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_mask_observation_audit_20260711.csv,bbox_size_shrinks_near_mask,bbox size shrinks near mask,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_mask_observation_audit_20260711.csv,center_jumps_toward_mask_interior,center jumps toward mask interior,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_mask_observation_audit_20260711.csv,estimated_full_vehicle_center_inside_mask,estimated full vehicle center inside mask,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_mask_observation_audit_20260711.csv,estimated_full_vehicle_partly_outside_mask,estimated full vehicle partly outside mask,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_mask_observation_audit_20260711.csv,estimated_full_vehicle_mostly_outside_mask,estimated full vehicle mostly outside mask,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_mask_observation_audit_20260711.csv,sar_mask_observation_class,sar mask observation class,true,false,false,true,false,false,anchor_gate_eval_class,anchor_status:398-415,Evaluation/review mask class gates anchor status; it is not a pixel response region.
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_mask_observation_audit_20260711.csv,usable_for_center_supervision,usable for center supervision,false,false,false,false,false,false,available_eval_flag_not_consumed,,Present in source but WGV3.6A does not branch on this field.
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_mask_observation_audit_20260711.csv,usable_for_interval_supervision,usable for interval supervision,false,false,false,false,false,false,available_eval_flag_not_consumed,,Present in source but WGV3.6A does not branch on this field.
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_mask_observation_audit_20260711.csv,usable_for_masked_overlap_evaluation,usable for masked overlap evaluation,false,false,false,false,false,false,available_eval_flag_not_consumed,,Present in source but WGV3.6A does not branch on this field.
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_mask_observation_audit_20260711.csv,blocked_reason,blocked reason,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_mask_observation_audit_20260711.csv,mask_boundary_distance_px,mask boundary distance px,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_mask_observation_audit_20260711.csv,bottom_valid_margin_px,bottom valid margin px,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_mask_observation_audit_20260711.csv,visual_review_cn,visual review cn,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_optical_state_review_20260711.csv,physical_vehicle_id,physical vehicle id,true,false,false,true,false,false,manual_identity_anchor_gate,load_context:253; anchor_status:398-415,Manual optical identity/review decision gates which anchors may propagate.
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_optical_state_review_20260711.csv,reviewed_frames,reviewed frames,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_optical_state_review_20260711.csv,paired_frames,paired frames,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_optical_state_review_20260711.csv,direct_full_stream_anchor_count,direct full stream anchor count,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_optical_state_review_20260711.csv,branch_a_recovered_pair_count,branch a recovered pair count,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_optical_state_review_20260711.csv,branch_b_recovered_pair_count,branch b recovered pair count,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_optical_state_review_20260711.csv,optical_state_review_class,optical state review class,true,false,false,true,false,false,manual_identity_anchor_gate,load_context:253; anchor_status:398-415,Manual optical identity/review decision gates which anchors may propagate.
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_optical_state_review_20260711.csv,identity_confidence,identity confidence,true,false,false,true,false,false,manual_identity_anchor_gate,load_context:253; anchor_status:398-415,Manual optical identity/review decision gates which anchors may propagate.
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_optical_state_review_20260711.csv,pure_optical_reason_cn,pure optical reason cn,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_optical_state_review_20260711.csv,allowed_for_sar_mapping_audit,allowed for sar mapping audit,true,false,false,true,false,false,manual_identity_anchor_gate,load_context:253; anchor_status:398-415,Manual optical identity/review decision gates which anchors may propagate.
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_anchorless_track_reconstruction_20260710.csv,physical_vehicle_id,physical vehicle id,true,false,false,false,false,false,loaded_unused_timeline,load_context:267-271,timeline_by_pv is built but not used later by WGV3.6A.
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_anchorless_track_reconstruction_20260710.csv,frame,frame,true,false,false,false,false,false,loaded_unused_timeline,load_context:267-271,timeline_by_pv is built but not used later by WGV3.6A.
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_anchorless_track_reconstruction_20260710.csv,source_track_id,source track id,false,false,false,false,false,false,loaded_unused_timeline,load_context:254; load_context:267-271,
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_anchorless_track_reconstruction_20260710.csv,observed_bbox,observed bbox,false,false,false,false,false,false,loaded_unused_timeline,load_context:254; load_context:267-271,
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_anchorless_track_reconstruction_20260710.csv,latent_center_x,latent center x,false,false,false,false,false,false,loaded_unused_timeline,load_context:254; load_context:267-271,
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_anchorless_track_reconstruction_20260710.csv,latent_center_y,latent center y,false,false,false,false,false,false,loaded_unused_timeline,load_context:254; load_context:267-271,
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_anchorless_track_reconstruction_20260710.csv,latent_full_width,latent full width,false,false,false,false,false,false,loaded_unused_timeline,load_context:254; load_context:267-271,
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_anchorless_track_reconstruction_20260710.csv,latent_full_height,latent full height,false,false,false,false,false,false,loaded_unused_timeline,load_context:254; load_context:267-271,
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_anchorless_track_reconstruction_20260710.csv,latent_relative_depth,latent relative depth,false,false,false,false,false,false,loaded_unused_timeline,load_context:254; load_context:267-271,
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_anchorless_track_reconstruction_20260710.csv,velocity_x,velocity x,false,false,false,false,false,false,loaded_unused_timeline,load_context:254; load_context:267-271,
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_anchorless_track_reconstruction_20260710.csv,velocity_y,velocity y,false,false,false,false,false,false,loaded_unused_timeline,load_context:254; load_context:267-271,
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_anchorless_track_reconstruction_20260710.csv,scale_velocity,scale velocity,false,false,false,false,false,false,loaded_unused_timeline,load_context:254; load_context:267-271,
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_anchorless_track_reconstruction_20260710.csv,depth_velocity,depth velocity,false,false,false,false,false,false,loaded_unused_timeline,load_context:254; load_context:267-271,
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_anchorless_track_reconstruction_20260710.csv,edge_constraint_used,edge constraint used,false,false,false,false,false,false,loaded_unused_timeline,load_context:254; load_context:267-271,
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_anchorless_track_reconstruction_20260710.csv,reconstruction_confidence,reconstruction confidence,false,false,false,false,false,false,loaded_unused_timeline,load_context:254; load_context:267-271,
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_anchorless_track_reconstruction_20260710.csv,blocked_reason,blocked reason,false,false,false,false,false,false,loaded_unused_timeline,load_context:254; load_context:267-271,
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_projection_evaluation_rows_20260710.csv,pair_id,pair id,true,true,true,false,false,false,identity_join,load_context:257-265,Physical vehicle id is copied onto paired rows and then groups intervals.
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_projection_evaluation_rows_20260710.csv,physical_vehicle_id,physical vehicle id,true,true,true,false,false,false,identity_join,load_context:257-265,Physical vehicle id is copied onto paired rows and then groups intervals.
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_projection_evaluation_rows_20260710.csv,frame,frame,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_projection_evaluation_rows_20260710.csv,method,method,true,false,false,false,false,false,unused_eval_index,load_context:258-262,eval_by_pair_method is populated but not consumed later.
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_projection_evaluation_rows_20260710.csv,scene_anchor_plan,scene anchor plan,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_projection_evaluation_rows_20260710.csv,used_for_scene_anchor,used for scene anchor,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_projection_evaluation_rows_20260710.csv,predicted_azimuth,predicted azimuth,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_projection_evaluation_rows_20260710.csv,predicted_radial,predicted radial,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_projection_evaluation_rows_20260710.csv,sar_azimuth,sar azimuth,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_projection_evaluation_rows_20260710.csv,sar_radial,sar radial,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_projection_evaluation_rows_20260710.csv,azimuth_error,azimuth error,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_projection_evaluation_rows_20260710.csv,radial_error,radial error,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_projection_evaluation_rows_20260710.csv,center_covered_95,center covered 95,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_projection_evaluation_rows_20260710.csv,state_source,state source,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_projection_evaluation_rows_20260710.csv,state_confidence,state confidence,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2b_gm019_projection_evaluation_rows_20260710.csv,blocked_reason,blocked reason,false,false,false,false,false,false,not_used,,
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_center_semantic_review_20260711.csv,pair_id,pair id,false,false,false,false,false,true,a1_5_eval_context_only,A1.5 load_all,"Latest center-semantics review used only by this audit report, not by WGV3.6A generation."
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_center_semantic_review_20260711.csv,physical_vehicle_id,physical vehicle id,false,false,false,false,false,true,a1_5_eval_context_only,A1.5 load_all,"Latest center-semantics review used only by this audit report, not by WGV3.6A generation."
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_center_semantic_review_20260711.csv,sar_frame,sar frame,false,false,false,false,false,true,a1_5_eval_context_only,A1.5 load_all,"Latest center-semantics review used only by this audit report, not by WGV3.6A generation."
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_center_semantic_review_20260711.csv,mask_class,mask class,false,false,false,false,false,true,a1_5_eval_context_only,A1.5 load_all,"Latest center-semantics review used only by this audit report, not by WGV3.6A generation."
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_center_semantic_review_20260711.csv,sar_box_same_physical_vehicle,sar box same physical vehicle,false,false,false,false,false,true,a1_5_eval_context_only,A1.5 load_all,"Latest center-semantics review used only by this audit report, not by WGV3.6A generation."
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_center_semantic_review_20260711.csv,sar_response_mask_censored,sar response mask censored,false,false,false,false,false,true,a1_5_eval_context_only,A1.5 load_all,"Latest center-semantics review used only by this audit report, not by WGV3.6A generation."
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_center_semantic_review_20260711.csv,sar_box_center_full_vehicle_center,sar box center full vehicle center,false,false,false,false,false,true,a1_5_eval_context_only,A1.5 load_all,"Latest center-semantics review used only by this audit report, not by WGV3.6A generation."
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_center_semantic_review_20260711.csv,center_closer_to_front_hotspot,center closer to front hotspot,false,false,false,false,false,true,a1_5_eval_context_only,A1.5 load_all,"Latest center-semantics review used only by this audit report, not by WGV3.6A generation."
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_center_semantic_review_20260711.csv,center_closer_to_rear_hotspot,center closer to rear hotspot,false,false,false,false,false,true,a1_5_eval_context_only,A1.5 load_all,"Latest center-semantics review used only by this audit report, not by WGV3.6A generation."
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_center_semantic_review_20260711.csv,center_visible_response_only,center visible response only,false,false,false,false,false,true,a1_5_eval_context_only,A1.5 load_all,"Latest center-semantics review used only by this audit report, not by WGV3.6A generation."
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_center_semantic_review_20260711.csv,temporal_mapping_shift_risk,temporal mapping shift risk,false,false,false,false,false,true,a1_5_eval_context_only,A1.5 load_all,"Latest center-semantics review used only by this audit report, not by WGV3.6A generation."
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_center_semantic_review_20260711.csv,azimuth_direction_consistent,azimuth direction consistent,false,false,false,false,false,true,a1_5_eval_context_only,A1.5 load_all,"Latest center-semantics review used only by this audit report, not by WGV3.6A generation."
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_center_semantic_review_20260711.csv,polar_conversion_consistent,polar conversion consistent,false,false,false,false,false,true,a1_5_eval_context_only,A1.5 load_all,"Latest center-semantics review used only by this audit report, not by WGV3.6A generation."
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_center_semantic_review_20260711.csv,center_semantic_status,center semantic status,false,false,false,false,false,true,a1_5_eval_context_only,A1.5 load_all,"Latest center-semantics review used only by this audit report, not by WGV3.6A generation."
reports/oty2/samples/oty2_wgv3_5a_r2c_gm019_center_semantic_review_20260711.csv,review_cn,review cn,false,false,false,false,false,true,a1_5_eval_context_only,A1.5 load_all,"Latest center-semantics review used only by this audit report, not by WGV3.6A generation."
reports/oty2/samples/oty2_wgv3_5a_r2c_sar_mask_source_inventory_20260711.csv,source_type,source type,false,false,false,false,false,true,denominator_audit_context,A1.5 search denominator audit,
reports/oty2/samples/oty2_wgv3_5a_r2c_sar_mask_source_inventory_20260711.csv,source_path,source path,false,false,false,false,false,true,denominator_audit_context,A1.5 search denominator audit,
reports/oty2/samples/oty2_wgv3_5a_r2c_sar_mask_source_inventory_20260711.csv,mask_shape,mask shape,false,false,false,false,false,true,denominator_audit_context,A1.5 search denominator audit,
reports/oty2/samples/oty2_wgv3_5a_r2c_sar_mask_source_inventory_20260711.csv,sar_shape,sar shape,false,false,false,false,false,true,denominator_audit_context,A1.5 search denominator audit,
reports/oty2/samples/oty2_wgv3_5a_r2c_sar_mask_source_inventory_20260711.csv,static_or_dynamic,static or dynamic,false,false,false,false,false,true,denominator_audit_context,A1.5 search denominator audit,
reports/oty2/samples/oty2_wgv3_5a_r2c_sar_mask_source_inventory_20260711.csv,generation_rule,generation rule,false,false,false,false,false,true,denominator_audit_context,A1.5 search denominator audit,
reports/oty2/samples/oty2_wgv3_5a_r2c_sar_mask_source_inventory_20260711.csv,physical_meaning,physical meaning,false,false,false,false,false,true,denominator_audit_context,A1.5 search denominator audit,
reports/oty2/samples/oty2_wgv3_5a_r2c_sar_mask_source_inventory_20260711.csv,used_during_annotation,used during annotation,false,false,false,false,false,true,denominator_audit_context,A1.5 search denominator audit,
reports/oty2/samples/oty2_wgv3_5a_r2c_sar_mask_source_inventory_20260711.csv,used_during_png_generation,used during png generation,false,false,false,false,false,true,denominator_audit_context,A1.5 search denominator audit,
reports/oty2/samples/oty2_wgv3_5a_r2c_sar_mask_source_inventory_20260711.csv,outside_value,outside value,false,false,false,false,false,true,denominator_audit_context,A1.5 search denominator audit,
reports/oty2/samples/oty2_wgv3_5a_r2c_sar_mask_source_inventory_20260711.csv,confidence,confidence,false,false,false,false,false,true,denominator_audit_context,A1.5 search denominator audit,
reports/oty2/samples/oty2_wgv3_5a_r2c_sar_mask_source_inventory_20260711.csv,open_question,open question,false,false,false,false,false,true,denominator_audit_context,A1.5 search denominator audit,
reports/oty2/samples/oty2_wgv3_5a_r2c_sar_mask_source_inventory_20260711.csv,mask_reconstructed_from_code,mask reconstructed from code,false,false,false,false,false,true,denominator_audit_context,A1.5 search denominator audit,
reports/oty2/samples/oty2_wgv3_5a_r2c_sar_mask_source_inventory_20260711.csv,estimated_visual_mask_only,estimated visual mask only,false,false,false,false,false,true,denominator_audit_context,A1.5 search denominator audit,
reports/oty2/samples/oty2_wgv3_6a_gm019_anchor_audit_20260711.csv,pair_id,pair id,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_anchor_audit_20260711.csv,physical_vehicle_id,physical vehicle id,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_anchor_audit_20260711.csv,optical_frame,optical frame,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_anchor_audit_20260711.csv,sar_frame,sar frame,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_anchor_audit_20260711.csv,mask_class,mask class,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_anchor_audit_20260711.csv,anchor_status,anchor status,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_anchor_audit_20260711.csv,visible_response_bbox_or_region,visible response bbox or region,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_anchor_audit_20260711.csv,response_center_for_local_tracking,response center for local tracking,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_anchor_audit_20260711.csv,response_extent,response extent,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_anchor_audit_20260711.csv,response_confidence,response confidence,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_anchor_audit_20260711.csv,forward_safe_limit,forward safe limit,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_anchor_audit_20260711.csv,backward_safe_limit,backward safe limit,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_anchor_audit_20260711.csv,stop_reason,stop reason,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_anchor_audit_20260711.csv,visual_reason_cn,visual reason cn,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_propagation_manifest_20260711.csv,interval_id,interval id,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
reports/oty2/samples/oty2_wgv3_6a_gm019_propagation_manifest_20260711.csv,physical_vehicle_id,physical vehicle id,false,false,false,false,false,true,a1_5_output_audit,A1.5 load_all,"Already frozen WGV3.6A output, read for independent recount only."
