region_id,pair_id,sar_frame,family,variant,comparison_group,geometry_basis,center_x,center_y,width_px,height_px,angle_deg,area_ratio_to_gt,offset_axis,offset_value,offset_unit,offset_px_local_range,offset_px_local_azimuth,offset_p0_convention_m_local_range,offset_p0_convention_m_local_azimuth,scale_ratio,rotation_relative_to_gt_deg,source_role,interpretation_scope,gt_overlap_allowed,background_source,outer_polygon,inner_polygon,metric_mapping_status,pixel_to_meter_status
E0_REG_000315_0011,WGV35A_PAIR_0003,315,SCALE,storage_short_axis_only_scale_0.75,scale_response,axis_aligned_storage_long_short,790.875,940.529,143.982,52.659,0,0.75,,0,,-0,0,-0,0,0.75,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,718.884:914.1995;862.866:914.1995;862.866:966.8585;718.884:966.8585,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0012,WGV35A_PAIR_0003,315,SCALE,uniform_scale_1.00,scale_response,axis_aligned_sar_gt_bbox,790.875,940.529,143.982,70.212,0,1,,0,,-0,0,-0,0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,718.884:905.423;862.866:905.423;862.866:975.635;718.884:975.635,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0013,WGV35A_PAIR_0003,315,SCALE,range_only_scale_1.00,scale_response,local_range_azimuth_axes,790.875,940.529,149.496222,153.226174,-132.951086,2.265915,,0,,-0,0,-0,0,1,-132.951086,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,785.730549:1047.441954;683.867749:938.020338;796.019451:833.616046;897.882251:943.037662,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0014,WGV35A_PAIR_0003,315,SCALE,azimuth_only_scale_1.00,scale_response,local_range_azimuth_axes,790.875,940.529,149.496222,153.226174,-132.951086,2.265915,,0,,-0,0,-0,0,1,-132.951086,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,785.730549:1047.441954;683.867749:938.020338;796.019451:833.616046;897.882251:943.037662,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0015,WGV35A_PAIR_0003,315,SCALE,storage_long_axis_only_scale_1.00,scale_response,axis_aligned_storage_long_short,790.875,940.529,143.982,70.212,0,1,,0,,-0,0,-0,0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,718.884:905.423;862.866:905.423;862.866:975.635;718.884:975.635,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0016,WGV35A_PAIR_0003,315,SCALE,storage_short_axis_only_scale_1.00,scale_response,axis_aligned_storage_long_short,790.875,940.529,143.982,70.212,0,1,,0,,-0,0,-0,0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,718.884:905.423;862.866:905.423;862.866:975.635;718.884:975.635,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0017,WGV35A_PAIR_0003,315,SCALE,uniform_scale_1.25,scale_response,axis_aligned_sar_gt_bbox,790.875,940.529,179.9775,87.765,0,1.5625,,0,,-0,0,-0,0,1.25,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,700.88625:896.6465;880.86375:896.6465;880.86375:984.4115;700.88625:984.4115,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0018,WGV35A_PAIR_0003,315,SCALE,range_only_scale_1.25,scale_response,local_range_azimuth_axes,790.875,940.529,186.870277,153.226174,-132.951086,2.832394,,0,,-0,0,-0,0,1.25,-132.951086,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,798.463399:1061.119657;671.134899:924.342636;783.286601:819.938343;910.615101:956.715364,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0019,WGV35A_PAIR_0003,315,SCALE,azimuth_only_scale_1.25,scale_response,local_range_azimuth_axes,790.875,940.529,149.496222,191.532718,-132.951086,2.832394,,0,,-0,0,-0,0,1.25,-132.951086,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,771.711587:1060.492491;669.848786:951.070875;810.038413:820.565509;911.901214:929.987125,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0020,WGV35A_PAIR_0003,315,SCALE,storage_long_axis_only_scale_1.25,scale_response,axis_aligned_storage_long_short,790.875,940.529,179.9775,70.212,0,1.25,,0,,-0,0,-0,0,1.25,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,700.88625:905.423;880.86375:905.423;880.86375:975.635;700.88625:975.635,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0021,WGV35A_PAIR_0003,315,SCALE,storage_short_axis_only_scale_1.25,scale_response,axis_aligned_storage_long_short,790.875,940.529,143.982,87.765,0,1.25,,0,,-0,0,-0,0,1.25,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,718.884:896.6465;862.866:896.6465;862.866:984.4115;718.884:984.4115,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0022,WGV35A_PAIR_0003,315,SCALE,uniform_scale_1.50,scale_response,axis_aligned_sar_gt_bbox,790.875,940.529,215.973,105.318,0,2.25,,0,,-0,0,-0,0,1.5,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,682.8885:887.87;898.8615:887.87;898.8615:993.188;682.8885:993.188,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0023,WGV35A_PAIR_0003,315,SCALE,range_only_scale_1.50,scale_response,local_range_azimuth_axes,790.875,940.529,224.244332,153.226174,-132.951086,3.398873,,0,,-0,0,-0,0,1.5,-132.951086,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,811.196249:1074.797359;658.402049:910.664934;770.553751:806.260641;923.347951:970.393066,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0024,WGV35A_PAIR_0003,315,SCALE,azimuth_only_scale_1.50,scale_response,local_range_azimuth_axes,790.875,940.529,149.496222,229.839262,-132.951086,3.398873,,0,,-0,0,-0,0,1.5,-132.951086,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,757.692624:1073.543028;655.829823:964.121411;824.057376:807.514972;925.920177:916.936589,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0025,WGV35A_PAIR_0003,315,SCALE,storage_long_axis_only_scale_1.50,scale_response,axis_aligned_storage_long_short,790.875,940.529,215.973,70.212,0,1.5,,0,,-0,0,-0,0,1.5,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,682.8885:905.423;898.8615:905.423;898.8615:975.635;682.8885:975.635,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0026,WGV35A_PAIR_0003,315,SCALE,storage_short_axis_only_scale_1.50,scale_response,axis_aligned_storage_long_short,790.875,940.529,143.982,105.318,0,1.5,,0,,-0,0,-0,0,1.5,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,718.884:887.87;862.866:887.87;862.866:993.188;718.884:993.188,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0027,WGV35A_PAIR_0003,315,SCALE,uniform_scale_2.00,scale_response,axis_aligned_sar_gt_bbox,790.875,940.529,287.964,140.424,0,4,,0,,-0,0,-0,0,2,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,646.893:870.317;934.857:870.317;934.857:1010.741;646.893:1010.741,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0028,WGV35A_PAIR_0003,315,SCALE,range_only_scale_2.00,scale_response,local_range_azimuth_axes,790.875,940.529,298.992443,153.226174,-132.951086,4.53183,,0,,-0,0,-0,0,2,-132.951086,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,836.66195:1102.152763;632.936348:883.30953;745.08805:778.905237;948.813652:997.74847,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0029,WGV35A_PAIR_0003,315,SCALE,azimuth_only_scale_2.00,scale_response,local_range_azimuth_axes,790.875,940.529,149.496222,306.452349,-132.951086,4.53183,,0,,-0,0,-0,0,2,-132.951086,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,729.654698:1099.644101;627.791898:990.222484;852.095302:781.413899;953.958102:890.835516,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0030,WGV35A_PAIR_0003,315,SCALE,storage_long_axis_only_scale_2.00,scale_response,axis_aligned_storage_long_short,790.875,940.529,287.964,70.212,0,2,,0,,-0,0,-0,0,2,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,646.893:905.423;934.857:905.423;934.857:975.635;646.893:975.635,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0031,WGV35A_PAIR_0003,315,SCALE,storage_short_axis_only_scale_2.00,scale_response,axis_aligned_storage_long_short,790.875,940.529,143.982,140.424,0,2,,0,,-0,0,-0,0,2,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,718.884:870.317;862.866:870.317;862.866:1010.741;718.884:1010.741,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0032,WGV35A_PAIR_0003,315,DIRECTIONAL_EXPANSION,symmetric_expand_0.25,directional_expansion,axis_aligned_sar_gt_bbox,790.875,940.529,179.9775,87.765,0,1.5625,,0,,-0,0,-0,0,1.25,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,700.88625:896.6465;880.86375:896.6465;880.86375:984.4115;700.88625:984.4115,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0033,WGV35A_PAIR_0003,315,DIRECTIONAL_EXPANSION,near_range_side_expand_0.25,directional_expansion,local_range_azimuth_axes,806.791063,957.626128,186.870277,153.226174,-132.951086,2.832394,,0,,-23.358785,-0,-0.700764,-0,1.25,-132.951086,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,814.379462:1078.216784;687.050961:941.439764;799.202663:837.035471;926.531164:973.812492,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0034,WGV35A_PAIR_0003,315,DIRECTIONAL_EXPANSION,far_range_side_expand_0.25,directional_expansion,local_range_azimuth_axes,774.958937,923.431872,186.870277,153.226174,-132.951086,2.832394,,0,,23.358785,0,0.700764,0,1.25,-132.951086,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,782.547337:1044.022529;655.218836:907.245508;767.370538:802.841216;894.699039:939.618236,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0035,WGV35A_PAIR_0003,315,DIRECTIONAL_EXPANSION,positive_azimuth_side_expand_0.25,directional_expansion,local_range_azimuth_axes,808.398703,924.215829,149.496222,191.532718,-132.951086,2.832394,,0,,0,23.94159,0,0.718248,1.25,-132.951086,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,789.23529:1044.17932;687.372489:934.757704;827.562117:804.252338;929.424917:913.673955,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0036,WGV35A_PAIR_0003,315,DIRECTIONAL_EXPANSION,negative_azimuth_side_expand_0.25,directional_expansion,local_range_azimuth_axes,773.351297,956.842171,149.496222,191.532718,-132.951086,2.832394,,0,,-0,-23.94159,-0,-0.718248,1.25,-132.951086,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,754.187883:1076.805662;652.325083:967.384045;792.51471:836.87868;894.377511:946.300296,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0037,WGV35A_PAIR_0003,315,DIRECTIONAL_EXPANSION,storage_front_expand_0.25,directional_expansion,axis_aligned_storage_long_short_unoriented,813.372187,940.529,179.9775,70.212,0,1.25,,0,,-15.328993,16.466494,-0.45987,0.493995,1.25,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,723.383438:905.423;903.360937:905.423;903.360937:975.635;723.383438:975.635,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0038,WGV35A_PAIR_0003,315,DIRECTIONAL_EXPANSION,storage_rear_expand_0.25,directional_expansion,axis_aligned_storage_long_short_unoriented,768.377813,940.529,179.9775,70.212,0,1.25,,0,,15.328993,-16.466494,0.45987,-0.493995,1.25,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,678.389063:905.423;858.366562:905.423;858.366562:975.635;678.389063:975.635,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0039,WGV35A_PAIR_0003,315,INTERNAL_CROP,near_side_half,internal_response_distribution,local_range_azimuth_axes,816.3407,967.884404,74.748111,153.226174,-132.951086,1.132958,,0,,-37.374055,-0,-1.121222,-0,0.5,-132.951086,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,785.730549:1047.441954;734.799149:992.731146;846.950851:888.326854;897.882251:943.037662,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0040,WGV35A_PAIR_0003,315,INTERNAL_CROP,far_side_half,internal_response_distribution,local_range_azimuth_axes,765.4093,913.173596,74.748111,153.226174,-132.951086,1.132958,,0,,37.374055,0,1.121222,0,0.5,-132.951086,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,734.799149:992.731146;683.867749:938.020338;796.019451:833.616046;846.950851:888.326854,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0041,WGV35A_PAIR_0003,315,INTERNAL_CROP,storage_front_half,internal_response_distribution,axis_aligned_storage_long_short_unoriented,826.8705,940.529,71.991,70.212,0,0.5,,0,,-24.526389,26.34639,-0.735792,0.790392,0.5,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,790.875:905.423;862.866:905.423;862.866:975.635;790.875:975.635,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0042,WGV35A_PAIR_0003,315,INTERNAL_CROP,storage_rear_half,internal_response_distribution,axis_aligned_storage_long_short_unoriented,754.8795,940.529,71.991,70.212,0,0.5,,0,,24.526389,-26.34639,0.735792,-0.790392,0.5,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,718.884:905.423;790.875:905.423;790.875:975.635;718.884:975.635,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0043,WGV35A_PAIR_0003,315,INTERNAL_CROP,center_core_0.50,internal_response_distribution,axis_aligned_sar_gt_bbox,790.875,940.529,71.991,35.106,0,0.25,,0,,-0,0,-0,0,0.25,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,754.8795:922.976;826.8705:922.976;826.8705:958.082;754.8795:958.082,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0044,WGV35A_PAIR_0003,315,INTERNAL_CROP,boundary_band_inner_0.75,internal_response_distribution,axis_aligned_sar_gt_bbox,790.875,940.529,143.982,70.212,0,1,,0,,-0,0,-0,0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,718.884:905.423;862.866:905.423;862.866:975.635;718.884:975.635,736.88175:914.1995;844.86825:914.1995;844.86825:966.8585;736.88175:966.8585,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0045,WGV35A_PAIR_0003,315,TRANSLATION,image_x_-1.00_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,646.893,940.529,143.982,70.212,0,1,image_x,-1,gt_axis_extent,98.105555,-105.385561,2.943167,-3.161567,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,574.902:905.423;718.884:905.423;718.884:975.635;574.902:975.635,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0046,WGV35A_PAIR_0003,315,TRANSLATION,image_x_-0.50_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,718.884,940.529,143.982,70.212,0,1,image_x,-0.5,gt_axis_extent,49.052777,-52.69278,1.471583,-1.580783,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,646.893:905.423;790.875:905.423;790.875:975.635;646.893:975.635,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0047,WGV35A_PAIR_0003,315,TRANSLATION,image_x_-0.25_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,754.8795,940.529,143.982,70.212,0,1,image_x,-0.25,gt_axis_extent,24.526389,-26.34639,0.735792,-0.790392,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,682.8885:905.423;826.8705:905.423;826.8705:975.635;682.8885:975.635,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0048,WGV35A_PAIR_0003,315,TRANSLATION,image_x_+0.25_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,826.8705,940.529,143.982,70.212,0,1,image_x,0.25,gt_axis_extent,-24.526389,26.34639,-0.735792,0.790392,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,754.8795:905.423;898.8615:905.423;898.8615:975.635;754.8795:975.635,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0049,WGV35A_PAIR_0003,315,TRANSLATION,image_x_+0.50_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,862.866,940.529,143.982,70.212,0,1,image_x,0.5,gt_axis_extent,-49.052777,52.69278,-1.471583,1.580783,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,790.875:905.423;934.857:905.423;934.857:975.635;790.875:975.635,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0050,WGV35A_PAIR_0003,315,TRANSLATION,image_x_+1.00_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,934.857,940.529,143.982,70.212,0,1,image_x,1,gt_axis_extent,-98.105555,105.385561,-2.943167,3.161567,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,862.866:905.423;1006.848:905.423;1006.848:975.635;862.866:975.635,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0051,WGV35A_PAIR_0003,315,TRANSLATION,image_y_-1.00_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,790.875,870.317,143.982,70.212,0,1,image_y,-1,gt_axis_extent,51.390667,47.840613,1.54172,1.435218,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,718.884:835.211;862.866:835.211;862.866:905.423;718.884:905.423,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0052,WGV35A_PAIR_0003,315,TRANSLATION,image_y_-0.50_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,790.875,905.423,143.982,70.212,0,1,image_y,-0.5,gt_axis_extent,25.695333,23.920307,0.77086,0.717609,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,718.884:870.317;862.866:870.317;862.866:940.529;718.884:940.529,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0053,WGV35A_PAIR_0003,315,TRANSLATION,image_y_-0.25_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,790.875,922.976,143.982,70.212,0,1,image_y,-0.25,gt_axis_extent,12.847667,11.960153,0.38543,0.358805,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,718.884:887.87;862.866:887.87;862.866:958.082;718.884:958.082,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0054,WGV35A_PAIR_0003,315,TRANSLATION,image_y_+0.25_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,790.875,958.082,143.982,70.212,0,1,image_y,0.25,gt_axis_extent,-12.847667,-11.960153,-0.38543,-0.358805,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,718.884:922.976;862.866:922.976;862.866:993.188;718.884:993.188,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0055,WGV35A_PAIR_0003,315,TRANSLATION,image_y_+0.50_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,790.875,975.635,143.982,70.212,0,1,image_y,0.5,gt_axis_extent,-25.695333,-23.920307,-0.77086,-0.717609,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,718.884:940.529;862.866:940.529;862.866:1010.741;718.884:1010.741,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0056,WGV35A_PAIR_0003,315,TRANSLATION,image_y_+1.00_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,790.875,1010.741,143.982,70.212,0,1,image_y,1,gt_axis_extent,-51.390667,-47.840613,-1.54172,-1.435218,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,718.884:975.635;862.866:975.635;862.866:1045.847;718.884:1045.847,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0057,WGV35A_PAIR_0003,315,TRANSLATION,local_range_-1.00_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,892.737801,1049.950616,143.982,70.212,0,1,local_range,-1,gt_axis_extent,-149.496222,-0,-4.484887,-0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,820.746801:1014.844616;964.728801:1014.844616;964.728801:1085.056616;820.746801:1085.056616,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0058,WGV35A_PAIR_0003,315,TRANSLATION,local_range_-0.50_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,841.8064,995.239808,143.982,70.212,0,1,local_range,-0.5,gt_axis_extent,-74.748111,-0,-2.242443,-0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,769.8154:960.133808;913.7974:960.133808;913.7974:1030.345808;769.8154:1030.345808,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0059,WGV35A_PAIR_0003,315,TRANSLATION,local_range_-0.25_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,816.3407,967.884404,143.982,70.212,0,1,local_range,-0.25,gt_axis_extent,-37.374055,-0,-1.121222,-0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,744.3497:932.778404;888.3317:932.778404;888.3317:1002.990404;744.3497:1002.990404,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0060,WGV35A_PAIR_0003,315,TRANSLATION,local_range_+0.25_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,765.4093,913.173596,143.982,70.212,0,1,local_range,0.25,gt_axis_extent,37.374055,0,1.121222,0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,693.4183:878.067596;837.4003:878.067596;837.4003:948.279596;693.4183:948.279596,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0061,WGV35A_PAIR_0003,315,TRANSLATION,local_range_+0.50_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,739.9436,885.818192,143.982,70.212,0,1,local_range,0.5,gt_axis_extent,74.748111,0,2.242443,0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,667.9526:850.712192;811.9346:850.712192;811.9346:920.924192;667.9526:920.924192,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0062,WGV35A_PAIR_0003,315,TRANSLATION,local_range_+1.00_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,689.012199,831.107384,143.982,70.212,0,1,local_range,1,gt_axis_extent,149.496222,-0,4.484887,-0,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,617.021199:796.001384;761.003199:796.001384;761.003199:866.213384;617.021199:866.213384,,NOT_READY,P0_CONVENTION_ONLY
E0_REG_000315_0063,WGV35A_PAIR_0003,315,TRANSLATION,local_azimuth_-1.00_gt_extent,translation_response_surface,same_area_axis_aligned_or_local_shift,678.723298,1044.933292,143.982,70.212,0,1,local_azimuth,-1,gt_axis_extent,0,-153.226174,0,-4.596785,1,0,vehicle_reference_or_perturbation,posthoc_physical_contrast,true,,606.732298:1009.827292;750.714298:1009.827292;750.714298:1080.039292;606.732298:1080.039292,,NOT_READY,P0_CONVENTION_ONLY
