scene_id,frame_id,source_detection_id,bank_detection_id,bank_source,all_candidate_table_available,candidate_role,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_cx,bbox_cy,bbox_w,bbox_h,x_bin,selected_candidate_node_ids,selected_display_status,selected_risk_tags,linked_target_family_ids,not_final_box_flag,not_SAR_ready_flag,note
GM_RM011,17,GM_RM011_000017_003,GM_RM011_000017_GM_RM011_000017_003_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.35286179184913635,249.317,300.973,794.554,596.547,521.935,448.760,545.236,295.574,mid,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,18,GM_RM011_000018_001,GM_RM011_000018_GM_RM011_000018_001_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,selected_primary,car,0.9036052823066711,246.353,303.279,795.362,596.939,520.858,450.109,549.009,293.660,mid,GM_RM011_Y26N004,diagnostic_body_candidate,large_lower_vehicle_body_proxy,GM_RM011_WGV12TF005,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,19,GM_RM011_000019_001,GM_RM011_000019_GM_RM011_000019_001_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,selected_primary,car,0.8113089799880981,248.712,284.470,796.694,596.891,522.703,440.681,547.982,312.421,mid,GM_RM011_Y26N004,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,GM_RM011_WGV12TF005,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,19,GM_RM011_000019_002,GM_RM011_000019_GM_RM011_000019_002_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.6057685017585754,0.410,299.277,87.721,579.095,44.065,439.186,87.311,279.818,left,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,20,GM_RM011_000020_001,GM_RM011_000020_GM_RM011_000020_001_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,selected_primary,car,0.8626314997673035,251.774,233.568,796.216,598.160,523.995,415.864,544.442,364.592,mid,GM_RM011_Y26N004,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,GM_RM011_WGV12TF005,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,20,GM_RM011_000020_002,GM_RM011_000020_GM_RM011_000020_002_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.5240200161933899,0.416,267.582,103.535,591.511,51.976,429.546,103.120,323.929,left,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,20,GM_RM011_000020_003,GM_RM011_000020_GM_RM011_000020_003_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,truck,0.29238808155059814,0.416,267.582,103.535,591.511,51.976,429.546,103.120,323.929,left,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,21,GM_RM011_000021_001,GM_RM011_000021_GM_RM011_000021_001_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,selected_primary,car,0.8095572590827942,287.488,162.340,797.633,593.908,542.560,378.124,510.145,431.569,right,GM_RM011_Y26N004,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,GM_RM011_WGV12TF005,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,21,GM_RM011_000021_002,GM_RM011_000021_GM_RM011_000021_002_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.7045424580574036,0.419,216.263,116.103,561.424,58.261,388.844,115.684,345.161,left,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,22,GM_RM011_000022_001,GM_RM011_000022_GM_RM011_000022_001_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,selected_primary,car,0.7801762819290161,323.488,167.704,798.236,593.804,560.862,380.754,474.748,426.100,right,GM_RM011_Y26N004,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,GM_RM011_WGV12TF005,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,22,GM_RM011_000022_002,GM_RM011_000022_GM_RM011_000022_002_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.7429316639900208,0.547,207.852,140.552,595.626,70.549,401.739,140.004,387.774,left,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,23,GM_RM011_000023_001,GM_RM011_000023_GM_RM011_000023_001_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,selected_primary,car,0.8113904595375061,372.806,257.189,798.463,597.132,585.635,427.161,425.657,339.942,right,GM_RM011_Y26N004,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,GM_RM011_WGV12TF005,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,23,GM_RM011_000023_002,GM_RM011_000023_GM_RM011_000023_002_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.5956597924232483,0.659,249.056,176.673,594.927,88.666,421.991,176.014,345.870,left,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,23,GM_RM011_000023_003,GM_RM011_000023_GM_RM011_000023_003_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,truck,0.3570478558540344,0.659,249.056,176.673,594.927,88.666,421.991,176.014,345.870,left,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,24,GM_RM011_000024_001,GM_RM011_000024_GM_RM011_000024_001_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,competing_candidate,car,0.6023544669151306,1.178,290.733,208.875,596.031,105.027,443.382,207.697,305.298,left,,,,,yes,yes,raw YOLO26l local detection candidate;diagnostic only
GM_RM011,24,GM_RM011_000024_002,GM_RM011_000024_GM_RM011_000024_002_raw,raw_all_candidate:D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2_yolo26l_detector_quality_probe_20260704_231830/oty0_yolo_detection_stream_audit_yolo26l_gm_rm011/oty0_yolo_detection_table.csv,yes,selected_primary,car,0.6022836565971375,410.574,367.859,798.564,595.974,604.569,481.917,387.990,228.116,right,GM_RM011_Y26N004,diagnostic_body_candidate,large_lower_vehicle_body_proxy;multi_box_competition,GM_RM011_WGV12TF005,yes,yes,raw YOLO26l local detection candidate;diagnostic only
