subject_frame_id,subject_name,sar_frame,split,posthoc_evaluation_label,single_feature_energy_confusion,metric_shape_confusion,observable_structure_evaluable,observable_structure_confusion,temporal_physical_evaluable,temporal_physical_confusion,full_physical_confusion,vehicle_local_background_normalized_energy,subject_local_background_normalized_energy,vehicle_higher_on_local_background_normalized_energy,not_evaluable_gate_count,not_evaluable_gates
matched_linear_structure_background_sar000317,matched_linear_structure_background,317,calibration,negative,true,true,true,true,false,false,false,0.985253,1.035717,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000317,fixed_known_non_vehicle_N005,317,calibration,negative,true,true,true,false,true,false,false,0.985253,0.950414,true,0,
fixed_strong_scatterer_sar000317,fixed_strong_scatterer,317,calibration,negative,true,true,true,false,true,false,false,0.985253,0.95359,true,0,
fixed_linear_structure_sar000317,fixed_linear_structure,317,calibration,negative,true,true,true,false,true,false,false,0.985253,1.029389,false,0,
vehicle_body_axis_reference_sar000319,vehicle_body_axis_reference,319,calibration,vehicle,false,false,true,false,true,false,false,1.014229,1.014229,false,0,
matched_ordinary_background_sar000319,matched_ordinary_background,319,calibration,negative,true,true,true,false,false,false,false,1.014229,0.988499,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000319,matched_strong_scatterer_background,319,calibration,negative,true,true,true,true,false,false,false,1.014229,1.110546,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000319,matched_linear_structure_background,319,calibration,negative,true,true,true,false,false,false,false,1.014229,1.011501,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000319,fixed_known_non_vehicle_N005,319,calibration,negative,true,true,true,false,true,false,false,1.014229,0.968611,true,0,
fixed_strong_scatterer_sar000319,fixed_strong_scatterer,319,calibration,negative,true,true,true,false,true,false,false,1.014229,0.967842,true,0,
fixed_linear_structure_sar000319,fixed_linear_structure,319,calibration,negative,true,true,true,false,true,false,false,1.014229,1.034759,false,0,
vehicle_body_axis_reference_sar000321,vehicle_body_axis_reference,321,calibration,vehicle,false,false,true,false,true,false,false,1.023947,1.023947,false,0,
matched_ordinary_background_sar000321,matched_ordinary_background,321,calibration,negative,true,true,true,false,false,false,false,1.023947,0.982592,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000321,matched_strong_scatterer_background,321,calibration,negative,true,true,true,true,false,false,false,1.023947,1.132824,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000321,matched_linear_structure_background,321,calibration,negative,true,true,true,true,false,false,false,1.023947,1.017408,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000321,fixed_known_non_vehicle_N005,321,calibration,negative,true,true,true,false,true,false,false,1.023947,0.970902,true,0,
fixed_strong_scatterer_sar000321,fixed_strong_scatterer,321,calibration,negative,true,true,true,false,true,false,false,1.023947,0.969537,true,0,
fixed_linear_structure_sar000321,fixed_linear_structure,321,calibration,negative,true,true,true,false,true,false,false,1.023947,1.02144,true,0,
vehicle_body_axis_reference_sar000323,vehicle_body_axis_reference,323,calibration,vehicle,false,false,true,false,true,false,false,1.024214,1.024214,false,0,
matched_ordinary_background_sar000323,matched_ordinary_background,323,calibration,negative,true,true,true,false,false,false,false,1.024214,0.981498,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000323,matched_strong_scatterer_background,323,calibration,negative,true,true,true,true,false,false,false,1.024214,1.109148,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000323,matched_linear_structure_background,323,calibration,negative,true,true,true,false,false,false,false,1.024214,1.02064,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000323,fixed_known_non_vehicle_N005,323,calibration,negative,true,true,true,false,true,false,false,1.024214,0.968302,true,0,
fixed_strong_scatterer_sar000323,fixed_strong_scatterer,323,calibration,negative,true,true,true,false,true,false,false,1.024214,0.973549,true,0,
fixed_linear_structure_sar000323,fixed_linear_structure,323,calibration,negative,true,true,true,false,true,false,false,1.024214,1.018502,true,0,
vehicle_body_axis_reference_sar000325,vehicle_body_axis_reference,325,calibration,vehicle,false,false,false,false,true,false,false,1.021528,1.021528,false,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
matched_ordinary_background_sar000325,matched_ordinary_background,325,calibration,negative,true,true,false,false,false,false,false,1.021528,0.986125,true,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000325,matched_strong_scatterer_background,325,calibration,negative,true,true,false,false,false,false,false,1.021528,1.147795,false,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000325,matched_linear_structure_background,325,calibration,negative,true,true,false,false,false,false,false,1.021528,1.002086,true,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000325,fixed_known_non_vehicle_N005,325,calibration,negative,true,true,false,false,true,false,false,1.021528,0.992042,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
fixed_strong_scatterer_sar000325,fixed_strong_scatterer,325,calibration,negative,true,true,false,false,true,false,false,1.021528,0.997914,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
fixed_linear_structure_sar000325,fixed_linear_structure,325,calibration,negative,true,true,false,false,true,false,false,1.021528,1.041576,false,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
vehicle_body_axis_reference_sar000327,vehicle_body_axis_reference,327,calibration,vehicle,false,false,true,false,true,false,false,1.042276,1.042276,false,0,
matched_ordinary_background_sar000327,matched_ordinary_background,327,calibration,negative,true,true,true,false,false,false,false,1.042276,0.987258,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000327,matched_strong_scatterer_background,327,calibration,negative,true,true,true,true,false,false,false,1.042276,1.190491,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000327,matched_linear_structure_background,327,calibration,negative,true,true,true,false,false,false,false,1.042276,1.07795,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000327,fixed_known_non_vehicle_N005,327,calibration,negative,true,true,true,false,true,false,false,1.042276,0.977407,true,0,
fixed_strong_scatterer_sar000327,fixed_strong_scatterer,327,calibration,negative,true,true,true,false,true,false,false,1.042276,0.976371,true,0,
fixed_linear_structure_sar000327,fixed_linear_structure,327,calibration,negative,true,true,true,false,true,false,false,1.042276,1.012742,true,0,
vehicle_body_axis_reference_sar000331,vehicle_body_axis_reference,331,calibration,vehicle,false,false,false,false,true,false,false,1.049163,1.049163,false,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
matched_ordinary_background_sar000331,matched_ordinary_background,331,calibration,negative,true,true,false,false,false,false,false,1.049163,0.967924,true,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000331,matched_strong_scatterer_background,331,calibration,negative,true,true,false,false,false,false,false,1.049163,1.194685,false,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000331,matched_linear_structure_background,331,calibration,negative,true,true,false,false,false,false,false,1.049163,1.11166,false,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000331,fixed_known_non_vehicle_N005,331,calibration,negative,true,true,false,false,true,false,false,1.049163,0.983507,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
fixed_strong_scatterer_sar000331,fixed_strong_scatterer,331,calibration,negative,true,true,false,false,true,false,false,1.049163,0.988111,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
fixed_linear_structure_sar000331,fixed_linear_structure,331,calibration,negative,true,true,false,false,true,false,false,1.049163,1.011889,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
vehicle_body_axis_reference_sar000332,vehicle_body_axis_reference,332,calibration,vehicle,false,false,false,false,true,false,false,1.005163,1.005163,false,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
matched_ordinary_background_sar000332,matched_ordinary_background,332,calibration,negative,true,true,false,false,false,false,false,1.005163,0.992396,true,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000332,matched_strong_scatterer_background,332,calibration,negative,true,true,false,false,false,false,false,1.005163,1.146944,false,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000332,matched_linear_structure_background,332,calibration,negative,true,true,false,false,false,false,false,1.005163,1.075059,false,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000332,fixed_known_non_vehicle_N005,332,calibration,negative,true,true,false,false,true,false,false,1.005163,0.963005,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
fixed_strong_scatterer_sar000332,fixed_strong_scatterer,332,calibration,negative,true,true,false,false,true,false,false,1.005163,0.976081,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
fixed_linear_structure_sar000332,fixed_linear_structure,332,calibration,negative,true,true,false,false,true,false,false,1.005163,1.007604,false,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
vehicle_body_axis_reference_sar000333,vehicle_body_axis_reference,333,calibration,vehicle,false,false,false,false,true,false,false,1.017857,1.017857,false,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
matched_ordinary_background_sar000333,matched_ordinary_background,333,calibration,negative,true,true,false,false,false,false,false,1.017857,0.973863,true,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000333,matched_strong_scatterer_background,333,calibration,negative,true,true,false,false,false,false,false,1.017857,1.085735,false,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000333,matched_linear_structure_background,333,calibration,negative,true,true,false,false,false,false,false,1.017857,1.092133,false,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000333,fixed_known_non_vehicle_N005,333,calibration,negative,true,true,false,false,true,false,false,1.017857,0.976532,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
fixed_strong_scatterer_sar000333,fixed_strong_scatterer,333,calibration,negative,true,true,false,false,true,false,false,1.017857,0.987595,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
fixed_linear_structure_sar000333,fixed_linear_structure,333,calibration,negative,true,true,false,false,true,false,false,1.017857,1.012405,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
vehicle_body_axis_reference_sar000334,vehicle_body_axis_reference,334,calibration,vehicle,false,false,false,false,true,false,false,0.990105,0.990105,false,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
matched_ordinary_background_sar000334,matched_ordinary_background,334,calibration,negative,true,true,false,false,false,false,false,0.990105,1.018405,false,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000334,matched_strong_scatterer_background,334,calibration,negative,true,true,false,false,false,false,false,0.990105,1.074408,false,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000334,matched_linear_structure_background,334,calibration,negative,true,true,false,false,false,false,false,0.990105,1.074123,false,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000334,fixed_known_non_vehicle_N005,334,calibration,negative,true,true,false,false,true,false,false,0.990105,0.956393,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
fixed_strong_scatterer_sar000334,fixed_strong_scatterer,334,calibration,negative,true,true,false,false,true,false,false,0.990105,0.966815,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
fixed_linear_structure_sar000334,fixed_linear_structure,334,calibration,negative,true,true,false,false,true,false,false,0.990105,0.981595,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
vehicle_body_axis_reference_sar000335,vehicle_body_axis_reference,335,calibration,vehicle,false,false,false,false,true,false,false,1.02592,1.02592,false,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
matched_ordinary_background_sar000335,matched_ordinary_background,335,calibration,negative,false,false,false,false,false,false,false,1.02592,0.882095,true,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000335,matched_strong_scatterer_background,335,calibration,negative,true,true,false,false,false,false,false,1.02592,1.112225,false,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000335,matched_linear_structure_background,335,calibration,negative,true,true,false,false,false,false,false,1.02592,1.066439,false,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000335,fixed_known_non_vehicle_N005,335,calibration,negative,true,true,false,false,true,false,false,1.02592,0.979668,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
fixed_strong_scatterer_sar000335,fixed_strong_scatterer,335,calibration,negative,true,true,false,false,true,false,false,1.02592,0.997051,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
fixed_linear_structure_sar000335,fixed_linear_structure,335,calibration,negative,true,true,false,false,true,false,false,1.02592,1.002949,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
vehicle_body_axis_reference_sar000336,vehicle_body_axis_reference,336,calibration,vehicle,false,false,false,false,true,false,false,1.022396,1.022396,false,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
matched_ordinary_background_sar000336,matched_ordinary_background,336,calibration,negative,true,true,false,false,false,false,false,1.022396,0.995841,true,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000336,matched_strong_scatterer_background,336,calibration,negative,true,true,false,false,false,false,false,1.022396,1.122987,false,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000336,matched_linear_structure_background,336,calibration,negative,true,true,false,false,false,false,false,1.022396,1.051581,false,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000336,fixed_known_non_vehicle_N005,336,calibration,negative,true,true,false,false,true,false,false,1.022396,0.977628,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
fixed_strong_scatterer_sar000336,fixed_strong_scatterer,336,calibration,negative,true,true,false,false,true,false,false,1.022396,0.999431,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
fixed_linear_structure_sar000336,fixed_linear_structure,336,calibration,negative,true,true,false,false,true,false,false,1.022396,1.001068,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
vehicle_body_axis_reference_sar000337,vehicle_body_axis_reference,337,calibration,vehicle,false,false,true,false,true,false,false,1.081235,1.081235,false,0,
matched_ordinary_background_sar000337,matched_ordinary_background,337,calibration,negative,true,true,true,false,false,false,false,1.081235,0.963647,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000337,matched_strong_scatterer_background,337,calibration,negative,true,true,true,true,false,false,false,1.081235,1.177773,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000337,matched_linear_structure_background,337,calibration,negative,true,true,true,true,false,false,false,1.081235,1.170638,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000337,fixed_known_non_vehicle_N005,337,calibration,negative,true,true,true,true,true,false,false,1.081235,0.997764,true,0,
fixed_strong_scatterer_sar000337,fixed_strong_scatterer,337,calibration,negative,true,true,true,false,true,false,false,1.081235,1.000056,true,0,
fixed_linear_structure_sar000337,fixed_linear_structure,337,calibration,negative,true,true,true,false,true,false,false,1.081235,0.999944,true,0,
vehicle_body_axis_reference_sar000338,vehicle_body_axis_reference,338,calibration,vehicle,false,false,true,false,true,false,false,1.063673,1.063673,false,0,
matched_ordinary_background_sar000338,matched_ordinary_background,338,calibration,negative,true,true,true,false,false,false,false,1.063673,0.973312,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000338,matched_strong_scatterer_background,338,calibration,negative,true,true,true,true,false,false,false,1.063673,1.149997,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000338,matched_linear_structure_background,338,calibration,negative,true,true,true,true,false,false,false,1.063673,1.148688,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000338,fixed_known_non_vehicle_N005,338,calibration,negative,true,true,true,true,true,false,false,1.063673,0.999895,true,0,
fixed_strong_scatterer_sar000338,fixed_strong_scatterer,338,calibration,negative,true,true,true,true,true,false,false,1.063673,1.000105,true,0,
fixed_linear_structure_sar000338,fixed_linear_structure,338,calibration,negative,true,true,true,false,true,false,false,1.063673,0.984309,true,0,
vehicle_body_axis_reference_sar000339,vehicle_body_axis_reference,339,calibration,vehicle,false,false,true,false,true,false,false,1.066208,1.066208,false,0,
matched_ordinary_background_sar000339,matched_ordinary_background,339,calibration,negative,true,true,true,false,false,false,false,1.066208,0.965877,true,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000339,matched_strong_scatterer_background,339,calibration,negative,true,true,true,true,false,false,false,1.066208,1.145311,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000339,matched_linear_structure_background,339,calibration,negative,true,true,true,true,false,false,false,1.066208,1.146724,false,2,G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000339,fixed_known_non_vehicle_N005,339,calibration,negative,true,true,true,true,true,false,false,1.066208,1.001958,true,0,
fixed_strong_scatterer_sar000339,fixed_strong_scatterer,339,calibration,negative,true,true,true,true,true,false,false,1.066208,0.998042,true,0,
fixed_linear_structure_sar000339,fixed_linear_structure,339,calibration,negative,true,true,true,false,true,false,false,1.066208,0.976597,true,0,
vehicle_body_axis_reference_sar000340,vehicle_body_axis_reference,340,calibration,vehicle,false,false,false,false,true,false,false,0.994692,0.994692,false,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
matched_ordinary_background_sar000340,matched_ordinary_background,340,calibration,negative,true,true,false,false,false,false,false,0.994692,1.008776,false,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000340,matched_strong_scatterer_background,340,calibration,negative,true,true,false,false,false,false,false,0.994692,1.137899,false,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000340,matched_linear_structure_background,340,calibration,negative,true,true,false,false,false,false,false,0.994692,1.030556,false,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000340,fixed_known_non_vehicle_N005,340,calibration,negative,true,true,false,false,true,false,false,0.994692,0.978405,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
fixed_strong_scatterer_sar000340,fixed_strong_scatterer,340,calibration,negative,true,true,false,false,true,false,false,0.994692,0.991224,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
fixed_linear_structure_sar000340,fixed_linear_structure,340,calibration,negative,true,true,false,false,true,false,false,0.994692,0.965893,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
vehicle_body_axis_reference_sar000341,vehicle_body_axis_reference,341,calibration,vehicle,false,false,false,false,true,false,false,1.015466,1.015466,false,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
matched_ordinary_background_sar000341,matched_ordinary_background,341,calibration,negative,true,true,false,false,false,false,false,1.015466,0.996685,true,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_strong_scatterer_background_sar000341,matched_strong_scatterer_background,341,calibration,negative,true,true,false,false,false,false,false,1.015466,1.150313,false,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
matched_linear_structure_background_sar000341,matched_linear_structure_background,341,calibration,negative,true,true,false,false,false,false,false,1.015466,1.042,false,3,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE;G9_TEMPORAL_PATTERN_CONSISTENT;G10_BACKGROUND_FIXEDNESS_EXPLANATION_REJECTED
fixed_known_non_vehicle_N005_sar000341,fixed_known_non_vehicle_N005,341,calibration,negative,true,true,false,false,true,false,false,1.015466,0.988393,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
fixed_strong_scatterer_sar000341,fixed_strong_scatterer,341,calibration,negative,true,true,false,false,true,false,false,1.015466,1.003315,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
fixed_linear_structure_sar000341,fixed_linear_structure,341,calibration,negative,true,true,false,false,true,false,false,1.015466,0.990373,true,1,G8_AXIS_RELATION_STRUCTURE_COMPATIBLE
vehicle_body_axis_reference_sar000342,vehicle_body_axis_reference,342,calibration,vehicle,false,false,true,false,true,false,false,1.09107,1.09107,false,0,
