experiment_id,experiment_type,method,physical_vehicle_id,source_pair_id,sar_frame,component_ids,assembly_id,component_count,assembly_centroid,assembly_envelope,assembly_azimuth,assembly_radial,azimuth_span,radial_span,max_pair_distance_px,max_diameter_px,internal_max_gap_px,compact_pass,rejection_reason,search_window,budget_width,budget_height,source_anchor_area,prediction_area_ratio,persistent_hypothesis_id,association_event
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1C,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,31,C1C_ADJ_0204_TO_0205_31_c001,C1C_ADJ_0204_TO_0205_31_a001,1,"1102.190,1133.845","1081.000,1109.000,1129.000,1149.000",-14.786341,203.596008,0,0,0,62.481997,0,true,compact_pass,"977.400,1109.910,1255.400,1257.640",278,147.73,13142.1717,0.146095,ADJ_0204_TO_0205_C1C_h001,compact_group
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1C,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,31,C1C_ADJ_0204_TO_0205_31_c002,,1,"1127.567,1183.717","1041.000,1109.000,1209.000,1245.000",-10.756866,152.698715,0,0,0,216.148097,0,false,envelope_height_exceeds_fixed_budget,"977.400,1109.910,1255.400,1257.640",278,147.73,13142.1717,1.738525,ADJ_0204_TO_0205_C1C_h001,component_rejected
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1C,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,31,C1C_ADJ_0204_TO_0205_31_c005;C1C_ADJ_0204_TO_0205_31_c007,C1C_ADJ_0204_TO_0205_31_a002,2,"1241.509,1163.618","1225.000,1133.000,1256.000,1213.000",27.806908,188.603502,1.842714,53.969269,54.336208,85.79627,32,true,compact_pass,"977.400,1109.910,1255.400,1257.640",278,147.73,13142.1717,0.188705,ADJ_0204_TO_0205_C1C_h001,compact_group
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1C,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,31,C1C_ADJ_0204_TO_0205_31_c010;C1C_ADJ_0204_TO_0205_31_c011,C1C_ADJ_0204_TO_0205_31_a003,2,"1060.895,1230.053","1041.000,1221.000,1089.000,1245.000",-42.538697,137.54003,9.572128,15.338028,27.455983,53.665631,8,true,compact_pass,"977.400,1109.910,1255.400,1257.640",278,147.73,13142.1717,0.087657,ADJ_0204_TO_0205_C1C_h001,compact_group
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,28,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_C1D_h001_28_c002,C1D_ADJ_0204_TO_0205_28_ADJ_0204_TO_0205_C1D_h001_a001,1,"1124.791,1160.472","1033.000,1109.000,1201.000,1205.000",-9.899875,175.807068,0,0,0,193.494186,0,true,compact_pass,"977.400,1109.910,1255.400,1257.640",278,147.73,13142.1717,1.227194,ADJ_0204_TO_0205_C1D_h001,compact_group
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,28,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_C1D_h001_28_c003,C1D_ADJ_0204_TO_0205_28_ADJ_0204_TO_0205_C1D_h001_a002,1,"1015.105,1134.105","1009.000,1125.000,1025.000,1141.000",-35.255325,240.643845,0,0,0,22.627417,0,true,compact_pass,"977.400,1109.910,1255.400,1257.640",278,147.73,13142.1717,0.019479,ADJ_0204_TO_0205_C1D_h001,compact_group
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,28,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_C1D_h001_28_c004,C1D_ADJ_0204_TO_0205_28_ADJ_0204_TO_0205_C1D_h001_a003,1,"1246.845,1147.127","1233.000,1133.000,1256.000,1157.000",26.834017,205.672302,0,0,0,33.24154,0,true,compact_pass,"977.400,1109.910,1255.400,1257.640",278,147.73,13142.1717,0.042002,ADJ_0204_TO_0205_C1D_h001,compact_group
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,28,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_C1D_h001_28_c005,C1D_ADJ_0204_TO_0205_28_ADJ_0204_TO_0205_C1D_h001_a004,1,"1221.960,1197.840","1217.000,1181.000,1233.000,1213.000",27.203241,149.276764,0,0,0,35.777088,0,true,compact_pass,"977.400,1109.910,1255.400,1257.640",278,147.73,13142.1717,0.038959,ADJ_0204_TO_0205_C1D_h001,compact_group
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,28,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_C1D_h001_28_c006,C1D_ADJ_0204_TO_0205_28_ADJ_0204_TO_0205_C1D_h001_a005,1,"1128.524,1222.026","1097.000,1205.000,1153.000,1237.000",-13.104463,111.844467,0,0,0,64.498062,0,true,compact_pass,"977.400,1109.910,1255.400,1257.640",278,147.73,13142.1717,0.136355,ADJ_0204_TO_0205_C1D_h001,compact_group
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,29,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_01_29_c004,C1D_ADJ_0204_TO_0205_29_ADJ_0204_TO_0205_c1d_28_01_a001,1,"1119.423,1093.500","1106.000,1079.000,1130.000,1111.000",-8.305218,239.659698,0,0,0,40,0,true,compact_pass,"994.183,1063.304,1272.183,1211.034",278,147.73,13142.1717,0.058438,ADJ_0204_TO_0205_c1d_28_01,compact_group
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,29,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_01_29_c005,,1,"1131.082,1156.312","1042.000,1079.000,1226.000,1212.000",-7.957925,179.938889,0,0,0,227.03524,0,false,envelope_height_exceeds_fixed_budget,"994.183,1063.304,1272.183,1211.034",278,147.73,13142.1717,1.862097,ADJ_0204_TO_0205_c1d_28_01,component_rejected
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,29,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_01_29_c010;C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_01_29_c011,C1D_ADJ_0204_TO_0205_29_ADJ_0204_TO_0205_c1d_28_01_a002,2,"1243.580,1159.489","1218.000,1135.000,1273.000,1212.000",27.593921,193.249858,0.567963,56.195297,56.226014,94.625578,32,true,compact_pass,"994.183,1063.304,1272.183,1211.034",278,147.73,13142.1717,0.322245,ADJ_0204_TO_0205_c1d_28_01,compact_group
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,29,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_02_29_c002,C1D_ADJ_0204_TO_0205_29_ADJ_0204_TO_0205_c1d_28_02_a001,1,"1035.940,1034.171","1006.000,1010.000,1053.000,1066.000",-21.728539,319.222809,0,0,0,73.109507,0,true,compact_pass,"774.811,1010.570,1052.811,1158.300",278,147.73,13142.1717,0.200271,ADJ_0204_TO_0205_c1d_28_02,compact_group
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,29,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_02_29_c005,C1D_ADJ_0204_TO_0205_29_ADJ_0204_TO_0205_c1d_28_02_a002,1,"1034.339,1129.396","990.000,1066.000,1053.000,1159.000",-30.836779,234.634674,0,0,0,112.329871,0,true,compact_pass,"774.811,1010.570,1052.811,1158.300",278,147.73,13142.1717,0.445817,ADJ_0204_TO_0205_c1d_28_02,compact_group
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,29,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_02_29_c007,C1D_ADJ_0204_TO_0205_29_ADJ_0204_TO_0205_c1d_28_02_a003,1,"940.292,1152.281","910.000,1138.000,982.000,1159.000",-50.114185,278.446381,0,0,0,75,0,true,compact_pass,"774.811,1010.570,1052.811,1158.300",278,147.73,13142.1717,0.115049,ADJ_0204_TO_0205_c1d_28_02,compact_group
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,29,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_03_29_c001,,1,"1253.652,1175.576","1188.000,1138.000,1420.000,1266.000",31.664276,186.795013,0,0,0,264.967923,0,false,envelope_height_exceeds_fixed_budget,"1188.520,1138.040,1466.520,1285.770",278,147.73,13142.1717,2.259596,ADJ_0204_TO_0205_c1d_28_03,component_rejected
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,29,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_03_29_c003,C1D_ADJ_0204_TO_0205_29_ADJ_0204_TO_0205_c1d_28_03_a001,1,"1452.457,1144.400","1428.000,1138.000,1460.000,1154.000",58.026802,351.817535,0,0,0,35.777088,0,true,compact_pass,"1188.520,1138.040,1466.520,1285.770",278,147.73,13142.1717,0.038959,ADJ_0204_TO_0205_c1d_28_03,compact_group
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,29,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_03_29_c004,C1D_ADJ_0204_TO_0205_29_ADJ_0204_TO_0205_c1d_28_03_a002,1,"1313.969,1176.000","1300.000,1162.000,1324.000,1186.000",45.950027,222.598312,0,0,0,33.941125,0,true,compact_pass,"1188.520,1138.040,1466.520,1285.770",278,147.73,13142.1717,0.043828,ADJ_0204_TO_0205_c1d_28_03,compact_group
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,29,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_04_29_c002,,1,"1129.496,1220.638","1065.000,1186.000,1217.000,1298.000",-11.085136,115.332436,0,0,0,188.80678,0,false,envelope_height_exceeds_fixed_budget,"1001.648,1186.412,1279.648,1334.000",278,147.73,13142.1717,1.295372,ADJ_0204_TO_0205_c1d_28_04,component_rejected
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,29,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_04_29_c003,C1D_ADJ_0204_TO_0205_29_ADJ_0204_TO_0205_c1d_28_04_a001,1,"1225.110,1197.884","1217.000,1186.000,1241.000,1218.000",28.261139,150.707443,0,0,0,40,0,true,compact_pass,"1001.648,1186.412,1279.648,1334.000",278,147.73,13142.1717,0.058438,ADJ_0204_TO_0205_c1d_28_04,compact_group
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,29,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_04_29_c004;C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_04_29_c007,C1D_ADJ_0204_TO_0205_29_ADJ_0204_TO_0205_c1d_28_04_a002,2,"1051.365,1226.565","1001.000,1210.000,1089.000,1242.000",-44.176865,146.765402,9.769077,23.247604,34.122012,93.637599,8,true,compact_pass,"1001.648,1186.412,1279.648,1334.000",278,147.73,13142.1717,0.214272,ADJ_0204_TO_0205_c1d_28_04,compact_group
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,30,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_01_30_c005,,1,"1133.633,1155.950","1042.000,1079.000,1226.000,1212.000",-7.288333,180.016876,0,0,0,227.03524,0,false,envelope_height_exceeds_fixed_budget,"994.183,1063.304,1272.183,1211.034",278,147.73,13142.1717,1.862097,ADJ_0204_TO_0205_c1d_28_01,component_rejected
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,30,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_01_30_c012,C1D_ADJ_0204_TO_0205_30_ADJ_0204_TO_0205_c1d_28_01_a001,1,"1255.364,1145.364","1242.000,1135.000,1273.000,1151.000",28.654955,211.282471,0,0,0,34.885527,0,true,compact_pass,"994.183,1063.304,1272.183,1211.034",278,147.73,13142.1717,0.037741,ADJ_0204_TO_0205_c1d_28_01,compact_group
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,30,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_01_30_c014,C1D_ADJ_0204_TO_0205_30_ADJ_0204_TO_0205_c1d_28_01_a002,1,"1227.327,1195.163","1218.000,1183.000,1242.000,1212.000",28.520794,154.155045,0,0,0,37.64306,0,true,compact_pass,"994.183,1063.304,1272.183,1211.034",278,147.73,13142.1717,0.052959,ADJ_0204_TO_0205_c1d_28_01,compact_group
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,30,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_02_30_c002,,1,"1035.739,1063.026","990.000,1010.000,1053.000,1159.000",-24.445435,293.513702,0,0,0,161.771444,0,false,envelope_height_exceeds_fixed_budget,"774.811,1010.570,1052.811,1158.300",278,147.73,13142.1717,0.714266,ADJ_0204_TO_0205_c1d_28_02,component_rejected
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,30,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_02_30_c004,C1D_ADJ_0204_TO_0205_30_ADJ_0204_TO_0205_c1d_28_02_a001,1,"953.362,1047.466","934.000,1034.000,982.000,1058.000",-35.312572,347.085815,0,0,0,53.665631,0,true,compact_pass,"774.811,1010.570,1052.811,1158.300",278,147.73,13142.1717,0.087657,ADJ_0204_TO_0205_c1d_28_02,compact_group
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,30,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_02_30_c009,C1D_ADJ_0204_TO_0205_30_ADJ_0204_TO_0205_c1d_28_02_a002,1,"944.958,1155.056","918.000,1146.000,982.000,1159.000",-49.923721,273.097992,0,0,0,65.306967,0,true,compact_pass,"774.811,1010.570,1052.811,1158.300",278,147.73,13142.1717,0.063308,ADJ_0204_TO_0205_c1d_28_02,compact_group
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,30,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_03_30_c001,C1D_ADJ_0204_TO_0205_30_ADJ_0204_TO_0205_c1d_28_03_a001,1,"1270.292,1149.458","1188.000,1138.000,1420.000,1186.000",31.650875,218.71434,0,0,0,236.913486,0,true,compact_pass,"1188.520,1138.040,1466.520,1285.770",278,147.73,13142.1717,0.847349,ADJ_0204_TO_0205_c1d_28_03,compact_group
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,30,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_03_30_c003,C1D_ADJ_0204_TO_0205_30_ADJ_0204_TO_0205_c1d_28_03_a002,1,"1458.286,1142.048","1452.000,1138.000,1467.000,1146.000",58.21447,357.973724,0,0,0,17,0,true,compact_pass,"1188.520,1138.040,1466.520,1285.770",278,147.73,13142.1717,0.009131,ADJ_0204_TO_0205_c1d_28_03,compact_group
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,30,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_03_30_c004,C1D_ADJ_0204_TO_0205_30_ADJ_0204_TO_0205_c1d_28_03_a003,1,"1240.371,1194.219","1204.000,1170.000,1292.000,1226.000",32.057629,162.321167,0,0,0,104.307238,0,true,compact_pass,"1188.520,1138.040,1466.520,1285.770",278,147.73,13142.1717,0.374976,ADJ_0204_TO_0205_c1d_28_03,compact_group
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,30,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_03_30_c009,C1D_ADJ_0204_TO_0205_30_ADJ_0204_TO_0205_c1d_28_03_a004,1,"1198.326,1249.326","1188.000,1218.000,1228.000,1266.000",28.682728,92.923538,0,0,0,62.481997,0,true,compact_pass,"1188.520,1138.040,1466.520,1285.770",278,147.73,13142.1717,0.146095,ADJ_0204_TO_0205_c1d_28_03,compact_group
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,30,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_04_30_c001,,1,"1129.046,1219.883","1049.000,1186.000,1217.000,1298.000",-11.526974,116.006454,0,0,0,201.910871,0,false,envelope_height_exceeds_fixed_budget,"1001.648,1186.412,1279.648,1334.000",278,147.73,13142.1717,1.431727,ADJ_0204_TO_0205_c1d_28_04,component_rejected
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,30,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_04_30_c002,C1D_ADJ_0204_TO_0205_30_ADJ_0204_TO_0205_c1d_28_04_a001,1,"1227.924,1196.678","1217.000,1186.000,1241.000,1218.000",28.974342,153.104248,0,0,0,40,0,true,compact_pass,"1001.648,1186.412,1279.648,1334.000",278,147.73,13142.1717,0.058438,ADJ_0204_TO_0205_c1d_28_04,compact_group
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,30,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_04_30_c003;C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_04_30_c006;C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_04_30_c007,,3,"1051.744,1228.005","1009.000,1210.000,1081.000,1242.000",-44.391907,145.58297,12.818115,34.278137,47.629192,78.790862,32,false,azimuth_span_exceeds_fixed_budget,"1001.648,1186.412,1279.648,1334.000",278,147.73,13142.1717,0.175313,ADJ_0204_TO_0205_c1d_28_04,transitive_merge_prevented
ADJ_0204_TO_0205,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0204,30,C1D_ADJ_0204_TO_0205_ADJ_0204_TO_0205_c1d_28_04_30_c003,C1D_ADJ_0204_TO_0205_30_ADJ_0204_TO_0205_c1d_28_04_a002,1,"1024.308,1226.731","1009.000,1210.000,1033.000,1234.000",-51.306625,166.214188,0,0,0,33.941125,0,true,compact_pass,"1001.648,1186.412,1279.648,1334.000",278,147.73,13142.1717,0.043828,ADJ_0204_TO_0205_c1d_28_04,singleton_after_split
