physical_vehicle_id,optical_frame,bbox,depth,source_detector,source_track,whole_body_confidence,identity_confidence,paired_with_sar,usable_as_optical_recovery_anchor,blocked_reason
PV_GM19_UNPAIRED_SMALL_060_080,65,"484.711,325.325,512.841,352.25",29.299765,yolo26l_probe,bt_0033,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_060_080,66,"488.448,325.479,516.672,351.973",29.856897,yolo26l_probe,bt_0033,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_060_080,67,"489.671,324.074,519.448,352.008",29.318964,yolo26l_probe,bt_0033,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_060_080,68,"493.734,325.473,522.815,352.464",32.700264,yolo26l_probe,bt_0033,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_060_080,69,"498.548,326.268,527.747,352.983",31.467634,yolo26l_probe,bt_0033,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_060_080,70,"503.266,327.139,533.238,354.088",30.987262,yolo26l_probe,bt_0033,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_060_080,71,"506.614,327.052,537.865,354.566",30.420674,yolo26l_probe,bt_0033,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_060_080,72,"508.955,325.518,541.375,353.355",32.578712,yolo26l_probe,bt_0033,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_060_080,73,"512.802,324.297,545.143,351.508",30.061213,yolo26l_probe,bt_0033,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_060_080,74,"516.196,322.887,548.593,349.573",29.687584,yolo26l_probe,bt_0033,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_060_080,75,"519.98,321.685,553.042,348.557",30.247943,yolo26l_probe,bt_0033,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_060_080,76,"525.613,323.089,559.044,350.25",28.042423,yolo26l_probe,bt_0033,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_060_080,77,"531.389,324.659,564.422,351.519",27.10033,yolo26l_probe,bt_0033,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_060_080,78,"538.904,327.898,571.212,354.639",27.068364,yolo26l_probe,bt_0033,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_060_080,79,"545.545,328.991,576.934,355.629",25.62945,yolo26l_probe,bt_0033,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_060_080,80,"552.132,328.959,582.455,355.664",26.766782,yolo26l_probe,bt_0033,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_083_098,83,"541.209,324.996,581.675,351.377",26.912676,yolo26l_probe,bt_0053,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_083_098,84,"543.89,324.673,583.799,350.756",27.768394,yolo26l_probe,bt_0053,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_083_098,85,"547.425,324.246,587.522,350.522",24.898161,yolo26l_probe,bt_0053,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_083_098,86,"551.235,323.838,591.854,350.52",24.727103,yolo26l_probe,bt_0053,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_083_098,87,"555.732,324.379,596.47,351.119",26.239207,yolo26l_probe,bt_0053,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_083_098,88,"561.694,324.521,602.309,351.127",28.265331,yolo26l_probe,bt_0053,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_083_098,89,"565.794,324.499,607.737,351.801",27.433116,yolo26l_probe,bt_0053,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_083_098,90,"569.633,325.043,612.325,352.625",26.65369,yolo26l_probe,bt_0053,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_083_098,91,"574.117,326.069,617.575,353.986",24.665078,yolo26l_probe,bt_0053,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_083_098,92,"579.571,327.43,623.004,355.328",26.868292,yolo26l_probe,bt_0053,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_083_098,93,"584.47,327.556,627.265,355.168",26.399389,yolo26l_probe,bt_0053,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_083_098,94,"588.728,325.551,631.128,353.217",28.734305,yolo26l_probe,bt_0053,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_083_098,95,"592.993,322.976,634.754,350.572",25.84977,yolo26l_probe,bt_0053,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_083_098,96,"597.082,321.808,637.925,349.35",25.621986,yolo26l_probe,bt_0053,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_083_098,97,"602.747,323.517,642.528,351.047",24.228968,yolo26l_probe,bt_0053,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_UNPAIRED_SMALL_083_098,98,"610.185,325.457,649.255,353.449",23.477921,yolo26l_probe,bt_0053,0.5,0.65,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,99,"8.459,300.743,70.699,503.839",3.813728,yolo26l_probe,bt_0068,0.53,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,100,"17.39,300.99,85.029,519.17",3.856665,yolo26l_probe,bt_0068,0.53,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,101,"28.572,301.789,101.789,532.113",3.656776,yolo26l_probe,bt_0068,0.85,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,102,"38.947,299.868,118.027,538.812",3.499647,yolo26l_probe,bt_0068,0.97,0.9,true,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,103,"46.641,292.232,133.91,542.653",3.284022,yolo26l_probe,bt_0068,0.97,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,104,"50.92,284.905,153.177,563.227",3.200879,yolo26l_probe,bt_0068,0.97,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,105,"54.818,279.569,172.513,582.227",3.264179,yolo26l_probe,bt_0068,0.7,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,106,"59.627,271.854,192.267,592.26",3.205076,yolo26l_probe,bt_0068,0.7,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,107,"65.307,266.94,212.45,598.688",3.155707,yolo26l_probe,bt_0068,0.48,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,108,"72.633,265.432,233.461,601.061",3.105936,yolo26l_probe,bt_0068,0.48,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,109,"80.588,267.939,254.864,602.074",3.054529,yolo26l_probe,bt_0068,0.48,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,110,"88.154,270.859,277.128,602.273",3.240896,yolo26l_probe,bt_0068,0.48,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,111,"95.037,274.762,299.411,601.78",3.289719,yolo26l_probe,bt_0068,0.48,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,112,"101.519,277.077,323.755,601.368",3.204394,yolo26l_probe,bt_0068,0.48,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,113,"105.666,284.03,343.34,600.534",3.206447,yolo26l_probe,bt_0068,0.48,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,114,"108.812,281.565,368.954,599.9",3.371464,yolo26l_probe,bt_0068,0.48,0.9,true,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,115,"108.144,284.201,386.59,599.345",3.143708,yolo26l_probe,bt_0068,0.48,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,116,"101.869,281.42,401.256,598.706",3.362478,yolo26l_probe,bt_0068,0.48,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,117,"95.792,280.35,411.024,594.945",3.201147,yolo26l_probe,bt_0068,0.7,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,118,"87.447,276.883,419.403,591.607",3.349998,yolo26l_probe,bt_0068,0.7,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,119,"79.607,271.679,433.181,592.954",3.163009,yolo26l_probe,bt_0068,0.88,0.9,false,true,
PV_GM19_SILVER_MPV_NEAR_FIELD,120,"88.141,273.072,459.949,594.522",3.566367,yolo26l_probe,bt_0068,0.88,0.9,false,true,
PV_GM19_SILVER_MPV_NEAR_FIELD,121,"100.263,266.673,500.394,595.968",3.697172,yolo26l_probe,bt_0068,0.88,0.9,false,true,
PV_GM19_SILVER_MPV_NEAR_FIELD,122,"113.596,264.769,535.282,597.055",4.006345,yolo26l_probe,bt_0068,0.88,0.9,false,true,
PV_GM19_SILVER_MPV_NEAR_FIELD,123,"145.219,263.611,584.931,596.945",3.658923,yolo26l_probe,bt_0068,0.88,0.9,false,true,
PV_GM19_SILVER_MPV_NEAR_FIELD,124,"203.63,262.285,660.492,597.641",3.491174,yolo26l_probe,bt_0068,0.88,0.9,false,true,
PV_GM19_SILVER_MPV_NEAR_FIELD,125,"259.952,262.022,727.851,598.506",3.292091,yolo26l_probe,bt_0068,0.66,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,126,"288.357,259.904,764.999,598.644",3.064583,yolo26l_probe,bt_0068,0.66,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,127,"298.018,260.075,779.888,598.918",2.873929,yolo26l_probe,bt_0068,0.5,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,128,"302.599,259.322,789.136,598.98",2.731717,yolo26l_probe,bt_0068,0.5,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,129,"314.443,258.451,802.311,598.935",2.624125,yolo26l_probe,bt_0068,0.5,0.9,true,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,130,"327.266,258.021,812.975,598.482",2.851164,yolo26l_probe,bt_0068,0.5,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,131,"348.68,259.623,826.33,598.201",2.603394,yolo26l_probe,bt_0068,0.5,0.9,true,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,132,"377.13,268.601,835.06,597.995",2.662595,yolo26l_probe,bt_0068,0.5,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,133,"408.842,280.382,841.83,597.732",2.647634,yolo26l_probe,bt_0068,0.5,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,134,"440.899,291.726,848.066,597.234",2.63371,yolo26l_probe,bt_0068,0.5,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,135,"472.436,301.857,854.444,596.861",2.695326,yolo26l_probe,bt_0068,0.5,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,136,"506.119,315.382,858.352,596.577",2.759552,yolo26l_probe,bt_0068,0.5,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,137,"543.686,335.393,858.671,596.288",2.820051,yolo26l_probe,bt_0068,0.32,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,138,"581.46,356.213,859.257,596.333",2.977623,yolo26l_probe,bt_0068,0.32,0.9,true,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,139,"622.711,383.741,856.898,596.155",2.778501,yolo26l_probe,bt_0068,0.2,0.9,true,false,not_direct_or_identity_not_safe
PV_GM19_SILVER_MPV_NEAR_FIELD,140,"661.113,405.338,857.696,594.518",2.946475,yolo26l_probe,bt_0068,0.12,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,149,"7.997,330.112,79.39,535.765",3.102587,yolo26l_probe,bt_0078,0.53,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,150,"15.766,309.219,99.257,547.734",2.939843,yolo26l_probe,bt_0078,0.65,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,151,"25.389,298.665,122.529,571.642",2.916102,yolo26l_probe,bt_0078,0.97,0.9,true,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,152,"37.145,293.981,145.585,589.985",2.583602,yolo26l_probe,bt_0078,0.7,0.9,true,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,153,"50.385,293.281,167.007,597.345",2.763179,yolo26l_probe,bt_0078,0.7,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,154,"63.531,293.001,188.964,600.233",2.475647,yolo26l_probe,bt_0078,0.48,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,155,"76.502,295.882,211.191,600.671",2.359433,yolo26l_probe,bt_0078,0.48,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,156,"87.698,294.186,235.908,600.987",2.493334,yolo26l_probe,bt_0078,0.48,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,157,"99.793,294.827,263.437,601.06",2.391375,yolo26l_probe,bt_0078,0.4,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,158,"111.769,297.141,292.697,600.814",2.437899,yolo26l_probe,bt_0078,0.4,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,159,"121.143,298.75,321.858,600.546",2.496471,yolo26l_probe,bt_0078,0.4,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,160,"129.164,300.379,351.769,600.448",2.525124,yolo26l_probe,bt_0078,0.48,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,161,"129.825,300.416,375.255,600.192",2.380026,yolo26l_probe,bt_0078,0.48,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,162,"123.858,301.244,390.414,600.037",2.554401,yolo26l_probe,bt_0078,0.48,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,163,"117.716,301.222,405.535,599.768",2.6286,yolo26l_probe,bt_0078,0.48,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,164,"118.172,301.49,427.88,599.385",2.529677,yolo26l_probe,bt_0078,0.48,0.9,false,false,not_direct_or_identity_not_safe
PV_GM19_GRAY_CAR_LEFT_EDGE,165,"124.476,302.547,456.683,598.956",2.310579,yolo26l_probe,bt_0078,0.66,0.9,false,false,not_direct_or_identity_not_safe
