pair_id,sar_frame,split,method,motion_heading_directed_deg,body_axis_proxy_deg,speed_px_per_sar_frame,fit_residual_px,support_frame_count,support_frames,posthoc_or_runtime,used_for_main_body_axis_proxy
WGV35A_PAIR_0007,319,calibration,local_quadratic_fit,2.147296,2.147296,6.149434,3.157562,7,315;317;319;321;323;325;327,posthoc_diagnostic,false
WGV35A_PAIR_0007,319,calibration,history_only_line_fit,-2.824385,177.175615,5.73822,2.822323,3,315;317;319,history_only_sensitivity,false
WGV35A_PAIR_0007,319,calibration,robust_median_displacement_direction,0.952063,0.952063,5.499259,2.972474,7,315;317;319;321;323;325;327,raw_measurement,false
WGV35A_PAIR_0010,321,calibration,raw_selected_gt_delta,19.504339,19.504339,6.993567,0,2,,raw_measurement,false
WGV35A_PAIR_0010,321,calibration,symmetric_line_fit,2.172565,2.172565,6.126931,3.158538,7,315;317;319;321;323;325;327,posthoc_diagnostic,true
WGV35A_PAIR_0010,321,calibration,local_quadratic_fit,2.172565,2.172565,6.126931,3.157562,7,315;317;319;321;323;325;327,posthoc_diagnostic,false
WGV35A_PAIR_0010,321,calibration,history_only_line_fit,4.006796,4.006796,6.297693,2.954282,4,315;317;319;321,history_only_sensitivity,false
WGV35A_PAIR_0010,321,calibration,robust_median_displacement_direction,0.952063,0.952063,5.499259,2.972474,7,315;317;319;321;323;325;327,raw_measurement,false
WGV35A_PAIR_0012,323,calibration,raw_selected_gt_delta,-2.077074,177.922926,4.407646,0,2,,raw_measurement,false
WGV35A_PAIR_0012,323,calibration,symmetric_line_fit,0.921703,0.921703,6.276623,3.166957,8,315;317;319;321;323;325;327;331,posthoc_diagnostic,true
WGV35A_PAIR_0012,323,calibration,local_quadratic_fit,0.846845,0.846845,6.285467,3.025231,8,315;317;319;321;323;325;327;331,posthoc_diagnostic,false
WGV35A_PAIR_0012,323,calibration,history_only_line_fit,4.415781,4.415781,6.034914,2.747752,5,315;317;319;321;323,history_only_sensitivity,false
WGV35A_PAIR_0012,323,calibration,robust_median_displacement_direction,-1.388177,178.611823,6.594185,2.49475,8,315;317;319;321;323;325;327;331,raw_measurement,false
WGV35A_PAIR_0014,325,calibration,raw_selected_gt_delta,-14.205604,165.794396,8.923107,0,2,,raw_measurement,false
WGV35A_PAIR_0014,325,calibration,symmetric_line_fit,0.338618,0.338618,6.564818,3.01123,9,317;319;321;323;325;327;331;332;333,posthoc_diagnostic,true
WGV35A_PAIR_0014,325,calibration,local_quadratic_fit,0.510659,0.510659,6.55974,2.929167,9,317;319;321;323;325;327;331;332;333,posthoc_diagnostic,false
WGV35A_PAIR_0014,325,calibration,history_only_line_fit,0.279871,0.279871,6.760981,2.842887,5,317;319;321;323;325,history_only_sensitivity,false
WGV35A_PAIR_0014,325,calibration,robust_median_displacement_direction,-4.166498,175.833502,7.056462,2.769473,9,317;319;321;323;325;327;331;332;333,raw_measurement,false
WGV35A_PAIR_0016,327,calibration,raw_selected_gt_delta,37.022925,37.022925,4.380666,0,2,,raw_measurement,false
WGV35A_PAIR_0016,327,calibration,symmetric_line_fit,-0.455336,179.544664,6.580243,3.479371,10,319;321;323;325;327;331;332;333;334;335,posthoc_diagnostic,true
WGV35A_PAIR_0016,327,calibration,local_quadratic_fit,-0.262609,179.737391,6.545699,2.99635,10,319;321;323;325;327;331;332;333;334;335,posthoc_diagnostic,false
WGV35A_PAIR_0016,327,calibration,history_only_line_fit,2.79477,2.79477,5.941517,2.942096,5,319;321;323;325;327,history_only_sensitivity,false
WGV35A_PAIR_0016,327,calibration,robust_median_displacement_direction,-1.388177,178.611823,6.594185,3.5481,10,319;321;323;325;327;331;332;333;334;335,raw_measurement,false
WGV35A_PAIR_0021,331,calibration,raw_selected_gt_delta,-6.598255,173.401745,7.533273,0,2,,raw_measurement,false
WGV35A_PAIR_0021,331,calibration,symmetric_line_fit,-0.648454,179.351546,6.783021,3.006006,12,323;325;327;331;332;333;334;335;336;337;338;339,posthoc_diagnostic,true
WGV35A_PAIR_0021,331,calibration,local_quadratic_fit,-0.657189,179.342811,6.782251,2.985729,12,323;325;327;331;332;333;334;335;336;337;338;339,posthoc_diagnostic,false
WGV35A_PAIR_0021,331,calibration,history_only_line_fit,-1.127715,178.872285,6.579203,3.048264,4,323;325;327;331,history_only_sensitivity,false
WGV35A_PAIR_0021,331,calibration,robust_median_displacement_direction,6.438597,6.438597,7.530875,3.52635,12,323;325;327;331;332;333;334;335;336;337;338;339,raw_measurement,false
WGV35A_PAIR_0023,332,calibration,raw_selected_gt_delta,19.630175,19.630175,9.452365,0,2,,raw_measurement,false
WGV35A_PAIR_0023,332,calibration,symmetric_line_fit,0.891219,0.891219,6.743539,3.174502,12,325;327;331;332;333;334;335;336;337;338;339;340,posthoc_diagnostic,true
WGV35A_PAIR_0023,332,calibration,local_quadratic_fit,0.585771,0.585771,6.727063,3.108312,12,325;327;331;332;333;334;335;336;337;338;339;340,posthoc_diagnostic,false
WGV35A_PAIR_0023,332,calibration,history_only_line_fit,2.880538,2.880538,6.719949,3.15456,4,325;327;331;332,history_only_sensitivity,false
WGV35A_PAIR_0023,332,calibration,robust_median_displacement_direction,13.570976,13.570976,7.093552,2.689755,12,325;327;331;332;333;334;335;336;337;338;339;340,raw_measurement,false
WGV35A_PAIR_0025,333,calibration,raw_selected_gt_delta,-45.218027,134.781973,6.22506,0,2,,raw_measurement,false
WGV35A_PAIR_0025,333,calibration,symmetric_line_fit,0.622526,0.622526,6.654384,3.206671,13,325;327;331;332;333;334;335;336;337;338;339;340;341,posthoc_diagnostic,true
WGV35A_PAIR_0025,333,calibration,local_quadratic_fit,0.578221,0.578221,6.658844,3.180636,13,325;327;331;332;333;334;335;336;337;338;339;340;341,posthoc_diagnostic,false
WGV35A_PAIR_0025,333,calibration,history_only_line_fit,0.498164,0.498164,6.657976,3.11415,5,325;327;331;332;333,history_only_sensitivity,false
WGV35A_PAIR_0025,333,calibration,robust_median_displacement_direction,12.439703,12.439703,5.823722,3.578772,13,325;327;331;332;333;334;335;336;337;338;339;340;341,raw_measurement,false
WGV35A_PAIR_0027,334,calibration,raw_selected_gt_delta,30.991029,30.991029,5.224276,0,2,,raw_measurement,false
WGV35A_PAIR_0027,334,calibration,symmetric_line_fit,-0.333548,179.666452,6.683176,3.15442,13,327;331;332;333;334;335;336;337;338;339;340;341;342,posthoc_diagnostic,true
WGV35A_PAIR_0027,334,calibration,local_quadratic_fit,-1.05229,178.94771,6.833799,2.650455,13,327;331;332;333;334;335;336;337;338;339;340;341;342,posthoc_diagnostic,false
WGV35A_PAIR_0027,334,calibration,history_only_line_fit,-3.2343,176.7657,7.014697,2.321018,5,327;331;332;333;334,history_only_sensitivity,false
WGV35A_PAIR_0027,334,calibration,robust_median_displacement_direction,4.996528,4.996528,6.716774,3.114659,13,327;331;332;333;334;335;336;337;338;339;340;341;342,raw_measurement,false
WGV35A_PAIR_0030,335,calibration,raw_selected_gt_delta,-14.311551,165.688449,15.016524,0,2,,raw_measurement,false
WGV35A_PAIR_0030,335,calibration,symmetric_line_fit,-0.52904,179.47096,6.680982,3.047563,14,327;331;332;333;334;335;336;337;338;339;340;341;342;343,posthoc_diagnostic,true
WGV35A_PAIR_0030,335,calibration,local_quadratic_fit,-0.784753,179.215247,6.744427,2.713943,14,327;331;332;333;334;335;336;337;338;339;340;341;342;343,posthoc_diagnostic,false
WGV35A_PAIR_0030,335,calibration,history_only_line_fit,-4.346722,175.653278,7.407293,2.760522,6,327;331;332;333;334;335,history_only_sensitivity,false
WGV35A_PAIR_0030,335,calibration,robust_median_displacement_direction,2.702624,2.702624,6.903178,3.381235,14,327;331;332;333;334;335;336;337;338;339;340;341;342;343,raw_measurement,false
WGV35A_PAIR_0033,336,calibration,raw_selected_gt_delta,109.517421,109.517421,1.765973,0,2,,raw_measurement,false
WGV35A_PAIR_0033,336,calibration,symmetric_line_fit,0.135745,0.135745,6.536745,2.780769,14,331;332;333;334;335;336;337;338;339;340;341;342;343;344,posthoc_diagnostic,true
WGV35A_PAIR_0033,336,calibration,local_quadratic_fit,0.385901,0.385901,6.607072,2.756691,14,331;332;333;334;335;336;337;338;339;340;341;342;343;344,posthoc_diagnostic,false
WGV35A_PAIR_0033,336,calibration,history_only_line_fit,-4.07725,175.92275,6.684217,3.083461,6,331;332;333;334;335;336,history_only_sensitivity,false
WGV35A_PAIR_0033,336,calibration,robust_median_displacement_direction,2.702624,2.702624,6.903178,3.381235,14,331;332;333;334;335;336;337;338;339;340;341;342;343;344,raw_measurement,false
WGV35A_PAIR_0035,337,calibration,raw_selected_gt_delta,5.115022,5.115022,9.472221,0,2,,raw_measurement,false
WGV35A_PAIR_0035,337,calibration,symmetric_line_fit,-0.245544,179.754456,6.472768,2.774853,15,331;332;333;334;335;336;337;338;339;340;341;342;343;344;345,posthoc_diagnostic,true
WGV35A_PAIR_0035,337,calibration,local_quadratic_fit,0.099305,0.099305,6.54341,2.692808,15,331;332;333;334;335;336;337;338;339;340;341;342;343;344;345,posthoc_diagnostic,false
WGV35A_PAIR_0035,337,calibration,history_only_line_fit,-2.386533,177.613467,6.725887,2.902072,7,331;332;333;334;335;336;337,history_only_sensitivity,false
WGV35A_PAIR_0035,337,calibration,robust_median_displacement_direction,1.406156,1.406156,6.693266,3.388976,15,331;332;333;334;335;336;337;338;339;340;341;342;343;344;345,raw_measurement,false
WGV35A_PAIR_0038,338,calibration,raw_selected_gt_delta,-2.076477,177.923523,8.721227,0,2,,raw_measurement,false
WGV35A_PAIR_0038,338,calibration,symmetric_line_fit,-0.486978,179.513022,6.492254,2.707438,16,331;332;333;334;335;336;337;338;339;340;341;342;343;344;345;346,posthoc_diagnostic,true
WGV35A_PAIR_0038,338,calibration,local_quadratic_fit,-0.294253,179.705747,6.512269,2.648856,16,331;332;333;334;335;336;337;338;339;340;341;342;343;344;345;346,posthoc_diagnostic,false
WGV35A_PAIR_0038,338,calibration,history_only_line_fit,-1.672687,178.327313,6.911266,2.793898,8,331;332;333;334;335;336;337;338,history_only_sensitivity,false
WGV35A_PAIR_0038,338,calibration,robust_median_displacement_direction,0.328208,0.328208,6.895613,3.587066,16,331;332;333;334;335;336;337;338;339;340;341;342;343;344;345;346,raw_measurement,false
WGV35A_PAIR_0041,339,calibration,raw_selected_gt_delta,29.734121,29.734121,4.623209,0,2,,raw_measurement,false
WGV35A_PAIR_0041,339,calibration,symmetric_line_fit,-0.591188,179.408812,6.504677,2.633308,17,331;332;333;334;335;336;337;338;339;340;341;342;343;344;345;346;347,posthoc_diagnostic,true
WGV35A_PAIR_0041,339,calibration,local_quadratic_fit,-0.591188,179.408812,6.504677,2.589487,17,331;332;333;334;335;336;337;338;339;340;341;342;343;344;345;346;347,posthoc_diagnostic,false
WGV35A_PAIR_0041,339,calibration,history_only_line_fit,0.009545,0.009545,6.803258,2.783967,9,331;332;333;334;335;336;337;338;339,history_only_sensitivity,false
WGV35A_PAIR_0041,339,calibration,robust_median_displacement_direction,1.438247,1.438247,6.693359,3.133666,17,331;332;333;334;335;336;337;338;339;340;341;342;343;344;345;346;347,raw_measurement,false
WGV35A_PAIR_0044,340,calibration,raw_selected_gt_delta,20.513691,20.513691,7.362358,0,2,,raw_measurement,false
WGV35A_PAIR_0044,340,calibration,symmetric_line_fit,-0.298061,179.701939,6.442027,2.683847,17,332;333;334;335;336;337;338;339;340;341;342;343;344;345;346;347;348,posthoc_diagnostic,true
WGV35A_PAIR_0044,340,calibration,local_quadratic_fit,-0.298061,179.701939,6.442027,2.67448,17,332;333;334;335;336;337;338;339;340;341;342;343;344;345;346;347;348,posthoc_diagnostic,false
WGV35A_PAIR_0044,340,calibration,history_only_line_fit,2.32878,2.32878,6.71241,3.031114,9,332;333;334;335;336;337;338;339;340,history_only_sensitivity,false
WGV35A_PAIR_0044,340,calibration,robust_median_displacement_direction,1.488443,1.488443,6.467682,3.168902,17,332;333;334;335;336;337;338;339;340;341;342;343;344;345;346;347;348,raw_measurement,false
WGV35A_PAIR_0048,341,calibration,raw_selected_gt_delta,-54.037831,125.962169,5.782026,0,2,,raw_measurement,false
WGV35A_PAIR_0048,341,calibration,symmetric_line_fit,0.708955,0.708955,6.435934,2.660643,17,333;334;335;336;337;338;339;340;341;342;343;344;345;346;347;348;349,posthoc_diagnostic,true
WGV35A_PAIR_0048,341,calibration,local_quadratic_fit,0.708955,0.708955,6.435934,2.62598,17,333;334;335;336;337;338;339;340;341;342;343;344;345;346;347;348;349,posthoc_diagnostic,false
WGV35A_PAIR_0048,341,calibration,history_only_line_fit,3.633897,3.633897,6.578869,2.966851,9,333;334;335;336;337;338;339;340;341,history_only_sensitivity,false
WGV35A_PAIR_0048,341,calibration,robust_median_displacement_direction,2.718414,2.718414,6.557379,3.013174,17,333;334;335;336;337;338;339;340;341;342;343;344;345;346;347;348;349,raw_measurement,false
WGV35A_PAIR_0051,342,calibration,raw_selected_gt_delta,2.872537,2.872537,6.495161,0,2,,raw_measurement,false
WGV35A_PAIR_0051,342,calibration,symmetric_line_fit,0.246471,0.246471,6.497061,2.84005,17,334;335;336;337;338;339;340;341;342;343;344;345;346;347;348;349;350,posthoc_diagnostic,true
WGV35A_PAIR_0051,342,calibration,local_quadratic_fit,0.246471,0.246471,6.497061,2.82107,17,334;335;336;337;338;339;340;341;342;343;344;345;346;347;348;349;350,posthoc_diagnostic,false
WGV35A_PAIR_0051,342,calibration,history_only_line_fit,2.413715,2.413715,6.30657,3.052108,9,334;335;336;337;338;339;340;341;342,history_only_sensitivity,false
WGV35A_PAIR_0051,342,calibration,robust_median_displacement_direction,1.424837,1.424837,6.756339,2.808434,17,334;335;336;337;338;339;340;341;342;343;344;345;346;347;348;349;350,raw_measurement,false
WGV35A_PAIR_0053,343,calibration,raw_selected_gt_delta,-4.581751,175.418249,9.482804,0,2,,raw_measurement,false
WGV35A_PAIR_0053,343,calibration,symmetric_line_fit,0.41966,0.41966,6.347488,2.781277,17,335;336;337;338;339;340;341;342;343;344;345;346;347;348;349;350;351,posthoc_diagnostic,true
WGV35A_PAIR_0053,343,calibration,local_quadratic_fit,0.41966,0.41966,6.347488,2.737481,17,335;336;337;338;339;340;341;342;343;344;345;346;347;348;349;350;351,posthoc_diagnostic,false
WGV35A_PAIR_0053,343,calibration,history_only_line_fit,2.444813,2.444813,6.088867,2.686005,9,335;336;337;338;339;340;341;342;343,history_only_sensitivity,false
WGV35A_PAIR_0053,343,calibration,robust_median_displacement_direction,2.718414,2.718414,6.557379,3.013174,17,335;336;337;338;339;340;341;342;343;344;345;346;347;348;349;350;351,raw_measurement,false
WGV35A_PAIR_0056,344,calibration,raw_selected_gt_delta,0.024743,0.024743,6.947001,0,2,,raw_measurement,false
WGV35A_PAIR_0056,344,calibration,symmetric_line_fit,0.762201,0.762201,6.442917,2.732868,17,336;337;338;339;340;341;342;343;344;345;346;347;348;349;350;351;352,posthoc_diagnostic,true
WGV35A_PAIR_0056,344,calibration,local_quadratic_fit,0.762201,0.762201,6.442917,2.669996,17,336;337;338;339;340;341;342;343;344;345;346;347;348;349;350;351;352,posthoc_diagnostic,false
WGV35A_PAIR_0056,344,calibration,history_only_line_fit,-0.228814,179.771186,6.502144,2.379861,9,336;337;338;339;340;341;342;343;344,history_only_sensitivity,false
WGV35A_PAIR_0056,344,calibration,robust_median_displacement_direction,2.636327,2.636327,6.761406,2.81747,17,336;337;338;339;340;341;342;343;344;345;346;347;348;349;350;351;352,raw_measurement,false
WGV35A_PAIR_0060,345,calibration,raw_selected_gt_delta,-13.770058,166.229942,3.184527,0,2,,raw_measurement,false
WGV35A_PAIR_0060,345,calibration,symmetric_line_fit,0.875059,0.875059,6.378268,2.668725,17,337;338;339;340;341;342;343;344;345;346;347;348;349;350;351;352;353,posthoc_diagnostic,true
WGV35A_PAIR_0060,345,calibration,local_quadratic_fit,0.875059,0.875059,6.378268,2.518647,17,337;338;339;340;341;342;343;344;345;346;347;348;349;350;351;352;353,posthoc_diagnostic,false
WGV35A_PAIR_0060,345,calibration,history_only_line_fit,-2.378693,177.621307,6.170675,2.162304,9,337;338;339;340;341;342;343;344;345,history_only_sensitivity,false
WGV35A_PAIR_0060,345,calibration,robust_median_displacement_direction,1.469249,1.469249,6.552154,2.894747,17,337;338;339;340;341;342;343;344;345;346;347;348;349;350;351;352;353,raw_measurement,false
WGV35A_PAIR_0063,346,calibration,raw_selected_gt_delta,0.243614,0.243614,9.290084,0,2,,raw_measurement,false
WGV35A_PAIR_0063,346,calibration,symmetric_line_fit,1.157978,1.157978,6.395617,2.69924,17,338;339;340;341;342;343;344;345;346;347;348;349;350;351;352;353;354,posthoc_diagnostic,true
WGV35A_PAIR_0063,346,calibration,local_quadratic_fit,1.157978,1.157978,6.395617,2.468619,17,338;339;340;341;342;343;344;345;346;347;348;349;350;351;352;353;354,posthoc_diagnostic,false
WGV35A_PAIR_0063,346,calibration,history_only_line_fit,-3.705934,176.294066,6.273368,2.152161,9,338;339;340;341;342;343;344;345;346,history_only_sensitivity,false
WGV35A_PAIR_0063,346,calibration,robust_median_displacement_direction,2.718414,2.718414,6.557379,2.937492,17,338;339;340;341;342;343;344;345;346;347;348;349;350;351;352;353;354,raw_measurement,false
WGV35A_PAIR_0065,347,calibration,raw_selected_gt_delta,2.634424,2.634424,6.450818,0,2,,raw_measurement,false
WGV35A_PAIR_0065,347,calibration,symmetric_line_fit,0.828961,0.828961,6.438326,2.640176,17,339;340;341;342;343;344;345;346;347;348;349;350;351;352;353;354;355,posthoc_diagnostic,true
WGV35A_PAIR_0065,347,calibration,local_quadratic_fit,0.828961,0.828961,6.438326,2.466606,17,339;340;341;342;343;344;345;346;347;348;349;350;351;352;353;354;355,posthoc_diagnostic,false
WGV35A_PAIR_0065,347,calibration,history_only_line_fit,-4.722654,175.277346,6.561803,1.805484,9,339;340;341;342;343;344;345;346;347,history_only_sensitivity,false
WGV35A_PAIR_0065,347,calibration,robust_median_displacement_direction,1.469249,1.469249,6.552154,2.894747,17,339;340;341;342;343;344;345;346;347;348;349;350;351;352;353;354;355,raw_measurement,false
WGV35A_PAIR_0068,348,calibration,raw_selected_gt_delta,35.136487,35.136487,5.296024,0,2,,raw_measurement,false
WGV35A_PAIR_0068,348,calibration,symmetric_line_fit,0.992332,0.992332,6.43951,2.612922,17,340;341;342;343;344;345;346;347;348;349;350;351;352;353;354;355;356,posthoc_diagnostic,true
WGV35A_PAIR_0068,348,calibration,local_quadratic_fit,0.992332,0.992332,6.43951,2.532548,17,340;341;342;343;344;345;346;347;348;349;350;351;352;353;354;355;356,posthoc_diagnostic,false
WGV35A_PAIR_0068,348,calibration,history_only_line_fit,-2.373485,177.626515,6.514013,2.20657,9,340;341;342;343;344;345;346;347;348,history_only_sensitivity,false
WGV35A_PAIR_0068,348,calibration,robust_median_displacement_direction,1.477649,1.477649,6.514916,2.931107,17,340;341;342;343;344;345;346;347;348;349;350;351;352;353;354;355;356,raw_measurement,false
WGV35A_PAIR_0073,349,calibration,raw_selected_gt_delta,6.675651,6.675651,6.658141,0,2,,raw_measurement,false
WGV35A_PAIR_0073,349,calibration,symmetric_line_fit,1.272411,1.272411,6.557823,2.635692,17,341;342;343;344;345;346;347;348;349;350;351;352;353;354;355;356;357,posthoc_diagnostic,true
WGV35A_PAIR_0073,349,calibration,local_quadratic_fit,1.272411,1.272411,6.557823,2.591449,17,341;342;343;344;345;346;347;348;349;350;351;352;353;354;355;356;357,posthoc_diagnostic,false
WGV35A_PAIR_0073,349,calibration,history_only_line_fit,2.321545,2.321545,6.559275,1.82867,9,341;342;343;344;345;346;347;348;349,history_only_sensitivity,false
WGV35A_PAIR_0073,349,calibration,robust_median_displacement_direction,1.463498,1.463498,6.577896,2.869625,17,341;342;343;344;345;346;347;348;349;350;351;352;353;354;355;356;357,raw_measurement,false
WGV35A_PAIR_0076,350,calibration,raw_selected_gt_delta,-15.984389,164.015611,12.513825,0,2,,raw_measurement,false
WGV35A_PAIR_0076,350,calibration,symmetric_line_fit,1.422754,1.422754,6.585634,2.690245,17,342;343;344;345;346;347;348;349;350;351;352;353;354;355;356;357;358,posthoc_diagnostic,true
WGV35A_PAIR_0076,350,calibration,local_quadratic_fit,1.422754,1.422754,6.585634,2.588124,17,342;343;344;345;346;347;348;349;350;351;352;353;354;355;356;357;358,posthoc_diagnostic,false
WGV35A_PAIR_0076,350,calibration,history_only_line_fit,1.781228,1.781228,6.753363,2.227353,9,342;343;344;345;346;347;348;349;350,history_only_sensitivity,false
WGV35A_PAIR_0076,350,calibration,robust_median_displacement_direction,1.463498,1.463498,6.577896,3.094172,17,342;343;344;345;346;347;348;349;350;351;352;353;354;355;356;357;358,raw_measurement,false
WGV35A_PAIR_0079,351,calibration,raw_selected_gt_delta,153.958183,153.958183,1.51813,0,2,,raw_measurement,false
WGV35A_PAIR_0079,351,calibration,symmetric_line_fit,1.575819,1.575819,6.530048,2.672633,17,343;344;345;346;347;348;349;350;351;352;353;354;355;356;357;358;359,posthoc_diagnostic,true
WGV35A_PAIR_0079,351,calibration,local_quadratic_fit,1.575819,1.575819,6.530048,2.538091,17,343;344;345;346;347;348;349;350;351;352;353;354;355;356;357;358;359,posthoc_diagnostic,false
WGV35A_PAIR_0079,351,calibration,history_only_line_fit,2.117605,2.117605,6.322151,2.479398,9,343;344;345;346;347;348;349;350;351,history_only_sensitivity,false
WGV35A_PAIR_0079,351,calibration,robust_median_displacement_direction,1.482541,1.482541,6.493424,3.326477,17,343;344;345;346;347;348;349;350;351;352;353;354;355;356;357;358;359,raw_measurement,false
WGV35A_PAIR_0082,352,calibration,raw_selected_gt_delta,27.371915,27.371915,11.067621,0,2,,raw_measurement,false
WGV35A_PAIR_0082,352,calibration,symmetric_line_fit,1.172808,1.172808,6.584545,2.712177,17,344;345;346;347;348;349;350;351;352;353;354;355;356;357;358;359;360,posthoc_diagnostic,true
WGV35A_PAIR_0082,352,calibration,local_quadratic_fit,1.172808,1.172808,6.584545,2.519394,17,344;345;346;347;348;349;350;351;352;353;354;355;356;357;358;359;360,posthoc_diagnostic,false
WGV35A_PAIR_0082,352,calibration,history_only_line_fit,4.798168,4.798168,6.403675,2.675934,9,344;345;346;347;348;349;350;351;352,history_only_sensitivity,false
WGV35A_PAIR_0082,352,calibration,robust_median_displacement_direction,1.482541,1.482541,6.493424,3.426355,17,344;345;346;347;348;349;350;351;352;353;354;355;356;357;358;359;360,raw_measurement,false
WGV35A_PAIR_0085,353,calibration,raw_selected_gt_delta,-22.343327,157.656673,6.096186,0,2,,raw_measurement,false
WGV35A_PAIR_0085,353,calibration,symmetric_line_fit,0.820302,0.820302,6.70188,2.775341,17,345;346;347;348;349;350;351;352;353;354;355;356;357;358;359;360;361,posthoc_diagnostic,true
WGV35A_PAIR_0085,353,calibration,local_quadratic_fit,0.820302,0.820302,6.70188,2.532838,17,345;346;347;348;349;350;351;352;353;354;355;356;357;358;359;360;361,posthoc_diagnostic,false
WGV35A_PAIR_0085,353,calibration,history_only_line_fit,5.214117,5.214117,6.472692,2.618519,9,345;346;347;348;349;350;351;352;353,history_only_sensitivity,false
WGV35A_PAIR_0085,353,calibration,robust_median_displacement_direction,2.703438,2.703438,6.583077,3.328646,17,345;346;347;348;349;350;351;352;353;354;355;356;357;358;359;360;361,raw_measurement,false
WGV35A_PAIR_0087,354,calibration,raw_selected_gt_delta,4.124399,4.124399,7.473354,0,2,,raw_measurement,false
WGV35A_PAIR_0087,354,calibration,symmetric_line_fit,0.331072,0.331072,6.633217,2.793546,17,346;347;348;349;350;351;352;353;354;355;356;357;358;359;360;361;362,posthoc_diagnostic,true
WGV35A_PAIR_0087,354,calibration,local_quadratic_fit,0.331072,0.331072,6.633217,2.641451,17,346;347;348;349;350;351;352;353;354;355;356;357;358;359;360;361;362,posthoc_diagnostic,false
WGV35A_PAIR_0087,354,calibration,history_only_line_fit,5.025474,5.025474,6.357974,2.533609,9,346;347;348;349;350;351;352;353;354,history_only_sensitivity,false
WGV35A_PAIR_0087,354,calibration,robust_median_displacement_direction,2.738577,2.738577,6.498672,3.455687,17,346;347;348;349;350;351;352;353;354;355;356;357;358;359;360;361;362,raw_measurement,false
WGV35A_PAIR_0090,355,calibration,raw_selected_gt_delta,-27.29747,152.70253,5.860095,0,2,,raw_measurement,false
WGV35A_PAIR_0090,355,calibration,symmetric_line_fit,-0.698836,179.301164,6.802109,3.144801,17,347;348;349;350;351;352;353;354;355;356;357;358;359;360;361;362;363,posthoc_diagnostic,true
WGV35A_PAIR_0090,355,calibration,local_quadratic_fit,-0.698836,179.301164,6.802109,2.848428,17,347;348;349;350;351;352;353;354;355;356;357;358;359;360;361;362;363,posthoc_diagnostic,false
WGV35A_PAIR_0090,355,calibration,history_only_line_fit,2.454497,2.454497,6.343895,2.676018,9,347;348;349;350;351;352;353;354;355,history_only_sensitivity,false
WGV35A_PAIR_0090,355,calibration,robust_median_displacement_direction,1.700751,1.700751,6.578648,3.628027,17,347;348;349;350;351;352;353;354;355;356;357;358;359;360;361;362;363,raw_measurement,false
WGV35A_PAIR_0094,356,calibration,raw_selected_gt_delta,2.841208,2.841208,6.546547,0,2,,raw_measurement,false
WGV35A_PAIR_0094,356,calibration,symmetric_line_fit,-1.300931,178.699069,6.925682,3.065296,17,348;349;350;351;352;353;354;355;356;357;358;359;360;361;362;363;364,posthoc_diagnostic,true
WGV35A_PAIR_0094,356,calibration,local_quadratic_fit,-1.300931,178.699069,6.925682,2.827734,17,348;349;350;351;352;353;354;355;356;357;358;359;360;361;362;363;364,posthoc_diagnostic,false
WGV35A_PAIR_0094,356,calibration,history_only_line_fit,0.000823,0.000823,6.379142,2.606805,9,348;349;350;351;352;353;354;355;356,history_only_sensitivity,false
WGV35A_PAIR_0094,356,calibration,robust_median_displacement_direction,1.700751,1.700751,6.578648,3.455214,17,348;349;350;351;352;353;354;355;356;357;358;359;360;361;362;363;364,raw_measurement,false
