surface_region_id,subject_frame_id,subject_name,pair_id,sar_frame,split,posthoc_evaluation_label,gate_label_used_for_status,subject_motion_model,persistent_subject_status,axis_name,symmetric_core_axis,offset_m,offset_px,surface_center_x,surface_center_y,subject_zero_center_x,subject_zero_center_y,width_m_grid,height_m_grid,subject_principal_axis_deg,local_range_axis_deg,body_axis_proxy_deg,mean_energy,high_energy_pixel_fraction,response_compactness,response_linearity,principal_axis_deg,local_background_normalized_energy,frame_background_median_mean_energy,observation_status,surface_grid_source
E0_R1_R1_SURF_000315_veh_loc_011,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,local_azimuth,true,0,0,790.875,940.529,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,40.422443,0.075385,,,-178.637283,0.971196,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_loc_012,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,local_azimuth,true,0.45,15,779.895965,950.749606,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,40.610577,0.080964,,,178.874183,0.975717,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_loc_013,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,local_azimuth,true,0.75,25,772.576608,957.563344,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,40.234062,0.071319,,,-179.701397,0.96667,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_loc_014,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,local_azimuth,true,1,33.333333,766.477145,963.241458,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,40.126961,0.067226,,,-178.569722,0.964097,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_sub_015,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis,true,-1,-33.333333,757.551094,939.736278,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,39.788666,0.054232,,,-175.611438,0.955969,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_sub_016,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis,true,-0.75,-25,765.882071,939.934459,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,39.927277,0.058866,,,-176.754118,0.959299,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_sub_017,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis,true,-0.45,-15,775.879242,940.172275,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,40.176056,0.066564,,,-176.541402,0.965277,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_sub_018,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis,true,0,0,790.875,940.529,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,40.422443,0.075385,,,-178.637283,0.971196,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_sub_019,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis,true,0.45,15,805.870758,940.885725,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,40.437328,0.076164,,,179.129417,0.971554,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_sub_020,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis,true,0.75,25,815.867929,941.123541,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,40.412518,0.074352,,,178.340223,0.970958,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_sub_021,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis,true,1,33.333333,824.198906,941.321722,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,40.309692,0.071106,,,177.20201,0.968487,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_sub_022,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis_perpendicular,true,-1,-33.333333,791.667722,907.205094,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,38.76746,0.021927,,,-168.565666,0.931433,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_sub_023,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis_perpendicular,true,-0.75,-25,791.469541,915.536071,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,38.822468,0.023983,,,-167.63757,0.932755,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_sub_024,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis_perpendicular,true,-0.45,-15,791.231725,925.533242,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,39.280678,0.038319,,,-162.465181,0.943764,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_sub_025,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis_perpendicular,true,0,0,790.875,940.529,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,40.422443,0.075385,,,-178.637283,0.971196,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_sub_026,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis_perpendicular,true,0.45,15,790.518275,955.524758,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,40.665134,0.084573,,,176.746213,0.977027,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_sub_027,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis_perpendicular,true,0.75,25,790.280459,965.521929,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,40.622936,0.083852,,,176.914917,0.976013,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_sub_028,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,subject_principal_axis_perpendicular,true,1,33.333333,790.082278,973.852906,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,40.515759,0.082775,,,175.802174,0.973438,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_bod_029,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_long,false,-1,-33.333333,757.640614,937.962545,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,39.732628,0.051254,,,-172.838505,0.954623,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_bod_030,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_long,false,-0.75,-25,765.94921,938.604159,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,39.895443,0.056819,,,-174.94812,0.958535,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_bod_031,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_long,false,-0.45,-15,775.919526,939.374095,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,40.142586,0.064731,,,-175.141237,0.964473,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_bod_032,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_long,false,0,0,790.875,940.529,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,40.422443,0.075385,,,-178.637283,0.971196,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_bod_033,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_long,false,0.45,15,805.830474,941.683905,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,40.51083,0.078776,,,178.579457,0.97332,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_bod_034,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_long,false,0.75,25,815.80079,942.453841,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,40.492924,0.076639,,,178.145334,0.97289,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_bod_035,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_long,false,1,33.333333,824.109386,943.095455,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,40.405361,0.0739,,,176.904166,0.970786,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_bod_036,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_short,false,-1,-33.333333,793.441455,907.294614,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,38.76701,0.022108,,,-169.00181,0.931423,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_bod_037,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_short,false,-0.75,-25,792.799841,915.60321,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,38.832439,0.02436,,,-166.898981,0.932995,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_bod_038,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_short,false,-0.45,-15,792.029905,925.573526,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,39.287148,0.038462,,,-162.624914,0.94392,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_bod_039,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_short,false,0,0,790.875,940.529,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,40.422443,0.075385,,,-178.637283,0.971196,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_bod_040,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_short,false,0.45,15,789.720095,955.484474,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,40.660534,0.084032,,,176.838146,0.976917,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_bod_041,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_short,false,0.75,25,788.950159,965.45479,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,40.622444,0.083801,,,176.876174,0.976002,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_veh_bod_042,vehicle_body_axis_reference_sar000315,vehicle_body_axis_reference,WGV35A_PAIR_0003,315,calibration,vehicle,false,GT_ATTACHED_MOVING_SUBJECT,PERSISTENT_MOVING_GT_ATTACHED,body_short,false,1,33.333333,788.308545,973.763386,790.875,940.529,4.764934,2.077648,1.362717,47.048914,4.415781,40.521027,0.082115,,,175.836099,0.973565,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_mob_loc_043,matched_ordinary_background_sar000315,matched_ordinary_background,WGV35A_PAIR_0003,315,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,local_range,true,-1,-33.333333,1565.89447,963.832986,1541,986,4.764934,2.077648,6.798004,138.316876,4.415781,40.214363,0.057055,,,-175.884405,0.966197,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_mob_loc_044,matched_ordinary_background_sar000315,matched_ordinary_background,WGV35A_PAIR_0003,315,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,local_range,true,-0.75,-25,1559.670852,969.37474,1541,986,4.764934,2.077648,6.798004,138.316876,4.415781,40.138302,0.05885,,,-174.19473,0.96437,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_mob_loc_045,matched_ordinary_background_sar000315,matched_ordinary_background,WGV35A_PAIR_0003,315,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,local_range,true,-0.45,-15,1552.202511,976.024844,1541,986,4.764934,2.077648,6.798004,138.316876,4.415781,40.07309,0.056488,,,-174.826109,0.962803,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_mob_loc_046,matched_ordinary_background_sar000315,matched_ordinary_background,WGV35A_PAIR_0003,315,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,local_range,true,0,0,1541,986,1541,986,4.764934,2.077648,6.798004,138.316876,4.415781,40.080238,0.05787,,,-173.201996,0.962975,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_mob_loc_047,matched_ordinary_background_sar000315,matched_ordinary_background,WGV35A_PAIR_0003,315,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,local_range,true,0.45,15,1529.797489,995.975156,1541,986,4.764934,2.077648,6.798004,138.316876,4.415781,39.774139,0.04593,,,-169.339855,0.95562,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_mob_loc_048,matched_ordinary_background_sar000315,matched_ordinary_background,WGV35A_PAIR_0003,315,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,local_range,true,0.75,25,1522.329148,1002.62526,1541,986,4.764934,2.077648,6.798004,138.316876,4.415781,39.456558,0.041204,,,-165.214782,0.94799,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_mob_loc_049,matched_ordinary_background_sar000315,matched_ordinary_background,WGV35A_PAIR_0003,315,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,local_range,true,1,33.333333,1516.10553,1008.167014,1541,986,4.764934,2.077648,6.798004,138.316876,4.415781,39.12534,0.030973,,,-162.212315,0.940032,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_mob_loc_050,matched_ordinary_background_sar000315,matched_ordinary_background,WGV35A_PAIR_0003,315,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,local_azimuth,true,-1,-33.333333,1563.167014,1010.89447,1541,986,4.764934,2.077648,6.798004,138.316876,4.415781,38.999096,0.02689,,,-170.434992,0.936999,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
E0_R1_R1_SURF_000315_mob_loc_051,matched_ordinary_background_sar000315,matched_ordinary_background,WGV35A_PAIR_0003,315,calibration,negative,false,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,FRAMEWISE_MATCHED_CONTROL_NO_TRACK,local_azimuth,true,-0.75,-25,1557.62526,1004.670852,1541,986,4.764934,2.077648,6.798004,138.316876,4.415781,39.194458,0.032214,,,-166.087584,0.941693,41.621286,fully_observed,frozen_e0_r1_r1_grid_-1_-0p75_-0p45_0_0p45_0p75_1m
