sar_frame,segment,admission_policy,prior_position_x,prior_position_y,predicted_position_x,predicted_position_y,observation_supported_position_x,observation_supported_position_y,posterior_position_x,posterior_position_y,position_correction_x,position_correction_y,position_correction_norm_px,prior_velocity_x,prior_velocity_y,posterior_velocity_x,posterior_velocity_y,eligible_track_ids,excluded_track_ids,exclusion_reasons,observation_supported_position,posterior_correction,current_response_association_count,eligible_track_count,no_observation_fallback,last_update_source,cap_triggered,frame_observation_complete,max_sar_frame_read,gt_file_opened,evaluation_file_opened,future_frame_read
364,burn_in,TEMPORALLY_SUPPORTED_ONLY,1108.326615,937.677429,1117.275519,936.130776,1117.798071,937.591575,1117.442735,936.598232,0.167217,0.467456,0.496464,8.948904,-1.546653,8.995725,-1.415765,RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0007;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0013,RT_D1_R1_0002,RT_D1_R1_0002:state=reappearance_candidate,"1117.798071,937.591575",0.496464,7,6,false,current_sar_observation_admitted_response_tracks,false,true,364,false,false,false
364,burn_in,STRUCTURE_CONSISTENT_ONLY,1107.737407,938.916707,1116.558437,937.675248,1117.798071,937.591575,1116.905534,937.651819,0.347097,-0.023428,0.347887,8.821029,-1.241459,8.918217,-1.248019,RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0007;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0013,RT_D1_R1_0002,RT_D1_R1_0002:state=reappearance_candidate+strict_gate_fail,"1117.798071,937.591575",0.347887,7,6,false,current_sar_observation_admitted_response_tracks,false,true,364,false,false,false
365,burn_in,ALL_ASSOCIATED_TRACKS,1115.723798,935.53777,1124.315181,934.015331,1127.02723,939.059005,1125.291518,935.831053,0.976338,1.815723,2.061573,8.591383,-1.522439,8.864758,-1.014037,RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0013;RT_D1_R1_0014,,,"1127.02723,939.059005",2.061573,6,6,false,current_sar_observation_admitted_response_tracks,false,true,365,false,false,false
365,burn_in,TEMPORALLY_SUPPORTED_ONLY,1117.442735,936.598232,1126.43846,935.182467,1127.02723,939.059005,1126.626866,936.422959,0.188406,1.240492,1.254718,8.995725,-1.415765,9.048478,-1.068427,RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0013;RT_D1_R1_0014,,,"1127.02723,939.059005",1.254718,6,6,false,current_sar_observation_admitted_response_tracks,false,true,365,false,false,false
365,burn_in,STRUCTURE_CONSISTENT_ONLY,1116.905534,937.651819,1125.823751,936.4038,1126.554971,939.344596,1126.013868,937.168407,0.190117,0.764607,0.787888,8.918217,-1.248019,8.971449,-1.033929,RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0013,RT_D1_R1_0014,RT_D1_R1_0014:state=same_motion_candidate+strict_gate_fail,"1126.554971,939.344596",0.787888,6,5,false,current_sar_observation_admitted_response_tracks,false,true,365,false,false,false
366,burn_in,ALL_ASSOCIATED_TRACKS,1125.291518,935.831053,1134.156276,934.817017,1130.958023,941.370406,1132.876975,937.438373,-1.279301,2.621356,2.916868,8.864758,-1.014037,8.506553,-0.280057,RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0005;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0013;RT_D1_R1_0014,,,"1130.958023,941.370406",2.916868,8,8,false,current_sar_observation_admitted_response_tracks,false,true,366,false,false,false
366,burn_in,TEMPORALLY_SUPPORTED_ONLY,1126.626866,936.422959,1135.675345,935.354532,1133.038,941.419873,1134.831395,937.295441,-0.84395,1.940909,2.116455,9.048478,-1.068427,8.812172,-0.524973,RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0013;RT_D1_R1_0014,RT_D1_R1_0002;RT_D1_R1_0005,RT_D1_R1_0002:state=reappearance_candidate;RT_D1_R1_0005:state=reappearance_candidate,"1133.038,941.419873",2.116455,8,6,false,current_sar_observation_admitted_response_tracks,false,true,366,false,false,false
366,burn_in,STRUCTURE_CONSISTENT_ONLY,1126.013868,937.168407,1134.985318,936.134478,1133.038,941.419873,1134.440069,937.614389,-0.545249,1.479911,1.577159,8.971449,-1.033929,8.81878,-0.619554,RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0013;RT_D1_R1_0014,RT_D1_R1_0002;RT_D1_R1_0005,RT_D1_R1_0002:state=reappearance_candidate;RT_D1_R1_0005:state=reappearance_candidate,"1133.038,941.419873",1.577159,8,6,false,current_sar_observation_admitted_response_tracks,false,true,366,false,false,false
367,burn_in,ALL_ASSOCIATED_TRACKS,1132.876975,937.438373,1141.383528,937.158315,1138.133246,935.660866,1140.01841,936.529386,-1.365119,-0.628929,1.503031,8.506553,-0.280057,8.12432,-0.456157,RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0005;RT_D1_R1_0007;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0013;RT_D1_R1_0014,,,"1138.133246,935.660866",1.503031,9,9,false,current_sar_observation_admitted_response_tracks,false,true,367,false,false,false
367,burn_in,TEMPORALLY_SUPPORTED_ONLY,1134.831395,937.295441,1143.643567,936.770468,1137.616194,937.444696,1141.473713,937.01319,-2.169854,0.242722,2.183388,8.812172,-0.524973,8.204613,-0.45701,RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0005;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0013;RT_D1_R1_0014,RT_D1_R1_0007,RT_D1_R1_0007:state=reappearance_candidate,"1137.616194,937.444696",2.183388,9,8,false,current_sar_observation_admitted_response_tracks,false,true,367,false,false,false
367,burn_in,STRUCTURE_CONSISTENT_ONLY,1134.440069,937.614389,1143.258848,936.994835,1137.845196,936.922804,1141.743026,936.974666,-1.515823,-0.020169,1.515957,8.81878,-0.619554,8.394349,-0.625201,RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0013;RT_D1_R1_0014,RT_D1_R1_0002;RT_D1_R1_0005;RT_D1_R1_0007,RT_D1_R1_0002:state=reappearance_provisionally_supported;RT_D1_R1_0005:state=reappearance_provisionally_supported;RT_D1_R1_0007:state=reappearance_candidate,"1137.845196,936.922804",1.515957,9,6,false,current_sar_observation_admitted_response_tracks,false,true,367,false,false,false
368,burn_in,ALL_ASSOCIATED_TRACKS,1140.01841,936.529386,1148.14273,936.073229,1145.861165,940.109966,1147.230104,937.687924,-0.912626,1.614695,1.854757,8.12432,-0.456157,7.868785,-0.004043,RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0005;RT_D1_R1_0007;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0013;RT_D1_R1_0014,,,"1145.861165,940.109966",1.854757,8,8,false,current_sar_observation_admitted_response_tracks,false,true,368,false,false,false
368,burn_in,TEMPORALLY_SUPPORTED_ONLY,1141.473713,937.01319,1149.678326,936.55618,1145.861165,940.109966,1148.304148,937.835543,-1.374178,1.279363,1.877534,8.204613,-0.45701,7.819843,-0.098789,RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0005;RT_D1_R1_0007;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0013;RT_D1_R1_0014,,,"1145.861165,940.109966",1.877534,8,8,false,current_sar_observation_admitted_response_tracks,false,true,368,false,false,false
368,burn_in,STRUCTURE_CONSISTENT_ONLY,1141.743026,936.974666,1150.137375,936.349465,1145.385134,942.315785,1148.711703,938.139361,-1.425672,1.789896,2.28829,8.394349,-0.625201,7.995161,-0.12403,RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0005;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0013;RT_D1_R1_0014,RT_D1_R1_0007,RT_D1_R1_0007:state=reappearance_provisionally_supported,"1145.385134,942.315785",2.28829,8,7,false,current_sar_observation_admitted_response_tracks,false,true,368,false,false,false
369,burn_in,ALL_ASSOCIATED_TRACKS,1147.230104,937.687924,1155.098888,937.683881,1149.470598,939.840186,1152.735007,938.589529,-2.363882,0.905648,2.53143,7.868785,-0.004043,7.206898,0.249539,RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0005;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0013;RT_D1_R1_0014;RT_D1_R1_0015,,,"1149.470598,939.840186",2.53143,9,9,false,current_sar_observation_admitted_response_tracks,false,true,369,false,false,false
369,burn_in,TEMPORALLY_SUPPORTED_ONLY,1148.304148,937.835543,1156.123991,937.736754,1149.36919,938.958477,1153.827359,938.15214,-2.296632,0.415386,2.333895,7.819843,-0.098789,7.176786,0.017519,RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0005;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0013;RT_D1_R1_0014,RT_D1_R1_0002;RT_D1_R1_0015,RT_D1_R1_0002:state=reappearance_candidate;RT_D1_R1_0015:state=reappearance_candidate,"1149.36919,938.958477",2.333895,9,7,false,current_sar_observation_admitted_response_tracks,false,true,369,false,false,false
369,burn_in,STRUCTURE_CONSISTENT_ONLY,1148.711703,938.139361,1156.706864,938.015331,1149.36919,938.958477,1154.505562,938.298275,-2.201302,0.282944,2.219412,7.995161,-0.12403,7.378797,-0.044806,RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0005;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0013;RT_D1_R1_0014,RT_D1_R1_0002;RT_D1_R1_0015,RT_D1_R1_0002:state=reappearance_candidate;RT_D1_R1_0015:state=reappearance_candidate+strict_gate_fail,"1149.36919,938.958477",2.219412,9,7,false,current_sar_observation_admitted_response_tracks,false,true,369,false,false,false
370,burn_in,ALL_ASSOCIATED_TRACKS,1152.735007,938.589529,1159.941905,938.839068,1154.126531,940.262547,1157.324986,939.479634,-2.616918,0.640565,2.694176,7.206898,0.249539,6.474161,0.428897,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0005;RT_D1_R1_0007;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0013;RT_D1_R1_0014;RT_D1_R1_0015,,,"1154.126531,940.262547",2.694176,11,11,false,current_sar_observation_admitted_response_tracks,false,true,370,false,false,false
370,burn_in,TEMPORALLY_SUPPORTED_ONLY,1153.827359,938.15214,1161.004145,938.169659,1153.45384,938.94064,1158.135029,938.462632,-2.869116,0.292973,2.884035,7.176786,0.017519,6.373434,0.099552,RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0005;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0013;RT_D1_R1_0014;RT_D1_R1_0015,RT_D1_R1_0001;RT_D1_R1_0007,RT_D1_R1_0001:state=reappearance_candidate;RT_D1_R1_0007:state=reappearance_candidate,"1153.45384,938.94064",2.884035,11,9,false,current_sar_observation_admitted_response_tracks,false,true,370,false,false,false
370,burn_in,STRUCTURE_CONSISTENT_ONLY,1154.505562,938.298275,1161.884359,938.253469,1153.391544,938.739785,1159.336514,938.399364,-2.547844,0.145895,2.552018,7.378797,-0.044806,6.6654,-0.003955,RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0005;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0013;RT_D1_R1_0014,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0007;RT_D1_R1_0015,RT_D1_R1_0001:state=reappearance_candidate;RT_D1_R1_0002:state=reappearance_provisionally_supported;RT_D1_R1_0007:state=reappearance_candidate;RT_D1_R1_0015:state=reappearance_provisionally_supported,"1153.391544,938.739785",2.552018,11,7,false,current_sar_observation_admitted_response_tracks,false,true,370,false,false,false
371,regression_mechanism_diagnosis_window,ALL_ASSOCIATED_TRACKS,1157.324986,939.479634,1163.799147,939.908531,1158.515921,937.649536,1161.580192,938.959753,-2.218955,-0.948778,2.413284,6.474161,0.428897,5.852853,0.163239,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0005;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0013;RT_D1_R1_0014,,,"1158.515921,937.649536",2.413284,9,9,false,current_sar_observation_admitted_response_tracks,false,true,371,false,false,false
371,regression_mechanism_diagnosis_window,TEMPORALLY_SUPPORTED_ONLY,1158.135029,938.462632,1164.508463,938.562183,1158.515921,937.649536,1162.231297,938.215377,-2.277166,-0.346806,2.303423,6.373434,0.099552,5.735827,0.002446,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0005;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0013;RT_D1_R1_0014,,,"1158.515921,937.649536",2.303423,9,9,false,current_sar_observation_admitted_response_tracks,false,true,371,false,false,false
371,regression_mechanism_diagnosis_window,STRUCTURE_CONSISTENT_ONLY,1159.336514,938.399364,1166.001914,938.395408,1157.515214,938.585456,1163.28617,938.456224,-2.715744,0.060816,2.716425,6.6654,-0.003955,5.904992,0.013073,RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0005;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0013;RT_D1_R1_0014,RT_D1_R1_0001,RT_D1_R1_0001:state=reappearance_provisionally_supported,"1157.515214,938.585456",2.716425,9,8,false,current_sar_observation_admitted_response_tracks,false,true,371,false,false,false
372,regression_mechanism_diagnosis_window,ALL_ASSOCIATED_TRACKS,1161.580192,938.959753,1167.433046,939.122992,1165.141756,939.770391,1166.562356,939.369004,-0.87069,0.246012,0.904778,5.852853,0.163239,5.60906,0.232123,RT_D1_R1_0001;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0013;RT_D1_R1_0014,,,"1165.141756,939.770391",0.904778,7,7,false,current_sar_observation_admitted_response_tracks,false,true,372,false,false,false
372,regression_mechanism_diagnosis_window,TEMPORALLY_SUPPORTED_ONLY,1162.231297,938.215377,1167.967125,938.217823,1165.141756,939.770391,1167.006499,938.745696,-0.960625,0.527873,1.096107,5.735827,0.002446,5.466852,0.15025,RT_D1_R1_0001;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0013;RT_D1_R1_0014,,,"1165.141756,939.770391",1.096107,7,7,false,current_sar_observation_admitted_response_tracks,false,true,372,false,false,false
372,regression_mechanism_diagnosis_window,STRUCTURE_CONSISTENT_ONLY,1163.28617,938.456224,1169.191162,938.469296,1165.141756,939.770391,1167.97634,938.859625,-1.214822,0.390328,1.275989,5.904992,0.013073,5.564842,0.122365,RT_D1_R1_0001;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0013;RT_D1_R1_0014,,,"1165.141756,939.770391",1.275989,7,7,false,current_sar_observation_admitted_response_tracks,false,true,372,false,false,false
373,regression_mechanism_diagnosis_window,ALL_ASSOCIATED_TRACKS,1166.562356,939.369004,1172.171416,939.601126,1167.163912,943.170283,1170.669165,940.671873,-1.502251,1.070747,1.844792,5.60906,0.232123,5.18843,0.531932,RT_D1_R1_0003;RT_D1_R1_0011;RT_D1_R1_0012,,,"1167.163912,943.170283",1.844792,3,3,false,current_sar_observation_admitted_response_tracks,false,true,373,false,false,false
373,regression_mechanism_diagnosis_window,TEMPORALLY_SUPPORTED_ONLY,1167.006499,938.745696,1172.473352,938.895947,1167.163912,943.170283,1171.092897,940.007274,-1.380454,1.111327,1.772203,5.466852,0.15025,5.080325,0.461422,RT_D1_R1_0003;RT_D1_R1_0011;RT_D1_R1_0012,,,"1167.163912,943.170283",1.772203,3,3,false,current_sar_observation_admitted_response_tracks,false,true,373,false,false,false
373,regression_mechanism_diagnosis_window,STRUCTURE_CONSISTENT_ONLY,1167.97634,938.859625,1173.541182,938.98199,1167.163912,943.170283,1172.138182,939.903414,-1.402999,0.921425,1.67852,5.564842,0.122365,5.172002,0.380364,RT_D1_R1_0003;RT_D1_R1_0011;RT_D1_R1_0012,,,"1167.163912,943.170283",1.67852,3,3,false,current_sar_observation_admitted_response_tracks,false,true,373,false,false,false
374,regression_mechanism_diagnosis_window,ALL_ASSOCIATED_TRACKS,1170.669165,940.671873,1175.857595,941.203805,1176.279062,934.139298,1175.992464,938.943163,0.13487,-2.260642,2.264662,5.18843,0.531932,5.226193,-0.101048,RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0011;RT_D1_R1_0012,,,"1176.279062,934.139298",2.264662,4,4,false,current_sar_observation_admitted_response_tracks,false,true,374,false,false,false
374,regression_mechanism_diagnosis_window,TEMPORALLY_SUPPORTED_ONLY,1171.092897,940.007274,1176.173222,940.468696,1170.800831,937.319733,1174.776401,939.649966,-1.396822,-0.81873,1.619083,5.080325,0.461422,4.689215,0.232178,RT_D1_R1_0003;RT_D1_R1_0011;RT_D1_R1_0012,RT_D1_R1_0002,RT_D1_R1_0002:state=reappearance_candidate,"1170.800831,937.319733",1.619083,4,3,false,current_sar_observation_admitted_response_tracks,false,true,374,false,false,false
374,regression_mechanism_diagnosis_window,STRUCTURE_CONSISTENT_ONLY,1172.138182,939.903414,1177.310184,940.283778,1170.800831,937.319733,1175.878127,939.631688,-1.432058,-0.65209,1.573534,5.172002,0.380364,4.771026,0.197779,RT_D1_R1_0003;RT_D1_R1_0011;RT_D1_R1_0012,RT_D1_R1_0002,RT_D1_R1_0002:state=reappearance_candidate,"1170.800831,937.319733",1.573534,4,3,false,current_sar_observation_admitted_response_tracks,false,true,374,false,false,false
375,regression_mechanism_diagnosis_window,ALL_ASSOCIATED_TRACKS,1175.992464,938.943163,1181.218657,938.842115,1186.00201,936.151886,1183.036331,937.819828,1.817674,-1.022287,2.085428,5.226193,-0.101048,5.735142,-0.387288,RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0004;RT_D1_R1_0007;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0014,,,"1186.00201,936.151886",2.085428,7,7,false,current_sar_observation_admitted_response_tracks,false,true,375,false,false,false
375,regression_mechanism_diagnosis_window,TEMPORALLY_SUPPORTED_ONLY,1174.776401,939.649966,1179.465616,939.882143,1185.829657,934.849606,1181.247547,938.473033,1.781932,-1.409111,2.271755,4.689215,0.232178,5.188156,-0.162373,RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0011;RT_D1_R1_0012,RT_D1_R1_0004;RT_D1_R1_0007;RT_D1_R1_0014,RT_D1_R1_0004:state=reappearance_candidate;RT_D1_R1_0007:state=reappearance_candidate;RT_D1_R1_0014:state=reappearance_candidate,"1185.829657,934.849606",2.271755,7,4,false,current_sar_observation_admitted_response_tracks,false,true,375,false,false,false
375,regression_mechanism_diagnosis_window,STRUCTURE_CONSISTENT_ONLY,1175.878127,939.631688,1180.649152,939.829467,1183.023168,935.817781,1181.171436,938.946896,0.522284,-0.882571,1.02553,4.771026,0.197779,4.917265,-0.049341,RT_D1_R1_0003;RT_D1_R1_0011;RT_D1_R1_0012,RT_D1_R1_0002;RT_D1_R1_0004;RT_D1_R1_0007;RT_D1_R1_0014,RT_D1_R1_0002:state=reappearance_provisionally_supported;RT_D1_R1_0004:state=reappearance_candidate;RT_D1_R1_0007:state=reappearance_candidate;RT_D1_R1_0014:state=reappearance_candidate,"1183.023168,935.817781",1.02553,7,3,false,current_sar_observation_admitted_response_tracks,false,true,375,false,false,false
376,regression_mechanism_diagnosis_window,ALL_ASSOCIATED_TRACKS,1183.036331,937.819828,1188.771473,937.432539,1193.794137,939.139392,1190.780539,938.11528,2.009065,0.682741,2.121905,5.735142,-0.387288,6.29768,-0.196121,RT_D1_R1_0001;RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0007;RT_D1_R1_0011;RT_D1_R1_0012;RT_D1_R1_0016;RT_D1_R1_0017,,,"1193.794137,939.139392",2.121905,8,8,false,current_sar_observation_admitted_response_tracks,false,true,376,false,false,false
376,regression_mechanism_diagnosis_window,TEMPORALLY_SUPPORTED_ONLY,1181.247547,938.473033,1186.435703,938.31066,1194.006732,934.658756,1188.707012,937.215089,2.271309,-1.095571,2.521729,5.188156,-0.162373,5.824122,-0.469133,RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0007;RT_D1_R1_0011;RT_D1_R1_0012,RT_D1_R1_0001;RT_D1_R1_0016;RT_D1_R1_0017,RT_D1_R1_0001:state=reappearance_candidate;RT_D1_R1_0016:state=reappearance_candidate;RT_D1_R1_0017:state=reappearance_candidate,"1194.006732,934.658756",2.521729,8,5,false,current_sar_observation_admitted_response_tracks,false,true,376,false,false,false
376,regression_mechanism_diagnosis_window,STRUCTURE_CONSISTENT_ONLY,1181.171436,938.946896,1186.088701,938.897554,1192.396127,936.672189,1187.602483,938.363467,1.513782,-0.534088,1.605237,4.917265,-0.049341,5.341124,-0.198886,RT_D1_R1_0002;RT_D1_R1_0003;RT_D1_R1_0011;RT_D1_R1_0012,RT_D1_R1_0001;RT_D1_R1_0007;RT_D1_R1_0016;RT_D1_R1_0017,RT_D1_R1_0001:state=reappearance_candidate;RT_D1_R1_0007:state=reappearance_provisionally_supported;RT_D1_R1_0016:state=reappearance_candidate+strict_gate_fail;RT_D1_R1_0017:state=reappearance_candidate+strict_gate_fail,"1192.396127,936.672189",1.605237,8,4,false,current_sar_observation_admitted_response_tracks,false,true,376,false,false,false
