scene,window_id,optical_thread_or_edge_id,offset_sar_frames,optical_frame_start,optical_frame_end,sar_frame_start,sar_frame_end,azimuth_source_available,azimuth_sector_or_proxy,sar_prior_evidence_ids,vehicle_like_scatter_in_sector,temporal_continuity_in_sector,boundary_separation_preserved,competitor_signal_not_suppressed,background_risk,gt_quality_risk,offset_decision,notes
GM_RM011,WGV16W001,GM_RM011_WGV14T001,-2,0,25,0,51,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011;WGV15C_SARPRI_0018,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source|review_too_small=3,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W001,GM_RM011_WGV14T001,-1,0,25,0,52,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011;WGV15C_SARPRI_0018,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source|review_too_small=3,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W001,GM_RM011_WGV14T001,0,0,25,0,53,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011;WGV15C_SARPRI_0018,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source|review_too_small=3,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W001,GM_RM011_WGV14T001,1,0,25,0,54,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011;WGV15C_SARPRI_0018,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source|review_too_small=3,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W001,GM_RM011_WGV14T001,2,0,25,1,55,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011;WGV15C_SARPRI_0018,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source|review_too_small=3,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W001,GM_RM011_WGV14T001,3,0,25,2,56,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011;WGV15C_SARPRI_0018,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source|review_too_small=3,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W001,GM_RM011_WGV14T001,4,0,25,3,57,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011;WGV15C_SARPRI_0018,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source|review_too_small=3,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W001,GM_RM011_WGV14T001,5,0,25,4,58,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011;WGV15C_SARPRI_0018,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source|review_too_small=3,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W001,GM_RM011_WGV14T001,6,0,25,5,59,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011;WGV15C_SARPRI_0018,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source|review_too_small=3,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W001,GM_RM011_WGV14T001,7,0,25,6,60,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011;WGV15C_SARPRI_0018,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source|review_too_small=3,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W001,GM_RM011_WGV14T001,8,0,25,7,61,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011;WGV15C_SARPRI_0018,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source|review_too_small=3,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W001,GM_RM011_WGV14T001,9,0,25,8,62,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011;WGV15C_SARPRI_0018,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source|review_too_small=3,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W001,GM_RM011_WGV14T001,10,0,25,9,63,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011;WGV15C_SARPRI_0018,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source|review_too_small=3,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W001,GM_RM011_WGV14T001,11,0,25,10,64,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011;WGV15C_SARPRI_0018,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source|review_too_small=3,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W001,GM_RM011_WGV14T001,12,0,25,11,65,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W002,GM_RM011_WGV14T004,-12,151,166,302,335,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W002,GM_RM011_WGV14T004,-11,151,166,303,336,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W002,GM_RM011_WGV14T004,-10,151,166,304,337,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W002,GM_RM011_WGV14T004,-9,151,166,305,338,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W002,GM_RM011_WGV14T004,-8,151,166,306,339,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W002,GM_RM011_WGV14T004,-7,151,166,307,340,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W002,GM_RM011_WGV14T004,-6,151,166,308,341,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W002,GM_RM011_WGV14T004,-5,151,166,309,342,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W002,GM_RM011_WGV14T004,-4,151,166,310,343,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W002,GM_RM011_WGV14T004,-3,151,166,311,344,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W002,GM_RM011_WGV14T004,-2,151,166,312,345,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
GM_RM011,WGV16W002,GM_RM011_WGV14T004,-1,151,166,313,346,no_scene_level_source,not_available_for_scene_in_azimuth_audit,scene_level_not_thread_aligned:WGV15C_SARPRI_0001;WGV15C_SARPRI_0009;WGV15C_SARPRI_0010;WGV15C_SARPRI_0011,posthoc_prior_overlap_without_azimuth_proxy,not_supported_by_overlapping_prior_ids,optical_only_boundary_rules_preserved,no_direct_competitor_evidence_linked,background_or_static_reflector_risk_present,posthoc_quality_labels=good=96;review_too_small=34;review_multi_structure=33;review_too_large=19;review_extreme_aspect=13|not_available_in_source,offset_not_testable_missing_azimuth_source,GM_RM011 has software-sync metadata but no WGV1.7 direct azimuth/object-stream mapping source
