scene,sar_frame,azimuth_bin_start_deg,azimuth_bin_end_deg,fan_pixel_count,frame_nonzero_pixel_count,frame_nonzero_ratio,frame_mean_intensity,frame_effective_bin
GM_RM011,0,-2,-1,15471,15463,0.9994829,31.69995475,true
GM_RM011,0,-1,0,14803,14803,1,32.24272107,true
GM_RM011,0,0,1,16134,16100,0.99789265,32.82329243,true
GM_RM011,0,1,2,15471,15464,0.99954754,31.59433779,true
GM_RM011,0,2,3,15493,15475,0.99883818,31.73865617,true
GM_RM011,0,3,4,15494,15466,0.99819285,31.23073448,true
GM_RM011,0,4,5,15503,15476,0.9982584,31.50938528,true
GM_RM011,0,5,6,15497,15474,0.99851584,31.18280958,true
GM_RM011,0,6,7,15501,15472,0.99812915,31.3816528,true
GM_RM011,0,7,8,15498,15472,0.99832236,31.61911214,true
GM_RM011,0,8,9,15500,15480,0.99870968,31.32948387,true
GM_RM011,0,9,10,15498,15481,0.99890308,31.17137695,true
GM_RM011,0,10,11,15501,15469,0.99793562,31.18779434,true
GM_RM011,0,11,12,15498,15476,0.99858046,31.24454768,true
GM_RM011,0,12,13,15503,15474,0.99812939,30.94310779,true
GM_RM011,0,13,14,15503,15479,0.99845191,30.70534735,true
GM_RM011,0,14,15,15492,15468,0.99845081,30.77807901,true
GM_RM011,0,15,16,15501,15473,0.99819366,31.07302755,true
GM_RM011,0,16,17,15497,15476,0.9986449,30.82499839,true
GM_RM011,0,17,18,15500,15486,0.99909677,30.59812903,true
GM_RM011,0,18,19,15497,15480,0.99890301,30.77673098,true
GM_RM011,0,19,20,15500,15480,0.99870968,30.81393548,true
GM_RM011,0,20,21,15500,15484,0.99896774,30.76929032,true
GM_RM011,0,21,22,15499,15477,0.99858055,30.45331957,true
GM_RM011,0,22,23,15499,15480,0.99877411,30.7961804,true
GM_RM011,0,23,24,15499,15477,0.99858055,30.58513452,true
GM_RM011,0,24,25,15500,15481,0.99877419,30.62135484,true
GM_RM011,0,25,26,15500,15479,0.99864516,30.50077419,true
GM_RM011,0,26,27,15496,15474,0.99858028,30.59537945,true
GM_RM011,0,27,28,15499,15480,0.99877411,30.66475256,true
GM_RM011,0,28,29,15501,15488,0.99916134,30.57699503,true
GM_RM011,0,29,30,15499,15474,0.99838699,30.40344538,true
GM_RM011,0,30,31,15501,15490,0.99929037,30.48171086,true
GM_RM011,0,31,32,15487,15468,0.99877316,30.36837347,true
GM_RM011,0,32,33,15508,15483,0.99838793,30.46601754,true
GM_RM011,0,33,34,15501,15485,0.99896781,30.185988,true
GM_RM011,0,34,35,15502,15484,0.99883886,29.94910334,true
GM_RM011,0,35,36,15496,15479,0.99890294,30.12396748,true
GM_RM011,0,36,37,15500,15478,0.99858065,30.18464516,true
GM_RM011,0,37,38,15502,15487,0.99903238,30.36769449,true
GM_RM011,0,38,39,15496,15475,0.99864481,29.76432628,true
GM_RM011,0,39,40,15500,15480,0.99870968,29.73774194,true
GM_RM011,0,40,41,15500,15485,0.99903226,29.60909677,true
GM_RM011,0,41,42,15500,15480,0.99870968,29.5963871,true
GM_RM011,0,42,43,15500,15477,0.99851613,29.33993548,true
GM_RM011,0,43,44,15498,15482,0.99896761,29.44850949,true
GM_RM011,0,44,45,15406,15391,0.99902635,29.35434246,true
GM_RM011,0,45,46,15597,15577,0.9987177,29.44367507,true
GM_RM011,0,46,47,15497,15482,0.99903207,29.33838808,true
GM_RM011,0,47,48,15500,15486,0.99909677,29.46632258,true
GM_RM011,0,48,49,15499,15483,0.99896768,29.26595264,true
GM_RM011,0,49,50,15501,15479,0.99858074,29.04864202,true
GM_RM011,0,50,51,15501,15485,0.99896781,29.43068189,true
GM_RM011,0,51,52,15501,15481,0.99870976,29.53577189,true
GM_RM011,0,52,53,15495,15479,0.99896741,29.14733785,true
GM_RM011,0,53,54,15499,15487,0.99922576,29.14039615,true
GM_RM011,0,54,55,15496,15483,0.99916107,29.14210119,true
GM_RM011,0,55,56,15504,15487,0.99890351,29.20639835,true
GM_RM011,0,56,57,15497,15486,0.99929019,29.49945151,true
GM_RM011,0,57,58,15491,15476,0.9990317,29.40681686,true
GM_RM011,0,58,59,15506,15491,0.99903263,29.32677673,true
GM_RM011,0,59,60,15500,15485,0.99903226,29.22503226,true
GM_RM011,0,60,61,15329,4908,0.32017744,3.8361276,true
GM_RM011,0,61,62,15034,706,0.04696022,0.10183584,true
GM_RM011,0,62,63,14758,154,0.01043502,0.01843068,true
GM_RM011,0,63,64,14500,65,0.00448276,0.00758621,true
GM_RM011,0,64,65,14254,45,0.00315701,0.00470043,true
GM_RM011,0,65,66,14024,24,0.00171135,0.00206788,true
GM_RM011,0,66,67,13807,17,0.00123126,0.00123126,true
GM_RM011,0,67,68,13602,3,0.00022056,0.00022056,true
GM_RM011,0,68,69,13416,0,0,0,false
GM_RM011,0,69,70,13235,1,0.00007556,0.00007556,true
GM_RM011,0,70,71,13067,0,0,0,false
GM_RM011,0,71,72,12912,0,0,0,false
GM_RM011,0,72,73,12767,0,0,0,false
GM_RM011,0,73,74,12630,0,0,0,false
GM_RM011,0,74,75,12503,0,0,0,false
GM_RM011,0,75,76,12390,0,0,0,false
GM_RM011,0,76,77,12278,0,0,0,false
GM_RM011,0,77,78,12184,0,0,0,false
GM_RM011,0,78,79,12093,0,0,0,false
GM_RM011,0,79,80,12009,0,0,0,false
GM_RM011,0,80,81,11939,0,0,0,false
GM_RM011,0,81,82,11867,0,0,0,false
GM_RM011,0,82,83,11818,0,0,0,false
GM_RM011,0,83,84,11759,0,0,0,false
GM_RM011,0,84,85,11721,0,0,0,false
GM_RM011,0,85,86,11685,0,0,0,false
GM_RM011,0,86,87,11654,0,0,0,false
GM_RM011,0,87,88,11632,0,0,0,false
GM_RM011,0,88,89,11620,0,0,0,false
GM_RM011,0,89,90,11498,0,0,0,false
GM_RM011,5,-90,-89,11518,0,0,0,false
GM_RM011,5,-89,-88,11638,0,0,0,false
GM_RM011,5,-88,-87,11654,0,0,0,false
GM_RM011,5,-87,-86,11675,0,0,0,false
GM_RM011,5,-86,-85,11705,0,0,0,false
GM_RM011,5,-85,-84,11741,0,0,0,false
GM_RM011,5,-84,-83,11780,0,0,0,false
GM_RM011,5,-83,-82,11838,0,0,0,false
GM_RM011,5,-82,-81,11888,0,0,0,false
GM_RM011,5,-81,-80,11959,0,0,0,false
GM_RM011,5,-80,-79,12030,0,0,0,false
GM_RM011,5,-79,-78,12114,0,0,0,false
GM_RM011,5,-78,-77,12204,0,0,0,false
GM_RM011,5,-77,-76,12301,0,0,0,false
GM_RM011,5,-76,-75,12411,0,0,0,false
GM_RM011,5,-75,-74,12525,0,0,0,false
GM_RM011,5,-74,-73,12652,0,0,0,false
GM_RM011,5,-73,-72,12789,0,0,0,false
GM_RM011,5,-72,-71,12934,0,0,0,false
GM_RM011,5,-71,-70,13090,0,0,0,false
GM_RM011,5,-70,-69,13258,0,0,0,false
GM_RM011,5,-69,-68,13439,0,0,0,false
GM_RM011,5,-68,-67,13626,0,0,0,false
GM_RM011,5,-67,-66,13831,2,0.0001446,0.0001446,true
GM_RM011,5,-66,-65,14048,3,0.00021355,0.00035592,true
GM_RM011,5,-65,-64,14279,9,0.0006303,0.00091043,true
GM_RM011,5,-64,-63,14525,13,0.00089501,0.00213425,true
GM_RM011,5,-63,-62,14783,52,0.00351755,0.01488196,true
GM_RM011,5,-62,-61,15061,250,0.01659916,0.11128079,true
GM_RM011,5,-61,-60,15355,4585,0.2985998,5.30172582,true
GM_RM011,5,-60,-59,15501,15487,0.99909683,32.69260048,true
GM_RM011,5,-59,-58,15506,15496,0.99935509,32.52908552,true
GM_RM011,5,-58,-57,15491,15481,0.99935446,32.82525337,true
GM_RM011,5,-57,-56,15497,15486,0.99929019,33.06943279,true
GM_RM011,5,-56,-55,15504,15492,0.99922601,32.90557276,true
GM_RM011,5,-55,-54,15496,15486,0.99935467,33.1716572,true
GM_RM011,5,-54,-53,15499,15490,0.99941932,33.49183818,true
GM_RM011,5,-53,-52,15495,15483,0.99922556,33.26066473,true
GM_RM011,5,-52,-51,15501,15489,0.99922586,33.29398103,true
GM_RM011,5,-51,-50,15501,15489,0.99922586,33.50022579,true
GM_RM011,5,-50,-49,15501,15489,0.99922586,33.41842462,true
GM_RM011,5,-49,-48,15499,15487,0.99922576,33.49590296,true
GM_RM011,5,-48,-47,15500,15490,0.99935484,33.50896774,true
GM_RM011,5,-47,-46,15497,15485,0.99922566,33.59669613,true
GM_RM011,5,-46,-45,15597,15584,0.99916651,33.4407899,true
GM_RM011,5,-45,-44,15406,15400,0.99961054,33.61196936,true
GM_RM011,5,-44,-43,15498,15490,0.9994838,33.67182862,true
GM_RM011,5,-43,-42,15500,15489,0.99929032,33.88309677,true
GM_RM011,5,-42,-41,15500,15490,0.99935484,33.58967742,true
GM_RM011,5,-41,-40,15500,15489,0.99929032,33.98090323,true
GM_RM011,5,-40,-39,15500,15491,0.99941935,34.3716129,true
GM_RM011,5,-39,-38,15496,15487,0.9994192,34.05014197,true
GM_RM011,5,-38,-37,15502,15491,0.99929041,34.2868017,true
GM_RM011,5,-37,-36,15500,15490,0.99935484,34.27529032,true
GM_RM011,5,-36,-35,15496,15486,0.99935467,34.11544915,true
GM_RM011,5,-35,-34,15502,15492,0.99935492,34.08973036,true
GM_RM011,5,-34,-33,15500,15492,0.99948387,34.41806452,true
GM_RM011,5,-33,-32,15509,15500,0.99941969,33.93681088,true
GM_RM011,5,-32,-31,15487,15478,0.99941887,34.18086137,true
GM_RM011,5,-31,-30,15501,15495,0.99961293,33.79472292,true
GM_RM011,5,-30,-29,15499,15489,0.9993548,33.76172656,true
GM_RM011,5,-29,-28,15501,15491,0.99935488,33.59680021,true
GM_RM011,5,-28,-27,15499,15483,0.99896768,33.77798568,true
GM_RM011,5,-27,-26,15496,15492,0.99974187,33.83505421,true
GM_RM011,5,-26,-25,15500,15485,0.99903226,33.85954839,true
GM_RM011,5,-25,-24,15500,15484,0.99896774,33.79690323,true
GM_RM011,5,-24,-23,15499,15484,0.9990322,33.81618169,true
GM_RM011,5,-23,-22,15499,15486,0.99916124,33.7825021,true
GM_RM011,5,-22,-21,15499,15484,0.9990322,33.8887025,true
GM_RM011,5,-21,-20,15500,15487,0.99916129,33.86580645,true
GM_RM011,5,-20,-19,15500,15481,0.99877419,33.63735484,true
GM_RM011,5,-19,-18,15497,15485,0.99922566,33.68529393,true
GM_RM011,5,-18,-17,15500,15477,0.99851613,33.80606452,true
GM_RM011,5,-17,-16,15497,15482,0.99903207,33.69890947,true
GM_RM011,5,-16,-15,15501,15481,0.99870976,33.92432746,true
GM_RM011,5,-15,-14,15492,15470,0.99857991,33.56726052,true
GM_RM011,5,-14,-13,15503,15489,0.99909695,33.63039412,true
GM_RM011,5,-13,-12,15503,15481,0.99858092,33.4672644,true
GM_RM011,5,-12,-11,15498,15472,0.99832236,33.62169312,true
GM_RM011,5,-11,-10,15501,15482,0.99877427,33.73743629,true
GM_RM011,5,-10,-9,15498,15477,0.99864499,33.69905794,true
GM_RM011,5,-9,-8,15500,15483,0.99890323,33.71941935,true
GM_RM011,5,-8,-7,15498,15473,0.99838689,33.89069557,true
GM_RM011,5,-7,-6,15501,15479,0.99858074,34.07199536,true
GM_RM011,5,-6,-5,15497,15474,0.99851584,34.23062528,true
GM_RM011,5,-5,-4,15503,15482,0.99864542,34.01373928,true
GM_RM011,5,-4,-3,15494,15469,0.99838647,34.30147154,true
GM_RM011,5,-3,-2,15493,15475,0.99883818,34.68185632,true
GM_RM011,5,-2,-1,15471,15466,0.99967681,36.89767953,true
GM_RM011,5,-1,0,14803,14803,1,35.60980882,true
GM_RM011,5,0,1,16134,16102,0.99801661,35.57034833,true
GM_RM011,5,1,2,15471,15466,0.99967681,34.79800918,true
GM_RM011,5,2,3,15493,15482,0.99929,35.08913703,true
GM_RM011,5,3,4,15494,15477,0.9989028,34.64502388,true
GM_RM011,5,4,5,15503,15484,0.99877443,34.52892988,true
GM_RM011,5,5,6,15497,15477,0.99870943,34.70678196,true
GM_RM011,5,6,7,15501,15480,0.99864525,34.71576027,true
GM_RM011,5,7,8,15498,15466,0.99793522,34.78229449,true
GM_RM011,5,8,9,15500,15484,0.99896774,35.00303226,true
GM_RM011,5,9,10,15498,15477,0.99864499,34.76351787,true
GM_RM011,5,10,11,15501,15470,0.99800013,35.03702987,true
GM_RM011,5,11,12,15498,15468,0.99806427,34.93650794,true
GM_RM011,5,12,13,15503,15475,0.9981939,34.85409276,true
GM_RM011,5,13,14,15503,15480,0.99851642,34.42753016,true
GM_RM011,5,14,15,15492,15470,0.99857991,34.64110509,true
GM_RM011,5,15,16,15501,15472,0.99812915,34.3601058,true
GM_RM011,5,16,17,15497,15477,0.99870943,34.29683164,true
GM_RM011,5,17,18,15500,15484,0.99896774,34.83232258,true
GM_RM011,5,18,19,15497,15478,0.99877396,34.81854552,true
GM_RM011,5,19,20,15500,15485,0.99903226,34.61851613,true
GM_RM011,5,20,21,15500,15479,0.99864516,34.65406452,true
GM_RM011,5,21,22,15499,15478,0.99864507,34.34995806,true
GM_RM011,5,22,23,15499,15483,0.99896768,34.61649139,true
GM_RM011,5,23,24,15499,15481,0.99883863,34.73707981,true
GM_RM011,5,24,25,15500,15481,0.99877419,34.44316129,true
GM_RM011,5,25,26,15500,15487,0.99916129,34.2176129,true
GM_RM011,5,26,27,15496,15483,0.99916107,34.22147651,true
GM_RM011,5,27,28,15499,15480,0.99877411,34.04813214,true
GM_RM011,5,28,29,15501,15488,0.99916134,33.91910199,true
GM_RM011,5,29,30,15499,15476,0.99851603,34.20556165,true
GM_RM011,5,30,31,15501,15488,0.99916134,34.15076447,true
GM_RM011,5,31,32,15487,15468,0.99877316,34.45638277,true
GM_RM011,5,32,33,15508,15484,0.99845241,34.07338148,true
GM_RM011,5,33,34,15501,15481,0.99870976,34.13412038,true
GM_RM011,5,34,35,15502,15483,0.99877435,33.97284221,true
GM_RM011,5,35,36,15496,15482,0.99909654,34.22741353,true
GM_RM011,5,36,37,15500,15480,0.99870968,33.93858065,true
GM_RM011,5,37,38,15502,15490,0.99922591,34.17494517,true
GM_RM011,5,38,39,15496,15480,0.99896748,34.04801239,true
GM_RM011,5,39,40,15500,15485,0.99903226,33.84077419,true
GM_RM011,5,40,41,15500,15486,0.99909677,33.91,true
GM_RM011,5,41,42,15500,15476,0.99845161,33.5956129,true
GM_RM011,5,42,43,15500,15480,0.99870968,33.59870968,true
GM_RM011,5,43,44,15498,15483,0.99903213,33.75261324,true
GM_RM011,5,44,45,15406,15394,0.99922108,33.98831624,true
GM_RM011,5,45,46,15597,15578,0.99878182,33.81118164,true
GM_RM011,5,46,47,15497,15481,0.99896754,33.37026521,true
GM_RM011,5,47,48,15500,15487,0.99916129,33.51916129,true
GM_RM011,5,48,49,15499,15481,0.99883863,33.49183818,true
GM_RM011,5,49,50,15501,15482,0.99877427,32.95606735,true
GM_RM011,5,50,51,15501,15486,0.99903232,32.84833237,true
GM_RM011,5,51,52,15501,15483,0.99883878,32.91155409,true
GM_RM011,5,52,53,15495,15481,0.99909648,32.97418522,true
GM_RM011,5,53,54,15499,15488,0.99929028,32.82308536,true
GM_RM011,5,54,55,15496,15483,0.99916107,32.68979091,true
GM_RM011,5,55,56,15504,15492,0.99922601,32.47684469,true
GM_RM011,5,56,57,15497,15486,0.99929019,32.6144415,true
GM_RM011,5,57,58,15491,15478,0.9991608,32.64553612,true
GM_RM011,5,58,59,15506,15492,0.99909712,32.56481362,true
GM_RM011,5,59,60,15500,15485,0.99903226,32.56954839,true
GM_RM011,5,60,61,15329,4936,0.32200404,4.04644791,true
GM_RM011,5,61,62,15034,702,0.04669416,0.09125981,true
GM_RM011,5,62,63,14758,152,0.0102995,0.01626237,true
GM_RM011,5,63,64,14500,64,0.00441379,0.00765517,true
GM_RM011,5,64,65,14254,50,0.00350779,0.00526168,true
GM_RM011,5,65,66,14024,24,0.00171135,0.00206788,true
GM_RM011,5,66,67,13807,17,0.00123126,0.00123126,true
GM_RM011,5,67,68,13602,3,0.00022056,0.00022056,true
GM_RM011,5,68,69,13416,0,0,0,false
GM_RM011,5,69,70,13235,1,0.00007556,0.00007556,true
GM_RM011,5,70,71,13067,0,0,0,false
GM_RM011,5,71,72,12912,0,0,0,false
GM_RM011,5,72,73,12767,0,0,0,false
GM_RM011,5,73,74,12630,0,0,0,false
GM_RM011,5,74,75,12503,0,0,0,false
GM_RM011,5,75,76,12390,0,0,0,false
GM_RM011,5,76,77,12278,0,0,0,false
GM_RM011,5,77,78,12184,0,0,0,false
GM_RM011,5,78,79,12093,0,0,0,false
GM_RM011,5,79,80,12009,0,0,0,false
GM_RM011,5,80,81,11939,0,0,0,false
GM_RM011,5,81,82,11867,0,0,0,false
GM_RM011,5,82,83,11818,0,0,0,false
GM_RM011,5,83,84,11759,0,0,0,false
GM_RM011,5,84,85,11721,0,0,0,false
GM_RM011,5,85,86,11685,0,0,0,false
GM_RM011,5,86,87,11654,0,0,0,false
GM_RM011,5,87,88,11632,0,0,0,false
GM_RM011,5,88,89,11620,0,0,0,false
GM_RM011,5,89,90,11498,0,0,0,false
GM_RM011,8,-90,-89,11518,0,0,0,false
GM_RM011,8,-89,-88,11638,0,0,0,false
GM_RM011,8,-88,-87,11654,0,0,0,false
GM_RM011,8,-87,-86,11675,0,0,0,false
GM_RM011,8,-86,-85,11705,0,0,0,false
GM_RM011,8,-85,-84,11741,0,0,0,false
GM_RM011,8,-84,-83,11780,0,0,0,false
GM_RM011,8,-83,-82,11838,0,0,0,false
GM_RM011,8,-82,-81,11888,0,0,0,false
GM_RM011,8,-81,-80,11959,0,0,0,false
GM_RM011,8,-80,-79,12030,0,0,0,false
GM_RM011,8,-79,-78,12114,0,0,0,false
GM_RM011,8,-78,-77,12204,0,0,0,false
GM_RM011,8,-77,-76,12301,0,0,0,false
GM_RM011,8,-76,-75,12411,0,0,0,false
GM_RM011,8,-75,-74,12525,0,0,0,false
GM_RM011,8,-74,-73,12652,0,0,0,false
GM_RM011,8,-73,-72,12789,0,0,0,false
GM_RM011,8,-72,-71,12934,0,0,0,false
GM_RM011,8,-71,-70,13090,0,0,0,false
GM_RM011,8,-70,-69,13258,0,0,0,false
GM_RM011,8,-69,-68,13439,0,0,0,false
GM_RM011,8,-68,-67,13626,0,0,0,false
GM_RM011,8,-67,-66,13831,3,0.0002169,0.00028921,true
GM_RM011,8,-66,-65,14048,6,0.00042711,0.00064066,true
GM_RM011,8,-65,-64,14279,8,0.00056026,0.00091043,true
GM_RM011,8,-64,-63,14525,17,0.0011704,0.0020654,true
GM_RM011,8,-63,-62,14783,69,0.00466752,0.01982006,true
GM_RM011,8,-62,-61,15061,249,0.01653277,0.12588806,true
GM_RM011,8,-61,-60,15355,4651,0.30289808,6.00162813,true
GM_RM011,8,-60,-59,15501,15487,0.99909683,37.38791046,true
GM_RM011,8,-59,-58,15506,15496,0.99935509,37.63704373,true
GM_RM011,8,-58,-57,15491,15482,0.99941902,37.44122394,true
GM_RM011,8,-57,-56,15497,15486,0.99929019,37.40027102,true
GM_RM011,8,-56,-55,15504,15492,0.99922601,37.40621775,true
GM_RM011,8,-55,-54,15496,15486,0.99935467,37.4964507,true
GM_RM011,8,-54,-53,15499,15490,0.99941932,37.78243758,true
GM_RM011,8,-53,-52,15495,15483,0.99922556,37.82278154,true
GM_RM011,8,-52,-51,15501,15489,0.99922586,37.68305271,true
GM_RM011,8,-51,-50,15501,15489,0.99922586,38.10870266,true
GM_RM011,8,-50,-49,15501,15489,0.99922586,38.35133217,true
GM_RM011,8,-49,-48,15499,15487,0.99922576,38.08219885,true
GM_RM011,8,-48,-47,15500,15490,0.99935484,38.17709677,true
GM_RM011,8,-47,-46,15497,15485,0.99922566,38.23591663,true
GM_RM011,8,-46,-45,15597,15584,0.99916651,38.35885106,true
GM_RM011,8,-45,-44,15406,15400,0.99961054,38.35862651,true
GM_RM011,8,-44,-43,15498,15490,0.9994838,38.47193186,true
GM_RM011,8,-43,-42,15500,15488,0.99922581,38.81767742,true
GM_RM011,8,-42,-41,15500,15489,0.99929032,38.98083871,true
GM_RM011,8,-41,-40,15500,15490,0.99935484,39.56064516,true
GM_RM011,8,-40,-39,15500,15491,0.99941935,39.43432258,true
GM_RM011,8,-39,-38,15496,15487,0.9994192,39.55975736,true
GM_RM011,8,-38,-37,15502,15492,0.99935492,39.69558767,true
GM_RM011,8,-37,-36,15500,15490,0.99935484,40.00264516,true
GM_RM011,8,-36,-35,15496,15488,0.99948374,39.37358028,true
GM_RM011,8,-35,-34,15502,15492,0.99935492,39.37956393,true
GM_RM011,8,-34,-33,15500,15491,0.99941935,39.29232258,true
GM_RM011,8,-33,-32,15509,15499,0.99935521,39.32278032,true
GM_RM011,8,-32,-31,15487,15478,0.99941887,38.65332214,true
GM_RM011,8,-31,-30,15501,15495,0.99961293,38.85691246,true
GM_RM011,8,-30,-29,15499,15489,0.9993548,38.87302407,true
GM_RM011,8,-29,-28,15501,15492,0.99941939,38.97193729,true
GM_RM011,8,-28,-27,15499,15486,0.99916124,38.67307568,true
GM_RM011,8,-27,-26,15496,15491,0.99967734,38.59047496,true
GM_RM011,8,-26,-25,15500,15488,0.99922581,38.818,true
GM_RM011,8,-25,-24,15500,15483,0.99890323,38.63174194,true
GM_RM011,8,-24,-23,15499,15484,0.9990322,38.54455126,true
GM_RM011,8,-23,-22,15499,15485,0.99909672,38.62610491,true
GM_RM011,8,-22,-21,15499,15485,0.99909672,38.73501516,true
GM_RM011,8,-21,-20,15500,15486,0.99909677,38.72077419,true
GM_RM011,8,-20,-19,15500,15480,0.99870968,38.51141935,true
GM_RM011,8,-19,-18,15497,15485,0.99922566,38.61024714,true
GM_RM011,8,-18,-17,15500,15481,0.99877419,38.67896774,true
GM_RM011,8,-17,-16,15497,15479,0.99883848,38.90656256,true
GM_RM011,8,-16,-15,15501,15481,0.99870976,38.82026966,true
