physical_vehicle_id,frame,source_track_id,observed_bbox,latent_center_x,latent_center_y,latent_full_width,latent_full_height,latent_relative_depth,velocity_x,velocity_y,scale_velocity,depth_velocity,edge_constraint_used,reconstruction_confidence,blocked_reason
PV_GM19_WHITE_SUV_NEAR_FIELD,6,bt_0003,"22.344,333.28,96.164,526.226",-55.898808,428.008068,397.567734,299.933838,3.648113,19.785834,2.48357,0,-0.110516,latent_right~=observed_right,0.53,
PV_GM19_WHITE_SUV_NEAR_FIELD,7,bt_0003,"33.651,326.493,115.219,534.278",66.061493,429.967647,397.567734,299.933838,3.730585,121.9603,1.959578,0,0.082472,latent_center~=observed_center,0.72,
PV_GM19_WHITE_SUV_NEAR_FIELD,8,bt_0003,"44.12,316.744,134.471,538.081",81.966853,427.674348,397.567734,299.933838,3.807752,15.90536,-2.293299,0,0.077167,latent_center~=observed_center,0.72,
PV_GM19_WHITE_SUV_NEAR_FIELD,9,bt_0003,"50.079,297.836,156.542,547.698",97.153399,423.959527,397.567734,299.933838,3.716192,15.186546,-3.714821,0,-0.09156,latent_center~=observed_center,0.72,
PV_GM19_WHITE_SUV_NEAR_FIELD,10,bt_0003,"53.942,280.806,176.923,556.321",110.730891,420.620809,397.567734,299.933838,3.56886,13.577492,-3.338718,0,-0.147332,latent_center~=observed_center,0.72,
PV_GM19_WHITE_SUV_NEAR_FIELD,11,bt_0003,"60.264,279.049,201.092,577.992",126.963162,429.318613,397.567734,299.933838,3.258474,16.232271,8.697804,0,-0.310386,latent_center~=observed_center,0.72,
PV_GM19_WHITE_SUV_NEAR_FIELD,12,bt_0003,"73.628,293.432,225.943,593.091",141.408186,440.359273,397.567734,299.933838,3.249852,14.445024,11.04066,0,-0.008621,latent_center~=observed_center;latent_top~=observed_top,0.7,
PV_GM19_WHITE_SUV_NEAR_FIELD,13,bt_0003,"90.881,308.063,253.913,598.662",160.524574,447.073199,397.567734,299.933838,3.021369,19.116388,6.713926,0,-0.228483,latent_center~=observed_center;latent_top~=observed_top,0.48,
PV_GM19_WHITE_SUV_NEAR_FIELD,14,bt_0003,"108.587,326.366,281.792,600.265",180.91032,453.644305,397.567734,299.933838,3.296116,20.385746,6.571106,0,0.274747,latent_center~=observed_center;latent_top~=observed_top,0.4,
PV_GM19_WHITE_SUV_NEAR_FIELD,15,bt_0003,"128.513,345.559,314.05,600.553",204.442416,462.257482,397.567734,299.933838,3.164494,23.532095,8.613177,0,-0.131622,latent_center~=observed_center;latent_top~=observed_top,0.4,
PV_GM19_WHITE_SUV_NEAR_FIELD,16,bt_0003,"137.421,353.602,341.811,600.173",224.871432,466.410686,397.567734,299.933838,3.186783,20.429016,4.153204,0,0.022289,latent_center~=observed_center;latent_top~=observed_top,0.4,
PV_GM19_WHITE_SUV_NEAR_FIELD,17,bt_0003,"132.892,346.853,365.154,599.747",242.701938,468.936446,397.567734,299.933838,3.158591,17.830507,2.52576,0,-0.028192,latent_center~=observed_center;latent_top~=observed_top,0.48,
PV_GM19_WHITE_SUV_NEAR_FIELD,18,bt_0003,"119.298,329.197,387.792,600.426",256.221706,461.272771,397.567734,299.933838,3.496322,13.519768,-7.663674,0,0.337731,latent_center~=observed_center;latent_top~=observed_top,0.48,
PV_GM19_WHITE_SUV_NEAR_FIELD,19,bt_0003,"103.277,301.538,406.891,591.31",264.748862,449.534011,397.567734,299.933838,3.301503,8.527156,-11.738761,0,-0.194819,latent_center~=observed_center;latent_top~=observed_top,0.7,
PV_GM19_WHITE_SUV_NEAR_FIELD,20,bt_0003,"94.97,264.644,433.641,572.998",270.011283,423.179697,397.567734,299.933838,3.556083,5.262421,-26.354314,0,0.25458,latent_center~=observed_center,0.72,
PV_GM19_WHITE_SUV_NEAR_FIELD,21,bt_0003,"80.499,254.048,438.322,567.264",269.124145,416.473365,397.567734,299.933838,3.507776,-0.887138,-6.706332,0,-0.048307,latent_center~=observed_center,0.72,
PV_GM19_WHITE_SUV_NEAR_FIELD,22,bt_0003,"85.771,262.307,458.602,573.757",283.257588,422.976456,397.567734,299.933838,3.366308,14.133443,6.503091,0,-0.141468,latent_center~=observed_center,0.72,
PV_GM19_WHITE_SUV_NEAR_FIELD,23,bt_0003,"106.661,288.441,488.699,588.375",324.33323,443.784303,397.567734,299.933838,3.182068,41.075642,20.807847,0,-0.184239,latent_center~=observed_center;latent_top~=observed_top,0.72,
PV_GM19_WHITE_SUV_NEAR_FIELD,24,bt_0003,"144.856,309.497,532.104,595.183",357.922985,457.431998,397.567734,299.933838,3.06894,33.589754,13.647695,0,-0.113129,latent_center~=observed_center;latent_top~=observed_top,0.72,
PV_GM19_WHITE_SUV_NEAR_FIELD,25,bt_0003,"222.909,319.54,620.477,596.837",417.808606,464.251027,397.567734,299.933838,2.977009,59.885621,6.819029,0,-0.091931,latent_center~=observed_center;latent_top~=observed_top,0.72,
PV_GM19_WHITE_SUV_NEAR_FIELD,26,bt_0003,"282.33,314.008,700.031,595.605",469.184615,461.413926,397.567734,299.933838,3.004887,51.376009,-2.8371,0,0.027878,latent_center~=observed_center;latent_top~=observed_top,0.72,
PV_GM19_WHITE_SUV_NEAR_FIELD,27,bt_0003,"294.161,303.645,737.316,594.985",492.70425,455.582026,397.567734,299.933838,3.056101,23.519636,-5.8319,0,0.051215,latent_center~=observed_center;latent_top~=observed_top,0.72,
PV_GM19_WHITE_SUV_NEAR_FIELD,29,bt_0003,"295.131,291.24,767.825,596.831",519.050218,449.076006,397.567734,299.933838,3.005782,13.172984,-3.25301,0,-0.025159,latent_center~=observed_center;latent_top~=observed_top,0.72,
PV_GM19_WHITE_SUV_NEAR_FIELD,30,bt_0003,"305.648,291.791,781.939,596.738",510.574997,450.010522,397.567734,299.933838,3.081886,-8.47522,0.934516,0,0.076104,latent_left~=observed_left;latent_top~=observed_top,0.72,
PV_GM19_WHITE_SUV_NEAR_FIELD,31,bt_0003,"324.791,297.998,793.772,596.858",530.737507,454.451232,397.567734,299.933838,2.922907,20.16251,4.44071,0,-0.15898,latent_left~=observed_left;latent_top~=observed_top,0.72,
PV_GM19_WHITE_SUV_NEAR_FIELD,32,bt_0003,"345.967,302.289,806.166,596.263",554.500252,459.425392,397.567734,299.933838,2.882158,23.762745,4.97416,0,-0.040748,latent_left~=observed_left;latent_top~=observed_top,0.5,
PV_GM19_WHITE_SUV_NEAR_FIELD,33,bt_0003,"372.324,308.414,819.095,596.343",578.59107,463.267712,397.567734,299.933838,2.756054,24.090818,3.84232,0,-0.126104,latent_left~=observed_left;latent_top~=observed_top,0.5,
PV_GM19_WHITE_SUV_NEAR_FIELD,34,bt_0003,"398.404,310.728,833.978,596.228",602.543994,465.204484,397.567734,299.933838,2.896659,23.952924,1.936772,0,0.140605,latent_left~=observed_left;latent_top~=observed_top,0.5,
PV_GM19_WHITE_SUV_NEAR_FIELD,35,bt_0003,"426.806,315.176,845.795,596.251",627.657928,468.208548,397.567734,299.933838,2.831686,25.113935,3.004064,0,-0.064973,latent_left~=observed_left;latent_top~=observed_top,0.5,
PV_GM19_WHITE_SUV_NEAR_FIELD,36,bt_0003,"460.047,324.701,853.535,596.181",655.190839,473.750575,397.567734,299.933838,2.893032,27.53291,5.542027,0,0.061346,latent_left~=observed_left;latent_top~=observed_top,0.5,
PV_GM19_WHITE_SUV_NEAR_FIELD,37,bt_0003,"493.164,334.888,859.158,595.873",682.662195,479.623932,397.567734,299.933838,2.791039,27.471357,5.873357,0,-0.101993,latent_left~=observed_left;latent_top~=observed_top,0.5,
PV_GM19_WHITE_SUV_NEAR_FIELD,38,bt_0003,"530.892,352.022,860.397,595.752",712.438941,488.971013,397.567734,299.933838,2.880412,29.776746,9.347081,0,0.089373,latent_left~=observed_left;latent_top~=observed_top,0.5,
PV_GM19_WHITE_SUV_NEAR_FIELD,39,bt_0003,"568.47,370.313,860.322,595.285",734.606769,492.481257,397.567734,299.933838,2.852141,22.167828,3.510245,0,-0.028271,latent_left~=observed_left;latent_top~=observed_top,0.35,
PV_GM19_WHITE_SUV_NEAR_FIELD,40,bt_0003,"606.872,388.459,858.92,591.994",762.234141,499.846266,397.567734,299.933838,2.856909,27.627372,7.365009,0,0.004768,latent_left~=observed_left;latent_top~=observed_top,0.35,
PV_GM19_WHITE_SUV_NEAR_FIELD,41,bt_0003,"644.866,400.589,858.271,582.618",789.718407,505.10571,397.567734,299.933838,2.929001,27.484266,5.259444,0,0.072092,latent_left~=observed_left;latent_top~=observed_top,0.35,
PV_GM19_RIGHT_DARK_FRAGMENT,12,bt_0004,"603.083,416.935,800.12,594.822",709.991047,511.199233,214.889828,182.017321,3.043927,0,0,0,0,latent_left~=observed_left;latent_top~=observed_top,0,insufficient_temporal_extent
PV_GM19_RIGHT_DARK_FRAGMENT,13,bt_0004,"642.817,434.437,813.995,589.636",751.334521,518.934399,214.889828,182.017321,3.092253,41.343474,7.735166,0,0.048326,latent_left~=observed_left;latent_top~=observed_top,0,insufficient_temporal_extent
PV_GM19_RIGHT_DARK_FRAGMENT,14,bt_0004,"687.173,450.286,827.919,579.512",794.295592,516.852109,214.889828,182.017321,3.550368,42.961071,-2.08229,0,0.458115,latent_left~=observed_left,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_044_049,44,bt_0016,"393.503,316.452,406.178,342.892",399.181391,328.280815,13.808258,26.425018,23.614542,0,0,0,0,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_044_049,45,bt_0016,"397.478,314.641,410.215,341.022",404.349122,328.478664,13.808258,26.425018,23.360659,5.167731,0.197849,0,-0.253882,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_044_049,46,bt_0016,"403.921,315.68,416.751,341.921",410.75821,330.081396,13.808258,26.425018,24.162612,6.409087,1.602733,0,0.801953,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_044_049,47,bt_0016,"410.655,319.407,423.864,345.817",417.384307,333.105356,13.808258,26.425018,22.958786,6.626098,3.023959,0,-1.203826,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_044_049,48,bt_0016,"417.517,323.568,431.08,349.944",424.06832,336.29572,13.808258,26.425018,24.000289,6.684012,3.190364,0,1.041503,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_044_049,49,bt_0016,"423.461,326.081,437.515,352.34",430.327604,338.64109,13.808258,26.425018,22.80863,6.259284,2.34537,0,-1.191659,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_060_080,60,bt_0033,"461.229,322.996,488.197,350.073",474.917595,336.852381,33.032959,27.513794,28.119466,0,0,0,0,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_060_080,61,bt_0033,"465.638,322.689,492.884,349.976",479.360072,336.82376,33.032959,27.513794,28.943712,4.442477,-0.028621,0,0.824245,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_060_080,62,bt_0033,"471.032,323.111,498.628,350.609",484.313123,337.159732,33.032959,27.513794,28.586004,4.953051,0.335972,0,-0.357708,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_060_080,63,bt_0033,"476.377,324.304,503.873,351.395",489.129326,337.726624,33.032959,27.513794,28.921649,4.816203,0.566891,0,0.335645,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_060_080,64,bt_0033,"480.963,325.042,508.527,351.842",493.607699,338.095304,33.032959,27.513794,29.561886,4.478373,0.36868,0,0.640237,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_060_080,65,bt_0033,"484.711,325.325,512.841,352.25",497.791738,338.340387,33.032959,27.513794,29.345812,4.184039,0.245084,0,-0.216074,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_060_080,66,bt_0033,"488.448,325.479,516.672,351.973",501.852081,338.381682,33.032959,27.513794,29.59833,4.060343,0.041295,0,0.252518,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_060_080,67,bt_0033,"489.671,324.074,519.448,352.008",505.020663,338.111362,33.032959,27.513794,29.303316,3.168582,-0.27032,0,-0.295015,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_060_080,68,bt_0033,"493.734,325.473,522.815,352.464",509.046636,338.647568,33.032959,27.513794,30.967918,4.025973,0.536206,0,1.664602,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_060_080,69,bt_0033,"498.548,326.268,527.747,352.983",513.651474,339.048512,33.032959,27.513794,30.325554,4.604838,0.400944,0,-0.642363,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_060_080,70,bt_0033,"503.266,327.139,533.238,354.088",518.372256,339.614503,33.032959,27.513794,30.05932,4.720782,0.565991,0,-0.266234,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_060_080,71,bt_0033,"506.614,327.052,537.865,354.566",522.534627,339.784414,33.032959,27.513794,29.749978,4.162371,0.169911,0,-0.309342,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_060_080,72,bt_0033,"508.955,325.518,541.375,353.355",526.165878,339.170352,33.032959,27.513794,30.802949,3.631251,-0.614063,0,1.052971,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_060_080,73,bt_0033,"512.802,324.297,545.143,351.508",530.238429,338.475753,33.032959,27.513794,29.518152,4.07255,-0.694598,0,-1.284798,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_060_080,74,bt_0033,"516.196,322.887,548.593,349.573",534.117696,337.712025,33.032959,27.513794,29.305289,3.879267,-0.763728,0,-0.212863,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_060_080,75,bt_0033,"519.98,321.685,553.042,348.557",538.34465,337.229745,33.032959,27.513794,29.55942,4.226954,-0.48228,0,0.254131,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_060_080,76,bt_0033,"525.613,323.089,559.044,350.25",543.4219,338.076017,33.032959,27.513794,28.430612,5.07725,0.846272,0,-1.128808,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_060_080,77,bt_0033,"531.389,324.659,564.422,351.519",548.37885,338.858248,33.032959,27.513794,27.933518,4.95695,0.782231,0,-0.497095,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_060_080,78,bt_0033,"538.904,327.898,571.212,354.639",554.123642,340.520179,33.032959,27.513794,27.891487,5.744792,1.661931,0,-0.042031,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_060_080,79,bt_0033,"545.545,328.991,576.934,355.629",559.382807,341.113048,33.032959,27.513794,27.145981,5.259165,0.592869,0,-0.745505,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_060_080,80,bt_0033,"552.132,328.959,582.455,355.664",564.578679,341.186066,33.032959,27.513794,27.688599,5.195872,0.073018,0,0.542618,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_083_098,83,bt_0053,"541.209,324.996,581.675,351.377",560.266842,338.124023,43.113861,27.907074,26.955754,0,0,0,0,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_083_098,84,bt_0053,"543.89,324.673,583.799,350.756",563.765231,337.909923,43.113861,27.907074,27.328455,3.498389,-0.214099,0,0.372701,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_083_098,85,bt_0053,"547.425,324.246,587.522,350.522",567.877146,337.766655,43.113861,27.907074,25.83818,4.111915,-0.143268,0,-1.490275,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_083_098,86,bt_0053,"551.235,323.838,591.854,350.52",572.209749,337.686009,43.113861,27.907074,25.697493,4.332603,-0.080646,0,-0.140687,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_083_098,87,bt_0053,"555.732,324.379,596.47,351.119",576.785378,337.993173,43.113861,27.907074,26.398387,4.575629,0.307164,0,0.700894,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_083_098,88,bt_0053,"561.694,324.521,602.309,351.127",582.03305,338.052625,43.113861,27.907074,27.356291,5.247672,0.059453,0,0.957904,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_083_098,89,bt_0053,"565.794,324.499,607.737,351.801",586.712211,338.237673,43.113861,27.907074,26.885026,4.67916,0.185048,0,-0.471266,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_083_098,90,bt_0053,"569.633,325.043,612.325,352.625",591.116164,338.601607,43.113861,27.907074,26.440155,4.403953,0.363934,0,-0.444871,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_083_098,91,bt_0053,"574.117,326.069,617.575,353.986",595.847067,339.220348,43.113861,27.907074,25.390691,4.730903,0.618741,0,-1.049464,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_083_098,92,bt_0053,"579.571,327.43,623.004,355.328",600.865216,339.918037,43.113861,27.907074,26.43714,5.01815,0.69769,0,1.046449,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_083_098,93,bt_0053,"584.47,327.556,627.265,355.168",605.452259,339.931767,43.113861,27.907074,26.14753,4.587043,0.01373,0,-0.28961,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_083_098,94,bt_0053,"588.728,325.551,631.128,353.217",609.779781,338.964585,43.113861,27.907074,27.25983,4.327522,-0.967182,0,1.1123,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_083_098,95,bt_0053,"592.993,322.976,634.754,350.572",614.050051,337.681585,43.113861,27.907074,25.762405,4.270271,-1.283,0,-1.497426,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_083_098,96,bt_0053,"597.082,321.808,637.925,349.35",618.162348,337.106157,43.113861,27.907074,25.593355,4.112296,-0.575428,0,-0.16905,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_083_098,97,bt_0053,"602.747,323.517,642.528,351.047",623.026536,337.979498,43.113861,27.907074,24.841688,4.864188,0.873341,0,-0.751667,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_UNPAIRED_SMALL_083_098,98,bt_0053,"610.185,325.457,649.255,353.449",628.865242,339.086985,43.113861,27.907074,24.411006,5.838706,1.107487,0,-0.430682,latent_center~=observed_center,0,insufficient_temporal_extent
PV_GM19_SILVER_MPV_NEAR_FIELD,99,bt_0068,"8.459,300.743,70.699,503.839",-88.981108,408.922841,410.908955,330.790237,3.69265,0,0,0,0,latent_right~=observed_right,0.53,
PV_GM19_SILVER_MPV_NEAR_FIELD,100,bt_0068,"17.39,300.99,85.029,519.17",-72.462736,413.588847,410.908955,330.790237,3.706624,16.518372,4.666006,0,0.013973,latent_right~=observed_right,0.53,
PV_GM19_SILVER_MPV_NEAR_FIELD,101,bt_0068,"28.572,301.789,101.789,532.113",55.494986,417.211993,410.908955,330.790237,3.636071,127.957722,3.623146,0,-0.070553,latent_center~=observed_center,0.72,
PV_GM19_SILVER_MPV_NEAR_FIELD,102,bt_0068,"38.947,299.868,118.027,538.812",69.653575,419.414068,410.908955,330.790237,3.499708,14.158589,2.202075,0,-0.136363,latent_center~=observed_center,0.72,
PV_GM19_SILVER_MPV_NEAR_FIELD,103,bt_0068,"46.641,292.232,133.91,542.653",82.521555,417.973073,410.908955,330.790237,3.313623,12.86798,-1.440995,0,-0.186084,latent_center~=observed_center,0.72,
PV_GM19_SILVER_MPV_NEAR_FIELD,104,bt_0068,"50.92,284.905,153.177,563.227",95.376362,423.77451,410.908955,330.790237,3.240148,12.854807,5.801437,0,-0.073475,latent_center~=observed_center,0.72,
PV_GM19_SILVER_MPV_NEAR_FIELD,105,bt_0068,"54.818,279.569,172.513,582.227",99.563482,436.719137,410.908955,330.790237,3.332506,4.18712,12.944628,0,0.092357,latent_center~=observed_center;latent_top~=observed_top,0.7,
PV_GM19_SILVER_MPV_NEAR_FIELD,106,bt_0068,"59.627,271.854,192.267,592.26",114.392574,432.370786,410.908955,330.790237,3.28876,14.829092,-4.348351,0,-0.043745,latent_center~=observed_center;latent_top~=observed_top,0.7,
PV_GM19_SILVER_MPV_NEAR_FIELD,107,bt_0068,"65.307,266.94,212.45,598.688",126.215812,428.809805,410.908955,330.790237,3.286176,11.823238,-3.560981,0,-0.002584,latent_center~=observed_center;latent_top~=observed_top,0.48,
PV_GM19_SILVER_MPV_NEAR_FIELD,108,bt_0068,"72.633,265.432,233.461,601.061",142.88962,428.681013,410.908955,330.790237,3.252568,16.673808,-0.128792,0,-0.033608,latent_center~=observed_center;latent_top~=observed_top,0.48,
PV_GM19_SILVER_MPV_NEAR_FIELD,109,bt_0068,"80.588,267.939,254.864,602.074",159.808463,430.479575,410.908955,330.790237,3.218175,16.918843,1.798562,0,-0.034393,latent_center~=observed_center;latent_top~=observed_top,0.48,
PV_GM19_SILVER_MPV_NEAR_FIELD,110,bt_0068,"88.154,270.859,277.128,602.273",176.840525,432.476447,410.908955,330.790237,3.297913,17.032061,1.996872,0,0.079738,latent_center~=observed_center;latent_top~=observed_top,0.48,
PV_GM19_SILVER_MPV_NEAR_FIELD,111,bt_0068,"95.037,274.762,299.411,601.78",193.713167,434.944575,410.908955,330.790237,3.31163,16.872642,2.468127,0,0.013717,latent_center~=observed_center;latent_top~=observed_top,0.48,
PV_GM19_SILVER_MPV_NEAR_FIELD,112,bt_0068,"101.519,277.077,323.755,601.368",210.984468,436.650778,410.908955,330.790237,3.260957,17.271301,1.706203,0,-0.050674,latent_center~=observed_center;latent_top~=observed_top,0.48,
PV_GM19_SILVER_MPV_NEAR_FIELD,113,bt_0068,"105.666,284.03,343.34,600.534",226.55296,440.583427,410.908955,330.790237,3.252224,15.568492,3.932649,0,-0.008732,latent_center~=observed_center;latent_top~=observed_top,0.48,
PV_GM19_SILVER_MPV_NEAR_FIELD,114,bt_0068,"108.812,281.565,368.954,599.9",243.32838,439.99526,410.908955,330.790237,3.321714,16.77542,-0.588167,0,0.06949,latent_center~=observed_center;latent_top~=observed_top,0.48,
PV_GM19_SILVER_MPV_NEAR_FIELD,115,bt_0068,"108.144,284.201,386.59,599.345",257.273501,441.855594,410.908955,330.790237,3.202674,13.945121,1.860334,0,-0.119041,latent_center~=observed_center;latent_top~=observed_top,0.48,
PV_GM19_SILVER_MPV_NEAR_FIELD,116,bt_0068,"101.869,281.42,401.256,598.706",269.16017,441.115743,410.908955,330.790237,3.297965,11.886669,-0.739851,0,0.095292,latent_center~=observed_center;latent_top~=observed_top,0.48,
PV_GM19_SILVER_MPV_NEAR_FIELD,117,bt_0068,"95.792,280.35,411.024,594.945",272.781425,442.421435,410.908955,330.790237,3.208207,3.621255,1.305692,0,-0.089758,latent_center~=observed_center;latent_top~=observed_top,0.7,
PV_GM19_SILVER_MPV_NEAR_FIELD,118,bt_0068,"87.447,276.883,419.403,591.607",280.006603,440.707176,410.908955,330.790237,3.293393,7.225178,-1.714259,0,0.085186,latent_center~=observed_center;latent_top~=observed_top,0.7,
PV_GM19_SILVER_MPV_NEAR_FIELD,119,bt_0068,"79.607,271.679,433.181,592.954",289.062421,437.91522,410.908955,330.790237,3.170359,9.055818,-2.791956,0,-0.123035,latent_center~=observed_center;latent_top~=observed_top,0.72,
PV_GM19_SILVER_MPV_NEAR_FIELD,120,bt_0068,"88.141,273.072,459.949,594.522",307.220652,439.213773,410.908955,330.790237,3.413339,18.158231,1.298553,0,0.24298,latent_center~=observed_center;latent_top~=observed_top,0.72,
