component_id,sar_frame,extraction_roi,extraction_threshold,candidate_pixels,cap_triggered,frame_observation_complete,semantic_state,bbox,centroid_x,centroid_y,pixel_area,integrated_energy,peak_energy,axis1_px,axis2_px,aspect_ratio,orientation_deg,compactness,max_sar_frame_read,gt_file_opened,evaluation_file_opened,future_frame_read
D1OBS_000361_0013,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1180,821,1184,823",1182.273913,822.008696,11,690,68,5.215362,2.879394,1.811271,-164.744881,0.733333,361,false,false,false
D1OBS_000361_0014,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1191,822,1193,828",1192.286136,824.740413,11,678,67,9.048416,2.260087,4.00357,81.743964,0.52381,361,false,false,false
D1OBS_000361_0015,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1250,822,1256,826",1252.362911,824.304088,16,1003,75,8.528457,3.999843,2.132198,-153.704251,0.457143,361,false,false,false
D1OBS_000361_0016,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1151,824,1166,831",1159.202847,827.762278,43,2810,86,15.522154,6.744313,2.301518,-179.483152,0.335938,361,false,false,false
D1OBS_000361_0017,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1017,825,1022,830",1019.675985,827.29352,13,787,67,6.759832,5.06846,1.333705,-142.730609,0.361111,361,false,false,false
D1OBS_000361_0018,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1158,829,1173,842",1167.002793,834.270497,79,5013,83,15.386435,11.961921,1.286285,178.479079,0.352679,361,false,false,false
D1OBS_000361_0019,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1023,831,1027,835",1024.704412,832.929412,11,680,72,6.32391,3.391029,1.864894,58.020908,0.44,361,false,false,false
D1OBS_000361_0020,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1066,831,1071,835",1068.713985,833.305994,15,951,73,8.051211,2.607116,3.088167,146.599295,0.5,361,false,false,false
D1OBS_000361_0021,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1175,832,1186,837",1181.751465,834.933594,33,2048,74,12.18007,5.371965,2.26734,156.446677,0.458333,361,false,false,false
D1OBS_000361_0022,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1203,832,1207,837",1204.938462,834.273626,15,910,68,7.124232,3.921563,1.816682,56.404856,0.5,361,false,false,false
D1OBS_000361_0023,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1151,833,1159,841",1153.856153,837.437897,28,1731,78,9.09623,8.623174,1.054859,64.476757,0.345679,361,false,false,false
D1OBS_000361_0024,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1188,833,1202,842",1196.237764,836.30222,57,3739,79,14.972645,9.342835,1.60258,-157.910944,0.38,361,false,false,false
D1OBS_000361_0025,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1242,833,1248,836",1244.821646,834.085366,11,656,64,7.637685,3.120655,2.447462,162.251097,0.392857,361,false,false,false
D1OBS_000361_0026,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1220,835,1243,846",1231.455075,841.304881,138,9794,108,22.511256,9.945825,2.263387,-171.039281,0.479167,361,false,false,false
D1OBS_000361_0027,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1198,838,1225,857",1211.80763,849.340411,178,11821,97,25.924274,16.822177,1.541077,178.211954,0.317857,361,false,false,false
D1OBS_000361_0028,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1142,839,1148,843",1144.464332,840.856031,13,771,65,8.182847,3.777801,2.166035,155.131278,0.371429,361,false,false,false
D1OBS_000361_0029,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"984,841,988,845",985.881471,842.47139,12,734,68,7.073298,3.01993,2.342206,137.720166,0.48,361,false,false,false
D1OBS_000361_0030,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1157,842,1164,845",1160.121137,843.697157,13,809,69,10.231218,3.094931,3.305798,-156.232448,0.40625,361,false,false,false
D1OBS_000361_0031,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1039,848,1043,855",1041.005952,851.598214,17,1008,68,8.407473,3.928364,2.140197,66.809823,0.425,361,false,false,false
D1OBS_000361_0032,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1174,848,1186,854",1180.165,851.92375,27,1600,66,14.910047,5.088775,2.929988,-159.108691,0.296703,361,false,false,false
D1OBS_000361_0033,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1101,849,1105,853",1103.043919,850.809122,17,1184,88,5.338378,4.469039,1.194525,166.010263,0.68,361,false,false,false
D1OBS_000361_0034,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1152,851,1158,856",1155.034803,853.62297,14,862,67,10.212202,3.019522,3.382059,-138.60846,0.333333,361,false,false,false
D1OBS_000361_0035,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1227,851,1232,854",1229.363885,852.150479,12,731,66,6.833743,3.511447,1.946133,-167.033763,0.5,361,false,false,false
D1OBS_000361_0036,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1239,853,1245,857",1242.551925,854.746791,14,857,73,7.789495,4.51428,1.725523,155.110839,0.4,361,false,false,false
D1OBS_000361_0037,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1018,854,1026,860",1021.947368,857.265757,25,1539,72,9.603934,5.48736,1.750192,166.079493,0.396825,361,false,false,false
D1OBS_000361_0038,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1165,855,1169,860",1167.304214,857.213772,16,973,69,6.505489,4.473471,1.454237,55.598657,0.533333,361,false,false,false
D1OBS_000361_0039,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1228,857,1232,860",1230.097458,858.276483,15,944,69,5.443121,3.694404,1.473342,-152.451248,0.75,361,false,false,false
D1OBS_000361_0040,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1251,857,1257,861",1253.445302,858.667954,13,777,67,8.504225,4.583829,1.855267,170.673874,0.371429,361,false,false,false
D1OBS_000361_0041,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1205,859,1209,862",1206.854305,860.451656,12,755,76,5.148081,3.897977,1.320706,164.518122,0.6,361,false,false,false
D1OBS_000361_0042,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1222,862,1226,865",1223.916525,863.388416,10,587,61,6.288308,2.3313,2.69734,148.14897,0.5,361,false,false,false
D1OBS_000361_0043,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1181,866,1194,871",1187.762485,868.544632,39,2543,85,16.635026,4.50093,3.695908,-177.178303,0.464286,361,false,false,false
D1OBS_000361_0044,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1212,878,1216,883",1213.86674,880.690529,15,908,66,6.080993,4.624221,1.315031,118.07733,0.5,361,false,false,false
D1OBS_000361_0045,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"965,884,968,888",966.386824,886.113176,10,592,66,5.488111,3.854661,1.42376,85.982145,0.5,361,false,false,false
D1OBS_000361_0046,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1210,885,1217,892",1213.330606,888.106383,20,1222,73,8.783543,5.998851,1.464204,48.082725,0.3125,361,false,false,false
D1OBS_000361_0047,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1204,890,1210,893",1207.603416,891.351992,15,1054,98,7.471109,3.041249,2.456592,-169.952384,0.535714,361,false,false,false
D1OBS_000361_0048,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1219,890,1226,892",1222.401566,890.9217,13,894,88,8.123442,2.451467,3.313707,-161.741404,0.541667,361,false,false,false
D1OBS_000361_0049,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"957,894,997,912",974.35844,905.263538,273,18282,108,41.939678,15.712752,2.669149,-174.875075,0.350449,361,false,false,false
D1OBS_000361_0050,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1235,898,1238,903",1236.908629,900.318105,10,591,65,7.153969,3.820799,1.872375,100.538747,0.416667,361,false,false,false
D1OBS_000361_0051,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"925,903,932,913",928.504706,907.874716,47,3081,87,11.910259,7.213894,1.651017,104.414498,0.534091,361,false,false,false
D1OBS_000361_0052,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"918,904,925,911",921.491676,907.498335,29,1802,80,7.644215,7.412509,1.031259,-155.897392,0.453125,361,false,false,false
D1OBS_000361_0053,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"935,905,939,908",936.785235,906.286913,10,596,65,6.447061,2.771254,2.326405,-153.555191,0.5,361,false,false,false
D1OBS_000361_0054,361,"918,812,1263,1068",57,7141,false,true,temporally_supported_response,"1082,923,1089,926",1085.620399,924.209356,21,1304,72,9.500046,3.271317,2.904043,172.136601,0.65625,361,false,false,false
D1OBS_000361_0055,361,"918,812,1263,1068",57,7141,false,true,temporally_supported_response,"1092,926,1102,930",1096.313211,928.416131,30,2021,96,12.098106,4.259293,2.840402,-166.818541,0.545455,361,false,false,false
D1OBS_000361_0056,361,"918,812,1263,1068",57,7141,false,true,temporally_supported_response,"1155,941,1156,948",1155.535525,944.597031,15,943,74,9.402582,2.0589,4.566798,91.037513,0.9375,361,false,false,false
D1OBS_000361_0057,361,"918,812,1263,1068",57,7141,false,true,temporally_supported_response,"1015,946,1170,993",1094.077215,966.648064,2232,169346,199,165.502625,27.31318,6.059442,176.524583,0.298077,361,false,false,false
D1OBS_000361_0058,361,"918,812,1263,1068",57,7141,false,true,temporally_supported_response,"1138,947,1144,953",1141.115768,949.694611,23,1503,79,6.643551,5.446614,1.219758,161.139371,0.469388,361,false,false,false
D1OBS_000361_0059,361,"918,812,1263,1068",57,7141,false,true,temporally_supported_response,"1009,958,1011,962",1010.167963,960.18507,10,643,74,5.308235,3.084078,1.721174,81.127664,0.666667,361,false,false,false
D1OBS_000361_0060,361,"918,812,1263,1068",57,7141,false,true,temporally_supported_response,"1155,966,1159,971",1156.622771,968.772291,12,729,67,7.645776,3.841124,1.990505,53.714931,0.4,361,false,false,false
D1OBS_000361_0061,361,"918,812,1263,1068",57,7141,false,true,temporally_supported_response,"1168,968,1174,972",1170.608163,970.132653,16,980,69,8.488459,5.460103,1.554633,167.688218,0.457143,361,false,false,false
D1OBS_000361_0062,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"919,976,928,984",923.13118,980.068979,40,2508,81,12.238608,6.512398,1.879278,150.465453,0.444444,361,false,false,false
D1OBS_000361_0063,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1250,981,1263,987",1256.924104,984.279153,47,3070,90,14.53629,5.963555,2.437521,-175.815863,0.479592,361,false,false,false
D1OBS_000361_0064,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1221,984,1238,990",1228.874883,987.18218,61,4276,94,19.227172,5.23826,3.670526,-164.344161,0.484127,361,false,false,false
D1OBS_000361_0065,361,"918,812,1263,1068",57,7141,false,true,temporally_supported_response,"1177,993,1182,997",1179.771255,995.445344,16,988,69,7.390924,3.536604,2.089836,146.212266,0.533333,361,false,false,false
D1OBS_000361_0066,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1175,1004,1183,1016",1177.686997,1009.888545,48,3230,105,12.21074,7.331847,1.665439,89.684615,0.410256,361,false,false,false
D1OBS_000361_0067,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1109,1005,1114,1007",1111.689415,1006.164345,11,718,78,6.848814,2.7901,2.454684,169.771843,0.611111,361,false,false,false
D1OBS_000361_0068,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1177,1013,1235,1049",1200.94086,1031.59038,757,56611,182,56.878632,26.816545,2.121028,-167.903775,0.34677,361,false,false,false
D1OBS_000361_0069,361,"918,812,1263,1068",57,7141,false,true,unresolved_response,"1246,1028,1262,1040",1253.648454,1034.454381,111,7760,130,17.542444,11.716999,1.497179,179.448478,0.502262,361,false,false,false
D1OBS_000362_0001,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"965,820,970,823",967.119159,821.151869,13,856,79,6.43051,3.340862,1.924806,166.021006,0.541667,362,false,false,false
D1OBS_000362_0002,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1186,820,1191,823",1187.919861,821.740999,14,861,67,6.51013,3.737627,1.741781,157.061226,0.583333,362,false,false,false
D1OBS_000362_0003,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1195,820,1200,823",1197.245695,821.265212,14,871,68,6.312888,3.734923,1.690233,-155.849067,0.583333,362,false,false,false
D1OBS_000362_0004,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1256,822,1261,826",1258.525308,823.937073,12,731,67,8.657901,2.524694,3.429288,-143.689094,0.4,362,false,false,false
D1OBS_000362_0005,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1160,824,1173,831",1166.883533,828.46047,39,2593,88,14.060691,6.431834,2.186109,176.760429,0.348214,362,false,false,false
D1OBS_000362_0006,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1150,826,1156,831",1152.579466,828.587904,12,711,61,9.830685,3.696033,2.659794,129.952377,0.285714,362,false,false,false
D1OBS_000362_0007,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1203,828,1206,831",1204.801314,829.495895,10,609,71,5.344464,2.677693,1.995921,132.855423,0.625,362,false,false,false
D1OBS_000362_0008,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1176,830,1193,844",1183.195137,835.847214,79,4935,75,17.3186,13.1264,1.319372,179.941718,0.292593,362,false,false,false
D1OBS_000362_0009,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1071,832,1080,835",1075.572987,833.399329,19,1192,78,10.617284,3.047125,3.484362,161.119327,0.475,362,false,false,false
D1OBS_000362_0010,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1163,832,1171,840",1167.87027,835.980541,28,1850,91,10.913467,7.243821,1.50659,124.219266,0.345679,362,false,false,false
D1OBS_000362_0011,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1197,832,1215,838",1204.963498,834.620774,63,4082,85,20.347203,6.212532,3.275187,175.781728,0.473684,362,false,false,false
D1OBS_000362_0012,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1157,834,1163,841",1160.098696,837.944134,17,1074,69,10.880862,3.783217,2.876087,122.137459,0.303571,362,false,false,false
D1OBS_000362_0013,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1172,835,1175,842",1173.13617,837.968511,19,1175,69,8.546641,3.921222,2.179586,97.908852,0.59375,362,false,false,false
D1OBS_000362_0014,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1226,837,1250,846",1238.358013,841.585743,134,9441,111,22.662107,9.311141,2.43387,-176.339624,0.536,362,false,false,false
D1OBS_000362_0015,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1215,838,1220,842",1217.980966,839.636896,11,683,72,7.62406,2.597391,2.935276,-145.448883,0.366667,362,false,false,false
D1OBS_000362_0016,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1202,839,1212,845",1206.603671,841.371856,24,1471,69,11.313988,6.210748,1.821679,-177.881117,0.311688,362,false,false,false
D1OBS_000362_0017,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1168,843,1177,846",1171.593878,844.429592,16,980,69,11.660926,2.573482,4.531186,173.143021,0.4,362,false,false,false
D1OBS_000362_0018,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1207,844,1233,862",1217.376559,851.835619,144,9624,93,26.789102,14.899188,1.798024,176.222923,0.280702,362,false,false,false
D1OBS_000362_0019,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1236,848,1241,852",1238.635135,849.689189,12,740,68,6.419667,5.526794,1.161553,45,0.4,362,false,false,false
D1OBS_000362_0020,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1106,849,1112,852",1108.988067,850.72315,18,1257,91,7.329291,4.056036,1.807008,176.696742,0.642857,362,false,false,false
D1OBS_000362_0021,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1249,852,1252,860",1250.224951,855.977407,17,1018,64,10.681168,3.312321,3.224678,88.332124,0.472222,362,false,false,false
D1OBS_000362_0022,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1023,855,1033,859",1028.27057,857.113133,20,1264,74,11.497107,4.107208,2.799251,170.451733,0.363636,362,false,false,false
D1OBS_000362_0023,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1217,857,1220,862",1218.402961,859.733553,10,608,66,6.800033,3.396665,2.001973,108.229486,0.416667,362,false,false,false
D1OBS_000362_0024,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1253,864,1259,866",1256.050955,865.264968,12,785,69,7.965089,2.272317,3.505272,172.403795,0.571429,362,false,false,false
D1OBS_000362_0025,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1187,865,1200,874",1192.600435,869.184725,50,3221,86,13.760494,8.112514,1.696206,166.186467,0.357143,362,false,false,false
D1OBS_000362_0026,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"969,884,975,894",972.863095,888.355159,25,1512,66,13.235907,3.63833,3.637907,64.573014,0.324675,362,false,false,false
D1OBS_000362_0027,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1226,887,1235,893",1230.477998,890.951595,27,1818,85,10.501683,5.930712,1.770729,-175.671861,0.385714,362,false,false,false
D1OBS_000362_0028,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1211,890,1215,892",1213.128505,891.130841,12,856,87,5.783377,2.934818,1.970608,-166.029557,0.8,362,false,false,false
D1OBS_000362_0029,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"962,895,1009,913",982.547478,905.803999,329,22505,125,48.156726,14.805416,3.252642,-178.439043,0.360746,362,false,false,false
D1OBS_000362_0030,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"935,901,938,907",936.186084,904.153722,10,618,65,9.825936,1.973681,4.978482,112.150179,0.357143,362,false,false,false
D1OBS_000362_0031,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"941,904,946,907",943.362338,905.924675,12,770,72,6.72009,2.56865,2.616195,-150.62087,0.5,362,false,false,false
D1OBS_000362_0032,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"954,904,958,907",955.792602,905.326288,12,757,73,5.781311,3.270727,1.767592,163.154966,0.6,362,false,false,false
D1OBS_000362_0033,362,"935,820,1271,1067",58,6610,false,true,same_motion_supported,"1124,916,1128,924",1125.937749,919.603352,20,1253,73,9.399227,5.326379,1.764656,92.254884,0.444444,362,false,false,false
D1OBS_000362_0034,362,"935,820,1271,1067",58,6610,false,true,same_motion_supported,"1062,922,1070,928",1066.708299,924.799507,20,1217,65,11.60916,4.435033,2.617604,-145.503708,0.31746,362,false,false,false
D1OBS_000362_0035,362,"935,820,1271,1067",58,6610,false,true,temporally_supported_response,"1088,923,1096,927",1091.405246,924.614426,23,1525,82,9.717214,4.116229,2.360708,171.77356,0.511111,362,false,false,false
D1OBS_000362_0036,362,"935,820,1271,1067",58,6610,false,true,same_motion_supported,"1097,926,1106,930",1101.251014,928.425507,26,1725,90,11.546895,4.01056,2.879123,-167.040254,0.52,362,false,false,false
D1OBS_000362_0037,362,"935,820,1271,1067",58,6610,false,true,same_motion_supported,"1018,947,1172,987",1100.014502,966.63132,2268,176736,190,167.630652,26.380256,6.354398,177.103485,0.356884,362,false,false,false
D1OBS_000362_0038,362,"935,820,1271,1067",58,6610,false,true,same_motion_supported,"1179,962,1184,966",1181.347079,964.101947,14,873,66,6.60858,4.247465,1.555888,173.458505,0.466667,362,false,false,false
D1OBS_000362_0039,362,"935,820,1271,1067",58,6610,false,true,same_motion_supported,"1182,969,1187,974",1183.883789,970.956055,17,1024,65,7.776974,5.312679,1.463851,133.95492,0.472222,362,false,false,false
D1OBS_000362_0040,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1259,983,1271,987",1264.533837,984.615551,42,2778,85,13.631485,4.676185,2.915087,-174.491501,0.646154,362,false,false,false
D1OBS_000362_0041,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1225,984,1242,990",1233.766909,986.996789,67,4672,97,18.964964,5.487452,3.45606,-166.527579,0.531746,362,false,false,false
D1OBS_000362_0042,362,"935,820,1271,1067",58,6610,false,true,same_motion_supported,"1183,993,1190,1001",1186.759319,996.850897,35,2173,79,8.999151,7.479507,1.203174,74.486467,0.486111,362,false,false,false
D1OBS_000362_0043,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1181,1004,1241,1046",1206.453622,1030.886013,829,61516,161,64.420865,28.301233,2.276256,-160.946061,0.31605,362,false,false,false
D1OBS_000362_0044,362,"935,820,1271,1067",58,6610,false,true,same_motion_supported,"1115,1005,1120,1007",1117.654545,1006.275758,10,660,78,6.428044,3.057273,2.102542,167.501176,0.555556,362,false,false,false
D1OBS_000362_0045,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1243,1029,1247,1034",1244.511976,1030.848802,11,668,65,6.63568,4.533163,1.463808,110.993606,0.366667,362,false,false,false
D1OBS_000362_0046,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1252,1030,1271,1039",1260.419567,1035.175929,95,6838,135,21.529257,8.716214,2.470024,-171.530492,0.475,362,false,false,false
D1OBS_000362_0047,362,"935,820,1271,1067",58,6610,false,true,unresolved_response,"1171,1034,1176,1036",1173.511785,1035.094276,10,594,62,6.878518,3.473293,1.980402,-175.648888,0.555556,362,false,false,false
D1OBS_000363_0001,363,"952,826,1281,1067",59,6022,false,true,unresolved_response,"1166,826,1179,830",1171.963427,828.473354,29,1914,86,13.787681,4.174561,3.302786,-170.323504,0.414286,363,false,false,false
D1OBS_000363_0002,363,"952,826,1281,1067",59,6022,false,true,unresolved_response,"969,828,972,833",970.392821,829.90359,15,975,79,7.433509,4.300619,1.728474,102.113873,0.625,363,false,false,false
D1OBS_000363_0003,363,"952,826,1281,1067",59,6022,false,true,unresolved_response,"1203,831,1220,838",1209.741143,835.028726,48,3133,83,18.579174,6.677374,2.782407,179.879688,0.333333,363,false,false,false
D1OBS_000363_0004,363,"952,826,1281,1067",59,6022,false,true,unresolved_response,"1082,832,1088,835",1085.148198,833.578104,12,749,68,7.868161,2.418598,3.253191,-159.1215,0.428571,363,false,false,false
D1OBS_000363_0005,363,"952,826,1281,1067",59,6022,false,true,unresolved_response,"1180,832,1189,839",1184.834916,834.520579,34,2211,76,10.683994,8.562565,1.247756,165.661232,0.425,363,false,false,false
D1OBS_000363_0006,363,"952,826,1281,1067",59,6022,false,true,unresolved_response,"1166,833,1172,839",1169.34275,836.848399,16,1062,81,9.314437,2.666071,3.493694,48.848026,0.326531,363,false,false,false
D1OBS_000363_0007,363,"952,826,1281,1067",59,6022,false,true,unresolved_response,"1174,833,1179,835",1176.163991,833.875,13,872,83,6.82607,2.894672,2.35815,-171.414719,0.722222,363,false,false,false
D1OBS_000363_0008,363,"952,826,1281,1067",59,6022,false,true,unresolved_response,"1191,833,1195,839",1192.48407,835.463515,15,973,73,7.109154,4.173947,1.703221,82.534291,0.428571,363,false,false,false
D1OBS_000363_0009,363,"952,826,1281,1067",59,6022,false,true,unresolved_response,"1233,833,1256,848",1244.94442,840.960552,124,9050,104,21.616782,11.128147,1.942532,164.454043,0.322917,363,false,false,false
D1OBS_000363_0010,363,"952,826,1281,1067",59,6022,false,true,unresolved_response,"1163,837,1172,842",1166.809614,839.753063,17,1061,69,10.663715,3.976756,2.681511,-155.184891,0.283333,363,false,false,false
D1OBS_000363_0011,363,"952,826,1281,1067",59,6022,false,true,unresolved_response,"1221,842,1227,846",1224.191919,844.106782,11,693,72,8.662503,2.41532,3.586483,140.820286,0.314286,363,false,false,false
D1OBS_000363_0012,363,"952,826,1281,1067",59,6022,false,true,unresolved_response,"1170,843,1181,846",1174.755977,844.774114,19,1213,78,13.269616,3.091072,4.292884,169.34141,0.395833,363,false,false,false
D1OBS_000363_0013,363,"952,826,1281,1067",59,6022,false,true,unresolved_response,"1213,844,1239,860",1224.420977,852.005216,132,9010,97,25.958363,12.291249,2.111939,174.117773,0.287582,363,false,false,false
D1OBS_000363_0014,363,"952,826,1281,1067",59,6022,false,true,unresolved_response,"1231,845,1234,848",1232.694136,846.605388,10,631,69,5.734884,2.666667,2.150581,138.366461,0.625,363,false,false,false
D1OBS_000363_0015,363,"952,826,1281,1067",59,6022,false,true,unresolved_response,"1112,849,1119,853",1115.735127,851.063031,21,1412,82,8.53546,4.05477,2.105041,164.153158,0.525,363,false,false,false
D1OBS_000363_0016,363,"952,826,1281,1067",59,6022,false,true,unresolved_response,"1240,850,1246,853",1243.498853,851.286697,14,872,69,8.271813,3.963456,2.08702,177.320601,0.5,363,false,false,false
D1OBS_000363_0017,363,"952,826,1281,1067",59,6022,false,true,unresolved_response,"1030,854,1040,860",1035.102765,857.286907,30,1917,73,14.056663,4.061722,3.460765,159.577546,0.38961,363,false,false,false
