eval_id,runtime_entity_id,structure_id,sar_frame,discovery_label_eval_only,vehicle_identity_eval_only,runtime_class,blind_object_id,blind_judgement,gt_exact_frame_available,gt_relation_eval_only,gt_overlap_eval_only,gt_center_distance_eval_only,runtime_false_reject,runtime_false_accept,runtime_blind_disagreement,blind_gt_disagreement,gt_assisted_explanation_cn,provenance
R1EV0011,R1Y0011,R1S0011,40,discovery_negative_or_uncertain_eval_only,white_suv_eval_only,unresolved_runtime,BLIND_OBJECT_011,vehicle_structure,false,no_exact_gt_for_frame,,,false,false,true,false,运行时拒绝或未判定 body_core_candidate;endpoint_hotspot_candidate;isolated_small_atom;side_ridge_candidate，但盲审认为有车辆部件支持；若 GT 关系接近目标，这是 R1 误拒候选。,eval_only_gt_assisted
R1EV0012,R1Y0012,R1S0012,40,discovery_negative_or_uncertain_eval_only,white_suv_eval_only,background_like_runtime,BLIND_OBJECT_012,background,false,no_exact_gt_for_frame,,,false,false,false,false,运行时 background_like_runtime、盲审 background、GT 关系 no_exact_gt_for_frame；保留为背景、未解或机制反例。,eval_only_gt_assisted
R1EV0013,R1Y0013,R1S0013,46,discovery_negative_or_uncertain_eval_only,white_suv_eval_only,unresolved_runtime,BLIND_OBJECT_013,unresolved,false,no_exact_gt_for_frame,,,false,false,false,false,运行时 unresolved_runtime、盲审 unresolved、GT 关系 no_exact_gt_for_frame；保留为背景、未解或机制反例。,eval_only_gt_assisted
R1EV0014,R1Y0014,R1S0014,52,blind_holdout_unlabeled_eval_only,white_suv_eval_only,unresolved_runtime,BLIND_OBJECT_014,vehicle_part,false,no_exact_gt_for_frame,,,false,false,true,false,运行时拒绝或未判定 body_core_candidate;isolated_small_atom;unresolved_atom，但盲审认为有车辆部件支持；若 GT 关系接近目标，这是 R1 误拒候选。,eval_only_gt_assisted
R1EV0015,R1Y0015,R1S0015,52,blind_holdout_unlabeled_eval_only,white_suv_eval_only,background_like_runtime,BLIND_OBJECT_015,background,false,no_exact_gt_for_frame,,,false,false,false,false,运行时 background_like_runtime、盲审 background、GT 关系 no_exact_gt_for_frame；保留为背景、未解或机制反例。,eval_only_gt_assisted
R1EV0016,R1Y0016,R1S0016,52,blind_holdout_unlabeled_eval_only,white_suv_eval_only,background_like_runtime,BLIND_OBJECT_016,background,false,no_exact_gt_for_frame,,,false,false,false,false,运行时 background_like_runtime、盲审 background、GT 关系 no_exact_gt_for_frame；保留为背景、未解或机制反例。,eval_only_gt_assisted
R1EV0017,R1Y0017,R1S0017,60,discovery_negative_or_uncertain_eval_only,white_suv_eval_only,vehicle_possible_runtime,BLIND_OBJECT_017,vehicle_structure,false,no_exact_gt_for_frame,,,false,false,false,false,冻结结构 body_core_candidate;unresolved_atom 与盲审车辆支持一致；GT 关系为 no_exact_gt_for_frame。若只重叠局部目标，说明 SAR 车辆响应是部件级而非完整框。,eval_only_gt_assisted
R1EV0018,R1Y0018,R1S0018,77,discovery_negative_or_uncertain_eval_only,white_suv_eval_only,vehicle_supported_runtime,BLIND_OBJECT_018,vehicle_structure,true,overlaps_gt_eval_only,0.558078,56.942162,false,false,false,false,冻结结构 body_core_candidate;side_ridge_candidate;unresolved_atom 与盲审车辆支持一致；GT 关系为 overlaps_gt_eval_only。若只重叠局部目标，说明 SAR 车辆响应是部件级而非完整框。,eval_only_gt_assisted
R1EV0019,R1Y0019,R1S0019,78,discovery_positive_eval_only,white_suv_eval_only,vehicle_possible_runtime,BLIND_OBJECT_019,vehicle_structure,false,no_exact_gt_for_frame,,,false,false,false,false,冻结结构 body_core_candidate;side_ridge_candidate;unresolved_atom 与盲审车辆支持一致；GT 关系为 no_exact_gt_for_frame。若只重叠局部目标，说明 SAR 车辆响应是部件级而非完整框。,eval_only_gt_assisted
R1EV0020,R1Y0020,R1S0020,79,discovery_positive_eval_only,white_suv_eval_only,unresolved_runtime,BLIND_OBJECT_020,vehicle_part,false,no_exact_gt_for_frame,,,true,false,true,false,运行时拒绝或未判定 body_core_candidate;unresolved_atom，但盲审认为有车辆部件支持；若 GT 关系接近目标，这是 R1 误拒候选。,eval_only_gt_assisted
R1EV0021,R1Y0021,R1S0021,79,discovery_positive_eval_only,white_suv_eval_only,background_like_runtime,BLIND_OBJECT_021,background,false,no_exact_gt_for_frame,,,false,false,false,false,运行时 background_like_runtime、盲审 background、GT 关系 no_exact_gt_for_frame；保留为背景、未解或机制反例。,eval_only_gt_assisted
R1EV0022,R1Y0022,R1S0022,80,discovery_positive_eval_only,white_suv_eval_only,unresolved_runtime,BLIND_OBJECT_022,vehicle_structure,false,no_exact_gt_for_frame,,,true,false,true,false,运行时拒绝或未判定 body_core_candidate;side_ridge_candidate;unresolved_atom，但盲审认为有车辆部件支持；若 GT 关系接近目标，这是 R1 误拒候选。,eval_only_gt_assisted
R1EV0023,R1Y0023,R1S0023,80,discovery_positive_eval_only,white_suv_eval_only,background_like_runtime,BLIND_OBJECT_023,background,false,no_exact_gt_for_frame,,,false,false,false,false,运行时 background_like_runtime、盲审 background、GT 关系 no_exact_gt_for_frame；保留为背景、未解或机制反例。,eval_only_gt_assisted
R1EV0024,R1Y0024,R1S0024,81,discovery_positive_eval_only,white_suv_eval_only,unresolved_runtime,BLIND_OBJECT_024,vehicle_part,true,overlaps_gt_eval_only,0.730611,36.525702,true,false,true,false,运行时拒绝或未判定 body_core_candidate;isolated_small_atom;unresolved_atom，但盲审认为有车辆部件支持；若 GT 关系接近目标，这是 R1 误拒候选。,eval_only_gt_assisted
R1EV0025,R1Y0025,R1S0025,81,discovery_positive_eval_only,white_suv_eval_only,background_like_runtime,BLIND_OBJECT_025,background,true,near_gt_eval_only,0.078465,80.822747,true,false,false,false,运行时 background_like_runtime、盲审 background、GT 关系 near_gt_eval_only；保留为背景、未解或机制反例。,eval_only_gt_assisted
R1EV0026,R1Y0026,R1S0026,212,discovery_negative_or_uncertain_eval_only,silver_mpv_eval_only,vehicle_supported_runtime,BLIND_OBJECT_026,vehicle_part,true,overlaps_gt_eval_only,0.785419,38.56199,false,false,false,false,冻结结构 endpoint_hotspot_candidate;unresolved_atom 与盲审车辆支持一致；GT 关系为 overlaps_gt_eval_only。若只重叠局部目标，说明 SAR 车辆响应是部件级而非完整框。,eval_only_gt_assisted
R1EV0027,R1Y0027,R1S0027,213,discovery_negative_or_uncertain_eval_only,silver_mpv_eval_only,unresolved_runtime,BLIND_OBJECT_027,unresolved,false,no_exact_gt_for_frame,,,false,false,false,false,运行时 unresolved_runtime、盲审 unresolved、GT 关系 no_exact_gt_for_frame；保留为背景、未解或机制反例。,eval_only_gt_assisted
R1EV0028,R1Y0028,R1S0028,216,blind_holdout_unlabeled_eval_only,silver_mpv_eval_only,vehicle_possible_runtime,BLIND_OBJECT_028,vehicle_part,false,no_exact_gt_for_frame,,,false,false,false,false,冻结结构 endpoint_hotspot_candidate;unresolved_atom 与盲审车辆支持一致；GT 关系为 no_exact_gt_for_frame。若只重叠局部目标，说明 SAR 车辆响应是部件级而非完整框。,eval_only_gt_assisted
R1EV0029,R1Y0029,R1S0029,220,discovery_negative_or_uncertain_eval_only,silver_mpv_eval_only,unresolved_runtime,BLIND_OBJECT_029,unresolved,false,no_exact_gt_for_frame,,,false,false,false,false,运行时 unresolved_runtime、盲审 unresolved、GT 关系 no_exact_gt_for_frame；保留为背景、未解或机制反例。,eval_only_gt_assisted
R1EV0030,R1Y0030,R1S0030,224,blind_holdout_unlabeled_eval_only,silver_mpv_eval_only,vehicle_possible_runtime,BLIND_OBJECT_030,vehicle_part,false,no_exact_gt_for_frame,,,false,false,false,false,冻结结构 endpoint_hotspot_candidate;unresolved_atom 与盲审车辆支持一致；GT 关系为 no_exact_gt_for_frame。若只重叠局部目标，说明 SAR 车辆响应是部件级而非完整框。,eval_only_gt_assisted
R1EV0031,R1Y0031,R1S0031,227,discovery_negative_or_uncertain_eval_only,silver_mpv_eval_only,unresolved_runtime,BLIND_OBJECT_031,unresolved,false,no_exact_gt_for_frame,,,false,false,false,false,运行时 unresolved_runtime、盲审 unresolved、GT 关系 no_exact_gt_for_frame；保留为背景、未解或机制反例。,eval_only_gt_assisted
R1EV0032,R1Y0032,R1S0032,228,blind_holdout_unlabeled_eval_only,silver_mpv_eval_only,unresolved_runtime,BLIND_OBJECT_032,unresolved,false,no_exact_gt_for_frame,,,false,false,false,false,运行时 unresolved_runtime、盲审 unresolved、GT 关系 no_exact_gt_for_frame；保留为背景、未解或机制反例。,eval_only_gt_assisted
R1EV0033,R1Y0033,R1S0033,238,discovery_negative_or_uncertain_eval_only,silver_mpv_eval_only,unresolved_runtime,BLIND_OBJECT_033,unresolved,true,overlaps_gt_eval_only,0.89777,13.763959,false,false,false,false,运行时 unresolved_runtime、盲审 unresolved、GT 关系 overlaps_gt_eval_only；保留为背景、未解或机制反例。,eval_only_gt_assisted
R1EV0034,R1Y0034,R1S0034,239,discovery_negative_or_uncertain_eval_only,silver_mpv_eval_only,unresolved_runtime,BLIND_OBJECT_034,vehicle_part,false,no_exact_gt_for_frame,,,false,false,true,false,运行时拒绝或未判定 endpoint_hotspot_candidate;isolated_small_atom;unresolved_atom，但盲审认为有车辆部件支持；若 GT 关系接近目标，这是 R1 误拒候选。,eval_only_gt_assisted
R1EV0035,R1Y0035,R1S0035,243,discovery_negative_or_uncertain_eval_only,silver_mpv_eval_only,unresolved_runtime,BLIND_OBJECT_035,unresolved,false,no_exact_gt_for_frame,,,false,false,false,false,运行时 unresolved_runtime、盲审 unresolved、GT 关系 no_exact_gt_for_frame；保留为背景、未解或机制反例。,eval_only_gt_assisted
R1EV0036,R1Y0036,R1S0036,250,discovery_negative_or_uncertain_eval_only,silver_mpv_eval_only,unresolved_runtime,BLIND_OBJECT_036,unresolved,false,no_exact_gt_for_frame,,,false,false,false,false,运行时 unresolved_runtime、盲审 unresolved、GT 关系 no_exact_gt_for_frame；保留为背景、未解或机制反例。,eval_only_gt_assisted
R1EV0037,R1Y0037,R1S0037,259,blind_holdout_unlabeled_eval_only,silver_mpv_eval_only,unresolved_runtime,BLIND_OBJECT_037,vehicle_part,false,no_exact_gt_for_frame,,,false,false,true,false,运行时拒绝或未判定 body_core_candidate;isolated_small_atom;unresolved_atom，但盲审认为有车辆部件支持；若 GT 关系接近目标，这是 R1 误拒候选。,eval_only_gt_assisted
R1EV0038,R1Y0038,R1S0038,260,discovery_negative_or_uncertain_eval_only,silver_mpv_eval_only,unresolved_runtime,BLIND_OBJECT_038,vehicle_part,false,no_exact_gt_for_frame,,,false,false,true,false,运行时拒绝或未判定 endpoint_hotspot_candidate;isolated_small_atom;unresolved_atom，但盲审认为有车辆部件支持；若 GT 关系接近目标，这是 R1 误拒候选。,eval_only_gt_assisted
R1EV0039,R1Y0039,R1S0039,262,blind_holdout_unlabeled_eval_only,silver_mpv_eval_only,unresolved_runtime,BLIND_OBJECT_039,unresolved,false,no_exact_gt_for_frame,,,false,false,false,false,运行时 unresolved_runtime、盲审 unresolved、GT 关系 no_exact_gt_for_frame；保留为背景、未解或机制反例。,eval_only_gt_assisted
R1EV0040,R1Y0040,R1S0040,263,blind_holdout_unlabeled_eval_only,silver_mpv_eval_only,vehicle_supported_runtime,BLIND_OBJECT_040,unresolved,false,no_exact_gt_for_frame,,,false,true,true,false,运行时接受 endpoint_hotspot_candidate;unresolved_atom，但盲审为 unresolved；GT 关系 no_exact_gt_for_frame 只能作为事后解释，不能回写生成结果。,eval_only_gt_assisted
R1EV0041,R1Y0041,R1S0041,269,discovery_negative_or_uncertain_eval_only,silver_mpv_eval_only,unresolved_runtime,BLIND_OBJECT_041,vehicle_part,true,overlaps_gt_eval_only,0.793791,35.011579,false,false,true,false,运行时拒绝或未判定 body_core_candidate;endpoint_hotspot_candidate;isolated_small_atom;unresolved_atom，但盲审认为有车辆部件支持；若 GT 关系接近目标，这是 R1 误拒候选。,eval_only_gt_assisted
R1EV0042,R1Y0042,R1S0042,270,discovery_positive_eval_only,silver_mpv_eval_only,vehicle_supported_runtime,BLIND_OBJECT_042,vehicle_part,false,no_exact_gt_for_frame,,,false,false,false,false,冻结结构 body_core_candidate;endpoint_hotspot_candidate;unresolved_atom 与盲审车辆支持一致；GT 关系为 no_exact_gt_for_frame。若只重叠局部目标，说明 SAR 车辆响应是部件级而非完整框。,eval_only_gt_assisted
R1EV0043,R1Y0043,R1S0043,271,discovery_positive_eval_only,silver_mpv_eval_only,unresolved_runtime,BLIND_OBJECT_043,vehicle_part,false,no_exact_gt_for_frame,,,true,false,true,false,运行时拒绝或未判定 body_core_candidate;endpoint_hotspot_candidate;isolated_small_atom;unresolved_atom，但盲审认为有车辆部件支持；若 GT 关系接近目标，这是 R1 误拒候选。,eval_only_gt_assisted
R1EV0044,R1Y0044,R1S0044,272,discovery_positive_eval_only,silver_mpv_eval_only,unresolved_runtime,BLIND_OBJECT_044,vehicle_part,false,no_exact_gt_for_frame,,,true,false,true,false,运行时拒绝或未判定 body_core_candidate;endpoint_hotspot_candidate;isolated_small_atom;unresolved_atom，但盲审认为有车辆部件支持；若 GT 关系接近目标，这是 R1 误拒候选。,eval_only_gt_assisted
R1EV0045,R1Y0045,R1S0045,273,discovery_positive_eval_only,silver_mpv_eval_only,unresolved_runtime,BLIND_OBJECT_045,unresolved,true,overlaps_gt_eval_only,0.869955,29.827875,true,false,false,false,运行时 unresolved_runtime、盲审 unresolved、GT 关系 overlaps_gt_eval_only；保留为背景、未解或机制反例。,eval_only_gt_assisted
R1EV0046,R1Y0046,R1S0046,276,discovery_negative_or_uncertain_eval_only,silver_mpv_eval_only,vehicle_possible_runtime,BLIND_OBJECT_046,vehicle_part,false,no_exact_gt_for_frame,,,false,false,false,false,冻结结构 body_core_candidate;endpoint_hotspot_candidate;unresolved_atom 与盲审车辆支持一致；GT 关系为 no_exact_gt_for_frame。若只重叠局部目标，说明 SAR 车辆响应是部件级而非完整框。,eval_only_gt_assisted
R1EV0047,R1Y0047,R1S0047,278,blind_holdout_unlabeled_eval_only,silver_mpv_eval_only,vehicle_possible_runtime,BLIND_OBJECT_047,vehicle_part,false,no_exact_gt_for_frame,,,false,false,false,false,冻结结构 body_core_candidate;unresolved_atom 与盲审车辆支持一致；GT 关系为 no_exact_gt_for_frame。若只重叠局部目标，说明 SAR 车辆响应是部件级而非完整框。,eval_only_gt_assisted
R1EV0048,R1Y0048,R1S0048,279,blind_holdout_unlabeled_eval_only,silver_mpv_eval_only,unresolved_runtime,BLIND_OBJECT_048,vehicle_part,false,no_exact_gt_for_frame,,,false,false,true,false,运行时拒绝或未判定 body_core_candidate;endpoint_hotspot_candidate;isolated_small_atom;unresolved_atom，但盲审认为有车辆部件支持；若 GT 关系接近目标，这是 R1 误拒候选。,eval_only_gt_assisted
R1EV0049,R1Y0049,R1S0049,280,discovery_negative_or_uncertain_eval_only,silver_mpv_eval_only,unresolved_runtime,BLIND_OBJECT_049,vehicle_part,false,no_exact_gt_for_frame,,,false,false,true,false,运行时拒绝或未判定 body_core_candidate;isolated_small_atom;unresolved_atom，但盲审认为有车辆部件支持；若 GT 关系接近目标，这是 R1 误拒候选。,eval_only_gt_assisted
R1EV0050,R1Y0050,R1S0050,281,blind_holdout_unlabeled_eval_only,silver_mpv_eval_only,vehicle_possible_runtime,BLIND_OBJECT_050,vehicle_part,false,no_exact_gt_for_frame,,,false,false,false,false,冻结结构 body_core_candidate;endpoint_hotspot_candidate;unresolved_atom 与盲审车辆支持一致；GT 关系为 no_exact_gt_for_frame。若只重叠局部目标，说明 SAR 车辆响应是部件级而非完整框。,eval_only_gt_assisted
R1EV0051,R1Y0051,R1S0051,284,discovery_negative_or_uncertain_eval_only,silver_mpv_eval_only,unresolved_runtime,BLIND_OBJECT_051,vehicle_part,false,no_exact_gt_for_frame,,,false,false,true,false,运行时拒绝或未判定 body_core_candidate;isolated_small_atom;unresolved_atom，但盲审认为有车辆部件支持；若 GT 关系接近目标，这是 R1 误拒候选。,eval_only_gt_assisted
R1EV0052,R1Y0052,R1S0052,288,discovery_negative_or_uncertain_eval_only,silver_mpv_eval_only,unresolved_runtime,BLIND_OBJECT_052,vehicle_part,true,overlaps_gt_eval_only,0.812144,34.021113,false,false,true,false,运行时拒绝或未判定 body_core_candidate;isolated_small_atom;unresolved_atom，但盲审认为有车辆部件支持；若 GT 关系接近目标，这是 R1 误拒候选。,eval_only_gt_assisted
R1EV0053,R1Y0053,R1S0053,289,discovery_positive_eval_only,silver_mpv_eval_only,unresolved_runtime,BLIND_OBJECT_053,vehicle_part,false,no_exact_gt_for_frame,,,true,false,true,false,运行时拒绝或未判定 body_core_candidate;isolated_small_atom;side_ridge_candidate;unresolved_atom，但盲审认为有车辆部件支持；若 GT 关系接近目标，这是 R1 误拒候选。,eval_only_gt_assisted
R1EV0054,R1Y0054,R1S0054,290,discovery_positive_eval_only,silver_mpv_eval_only,vehicle_supported_runtime,BLIND_OBJECT_054,unresolved,true,overlaps_gt_eval_only,0.791712,39.420291,false,false,true,false,运行时接受 side_ridge_candidate;unresolved_atom，但盲审为 unresolved；GT 关系 overlaps_gt_eval_only 只能作为事后解释，不能回写生成结果。,eval_only_gt_assisted
