response_unit_id,source_response_box_id,source_r1_family_id,sar_frame,measurement_region_type,geometry_origin_status,sar_origin_x,sar_origin_y,response_center_x,response_center_y,range_unit_x,range_unit_y,azimuth_unit_x,azimuth_unit_y,boundary_family_id,boundary_contact_state,mask_state,sample_group,is_gt_local_positive_control,is_registered_background_counterexample,is_boundary_censored_response,is_unresolved_control,core_atom_ids,optional_atom_ids,core_atom_roles,all_atom_roles,background_counterexample_atom_ids,region_bbox,pixel_count,rect_pixel_count,raw_intensity_sum,background_estimate,background_sample_count,background_source,background_subtracted_energy,energy_valid,range_weighted_mean,azimuth_weighted_mean,range_weighted_std,azimuth_weighted_std,range_p50_width,range_p80_width,range_p90_width,azimuth_p50_width,azimuth_p80_width,azimuth_p90_width,range_to_azimuth_p80_ratio,range_to_azimuth_p90_ratio,principal_axis_major_std,principal_axis_minor_std,principal_axis_ratio,principal_axis_angle_image_deg,principal_axis_angle_to_range_deg,principal_axis_angle_to_azimuth_deg,energy_centroid_x,energy_centroid_y,energy_centroid_offset_px,boundary_variant_count,boundary_variant_range_p80_min,boundary_variant_range_p80_max,boundary_variant_range_p80_dispersion,boundary_variant_azimuth_p80_min,boundary_variant_azimuth_p80_max,boundary_variant_azimuth_p80_dispersion,gt_pair_ids,matched_gt_pair_id,matched_gt_instance_id,gt_max_iou,gt_max_coverage,gt_max_prediction_purity,matched_gt_bbox_width_px,matched_gt_bbox_height_px,low_energy_flag,too_few_pixels_flag,boundary_censored_flag,mask_censored_flag,background_contaminated_flag,measurement_reliability,measurement_exclusion_reason,sar_gray_image_relpath,visual_review_relpath
R21B00006,R21B00006,R21R1F00001,27,core_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1111,1182,-0.277964,-0.960592,0.960592,-0.277964,R21R11BF00001,multiple_boundary_variants,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0203;WGV35A_PAIR_0204,gt_local_positive_control+boundary_censored_response,true,false,true,false,R21A00001;R21A00002,R21A00003;R21A00004;R21A00005,body_core_candidate;unresolved_atom,body_core_candidate;isolated_small_atom;unresolved_atom,,"1036,1131,1186,1233",15300,15300,794663,41,23184,local_ring_excluding_frozen_responses,186250,true,7.837988,5.877859,27.045665,37.431765,33.236725,69.183275,91.174745,53.817689,102.526015,122.441158,0.674788,0.744641,37.532504,26.90569,1.394965,169.889337,83.971942,6.028058,1114.467544,1172.837063,9.797105,2,47.310748,69.183275,21.872527,102.198922,102.526015,0.327092,WGV35A_PAIR_0203;WGV35A_PAIR_0204,WGV35A_PAIR_0204,316,0.37495,0.590177,0.506941,182.277,72.1,false,false,true,false,false,valid_boundary_or_mask_limited,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000027.png,
R21B00006,R21B00006,R21R1F00001,27,conservative_response_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1111,1182,-0.277964,-0.960592,0.960592,-0.277964,R21R11BF00001,multiple_boundary_variants,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0203;WGV35A_PAIR_0204,gt_local_positive_control+boundary_censored_response,true,false,true,false,R21A00001;R21A00002,R21A00003;R21A00004;R21A00005,body_core_candidate;unresolved_atom,body_core_candidate;isolated_small_atom;unresolved_atom,,"1036,1131,1186,1233",15300,15300,794663,41,23184,local_ring_excluding_frozen_responses,186250,true,7.837988,5.877859,27.045665,37.431765,33.236725,69.183275,91.174745,53.817689,102.526015,122.441158,0.674788,0.744641,37.532504,26.90569,1.394965,169.889337,83.971942,6.028058,1114.467544,1172.837063,9.797105,2,47.310748,69.183275,21.872527,102.198922,102.526015,0.327092,WGV35A_PAIR_0203;WGV35A_PAIR_0204,WGV35A_PAIR_0204,316,0.37495,0.590177,0.506941,182.277,72.1,false,false,true,false,false,valid_boundary_or_mask_limited,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000027.png,
R21B00007,R21B00007,R21R1F00006,28,core_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1114,1167,-0.237503,-0.971387,0.971387,-0.237503,R21R11BF00006,multiple_boundary_variants,no_mask_audit_row,boundary_censored_response,false,false,true,false,R21A00006,R21A00007;R21A00008;R21A00009,unresolved_atom,body_core_candidate;isolated_small_atom;unresolved_atom,,"1036,1131,1192,1203",11232,11232,598838,43,16704,local_ring_excluding_frozen_responses,135699,true,3.31088,3.673497,18.067366,37.744572,26.246445,47.768957,58.608589,55.758554,102.081118,122.050362,0.467951,0.4802,37.958944,17.612525,2.155224,173.141592,83.119202,6.880798,1116.782043,1162.911388,4.945352,2,47.768957,78.660958,30.892001,102.081118,102.817377,0.736259,,,,,,,,,false,false,true,false,false,valid_boundary_or_mask_limited,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000028.png,
R21B00007,R21B00007,R21R1F00006,28,conservative_response_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1114,1167,-0.237503,-0.971387,0.971387,-0.237503,R21R11BF00006,multiple_boundary_variants,no_mask_audit_row,boundary_censored_response,false,false,true,false,R21A00006,R21A00007;R21A00008;R21A00009,unresolved_atom,body_core_candidate;isolated_small_atom;unresolved_atom,,"1036,1131,1192,1203",11232,11232,598838,43,16704,local_ring_excluding_frozen_responses,135699,true,3.31088,3.673497,18.067366,37.744572,26.246445,47.768957,58.608589,55.758554,102.081118,122.050362,0.467951,0.4802,37.958944,17.612525,2.155224,173.141592,83.119202,6.880798,1116.782043,1162.911388,4.945352,2,47.768957,78.660958,30.892001,102.081118,102.817377,0.736259,,,,,,,,,false,false,true,false,false,valid_boundary_or_mask_limited,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000028.png,
R21B00008,R21B00008,R21R1F00007,28,core_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1123,1218,-0.265435,-0.964129,0.964129,-0.265435,R21R11BF00007,single_consensus_bbox,no_mask_audit_row,unresolved_control,false,false,false,true,R21A00007,R21A00006;R21A00008,body_core_candidate,body_core_candidate;unresolved_atom,,"1096,1203,1150,1233",1620,1620,92890,44,1748,local_ring_excluding_frozen_responses,23549,true,-3.789033,2.744915,7.013991,12.149296,9.403252,17.674552,22.592807,14.532143,31.773436,39.529278,0.556268,0.571546,12.508197,6.351887,1.96921,0.633383,73.97381,16.02619,1126.652193,1220.924519,4.678817,1,17.674552,17.674552,0,31.773436,31.773436,0,,,,,,,,,false,false,false,false,false,valid,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000028.png,
R21B00008,R21B00008,R21R1F00007,28,conservative_response_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1123,1218,-0.265435,-0.964129,0.964129,-0.265435,R21R11BF00007,single_consensus_bbox,no_mask_audit_row,unresolved_control,false,false,false,true,R21A00007,R21A00006;R21A00008,body_core_candidate,body_core_candidate;unresolved_atom,,"1096,1203,1150,1233",1620,1620,92890,44,1748,local_ring_excluding_frozen_responses,23549,true,-3.789033,2.744915,7.013991,12.149296,9.403252,17.674552,22.592807,14.532143,31.773436,39.529278,0.556268,0.571546,12.508197,6.351887,1.96921,0.633383,73.97381,16.02619,1126.652193,1220.924519,4.678817,1,17.674552,17.674552,0,31.773436,31.773436,0,,,,,,,,,false,false,false,false,false,valid,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000028.png,
R21B00009,R21B00009,R21R1F00008,28,core_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1099,1140,-0.27725,-0.960798,0.960798,-0.27725,R21R11BF00008,single_consensus_bbox,no_mask_audit_row,unresolved_control,false,false,false,true,R21A00008,R21A00006;R21A00007;R21A00009,unresolved_atom,body_core_candidate;isolated_small_atom;unresolved_atom,,"1084,1131,1114,1149",540,540,32068,50,572,local_ring_excluding_frozen_responses,6397,true,2.340758,-1.169011,3.428167,6.166248,4.177908,8.260038,11.161587,7.834585,15.927265,20.324956,0.51861,0.549157,6.169844,3.421691,1.803157,166.254969,87.648878,2.351122,1097.227841,1138.075113,2.616436,1,8.260038,8.260038,0,15.927265,15.927265,0,,,,,,,,,false,false,false,false,false,valid,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000028.png,
R21B00009,R21B00009,R21R1F00008,28,conservative_response_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1099,1140,-0.27725,-0.960798,0.960798,-0.27725,R21R11BF00008,single_consensus_bbox,no_mask_audit_row,unresolved_control,false,false,false,true,R21A00008,R21A00006;R21A00007;R21A00009,unresolved_atom,body_core_candidate;isolated_small_atom;unresolved_atom,,"1084,1131,1114,1149",540,540,32068,50,572,local_ring_excluding_frozen_responses,6397,true,2.340758,-1.169011,3.428167,6.166248,4.177908,8.260038,11.161587,7.834585,15.927265,20.324956,0.51861,0.549157,6.169844,3.421691,1.803157,166.254969,87.648878,2.351122,1097.227841,1138.075113,2.616436,1,8.260038,8.260038,0,15.927265,15.927265,0,,,,,,,,,false,false,false,false,false,valid,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000028.png,
R21B00010,R21B00010,R21R1F00009,28,core_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1015,1137,-0.583221,-0.812314,0.812314,-0.583221,R21R11BF00009,single_consensus_bbox,no_mask_audit_row,registered_background_counterexample,false,true,false,false,R21A00009,R21A00006;R21A00008,isolated_small_atom,isolated_small_atom;unresolved_atom,R21A00009,"1006,1131,1024,1143",216,216,11233,40,1000,local_ring_excluding_frozen_responses,2739,true,0.538931,1.198427,3.166091,4.10318,2.916105,7.769007,10.72707,5.707174,10.685112,13.143032,0.727087,0.816179,4.21417,3.016785,1.396908,163.380715,70.941875,19.058125,1015.659182,1135.863271,1.314029,1,7.769007,7.769007,0,10.685112,10.685112,0,,,,,,,,,false,false,false,false,false,valid,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000028.png,
R21B00010,R21B00010,R21R1F00009,28,conservative_response_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1015,1137,-0.583221,-0.812314,0.812314,-0.583221,R21R11BF00009,single_consensus_bbox,no_mask_audit_row,registered_background_counterexample,false,true,false,false,R21A00009,R21A00006;R21A00008,isolated_small_atom,isolated_small_atom;unresolved_atom,R21A00009,"1006,1131,1024,1143",216,216,11233,40,1000,local_ring_excluding_frozen_responses,2739,true,0.538931,1.198427,3.166091,4.10318,2.916105,7.769007,10.72707,5.707174,10.685112,13.143032,0.727087,0.816179,4.21417,3.016785,1.396908,163.380715,70.941875,19.058125,1015.659182,1135.863271,1.314029,1,7.769007,7.769007,0,10.685112,10.685112,0,,,,,,,,,false,false,false,false,false,valid,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000028.png,
R21B00011,R21B00011,R21R1F00006,28,core_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1114,1182,-0.259927,-0.965628,0.965628,-0.259927,R21R11BF00006,multiple_boundary_variants,no_mask_audit_row,boundary_censored_response,false,false,true,false,R21A00006;R21A00007,R21A00008;R21A00009,body_core_candidate;unresolved_atom,body_core_candidate;isolated_small_atom;unresolved_atom,,"1036,1131,1192,1233",15912,15912,820745,41,23544,local_ring_excluding_frozen_responses,191838,true,6.235429,4.122545,28.512351,37.45776,34.908178,78.40174,93.552877,52.550714,102.615228,122.299489,0.764036,0.764949,37.523163,28.426224,1.320019,170.121531,84.812747,5.187253,1116.36009,1174.907333,7.475022,2,48.059178,78.40174,30.342563,101.873136,102.615228,0.742091,,,,,,,,,false,false,true,false,false,valid_boundary_or_mask_limited,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000028.png,
R21B00011,R21B00011,R21R1F00006,28,conservative_response_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1114,1182,-0.259927,-0.965628,0.965628,-0.259927,R21R11BF00006,multiple_boundary_variants,no_mask_audit_row,boundary_censored_response,false,false,true,false,R21A00006;R21A00007,R21A00008;R21A00009,body_core_candidate;unresolved_atom,body_core_candidate;isolated_small_atom;unresolved_atom,,"1036,1131,1192,1233",15912,15912,820745,41,23544,local_ring_excluding_frozen_responses,191838,true,6.235429,4.122545,28.512351,37.45776,34.908178,78.40174,93.552877,52.550714,102.615228,122.299489,0.764036,0.764949,37.523163,28.426224,1.320019,170.121531,84.812747,5.187253,1116.36009,1174.907333,7.475022,2,48.059178,78.40174,30.342563,101.873136,102.615228,0.742091,,,,,,,,,false,false,true,false,false,valid_boundary_or_mask_limited,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000028.png,
R21B00012,R21B00012,R21R1F00010,29,core_region,configured_fan_center_px_1154_0_1330_6_reused_from_wgv3_5a_r2c,1154,1330.6,1117,1164,-0.216806,-0.976215,0.976215,-0.216806,R21R11BF00010,multiple_boundary_variants,no_mask_audit_row,registered_background_counterexample+boundary_censored_response,false,true,true,false,R21A00010,R21A00011;R21A00012,unresolved_atom,body_core_candidate;unresolved_atom,R21A00010,"1042,1131,1192,1197",9900,9900,595581,46,15336,local_ring_excluding_frozen_responses,150997,true,1.000751,1.891532,17.545217,37.6581,25.824568,47.189957,57.373997,56.40247,101.958762,120.943968,0.462834,0.474385,37.778907,17.283556,2.185829,172.634225,84.84425,5.15575,1118.629572,1162.612956,2.139952,2,47.189957,84.282597,37.09264,99.03129,101.958762,2.927472,,,,,,,,,false,false,true,false,false,valid_boundary_or_mask_limited,,D:/profile/research/data/GM_RM019/GM_RM019_SARframes_gray/000029.png,
