scene,optical_thread_or_edge_id,wgv14b_class,optical_frame_start,optical_frame_end,sar_frame_start_estimate,sar_frame_end_estimate,mapping_uncertainty,allowed_sar_use,forbidden_sar_use,boundary_rule,upgrade_requirement,sar_consumption_status,notes
GM_RM011,GM_RM011_WGV12M002,optical_identity_constraint,9,10,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,prioritize independent SAR inspection within the relevant optical time span; use as a pre-SAR identity hypothesis only after SAR alignment is defined,"do not generate SAR-ready labels, final boxes, GT boxes, revised annotations, selector/ranking output, or claim SAR identity from optical continuity alone",may constrain optical identity continuity inside its accepted optical span; must stop at preserved optical boundaries,"independent SAR-internal vehicle-like scatter plus SAR temporal continuity plus SAR boundary support, with explicit optical-to-SAR frame mapping uncertainty resolved",pre_sar_only,WGV1.4b edge/context verdict=stable_same_vehicle; optical use=optical_identity_constraint; kind=same_vehicle; SAR-ready remains no / blocked.
GM_RM011,GM_RM011_WGV12M003,optical_identity_constraint,10,13,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,prioritize independent SAR inspection within the relevant optical time span; use as a pre-SAR identity hypothesis only after SAR alignment is defined,"do not generate SAR-ready labels, final boxes, GT boxes, revised annotations, selector/ranking output, or claim SAR identity from optical continuity alone",may constrain optical identity continuity inside its accepted optical span; must stop at preserved optical boundaries,"independent SAR-internal vehicle-like scatter plus SAR temporal continuity plus SAR boundary support, with explicit optical-to-SAR frame mapping uncertainty resolved",pre_sar_only,WGV1.4b edge/context verdict=stable_same_vehicle; optical use=optical_identity_constraint; kind=same_vehicle; SAR-ready remains no / blocked.
GM_RM011,GM_RM011_WGV12M004,optical_identity_constraint,16,18,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,prioritize independent SAR inspection within the relevant optical time span; use as a pre-SAR identity hypothesis only after SAR alignment is defined,"do not generate SAR-ready labels, final boxes, GT boxes, revised annotations, selector/ranking output, or claim SAR identity from optical continuity alone",may constrain optical identity continuity inside its accepted optical span; must stop at preserved optical boundaries,"independent SAR-internal vehicle-like scatter plus SAR temporal continuity plus SAR boundary support, with explicit optical-to-SAR frame mapping uncertainty resolved",pre_sar_only,WGV1.4b edge/context verdict=stable_same_vehicle; optical use=optical_identity_constraint; kind=same_vehicle; SAR-ready remains no / blocked.
GM_RM011,GM_RM011_WGV12M005,boundary_preserved,25,31,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,keep SAR exploration on both sides separated; inspect for independent SAR boundary support or competitor signal,"do not bridge the optical boundary, do not treat adjacent same-color vehicles as one SAR target, and do not smooth across the boundary",hard pre-SAR boundary until SAR-internal evidence proves otherwise; default is separate hypotheses,"only a later protocol may relax the boundary, and only with SAR-internal boundary evidence plus explicit competitor analysis",pre_sar_only,WGV1.4b edge/context verdict=boundary_preserved; optical use=blocked_for_sar_consumption; kind=not_same_vehicle_context; SAR-ready remains no / blocked.
GM_RM011,GM_RM011_WGV12M006,optical_identity_constraint,161,164,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,prioritize independent SAR inspection within the relevant optical time span; use as a pre-SAR identity hypothesis only after SAR alignment is defined,"do not generate SAR-ready labels, final boxes, GT boxes, revised annotations, selector/ranking output, or claim SAR identity from optical continuity alone",may constrain optical identity continuity inside its accepted optical span; must stop at preserved optical boundaries,"independent SAR-internal vehicle-like scatter plus SAR temporal continuity plus SAR boundary support, with explicit optical-to-SAR frame mapping uncertainty resolved",pre_sar_only,WGV1.4b edge/context verdict=stable_same_vehicle; optical use=optical_identity_constraint; kind=same_vehicle; SAR-ready remains no / blocked.
GM_RM011,GM_RM011_WGV12M007,optical_search_hint_only,232,233,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,order and prioritize SAR exploration; suggest a broad search interval or target family to inspect independently,"do not constrain SAR identity, do not merge SAR targets, do not produce final boxes or SAR-ready annotations, and do not treat the optical hint as proof",hint cannot cross boundary_preserved or context_only edges; weak and long-window risky bridges remain advisory only,independent SAR evidence must show vehicle-like signal and continuity over the proposed interval without contradicting competitor or boundary evidence,pre_sar_only,WGV1.4b edge/context verdict=stable_same_vehicle; optical use=optical_search_hint_only; kind=same_vehicle; SAR-ready remains no / blocked.
GM_RM011,GM_RM011_WGV12M008,optical_search_hint_only,233,236,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,order and prioritize SAR exploration; suggest a broad search interval or target family to inspect independently,"do not constrain SAR identity, do not merge SAR targets, do not produce final boxes or SAR-ready annotations, and do not treat the optical hint as proof",hint cannot cross boundary_preserved or context_only edges; weak and long-window risky bridges remain advisory only,independent SAR evidence must show vehicle-like signal and continuity over the proposed interval without contradicting competitor or boundary evidence,pre_sar_only,WGV1.4b edge/context verdict=stable_same_vehicle; optical use=optical_search_hint_only; kind=same_vehicle; SAR-ready remains no / blocked.
GM_RM011,GM_RM011_WGV12M009,optical_search_hint_only,239,242,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,order and prioritize SAR exploration; suggest a broad search interval or target family to inspect independently,"do not constrain SAR identity, do not merge SAR targets, do not produce final boxes or SAR-ready annotations, and do not treat the optical hint as proof",hint cannot cross boundary_preserved or context_only edges; weak and long-window risky bridges remain advisory only,independent SAR evidence must show vehicle-like signal and continuity over the proposed interval without contradicting competitor or boundary evidence,pre_sar_only,WGV1.4b edge/context verdict=stable_same_vehicle; optical use=optical_search_hint_only; kind=same_vehicle; SAR-ready remains no / blocked.
GM_RM011,GM_RM011_WGV12M010,optical_search_hint_only,249,250,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,order and prioritize SAR exploration; suggest a broad search interval or target family to inspect independently,"do not constrain SAR identity, do not merge SAR targets, do not produce final boxes or SAR-ready annotations, and do not treat the optical hint as proof",hint cannot cross boundary_preserved or context_only edges; weak and long-window risky bridges remain advisory only,independent SAR evidence must show vehicle-like signal and continuity over the proposed interval without contradicting competitor or boundary evidence,pre_sar_only,WGV1.4b edge/context verdict=stable_same_vehicle; optical use=optical_search_hint_only; kind=same_vehicle; SAR-ready remains no / blocked.
GM_RM011,GM_RM011_WGV12M011,optical_search_hint_only,250,251,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,order and prioritize SAR exploration; suggest a broad search interval or target family to inspect independently,"do not constrain SAR identity, do not merge SAR targets, do not produce final boxes or SAR-ready annotations, and do not treat the optical hint as proof",hint cannot cross boundary_preserved or context_only edges; weak and long-window risky bridges remain advisory only,independent SAR evidence must show vehicle-like signal and continuity over the proposed interval without contradicting competitor or boundary evidence,pre_sar_only,WGV1.4b edge/context verdict=stable_same_vehicle; optical use=optical_search_hint_only; kind=same_vehicle; SAR-ready remains no / blocked.
GM_RM011,GM_RM011_WGV12M012,optical_search_hint_only,259,260,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,order and prioritize SAR exploration; suggest a broad search interval or target family to inspect independently,"do not constrain SAR identity, do not merge SAR targets, do not produce final boxes or SAR-ready annotations, and do not treat the optical hint as proof",hint cannot cross boundary_preserved or context_only edges; weak and long-window risky bridges remain advisory only,independent SAR evidence must show vehicle-like signal and continuity over the proposed interval without contradicting competitor or boundary evidence,pre_sar_only,WGV1.4b edge/context verdict=stable_same_vehicle; optical use=optical_search_hint_only; kind=same_vehicle; SAR-ready remains no / blocked.
GM_RM011,GM_RM011_WGV12M013,optical_search_hint_only,264,265,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,order and prioritize SAR exploration; suggest a broad search interval or target family to inspect independently,"do not constrain SAR identity, do not merge SAR targets, do not produce final boxes or SAR-ready annotations, and do not treat the optical hint as proof",hint cannot cross boundary_preserved or context_only edges; weak and long-window risky bridges remain advisory only,independent SAR evidence must show vehicle-like signal and continuity over the proposed interval without contradicting competitor or boundary evidence,pre_sar_only,WGV1.4b edge/context verdict=stable_same_vehicle; optical use=optical_search_hint_only; kind=same_vehicle; SAR-ready remains no / blocked.
GM_RM011,GM_RM011_WGV12M014,optical_search_hint_only,266,269,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,order and prioritize SAR exploration; suggest a broad search interval or target family to inspect independently,"do not constrain SAR identity, do not merge SAR targets, do not produce final boxes or SAR-ready annotations, and do not treat the optical hint as proof",hint cannot cross boundary_preserved or context_only edges; weak and long-window risky bridges remain advisory only,independent SAR evidence must show vehicle-like signal and continuity over the proposed interval without contradicting competitor or boundary evidence,pre_sar_only,WGV1.4b edge/context verdict=stable_same_vehicle; optical use=optical_search_hint_only; kind=same_vehicle; SAR-ready remains no / blocked.
GM_RM011,GM_RM011_WGV12M015,optical_search_hint_only,270,279,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,order and prioritize SAR exploration; suggest a broad search interval or target family to inspect independently,"do not constrain SAR identity, do not merge SAR targets, do not produce final boxes or SAR-ready annotations, and do not treat the optical hint as proof",hint cannot cross boundary_preserved or context_only edges; weak and long-window risky bridges remain advisory only,independent SAR evidence must show vehicle-like signal and continuity over the proposed interval without contradicting competitor or boundary evidence,pre_sar_only,WGV1.4b edge/context verdict=stable_same_vehicle; optical use=optical_search_hint_only; kind=same_vehicle; SAR-ready remains no / blocked.
GM_RM011,GM_RM011_WGV12M016,boundary_preserved,288,289,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,keep SAR exploration on both sides separated; inspect for independent SAR boundary support or competitor signal,"do not bridge the optical boundary, do not treat adjacent same-color vehicles as one SAR target, and do not smooth across the boundary",hard pre-SAR boundary until SAR-internal evidence proves otherwise; default is separate hypotheses,"only a later protocol may relax the boundary, and only with SAR-internal boundary evidence plus explicit competitor analysis",pre_sar_only,WGV1.4b edge/context verdict=boundary_preserved; optical use=blocked_for_sar_consumption; kind=not_same_vehicle_context; SAR-ready remains no / blocked.
GM_RM017,GM_RM017_WGV12M001,optical_search_hint_only,144,145,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,order and prioritize SAR exploration; suggest a broad search interval or target family to inspect independently,"do not constrain SAR identity, do not merge SAR targets, do not produce final boxes or SAR-ready annotations, and do not treat the optical hint as proof",hint cannot cross boundary_preserved or context_only edges; weak and long-window risky bridges remain advisory only,independent SAR evidence must show vehicle-like signal and continuity over the proposed interval without contradicting competitor or boundary evidence,pre_sar_only,WGV1.4b edge/context verdict=weak_but_usable; optical use=optical_search_hint_only; kind=same_vehicle; SAR-ready remains no / blocked.
GM_RM017,GM_RM017_WGV12M002,boundary_preserved,148,149,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,keep SAR exploration on both sides separated; inspect for independent SAR boundary support or competitor signal,"do not bridge the optical boundary, do not treat adjacent same-color vehicles as one SAR target, and do not smooth across the boundary",hard pre-SAR boundary until SAR-internal evidence proves otherwise; default is separate hypotheses,"only a later protocol may relax the boundary, and only with SAR-internal boundary evidence plus explicit competitor analysis",pre_sar_only,WGV1.4b edge/context verdict=boundary_preserved; optical use=blocked_for_sar_consumption; kind=not_same_vehicle_context; SAR-ready remains no / blocked.
GM_RM017,GM_RM017_WGV12M003,boundary_preserved,155,156,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,keep SAR exploration on both sides separated; inspect for independent SAR boundary support or competitor signal,"do not bridge the optical boundary, do not treat adjacent same-color vehicles as one SAR target, and do not smooth across the boundary",hard pre-SAR boundary until SAR-internal evidence proves otherwise; default is separate hypotheses,"only a later protocol may relax the boundary, and only with SAR-internal boundary evidence plus explicit competitor analysis",pre_sar_only,WGV1.4b edge/context verdict=boundary_preserved; optical use=blocked_for_sar_consumption; kind=not_same_vehicle_context; SAR-ready remains no / blocked.
GM_RM017,GM_RM017_WGV12M004,boundary_preserved,157,158,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,keep SAR exploration on both sides separated; inspect for independent SAR boundary support or competitor signal,"do not bridge the optical boundary, do not treat adjacent same-color vehicles as one SAR target, and do not smooth across the boundary",hard pre-SAR boundary until SAR-internal evidence proves otherwise; default is separate hypotheses,"only a later protocol may relax the boundary, and only with SAR-internal boundary evidence plus explicit competitor analysis",pre_sar_only,WGV1.4b edge/context verdict=boundary_preserved; optical use=blocked_for_sar_consumption; kind=not_same_vehicle_context; SAR-ready remains no / blocked.
GM_RM017,GM_RM017_WGV12M005,optical_search_hint_only,158,164,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,order and prioritize SAR exploration; suggest a broad search interval or target family to inspect independently,"do not constrain SAR identity, do not merge SAR targets, do not produce final boxes or SAR-ready annotations, and do not treat the optical hint as proof",hint cannot cross boundary_preserved or context_only edges; weak and long-window risky bridges remain advisory only,independent SAR evidence must show vehicle-like signal and continuity over the proposed interval without contradicting competitor or boundary evidence,pre_sar_only,WGV1.4b edge/context verdict=weak_but_usable; optical use=optical_search_hint_only; kind=same_vehicle; SAR-ready remains no / blocked.
GM_RM017,GM_RM017_WGV12M006,boundary_preserved,168,169,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,keep SAR exploration on both sides separated; inspect for independent SAR boundary support or competitor signal,"do not bridge the optical boundary, do not treat adjacent same-color vehicles as one SAR target, and do not smooth across the boundary",hard pre-SAR boundary until SAR-internal evidence proves otherwise; default is separate hypotheses,"only a later protocol may relax the boundary, and only with SAR-internal boundary evidence plus explicit competitor analysis",pre_sar_only,WGV1.4b edge/context verdict=boundary_preserved; optical use=blocked_for_sar_consumption; kind=not_same_vehicle_context; SAR-ready remains no / blocked.
GM_RM017,GM_RM017_WGV12M007,boundary_preserved,173,174,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,keep SAR exploration on both sides separated; inspect for independent SAR boundary support or competitor signal,"do not bridge the optical boundary, do not treat adjacent same-color vehicles as one SAR target, and do not smooth across the boundary",hard pre-SAR boundary until SAR-internal evidence proves otherwise; default is separate hypotheses,"only a later protocol may relax the boundary, and only with SAR-internal boundary evidence plus explicit competitor analysis",pre_sar_only,WGV1.4b edge/context verdict=boundary_preserved; optical use=blocked_for_sar_consumption; kind=not_same_vehicle_context; SAR-ready remains no / blocked.
GM_RM017,GM_RM017_WGV12M008,boundary_preserved,175,176,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,keep SAR exploration on both sides separated; inspect for independent SAR boundary support or competitor signal,"do not bridge the optical boundary, do not treat adjacent same-color vehicles as one SAR target, and do not smooth across the boundary",hard pre-SAR boundary until SAR-internal evidence proves otherwise; default is separate hypotheses,"only a later protocol may relax the boundary, and only with SAR-internal boundary evidence plus explicit competitor analysis",pre_sar_only,WGV1.4b edge/context verdict=boundary_preserved; optical use=blocked_for_sar_consumption; kind=not_same_vehicle_context; SAR-ready remains no / blocked.
GM_RM017,GM_RM017_WGV12M009,boundary_preserved,181,182,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,keep SAR exploration on both sides separated; inspect for independent SAR boundary support or competitor signal,"do not bridge the optical boundary, do not treat adjacent same-color vehicles as one SAR target, and do not smooth across the boundary",hard pre-SAR boundary until SAR-internal evidence proves otherwise; default is separate hypotheses,"only a later protocol may relax the boundary, and only with SAR-internal boundary evidence plus explicit competitor analysis",pre_sar_only,WGV1.4b edge/context verdict=boundary_preserved; optical use=blocked_for_sar_consumption; kind=not_same_vehicle_context; SAR-ready remains no / blocked.
GM_RM017,GM_RM017_WGV12M010,optical_search_hint_only,213,214,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,order and prioritize SAR exploration; suggest a broad search interval or target family to inspect independently,"do not constrain SAR identity, do not merge SAR targets, do not produce final boxes or SAR-ready annotations, and do not treat the optical hint as proof",hint cannot cross boundary_preserved or context_only edges; weak and long-window risky bridges remain advisory only,independent SAR evidence must show vehicle-like signal and continuity over the proposed interval without contradicting competitor or boundary evidence,pre_sar_only,WGV1.4b edge/context verdict=stable_same_vehicle; optical use=optical_search_hint_only; kind=same_vehicle; SAR-ready remains no / blocked.
GM_RM017,GM_RM017_WGV14V001,optical_search_hint_only,118,157,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,order and prioritize SAR exploration; suggest a broad search interval or target family to inspect independently,"do not constrain SAR identity, do not merge SAR targets, do not produce final boxes or SAR-ready annotations, and do not treat the optical hint as proof",hint cannot cross boundary_preserved or context_only edges; weak and long-window risky bridges remain advisory only,independent SAR evidence must show vehicle-like signal and continuity over the proposed interval without contradicting competitor or boundary evidence,pre_sar_only,WGV1.4b edge/context verdict=weak_but_usable; optical use=optical_search_hint_only; kind=same_vehicle; SAR-ready remains no / blocked.
GM_RM017,GM_RM017_WGV14V002,optical_search_hint_only,149,173,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,order and prioritize SAR exploration; suggest a broad search interval or target family to inspect independently,"do not constrain SAR identity, do not merge SAR targets, do not produce final boxes or SAR-ready annotations, and do not treat the optical hint as proof",hint cannot cross boundary_preserved or context_only edges; weak and long-window risky bridges remain advisory only,independent SAR evidence must show vehicle-like signal and continuity over the proposed interval without contradicting competitor or boundary evidence,pre_sar_only,WGV1.4b edge/context verdict=weak_but_usable; optical use=optical_search_hint_only; kind=same_vehicle; SAR-ready remains no / blocked.
GM_RM017,GM_RM017_WGV14V003,optical_search_hint_only,169,181,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,order and prioritize SAR exploration; suggest a broad search interval or target family to inspect independently,"do not constrain SAR identity, do not merge SAR targets, do not produce final boxes or SAR-ready annotations, and do not treat the optical hint as proof",hint cannot cross boundary_preserved or context_only edges; weak and long-window risky bridges remain advisory only,independent SAR evidence must show vehicle-like signal and continuity over the proposed interval without contradicting competitor or boundary evidence,pre_sar_only,WGV1.4b edge/context verdict=stable_same_vehicle; optical use=optical_search_hint_only; kind=same_vehicle; SAR-ready remains no / blocked.
GM_RM017,GM_RM017_WGV14V004,blocked_for_sar_consumption,176,214,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,document as blocked risk or backlog item only,"no SAR use for identity, search contraction, target merge, annotation, final box, GT box, selector, ranking, or runtime prediction",blocked item must not influence SAR target construction,new SAR-internal evidence plus a written protocol change; optical evidence alone can never unblock it,blocked,WGV1.4b edge/context verdict=identity_risk; optical use=optical_search_hint_only; kind=same_vehicle; SAR-ready remains no / blocked.
GM_RM017,GM_RM017_WGV14V005,optical_search_hint_only,164,175,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,order and prioritize SAR exploration; suggest a broad search interval or target family to inspect independently,"do not constrain SAR identity, do not merge SAR targets, do not produce final boxes or SAR-ready annotations, and do not treat the optical hint as proof",hint cannot cross boundary_preserved or context_only edges; weak and long-window risky bridges remain advisory only,independent SAR evidence must show vehicle-like signal and continuity over the proposed interval without contradicting competitor or boundary evidence,pre_sar_only,WGV1.4b edge/context verdict=weak_but_usable; optical use=optical_search_hint_only; kind=same_vehicle; SAR-ready remains no / blocked.
GM_RM017,GM_RM017_WGV14V006,optical_search_hint_only,174,185,not_estimated_pre_sar,not_estimated_pre_sar,unresolved_no_optical_to_sar_alignment_in_wgv1_5a,order and prioritize SAR exploration; suggest a broad search interval or target family to inspect independently,"do not constrain SAR identity, do not merge SAR targets, do not produce final boxes or SAR-ready annotations, and do not treat the optical hint as proof",hint cannot cross boundary_preserved or context_only edges; weak and long-window risky bridges remain advisory only,independent SAR evidence must show vehicle-like signal and continuity over the proposed interval without contradicting competitor or boundary evidence,pre_sar_only,WGV1.4b edge/context verdict=weak_but_usable; optical use=optical_search_hint_only; kind=same_vehicle; SAR-ready remains no / blocked.
