association_id,sar_frame,response_track_id,component_id,association_result,previous_response_x,previous_response_y,prior_track_relative_x,prior_track_relative_y,prior_predicted_response_x,prior_predicted_response_y,observed_response_x,observed_response_y,target_displacement_x,target_displacement_y,response_self_displacement_x,response_self_displacement_y,observed_relative_to_target_x,observed_relative_to_target_y,posterior_track_relative_x,posterior_track_relative_y,target_position_from_response_x,target_position_from_response_y,response_prediction_residual_px,motion_residual_px,relative_position_residual_px,shape_change_px,orientation_change_deg,energy_change,background_conflict,background_track_id,gate_response_prediction,gate_motion_consistency,gate_relative_structure,gate_background_conflict,gate_temporal_support,rejection_reason,support_observation_count,support_unique_frame_count,current_consecutive_support_frames,current_missing_frames,current_evidence_state,highest_evidence_state_reached,same_motion_supported
ASSOC_D1_R1_000034,361,RT_D1_R1_0003,D1R1OBS_000361_0043,rejected,1135.320969,949.817105,53.760969,7.990105,1144.357969,947.837605,1187.762485,868.544632,9.037,-1.9795,52.441516,-81.272473,97.165485,-71.302868,,,,,90.395396,90.395396,90.395396,12,8.579978,602,false,,FAIL,FAIL,FAIL,PASS,FAIL,response_prediction;motion_consistency;relative_structure,1,1,1,0,motion_shell_candidate,motion_shell_candidate,false
ASSOC_D1_R1_000035,361,RT_D1_R1_0003,D1R1OBS_000361_0044,rejected,1135.320969,949.817105,53.760969,7.990105,1144.357969,947.837605,1213.86674,880.690529,9.037,-1.9795,78.545771,-69.126576,123.26974,-59.156971,,,,,96.644706,96.644706,96.644706,12,286.675655,-1033,false,,FAIL,FAIL,FAIL,PASS,FAIL,response_prediction;motion_consistency;relative_structure,1,1,1,0,motion_shell_candidate,motion_shell_candidate,false
ASSOC_D1_R1_000036,361,RT_D1_R1_0003,D1R1OBS_000361_0046,rejected,1135.320969,949.817105,53.760969,7.990105,1144.357969,947.837605,1213.330606,888.106383,9.037,-1.9795,78.009637,-61.710722,122.733606,-51.741117,,,,,91.241676,91.241676,91.241676,7,216.68105,-719,false,,FAIL,FAIL,FAIL,PASS,FAIL,response_prediction;motion_consistency;relative_structure,1,1,1,0,motion_shell_candidate,motion_shell_candidate,false
ASSOC_D1_R1_000037,361,RT_D1_R1_0003,D1R1OBS_000361_0047,rejected,1135.320969,949.817105,53.760969,7.990105,1144.357969,947.837605,1207.603416,891.351992,9.037,-1.9795,72.282447,-58.465113,117.006416,-48.495508,,,,,84.79747,84.79747,84.79747,12,1.354059,-887,false,,FAIL,FAIL,FAIL,PASS,FAIL,response_prediction;motion_consistency;relative_structure,1,1,1,0,motion_shell_candidate,motion_shell_candidate,false
ASSOC_D1_R1_000038,361,RT_D1_R1_0003,D1R1OBS_000361_0048,rejected,1135.320969,949.817105,53.760969,7.990105,1144.357969,947.837605,1222.401566,890.9217,9.037,-1.9795,87.080597,-58.895405,131.804566,-48.9258,,,,,96.593081,96.593081,96.593081,14,6.856921,-1047,false,,FAIL,FAIL,FAIL,PASS,FAIL,response_prediction;motion_consistency;relative_structure,1,1,1,0,motion_shell_candidate,motion_shell_candidate,false
ASSOC_D1_R1_000039,361,RT_D1_R1_0003,D1R1OBS_000361_0050,rejected,1135.320969,949.817105,53.760969,7.990105,1144.357969,947.837605,1236.908629,900.318105,9.037,-1.9795,101.58766,-49.499,146.311629,-39.529395,,,,,104.037145,104.037145,104.037145,17,269.137072,-1350,false,,FAIL,FAIL,FAIL,PASS,FAIL,response_prediction;motion_consistency;relative_structure,1,1,1,0,motion_shell_candidate,motion_shell_candidate,false
ASSOC_D1_R1_000040,361,RT_D1_R1_0003,D1R1OBS_000361_0054,rejected,1135.320969,949.817105,53.760969,7.990105,1144.357969,947.837605,1085.620399,924.209356,9.037,-1.9795,-49.70057,-25.607749,-4.976601,-15.638144,,,,,63.311897,63.311897,63.311897,6,340.734926,-637,false,,PASS,PASS,FAIL,PASS,FAIL,relative_structure,1,1,1,0,motion_shell_candidate,motion_shell_candidate,false
ASSOC_D1_R1_000041,361,RT_D1_R1_0003,D1R1OBS_000361_0055,rejected,1135.320969,949.817105,53.760969,7.990105,1144.357969,947.837605,1096.313211,928.416131,9.037,-1.9795,-39.007758,-21.400974,5.716211,-11.431369,,,,,51.821737,51.821737,51.821737,3,1.779784,80,false,,PASS,PASS,FAIL,PASS,FAIL,relative_structure,1,1,1,0,motion_shell_candidate,motion_shell_candidate,false
ASSOC_D1_R1_000042,361,RT_D1_R1_0003,D1R1OBS_000361_0057,rejected,1135.320969,949.817105,53.760969,7.990105,1144.357969,947.837605,1094.077215,966.648064,9.037,-1.9795,-41.243754,16.830959,3.480215,26.800564,,,,,53.684147,53.684147,53.684147,2205,345.122908,167405,false,,PASS,PASS,FAIL,PASS,FAIL,relative_structure,1,1,1,0,motion_shell_candidate,motion_shell_candidate,false
ASSOC_D1_R1_000043,361,RT_D1_R1_0003,D1R1OBS_000361_0060,rejected,1135.320969,949.817105,53.760969,7.990105,1144.357969,947.837605,1156.622771,968.772291,9.037,-1.9795,21.301802,18.955186,66.025771,28.924791,,,,,24.262861,24.262861,24.262861,15,222.313256,-1212,false,,PASS,PASS,PASS,PASS,FAIL,,1,1,1,0,motion_shell_candidate,motion_shell_candidate,false
ASSOC_D1_R1_000044,361,RT_D1_R1_0003,D1R1OBS_000361_0061,rejected,1135.320969,949.817105,53.760969,7.990105,1144.357969,947.837605,1170.608163,970.132653,9.037,-1.9795,35.287194,20.315548,80.011163,30.285153,,,,,34.44041,34.44041,34.44041,11,336.286543,-961,false,,PASS,PASS,FAIL,PASS,FAIL,relative_structure,1,1,1,0,motion_shell_candidate,motion_shell_candidate,false
ASSOC_D1_R1_000045,361,RT_D1_R1_0003,D1R1OBS_000361_0064,rejected,1135.320969,949.817105,53.760969,7.990105,1144.357969,947.837605,1228.874883,987.18218,9.037,-1.9795,93.553914,37.365075,138.277883,47.33468,,,,,93.226092,93.226092,93.226092,34,4.254164,2335,false,,FAIL,FAIL,FAIL,PASS,FAIL,response_prediction;motion_consistency;relative_structure,1,1,1,0,motion_shell_candidate,motion_shell_candidate,false
ASSOC_D1_R1_000046,361,RT_D1_R1_0003,D1R1OBS_000361_0065,rejected,1135.320969,949.817105,53.760969,7.990105,1144.357969,947.837605,1179.771255,995.445344,9.037,-1.9795,44.450286,45.628239,89.174255,55.597844,,,,,59.334624,59.334624,59.334624,11,314.810591,-953,false,,PASS,PASS,FAIL,PASS,FAIL,relative_structure,1,1,1,0,motion_shell_candidate,motion_shell_candidate,false
ASSOC_D1_R1_000047,361,RT_D1_R1_0003,D1R1OBS_000361_0066,rejected,1135.320969,949.817105,53.760969,7.990105,1144.357969,947.837605,1177.686997,1009.888545,9.037,-1.9795,42.366028,60.07144,87.089997,70.041045,,,,,70.435383,70.435383,70.435383,21,258.28294,1289,false,,FAIL,FAIL,FAIL,PASS,FAIL,response_prediction;motion_consistency;relative_structure,1,1,1,0,motion_shell_candidate,motion_shell_candidate,false
ASSOC_D1_R1_000048,361,RT_D1_R1_0003,D1R1OBS_000361_0067,rejected,1135.320969,949.817105,53.760969,7.990105,1144.357969,947.837605,1111.689415,1006.164345,9.037,-1.9795,-23.631554,56.34724,21.092415,66.316845,,,,,66.852398,66.852398,66.852398,16,338.370168,-1223,false,,FAIL,PASS,FAIL,PASS,FAIL,response_prediction;relative_structure,1,1,1,0,motion_shell_candidate,motion_shell_candidate,false
ASSOC_D1_R1_000049,361,RT_D1_R1_0003,D1R1OBS_000361_0068,rejected,1135.320969,949.817105,53.760969,7.990105,1144.357969,947.837605,1200.94086,1031.59038,9.037,-1.9795,65.619891,81.773275,110.34386,91.74288,,,,,101.074976,101.074976,101.074976,730,0.69455,54670,false,,FAIL,FAIL,FAIL,PASS,FAIL,response_prediction;motion_consistency;relative_structure,1,1,1,0,motion_shell_candidate,motion_shell_candidate,false
ASSOC_D1_R1_000050,361,RT_D1_R1_0003,D1R1OBS_000361_0056,selected,1135.320969,949.817105,53.760969,7.990105,1144.357969,947.837605,1155.535525,944.597031,9.037,-1.9795,20.214556,-5.220074,64.938525,4.749531,55.772929,7.406802,1101.774556,936.606926,11.63783,11.63783,11.63783,12,259.635838,-998,false,,PASS,PASS,PASS,PASS,FAIL,,2,2,2,0,same_motion_candidate,same_motion_candidate,false
ASSOC_D1_R1_000051,361,RT_D1_R1_0004,D1R1OBS_000361_0020,rejected,1086.381968,928.355816,4.821968,-13.471184,1095.418968,926.376316,1068.713985,833.305994,9.037,-1.9795,-17.667983,-95.049822,-21.883015,-106.541506,,,,,96.825828,96.825828,96.825828,5,319.020147,-502,false,,FAIL,FAIL,FAIL,PASS,FAIL,response_prediction;motion_consistency;relative_structure,1,1,1,0,motion_shell_candidate,motion_shell_candidate,false
ASSOC_D1_R1_000052,361,RT_D1_R1_0004,D1R1OBS_000361_0023,rejected,1086.381968,928.355816,4.821968,-13.471184,1095.418968,926.376316,1153.856153,837.437897,9.037,-1.9795,67.474185,-90.917919,63.259153,-102.409603,,,,,106.418734,106.418734,106.418734,8,236.897609,278,false,,FAIL,FAIL,FAIL,PASS,FAIL,response_prediction;motion_consistency;relative_structure,1,1,1,0,motion_shell_candidate,motion_shell_candidate,false
ASSOC_D1_R1_000053,361,RT_D1_R1_0004,D1R1OBS_000361_0028,rejected,1086.381968,928.355816,4.821968,-13.471184,1095.418968,926.376316,1144.464332,840.856031,9.037,-1.9795,58.082364,-87.499785,53.867332,-98.991469,,,,,98.585835,98.585835,98.585835,7,327.55213,-682,false,,FAIL,FAIL,FAIL,PASS,FAIL,response_prediction;motion_consistency;relative_structure,1,1,1,0,motion_shell_candidate,motion_shell_candidate,false
ASSOC_D1_R1_000054,361,RT_D1_R1_0004,D1R1OBS_000361_0030,rejected,1086.381968,928.355816,4.821968,-13.471184,1095.418968,926.376316,1160.121137,843.697157,9.037,-1.9795,73.739169,-84.658659,69.524137,-96.150343,,,,,104.986733,104.986733,104.986733,7,16.188404,-644,false,,FAIL,FAIL,FAIL,PASS,FAIL,response_prediction;motion_consistency;relative_structure,1,1,1,0,motion_shell_candidate,motion_shell_candidate,false
ASSOC_D1_R1_000055,361,RT_D1_R1_0004,D1R1OBS_000361_0031,rejected,1086.381968,928.355816,4.821968,-13.471184,1095.418968,926.376316,1041.005952,851.598214,9.037,-1.9795,-45.376016,-76.757602,-49.591048,-88.249286,,,,,92.479948,92.479948,92.479948,3,239.230675,-445,false,,FAIL,FAIL,FAIL,PASS,FAIL,response_prediction;motion_consistency;relative_structure,1,1,1,0,motion_shell_candidate,motion_shell_candidate,false
ASSOC_D1_R1_000056,361,RT_D1_R1_0004,D1R1OBS_000361_0032,rejected,1086.381968,928.355816,4.821968,-13.471184,1095.418968,926.376316,1180.165,851.92375,9.037,-1.9795,93.783032,-76.432066,89.568,-87.92375,,,,,112.805472,112.805472,112.805472,7,13.312161,147,false,,FAIL,FAIL,FAIL,PASS,FAIL,response_prediction;motion_consistency;relative_structure,1,1,1,0,motion_shell_candidate,motion_shell_candidate,false
ASSOC_D1_R1_000057,361,RT_D1_R1_0004,D1R1OBS_000361_0033,rejected,1086.381968,928.355816,4.821968,-13.471184,1095.418968,926.376316,1103.043919,850.809122,9.037,-1.9795,16.661951,-77.546694,12.446919,-89.038378,,,,,75.95091,75.95091,75.95091,3,338.431115,-269,false,,FAIL,FAIL,FAIL,PASS,FAIL,response_prediction;motion_consistency;relative_structure,1,1,1,0,motion_shell_candidate,motion_shell_candidate,false
ASSOC_D1_R1_000058,361,RT_D1_R1_0004,D1R1OBS_000361_0034,rejected,1086.381968,928.355816,4.821968,-13.471184,1095.418968,926.376316,1155.034803,853.62297,9.037,-1.9795,68.652835,-74.732846,64.437803,-86.22453,,,,,94.059009,94.059009,94.059009,6,33.812392,-591,false,,FAIL,FAIL,FAIL,PASS,FAIL,response_prediction;motion_consistency;relative_structure,1,1,1,0,motion_shell_candidate,motion_shell_candidate,false
ASSOC_D1_R1_000059,361,RT_D1_R1_0004,D1R1OBS_000361_0037,rejected,1086.381968,928.355816,4.821968,-13.471184,1095.418968,926.376316,1021.947368,857.265757,9.037,-1.9795,-64.4346,-71.090059,-68.649632,-82.581743,,,,,100.86796,100.86796,100.86796,5,338.500345,86,false,,FAIL,FAIL,FAIL,PASS,FAIL,response_prediction;motion_consistency;relative_structure,1,1,1,0,motion_shell_candidate,motion_shell_candidate,false
