physical_vehicle_id,frame,source_detector,source_track_id,bbox,hard_edge_state,soft_edge_state,visible_front,visible_rear,visible_side,whole_body_confidence,depth_quality,direct_observable_full_stream,direct_observable_reason,paired_with_sar,cross_detector_support
PV_GM19_WHITE_SUV_NEAR_FIELD,17,yolo26l_probe,bt_0003,"132.892,346.853,365.154,599.747",bottom_contact,bottom_near_edge,true,false,true,0.48,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:bottom_contact;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=false;height_ok=true;phase_ok=true;phase=0.333,false,yolo26l:iou=0.468
PV_GM19_WHITE_SUV_NEAR_FIELD,18,yolo26l_probe,bt_0003,"119.298,329.197,387.792,600.426",bottom_contact,bottom_near_edge,true,true,true,0.48,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:bottom_contact;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=false;height_ok=true;phase_ok=true;phase=0.361,false,yolo11l:iou=0.476;yolo26l:iou=0.526
PV_GM19_WHITE_SUV_NEAR_FIELD,19,yolo26l_probe,bt_0003,"103.277,301.538,406.891,591.31",none,bottom_near_edge,true,true,true,0.7,depth_edge_mixed_risk,false,not_direct_full_stream;无硬边缘接触;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=false;height_ok=true;phase_ok=true;phase=0.389,false,yolo11l:iou=0.516;yolo26l:iou=0.578
PV_GM19_WHITE_SUV_NEAR_FIELD,20,yolo26l_probe,bt_0003,"94.97,264.644,433.641,572.998",none,none,true,true,true,1,depth_vehicle_region_usable,true,direct_observable_full_stream;无硬边缘接触;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;深度区域可用;width_ok=true;height_ok=true;phase_ok=true;phase=0.417,false,yolo11l:iou=0.536;yolo26l:iou=0.609
PV_GM19_WHITE_SUV_NEAR_FIELD,21,yolo26l_probe,bt_0003,"80.499,254.048,438.322,567.264",none,none,true,true,true,1,depth_vehicle_region_usable,true,direct_observable_full_stream;无硬边缘接触;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;深度区域可用;width_ok=true;height_ok=true;phase_ok=true;phase=0.444,false,yolo11l:iou=0.559;yolo26l:iou=0.713
PV_GM19_WHITE_SUV_NEAR_FIELD,22,yolo26l_probe,bt_0003,"85.771,262.307,458.602,573.757",none,none,true,true,true,1,depth_vehicle_region_usable,true,direct_observable_full_stream;无硬边缘接触;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;深度区域可用;width_ok=true;height_ok=true;phase_ok=true;phase=0.472,false,yolo26l:iou=0.676
PV_GM19_WHITE_SUV_NEAR_FIELD,23,yolo26l_probe,bt_0003,"106.661,288.441,488.699,588.375",none,bottom_near_edge,true,true,true,0.88,depth_edge_mixed_risk,true,direct_observable_full_stream;无硬边缘接触;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=true;phase=0.5,false,yolo26l:iou=0.607
PV_GM19_WHITE_SUV_NEAR_FIELD,24,yolo26l_probe,bt_0003,"144.856,309.497,532.104,595.183",none,bottom_near_edge,true,true,true,0.88,depth_edge_mixed_risk,true,direct_observable_full_stream;无硬边缘接触;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=true;phase=0.528,false,yolo26l:iou=0.626
PV_GM19_WHITE_SUV_NEAR_FIELD,25,yolo26l_probe,bt_0003,"222.909,319.54,620.477,596.837",none,bottom_near_edge,true,true,true,0.88,depth_edge_mixed_risk,true,direct_observable_full_stream;无硬边缘接触;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=true;phase=0.556,false,yolo11l:iou=0.599;yolo26l:iou=0.656
PV_GM19_WHITE_SUV_NEAR_FIELD,26,yolo26l_probe,bt_0003,"282.33,314.008,700.031,595.605",none,bottom_near_edge,true,true,true,0.88,depth_edge_mixed_risk,true,direct_observable_full_stream;无硬边缘接触;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=true;phase=0.583,false,yolo11l:iou=0.72;yolo26l:iou=0.74
PV_GM19_WHITE_SUV_NEAR_FIELD,27,yolo26l_probe,bt_0003,"294.161,303.645,737.316,594.985",none,bottom_near_edge,true,true,true,0.88,depth_edge_mixed_risk,true,direct_observable_full_stream;无硬边缘接触;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=true;phase=0.611,false,yolo11l:iou=0.765;yolo26l:iou=0.738
PV_GM19_WHITE_SUV_NEAR_FIELD,29,yolo26l_probe,bt_0003,"295.131,291.24,767.825,596.831",none,bottom_near_edge,false,true,true,0.88,depth_edge_mixed_risk,true,direct_observable_full_stream;无硬边缘接触;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=true;phase=0.667,false,yolo11l:iou=0.841;yolo26l:iou=0.854
PV_GM19_WHITE_SUV_NEAR_FIELD,30,yolo26l_probe,bt_0003,"305.648,291.791,781.939,596.738",none,right_near_edge;bottom_near_edge,false,true,true,0.72,depth_edge_mixed_risk,true,direct_observable_full_stream;无硬边缘接触;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=true;phase=0.694,false,yolo11l:iou=0.885;yolo26l:iou=0.921
PV_GM19_WHITE_SUV_NEAR_FIELD,31,yolo26l_probe,bt_0003,"324.791,297.998,793.772,596.858",none,right_near_edge;bottom_near_edge,false,true,true,0.72,depth_edge_mixed_risk,true,direct_observable_full_stream;无硬边缘接触;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=true;phase=0.722,false,yolo11l:iou=0.923;yolo26l:iou=0.96
PV_GM19_WHITE_SUV_NEAR_FIELD,32,yolo26l_probe,bt_0003,"345.967,302.289,806.166,596.263",right_contact,right_near_edge;bottom_near_edge,false,true,true,0.5,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:right_contact;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=true;phase=0.75,false,yolo11l:iou=0.969;yolo26l:iou=0.961
PV_GM19_WHITE_SUV_NEAR_FIELD,33,yolo26l_probe,bt_0003,"372.324,308.414,819.095,596.343",right_contact,right_near_edge;bottom_near_edge,false,true,true,0.5,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:right_contact;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=true;phase=0.778,false,yolo11l:iou=0.904;yolo26l:iou=0.9
PV_GM19_WHITE_SUV_NEAR_FIELD,34,yolo26l_probe,bt_0003,"398.404,310.728,833.978,596.228",right_contact,right_near_edge;bottom_near_edge,false,true,true,0.5,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:right_contact;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=true;phase=0.806,false,yolo11l:iou=0.834;yolo26l:iou=0.838
PV_GM19_WHITE_SUV_NEAR_FIELD,35,yolo26l_probe,bt_0003,"426.806,315.176,845.795,596.251",right_contact,right_near_edge;bottom_near_edge,false,true,true,0.5,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:right_contact;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=true;phase=0.833,false,yolo11l:iou=0.767;yolo26l:iou=0.772
PV_GM19_WHITE_SUV_NEAR_FIELD,36,yolo26l_probe,bt_0003,"460.047,324.701,853.535,596.181",right_contact,right_near_edge;bottom_near_edge,false,true,true,0.5,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:right_contact;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=true;phase=0.861,false,yolo11l:iou=0.709;yolo26l:iou=0.713
PV_GM19_WHITE_SUV_NEAR_FIELD,37,yolo26l_probe,bt_0003,"493.164,334.888,859.158,595.873",right_contact,right_near_edge;bottom_near_edge,false,true,true,0.5,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:right_contact;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=false;phase=0.889,true,yolo11l:iou=0.664;yolo26l:iou=0.665
PV_GM19_WHITE_SUV_NEAR_FIELD,38,yolo26l_probe,bt_0003,"530.892,352.022,860.397,595.752",right_contact,right_near_edge;bottom_near_edge,false,true,true,0.5,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:right_contact;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=true;height_ok=true;phase_ok=false;phase=0.917,false,yolo11l:iou=0.613;yolo26l:iou=0.615
PV_GM19_WHITE_SUV_NEAR_FIELD,39,yolo26l_probe,bt_0003,"568.47,370.313,860.322,595.285",right_contact,right_near_edge;bottom_near_edge,false,true,true,0.32,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:right_contact;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;width_ok=false;height_ok=true;phase_ok=false;phase=0.944,true,yolo11l:iou=0.569;yolo26l:iou=0.571
PV_GM19_WHITE_SUV_NEAR_FIELD,40,yolo26l_probe,bt_0003,"606.872,388.459,858.92,591.994",right_contact,right_near_edge;bottom_near_edge,false,true,true,0.2,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:right_contact;多检测源支持;depth_edge_mixed_risk;width_ok=false;height_ok=false;phase_ok=false;phase=0.972,false,yolo11l:iou=0.517;yolo26l:iou=0.518
PV_GM19_WHITE_SUV_NEAR_FIELD,41,yolo26l_probe,bt_0003,"644.866,400.589,858.271,582.618",right_contact,right_near_edge;bottom_near_edge,false,true,true,0.12,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:right_contact;depth_edge_mixed_risk;width_ok=false;height_ok=false;phase_ok=false;phase=1,false,
PV_GM19_RIGHT_DARK_FRAGMENT,12,yolo26l_probe,bt_0004,"603.083,416.935,800.12,594.822",right_contact,right_near_edge;bottom_near_edge,true,false,true,0.15,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:right_contact;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;碎片或时间范围不足;width_ok=true;height_ok=true;phase_ok=true;phase=0,false,yolo11l:iou=0.937;yolo26l:iou=0.889
PV_GM19_RIGHT_DARK_FRAGMENT,13,yolo26l_probe,bt_0004,"642.817,434.437,813.995,589.636",right_contact,right_near_edge;bottom_near_edge,true,true,true,0.15,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:right_contact;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;碎片或时间范围不足;width_ok=true;height_ok=true;phase_ok=true;phase=0.5,true,yolo11l:iou=0.726;yolo26l:iou=0.736
PV_GM19_RIGHT_DARK_FRAGMENT,14,yolo26l_probe,bt_0004,"687.173,450.286,827.919,579.512",right_contact,right_near_edge,false,true,true,0.26,depth_edge_mixed_risk,false,not_direct_full_stream;硬边缘接触:right_contact;宽度接近轨迹主体;高度接近轨迹主体;多检测源支持;depth_edge_mixed_risk;碎片或时间范围不足;width_ok=true;height_ok=true;phase_ok=false;phase=1,false,yolo11l:iou=0.564;yolo26l:iou=0.548
PV_GM19_UNPAIRED_SMALL_044_049,44,yolo26l_probe,bt_0016,"393.503,316.452,406.178,342.892",none,none,true,false,true,0.5,depth_vehicle_region_usable,false,not_direct_full_stream;无硬边缘接触;多检测源支持;深度区域可用;碎片或时间范围不足;width_ok=false;height_ok=false;phase_ok=true;phase=0,false,yolo11l:iou=0.803;yolo26l:iou=0.801
PV_GM19_UNPAIRED_SMALL_044_049,45,yolo26l_probe,bt_0016,"397.478,314.641,410.215,341.022",none,none,true,false,true,0.5,depth_vehicle_region_usable,false,not_direct_full_stream;无硬边缘接触;多检测源支持;深度区域可用;碎片或时间范围不足;width_ok=false;height_ok=false;phase_ok=true;phase=0.2,false,yolo11l:iou=0.729;yolo26l:iou=0.713
PV_GM19_UNPAIRED_SMALL_044_049,46,yolo26l_probe,bt_0016,"403.921,315.68,416.751,341.921",none,none,true,true,true,0.5,depth_vehicle_region_usable,false,not_direct_full_stream;无硬边缘接触;多检测源支持;深度区域可用;碎片或时间范围不足;width_ok=false;height_ok=false;phase_ok=true;phase=0.4,false,yolo11l:iou=0.676;yolo26l:iou=0.681
PV_GM19_UNPAIRED_SMALL_044_049,47,yolo26l_probe,bt_0016,"410.655,319.407,423.864,345.817",none,none,true,true,true,0.5,depth_vehicle_region_usable,false,not_direct_full_stream;无硬边缘接触;多检测源支持;深度区域可用;碎片或时间范围不足;width_ok=false;height_ok=false;phase_ok=true;phase=0.6,false,yolo11l:iou=0.595;yolo26l:iou=0.581
PV_GM19_UNPAIRED_SMALL_044_049,48,yolo26l_probe,bt_0016,"417.517,323.568,431.08,349.944",none,none,false,true,true,0.5,depth_vehicle_region_usable,false,not_direct_full_stream;无硬边缘接触;多检测源支持;深度区域可用;碎片或时间范围不足;width_ok=false;height_ok=false;phase_ok=true;phase=0.8,false,yolo11l:iou=0.619;yolo26l:iou=0.589
PV_GM19_UNPAIRED_SMALL_044_049,49,yolo26l_probe,bt_0016,"423.461,326.081,437.515,352.34",none,none,false,true,true,0.5,depth_vehicle_region_usable,false,not_direct_full_stream;无硬边缘接触;多检测源支持;深度区域可用;碎片或时间范围不足;width_ok=false;height_ok=false;phase_ok=true;phase=1,false,yolo11l:iou=0.578;yolo26l:iou=0.576
PV_GM19_UNPAIRED_SMALL_060_080,60,yolo26l_probe,bt_0033,"461.229,322.996,488.197,350.073",none,none,true,false,true,0.5,depth_vehicle_region_usable,false,not_direct_full_stream;无硬边缘接触;多检测源支持;深度区域可用;碎片或时间范围不足;width_ok=false;height_ok=false;phase_ok=false;phase=0,false,yolo11l:iou=0.934;yolo26l:iou=0.927
PV_GM19_UNPAIRED_SMALL_060_080,61,yolo26l_probe,bt_0033,"465.638,322.689,492.884,349.976",none,none,true,false,true,0.5,depth_vehicle_region_usable,false,not_direct_full_stream;无硬边缘接触;多检测源支持;深度区域可用;碎片或时间范围不足;width_ok=false;height_ok=false;phase_ok=false;phase=0.05,false,yolo11l:iou=0.891;yolo26l:iou=0.883
PV_GM19_UNPAIRED_SMALL_060_080,62,yolo26l_probe,bt_0033,"471.032,323.111,498.628,350.609",none,none,true,false,true,0.5,depth_vehicle_region_usable,false,not_direct_full_stream;无硬边缘接触;多检测源支持;深度区域可用;碎片或时间范围不足;width_ok=false;height_ok=false;phase_ok=false;phase=0.1,false,yolo11l:iou=0.835;yolo26l:iou=0.841
PV_GM19_UNPAIRED_SMALL_060_080,63,yolo26l_probe,bt_0033,"476.377,324.304,503.873,351.395",none,none,true,false,true,0.5,depth_vehicle_region_usable,false,not_direct_full_stream;无硬边缘接触;多检测源支持;深度区域可用;碎片或时间范围不足;width_ok=false;height_ok=false;phase_ok=false;phase=0.15,false,yolo11l:iou=0.765;yolo26l:iou=0.766
PV_GM19_UNPAIRED_SMALL_060_080,64,yolo26l_probe,bt_0033,"480.963,325.042,508.527,351.842",none,none,true,false,true,0.5,depth_vehicle_region_usable,false,not_direct_full_stream;无硬边缘接触;多检测源支持;深度区域可用;碎片或时间范围不足;width_ok=false;height_ok=false;phase_ok=false;phase=0.2,false,yolo11l:iou=0.775;yolo26l:iou=0.781
PV_GM19_UNPAIRED_SMALL_060_080,65,yolo26l_probe,bt_0033,"484.711,325.325,512.841,352.25",none,none,true,false,true,0.5,depth_vehicle_region_usable,false,not_direct_full_stream;无硬边缘接触;多检测源支持;深度区域可用;碎片或时间范围不足;width_ok=false;height_ok=false;phase_ok=true;phase=0.25,false,yolo11l:iou=0.761;yolo26l:iou=0.775
PV_GM19_UNPAIRED_SMALL_060_080,66,yolo26l_probe,bt_0033,"488.448,325.479,516.672,351.973",none,none,true,false,true,0.5,depth_vehicle_region_usable,false,not_direct_full_stream;无硬边缘接触;多检测源支持;深度区域可用;碎片或时间范围不足;width_ok=false;height_ok=false;phase_ok=true;phase=0.3,false,yolo11l:iou=0.785;yolo26l:iou=0.758
PV_GM19_UNPAIRED_SMALL_060_080,67,yolo26l_probe,bt_0033,"489.671,324.074,519.448,352.008",none,none,true,false,true,0.5,depth_vehicle_region_usable,false,not_direct_full_stream;无硬边缘接触;多检测源支持;深度区域可用;碎片或时间范围不足;width_ok=false;height_ok=false;phase_ok=true;phase=0.35,false,yolo11l:iou=0.916;yolo26l:iou=0.911
PV_GM19_UNPAIRED_SMALL_060_080,68,yolo26l_probe,bt_0033,"493.734,325.473,522.815,352.464",none,none,true,true,true,0.5,depth_vehicle_region_usable,false,not_direct_full_stream;无硬边缘接触;多检测源支持;深度区域可用;碎片或时间范围不足;width_ok=false;height_ok=false;phase_ok=true;phase=0.4,false,yolo11l:iou=0.862;yolo26l:iou=0.87
