atom_id,sar_frame,candidate_role,graph_role_class,support_bbox,centroid_x,centroid_y,radial,azimuth,orientation,integrated_energy,persistent_part_track_id,track_len
R1A0026,32,endpoint_hotspot_candidate,core_member_candidate,"1048,1225,1060,1243",1052.921053,1231.447368,141.629181,-45.558071,-62.404427,3264,,0
R1A0027,32,endpoint_hotspot_candidate,core_member_candidate,"1072,1219,1090,1237",1078.864865,1227.837838,127.335846,-36.174759,65.798486,2865,,0
R1A0028,34,unresolved_atom,core_member_candidate,"1018,1141,1042,1159",1027.571429,1150.428571,220.150299,-35.056797,-32.295873,2692,,0
R1A0029,34,unresolved_atom,core_member_candidate,"1102,1135,1120,1147",1110.5,1141.671875,193.892456,-12.962404,23.187417,4930,,0
R1A0030,34,body_core_candidate,core_member_candidate,"1108,1135,1193,1267",1140.371717,1200.880808,131.338181,-6.550002,-83.293626,80414,,0
R1A0031,34,side_ridge_candidate,core_member_candidate,"952,1153,988,1171",966.658228,1161.189873,252.654297,-47.855221,-11.64262,5489,,0
R1A0032,34,unresolved_atom,core_member_candidate,"1072,1165,1102,1189",1088.654545,1181.327273,163.080643,-23.683619,-59.803293,3865,,0
R1A0033,34,endpoint_hotspot_candidate,core_member_candidate,"1036,1219,1072,1243",1055.845361,1231.164948,139.852463,-44.540997,5.113141,7373,,0
R1A0034,34,endpoint_hotspot_candidate,core_member_candidate,"1078,1219,1102,1237",1087.490566,1228.698113,121.739159,-33.135853,-52.077544,3890,,0
R1A0035,39,side_ridge_candidate,core_member_candidate,"982,1141,1030,1153",1014.64,1143.346667,233.50563,-36.62212,4.544447,5524,R1PT004,2
R1A0036,39,background_arc_candidate,conflicting_background_candidate,"1042,1135,1084,1159",1066.02381,1140.690476,209.479889,-24.854139,-24.347118,11339,,0
R1A0037,39,background_arc_candidate,conflicting_background_candidate,"1132,1135,1168,1147",1148.616,1137.912,192.86499,-1.593479,5.907263,10575,R1PT005,2
R1A0038,39,body_core_candidate,core_member_candidate,"1108,1165,1192,1276",1155.596933,1216.406353,115.250748,0.785475,-83.894285,78817,R1PT006,2
R1A0039,39,isolated_small_atom,optional_support_candidate,"1084,1171,1114,1183",1097.6875,1178.46875,162.312683,-20.275791,9.604987,2297,R1PT007,2
R1A0040,39,endpoint_hotspot_candidate,core_member_candidate,"1048,1207,1078,1225",1066.648649,1216.864865,143.503021,-37.440998,18.034592,2728,R1PT008,2
R1A0041,39,endpoint_hotspot_candidate,core_member_candidate,"1084,1213,1102,1231",1093.4,1223.74,122.881126,-29.555885,-23.088711,3867,,0
R1A0042,40,side_ridge_candidate,core_member_candidate,"994,1135,1090,1159",1051.375,1141.575893,216.23172,-28.200247,-2.181297,17928,R1PT004,2
R1A0043,40,background_arc_candidate,conflicting_background_candidate,"1138,1135,1168,1153",1152.848921,1138.086331,192.636383,-0.33391,7.32543,11762,R1PT005,2
R1A0044,40,isolated_small_atom,optional_support_candidate,"1090,1171,1114,1183",1103.846154,1178.346154,160.383026,-18.196041,14.83175,1847,R1PT007,2
R1A0045,40,body_core_candidate,core_member_candidate,"1114,1171,1193,1261",1156.851385,1214.52267,117.380333,1.410555,-86.94054,65046,R1PT006,2
R1A0046,40,endpoint_hotspot_candidate,core_member_candidate,"1054,1207,1108,1231",1085.525773,1220.597938,129.985626,-31.503748,16.94181,7141,R1PT008,2
R1A0047,46,side_ridge_candidate,core_member_candidate,"1030,1135,1114,1153",1075.591549,1144.073944,203.33725,-22.645903,-7.443015,24968,,0
R1A0048,46,unresolved_atom,core_member_candidate,"1096,1135,1193,1249",1153.511671,1194.340803,137.726288,-0.232185,88.156096,96974,,0
R1A0049,46,isolated_small_atom,optional_support_candidate,"1126,1165,1138,1171",1129.375,1167.375,165.084991,-8.577187,9.645023,1264,,0
R1A0050,52,background_arc_candidate,conflicting_background_candidate,"1024,1135,1168,1165",1104.393841,1147.13128,192.826981,-14.868452,-6.129913,49147,,0
R1A0051,52,unresolved_atom,optional_support_candidate,"1180,1135,1193,1147",1189.205128,1137.923077,195.878098,10.355947,44.37819,3260,,0
R1A0052,52,background_arc_candidate,conflicting_background_candidate,"1132,1165,1193,1189",1161.162437,1177.045685,154.17215,2.647756,-1.48862,15141,,0
R1A0053,52,isolated_small_atom,optional_support_candidate,"1150,1201,1168,1207",1155.857143,1201.928571,128.716629,0.823347,-5.894092,1088,,0
R1A0054,52,body_core_candidate,core_member_candidate,"1114,1213,1180,1243",1148.326877,1224.835351,106.66729,-3.05566,-3.005319,33513,,0
R1A0055,60,unresolved_atom,core_member_candidate,"1146,1133,1206,1169",1160.508108,1148.110811,183.108398,2.028566,1.713455,26891,,0
R1A0056,60,unresolved_atom,core_member_candidate,"1212,1133,1236,1151",1228.063492,1139.285714,205.184128,21.16552,31.953575,4341,,0
R1A0057,60,unresolved_atom,core_member_candidate,"1230,1133,1296,1199",1254.702703,1171.013514,189.280869,32.152355,-41.456625,13765,,0
R1A0058,60,isolated_small_atom,optional_support_candidate,"1374,1145,1392,1157",1380.3,1151.1,288.856079,51.574604,3.180559,1223,,0
R1A0059,60,unresolved_atom,core_member_candidate,"1152,1163,1218,1205",1191.366534,1181.115538,154.892242,13.959519,0.730026,16602,,0
R1A0060,60,body_core_candidate,core_member_candidate,"1146,1205,1188,1247",1161.122754,1226.673653,104.619179,3.961281,12.487675,24109,,0
R1A0061,60,endpoint_hotspot_candidate,core_member_candidate,"1188,1211,1212,1235",1200.506849,1222.438356,117.767593,23.254744,-58.466812,4850,,0
R1A0062,60,endpoint_hotspot_candidate,core_member_candidate,"1224,1211,1260,1235",1238.545455,1223.227273,136.769882,38.136631,-14.153166,5813,,0
R1A0063,60,isolated_small_atom,optional_support_candidate,"1170,1247,1212,1271",1190.73913,1260.913043,79.414688,27.645563,17.661569,1354,,0
R1A0064,77,unresolved_atom,core_member_candidate,"1146,1133,1266,1163",1192.06432,1147.171117,189.417587,11.443915,-1.304344,63874,,0
R1A0065,77,unresolved_atom,core_member_candidate,"1284,1133,1302,1145",1292.276596,1139,236.303726,35.817703,35.240717,3568,,0
R1A0066,77,unresolved_atom,core_member_candidate,"1260,1151,1284,1187",1269.25,1172.583333,195.664978,36.139328,89.917437,3894,R1PT009,2
R1A0067,77,side_ridge_candidate,core_member_candidate,"1224,1169,1254,1187",1237.208955,1179.567164,172.573196,28.813551,4.585429,4946,,0
R1A0068,77,isolated_small_atom,optional_support_candidate,"1296,1175,1332,1199",1313.954545,1186.136364,215.644516,47.872494,-10.011619,1416,R1PT010,5
R1A0069,77,body_core_candidate,core_member_candidate,"1146,1187,1248,1271",1205.820619,1223.750515,120.104836,25.39677,-32.483907,33841,,0
R1A0070,78,unresolved_atom,core_member_candidate,"1146,1133,1260,1169",1194.617391,1147.403727,189.788116,12.202888,-1.208167,65656,,0
R1A0071,78,unresolved_atom,core_member_candidate,"1290,1133,1308,1151",1296.153846,1138.788462,238.775146,36.54269,37.085201,3998,,0
R1A0072,78,side_ridge_candidate,core_member_candidate,"1266,1151,1284,1187",1271.978723,1172.787234,197.115738,36.820759,-85.53248,3256,R1PT009,2
R1A0073,78,side_ridge_candidate,core_member_candidate,"1224,1175,1260,1187",1239.033898,1179.711864,173.304077,29.373892,5.794445,4388,,0
R1A0074,78,body_core_candidate,core_member_candidate,"1188,1187,1248,1241",1213.19726,1217.80274,128.56456,27.651817,27.433622,27051,,0
R1A0075,78,isolated_small_atom,optional_support_candidate,"1242,1193,1254,1205",1248.071429,1201.357143,159.909943,36.037945,19.048716,1032,R1PT010,5
R1A0076,78,isolated_small_atom,optional_support_candidate,"1170,1235,1206,1271",1187.454545,1257.272727,81.008667,24.523836,27.783057,2201,,0
R1A0077,79,background_arc_candidate,conflicting_background_candidate,"1146,1133,1290,1187",1203.553038,1150.196704,190.403015,15.08031,7.542997,77811,,0
R1A0078,79,unresolved_atom,optional_support_candidate,"1290,1133,1308,1145",1300.285714,1138.755102,241.281662,37.327267,43.556489,3678,,0
R1A0079,79,unresolved_atom,core_member_candidate,"1230,1175,1260,1187",1245.547619,1179.809524,176.508743,31.230879,5.606155,3052,,0
R1A0080,79,body_core_candidate,core_member_candidate,"1194,1187,1254,1241",1217.922043,1217.502688,131.259857,29.452524,30.156289,27683,,0
R1A0081,79,isolated_small_atom,optional_support_candidate,"1242,1199,1260,1205",1251.428571,1202.214286,161.224899,37.177792,14.347452,1003,R1PT010,5
R1A0082,79,isolated_small_atom,optional_support_candidate,"1146,1247,1164,1271",1153.4,1262.533333,68.197914,-0.646375,-51.720602,997,,0
R1A0083,79,unresolved_atom,core_member_candidate,"1170,1247,1206,1271",1187.944444,1259.166667,79.640411,25.351084,18.930592,2421,R1PT011,3
R1A0084,80,side_ridge_candidate,core_member_candidate,"1146,1133,1266,1163",1197.004831,1147.59058,190.496078,12.841667,-1.654503,72171,,0
R1A0085,80,background_arc_candidate,conflicting_background_candidate,"1296,1133,1314,1145",1303.829787,1138.787234,243.424759,37.99596,45.61279,3833,,0
R1A0086,80,unresolved_atom,core_member_candidate,"1272,1163,1290,1187",1279.698113,1177.962264,197.793671,39.484524,-88.256985,3955,,0
R1A0087,80,unresolved_atom,core_member_candidate,"1236,1175,1266,1187",1249.295455,1179.840909,178.45192,32.26717,6.665304,3380,,0
R1A0088,80,isolated_small_atom,optional_support_candidate,"1308,1175,1326,1199",1315.785714,1183.071429,219.088943,47.63892,47.693326,1009,R1PT010,5
R1A0089,80,body_core_candidate,core_member_candidate,"1200,1181,1260,1241",1222.5311,1217.351675,133.532059,31.129303,28.1072,33563,,0
R1A0090,80,side_ridge_candidate,core_member_candidate,"1146,1241,1212,1271",1177.666667,1259.730159,76.612564,17.513681,-4.233036,4544,R1PT011,3
R1A0091,81,background_arc_candidate,conflicting_background_candidate,"1146,1133,1296,1187",1205.892391,1150.029348,191.582748,15.613058,5.466114,77320,,0
R1A0092,81,unresolved_atom,optional_support_candidate,"1302,1133,1314,1145",1306.761905,1138.619048,245.361542,38.5107,46.531327,3391,,0
R1A0093,81,isolated_small_atom,optional_support_candidate,"1242,1175,1272,1187",1256.695652,1180.26087,182.17247,34.301067,5.654102,1744,R1PT010,5
R1A0094,81,body_core_candidate,core_member_candidate,"1200,1181,1260,1241",1225.611905,1217.509524,135.033524,32.292847,29.897677,33254,,0
R1A0095,81,unresolved_atom,core_member_candidate,"1176,1241,1212,1271",1189.268293,1260.634146,78.817368,26.687521,21.268689,2925,R1PT011,3
R1A0096,212,unresolved_atom,core_member_candidate,"957,1126,1017,1180",1000.513812,1160.375691,229.64856,-42.034588,40.955051,16232,,0
R1A0097,212,unresolved_atom,core_member_candidate,"999,1126,1132,1240",1057.429857,1178.483871,183.003418,-32.671482,-49.749024,126344,R1PT012,2
R1A0098,212,endpoint_hotspot_candidate,core_member_candidate,"1005,1210,1023,1240",1010.875,1225.03125,178.043732,-53.618759,-74.38393,2817,,0
R1A0099,213,unresolved_atom,optional_support_candidate,"981,1126,1023,1156",1001.533333,1141.716667,243.007263,-38.901424,-31.380366,5318,,0
R1A0100,213,unresolved_atom,optional_support_candidate,"993,1126,1132,1240",1059.661516,1178.385578,181.79509,-32.061756,-59.573179,129354,R1PT012,2
R1A0101,213,unresolved_atom,optional_support_candidate,"963,1150,987,1180",974.210526,1166.631579,243.436829,-47.643993,-65.605775,3386,,0
R1A0102,213,isolated_small_atom,optional_support_candidate,"1005,1210,1023,1246",1012.5,1227.5,175.292572,-53.961681,-74.573196,2822,,0
R1A0103,216,unresolved_atom,core_member_candidate,"975,1126,1131,1240",1063.930836,1178.837896,179.264099,-30.827343,-42.705041,132476,,0
R1A0104,216,endpoint_hotspot_candidate,core_member_candidate,"1017,1216,1035,1240",1024.948718,1227.641026,165.259766,-51.42939,-59.450196,3533,,0
R1A0105,220,unresolved_atom,optional_support_candidate,"1011,1126,1132,1240",1077.924253,1173.739257,176.784637,-26.111036,-74.814183,128959,,0
R1A0106,220,unresolved_atom,optional_support_candidate,"993,1156,1017,1174",1007.025641,1161.461538,224.134872,-40.979259,-14.431697,3352,,0
R1A0107,224,unresolved_atom,core_member_candidate,"1005,1126,1132,1234",1081.653791,1175.399857,173.877365,-25.139496,-81.282006,137838,,0
R1A0108,224,endpoint_hotspot_candidate,core_member_candidate,"1041,1210,1065,1240",1054.463415,1222.439024,147.222992,-42.646004,-53.245462,8395,,0
R1A0109,224,endpoint_hotspot_candidate,core_member_candidate,"1011,1228,1029,1240",1019.357143,1233.357143,166.108887,-54.149532,7.487797,2662,,0
R1A0110,227,unresolved_atom,core_member_candidate,"1021,1135,1171,1237",1093.726151,1177.546875,167.394897,-21.488184,39.52175,135374,R1PT013,2
R1A0111,227,isolated_small_atom,optional_support_candidate,"1177,1135,1195,1153",1188.166667,1145.833333,187.954025,10.492766,45.303945,1890,,0
R1A0112,227,isolated_small_atom,optional_support_candidate,"1201,1147,1218,1165",1209.625,1160.3125,179.226776,18.113935,46.833111,1662,,0
R1A0113,227,endpoint_hotspot_candidate,core_member_candidate,"1051,1207,1075,1237",1064.975904,1222.722892,140.104584,-39.548447,-47.09122,9516,R1PT014,2
R1A0114,227,isolated_small_atom,optional_support_candidate,"1027,1231,1039,1243",1033.071429,1235.857143,153.626984,-51.924046,42.475339,1497,R1PT015,2
R1A0115,228,unresolved_atom,core_member_candidate,"1021,1135,1159,1237",1094.741857,1177.606678,167.04541,-21.131615,31.224866,125735,R1PT013,2
R1A0116,228,isolated_small_atom,optional_support_candidate,"1183,1135,1218,1165",1200.64,1151.68,185.325073,14.721162,40.023296,2370,,0
R1A0117,228,endpoint_hotspot_candidate,core_member_candidate,"1051,1207,1081,1237",1066.744444,1223.411111,138.475784,-39.177647,-49.899367,9405,R1PT014,2
R1A0118,228,isolated_small_atom,optional_support_candidate,"1027,1231,1045,1243",1036.142857,1235.428571,151.489578,-51.079166,40.454862,1426,R1PT015,2
R1A0119,238,unresolved_atom,optional_support_candidate,"1051,1135,1177,1255",1121.425896,1194.355049,142.179031,-13.069805,69.561556,129784,R1PT016,2
R1A0120,238,isolated_small_atom,optional_support_candidate,"1063,1231,1075,1243",1065.954545,1235.363636,129.707642,-42.762608,60.56462,2096,R1PT017,2
R1A0121,239,unresolved_atom,core_member_candidate,"1051,1135,1177,1255",1123.707143,1194.21746,141.511475,-12.26472,73.754104,139731,R1PT016,2
R1A0122,239,endpoint_hotspot_candidate,core_member_candidate,"1087,1201,1111,1237",1100.576577,1224.081081,119.482704,-26.779709,-57.461072,11577,,0
R1A0123,239,isolated_small_atom,optional_support_candidate,"1063,1231,1075,1243",1069.4375,1236.0625,126.844162,-41.816086,57.208365,1644,R1PT017,2
R1A0124,243,unresolved_atom,optional_support_candidate,"1069,1135,1195,1249",1131.340301,1196.158027,138.180603,-9.397206,76.312023,136649,,0
R1A0125,243,isolated_small_atom,optional_support_candidate,"1177,1165,1195,1177",1186.9375,1168.625,165.347183,11.487974,0.558653,1691,,0
R1A0126,243,isolated_small_atom,optional_support_candidate,"1075,1231,1087,1243",1080.125,1237.1875,119.131386,-38.321236,-9.493363,1725,,0
R1A0127,250,unresolved_atom,optional_support_candidate,"1099,1135,1201,1255",1146.203072,1206.520478,125.896568,-3.356958,73.490283,132837,,0
R1A0128,250,isolated_small_atom,optional_support_candidate,"1195,1135,1218,1153",1205.6875,1143.1875,194.462524,15.425512,35.215917,1526,,0
R1A0129,250,isolated_small_atom,optional_support_candidate,"1183,1165,1201,1189",1193.117647,1178.588235,157.026169,14.443532,77.350548,1666,,0
R1A0130,259,unresolved_atom,core_member_candidate,"1107,1138,1209,1258",1155.07446,1195.851882,136.781097,0.898779,72.772898,89068,R1PT018,2
R1A0131,259,isolated_small_atom,optional_support_candidate,"1191,1144,1215,1174",1202,1156.076923,181.137955,15.363356,-61.881545,1689,R1PT019,2
R1A0132,259,isolated_small_atom,optional_support_candidate,"1227,1138,1251,1150",1235.709677,1142.806452,204.845551,23.512396,18.658487,2042,,0
R1A0133,259,isolated_small_atom,optional_support_candidate,"1215,1168,1239,1204",1225.833333,1179.416667,167.5923,25.517517,64.350261,1579,,0
R1A0134,259,body_core_candidate,core_member_candidate,"1191,1198,1233,1234",1202.081301,1219.674797,121.220009,23.487034,65.354154,8557,R1PT020,2
R1A0135,260,unresolved_atom,core_member_candidate,"1107,1138,1239,1258",1159.897375,1194.246619,139.374588,2.614283,74.394394,97074,R1PT018,2
R1A0136,260,isolated_small_atom,optional_support_candidate,"1233,1138,1245,1150",1237.304348,1142.043478,206.144547,23.835901,-66.596391,1629,R1PT019,2
R1A0137,260,endpoint_hotspot_candidate,core_member_candidate,"1197,1198,1233,1234",1206.037037,1219.796296,122.745033,25.190752,48.628622,8219,R1PT020,2
R1A0138,262,unresolved_atom,core_member_candidate,"1107,1138,1227,1264",1163.46708,1195.539117,138.214417,4.244298,71.810158,111816,R1PT021,2
R1A0139,262,isolated_small_atom,optional_support_candidate,"1239,1138,1251,1150",1244.0625,1142.0625,208.953064,25.534208,-83.280024,1222,,0
R1A0140,262,endpoint_hotspot_candidate,core_member_candidate,"1203,1192,1215,1234",1209.247423,1220.206186,123.573029,26.754833,84.412132,8406,R1PT022,2
R1A0141,263,unresolved_atom,core_member_candidate,"1107,1138,1263,1258",1168.919936,1196.517214,138.162155,6.197954,84.090563,102424,R1PT021,2
R1A0142,263,endpoint_hotspot_candidate,core_member_candidate,"1203,1192,1227,1234",1212.777778,1219.79798,125.554413,28.102938,85.724587,8186,R1PT022,2
R1A0143,269,unresolved_atom,core_member_candidate,"1107,1138,1245,1246",1179.285226,1192.586678,143.686279,10.73635,56.631381,101700,,0
R1A0144,269,isolated_small_atom,optional_support_candidate,"1245,1138,1257,1156",1250.928571,1147.642857,207.06218,27.919098,86.255713,1159,,0
R1A0145,269,isolated_small_atom,optional_support_candidate,"1263,1138,1281,1150",1268.352941,1142.588235,220.074463,31.308317,-54.552965,1333,,0
R1A0146,269,isolated_small_atom,optional_support_candidate,"1251,1174,1263,1186",1256.68,1179.92,182.351974,34.266651,-29.372183,1979,,0
R1A0147,269,body_core_candidate,core_member_candidate,"1143,1204,1185,1258",1161.717131,1236.250996,95.13916,4.677445,7.449939,22566,,0
R1A0148,269,endpoint_hotspot_candidate,core_member_candidate,"1227,1198,1245,1240",1234.759494,1221.075949,136.210663,36.510838,84.540694,6912,R1PT023,5
R1A0149,270,unresolved_atom,core_member_candidate,"1107,1138,1263,1240",1185.728139,1189.37316,148.68338,12.85323,29.913594,96078,,0
R1A0150,270,isolated_small_atom,optional_support_candidate,"1269,1138,1281,1150",1271.882353,1141.352941,222.961716,31.920691,-65.204247,1318,,0
R1A0151,270,unresolved_atom,core_member_candidate,"1245,1174,1275,1186",1259.628571,1179.6,184.332733,34.95652,-1.477743,2618,,0
R1A0152,270,endpoint_hotspot_candidate,core_member_candidate,"1233,1192,1245,1234",1238.186047,1219.813953,139.285858,37.358593,88.2636,7267,R1PT023,5
R1A0153,270,body_core_candidate,core_member_candidate,"1137,1204,1185,1258",1164.012346,1236.349794,95.364197,6.054273,6.92361,21246,,0
R1A0154,271,unresolved_atom,core_member_candidate,"1107,1138,1281,1240",1190.385274,1190.88613,148.604935,14.606938,17.030031,86399,,0
R1A0155,271,isolated_small_atom,optional_support_candidate,"1245,1174,1275,1186",1264.111111,1180.62963,186.143753,36.262886,7.984685,1787,,0
R1A0156,271,endpoint_hotspot_candidate,core_member_candidate,"1233,1198,1251,1240",1241.770115,1219.011494,142.097,38.289104,85.513692,6417,R1PT023,5
R1A0157,271,body_core_candidate,core_member_candidate,"1143,1210,1197,1252",1166.551181,1235.885827,96.233528,7.508272,4.97181,19807,,0
R1A0158,272,unresolved_atom,core_member_candidate,"1115,1140,1253,1242",1190.333863,1193.316375,145.731537,15.123925,44.652371,93019,,0
R1A0159,272,isolated_small_atom,optional_support_candidate,"1253,1140,1289,1152",1270.222222,1143.444444,220.459045,31.77927,-8.392551,1185,,0
R1A0160,272,isolated_small_atom,optional_support_candidate,"1259,1170,1283,1194",1270.612903,1180.322581,190.299896,37.814117,43.247253,2033,,0
R1A0161,272,endpoint_hotspot_candidate,core_member_candidate,"1241,1200,1253,1236",1245.57,1220.24,143.542191,39.780514,83.113578,7491,R1PT023,5
R1A0162,272,body_core_candidate,core_member_candidate,"1145,1212,1199,1266",1170.514184,1236.670213,96.227188,9.970819,9.61662,21289,,0
R1A0163,273,unresolved_atom,core_member_candidate,"1115,1140,1259,1266",1193.682886,1192.86745,147.08963,16.311026,41.38577,72980,,0
R1A0164,273,isolated_small_atom,optional_support_candidate,"1259,1140,1289,1152",1271.608696,1143.782609,220.898499,32.142998,-2.765835,1256,,0
R1A0165,273,isolated_small_atom,optional_support_candidate,"1265,1170,1283,1188",1274.230769,1180.615385,192.317291,38.713058,34.38782,1430,,0
R1A0166,273,endpoint_hotspot_candidate,core_member_candidate,"1241,1194,1259,1236",1249.280488,1218.621951,147.174362,40.501377,87.62801,4980,R1PT023,5
R1A0167,276,unresolved_atom,core_member_candidate,"1127,1140,1271,1242",1201.984733,1189.532655,153.283508,18.844042,20.94996,99300,,0
R1A0168,276,isolated_small_atom,optional_support_candidate,"1271,1140,1283,1152",1275.888889,1143.722222,223.137665,33.113495,30.801836,1365,,0
R1A0169,276,endpoint_hotspot_candidate,core_member_candidate,"1253,1194,1271,1236",1259.985507,1215.84058,156.343506,42.809696,87.872375,5546,,0
R1A0170,276,body_core_candidate,core_member_candidate,"1157,1212,1211,1242",1180.782828,1232.287879,103.006866,15.20589,14.555285,16887,,0
R1A0171,278,unresolved_atom,core_member_candidate,"1121,1140,1277,1236",1209.27592,1182.56689,162.617111,20.339926,15.398919,107676,,0
R1A0172,278,isolated_small_atom,optional_support_candidate,"1277,1140,1289,1158",1281.764706,1146.529412,224.083908,34.771004,-75.181513,1395,,0
R1A0173,278,body_core_candidate,core_member_candidate,"1163,1212,1217,1266",1184.880952,1234.657143,101.78643,17.859882,18.705603,19400,,0
R1A0174,279,unresolved_atom,core_member_candidate,"1115,1140,1277,1236",1207.807868,1181.569076,163.000137,19.706158,13.446112,90594,,0
R1A0175,279,isolated_small_atom,optional_support_candidate,"1259,1140,1289,1158",1272.814815,1147.518519,218.346481,32.932804,-20.030081,2090,,0
R1A0176,279,endpoint_hotspot_candidate,core_member_candidate,"1265,1194,1277,1230",1269.463415,1214.682927,163.726151,44.961182,88.164752,3388,,0
R1A0177,279,body_core_candidate,core_member_candidate,"1163,1212,1217,1266",1186.783186,1235.212389,101.688332,18.960163,18.567243,19080,,0
R1A0178,280,unresolved_atom,core_member_candidate,"1115,1140,1277,1236",1210.242784,1182.483022,163.261642,20.538012,11.252789,87931,,0
R1A0179,280,isolated_small_atom,optional_support_candidate,"1265,1146,1277,1158",1269.190476,1149.142857,214.957214,32.4091,40.125773,1512,,0
R1A0180,280,body_core_candidate,core_member_candidate,"1163,1212,1223,1266",1189.625483,1234.6139,103.103516,20.238266,8.591168,19871,,0
R1A0181,281,unresolved_atom,core_member_candidate,"1146,1138,1278,1240",1216.23246,1186.675402,160.123367,23.18523,0.746808,83402,,0
R1A0182,281,isolated_small_atom,optional_support_candidate,"1266,1138,1296,1156",1277,1147.9375,220.327026,33.91378,-7.815941,2112,,0
R1A0183,281,side_ridge_candidate,core_member_candidate,"1272,1204,1284,1234",1276.254902,1213.745098,169.196518,46.337967,88.935188,3313,,0
R1A0184,281,body_core_candidate,core_member_candidate,"1170,1210,1200,1270",1185.317073,1234.887805,100.864662,18.240049,81.224389,15014,,0
R1A0185,281,endpoint_hotspot_candidate,core_member_candidate,"1206,1228,1224,1246",1215.448276,1236.224138,112.655022,33.047989,-13.907489,4209,,0
R1A0186,284,unresolved_atom,core_member_candidate,"1146,1138,1296,1234",1227.008897,1178.437722,172.39006,25.364313,12.588041,72623,,0
R1A0187,284,isolated_small_atom,optional_support_candidate,"1302,1138,1308,1150",1303.866667,1142.4,240.582779,38.531132,-62.944321,912,,0
