family_id,sar_frame,gt_exact_frame_available,family_common_core_iou,family_common_core_gt_coverage,family_common_core_prediction_purity,family_conservative_iou,family_conservative_gt_coverage,family_conservative_prediction_purity,family_best_member_iou_eval_only,family_worst_member_iou_eval_only,family_member_iou_range,family_eval_state,raw_judgement,assisted_judgement
R21R1F00018,31,true,0,0,0,,,,0.370122,0,0-0.370122,family_level_single_bbox_not_available,unresolved,unresolved
R21R1F00019,31,true,0.023436,0.023559,0.818278,0.023436,0.023559,0.818278,0.023436,0.023436,0.023436-0.023436,evaluated_exact_gt,unresolved,unresolved
R21R1F00020,31,true,0.028791,0.028791,1,0.028791,0.028791,1,0.028791,0.028791,0.028791-0.028791,evaluated_exact_gt,unresolved,unresolved
R21R1F00021,32,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00022,32,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00023,32,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00024,32,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00025,32,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00026,32,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00027,34,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00028,34,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00029,34,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00030,34,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00031,34,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00032,34,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00033,34,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00034,39,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00035,39,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00036,39,false,,,,,,,,,,not_evaluable_no_exact_gt,background,background_or_misled
R21R1F00037,39,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00038,39,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00039,40,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00040,40,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00041,40,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00042,40,false,,,,,,,,,,not_evaluable_no_exact_gt,vehicle_response,vehicle_response
R21R1F00043,40,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00044,46,false,,,,,,,,,,not_evaluable_no_exact_gt,vehicle_response,vehicle_response
R21R1F00045,52,false,,,,,,,,,,not_evaluable_no_exact_gt,background,background_or_misled
R21R1F00046,52,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00047,60,false,,,,,,,,,,not_evaluable_no_exact_gt,vehicle_response,vehicle_response
R21R1F00048,60,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00049,77,true,0,0,0,,,,0.261751,0,0-0.261751,family_level_single_bbox_not_available,background,background_or_misled
R21R1F00050,77,true,0.20521,0.286556,0.419579,0.20521,0.286556,0.419579,0.20521,0.20521,0.20521-0.20521,evaluated_exact_gt,vehicle_response,vehicle_response
R21R1F00051,77,true,0.041728,0.041781,0.970667,0.041728,0.041781,0.970667,0.041728,0.041728,0.041728-0.041728,evaluated_exact_gt,unresolved,unresolved
R21R1F00052,77,true,0.032281,0.033425,0.485333,0.032281,0.033425,0.485333,0.032281,0.032281,0.032281-0.032281,evaluated_exact_gt,unresolved,unresolved
R21R1F00053,77,true,0,0,0,0,0,0,0,0,0-0,evaluated_exact_gt,unresolved,unresolved
R21R1F00054,77,true,0.06887,0.06887,1,0.06887,0.06887,1,0.06887,0.06887,0.06887-0.06887,evaluated_exact_gt,unresolved,unresolved
R21R1F00055,78,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00056,78,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00057,78,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00058,78,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00059,78,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00060,78,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00061,79,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00062,79,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00063,79,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00064,79,false,,,,,,,,,,not_evaluable_no_exact_gt,background,background_or_misled
R21R1F00065,79,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00066,79,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00067,80,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00068,80,false,,,,,,,,,,not_evaluable_no_exact_gt,vehicle_response,vehicle_response
R21R1F00069,80,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00070,80,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00071,80,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00072,80,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00073,81,true,0.303431,0.307572,0.957517,,,,0.303431,0.270386,0.270386-0.303431,family_level_single_bbox_not_available,unresolved,unresolved
R21R1F00074,81,true,0,0,0,0,0,0,0,0,0-0,evaluated_exact_gt,unresolved,unresolved
R21R1F00075,81,true,0.007382,0.008034,0.08337,0.007382,0.008034,0.08337,0.007382,0.007382,0.007382-0.007382,evaluated_exact_gt,unresolved,unresolved
R21R1F00076,81,true,0.026467,0.026613,0.8285,0.026467,0.026613,0.8285,0.026467,0.026467,0.026467-0.026467,evaluated_exact_gt,unresolved,unresolved
R21R1F00077,212,true,0.041526,0.041526,1,,,,0.474353,0.041526,0.041526-0.474353,family_level_single_bbox_not_available,background,background_or_misled
R21R1F00078,213,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00079,213,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00080,213,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00081,216,false,,,,,,,,,,not_evaluable_no_exact_gt,background,background_or_misled
R21R1F00082,220,false,,,,,,,,,,not_evaluable_no_exact_gt,background,background_or_misled
R21R1F00083,220,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00084,224,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00085,224,false,,,,,,,,,,not_evaluable_no_exact_gt,background,background_or_misled
R21R1F00086,224,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00087,227,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00088,227,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00089,227,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00090,228,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00091,228,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00092,238,true,0.567172,0.91225,0.5999,0.567172,0.91225,0.5999,0.567172,0.567172,0.567172-0.567172,evaluated_exact_gt,vehicle_response,vehicle_response
R21R1F00093,238,true,0.014483,0.014483,1,0.014483,0.014483,1,0.014483,0.014483,0.014483-0.014483,evaluated_exact_gt,unresolved,unresolved
R21R1F00094,239,false,,,,,,,,,,not_evaluable_no_exact_gt,vehicle_response,vehicle_response
R21R1F00095,239,false,,,,,,,,,,not_evaluable_no_exact_gt,vehicle_response,vehicle_response
R21R1F00096,239,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00097,243,false,,,,,,,,,,not_evaluable_no_exact_gt,vehicle_response,vehicle_response
R21R1F00098,243,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00099,243,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00100,250,false,,,,,,,,,,not_evaluable_no_exact_gt,vehicle_response,vehicle_response
R21R1F00101,250,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00102,250,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00103,259,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00104,259,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00105,259,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00106,260,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00107,260,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00108,260,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00109,262,false,,,,,,,,,,not_evaluable_no_exact_gt,vehicle_response,vehicle_response
R21R1F00110,263,false,,,,,,,,,,not_evaluable_no_exact_gt,vehicle_response,vehicle_response
R21R1F00111,269,true,0.379545,0.671914,0.465886,,,,0.379545,0.083607,0.083607-0.379545,family_level_single_bbox_not_available,background,background_or_misled
R21R1F00112,269,true,0.143744,0.153261,0.698324,0.143744,0.153261,0.698324,0.143744,0.143744,0.143744-0.143744,evaluated_exact_gt,vehicle_response,vehicle_response
R21R1F00113,269,true,0.013469,0.013475,0.967,0.013469,0.013475,0.967,0.013469,0.013469,0.013469-0.013469,evaluated_exact_gt,unresolved,unresolved
R21R1F00114,269,true,0,0,0,0,0,0,0,0,0-0,evaluated_exact_gt,unresolved,unresolved
R21R1F00115,269,true,0,0,0,0,0,0,0,0,0-0,evaluated_exact_gt,unresolved,unresolved
R21R1F00116,270,false,,,,,,,,,,not_evaluable_no_exact_gt,background,background_or_misled
R21R1F00117,270,false,,,,,,,,,,not_evaluable_no_exact_gt,vehicle_response,vehicle_response
R21R1F00118,270,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00119,270,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00120,271,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00121,271,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00122,271,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00123,272,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00124,272,false,,,,,,,,,,not_evaluable_no_exact_gt,vehicle_response,vehicle_response
R21R1F00125,272,false,,,,,,,,,,not_evaluable_no_exact_gt,background,background_or_misled
R21R1F00126,272,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00127,272,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00128,272,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00129,273,true,0.073792,0.073792,1,,,,0.347176,0.073792,0.073792-0.347176,family_level_single_bbox_not_available,unresolved,unresolved
R21R1F00130,273,true,0.019265,0.019499,0.616556,0.019265,0.019499,0.616556,0.019265,0.019265,0.019265-0.019265,evaluated_exact_gt,unresolved,unresolved
R21R1F00131,273,true,0,0,0,0,0,0,0,0,0-0,evaluated_exact_gt,unresolved,unresolved
R21R1F00132,276,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00133,276,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00134,276,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00135,276,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00136,278,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00137,278,false,,,,,,,,,,not_evaluable_no_exact_gt,vehicle_response,vehicle_response
R21R1F00138,278,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00139,279,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00140,279,false,,,,,,,,,,not_evaluable_no_exact_gt,vehicle_response,vehicle_response
R21R1F00141,279,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00142,279,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00143,280,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00144,280,false,,,,,,,,,,not_evaluable_no_exact_gt,vehicle_response,vehicle_response
R21R1F00145,280,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00146,281,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00147,281,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00148,281,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00149,284,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00150,284,false,,,,,,,,,,not_evaluable_no_exact_gt,vehicle_response,vehicle_response
R21R1F00151,284,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00152,284,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00153,284,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00154,288,true,0.357273,0.624659,0.454937,,,,0.426732,0.357273,0.357273-0.426732,family_level_single_bbox_not_available,unresolved,unresolved
R21R1F00155,288,true,0.108489,0.108489,1,0.108489,0.108489,1,0.108489,0.108489,0.108489-0.108489,evaluated_exact_gt,vehicle_response,vehicle_response
R21R1F00156,288,true,0.020342,0.020342,1,0.020342,0.020342,1,0.020342,0.020342,0.020342-0.020342,evaluated_exact_gt,unresolved,unresolved
R21R1F00157,288,true,0.00078,0.000843,0.010358,0.00078,0.000843,0.010358,0.00078,0.00078,0.00078-0.00078,evaluated_exact_gt,unresolved,unresolved
R21R1F00158,289,false,,,,,,,,,,not_evaluable_no_exact_gt,background,background_or_misled
R21R1F00159,289,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00160,289,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00161,289,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00162,289,false,,,,,,,,,,not_evaluable_no_exact_gt,unresolved,unresolved
R21R1F00163,290,true,0.363579,0.627988,0.463381,,,,0.425515,0.344613,0.344613-0.425515,family_level_single_bbox_not_available,unresolved,unresolved
R21R1F00164,290,true,0.129069,0.129069,1,,,,0.130763,0.129069,0.129069-0.130763,family_level_single_bbox_not_available,unresolved,unresolved
R21R1F00165,290,true,0,0,0,0,0,0,0,0,0-0,evaluated_exact_gt,unresolved,unresolved
