hypothesis_id,source_auto_node_id,response_thread_id,intersection_component_count,thread_start,thread_end,thread_status,thread_duration_frames,thread_azimuth_min,thread_azimuth_max,thread_radial_min,thread_radial_max,matched_control_available_ratio,mean_spatial_control_ratio,mean_temporal_control_ratio
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000014,1,0,0,transient_unlinked,1,13,20,272,280,1,1.873383,2.314688
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000015,1,1,1,transient_unlinked,1,-52,-45,196,200,1,1.940445,2.295309
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000016,1,1,1,transient_unlinked,1,-29,-27,184,188,1,1.081682,2.575304
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000017,2,1,3,transient_unlinked,3,-20,-7,56,72,1,1.20501,0.911539
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000018,1,1,1,transient_unlinked,1,-16,-13,176,180,1,1.028314,1.886376
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000019,3,1,5,dynamic_local_response_mixed,5,-12,5,96,112,1,1.184687,1.02014
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000020,1,2,2,transient_unlinked,1,-52,-49,244,248,1,1.194469,1.713681
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000021,2,2,4,transient_unlinked,3,-43,-38,188,200,1,1.394661,1.606082
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000022,4,2,6,dynamic_local_response_supported,5,-17,-9,172,192,1,1.363222,1.986165
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000023,4,2,8,dynamic_local_response_supported,7,23,31,276,288,1,1.620383,2.304725
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000024,3,3,7,dynamic_local_response_supported,5,-51,-45,148,164,1,1.54318,2.445048
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000025,3,3,7,dynamic_local_response_supported,5,-42,-35,188,200,1,1.723645,1.546036
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000026,4,3,9,dynamic_local_response_mixed,7,-34,-23,60,72,1,1.455944,0.975409
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000027,2,3,5,transient_unlinked,3,-27,-22,172,184,1,1.383333,2.350537
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000028,2,3,5,transient_unlinked,3,-22,-13,104,120,1,1.527572,1.090015
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000029,2,3,5,transient_unlinked,3,-11,-7,216,220,1,1.568288,1.932061
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000030,19,3,17,dynamic_local_response_mixed,15,-21,2,172,208,1,1.354328,1.780236
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000031,8,3,15,dynamic_local_response_supported,13,-5,15,104,116,1,1.256617,1.307181
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000032,1,3,3,transient_unlinked,1,8,17,56,72,1,0.865978,1.141862
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000033,3,3,7,dynamic_local_response_supported,5,26,32,276,288,1,1.543379,2.5
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000034,2,3,5,transient_unlinked,3,28,35,68,80,1,1.081573,1.106357
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000035,1,3,3,transient_unlinked,1,32,34,208,212,1,1.65634,1.110628
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000036,1,4,4,transient_unlinked,1,-51,-46,152,160,1,1.477865,2.131294
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000037,2,4,6,transient_unlinked,3,-46,-42,128,136,1,1.759478,2.375649
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000038,4,4,10,dynamic_local_response_mixed,7,-31,-23,56,72,1,1.422791,0.976967
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000039,1,4,4,transient_unlinked,1,-25,-22,156,160,1,1.583279,2.276099
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000040,2,4,6,transient_unlinked,3,-4,1,192,196,1,1.479199,2.16257
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000041,2,4,6,transient_unlinked,3,-1,6,216,232,1,1.359116,2.093011
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000042,1,5,5,transient_unlinked,1,-16,-14,184,188,1,1.701018,2.8
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000043,2,5,7,transient_unlinked,3,-10,-7,160,168,1,1.01013,1.478947
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000044,2,5,7,transient_unlinked,3,0,7,220,224,1,1.509892,2.399549
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000045,1,6,6,transient_unlinked,1,-16,-15,156,164,1,1.411436,2.014073
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000046,17,6,18,dynamic_local_response_mixed,13,-23,-7,148,164,1,1.307699,2.551191
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000047,2,6,8,transient_unlinked,3,-11,-7,204,208,1,1.48479,2.327438
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000048,1,7,7,transient_unlinked,1,-18,-12,156,168,1,1.247405,1.631044
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000049,1,7,7,transient_unlinked,1,6,9,60,68,1,0.657697,0.991647
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000050,4,8,14,dynamic_local_response_mixed,7,-18,-11,196,204,1,1.246787,1.63014
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000051,5,9,15,dynamic_local_response_supported,7,-37,-30,160,176,1,1.622376,1.8343
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000052,1,9,9,transient_unlinked,1,-32,-30,148,152,1,1.793496,2.577103
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000053,2,9,11,transient_unlinked,3,-4,1,216,228,1,1.418192,2.251213
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000054,3,10,13,dynamic_local_response_supported,4,-52,-48,136,148,1,1.642525,2.220345
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000055,1,10,10,transient_unlinked,1,-33,-30,164,172,1,1.620108,1.401249
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000056,1,10,10,transient_unlinked,1,-24,-22,136,140,1,1.841126,2.12413
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000057,5,10,18,dynamic_local_response_mixed,9,-19,3,100,112,1,1.214108,1.164298
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000058,1,11,11,transient_unlinked,1,-51,-45,296,304,1,1.537143,2.019761
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000059,1,11,11,transient_unlinked,1,-33,-30,220,224,1,1.303079,1.526741
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000060,1,11,11,transient_unlinked,1,-24,-22,136,144,1,1.724261,2.472073
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000061,11,11,27,dynamic_local_response_mixed,17,-12,17,100,116,1,1.240617,1.108628
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000062,1,11,11,transient_unlinked,1,-10,-6,176,184,1,1.391259,2.292528
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000063,1,11,11,transient_unlinked,1,-6,-3,192,200,1,1.101522,2.271463
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000064,3,11,15,dynamic_local_response_mixed,5,4,13,68,80,1,1.182469,1.408249
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000065,1,12,12,transient_unlinked,1,-21,-19,180,184,1,1.50818,2.579235
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000066,1,12,12,transient_unlinked,1,-10,-7,224,228,1,1.52976,2.272979
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000067,1,13,13,transient_unlinked,1,-10,-7,224,228,1,1.645532,2.10192
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000068,10,14,29,dynamic_local_response_supported,16,-40,-27,192,220,1,1.426608,1.303889
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000069,1,14,14,transient_unlinked,1,-37,-33,140,144,1,1.706018,2.455047
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000070,5,14,20,dynamic_local_response_supported,7,-26,-12,48,64,1,1.47946,1.270769
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000071,3,14,18,dynamic_local_response_supported,5,-22,-14,192,200,1,1.472569,1.402974
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000072,4,14,20,dynamic_local_response_supported,7,-16,-3,168,176,1,1.325153,1.729158
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000073,30,14,34,dynamic_local_response_mixed,21,-12,10,216,240,1,1.542029,1.673175
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000074,3,14,18,dynamic_local_response_supported,5,-7,2,188,196,1,1.206249,1.763091
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000075,3,14,18,dynamic_local_response_supported,5,-3,5,216,224,1,1.289162,2.175242
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000076,2,14,16,transient_unlinked,3,6,16,108,120,1,1.502324,1.551566
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000077,1,15,19,dynamic_local_response_supported,5,-58,-54,124,128,1,1.895754,2.504505
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000078,1,15,15,transient_unlinked,1,-36,-34,72,76,1,1.092832,1.493976
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000079,2,15,17,transient_unlinked,3,-17,-11,100,108,1,1.378338,1.574711
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000080,2,15,17,transient_unlinked,3,-15,-9,168,172,1,1.421921,1.725979
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000081,2,15,17,transient_unlinked,3,-4,4,216,228,1,1.14844,1.840191
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000082,5,15,23,dynamic_local_response_mixed,9,27,41,72,88,1,1.193975,1.419193
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000086,1,16,16,transient_unlinked,1,-56,-54,140,144,1,1.248873,2.316726
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000087,1,16,16,transient_unlinked,1,-41,-39,156,160,1,1.354248,2.523752
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000088,2,16,18,transient_unlinked,3,-36,-31,164,172,1,1.661996,1.73345
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000089,2,16,18,transient_unlinked,3,-4,6,60,68,1,1.136454,1.343605
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000090,1,16,16,transient_unlinked,1,12,16,72,80,1,1.199373,1.461716
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000091,3,16,20,dynamic_local_response_mixed,5,26,39,68,80,1,1.138443,1.342948
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000092,1,17,17,transient_unlinked,1,-37,-35,144,148,1,1.321609,2.397837
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000093,1,17,17,transient_unlinked,1,-34,-31,136,140,1,1.729491,2.214019
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000094,1,17,17,transient_unlinked,1,-25,-22,136,140,1,1.222674,2.528583
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000095,2,17,19,transient_unlinked,3,-20,-15,176,180,1,1.541649,1.724231
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000096,2,17,19,transient_unlinked,3,12,22,108,116,1,1.309468,1.594324
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000097,10,18,36,dynamic_local_response_supported,19,-52,-27,76,112,1,1.666269,2.397823
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000098,1,18,18,transient_unlinked,1,-50,-47,132,136,1,1.325284,2.31055
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000099,2,18,20,transient_unlinked,3,-37,-31,204,216,1,1.545823,1.244027
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000100,1,18,18,transient_unlinked,1,-26,-24,188,192,1,1.485792,1.081782
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000101,3,18,22,dynamic_local_response_supported,5,-19,-12,172,184,1,1.540383,1.661893
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000102,1,18,18,transient_unlinked,1,-10,-7,208,212,1,1.588405,1.403436
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000103,8,18,28,dynamic_local_response_mixed,11,0,17,100,116,1,1.332682,1.138076
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000104,1,18,18,transient_unlinked,1,16,22,112,116,1,1.847095,1.790689
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000105,3,19,23,dynamic_local_response_supported,5,-25,-10,88,100,1,1.815097,2.05859
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000106,3,19,23,dynamic_local_response_supported,5,-25,-18,184,192,1,1.370486,1.418221
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000107,1,19,19,transient_unlinked,1,-15,-13,192,196,1,1.444274,1.300645
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000108,1,19,19,transient_unlinked,1,-7,-4,168,184,1,1.179542,1.455857
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000109,1,19,19,transient_unlinked,1,-4,3,188,196,1,1.177646,1.904695
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000110,2,19,21,transient_unlinked,3,6,9,192,200,1,1.152781,2.351151
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000111,1,20,20,transient_unlinked,1,-55,-53,120,128,1,1.364194,2.337393
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000112,2,20,22,transient_unlinked,3,-29,-23,64,72,1,1.575589,1.929616
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000113,3,20,24,dynamic_local_response_supported,5,-25,-14,88,96,1,2.105437,2.096664
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000114,1,20,20,transient_unlinked,1,-13,-11,88,96,1,1.265113,1.650356
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000115,1,20,20,transient_unlinked,1,-11,-7,144,160,1,1.064989,2.08516
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000116,16,20,35,dynamic_local_response_supported,16,-1,11,188,204,1,1.22343,1.579522
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000117,8,21,35,dynamic_local_response_supported,15,-48,-31,80,108,1,1.757909,2.477543
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000118,1,21,21,transient_unlinked,1,-30,-28,160,168,1,1.518,1.816242
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000119,1,21,21,transient_unlinked,1,-29,-26,64,68,1,1.792163,2.49505
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000120,1,21,21,transient_unlinked,1,-6,-4,208,212,1,1.548411,1.928128
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000121,4,21,25,dynamic_local_response_mixed,5,-5,-1,152,168,1,1.084628,1.714598
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000122,2,22,24,transient_unlinked,3,-30,-27,140,148,1,1.626637,3.025207
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000123,1,22,22,transient_unlinked,1,-23,-19,184,188,1,1.680233,1.589928
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000124,2,22,24,transient_unlinked,3,-6,-2,192,200,1,1.428163,1.745752
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000125,7,23,35,dynamic_local_response_supported,13,-60,-51,252,280,1,1.610401,2.243094
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000126,9,23,35,dynamic_local_response_supported,13,-53,-39,96,120,1,1.372791,2.574501
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000127,1,23,23,transient_unlinked,1,-29,-27,136,148,1,1.517038,2.747387
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000128,3,23,27,dynamic_local_response_supported,5,-20,-13,128,144,1,1.583859,2.940579
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000129,1,23,23,transient_unlinked,1,-19,-17,56,60,1,1.546311,1.633864
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000130,3,23,27,dynamic_local_response_supported,5,-15,-10,172,176,1,1.563152,1.400608
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000131,1,23,23,transient_unlinked,1,-5,-3,192,196,1,1.463433,1.953437
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000132,7,24,34,dynamic_local_response_supported,11,-59,-51,256,280,1,1.640358,2.150192
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000133,3,24,28,dynamic_local_response_supported,5,-48,-43,116,128,1,1.362344,2.708627
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000134,1,24,24,transient_unlinked,1,-40,-38,176,180,1,1.503815,1.84879
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000135,7,24,36,dynamic_local_response_supported,13,-35,-23,184,208,1,1.402204,1.324796
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000136,6,24,29,dynamic_local_response_supported,6,-29,-18,140,160,1,1.477218,1.798977
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000137,3,24,28,dynamic_local_response_supported,5,-18,-9,124,144,1,1.434498,3.090703
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000138,1,24,24,transient_unlinked,1,-6,-4,144,148,1,1.112623,2.286403
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000139,2,24,26,transient_unlinked,3,-5,-2,152,168,1,1.286255,1.870864
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000140,1,25,25,transient_unlinked,1,-40,-37,176,180,1,1.688735,1.521705
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000141,11,25,35,dynamic_local_response_supported,11,-39,-30,160,180,1,1.710758,1.847831
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000142,1,25,25,transient_unlinked,1,-24,-20,92,96,1,1.724227,1.592857
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000143,1,25,25,transient_unlinked,1,-11,-9,188,192,1,1.398058,1.111356
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000144,6,25,35,dynamic_local_response_supported,11,-5,6,96,100,1,1.321277,1.894555
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000145,27,25,53,dynamic_local_response_mixed,29,5,32,44,72,1,1.233848,1.176381
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000146,1,26,26,transient_unlinked,1,-27,-25,168,172,1,1.268949,1.188345
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000147,1,26,26,transient_unlinked,1,-21,-19,180,184,1,1.508583,1.001453
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000148,1,26,26,transient_unlinked,1,-18,-16,180,184,1,1.146268,1.170968
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000149,1,26,26,transient_unlinked,1,-14,-10,172,176,1,1.690989,1.388438
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000150,1,26,26,transient_unlinked,1,-5,-1,96,100,1,1.442018,1.579858
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000151,7,26,34,dynamic_local_response_mixed,9,7,18,44,64,1,1.291246,1.063212
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000152,1,27,27,transient_unlinked,1,-40,-37,196,200,1,1.826331,1.633646
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000153,1,27,27,transient_unlinked,1,-11,-9,136,140,1,1.068117,2.94457
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000154,1,28,28,transient_unlinked,1,-39,-37,196,200,1,1.957033,1.565801
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000155,4,28,34,dynamic_local_response_supported,7,-29,-20,136,152,1,1.51433,2.266151
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000156,1,28,28,transient_unlinked,1,-24,-20,88,92,1,1.436699,2.159476
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000157,1,28,28,transient_unlinked,1,-5,-2,144,148,1,0.981228,2.286601
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000158,1,28,28,transient_unlinked,1,27,29,68,72,1,0.918155,1.315565
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000159,5,29,33,dynamic_local_response_supported,5,-11,0,48,68,1,1.237772,1.347154
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000160,1,29,29,transient_unlinked,1,-1,2,172,176,1,1.29375,1.109691
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000161,2,30,32,transient_unlinked,3,-39,-35,204,212,1,1.743148,1.744448
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000162,1,30,30,transient_unlinked,1,-30,-28,124,128,1,1.316125,2.502787
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000163,3,30,34,dynamic_local_response_supported,5,-12,-7,44,56,1,1.761337,1.768233
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000164,3,30,34,dynamic_local_response_supported,5,-4,2,96,100,1,1.291444,2.011569
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000165,1,30,30,transient_unlinked,1,0,2,168,176,1,1.172122,1.333469
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000166,1,31,31,transient_unlinked,1,-56,-54,188,192,1,1.309072,2.910276
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000167,1,31,31,transient_unlinked,1,-39,-35,208,216,1,1.794956,1.916555
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000168,1,31,31,transient_unlinked,1,-16,-14,128,136,1,1.656577,2.929879
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000169,1,31,31,transient_unlinked,1,-12,-10,120,124,1,1.80888,3.423873
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000170,1,31,31,transient_unlinked,1,-11,-9,132,136,1,0.948353,3.574492
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000171,1,32,32,transient_unlinked,1,-15,-13,128,136,1,1.480312,2.50533
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000172,1,32,32,transient_unlinked,1,-15,-11,168,172,1,1.420408,1.582846
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000173,1,32,32,transient_unlinked,1,-4,-1,156,160,1,1.227375,2.250221
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000174,1,33,33,transient_unlinked,1,-43,-41,144,148,1,1.661417,2.417708
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000175,3,33,37,dynamic_local_response_supported,5,-34,-23,184,196,1,1.47376,1.485206
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000176,1,33,33,transient_unlinked,1,-25,-23,140,144,1,1.55675,2.974552
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000177,1,33,33,transient_unlinked,1,-23,-21,164,168,1,1.791737,1.586224
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000178,1,33,33,transient_unlinked,1,-20,-17,148,156,1,1.307274,2.210852
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000179,1,33,33,transient_unlinked,1,22,24,128,132,1,1.093051,0.985661
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000180,4,34,36,dynamic_local_response_mixed,3,-51,-42,92,112,1,1.226497,2.609699
WGV33B_H001,AUTO_GM_RM011_0001,WGV33D_THREAD_000181,1,34,34,transient_unlinked,1,-43,-41,144,148,1,1.491672,2.094481
