scene,optical_frame_num,diagnostic_vehicle_id,source_track_id,source_segment_id,source_det_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,display_label,display_status,risk_tags,reason
GM_RM011,142,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000142_001,41.144,271.143,455.625,595.499,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
GM_RM011,143,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000143_001,77.589,277.508,475.595,595.912,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
GM_RM011,144,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000144_001,117.215,286.684,497.868,596.016,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
GM_RM011,145,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000145_001,156.630,287.776,525.448,596.023,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
GM_RM011,146,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000146_001,200.096,283.881,564.983,596.044,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
GM_RM011,147,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000147_001,242.429,277.178,608.001,595.674,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
GM_RM011,148,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000148_001,282.113,270.674,651.290,595.409,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
GM_RM011,149,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000149_001,321.522,266.725,698.307,595.062,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
GM_RM011,150,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000150_001,359.910,263.376,746.159,595.023,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
GM_RM011,151,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000151_001,400.999,261.343,792.032,594.656,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
GM_RM011,152,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000152_001,440.895,265.654,808.997,594.631,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
GM_RM011,153,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000153_001,480.168,270.814,813.131,594.784,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
GM_RM011,154,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000154_001,513.789,273.504,812.722,595.020,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
GM_RM011,155,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000155_001,539.075,272.676,810.907,595.125,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
GM_RM011,156,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000156_001,559.924,270.230,809.008,595.072,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
GM_RM011,157,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000157_001,579.946,268.867,807.312,595.068,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
GM_RM011,158,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000158_001,600.427,267.216,805.540,594.695,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
GM_RM011,159,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000159_001,619.605,261.434,804.258,593.229,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
GM_RM011,160,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000160_001,638.059,255.269,803.230,574.102,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
GM_RM011,161,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_001,GM_RM011_000161_001,658.078,248.688,802.353,555.142,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Right-edge white vehicle review fragment.
GM_RM011,164,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_002,GM_RM011_000164_001,725.617,273.141,803.172,430.138,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Thin edge continuation; review only.
GM_RM011,165,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_002,GM_RM011_000165_001,746.537,280.627,801.387,420.247,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Thin edge continuation; review only.
GM_RM011,166,GM_RM011_V003,bs_0029,GM_RM011__botsort__normalized_active__bs_0029__seg_002,GM_RM011_000166_002,770.166,305.417,800.798,443.458,GM_RM011_V003,review_only,edge_contact;thin_crop_risk,Thin edge continuation; review only.
GM_RM011,231,GM_RM011_V004,bs_0044,GM_RM011__botsort__normalized_active__bs_0044__seg_002,GM_RM011_000231_001,0.029,261.151,597.469,432.015,GM_RM011_V004,weak_timeline,part_state_transition;review,Weak source fragment for bs_0044 to bs_0038 part transition.
GM_RM011,232,GM_RM011_V004,bs_0044,GM_RM011__botsort__normalized_active__bs_0044__seg_002,GM_RM011_000232_001,9.721,264.056,676.038,437.802,GM_RM011_V004,weak_timeline,part_state_transition;review,Weak source fragment for bs_0044 to bs_0038 part transition.
GM_RM011,233,GM_RM011_V004,bs_0044,GM_RM011__botsort__normalized_active__bs_0044__seg_002,GM_RM011_000233_001,18.101,265.629,700.006,451.275,GM_RM011_V004,weak_timeline,part_state_transition;review,Weak source fragment for bs_0044 to bs_0038 part transition.
GM_RM011,236,GM_RM011_V004,bs_0038,GM_RM011__botsort__normalized_active__bs_0038__seg_002,GM_RM011_000236_001,241.699,264.535,798.153,591.579,GM_RM011_V004,weak_timeline,part_state_transition;review,Weak target fragment for bs_0044 to bs_0038 part transition.
GM_RM011,237,GM_RM011_V004,bs_0038,GM_RM011__botsort__normalized_active__bs_0038__seg_002,GM_RM011_000237_001,281.144,269.321,802.386,593.018,GM_RM011_V004,weak_timeline,part_state_transition;review,Weak target fragment for bs_0044 to bs_0038 part transition.
GM_RM011,238,GM_RM011_V004,bs_0038,GM_RM011__botsort__normalized_active__bs_0038__seg_002,GM_RM011_000238_001,337.129,275.146,803.208,593.767,GM_RM011_V004,weak_timeline,part_state_transition;review,Weak target fragment for bs_0044 to bs_0038 part transition.
GM_RM011,239,GM_RM011_V004,bs_0038,GM_RM011__botsort__normalized_active__bs_0038__seg_002,GM_RM011_000239_001,398.841,282.429,803.249,594.025,GM_RM011_V004,weak_timeline,part_state_transition;review,Weak target fragment for bs_0044 to bs_0038 part transition.
GM_RM011,240,GM_RM011_V004,bs_0038,GM_RM011__botsort__normalized_active__bs_0038__seg_002,GM_RM011_000240_001,458.543,291.704,802.298,593.412,GM_RM011_V004,weak_timeline,part_state_transition;review,Weak target fragment for bs_0044 to bs_0038 part transition.
GM_RM011,241,GM_RM011_V004,bs_0038,GM_RM011__botsort__normalized_active__bs_0038__seg_002,GM_RM011_000241_001,513.786,306.565,801.625,593.307,GM_RM011_V004,weak_timeline,part_state_transition;review,Weak target fragment for bs_0044 to bs_0038 part transition.
GM_RM011,242,GM_RM011_V004,bs_0038,GM_RM011__botsort__normalized_active__bs_0038__seg_002,GM_RM011_000242_001,573.446,328.023,801.142,593.870,GM_RM011_V004,weak_timeline,part_state_transition;review,Weak target fragment for bs_0044 to bs_0038 part transition.
GM_RM011,243,GM_RM011_V004,bs_0038,GM_RM011__botsort__normalized_active__bs_0038__seg_002,GM_RM011_000243_001,626.145,355.302,800.415,594.411,GM_RM011_V004,weak_timeline,part_state_transition;review,Weak target fragment for bs_0044 to bs_0038 part transition.
GM_RM011,244,GM_RM011_V004,bs_0038,GM_RM011__botsort__normalized_active__bs_0038__seg_002,GM_RM011_000244_002,682.819,365.853,800.153,593.966,GM_RM011_V004,weak_timeline,part_state_transition;review,Weak target fragment for bs_0044 to bs_0038 part transition.
GM_RM011,245,GM_RM011_V004,bs_0038,GM_RM011__botsort__normalized_active__bs_0038__seg_002,GM_RM011_000245_002,737.133,385.300,799.952,593.781,GM_RM011_V004,weak_timeline,part_state_transition;review,Weak target fragment for bs_0044 to bs_0038 part transition.
GM_RM011,256,GM_RM011_FORBIDDEN_CONTEXT_002,bs_0056,GM_RM011__botsort__normalized_active__bs_0056__seg_001,GM_RM011_000256_001,9.770,294.214,698.121,369.104,GM_RM011_FORBIDDEN_CONTEXT_002,forbidden_not_rendered,forbidden_bridge;part_switch;competition,Source fragment used only to block bs_0056 to bs_0061 bridge.
GM_RM011,257,GM_RM011_FORBIDDEN_CONTEXT_002,bs_0056,GM_RM011__botsort__normalized_active__bs_0056__seg_001,GM_RM011_000257_001,39.231,286.106,719.194,389.590,GM_RM011_FORBIDDEN_CONTEXT_002,forbidden_not_rendered,forbidden_bridge;part_switch;competition,Source fragment used only to block bs_0056 to bs_0061 bridge.
GM_RM011,258,GM_RM011_FORBIDDEN_CONTEXT_002,bs_0056,GM_RM011__botsort__normalized_active__bs_0056__seg_001,GM_RM011_000258_001,12.705,283.994,684.381,416.281,GM_RM011_FORBIDDEN_CONTEXT_002,forbidden_not_rendered,forbidden_bridge;part_switch;competition,Source fragment used only to block bs_0056 to bs_0061 bridge.
GM_RM011,259,GM_RM011_FORBIDDEN_CONTEXT_002,bs_0056,GM_RM011__botsort__normalized_active__bs_0056__seg_001,GM_RM011_000259_001,59.907,289.577,733.923,426.216,GM_RM011_FORBIDDEN_CONTEXT_002,forbidden_not_rendered,forbidden_bridge;part_switch;competition,Source fragment used only to block bs_0056 to bs_0061 bridge.
GM_RM011,260,GM_RM011_FORBIDDEN_CONTEXT_002,bs_0056,GM_RM011__botsort__normalized_active__bs_0056__seg_001,GM_RM011_000260_001,127.132,298.003,784.552,424.789,GM_RM011_FORBIDDEN_CONTEXT_002,forbidden_not_rendered,forbidden_bridge;part_switch;competition,Source fragment used only to block bs_0056 to bs_0061 bridge.
GM_RM011,261,GM_RM011_FORBIDDEN_CONTEXT_002,bs_0056,GM_RM011__botsort__normalized_active__bs_0056__seg_001,GM_RM011_000261_002,188.794,301.518,795.312,426.397,GM_RM011_FORBIDDEN_CONTEXT_002,forbidden_not_rendered,forbidden_bridge;part_switch;competition,Source fragment used only to block bs_0056 to bs_0061 bridge.
GM_RM011,262,GM_RM011_V002,bs_0061,GM_RM011__botsort__normalized_active__bs_0061__seg_001,GM_RM011_000262_002,0.750,395.915,159.319,594.573,GM_RM011_V002,weak_timeline,part_state_transition;longer_gap;review,Weak first fragment of the bs_0061 local chain.
GM_RM011,263,GM_RM011_V002,bs_0061,GM_RM011__botsort__normalized_active__bs_0061__seg_001,GM_RM011_000263_002,0.704,380.599,189.050,594.666,GM_RM011_V002,weak_timeline,part_state_transition;longer_gap;review,Weak first fragment of the bs_0061 local chain.
GM_RM011,264,GM_RM011_V002,bs_0061,GM_RM011__botsort__normalized_active__bs_0061__seg_001,GM_RM011_000264_002,0.834,364.858,223.936,594.502,GM_RM011_V002,weak_timeline,part_state_transition;longer_gap;review,Weak first fragment of the bs_0061 local chain.
GM_RM011,265,GM_RM011_V002,bs_0061,GM_RM011__botsort__normalized_active__bs_0061__seg_001,GM_RM011_000265_002,0.947,349.668,268.947,594.312,GM_RM011_V002,weak_timeline,part_state_transition;longer_gap;review,Weak first fragment of the bs_0061 local chain.
GM_RM011,266,GM_RM011_V002,bs_0061,GM_RM011__botsort__normalized_active__bs_0061__seg_001,GM_RM011_000266_002,1.245,340.960,322.986,594.172,GM_RM011_V002,weak_timeline,part_state_transition;longer_gap;review,Weak first fragment of the bs_0061 local chain.
GM_RM011,267,GM_RM011_V002,bs_0061,GM_RM011__botsort__normalized_active__bs_0061__seg_001,GM_RM011_000267_002,1.329,336.070,381.064,594.119,GM_RM011_V002,weak_timeline,part_state_transition;longer_gap;review,Weak first fragment of the bs_0061 local chain.
GM_RM011,268,GM_RM011_V002,bs_0061,GM_RM011__botsort__normalized_active__bs_0061__seg_001,GM_RM011_000268_002,1.387,331.451,445.861,594.119,GM_RM011_V002,weak_timeline,part_state_transition;longer_gap;review,Weak first fragment of the bs_0061 local chain.
GM_RM011,269,GM_RM011_V002,bs_0061,GM_RM011__botsort__normalized_active__bs_0061__seg_001,GM_RM011_000269_001,5.824,325.871,521.443,593.713,GM_RM011_V002,weak_timeline,part_state_transition;longer_gap;review,Weak first fragment of the bs_0061 local chain.
GM_RM011,270,GM_RM011_V002,bs_0061,GM_RM011__botsort__normalized_active__bs_0061__seg_001,GM_RM011_000270_002,11.849,319.738,609.257,593.422,GM_RM011_V002,weak_timeline,part_state_transition;longer_gap;review,Weak first fragment of the bs_0061 local chain.
GM_RM011,279,GM_RM011_V002,bs_0061,GM_RM011__botsort__normalized_active__bs_0061__seg_002,GM_RM011_000279_001,224.205,282.550,794.297,590.678,GM_RM011_V002,strong_timeline,partial_visible;competitor_excluded,Central white vehicle front/window segment.
GM_RM011,280,GM_RM011_V002,bs_0061,GM_RM011__botsort__normalized_active__bs_0061__seg_002,GM_RM011_000280_001,257.333,282.629,801.856,590.852,GM_RM011_V002,strong_timeline,partial_visible;competitor_excluded,Central white vehicle front/window segment.
GM_RM011,281,GM_RM011_V002,bs_0061,GM_RM011__botsort__normalized_active__bs_0061__seg_002,GM_RM011_000281_001,265.830,285.677,804.295,590.645,GM_RM011_V002,strong_timeline,partial_visible;competitor_excluded,Central white vehicle front/window segment.
GM_RM011,283,GM_RM011_FORBIDDEN_CONTEXT_001,bs_0064,GM_RM011__botsort__normalized_active__bs_0064__seg_001,GM_RM011_000283_001,0.257,372.482,74.669,592.341,GM_RM011_FORBIDDEN_CONTEXT_001,forbidden_not_rendered,forbidden_bridge;competition,Competing left-edge vehicle used only to block bs_0061 to bs_0064 merge.
GM_RM011,283,GM_RM011_V002,bs_0061,GM_RM011__botsort__normalized_active__bs_0061__seg_003,GM_RM011_000283_002,267.574,294.535,806.173,591.153,GM_RM011_V002,strong_timeline,partial_visible;competitor_excluded,Continuation of central white vehicle front/window segment.
GM_RM011,284,GM_RM011_FORBIDDEN_CONTEXT_001,bs_0064,GM_RM011__botsort__normalized_active__bs_0064__seg_001,GM_RM011_000284_002,0.374,338.705,107.353,593.155,GM_RM011_FORBIDDEN_CONTEXT_001,forbidden_not_rendered,forbidden_bridge;competition,Competing left-edge vehicle used only to block bs_0061 to bs_0064 merge.
GM_RM011,284,GM_RM011_V002,bs_0061,GM_RM011__botsort__normalized_active__bs_0061__seg_003,GM_RM011_000284_001,268.954,299.918,805.572,590.874,GM_RM011_V002,strong_timeline,partial_visible;competitor_excluded,Continuation of central white vehicle front/window segment.
GM_RM011,285,GM_RM011_FORBIDDEN_CONTEXT_001,bs_0064,GM_RM011__botsort__normalized_active__bs_0064__seg_001,GM_RM011_000285_002,0.444,307.317,147.009,593.985,GM_RM011_FORBIDDEN_CONTEXT_001,forbidden_not_rendered,forbidden_bridge;competition,Competing left-edge vehicle used only to block bs_0061 to bs_0064 merge.
GM_RM011,285,GM_RM011_V002,bs_0061,GM_RM011__botsort__normalized_active__bs_0061__seg_003,GM_RM011_000285_001,275.965,298.749,805.491,591.333,GM_RM011_V002,strong_timeline,partial_visible;competitor_excluded,Continuation of central white vehicle front/window segment.
GM_RM011,286,GM_RM011_FORBIDDEN_CONTEXT_001,bs_0064,GM_RM011__botsort__normalized_active__bs_0064__seg_001,GM_RM011_000286_002,0.607,278.613,192.619,594.357,GM_RM011_FORBIDDEN_CONTEXT_001,forbidden_not_rendered,forbidden_bridge;competition,Competing left-edge vehicle used only to block bs_0061 to bs_0064 merge.
GM_RM011,286,GM_RM011_V002,bs_0061,GM_RM011__botsort__normalized_active__bs_0061__seg_003,GM_RM011_000286_001,330.799,299.595,804.838,592.502,GM_RM011_V002,strong_timeline,partial_visible;competitor_excluded,Continuation of central white vehicle front/window segment.
GM_RM011,287,GM_RM011_FORBIDDEN_CONTEXT_001,bs_0064,GM_RM011__botsort__normalized_active__bs_0064__seg_001,GM_RM011_000287_002,0.745,189.420,242.405,593.612,GM_RM011_FORBIDDEN_CONTEXT_001,forbidden_not_rendered,forbidden_bridge;competition,Competing left-edge vehicle used only to block bs_0061 to bs_0064 merge.
GM_RM011,287,GM_RM011_V002,bs_0061,GM_RM011__botsort__normalized_active__bs_0061__seg_003,GM_RM011_000287_001,400.294,314.733,803.530,593.515,GM_RM011_V002,strong_timeline,partial_visible;competitor_excluded,Continuation of central white vehicle front/window segment.
GM_RM011,288,GM_RM011_FORBIDDEN_CONTEXT_001,bs_0064,GM_RM011__botsort__normalized_active__bs_0064__seg_001,GM_RM011_000288_002,0.819,152.806,295.926,594.001,GM_RM011_FORBIDDEN_CONTEXT_001,forbidden_not_rendered,forbidden_bridge;competition,Competing left-edge vehicle used only to block bs_0061 to bs_0064 merge.
