pair_id,frame,track_id,physical_vehicle_id,old_visibility_state,geometry_edge_state,visual_observation_state,visible_parts,direct_observable,temporally_recoverable,not_safely_recoverable,state_reason
WGV35A_PAIR_0017,158,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0019,158,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0022,159,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0024,159,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0021,159,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,left_contact,temporally_recoverable,right_or_center_visible;left_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
WGV35A_PAIR_0023,159,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,left_contact,temporally_recoverable,right_or_center_visible;left_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
WGV35A_PAIR_0026,160,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0028,160,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0025,160,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,left_contact,temporally_recoverable,right_or_center_visible;left_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
WGV35A_PAIR_0027,160,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,left_contact,temporally_recoverable,right_or_center_visible;left_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
WGV35A_PAIR_0029,161,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0032,161,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0030,161,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=mixed_partial_full_observations;boundary=boundary_truncation_present;multi=multiple_observations,left_near_edge,temporally_recoverable,right_or_center_visible;left_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
WGV35A_PAIR_0033,161,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=mixed_partial_full_observations;boundary=boundary_truncation_present;multi=multiple_observations,left_near_edge,temporally_recoverable,right_or_center_visible;left_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
WGV35A_PAIR_0034,161,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=mixed_partial_full_observations;boundary=boundary_truncation_present;multi=multiple_observations,left_contact,not_safely_recoverable,right_or_center_visible;left_side_outside_or_uncertain,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0036,162,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0039,162,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0035,162,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=partial_to_full_transition;boundary=boundary_truncation_present;multi=single_observation,left_near_edge,temporally_recoverable,right_or_center_visible;left_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
WGV35A_PAIR_0038,162,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=partial_to_full_transition;boundary=boundary_truncation_present;multi=single_observation,left_near_edge,temporally_recoverable,right_or_center_visible;left_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
WGV35A_PAIR_0037,162,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=partial_to_full_transition;boundary=boundary_truncation_present;multi=single_observation,left_contact,temporally_recoverable,right_or_center_visible;left_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
WGV35A_PAIR_0040,162,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=partial_to_full_transition;boundary=boundary_truncation_present;multi=single_observation,left_contact,temporally_recoverable,right_or_center_visible;left_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
WGV35A_PAIR_0042,163,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0045,163,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0041,163,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=partial_to_full_transition;boundary=boundary_truncation_present;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0044,163,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=partial_to_full_transition;boundary=boundary_truncation_present;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0043,163,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=partial_to_full_transition;boundary=boundary_truncation_present;multi=single_observation,left_contact,temporally_recoverable,right_or_center_visible;left_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
WGV35A_PAIR_0047,164,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0050,164,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0048,164,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=partial_to_full_transition;boundary=boundary_truncation_present;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0051,164,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=partial_to_full_transition;boundary=boundary_truncation_present;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0049,164,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=partial_to_full_transition;boundary=boundary_truncation_present;multi=single_observation,left_contact,temporally_recoverable,right_or_center_visible;left_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
WGV35A_PAIR_0054,165,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0057,165,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0053,165,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0056,165,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0055,165,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,left_contact,temporally_recoverable,right_or_center_visible;left_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
WGV35A_PAIR_0059,166,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0062,166,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0060,166,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0063,166,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0061,166,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,left_contact,temporally_recoverable,right_or_center_visible;left_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
WGV35A_PAIR_0064,166,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=boundary_truncation_present;multi=single_observation,left_contact,temporally_recoverable,right_or_center_visible;left_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
WGV35A_PAIR_0066,167,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0069,167,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0065,167,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0068,167,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0071,168,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0074,168,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0077,168,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0073,168,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0076,168,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0079,168,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0080,169,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0083,169,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0082,169,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0085,169,oty1t_obj_GM_RM017_bytetrack_bt_0010,PV_GM17_WHITE_SUV,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,no_edge_contact,direct_observable,full_body_approximately_visible,true,false,false,"bbox has no hard/soft edge contact, size is sufficient, and pair confidence is high"
WGV35A_PAIR_0081,169,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,left_near_edge,temporally_recoverable,right_or_center_visible;left_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
WGV35A_PAIR_0084,169,oty1t_obj_GM_RM017_bytetrack_bt_0012,PV_GM17_DARK_FOLLOW,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=single_observation,left_near_edge,temporally_recoverable,right_or_center_visible;left_side_outside_or_uncertain,false,true,false,bbox touches or approaches image boundary; temporal full-vehicle anchors are required
WGV35A_PAIR_0088,170,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=multiple_observations,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
WGV35A_PAIR_0091,170,oty1t_obj_GM_RM017_bytetrack_bt_0008,PV_GM17_DARK_LEAD_CANDIDATE,visibility=visible_main_observation;uncertainty=moderate_uncertainty;partial=none;boundary=none;multi=multiple_observations,no_edge_contact,not_safely_recoverable,full_body_approximately_visible,false,false,true,not high-confidence or too local for safe full-vehicle state use
