subject_name,sar_frame,timestamp_or_sequence_index,physical_vehicle_id,split,center_range_m,center_azimuth_m,absolute_range_from_radar_m,absolute_azimuth_deg,motion_tangent_image_deg,motion_tangent_uncertainty_deg,body_axis_proxy_deg,body_axis_proxy_source,body_axis_proxy_uncertainty_deg,local_range_axis_image_deg,relative_aspect_angle_deg,aspect_domain_status,total_background_subtracted_energy,inner_outer_density_ratio,range_p50_width_m,range_p80_width_m,range_p90_width_m,azimuth_p50_width_m,azimuth_p80_width_m,azimuth_p90_width_m,body_long_p80_width_m,body_short_p80_width_m,vehicle_projection_envelope_status,required_missing_support_m,required_extra_spread_m,global_energy_axis_image_deg,dominant_component_axis_image_deg,significant_component_layout_axis_image_deg,global_axis_ratio,dominant_axis_ratio,layout_axis_ratio,axis_representation_consistency_status,energy_centroid_body_long_offset_m,energy_centroid_body_short_offset_m,peak_energy_body_long_offset_m,peak_energy_body_short_offset_m,top_energy_quantile_centroid_body_long_offset_m,top_energy_quantile_centroid_body_short_offset_m,energy_centroid_range_offset_m,energy_centroid_azimuth_offset_m,radar_near_half_energy,radar_far_half_energy,near_far_energy_ratio,body_positive_half_energy,body_negative_half_energy,body_half_energy_ratio,body_short_positive_half_energy,body_short_negative_half_energy,body_short_half_energy_ratio,significant_component_count,dominant_component_energy_fraction,mask_observability_status,measurement_status
vehicle_body_axis_reference,334,334,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-7.386315,-11.63913,13.785028,-122.399644,-0.333548,2.900752,1.088342,E0_R2_two_sided_trajectory_body_axis_proxy,1.97731,57.600356,56.512014,IN_CALIBRATION_ASPECT_DOMAIN,33114,1.006156,0.614249,1.532452,2.630412,0.92211,1.459881,1.754585,1.925352,0.965889,VEHICLE_ENVELOPE_STABLE_SOFT,0,0,48.108798,177.169574,175.105894,1.972307,3.750605,4.320181,AXES_DIVERGENT,0.374284,0.362485,1.611054,0.760667,0.681512,0.587784,-0.508829,0.112148,222093,205133,1.082678,217749,209477,1.039489,222979,204247,1.091712,4,0.419792,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,335,335,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-6.9498,-11.75049,13.651877,-120.602094,-0.52904,3.817682,0.167191,E0_R2_two_sided_trajectory_body_axis_proxy,1.0447,59.397906,59.230715,IN_CALIBRATION_ASPECT_DOMAIN,38296,1.029154,0.551701,1.01741,2.116887,0.858249,1.576228,1.78783,1.799905,0.660085,VEHICLE_ENVELOPE_STABLE_SOFT,0.173161,0,47.582157,177.302221,0,1.908216,4.388501,1,AXES_DIVERGENT,0.412133,0.448143,1.702251,0.837526,0.69298,0.717875,-0.5959,0.124857,239841,219244,1.093946,234215,224870,1.041557,240999,218086,1.105064,2,0.484776,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,336,336,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-11.60469,-13.710555,17.962409,-130.244762,0.135745,4.212995,179.786847,E0_R2_two_sided_trajectory_body_axis_proxy,1.169179,59.226854,59.440007,IN_CALIBRATION_ASPECT_DOMAIN,22940,0.987034,2.055799,3.450901,4.153728,1.037328,1.703712,1.960687,2.182061,3.180424,VEHICLE_ENVELOPE_STRESS,0,0.583364,53.470603,138.081099,0,2.208324,1.847425,1,AXES_DIVERGENT,-0.0054,-0.05684,-0.018616,-1.632636,0.008977,-0.255963,-0.046995,-0.032426,213175,215344,0.989928,217142,211377,1.027274,215052,213467,1.007425,2,0.029512,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,337,337,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-6.684465,-11.67522,13.453358,-119.792621,-0.245544,2.140989,179.500937,E0_R2_two_sided_trajectory_body_axis_proxy,1.021267,60.207379,60.706442,IN_CALIBRATION_ASPECT_DOMAIN,70517,1.112516,0.722229,1.41646,1.673435,1.304916,2.916108,3.45569,3.153539,0.451499,VEHICLE_ENVELOPE_STABLE_SOFT,0.275677,0,3.295365,172.047979,175.64423,2.512149,3.37312,9.313955,AXES_LOCALLY_CONSISTENT,-0.499665,-0.409288,-1.907971,-0.753867,-0.946093,-0.696527,-0.601428,0.235512,267780,236519,1.132171,242212,262087,0.924166,230448,273851,0.841509,10,0.319313,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,338,338,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-6.423,-11.6847,13.333685,-118.797296,-0.486978,1.185709,179.468615,E0_R2_two_sided_trajectory_body_axis_proxy,0.752018,61.202704,61.734089,IN_CALIBRATION_ASPECT_DOMAIN,69169,1.087818,0.727794,1.424073,1.63823,1.558942,2.929854,3.401846,3.153203,0.447705,VEHICLE_ENVELOPE_STABLE_SOFT,0.279472,0,3.040837,175.071459,176.288644,2.47453,3.023396,33.639075,AXES_LOCALLY_CONSISTENT,-0.432393,-0.411521,-1.825996,-0.763668,-0.807771,-0.704103,-0.567217,0.185953,280707,248286,1.130579,254237,274756,0.925319,243968,285025,0.855953,9,0.292053,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,339,339,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-6.302565,-11.61591,13.215585,-118.48339,-0.591188,0.600733,0.066252,E0_R2_two_sided_trajectory_body_axis_proxy,0.745194,61.51661,61.450358,IN_CALIBRATION_ASPECT_DOMAIN,90285,1.118698,0.726006,1.408001,1.597073,1.627287,3.057931,3.474505,3.270137,0.509375,VEHICLE_ENVELOPE_STABLE_SOFT,0.217802,0,1.813106,173.129307,175.000241,2.467397,3.01911,11.596901,AXES_LOCALLY_CONSISTENT,0.456342,0.368885,1.893348,0.675721,0.847661,0.639215,-0.542125,0.224554,336387,290755,1.156943,329010,298132,1.103572,338208,288934,1.170537,7,0.280578,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,340,340,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-6.0957,-11.53851,13.049704,-117.847126,-0.298061,2.626841,0.742528,E0_R2_two_sided_trajectory_body_axis_proxy,1.070497,62.152874,61.410346,IN_CALIBRATION_ASPECT_DOMAIN,59516,1.037263,0.595578,1.030989,2.14007,1.055509,1.613578,1.873829,1.918672,0.629947,VEHICLE_ENVELOPE_STABLE_SOFT,0.09723,0,53.182052,177.513209,164.89786,1.804281,4.896281,2.999111,AXES_DIVERGENT,0.244137,0.276931,1.03534,0.737155,0.474643,0.52095,-0.359992,0.081848,320545,291986,1.097809,311500,301031,1.034777,320423,292108,1.096933,3,0.422407,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,341,341,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-5.993835,-11.67891,13.127185,-117.167743,0.708955,2.924942,1.36998,E0_R2_two_sided_trajectory_body_axis_proxy,0.921609,62.832257,61.462277,IN_CALIBRATION_ASPECT_DOMAIN,52073,1.025273,0.558086,0.995714,2.108235,1.043035,1.602824,1.885541,1.918734,0.679894,VEHICLE_ENVELOPE_STABLE_SOFT,0.047282,0,52.347476,176.568695,0,1.83028,4.41357,1,AXES_DIVERGENT,0.304861,0.357236,1.541831,0.734257,0.545816,0.630535,-0.459476,0.097157,311501,283432,1.099033,303720,291213,1.042948,311489,283444,1.098944,2,0.488699,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,342,342,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-5.799225,-11.669145,13.030731,-116.426037,0.246471,2.167244,0.711232,E0_R2_two_sided_trajectory_body_axis_proxy,1.048169,63.573963,62.862731,IN_CALIBRATION_ASPECT_DOMAIN,89629,1.104964,0.654538,1.174586,1.508367,1.558187,2.779988,3.395122,2.966792,0.520015,VEHICLE_ENVELOPE_STABLE_SOFT,0.207162,0,3.636459,174.087701,175.020209,2.462165,3.441053,9.224277,AXES_LOCALLY_CONSISTENT,0.571478,0.389578,1.938524,0.737139,0.968953,0.6662,-0.607357,0.330872,342438,293451,1.166934,335282,300607,1.11535,342579,293310,1.167976,7,0.307189,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,343,343,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-5.51565,-11.69187,12.927576,-115.255637,0.41966,2.025153,1.303458,E0_R2_two_sided_trajectory_body_axis_proxy,1.068399,64.744363,63.440905,IN_CALIBRATION_ASPECT_DOMAIN,84043,1.098436,0.587255,1.046512,1.390572,1.286489,2.53458,3.120762,2.650883,0.524881,VEHICLE_ENVELOPE_STABLE_SOFT,0.202295,0,4.814525,170.736512,175.604879,2.403722,3.573525,7.958354,AXES_LOCALLY_CONSISTENT,0.623067,0.39109,1.843009,0.742138,1.026826,0.656107,-0.628406,0.382453,339282,294221,1.153154,334412,299091,1.118094,337013,296490,1.136676,10,0.309865,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,344,344,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-5.30724,-11.69178,12.839958,-114.414684,0.762201,0.991016,1.177117,E0_R2_two_sided_trajectory_body_axis_proxy,0.603346,65.585316,64.408199,IN_CALIBRATION_ASPECT_DOMAIN,90894,1.115541,0.535352,0.957327,1.29698,1.089991,2.441126,3.081824,2.487009,0.569057,VEHICLE_ENVELOPE_STABLE_SOFT,0.15812,0,5.209706,166.38771,175.611649,2.380281,2.326446,39.860976,AXES_LOCALLY_CONSISTENT,0.661334,0.378659,1.842956,0.746077,1.130634,0.643984,-0.627178,0.432889,333861,280133,1.191795,327982,286012,1.146742,331599,282395,1.174238,5,0.37085,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,345,345,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-5.21445,-11.71452,12.822654,-113.995141,0.875059,3.253752,0.898391,E0_R2_two_sided_trajectory_body_axis_proxy,1.026535,66.004859,65.106468,IN_CALIBRATION_ASPECT_DOMAIN,95076,1.117579,0.573221,1.165331,1.372727,1.178855,3.011974,3.590706,3.055861,0.580749,VEHICLE_ENVELOPE_STABLE_SOFT,0.146428,0,1.885783,169.206441,175.758546,2.446929,2.57445,53.246249,AXES_LOCALLY_CONSISTENT,0.672207,0.416064,1.956386,0.745937,1.108116,0.685805,-0.660362,0.434618,350024,291788,1.199583,342580,299232,1.144864,347864,293948,1.18342,6,0.37551,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,346,346,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-4.93575,-11.713335,12.710777,-112.849522,1.157978,4.863912,0.905285,E0_R2_two_sided_trajectory_body_axis_proxy,1.064734,67.150478,66.245193,IN_CALIBRATION_ASPECT_DOMAIN,96386,1.113884,0.524393,1.029663,1.310639,1.120438,2.862297,3.604387,2.899209,0.615093,VEHICLE_ENVELOPE_STABLE_SOFT,0.112084,0,1.519271,172.457973,175.826738,2.508266,3.482495,42.879868,AXES_LOCALLY_CONSISTENT,0.619472,0.425141,1.85777,0.746076,1.067179,0.683389,-0.63866,0.395732,352215,292283,1.205048,340674,303824,1.121287,352745,291753,1.209054,6,0.395669,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,347,347,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-4.74243,-11.70444,12.62872,-112.056912,0.828961,5.551615,0.184771,E0_R2_two_sided_trajectory_body_axis_proxy,0.983971,67.943088,67.758317,IN_CALIBRATION_ASPECT_DOMAIN,97730,1.133025,0.596368,1.166373,1.319542,1.535232,3.37487,3.689593,3.47795,0.49122,VEHICLE_ENVELOPE_STABLE_SOFT,0.235957,0,0.953205,177.237108,175.367119,2.509485,5.05844,8.738515,AXES_LOCALLY_CONSISTENT,0.521856,0.426254,1.774989,0.79072,0.86677,0.705802,-0.592068,0.321684,339554,286782,1.184014,331898,294438,1.127225,341088,285248,1.195759,5,0.352553,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,348,348,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-4.6125,-11.613,12.495476,-111.662194,0.992332,3.365817,0.443803,E0_R2_two_sided_trajectory_body_axis_proxy,0.692119,68.337806,67.894003,IN_CALIBRATION_ASPECT_DOMAIN,106749,1.159276,0.60373,1.106616,1.294874,1.550278,3.272007,3.65622,3.357343,0.510194,VEHICLE_ENVELOPE_STABLE_SOFT,0.216983,0,0.918344,170.429284,176.066448,2.583784,1.981259,66.957329,AXES_LOCALLY_CONSISTENT,0.51122,0.361503,1.858138,0.720629,0.930692,0.620449,-0.527312,0.337599,337314,277399,1.215989,324073,290640,1.115032,337214,277499,1.21519,7,0.292752,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,349,349,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-4.41411,-11.58978,12.40191,-110.84995,1.272411,1.049135,0.762037,E0_R2_two_sided_trajectory_body_axis_proxy,0.481735,69.15005,68.388013,IN_CALIBRATION_ASPECT_DOMAIN,97226,1.122329,0.580538,1.032997,1.219935,1.65809,3.209351,3.62052,3.287738,0.54075,VEHICLE_ENVELOPE_STABLE_SOFT,0.186427,0,179.608843,177.020432,174.870315,2.697836,2.830824,8.649857,AXES_LOCALLY_CONSISTENT,0.556153,0.376084,1.813018,0.657726,0.933243,0.588971,-0.554487,0.378536,343069,281563,1.218445,328972,295660,1.11267,342501,282131,1.213979,7,0.295744,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,350,350,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-4.05321,-11.69316,12.375722,-109.117894,1.422754,0.358474,0.885485,E0_R2_two_sided_trajectory_body_axis_proxy,0.440241,70.882106,69.996621,IN_CALIBRATION_ASPECT_DOMAIN,57054,1.041991,0.450837,0.860539,1.717686,0.998522,1.641696,1.870796,1.765616,0.722232,VEHICLE_ENVELOPE_STABLE_SOFT,0.145302,0,62.158645,177.167974,51.077199,1.753893,3.562134,1.978214,AXES_PARTIALLY_CONSISTENT,0.232558,0.337203,1.36611,0.824147,0.456324,0.634687,-0.396413,0.10318,291963,264210,1.105041,282715,273458,1.033852,292052,264121,1.105751,3,0.453202,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,351,351,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-4.09413,-11.673165,12.370315,-109.327303,1.575819,0.541786,1.427527,E0_R2_two_sided_trajectory_body_axis_proxy,0.343068,70.672697,69.24517,IN_CALIBRATION_ASPECT_DOMAIN,47031,1.01471,0.448279,0.926996,1.726217,1.07782,1.719893,1.911084,1.818126,0.773683,VEHICLE_ENVELOPE_STABLE_SOFT,0.087848,0,60.841621,176.434379,60.876629,1.650152,3.980578,2.854411,AXES_PARTIALLY_CONSISTENT,0.229509,0.387355,1.292797,0.733186,0.400944,0.631876,-0.443549,0.077348,294079,267918,1.097646,283546,278451,1.018298,294058,267939,1.097481,4,0.5059,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,352,352,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-3.799275,-11.52051,12.130814,-108.251707,1.172808,3.62536,1.736076,E0_R2_two_sided_trajectory_body_axis_proxy,0.587369,71.748293,70.012217,IN_CALIBRATION_ASPECT_DOMAIN,51784,1.018619,0.438273,0.788647,1.554255,1.061731,1.700349,1.92251,1.783723,0.690599,VEHICLE_ENVELOPE_STABLE_SOFT,0.158829,0,63.562386,176.147856,84.143846,1.642651,3.790811,5.296487,AXES_PARTIALLY_CONSISTENT,0.196353,0.265557,-0.139368,0.707057,0.384985,0.497141,-0.316678,0.093753,297114,272345,1.090947,288031,281428,1.023462,297767,271692,1.095973,3,0.480979,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
vehicle_body_axis_reference,353,353,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,calibration,-3.63012,-11.590035,12.145233,-107.391101,0.820302,4.393815,2.093262,E0_R2_two_sided_trajectory_body_axis_proxy,1.002973,72.608899,70.515637,IN_CALIBRATION_ASPECT_DOMAIN,107880,1.164404,0.503542,0.848387,1.030854,1.329664,3.12981,3.539252,3.173495,0.496425,VEHICLE_ENVELOPE_STABLE_SOFT,0.230752,0,0.083646,173.590719,176.441426,2.661641,2.581913,10.237424,AXES_LOCALLY_CONSISTENT,0.602344,0.380667,1.734987,0.649096,0.981178,0.591921,-0.559779,0.440878,342571,275364,1.244066,330194,287741,1.147539,341932,276003,1.238871,9,0.32322,HIGH_OBSERVABILITY_MASK_INNER,SAR_INTENSITY_MEASURED_IN_GENERATE_STAGE
