region_id,sar_frame,background_type,center_x,center_y,same_area_as_gt,overlaps_any_gm017_gt_aabb,source,gt_role
E0_REG_000321_0097,321,far_background_same_area,657.141302,743.313506,true,false,local_range_background,negative_or_background_control
E0_REG_000321_0098,321,strong_scatterer_background_same_area,1258,963,true,false,frame_scan_q95=86,negative_or_background_control
E0_REG_000321_0099,321,mask_edge_background_same_area,74,788,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000321_0100,321,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000321_0101,321,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000323_0096,323,near_background_same_area,1014.514979,1161.024349,true,false,local_range_background,negative_or_background_control
E0_REG_000323_0097,323,far_background_same_area,657.073021,726.472651,true,false,local_range_background,negative_or_background_control
E0_REG_000323_0098,323,strong_scatterer_background_same_area,1230,999,true,false,frame_scan_q95=83,negative_or_background_control
E0_REG_000323_0099,323,mask_edge_background_same_area,82,824,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000323_0100,323,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000323_0101,323,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000325_0096,325,near_background_same_area,1036.842799,1178.274673,true,false,local_range_background,negative_or_background_control
E0_REG_000325_0097,325,far_background_same_area,669.346201,700.463327,true,false,local_range_background,negative_or_background_control
E0_REG_000325_0098,325,strong_scatterer_background_same_area,1204,993.5,true,false,frame_scan_q95=94,negative_or_background_control
E0_REG_000325_0099,325,mask_edge_background_same_area,86,837.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000325_0100,325,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000325_0101,325,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000327_0096,327,near_background_same_area,1032.278836,1170.758984,true,false,local_range_background,negative_or_background_control
E0_REG_000327_0097,327,far_background_same_area,687.900164,718.530016,true,false,local_range_background,negative_or_background_control
E0_REG_000327_0098,327,strong_scatterer_background_same_area,1245.5,1000.5,true,false,frame_scan_q95=86,negative_or_background_control
E0_REG_000327_0099,327,mask_edge_background_same_area,83.5,825.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000327_0100,327,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000327_0101,327,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000331_0096,331,near_background_same_area,1046.035497,1171.331122,true,false,local_range_background,negative_or_background_control
E0_REG_000331_0097,331,far_background_same_area,734.010503,711.032878,true,false,local_range_background,negative_or_background_control
E0_REG_000331_0098,331,strong_scatterer_background_same_area,1296.5,948,true,false,frame_scan_q95=59,negative_or_background_control
E0_REG_000331_0099,331,mask_edge_background_same_area,81.5,834,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000331_0100,331,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000331_0101,331,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000332_0096,332,near_background_same_area,1040.137187,1158.184711,true,false,local_range_background,negative_or_background_control
E0_REG_000332_0097,332,far_background_same_area,757.714813,730.530289,true,false,local_range_background,negative_or_background_control
E0_REG_000332_0098,332,strong_scatterer_background_same_area,1248,998.5,true,false,frame_scan_q95=61,negative_or_background_control
E0_REG_000332_0099,332,mask_edge_background_same_area,78,823.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000332_0100,332,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000332_0101,332,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000333_0096,333,near_background_same_area,1057.854911,1180.772379,true,false,local_range_background,negative_or_background_control
E0_REG_000333_0097,333,far_background_same_area,748.767089,699.105621,true,false,local_range_background,negative_or_background_control
E0_REG_000333_0098,333,strong_scatterer_background_same_area,1290.5,954,true,false,frame_scan_q95=60,negative_or_background_control
E0_REG_000333_0099,333,mask_edge_background_same_area,86.5,837,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000333_0100,333,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000333_0101,333,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000334_0096,334,near_background_same_area,1044.487773,1158.033971,true,false,local_range_background,negative_or_background_control
E0_REG_000334_0097,334,far_background_same_area,771.091227,727.224029,true,false,local_range_background,negative_or_background_control
E0_REG_000334_0098,334,strong_scatterer_background_same_area,1377.5,962,true,false,frame_scan_q95=66,negative_or_background_control
E0_REG_000334_0099,334,mask_edge_background_same_area,81.5,822,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000334_0100,334,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000334_0101,334,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000335_0096,335,near_background_same_area,1061.400411,1174.035703,true,false,local_range_background,negative_or_background_control
E0_REG_000335_0097,335,far_background_same_area,783.279589,703.798297,true,false,local_range_background,negative_or_background_control
E0_REG_000335_0098,335,strong_scatterer_background_same_area,1245.5,1024.5,true,false,frame_scan_q95=68,negative_or_background_control
E0_REG_000335_0099,335,mask_edge_background_same_area,83.5,834.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000335_0100,335,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000335_0101,335,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000336_0096,336,near_background_same_area,1060.333397,1173.305239,true,false,local_range_background,negative_or_background_control
E0_REG_000336_0097,336,far_background_same_area,783.166603,707.857761,true,false,local_range_background,negative_or_background_control
E0_REG_000336_0098,336,strong_scatterer_background_same_area,1344.5,942.5,true,false,frame_scan_q95=67,negative_or_background_control
E0_REG_000336_0099,336,mask_edge_background_same_area,84.5,831.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000336_0100,336,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000336_0101,336,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000336_0096,336,near_background_same_area,1017.612759,1169.463014,true,false,local_range_background,negative_or_background_control
E0_REG_000336_0097,336,far_background_same_area,591.470007,665.989536,true,false,local_range_background,negative_or_background_control
E0_REG_000336_0098,336,strong_scatterer_background_same_area,1386,963.5,true,false,frame_scan_q95=68,negative_or_background_control
E0_REG_000336_0099,336,mask_edge_background_same_area,77,823.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000336_0100,336,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000336_0101,336,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000337_0096,337,near_background_same_area,1063.712217,1172.901557,true,false,local_range_background,negative_or_background_control
E0_REG_000337_0097,337,far_background_same_area,798.656783,709.950443,true,false,local_range_background,negative_or_background_control
E0_REG_000337_0098,337,strong_scatterer_background_same_area,1280.5,993,true,false,frame_scan_q95=73,negative_or_background_control
E0_REG_000337_0099,337,mask_edge_background_same_area,80.5,837,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000337_0100,337,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000337_0101,337,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000338_0096,338,near_background_same_area,1058.818973,1157.446996,true,false,local_range_background,negative_or_background_control
E0_REG_000338_0097,338,far_background_same_area,820.981027,724.773004,true,false,local_range_background,negative_or_background_control
E0_REG_000338_0098,338,strong_scatterer_background_same_area,1292,1008.5,true,false,frame_scan_q95=76,negative_or_background_control
E0_REG_000338_0099,338,mask_edge_background_same_area,76,828.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000338_0100,338,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000338_0101,338,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000339_0096,339,near_background_same_area,1059.815728,1157.014162,true,false,local_range_background,negative_or_background_control
E0_REG_000339_0097,339,far_background_same_area,828.013272,729.791838,true,false,local_range_background,negative_or_background_control
E0_REG_000339_0098,339,strong_scatterer_background_same_area,1326.5,999,true,false,frame_scan_q95=89,negative_or_background_control
E0_REG_000339_0099,339,mask_edge_background_same_area,78.5,824,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000339_0100,339,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000339_0101,339,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000340_0096,340,near_background_same_area,1073.495298,1178.213185,true,false,local_range_background,negative_or_background_control
E0_REG_000340_0097,340,far_background_same_area,828.124702,713.752815,true,false,local_range_background,negative_or_background_control
E0_REG_000340_0098,340,strong_scatterer_background_same_area,1344,986.5,true,false,frame_scan_q95=89,negative_or_background_control
E0_REG_000340_0099,340,mask_edge_background_same_area,84,834.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000340_0100,340,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000340_0101,340,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000341_0096,341,near_background_same_area,1073.334396,1173.424114,true,false,local_range_background,negative_or_background_control
E0_REG_000341_0097,341,far_background_same_area,835.076604,709.181886,true,false,local_range_background,negative_or_background_control
E0_REG_000341_0098,341,strong_scatterer_background_same_area,1328.5,986.5,true,false,frame_scan_q95=88,negative_or_background_control
E0_REG_000341_0099,341,mask_edge_background_same_area,83.5,834.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000341_0100,341,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000341_0101,341,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000342_0096,342,near_background_same_area,1070.020443,1161.617141,true,false,local_range_background,negative_or_background_control
E0_REG_000342_0097,342,far_background_same_area,851.364557,721.639859,true,false,local_range_background,negative_or_background_control
E0_REG_000342_0098,342,strong_scatterer_background_same_area,1296.5,1035.5,true,false,frame_scan_q95=90,negative_or_background_control
E0_REG_000342_0099,342,mask_edge_background_same_area,81.5,825.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000342_0100,342,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000342_0101,342,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000343_0096,343,near_background_same_area,1078.950596,1171.513062,true,false,local_range_background,negative_or_background_control
E0_REG_000343_0097,343,far_background_same_area,861.339404,710.228938,true,false,local_range_background,negative_or_background_control
E0_REG_000343_0098,343,strong_scatterer_background_same_area,1377,1000,true,false,frame_scan_q95=85,negative_or_background_control
E0_REG_000343_0099,343,mask_edge_background_same_area,81,840,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000343_0100,343,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000343_0101,343,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000344_0096,344,near_background_same_area,1072.197829,1150.390891,true,false,local_range_background,negative_or_background_control
E0_REG_000344_0097,344,far_background_same_area,881.986171,731.357109,true,false,local_range_background,negative_or_background_control
E0_REG_000344_0098,344,strong_scatterer_background_same_area,1368,965.5,true,false,frame_scan_q95=87,negative_or_background_control
E0_REG_000344_0099,344,mask_edge_background_same_area,76,825.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000344_0100,344,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000344_0101,344,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000345_0096,345,near_background_same_area,1083.215818,1171.579832,true,false,local_range_background,negative_or_background_control
E0_REG_000345_0097,345,far_background_same_area,877.154182,708.652168,true,false,local_range_background,negative_or_background_control
E0_REG_000345_0098,345,strong_scatterer_background_same_area,1377.5,960.5,true,false,frame_scan_q95=88,negative_or_background_control
E0_REG_000345_0099,345,mask_edge_background_same_area,81.5,840.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000345_0100,345,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000345_0101,345,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000346_0096,346,near_background_same_area,1084.481585,1165.621529,true,false,local_range_background,negative_or_background_control
E0_REG_000346_0097,346,far_background_same_area,894.468415,714.689471,true,false,local_range_background,negative_or_background_control
E0_REG_000346_0098,346,strong_scatterer_background_same_area,1360.5,1000,true,false,frame_scan_q95=93,negative_or_background_control
E0_REG_000346_0099,346,mask_edge_background_same_area,80.5,840,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000346_0100,346,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000346_0101,346,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000347_0096,347,near_background_same_area,1086.057483,1162.91611,true,false,local_range_background,negative_or_background_control
E0_REG_000347_0097,347,far_background_same_area,905.780517,717.98789,true,false,local_range_background,negative_or_background_control
E0_REG_000347_0098,347,strong_scatterer_background_same_area,1328.5,1024,true,false,frame_scan_q95=87,negative_or_background_control
E0_REG_000347_0099,347,mask_edge_background_same_area,83.5,834,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000347_0100,347,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000347_0101,347,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000348_0096,348,near_background_same_area,1087.199142,1162.413904,true,false,local_range_background,negative_or_background_control
E0_REG_000348_0097,348,far_background_same_area,913.300858,724.586096,true,false,local_range_background,negative_or_background_control
E0_REG_000348_0098,348,strong_scatterer_background_same_area,1422.5,954,true,false,frame_scan_q95=87,negative_or_background_control
E0_REG_000348_0099,348,mask_edge_background_same_area,79.5,837,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000348_0100,348,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000348_0101,348,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000349_0096,349,near_background_same_area,1091.543011,1166.611617,true,false,local_range_background,negative_or_background_control
E0_REG_000349_0097,349,far_background_same_area,922.182989,721.936383,true,false,local_range_background,negative_or_background_control
E0_REG_000349_0098,349,strong_scatterer_background_same_area,1392.5,942.5,true,false,frame_scan_q95=87,negative_or_background_control
E0_REG_000349_0099,349,mask_edge_background_same_area,87.5,831.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000349_0100,349,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000349_0101,349,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000350_0096,350,near_background_same_area,1093.745633,1156.771367,true,false,local_range_background,negative_or_background_control
E0_REG_000350_0097,350,far_background_same_area,944.040367,724.884633,true,false,local_range_background,negative_or_background_control
E0_REG_000350_0098,350,strong_scatterer_background_same_area,1392,942,true,false,frame_scan_q95=86,negative_or_background_control
E0_REG_000350_0099,350,mask_edge_background_same_area,87,831,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000350_0100,350,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000350_0101,350,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000351_0096,351,near_background_same_area,1094.245585,1160.22848,true,false,local_range_background,negative_or_background_control
E0_REG_000351_0097,351,far_background_same_area,940.812415,722.76052,true,false,local_range_background,negative_or_background_control
E0_REG_000351_0098,351,strong_scatterer_background_same_area,1360.5,1062,true,false,frame_scan_q95=83,negative_or_background_control
E0_REG_000351_0099,351,mask_edge_background_same_area,85.5,834,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000351_0100,351,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000351_0101,351,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000352_0096,352,near_background_same_area,1096.663035,1156.737599,true,false,local_range_background,negative_or_background_control
E0_REG_000352_0097,352,far_background_same_area,958.051965,736.428401,true,false,local_range_background,negative_or_background_control
E0_REG_000352_0098,352,strong_scatterer_background_same_area,1394.5,1053.5,true,false,frame_scan_q95=85,negative_or_background_control
E0_REG_000352_0099,352,mask_edge_background_same_area,82.5,831.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000352_0100,352,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000352_0101,352,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000353_0096,353,near_background_same_area,1098.197256,1152.43626,true,false,local_range_background,negative_or_background_control
E0_REG_000353_0097,353,far_background_same_area,967.794744,736.09474,true,false,local_range_background,negative_or_background_control
E0_REG_000353_0098,353,strong_scatterer_background_same_area,1377.5,1062,true,false,frame_scan_q95=82,negative_or_background_control
E0_REG_000353_0099,353,mask_edge_background_same_area,81.5,834,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000353_0100,353,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000353_0101,353,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000354_0096,354,near_background_same_area,1098.302244,1141.36154,true,false,local_range_background,negative_or_background_control
E0_REG_000354_0097,354,far_background_same_area,982.597756,748.24446,true,false,local_range_background,negative_or_background_control
E0_REG_000354_0098,354,strong_scatterer_background_same_area,1394,1035,true,false,frame_scan_q95=80,negative_or_background_control
E0_REG_000354_0099,354,mask_edge_background_same_area,82,825,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000354_0100,354,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000354_0101,354,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000355_0096,355,near_background_same_area,1102.033445,1144.26314,true,false,local_range_background,negative_or_background_control
E0_REG_000355_0097,355,far_background_same_area,989.281555,739.96786,true,false,local_range_background,negative_or_background_control
E0_REG_000355_0098,355,strong_scatterer_background_same_area,664,757.5,true,false,frame_scan_q95=83,negative_or_background_control
E0_REG_000355_0099,355,mask_edge_background_same_area,83,831.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000355_0100,355,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000355_0101,355,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000356_0096,356,near_background_same_area,1106.576688,1149.783598,true,false,local_range_background,negative_or_background_control
E0_REG_000356_0097,356,far_background_same_area,997.815312,735.096402,true,false,local_range_background,negative_or_background_control
E0_REG_000356_0098,356,strong_scatterer_background_same_area,672.5,759.5,true,false,frame_scan_q95=76,negative_or_background_control
E0_REG_000356_0099,356,mask_edge_background_same_area,84.5,837.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000356_0100,356,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000356_0101,356,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000357_0096,357,near_background_same_area,1110.033058,1140.040789,true,false,local_range_background,negative_or_background_control
E0_REG_000357_0097,357,far_background_same_area,1017.824942,740.397211,true,false,local_range_background,negative_or_background_control
E0_REG_000357_0098,357,strong_scatterer_background_same_area,738.5,759.5,true,false,frame_scan_q95=80,negative_or_background_control
E0_REG_000357_0099,357,mask_edge_background_same_area,82.5,837.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000357_0100,357,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000357_0101,357,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000358_0096,358,near_background_same_area,1111.726058,1136.825283,true,false,local_range_background,negative_or_background_control
E0_REG_000358_0097,358,far_background_same_area,1027.564942,751.048717,true,false,local_range_background,negative_or_background_control
E0_REG_000358_0098,358,strong_scatterer_background_same_area,711.5,759,true,false,frame_scan_q95=84.9,negative_or_background_control
E0_REG_000358_0099,358,mask_edge_background_same_area,79.5,837,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000358_0100,358,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000358_0101,358,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000359_0096,359,near_background_same_area,1111.047073,1126.69076,true,false,local_range_background,negative_or_background_control
E0_REG_000359_0097,359,far_background_same_area,1033.998927,760.92224,true,false,local_range_background,negative_or_background_control
E0_REG_000359_0098,359,strong_scatterer_background_same_area,680.5,755,true,false,frame_scan_q95=87,negative_or_background_control
E0_REG_000359_0099,359,mask_edge_background_same_area,85.5,825,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000359_0100,359,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000359_0101,359,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000360_0096,360,near_background_same_area,1117.227505,1133.248354,true,false,local_range_background,negative_or_background_control
E0_REG_000360_0097,360,far_background_same_area,1045.892495,750.405646,true,false,local_range_background,negative_or_background_control
E0_REG_000360_0098,360,strong_scatterer_background_same_area,702,760.5,true,false,frame_scan_q95=78,negative_or_background_control
E0_REG_000360_0099,360,mask_edge_background_same_area,78,840.5,true,false,zero_proxy_scan_zero_fraction=1,negative_or_background_control
E0_REG_000360_0100,360,linear_structure_background_same_area,1461.700834,848.735721,true,false,N005_component:COMP_BG_000257_020,negative_or_background_control
E0_REG_000360_0101,360,known_non_vehicle_same_area,1196.566369,1166.397906,true,false,N005_component:COMP_BG_000261_001,negative_or_background_control
E0_REG_000361_0096,361,near_background_same_area,1119.762614,1120.031184,true,false,local_range_background,negative_or_background_control
