fit_row_id,response_unit_id,sar_frame,matched_gt_pair_id,matched_gt_instance_id,physical_vehicle_id,mask_class,gt_semantic,gt_visible_fraction,gt_visible_range_width_px,gt_visible_azimuth_width_deg,sar_range_p80_width_px,sar_azimuth_p80_width_px,sar_azimuth_p80_width_deg_approx,boundary_variant_uncertainty,fit_eligible,absolute_scale_status,blocked_reason
FIT0011,R21B00028,31,WGV35A_PAIR_0205,317,PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,137.032492,61.1885,84.29691,100.928977,40.347341,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0012,R21B00029,31,WGV35A_PAIR_0205,317,PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,137.032492,61.1885,84.29691,100.928977,40.347341,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0013,R21B00030,31,WGV35A_PAIR_0205,317,PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,137.032492,61.1885,84.29691,100.928977,40.347341,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0014,R21B00031,31,WGV35A_PAIR_0205,317,PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,137.032492,61.1885,71.539137,61.408864,21.893763,true,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0015,R21B00069,77,WGV35A_PAIR_0206,319,PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,164.138623,55.693782,27.547689,78.304078,23.630554,true,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0016,R21B00070,77,WGV35A_PAIR_0206,319,PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,164.138623,55.693782,67.158068,66.554396,34.56418,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0017,R21B00071,77,WGV35A_PAIR_0206,319,PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,164.138623,55.693782,14.088929,19.717631,6.467609,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0018,R21B00072,77,WGV35A_PAIR_0206,319,PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,164.138623,55.693782,21.895449,20.614066,5.902651,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0019,R21B00073,77,WGV35A_PAIR_0206,319,PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,164.138623,55.693782,7.126023,9.776525,2.366414,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0020,R21B00074,77,WGV35A_PAIR_0206,319,PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,164.138623,55.693782,21.353491,21.392563,5.701196,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0021,R21B00075,77,WGV35A_PAIR_0206,319,PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,164.138623,55.693782,105.953635,88.092603,36.38626,true,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0022,R21B00076,77,WGV35A_PAIR_0206,319,PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,164.138623,55.693782,31.474247,89.762216,28.8367,true,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0023,R21B00100,81,WGV35A_PAIR_0207,320,PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S2_CENTER_CENSORED,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,159.425945,50.743764,32.608708,45.630173,18.449779,true,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0024,R21B00101,81,WGV35A_PAIR_0207,320,PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S2_CENTER_CENSORED,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,159.425945,50.743764,5.317752,8.741421,2.037468,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0025,R21B00102,81,WGV35A_PAIR_0207,320,PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S2_CENTER_CENSORED,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,159.425945,50.743764,21.661656,25.902785,17.532997,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0026,R21B00103,81,WGV35A_PAIR_0207,320,PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S2_CENTER_CENSORED,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,159.425945,50.743764,10.315523,18.120436,5.716177,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0027,R21B00104,81,WGV35A_PAIR_0207,320,PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S2_CENTER_CENSORED,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,159.425945,50.743764,68.975529,46.567575,21.758219,true,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0028,R21B00105,212,WGV35A_PAIR_0208,323,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S2_CENTER_CENSORED,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,170.450212,48.699015,88.908353,100.723405,31.401389,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0029,R21B00106,212,WGV35A_PAIR_0208,323,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S2_CENTER_CENSORED,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,170.450212,48.699015,14.621296,21.2043,6.928104,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0030,R21B00107,212,WGV35A_PAIR_0208,323,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S2_CENTER_CENSORED,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,170.450212,48.699015,88.908353,100.723405,31.401389,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0031,R21B00132,238,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,107.755076,68.570453,91.534204,82.913262,33.602293,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0032,R21B00133,238,WGV35A_PAIR_0209,324,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,107.755076,68.570453,9.419816,6.662681,3.019272,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0033,R21B00159,269,WGV35A_PAIR_0210,325,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,123.248638,63.955045,85.971321,91.081943,37.186764,true,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0034,R21B00160,269,WGV35A_PAIR_0210,325,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,123.248638,63.955045,28.163625,28.159629,16.11804,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0035,R21B00161,269,WGV35A_PAIR_0210,325,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,123.248638,63.955045,23.584357,19.322227,7.856358,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0036,R21B00162,269,WGV35A_PAIR_0210,325,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,123.248638,63.955045,7.860623,8.643288,2.714244,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0037,R21B00163,269,WGV35A_PAIR_0210,325,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,123.248638,63.955045,8.364909,10.366002,2.690143,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0038,R21B00164,269,WGV35A_PAIR_0210,325,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,123.248638,63.955045,9.876298,8.208096,2.264832,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0039,R21B00165,269,WGV35A_PAIR_0210,325,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,123.248638,63.955045,91.882722,90.940846,38.765151,true,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0040,R21B00166,269,WGV35A_PAIR_0210,325,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,123.248638,63.955045,85.971321,91.081943,37.186764,true,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0041,R21B00191,273,WGV35A_PAIR_0211,326,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,129.212976,60.650167,96.747922,95.395855,41.47083,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0042,R21B00192,273,WGV35A_PAIR_0211,326,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,129.212976,60.650167,21.540712,19.192849,7.318234,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0043,R21B00193,273,WGV35A_PAIR_0211,326,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,129.212976,60.650167,10.290376,15.158341,4.492,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0044,R21B00194,273,WGV35A_PAIR_0211,326,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,129.212976,60.650167,15.17609,20.373766,5.301825,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0045,R21B00195,273,WGV35A_PAIR_0211,326,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,129.212976,60.650167,96.747922,95.395855,41.47083,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0046,R21B00231,288,WGV35A_PAIR_0212,327,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,146.915852,53.592674,65.580182,110.472375,38.43912,true,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0047,R21B00232,288,WGV35A_PAIR_0212,327,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,146.915852,53.592674,24.101288,21.985145,9.807253,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0048,R21B00233,288,WGV35A_PAIR_0212,327,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,146.915852,53.592674,7.717279,9.759677,4.345833,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0049,R21B00234,288,WGV35A_PAIR_0212,327,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,146.915852,53.592674,17.056878,25.127523,17.958757,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0050,R21B00235,288,WGV35A_PAIR_0212,327,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,146.915852,53.592674,83.038292,107.682124,38.727923,true,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0051,R21B00244,290,WGV35A_PAIR_0213,328,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,152.957534,51.476752,70.062557,115.889093,39.995555,true,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0052,R21B00245,290,WGV35A_PAIR_0213,328,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,152.957534,51.476752,28.42217,26.204442,11.31014,true,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0053,R21B00246,290,WGV35A_PAIR_0213,328,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,152.957534,51.476752,26.815104,42.720533,34.897649,false,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0054,R21B00247,290,WGV35A_PAIR_0213,328,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,152.957534,51.476752,81.928266,113.025962,40.296522,true,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0055,R21B00248,290,WGV35A_PAIR_0213,328,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,152.957534,51.476752,117.960428,107.214687,43.093445,true,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
FIT0056,R21B00249,290,WGV35A_PAIR_0213,328,PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,posthoc_sar_response_bbox_visible_or_mask_biased_not_full_vehicle,1,152.957534,51.476752,65.875324,61.402296,34.954523,true,false,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
