experiment_id,experiment_type,method,physical_vehicle_id,source_pair_id,target_pair_id,sar_frame,assembly_id,component_ids,component_count,assembly_centroid,assembly_envelope,azimuth_span,radial_span,total_area,total_intensity,peak_intensity,internal_gap_statistics,source_anchor_structure_similarity,temporal_support_length,selection_status,search_window,first_uncertain_frame,first_irrecoverable_frame_k2,first_irrecoverable_frame_k3,first_irrecoverable_frame_k5,ambiguity_recovery_event,association_discontinuity,identity_contamination,notes
ADJ_0205_TO_0206,adjacent_hidden_anchor,C1A,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0205,WGV35A_PAIR_0206,31,src_31_assembly,src31_c001;src31_c004;src31_c005,3,"1117.236,1205.426","1040.000,1159.000,1168.000,1247.000",32.775274,14.698288,792,73910.999893,186,4,1,1,source_assembly_initialized,"1040.000,1159.000,1168.000,1247.000",,,,,false,false,NOT_TESTED,
ADJ_0205_TO_0206,adjacent_hidden_anchor,C1A,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0205,WGV35A_PAIR_0206,32,C1A_ADJ_0205_TO_0206_32_a001,C1A_ADJ_0205_TO_0206_32_c002,1,"1128.701,1189.943","1030.000,1122.000,1198.000,1266.000",0,0,1601,131775.99752,204,0,0.495588,1,confirmed_assembly,"982.000,1122.040,1226.000,1283.960",,,,,false,false,NOT_TESTED,single response assembly after graph grouping
ADJ_0205_TO_0206,adjacent_hidden_anchor,C1A,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0205,WGV35A_PAIR_0206,33,C1A_ADJ_0205_TO_0206_33_corridor,C1A_ADJ_0205_TO_0206_33_c002;C1A_ADJ_0205_TO_0206_33_c005;C1A_ADJ_0205_TO_0206_33_c009;C1A_ADJ_0205_TO_0206_33_c014,4,"1131.202,1177.059","1007.000,1046.000,1231.000,1294.000",38.86562,136.118881,3156,222564.991402,202,0,0.453853,1,ambiguous_assemblies,"983.465,1046.038,1267.465,1310.998",33,,,,false,false,NOT_TESTED,multiple response assemblies retained as ambiguous; no brightness or target ranking
ADJ_0205_TO_0206,adjacent_hidden_anchor,C1A,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0205,WGV35A_PAIR_0206,34,C1A_ADJ_0205_TO_0206_34_corridor,C1A_ADJ_0205_TO_0206_34_c001;C1A_ADJ_0205_TO_0206_34_c007;C1A_ADJ_0205_TO_0206_34_c014;C1A_ADJ_0205_TO_0206_34_c011;C1A_ADJ_0205_TO_0206_34_c015,5,"1132.860,1146.525","944.000,990.000,1317.000,1294.000",81.063499,116.722336,6854,436649.00948,199,8,0.106674,1,ambiguous_assemblies,"944.545,926.358,1316.385,1334.000",33,,,,false,false,NOT_TESTED,multiple response assemblies retained as ambiguous; no brightness or target ranking
ADJ_0205_TO_0206,adjacent_hidden_anchor,C1A,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0205,WGV35A_PAIR_0206,35,C1A_ADJ_0205_TO_0206_35_corridor,C1A_ADJ_0205_TO_0206_35_c009;C1A_ADJ_0205_TO_0206_35_c011;C1A_ADJ_0205_TO_0206_35_c028;C1A_ADJ_0205_TO_0206_35_c025;C1A_ADJ_0205_TO_0206_35_c023;C1A_ADJ_0205_TO_0206_35_c016,6,"1144.416,1142.417","936.000,990.000,1408.000,1294.000",53.152718,185.851654,10611,543895.993622,185,6.4,0.0843,1,ambiguous_assemblies,"832.375,846.838,1451.555,1334.000",33,,,,false,false,NOT_TESTED,multiple response assemblies retained as ambiguous; no brightness or target ranking
ADJ_0205_TO_0206,adjacent_hidden_anchor,C1A,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0205,WGV35A_PAIR_0206,36,C1A_ADJ_0205_TO_0206_36_corridor,C1A_ADJ_0205_TO_0206_36_c003;C1A_ADJ_0205_TO_0206_36_c012;C1A_ADJ_0205_TO_0206_36_c014;C1A_ADJ_0205_TO_0206_36_c029;C1A_ADJ_0205_TO_0206_36_c023;C1A_ADJ_0205_TO_0206_36_c027,6,"1154.959,1080.982","935.000,846.000,1576.000,1294.000",52.331445,317.811966,17022,948132.009953,216,6.4,0.042122,1,ambiguous_assemblies,"791.705,846.838,1575.225,1334.000",33,,,,false,false,NOT_TESTED,multiple response assemblies retained as ambiguous; no brightness or target ranking
ADJ_0205_TO_0206,adjacent_hidden_anchor,C1A,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0205,WGV35A_PAIR_0206,37,C1A_ADJ_0205_TO_0206_37_corridor,C1A_ADJ_0205_TO_0206_37_c001;C1A_ADJ_0205_TO_0206_37_c002;C1A_ADJ_0205_TO_0206_37_c041;C1A_ADJ_0205_TO_0206_37_c047;C1A_ADJ_0205_TO_0206_37_c038;C1A_ADJ_0205_TO_0206_37_c004;C1A_ADJ_0205_TO_0206_37_c010;C1A_ADJ_0205_TO_0206_37_c003;C1A_ADJ_0205_TO_0206_37_c011;C1A_ADJ_0205_TO_0206_37_c030;C1A_ADJ_0205_TO_0206_37_c036;C1A_ADJ_0205_TO_0206_37_c006;C1A_ADJ_0205_TO_0206_37_c014;C1A_ADJ_0205_TO_0206_37_c020;C1A_ADJ_0205_TO_0206_37_c022;C1A_ADJ_0205_TO_0206_37_c017;C1A_ADJ_0205_TO_0206_37_c027;C1A_ADJ_0205_TO_0206_37_c042;C1A_ADJ_0205_TO_0206_37_c060;C1A_ADJ_0205_TO_0206_37_c018,20,"1201.625,928.888","734.000,642.000,1798.000,1298.000",100.522835,636.568024,31866,1846631.00296,250,24.421053,0.01733,1,ambiguous_assemblies,"734.935,642.358,1798.995,1334.000",33,,,,false,false,NOT_TESTED,multiple response assemblies retained as ambiguous; no brightness or target ranking
ADJ_0205_TO_0206,adjacent_hidden_anchor,C1A,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0205,WGV35A_PAIR_0206,38,C1A_ADJ_0205_TO_0206_38_a001,C1A_ADJ_0205_TO_0206_38_c001;C1A_ADJ_0205_TO_0206_38_c029;C1A_ADJ_0205_TO_0206_38_c121;C1A_ADJ_0205_TO_0206_38_c020;C1A_ADJ_0205_TO_0206_38_c074;C1A_ADJ_0205_TO_0206_38_c105;C1A_ADJ_0205_TO_0206_38_c138;C1A_ADJ_0205_TO_0206_38_c012;C1A_ADJ_0205_TO_0206_38_c109;C1A_ADJ_0205_TO_0206_38_c035;C1A_ADJ_0205_TO_0206_38_c108;C1A_ADJ_0205_TO_0206_38_c100;C1A_ADJ_0205_TO_0206_38_c065;C1A_ADJ_0205_TO_0206_38_c027;C1A_ADJ_0205_TO_0206_38_c026;C1A_ADJ_0205_TO_0206_38_c024;C1A_ADJ_0205_TO_0206_38_c005;C1A_ADJ_0205_TO_0206_38_c033;C1A_ADJ_0205_TO_0206_38_c023;C1A_ADJ_0205_TO_0206_38_c011;C1A_ADJ_0205_TO_0206_38_c013;C1A_ADJ_0205_TO_0206_38_c137;C1A_ADJ_0205_TO_0206_38_c038;C1A_ADJ_0205_TO_0206_38_c018;C1A_ADJ_0205_TO_0206_38_c037;C1A_ADJ_0205_TO_0206_38_c042;C1A_ADJ_0205_TO_0206_38_c003;C1A_ADJ_0205_TO_0206_38_c019;C1A_ADJ_0205_TO_0206_38_c051;C1A_ADJ_0205_TO_0206_38_c094;C1A_ADJ_0205_TO_0206_38_c030;C1A_ADJ_0205_TO_0206_38_c111;C1A_ADJ_0205_TO_0206_38_c049;C1A_ADJ_0205_TO_0206_38_c071,34,"1038.752,764.680","394.000,350.000,2058.000,1294.000",106.752415,887.944214,85577,5098890.107071,250,12.363636,0.471439,1,confirmed_assembly,"394.345,350.998,2160.585,1334.000",33,,,,false,true,NOT_TESTED,single response assembly after graph grouping
ADJ_0205_TO_0206,adjacent_hidden_anchor,C1A,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0205,WGV35A_PAIR_0206,39,C1A_ADJ_0205_TO_0206_39_a001,C1A_ADJ_0205_TO_0206_39_c001;C1A_ADJ_0205_TO_0206_39_c310;C1A_ADJ_0205_TO_0206_39_c594;C1A_ADJ_0205_TO_0206_39_c668;C1A_ADJ_0205_TO_0206_39_c619;C1A_ADJ_0205_TO_0206_39_c588;C1A_ADJ_0205_TO_0206_39_c629;C1A_ADJ_0205_TO_0206_39_c589;C1A_ADJ_0205_TO_0206_39_c544;C1A_ADJ_0205_TO_0206_39_c710;C1A_ADJ_0205_TO_0206_39_c618;C1A_ADJ_0205_TO_0206_39_c009;C1A_ADJ_0205_TO_0206_39_c265;C1A_ADJ_0205_TO_0206_39_c444;C1A_ADJ_0205_TO_0206_39_c274;C1A_ADJ_0205_TO_0206_39_c309;C1A_ADJ_0205_TO_0206_39_c026;C1A_ADJ_0205_TO_0206_39_c334;C1A_ADJ_0205_TO_0206_39_c396;C1A_ADJ_0205_TO_0206_39_c332;C1A_ADJ_0205_TO_0206_39_c357;C1A_ADJ_0205_TO_0206_39_c068;C1A_ADJ_0205_TO_0206_39_c307;C1A_ADJ_0205_TO_0206_39_c556;C1A_ADJ_0205_TO_0206_39_c555;C1A_ADJ_0205_TO_0206_39_c321;C1A_ADJ_0205_TO_0206_39_c062;C1A_ADJ_0205_TO_0206_39_c453;C1A_ADJ_0205_TO_0206_39_c595;C1A_ADJ_0205_TO_0206_39_c176;C1A_ADJ_0205_TO_0206_39_c411;C1A_ADJ_0205_TO_0206_39_c545;C1A_ADJ_0205_TO_0206_39_c192;C1A_ADJ_0205_TO_0206_39_c040;C1A_ADJ_0205_TO_0206_39_c449;C1A_ADJ_0205_TO_0206_39_c427;C1A_ADJ_0205_TO_0206_39_c487;C1A_ADJ_0205_TO_0206_39_c442;C1A_ADJ_0205_TO_0206_39_c323;C1A_ADJ_0205_TO_0206_39_c571;C1A_ADJ_0205_TO_0206_39_c386;C1A_ADJ_0205_TO_0206_39_c171;C1A_ADJ_0205_TO_0206_39_c434;C1A_ADJ_0205_TO_0206_39_c376;C1A_ADJ_0205_TO_0206_39_c255;C1A_ADJ_0205_TO_0206_39_c080;C1A_ADJ_0205_TO_0206_39_c602,47,"1025.222,733.352","16.000,0.000,2080.000,1296.000",117.625633,968.796814,119551,6009551.952023,255,19.652174,0.6403,1,confirmed_assembly,"0.000,0.000,2308.000,1334.000",33,,,,false,false,NOT_TESTED,single response assembly after graph grouping
ADJ_0205_TO_0206,adjacent_hidden_anchor,C1A,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0205,WGV35A_PAIR_0206,40,C1A_ADJ_0205_TO_0206_40_a001,C1A_ADJ_0205_TO_0206_40_c001;C1A_ADJ_0205_TO_0206_40_c300;C1A_ADJ_0205_TO_0206_40_c007;C1A_ADJ_0205_TO_0206_40_c054;C1A_ADJ_0205_TO_0206_40_c427;C1A_ADJ_0205_TO_0206_40_c396;C1A_ADJ_0205_TO_0206_40_c066;C1A_ADJ_0205_TO_0206_40_c628;C1A_ADJ_0205_TO_0206_40_c015;C1A_ADJ_0205_TO_0206_40_c696;C1A_ADJ_0205_TO_0206_40_c483;C1A_ADJ_0205_TO_0206_40_c702;C1A_ADJ_0205_TO_0206_40_c666;C1A_ADJ_0205_TO_0206_40_c644;C1A_ADJ_0205_TO_0206_40_c506;C1A_ADJ_0205_TO_0206_40_c072;C1A_ADJ_0205_TO_0206_40_c359;C1A_ADJ_0205_TO_0206_40_c326;C1A_ADJ_0205_TO_0206_40_c305;C1A_ADJ_0205_TO_0206_40_c193;C1A_ADJ_0205_TO_0206_40_c587;C1A_ADJ_0205_TO_0206_40_c590;C1A_ADJ_0205_TO_0206_40_c533;C1A_ADJ_0205_TO_0206_40_c553;C1A_ADJ_0205_TO_0206_40_c430;C1A_ADJ_0205_TO_0206_40_c442;C1A_ADJ_0205_TO_0206_40_c260;C1A_ADJ_0205_TO_0206_40_c570;C1A_ADJ_0205_TO_0206_40_c476;C1A_ADJ_0205_TO_0206_40_c626;C1A_ADJ_0205_TO_0206_40_c434;C1A_ADJ_0205_TO_0206_40_c223;C1A_ADJ_0205_TO_0206_40_c531;C1A_ADJ_0205_TO_0206_40_c041;C1A_ADJ_0205_TO_0206_40_c097;C1A_ADJ_0205_TO_0206_40_c324;C1A_ADJ_0205_TO_0206_40_c019;C1A_ADJ_0205_TO_0206_40_c595;C1A_ADJ_0205_TO_0206_40_c086;C1A_ADJ_0205_TO_0206_40_c166;C1A_ADJ_0205_TO_0206_40_c465;C1A_ADJ_0205_TO_0206_40_c585;C1A_ADJ_0205_TO_0206_40_c247;C1A_ADJ_0205_TO_0206_40_c059;C1A_ADJ_0205_TO_0206_40_c384;C1A_ADJ_0205_TO_0206_40_c340;C1A_ADJ_0205_TO_0206_40_c301,47,"1022.838,741.856","16.000,0.000,2088.000,1296.000",118.691277,969.160034,122168,5976757.162106,253,18.26087,0.997101,1,confirmed_assembly,"0.000,0.000,2308.000,1334.000",33,,,,false,false,NOT_TESTED,single response assembly after graph grouping
ADJ_0205_TO_0206,adjacent_hidden_anchor,C1A,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0205,WGV35A_PAIR_0206,41,C1A_ADJ_0205_TO_0206_41_a001,C1A_ADJ_0205_TO_0206_41_c001;C1A_ADJ_0205_TO_0206_41_c418;C1A_ADJ_0205_TO_0206_41_c832;C1A_ADJ_0205_TO_0206_41_c461;C1A_ADJ_0205_TO_0206_41_c770;C1A_ADJ_0205_TO_0206_41_c571;C1A_ADJ_0205_TO_0206_41_c881;C1A_ADJ_0205_TO_0206_41_c547;C1A_ADJ_0205_TO_0206_41_c505;C1A_ADJ_0205_TO_0206_41_c020;C1A_ADJ_0205_TO_0206_41_c434;C1A_ADJ_0205_TO_0206_41_c681;C1A_ADJ_0205_TO_0206_41_c414;C1A_ADJ_0205_TO_0206_41_c237;C1A_ADJ_0205_TO_0206_41_c339;C1A_ADJ_0205_TO_0206_41_c579;C1A_ADJ_0205_TO_0206_41_c467;C1A_ADJ_0205_TO_0206_41_c577;C1A_ADJ_0205_TO_0206_41_c136;C1A_ADJ_0205_TO_0206_41_c619;C1A_ADJ_0205_TO_0206_41_c843;C1A_ADJ_0205_TO_0206_41_c711;C1A_ADJ_0205_TO_0206_41_c452;C1A_ADJ_0205_TO_0206_41_c100;C1A_ADJ_0205_TO_0206_41_c417;C1A_ADJ_0205_TO_0206_41_c239;C1A_ADJ_0205_TO_0206_41_c294;C1A_ADJ_0205_TO_0206_41_c031;C1A_ADJ_0205_TO_0206_41_c803;C1A_ADJ_0205_TO_0206_41_c757;C1A_ADJ_0205_TO_0206_41_c693;C1A_ADJ_0205_TO_0206_41_c183;C1A_ADJ_0205_TO_0206_41_c381;C1A_ADJ_0205_TO_0206_41_c633;C1A_ADJ_0205_TO_0206_41_c581;C1A_ADJ_0205_TO_0206_41_c219;C1A_ADJ_0205_TO_0206_41_c384;C1A_ADJ_0205_TO_0206_41_c254;C1A_ADJ_0205_TO_0206_41_c032;C1A_ADJ_0205_TO_0206_41_c331;C1A_ADJ_0205_TO_0206_41_c188;C1A_ADJ_0205_TO_0206_41_c380;C1A_ADJ_0205_TO_0206_41_c329;C1A_ADJ_0205_TO_0206_41_c019;C1A_ADJ_0205_TO_0206_41_c643;C1A_ADJ_0205_TO_0206_41_c635;C1A_ADJ_0205_TO_0206_41_c539;C1A_ADJ_0205_TO_0206_41_c618;C1A_ADJ_0205_TO_0206_41_c102;C1A_ADJ_0205_TO_0206_41_c228;C1A_ADJ_0205_TO_0206_41_c475;C1A_ADJ_0205_TO_0206_41_c088;C1A_ADJ_0205_TO_0206_41_c687;C1A_ADJ_0205_TO_0206_41_c610;C1A_ADJ_0205_TO_0206_41_c855;C1A_ADJ_0205_TO_0206_41_c101;C1A_ADJ_0205_TO_0206_41_c107;C1A_ADJ_0205_TO_0206_41_c012;C1A_ADJ_0205_TO_0206_41_c463;C1A_ADJ_0205_TO_0206_41_c225;C1A_ADJ_0205_TO_0206_41_c391;C1A_ADJ_0205_TO_0206_41_c615;C1A_ADJ_0205_TO_0206_41_c440;C1A_ADJ_0205_TO_0206_41_c666;C1A_ADJ_0205_TO_0206_41_c753;C1A_ADJ_0205_TO_0206_41_c393;C1A_ADJ_0205_TO_0206_41_c437;C1A_ADJ_0205_TO_0206_41_c549;C1A_ADJ_0205_TO_0206_41_c746;C1A_ADJ_0205_TO_0206_41_c250,70,"1007.619,735.298","56.000,0.000,2096.000,1296.000",119.302265,1057.858109,125605,7609497.818821,248,9.15942,0.988417,1,confirmed_assembly,"0.000,0.000,2308.000,1334.000",33,,,,false,false,NOT_TESTED,single response assembly after graph grouping
ADJ_0205_TO_0206,adjacent_hidden_anchor,C1A,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0205,WGV35A_PAIR_0206,42,C1A_ADJ_0205_TO_0206_42_a001,C1A_ADJ_0205_TO_0206_42_c001;C1A_ADJ_0205_TO_0206_42_c078;C1A_ADJ_0205_TO_0206_42_c372;C1A_ADJ_0205_TO_0206_42_c165;C1A_ADJ_0205_TO_0206_42_c496;C1A_ADJ_0205_TO_0206_42_c566;C1A_ADJ_0205_TO_0206_42_c533;C1A_ADJ_0205_TO_0206_42_c332;C1A_ADJ_0205_TO_0206_42_c450;C1A_ADJ_0205_TO_0206_42_c193;C1A_ADJ_0205_TO_0206_42_c547;C1A_ADJ_0205_TO_0206_42_c625;C1A_ADJ_0205_TO_0206_42_c019;C1A_ADJ_0205_TO_0206_42_c429;C1A_ADJ_0205_TO_0206_42_c622;C1A_ADJ_0205_TO_0206_42_c413;C1A_ADJ_0205_TO_0206_42_c434;C1A_ADJ_0205_TO_0206_42_c638;C1A_ADJ_0205_TO_0206_42_c343;C1A_ADJ_0205_TO_0206_42_c114;C1A_ADJ_0205_TO_0206_42_c519;C1A_ADJ_0205_TO_0206_42_c507;C1A_ADJ_0205_TO_0206_42_c203;C1A_ADJ_0205_TO_0206_42_c585;C1A_ADJ_0205_TO_0206_42_c345;C1A_ADJ_0205_TO_0206_42_c628;C1A_ADJ_0205_TO_0206_42_c513;C1A_ADJ_0205_TO_0206_42_c072;C1A_ADJ_0205_TO_0206_42_c308;C1A_ADJ_0205_TO_0206_42_c466;C1A_ADJ_0205_TO_0206_42_c460;C1A_ADJ_0205_TO_0206_42_c368;C1A_ADJ_0205_TO_0206_42_c381;C1A_ADJ_0205_TO_0206_42_c177;C1A_ADJ_0205_TO_0206_42_c305;C1A_ADJ_0205_TO_0206_42_c398;C1A_ADJ_0205_TO_0206_42_c039;C1A_ADJ_0205_TO_0206_42_c281;C1A_ADJ_0205_TO_0206_42_c262;C1A_ADJ_0205_TO_0206_42_c192;C1A_ADJ_0205_TO_0206_42_c161;C1A_ADJ_0205_TO_0206_42_c380;C1A_ADJ_0205_TO_0206_42_c055;C1A_ADJ_0205_TO_0206_42_c587;C1A_ADJ_0205_TO_0206_42_c106;C1A_ADJ_0205_TO_0206_42_c659;C1A_ADJ_0205_TO_0206_42_c651;C1A_ADJ_0205_TO_0206_42_c551;C1A_ADJ_0205_TO_0206_42_c608;C1A_ADJ_0205_TO_0206_42_c418;C1A_ADJ_0205_TO_0206_42_c178;C1A_ADJ_0205_TO_0206_42_c636;C1A_ADJ_0205_TO_0206_42_c471;C1A_ADJ_0205_TO_0206_42_c464;C1A_ADJ_0205_TO_0206_42_c330;C1A_ADJ_0205_TO_0206_42_c499;C1A_ADJ_0205_TO_0206_42_c432;C1A_ADJ_0205_TO_0206_42_c199;C1A_ADJ_0205_TO_0206_42_c539,59,"1009.274,735.822","24.000,0.000,2136.000,1296.000",119.105026,1069.605637,115848,7287219.895885,255,7.034483,0.974131,1,confirmed_assembly,"0.000,0.000,2308.000,1334.000",33,,,,false,false,NOT_TESTED,single response assembly after graph grouping
