part_hypothesis_node_id,atom_id,sar_frame,candidate_role,support_pixel_long_axis,support_pixel_short_axis,orientation,integrated_energy,persistent_part_track_id,lineage_state
R1N0049,R1A0049,46,isolated_small_atom,8.838523,4.649069,9.645023,1264,,newly_appeared_or_disappeared
R1N0050,R1A0050,52,background_arc_candidate,132.762232,18.321777,-6.129913,49147,,newly_appeared_or_disappeared
R1N0051,R1A0051,52,unresolved_atom,9.088758,7.194738,44.37819,3260,,newly_appeared_or_disappeared
R1N0052,R1A0052,52,background_arc_candidate,47.444052,13.103666,-1.48862,15141,,newly_appeared_or_disappeared
R1N0053,R1A0053,52,isolated_small_atom,11.993056,3.09406,-5.894092,1088,,newly_appeared_or_disappeared
R1N0054,R1A0054,52,body_core_candidate,50.926357,19.156188,-3.005319,33513,,newly_appeared_or_disappeared
R1N0055,R1A0055,60,unresolved_atom,54.420201,26.61295,1.713455,26891,,newly_appeared_or_disappeared
R1N0056,R1A0056,60,unresolved_atom,15.249886,8.087217,31.953575,4341,,newly_appeared_or_disappeared
R1N0057,R1A0057,60,unresolved_atom,89.568837,57.955201,-41.456625,13765,,newly_appeared_or_disappeared
R1N0058,R1A0058,60,isolated_small_atom,14.594725,3.051196,3.180559,1223,,newly_appeared_or_disappeared
R1N0059,R1A0059,60,unresolved_atom,64.215506,34.394595,0.730026,16602,,newly_appeared_or_disappeared
R1N0060,R1A0060,60,body_core_candidate,38.98898,23.277896,12.487675,24109,,newly_appeared_or_disappeared
R1N0061,R1A0061,60,endpoint_hotspot_candidate,20.899544,10.589931,-58.466812,4850,,newly_appeared_or_disappeared
R1N0062,R1A0062,60,endpoint_hotspot_candidate,32.458875,12.08734,-14.153166,5813,,newly_appeared_or_disappeared
R1N0063,R1A0063,60,isolated_small_atom,41.621988,15.30834,17.661569,1354,,newly_appeared_or_disappeared
R1N0064,R1A0064,77,unresolved_atom,114.607794,21.976973,-1.304344,63874,,ambiguous_successors
R1N0065,R1A0065,77,unresolved_atom,11.80318,7.526728,35.240717,3568,,ambiguous_successors
R1N0066,R1A0066,77,unresolved_atom,32.665078,16.345788,89.917437,3894,R1PT009,unique_continuation
R1N0067,R1A0067,77,side_ridge_candidate,30.150236,6.923754,4.585429,4946,,ambiguous_successors
R1N0068,R1A0068,77,isolated_small_atom,41.042512,20.631096,-10.011619,1416,R1PT010,unique_continuation
R1N0069,R1A0069,77,body_core_candidate,82.733254,65.987544,-32.483907,33841,,newly_appeared_or_disappeared
R1N0070,R1A0070,78,unresolved_atom,116.431233,21.512594,-1.208167,65656,,role_transition_or_blocked
R1N0071,R1A0071,78,unresolved_atom,15.245412,7.732697,37.085201,3998,,ambiguous_successors
R1N0072,R1A0072,78,side_ridge_candidate,35.225823,15.235914,-85.53248,3256,R1PT009,unique_continuation
R1N0073,R1A0073,78,side_ridge_candidate,26.581613,4.288674,5.794445,4388,,ambiguous_predecessors
R1N0074,R1A0074,78,body_core_candidate,70.819462,34.754606,27.433622,27051,,ambiguous_predecessors
R1N0075,R1A0075,78,isolated_small_atom,18.389725,4.056524,19.048716,1032,R1PT010,unique_continuation
R1N0076,R1A0076,78,isolated_small_atom,32.863843,27.700748,27.783057,2201,,newly_appeared_or_disappeared
R1N0077,R1A0077,79,background_arc_candidate,141.297208,37.675408,7.542997,77811,,newly_appeared_or_disappeared
R1N0078,R1A0078,79,unresolved_atom,14.585932,7.806259,43.556489,3678,,role_transition_or_blocked
R1N0079,R1A0079,79,unresolved_atom,27.187593,3.889705,5.606155,3052,,ambiguous_predecessors
R1N0080,R1A0080,79,body_core_candidate,76.456345,34.525365,30.156289,27683,,ambiguous_successors
R1N0081,R1A0081,79,isolated_small_atom,19.183462,3.966238,14.347452,1003,R1PT010,unique_continuation
R1N0082,R1A0082,79,isolated_small_atom,23.662907,11.681086,-51.720602,997,,newly_appeared_or_disappeared
R1N0083,R1A0083,79,unresolved_atom,38.081834,20.357034,18.930592,2421,R1PT011,unique_continuation
R1N0084,R1A0084,80,side_ridge_candidate,126.944503,19.915633,-1.654503,72171,,role_transition_or_blocked
R1N0085,R1A0085,80,background_arc_candidate,15.543756,5.137642,45.61279,3833,,newly_appeared_or_disappeared
R1N0086,R1A0086,80,unresolved_atom,24.285835,16.735393,-88.256985,3955,,newly_appeared_or_disappeared
R1N0087,R1A0087,80,unresolved_atom,26.772369,4.754579,6.665304,3380,,ambiguous_predecessors
R1N0088,R1A0088,80,isolated_small_atom,32.297026,10.856754,47.693326,1009,R1PT010,unique_continuation
R1N0089,R1A0089,80,body_core_candidate,71.705092,44.54725,28.1072,33563,,role_transition_or_blocked
R1N0090,R1A0090,80,side_ridge_candidate,71.598193,23.653388,-4.233036,4544,R1PT011,unique_continuation
R1N0091,R1A0091,81,background_arc_candidate,151.195885,35.698671,5.466114,77320,,newly_appeared_or_disappeared
R1N0092,R1A0092,81,unresolved_atom,12.527746,6.163741,46.531327,3391,,newly_appeared_or_disappeared
R1N0093,R1A0093,81,isolated_small_atom,28.81719,2.887279,5.654102,1744,R1PT010,unique_continuation
R1N0094,R1A0094,81,body_core_candidate,72.643783,39.84224,29.897677,33254,,ambiguous_predecessors
R1N0095,R1A0095,81,unresolved_atom,35.501767,19.704033,21.268689,2925,R1PT011,unique_continuation
R1N0096,R1A0096,212,unresolved_atom,61.296897,58.487557,40.955051,16232,,newly_appeared_or_disappeared
R1N0097,R1A0097,212,unresolved_atom,129.819275,108.696656,-49.749024,126344,R1PT012,unique_continuation
R1N0098,R1A0098,212,endpoint_hotspot_candidate,35.496317,18.613087,-74.38393,2817,,newly_appeared_or_disappeared
R1N0099,R1A0099,213,unresolved_atom,46.352764,32.870501,-31.380366,5318,,newly_appeared_or_disappeared
R1N0100,R1A0100,213,unresolved_atom,128.905299,113.855468,-59.573179,129354,R1PT012,unique_continuation
R1N0101,R1A0101,213,unresolved_atom,29.942149,19.966751,-65.605775,3386,,newly_appeared_or_disappeared
R1N0102,R1A0102,213,isolated_small_atom,37.188248,16.671457,-74.573196,2822,,newly_appeared_or_disappeared
R1N0103,R1A0103,216,unresolved_atom,128.260198,119.891116,-42.705041,132476,,newly_appeared_or_disappeared
R1N0104,R1A0104,216,endpoint_hotspot_candidate,30.506994,13.36948,-59.450196,3533,,newly_appeared_or_disappeared
R1N0105,R1A0105,220,unresolved_atom,125.092883,111.165525,-74.814183,128959,,newly_appeared_or_disappeared
R1N0106,R1A0106,220,unresolved_atom,22.844031,12.367589,-14.431697,3352,,newly_appeared_or_disappeared
R1N0107,R1A0107,224,unresolved_atom,127.762688,117.999424,-81.282006,137838,,newly_appeared_or_disappeared
R1N0108,R1A0108,224,endpoint_hotspot_candidate,33.668766,17.039139,-53.245462,8395,,newly_appeared_or_disappeared
R1N0109,R1A0109,224,endpoint_hotspot_candidate,17.54266,8.202532,7.487797,2662,,newly_appeared_or_disappeared
R1N0110,R1A0110,227,unresolved_atom,127.694571,124.207901,39.52175,135374,R1PT013,unique_continuation
R1N0111,R1A0111,227,isolated_small_atom,21.497154,10.357805,45.303945,1890,,role_transition_or_blocked
R1N0112,R1A0112,227,isolated_small_atom,25.591828,9.643218,46.833111,1662,,role_transition_or_blocked
R1N0113,R1A0113,227,endpoint_hotspot_candidate,33.057492,15.840607,-47.09122,9516,R1PT014,unique_continuation
R1N0114,R1A0114,227,isolated_small_atom,12.2872,4.703574,42.475339,1497,R1PT015,unique_continuation
R1N0115,R1A0115,228,unresolved_atom,128.982644,124.410912,31.224866,125735,R1PT013,unique_continuation
R1N0116,R1A0116,228,isolated_small_atom,55.97875,18.014241,40.023296,2370,,ambiguous_predecessors
R1N0117,R1A0117,228,endpoint_hotspot_candidate,34.838113,16.518223,-49.899367,9405,R1PT014,unique_continuation
R1N0118,R1A0118,228,isolated_small_atom,12.767318,4.533875,40.454862,1426,R1PT015,unique_continuation
R1N0119,R1A0119,238,unresolved_atom,142.248431,98.627538,69.561556,129784,R1PT016,unique_continuation
R1N0120,R1A0120,238,isolated_small_atom,15.109116,4.970072,60.56462,2096,R1PT017,unique_continuation
R1N0121,R1A0121,239,unresolved_atom,139.260414,91.299139,73.754104,139731,R1PT016,unique_continuation
R1N0122,R1A0122,239,endpoint_hotspot_candidate,39.762825,15.713012,-57.461072,11577,,newly_appeared_or_disappeared
R1N0123,R1A0123,239,isolated_small_atom,11.63297,4.382619,57.208365,1644,R1PT017,unique_continuation
R1N0124,R1A0124,243,unresolved_atom,133.596673,92.873339,76.312023,136649,,newly_appeared_or_disappeared
R1N0125,R1A0125,243,isolated_small_atom,18.270941,6.829302,0.558653,1691,,newly_appeared_or_disappeared
R1N0126,R1A0126,243,isolated_small_atom,13.862584,4.385063,-9.493363,1725,,newly_appeared_or_disappeared
R1N0127,R1A0127,250,unresolved_atom,115.978297,77.024037,73.490283,132837,,newly_appeared_or_disappeared
R1N0128,R1A0128,250,isolated_small_atom,19.592079,11.219793,35.215917,1526,,newly_appeared_or_disappeared
R1N0129,R1A0129,250,isolated_small_atom,22.468886,16.763995,77.350548,1666,,newly_appeared_or_disappeared
R1N0130,R1A0130,259,unresolved_atom,140.581981,87.966689,72.772898,89068,R1PT018,unique_continuation
R1N0131,R1A0131,259,isolated_small_atom,39.610606,28.242192,-61.881545,1689,R1PT019,unique_continuation
R1N0132,R1A0132,259,isolated_small_atom,17.702615,11.399029,18.658487,2042,,newly_appeared_or_disappeared
R1N0133,R1A0133,259,isolated_small_atom,42.640605,10.532722,64.350261,1579,,newly_appeared_or_disappeared
R1N0134,R1A0134,259,body_core_candidate,39.635317,31.545172,65.354154,8557,R1PT020,unique_continuation
R1N0135,R1A0135,260,unresolved_atom,139.834758,112.6905,74.394394,97074,R1PT018,unique_continuation
R1N0136,R1A0136,260,isolated_small_atom,12.121427,6.370313,-66.596391,1629,R1PT019,unique_continuation
R1N0137,R1A0137,260,endpoint_hotspot_candidate,38.098888,30.123224,48.628622,8219,R1PT020,unique_continuation
R1N0138,R1A0138,262,unresolved_atom,137.486814,108.020444,71.810158,111816,R1PT021,unique_continuation
R1N0139,R1A0139,262,isolated_small_atom,9.874745,7.760332,-83.280024,1222,,newly_appeared_or_disappeared
R1N0140,R1A0140,262,endpoint_hotspot_candidate,41.38556,6.920387,84.412132,8406,R1PT022,unique_continuation
R1N0141,R1A0141,263,unresolved_atom,132.637356,121.64902,84.090563,102424,R1PT021,unique_continuation
R1N0142,R1A0142,263,endpoint_hotspot_candidate,41.036867,8.800936,85.724587,8186,R1PT022,unique_continuation
R1N0143,R1A0143,269,unresolved_atom,135.335705,113.038969,56.631381,101700,,role_transition_or_blocked
R1N0144,R1A0144,269,isolated_small_atom,14.621984,8.333687,86.255713,1159,,role_transition_or_blocked
R1N0145,R1A0145,269,isolated_small_atom,15.20664,11.52207,-54.552965,1333,,role_transition_or_blocked
R1N0146,R1A0146,269,isolated_small_atom,13.694996,7.021425,-29.372183,1979,,role_transition_or_blocked
R1N0147,R1A0147,269,body_core_candidate,37.822569,26.351241,7.449939,22566,,ambiguous_successors
R1N0148,R1A0148,269,endpoint_hotspot_candidate,34.918644,8.519423,84.540694,6912,R1PT023,unique_continuation
R1N0149,R1A0149,270,unresolved_atom,138.572859,117.152407,29.913594,96078,,ambiguous_successors
R1N0150,R1A0150,270,isolated_small_atom,15.293795,4.212705,-65.204247,1318,,ambiguous_predecessors
R1N0151,R1A0151,270,unresolved_atom,21.239993,10.032997,-1.477743,2618,,newly_appeared_or_disappeared
R1N0152,R1A0152,270,endpoint_hotspot_candidate,39.182581,8.654409,88.2636,7267,R1PT023,unique_continuation
R1N0153,R1A0153,270,body_core_candidate,42.280873,23.300677,6.92361,21246,,ambiguous_successors
R1N0154,R1A0154,271,unresolved_atom,143.20544,124.310635,17.030031,86399,,ambiguous_successors
R1N0155,R1A0155,271,isolated_small_atom,26.141583,10.712082,7.984685,1787,,ambiguous_successors
R1N0156,R1A0156,271,endpoint_hotspot_candidate,34.944975,6.66407,85.513692,6417,R1PT023,unique_continuation
R1N0157,R1A0157,271,body_core_candidate,46.37417,21.017194,4.97181,19807,,ambiguous_successors
R1N0158,R1A0158,272,unresolved_atom,136.69059,112.195827,44.652371,93019,,ambiguous_predecessors
R1N0159,R1A0159,272,isolated_small_atom,43.379097,10.184203,-8.392551,1185,,ambiguous_successors
R1N0160,R1A0160,272,isolated_small_atom,23.066485,11.966875,43.247253,2033,,role_transition_or_blocked
R1N0161,R1A0161,272,endpoint_hotspot_candidate,34.468536,7.253062,83.113578,7491,R1PT023,unique_continuation
R1N0162,R1A0162,272,body_core_candidate,51.229191,25.519202,9.61662,21289,,ambiguous_predecessors
R1N0163,R1A0163,273,unresolved_atom,136.362507,115.884521,41.38577,72980,,ambiguous_predecessors
R1N0164,R1A0164,273,isolated_small_atom,39.526828,8.317885,-2.765835,1256,,role_transition_or_blocked
R1N0165,R1A0165,273,isolated_small_atom,24.156575,12.158626,34.38782,1430,,ambiguous_predecessors
R1N0166,R1A0166,273,endpoint_hotspot_candidate,37.678058,8.876899,87.62801,4980,R1PT023,unique_continuation
R1N0167,R1A0167,276,unresolved_atom,144.346079,107.208198,20.94996,99300,,newly_appeared_or_disappeared
R1N0168,R1A0168,276,isolated_small_atom,13.151574,4.714407,30.801836,1365,,newly_appeared_or_disappeared
R1N0169,R1A0169,276,endpoint_hotspot_candidate,35.37426,8.146369,87.872375,5546,,newly_appeared_or_disappeared
R1N0170,R1A0170,276,body_core_candidate,60.878477,24.355741,14.555285,16887,,newly_appeared_or_disappeared
R1N0171,R1A0171,278,unresolved_atom,152.180547,96.317941,15.398919,107676,,ambiguous_successors
R1N0172,R1A0172,278,isolated_small_atom,19.672003,10.01531,-75.181513,1395,,newly_appeared_or_disappeared
R1N0173,R1A0173,278,body_core_candidate,57.611945,35.204525,18.705603,19400,,ambiguous_successors
R1N0174,R1A0174,279,unresolved_atom,151.862399,98.290244,13.446112,90594,,ambiguous_successors
R1N0175,R1A0175,279,isolated_small_atom,39.907748,11.603547,-20.030081,2090,,newly_appeared_or_disappeared
R1N0176,R1A0176,279,endpoint_hotspot_candidate,33.880747,4.787925,88.164752,3388,,newly_appeared_or_disappeared
R1N0177,R1A0177,279,body_core_candidate,52.665469,35.752936,18.567243,19080,,ambiguous_successors
R1N0178,R1A0178,280,unresolved_atom,157.421324,98.624945,11.252789,87931,,ambiguous_predecessors
R1N0179,R1A0179,280,isolated_small_atom,13.727509,7.280323,40.125773,1512,,newly_appeared_or_disappeared
R1N0180,R1A0180,280,body_core_candidate,50.338888,30.904959,8.591168,19871,,ambiguous_successors
R1N0181,R1A0181,281,unresolved_atom,132.253123,116.1097,0.746808,83402,,ambiguous_predecessors
R1N0182,R1A0182,281,isolated_small_atom,36.946882,13.031929,-7.815941,2112,,newly_appeared_or_disappeared
R1N0183,R1A0183,281,side_ridge_candidate,27.34347,6.011147,88.935188,3313,,newly_appeared_or_disappeared
R1N0184,R1A0184,281,body_core_candidate,33.363696,18.197874,81.224389,15014,,newly_appeared_or_disappeared
R1N0185,R1A0185,281,endpoint_hotspot_candidate,14.644472,8.384033,-13.907489,4209,,role_transition_or_blocked
R1N0186,R1A0186,284,unresolved_atom,140.229442,92.567206,12.588041,72623,,newly_appeared_or_disappeared
R1N0187,R1A0187,284,isolated_small_atom,6.02738,3.632423,-62.944321,912,,newly_appeared_or_disappeared
R1N0188,R1A0188,284,isolated_small_atom,14.566974,5.977214,-35.500906,933,,newly_appeared_or_disappeared
R1N0189,R1A0189,284,body_core_candidate,54.575645,41.527702,-13.278449,14011,,newly_appeared_or_disappeared
R1N0190,R1A0190,284,isolated_small_atom,34.582717,5.068341,-85.959409,1677,,newly_appeared_or_disappeared
R1N0191,R1A0191,288,unresolved_atom,155.260747,78.783303,14.250924,69205,R1PT024,unique_continuation
R1N0192,R1A0192,288,body_core_candidate,36.724321,13.60907,73.131529,11030,R1PT025,unique_continuation
R1N0193,R1A0193,288,isolated_small_atom,12.031547,5.918593,-1.654426,2038,R1PT026,unique_continuation
R1N0194,R1A0194,288,isolated_small_atom,34.148758,16.39425,-3.756554,1233,,newly_appeared_or_disappeared
R1N0195,R1A0195,289,unresolved_atom,156.311168,81.842895,13.692439,64032,R1PT024,unique_continuation
R1N0196,R1A0196,289,isolated_small_atom,33.413329,6.214185,-12.61999,854,,newly_appeared_or_disappeared
R1N0197,R1A0197,289,body_core_candidate,24.60178,13.860993,70.238929,9698,R1PT025,unique_continuation
R1N0198,R1A0198,289,isolated_small_atom,6.515021,5.323105,-41.74449,1116,R1PT026,unique_continuation
R1N0199,R1A0199,289,side_ridge_candidate,59.765209,21.43916,-0.415737,2350,R1PT027,unique_continuation
R1N0200,R1A0200,290,unresolved_atom,159.897713,80.768374,9.611625,62596,R1PT024,unique_continuation
R1N0201,R1A0201,290,unresolved_atom,33.131003,23.688794,75.825969,8298,R1PT025,unique_continuation
R1N0202,R1A0202,290,side_ridge_candidate,58.614446,24.503114,-6.991867,3600,R1PT027,unique_continuation
