raw_review_id,blind_frame_id,blind_family_id,family_id,sar_frame,raw_family_visible_structure_cn,raw_member_bbox_consistency_cn,raw_common_core_support_cn,raw_boundary_variant_reason_cn,raw_spatially_distinct_structure_present,raw_vehicle_response_support,raw_background_support,raw_unresolved,raw_decisive_reason_cn,raw_confidence,raw_png
R21R1RAW0022,R21R1_BLIND_FRAME_032,R21R1_BLIND_FAMILY_022,R21R1F00022,32,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00022?SAR 32?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_003.png
R21R1RAW0023,R21R1_BLIND_FRAME_032,R21R1_BLIND_FAMILY_023,R21R1F00023,32,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00023?SAR 32?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_003.png
R21R1RAW0024,R21R1_BLIND_FRAME_032,R21R1_BLIND_FAMILY_024,R21R1F00024,32,?????????????????????????????????,??????raw ???????????????????,???????????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00024?SAR 32?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.46,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_003.png
R21R1RAW0025,R21R1_BLIND_FRAME_032,R21R1_BLIND_FAMILY_025,R21R1F00025,32,?????????????????????????????????,??????raw ???????????????????,???????????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00025?SAR 32?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.46,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_004.png
R21R1RAW0026,R21R1_BLIND_FRAME_032,R21R1_BLIND_FAMILY_026,R21R1F00026,32,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00026?SAR 32?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_004.png
R21R1RAW0027,R21R1_BLIND_FRAME_034,R21R1_BLIND_FAMILY_027,R21R1F00027,34,?????????????????????? raw ???????,?????????????????????????,???????????????????????????????,?? common_core_only??????????????,false,false,false,true,R21R1F00027?SAR 34?raw ?????????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_004.png
R21R1RAW0028,R21R1_BLIND_FRAME_034,R21R1_BLIND_FAMILY_028,R21R1F00028,34,?????????????????????????????????,??????raw ???????????????????,???????????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00028?SAR 34?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.46,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_004.png
R21R1RAW0029,R21R1_BLIND_FRAME_034,R21R1_BLIND_FAMILY_029,R21R1F00029,34,?????????????????????????????????,??????raw ???????????????????,???????????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00029?SAR 34?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.46,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_004.png
R21R1RAW0030,R21R1_BLIND_FRAME_034,R21R1_BLIND_FAMILY_030,R21R1F00030,34,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00030?SAR 34?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_004.png
R21R1RAW0031,R21R1_BLIND_FRAME_034,R21R1_BLIND_FAMILY_031,R21R1F00031,34,?????????????????????????????????,??????raw ???????????????????,???????????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00031?SAR 34?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.46,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_004.png
R21R1RAW0032,R21R1_BLIND_FRAME_034,R21R1_BLIND_FAMILY_032,R21R1F00032,34,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00032?SAR 34?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_004.png
R21R1RAW0033,R21R1_BLIND_FRAME_034,R21R1_BLIND_FAMILY_033,R21R1F00033,34,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00033?SAR 34?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_005.png
R21R1RAW0034,R21R1_BLIND_FRAME_039,R21R1_BLIND_FAMILY_034,R21R1F00034,39,?????????????????????? raw ???????,?????????????????????????,???????????????????????????????,?? common_core_only??????????????,false,false,false,true,R21R1F00034?SAR 39?raw ?????????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_005.png
R21R1RAW0035,R21R1_BLIND_FRAME_039,R21R1_BLIND_FAMILY_035,R21R1F00035,39,?????????????????????????????????,??????raw ???????????????????,???????????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00035?SAR 39?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.46,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_005.png
R21R1RAW0036,R21R1_BLIND_FRAME_039,R21R1_BLIND_FAMILY_036,R21R1F00036,39,?????????????????????? raw ???????,?????????????????????????,???????????????????????????????,?? common_core_only??????????????,false,false,true,false,R21R1F00036?SAR 39?raw ???????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.50,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_005.png
R21R1RAW0037,R21R1_BLIND_FRAME_039,R21R1_BLIND_FAMILY_037,R21R1F00037,39,?????????????????????????????????,??????raw ???????????????????,???????????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00037?SAR 39?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.46,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_005.png
R21R1RAW0038,R21R1_BLIND_FRAME_039,R21R1_BLIND_FAMILY_038,R21R1F00038,39,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00038?SAR 39?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_005.png
R21R1RAW0039,R21R1_BLIND_FRAME_040,R21R1_BLIND_FAMILY_039,R21R1F00039,40,?????????????????????? raw ???????,?????????????????????????,???????????????????????????????,?? common_core_only??????????????,false,false,false,true,R21R1F00039?SAR 40?raw ?????????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_005.png
R21R1RAW0040,R21R1_BLIND_FRAME_040,R21R1_BLIND_FAMILY_040,R21R1F00040,40,?????????????????????????????????,??????raw ???????????????????,???????????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00040?SAR 40?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.46,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_005.png
R21R1RAW0041,R21R1_BLIND_FRAME_040,R21R1_BLIND_FAMILY_041,R21R1F00041,40,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00041?SAR 40?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_006.png
R21R1RAW0042,R21R1_BLIND_FRAME_040,R21R1_BLIND_FAMILY_042,R21R1F00042,40,????????????????????????????????,??????raw ???????????????????,???????????????????,????? single_consensus_bbox?????????????,false,true,false,false,R21R1F00042?SAR 40?raw ?????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.56,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_006.png
R21R1RAW0043,R21R1_BLIND_FRAME_040,R21R1_BLIND_FAMILY_043,R21R1F00043,40,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00043?SAR 40?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_006.png
R21R1RAW0044,R21R1_BLIND_FRAME_046,R21R1_BLIND_FAMILY_044,R21R1F00044,46,????????????????????????????????,??????raw ???????????????????,???????????????????,????? single_consensus_bbox?????????????,false,true,false,false,R21R1F00044?SAR 46?raw ?????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.56,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_006.png
R21R1RAW0045,R21R1_BLIND_FRAME_052,R21R1_BLIND_FAMILY_045,R21R1F00045,52,?????????????????????? raw ???????,?????????????????????????,???????????????????????????????,?? common_core_only??????????????,false,false,true,false,R21R1F00045?SAR 52?raw ???????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.50,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_006.png
R21R1RAW0046,R21R1_BLIND_FRAME_052,R21R1_BLIND_FAMILY_046,R21R1F00046,52,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00046?SAR 52?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_006.png
R21R1RAW0047,R21R1_BLIND_FRAME_060,R21R1_BLIND_FAMILY_047,R21R1F00047,60,????????????????????????????????,??????raw ???????????????????,???????????????????,????? single_consensus_bbox?????????????,false,true,false,false,R21R1F00047?SAR 60?raw ?????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.56,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_006.png
R21R1RAW0048,R21R1_BLIND_FRAME_060,R21R1_BLIND_FAMILY_048,R21R1F00048,60,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00048?SAR 60?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_006.png
R21R1RAW0049,R21R1_BLIND_FRAME_077,R21R1_BLIND_FAMILY_049,R21R1F00049,77,?????????????????????? raw ???????,?????????????????????????,???????????????????????????????,?? common_core_only??????????????,false,false,true,false,R21R1F00049?SAR 77?raw ???????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.50,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_007.png
R21R1RAW0050,R21R1_BLIND_FRAME_077,R21R1_BLIND_FAMILY_050,R21R1F00050,77,????????????????????????????????,??????raw ???????????????????,???????????????????,????? single_consensus_bbox?????????????,false,true,false,false,R21R1F00050?SAR 77?raw ?????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.56,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_007.png
R21R1RAW0051,R21R1_BLIND_FRAME_077,R21R1_BLIND_FAMILY_051,R21R1F00051,77,?????????????????????????????????,??????raw ???????????????????,???????????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00051?SAR 77?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.46,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_007.png
R21R1RAW0052,R21R1_BLIND_FRAME_077,R21R1_BLIND_FAMILY_052,R21R1F00052,77,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00052?SAR 77?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_007.png
R21R1RAW0053,R21R1_BLIND_FRAME_077,R21R1_BLIND_FAMILY_053,R21R1F00053,77,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00053?SAR 77?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_007.png
R21R1RAW0054,R21R1_BLIND_FRAME_077,R21R1_BLIND_FAMILY_054,R21R1F00054,77,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00054?SAR 77?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_007.png
R21R1RAW0055,R21R1_BLIND_FRAME_078,R21R1_BLIND_FAMILY_055,R21R1F00055,78,?????????????????????????????????,?????????????????raw ?????????,?????????????????????????,?? multiple_valid_bbox_variants????????????????,false,false,false,true,R21R1F00055?SAR 78?raw ?????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.42,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_007.png
R21R1RAW0056,R21R1_BLIND_FRAME_078,R21R1_BLIND_FAMILY_056,R21R1F00056,78,?????????????????????????????????,??????raw ???????????????????,???????????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00056?SAR 78?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.46,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_007.png
R21R1RAW0057,R21R1_BLIND_FRAME_078,R21R1_BLIND_FAMILY_057,R21R1F00057,78,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00057?SAR 78?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_008.png
R21R1RAW0058,R21R1_BLIND_FRAME_078,R21R1_BLIND_FAMILY_058,R21R1F00058,78,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00058?SAR 78?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_008.png
R21R1RAW0059,R21R1_BLIND_FRAME_078,R21R1_BLIND_FAMILY_059,R21R1F00059,78,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00059?SAR 78?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_008.png
R21R1RAW0060,R21R1_BLIND_FRAME_078,R21R1_BLIND_FAMILY_060,R21R1F00060,78,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00060?SAR 78?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_008.png
R21R1RAW0061,R21R1_BLIND_FRAME_079,R21R1_BLIND_FAMILY_061,R21R1F00061,79,?????????????????????? raw ???????,?????????????????????????,???????????????????????????????,?? common_core_only??????????????,false,false,false,true,R21R1F00061?SAR 79?raw ?????????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.44,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_008.png
R21R1RAW0062,R21R1_BLIND_FRAME_079,R21R1_BLIND_FAMILY_062,R21R1F00062,79,????????????????????????,??????raw ???????????????????,??????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00062?SAR 79?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.38,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_008.png
R21R1RAW0063,R21R1_BLIND_FRAME_079,R21R1_BLIND_FAMILY_063,R21R1F00063,79,?????????????????????????????????,??????raw ???????????????????,???????????????????????,????? single_consensus_bbox?????????????,false,false,false,true,R21R1F00063?SAR 79?raw ??????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.46,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_008.png
R21R1RAW0064,R21R1_BLIND_FRAME_079,R21R1_BLIND_FAMILY_064,R21R1F00064,79,?????????????????????? raw ???????,?????????????????????????,???????????????????????????????,?? common_core_only??????????????,false,false,true,false,R21R1F00064?SAR 79?raw ???????????????????????? sheet ??????? R2.1-R1 ?????????? family ID?? judgement ? GT?,0.50,outputs/wgv3_6a_a1_8a_r2_1_r1_20260711/blind_raw_family_sheet_008.png
