physical_vehicle_id,sar_frame_id,optical_frame_id,anchor_interval_id,direction,is_left_anchor,is_right_anchor,is_any_anchor,is_non_anchor_middle_frame,number_of_forward_records,number_of_backward_records,number_of_variants,included_in_original_metric,included_in_recomputed_metric
PV_GM19_SILVER_MPV_NEAR_FIELD,244,,WGV35A_PAIR_0209_TO_WGV35A_PAIR_0210,forward,false,false,false,true,4,0,4,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,245,,WGV35A_PAIR_0209_TO_WGV35A_PAIR_0210,forward,false,false,false,true,4,0,4,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,246,,WGV35A_PAIR_0209_TO_WGV35A_PAIR_0210,forward,false,false,false,true,4,0,4,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,247,,WGV35A_PAIR_0209_TO_WGV35A_PAIR_0210,forward,false,false,false,true,2,0,2,false,false
PV_GM19_SILVER_MPV_NEAR_FIELD,248,,WGV35A_PAIR_0209_TO_WGV35A_PAIR_0210,forward,false,false,false,true,2,0,2,false,false
PV_GM19_SILVER_MPV_NEAR_FIELD,249,,WGV35A_PAIR_0209_TO_WGV35A_PAIR_0210,forward,false,false,false,true,2,0,2,false,false
PV_GM19_SILVER_MPV_NEAR_FIELD,250,,WGV35A_PAIR_0209_TO_WGV35A_PAIR_0210,forward,false,false,false,true,2,0,2,false,false
PV_GM19_SILVER_MPV_NEAR_FIELD,251,,WGV35A_PAIR_0209_TO_WGV35A_PAIR_0210,forward,false,false,false,true,2,0,2,false,false
PV_GM19_SILVER_MPV_NEAR_FIELD,252,,WGV35A_PAIR_0209_TO_WGV35A_PAIR_0210,forward,false,false,false,true,2,0,2,false,false
PV_GM19_SILVER_MPV_NEAR_FIELD,253,,WGV35A_PAIR_0209_TO_WGV35A_PAIR_0210,forward,false,false,false,true,2,0,2,false,false
PV_GM19_SILVER_MPV_NEAR_FIELD,254,,WGV35A_PAIR_0209_TO_WGV35A_PAIR_0210,forward,false,false,false,true,2,0,2,false,false
PV_GM19_SILVER_MPV_NEAR_FIELD,255,,WGV35A_PAIR_0209_TO_WGV35A_PAIR_0210,forward,false,false,false,true,2,0,2,false,false
PV_GM19_SILVER_MPV_NEAR_FIELD,256,,WGV35A_PAIR_0209_TO_WGV35A_PAIR_0210,forward,false,false,false,true,2,0,2,false,false
PV_GM19_SILVER_MPV_NEAR_FIELD,257,,WGV35A_PAIR_0209_TO_WGV35A_PAIR_0210,forward,false,false,false,true,2,0,2,false,false
PV_GM19_SILVER_MPV_NEAR_FIELD,258,,WGV35A_PAIR_0209_TO_WGV35A_PAIR_0210,forward,false,false,false,true,2,0,2,false,false
PV_GM19_SILVER_MPV_NEAR_FIELD,259,,WGV35A_PAIR_0209_TO_WGV35A_PAIR_0210,forward,false,false,false,true,2,0,2,false,false
PV_GM19_SILVER_MPV_NEAR_FIELD,260,,WGV35A_PAIR_0209_TO_WGV35A_PAIR_0210,forward,false,false,false,true,2,0,2,false,false
PV_GM19_SILVER_MPV_NEAR_FIELD,261,,WGV35A_PAIR_0209_TO_WGV35A_PAIR_0210,both,false,false,false,true,2,1,3,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,262,,WGV35A_PAIR_0209_TO_WGV35A_PAIR_0210,both,false,false,false,true,2,1,3,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,263,,WGV35A_PAIR_0209_TO_WGV35A_PAIR_0210,both,false,false,false,true,2,1,3,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,264,,WGV35A_PAIR_0209_TO_WGV35A_PAIR_0210,both,false,false,false,true,2,1,3,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,265,,WGV35A_PAIR_0209_TO_WGV35A_PAIR_0210,both,false,false,false,true,2,1,3,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,266,,WGV35A_PAIR_0209_TO_WGV35A_PAIR_0210,both,false,false,false,true,2,1,3,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,267,,WGV35A_PAIR_0209_TO_WGV35A_PAIR_0210,both,false,false,false,true,2,1,3,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,268,,WGV35A_PAIR_0209_TO_WGV35A_PAIR_0210,both,false,false,false,true,2,1,3,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,269,129,WGV35A_PAIR_0209_TO_WGV35A_PAIR_0210;WGV35A_PAIR_0210_TO_WGV35A_PAIR_0211,both,true,true,true,false,6,2,4,false,false
PV_GM19_SILVER_MPV_NEAR_FIELD,270,,WGV35A_PAIR_0210_TO_WGV35A_PAIR_0211,both,false,false,false,true,4,1,4,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,271,,WGV35A_PAIR_0210_TO_WGV35A_PAIR_0211,both,false,false,false,true,4,1,4,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,272,,WGV35A_PAIR_0210_TO_WGV35A_PAIR_0211,both,false,false,false,true,4,1,4,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,273,131,WGV35A_PAIR_0210_TO_WGV35A_PAIR_0211;WGV35A_PAIR_0211_TO_WGV35A_PAIR_0212,both,true,true,true,false,8,1,4,true,false
PV_GM19_SILVER_MPV_NEAR_FIELD,274,,WGV35A_PAIR_0211_TO_WGV35A_PAIR_0212,forward,false,false,false,true,4,0,4,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,275,,WGV35A_PAIR_0211_TO_WGV35A_PAIR_0212,forward,false,false,false,true,4,0,4,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,276,,WGV35A_PAIR_0211_TO_WGV35A_PAIR_0212,forward,false,false,false,true,4,0,4,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,277,,WGV35A_PAIR_0211_TO_WGV35A_PAIR_0212,forward,false,false,false,true,4,0,4,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,278,,WGV35A_PAIR_0211_TO_WGV35A_PAIR_0212,forward,false,false,false,true,4,0,4,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,279,,WGV35A_PAIR_0211_TO_WGV35A_PAIR_0212,forward,false,false,false,true,4,0,4,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,280,,WGV35A_PAIR_0211_TO_WGV35A_PAIR_0212,both,false,false,false,true,4,1,4,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,281,,WGV35A_PAIR_0211_TO_WGV35A_PAIR_0212,both,false,false,false,true,4,1,4,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,282,,WGV35A_PAIR_0211_TO_WGV35A_PAIR_0212,both,false,false,false,true,2,1,3,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,283,,WGV35A_PAIR_0211_TO_WGV35A_PAIR_0212,both,false,false,false,true,2,1,3,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,284,,WGV35A_PAIR_0211_TO_WGV35A_PAIR_0212,both,false,false,false,true,2,1,3,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,285,,WGV35A_PAIR_0211_TO_WGV35A_PAIR_0212,both,false,false,false,true,2,1,3,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,286,,WGV35A_PAIR_0211_TO_WGV35A_PAIR_0212,both,false,false,false,true,2,1,3,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,287,,WGV35A_PAIR_0211_TO_WGV35A_PAIR_0212,both,false,false,false,true,2,1,3,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,288,138,WGV35A_PAIR_0211_TO_WGV35A_PAIR_0212;WGV35A_PAIR_0212_TO_WGV35A_PAIR_0213,both,true,true,true,false,6,2,4,false,false
PV_GM19_SILVER_MPV_NEAR_FIELD,289,,WGV35A_PAIR_0212_TO_WGV35A_PAIR_0213,both,false,false,false,true,4,1,4,false,true
PV_GM19_SILVER_MPV_NEAR_FIELD,290,139,WGV35A_PAIR_0212_TO_WGV35A_PAIR_0213,both,false,true,true,false,4,1,4,true,false
PV_GM19_WHITE_SUV_NEAR_FIELD,27,13,WGV35A_PAIR_0204_TO_WGV35A_PAIR_0205,both,true,false,true,false,4,1,4,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,28,,WGV35A_PAIR_0204_TO_WGV35A_PAIR_0205,both,false,false,false,true,4,1,4,false,true
PV_GM19_WHITE_SUV_NEAR_FIELD,29,,WGV35A_PAIR_0204_TO_WGV35A_PAIR_0205,both,false,false,false,true,4,1,4,false,true
PV_GM19_WHITE_SUV_NEAR_FIELD,30,,WGV35A_PAIR_0204_TO_WGV35A_PAIR_0205,both,false,false,false,true,4,1,4,false,true
PV_GM19_WHITE_SUV_NEAR_FIELD,31,15,WGV35A_PAIR_0204_TO_WGV35A_PAIR_0205;WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,both,true,true,true,false,8,1,4,true,false
PV_GM19_WHITE_SUV_NEAR_FIELD,32,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,4,0,4,false,true
PV_GM19_WHITE_SUV_NEAR_FIELD,33,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,4,0,4,false,true
PV_GM19_WHITE_SUV_NEAR_FIELD,34,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,4,0,4,false,true
PV_GM19_WHITE_SUV_NEAR_FIELD,35,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,4,0,4,false,true
PV_GM19_WHITE_SUV_NEAR_FIELD,36,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,4,0,4,false,true
PV_GM19_WHITE_SUV_NEAR_FIELD,37,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,4,0,4,false,true
PV_GM19_WHITE_SUV_NEAR_FIELD,38,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,4,0,4,false,true
PV_GM19_WHITE_SUV_NEAR_FIELD,39,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,4,0,4,false,true
PV_GM19_WHITE_SUV_NEAR_FIELD,40,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,41,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,42,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,43,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,44,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,45,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,46,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,47,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,48,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,49,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,50,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,51,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,52,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,53,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,54,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,55,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,56,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,57,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,58,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,59,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,60,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,61,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,62,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,63,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,64,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,65,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,66,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,67,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,68,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,forward,false,false,false,true,2,0,2,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,69,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,both,false,false,false,true,2,1,3,false,true
PV_GM19_WHITE_SUV_NEAR_FIELD,70,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,both,false,false,false,true,2,1,3,false,true
PV_GM19_WHITE_SUV_NEAR_FIELD,71,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,both,false,false,false,true,2,1,3,false,true
PV_GM19_WHITE_SUV_NEAR_FIELD,72,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,both,false,false,false,true,2,1,3,false,true
PV_GM19_WHITE_SUV_NEAR_FIELD,73,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,both,false,false,false,true,2,1,3,false,true
PV_GM19_WHITE_SUV_NEAR_FIELD,74,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,both,false,false,false,true,2,1,3,false,true
PV_GM19_WHITE_SUV_NEAR_FIELD,75,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,both,false,false,false,true,2,1,3,false,true
PV_GM19_WHITE_SUV_NEAR_FIELD,76,,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,both,false,false,false,true,2,1,3,false,true
PV_GM19_WHITE_SUV_NEAR_FIELD,77,37,WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206;WGV35A_PAIR_0206_TO_WGV35A_PAIR_0207,both,true,true,true,false,6,2,4,false,false
PV_GM19_WHITE_SUV_NEAR_FIELD,78,,WGV35A_PAIR_0206_TO_WGV35A_PAIR_0207,both,false,false,false,true,4,1,4,false,true
PV_GM19_WHITE_SUV_NEAR_FIELD,79,,WGV35A_PAIR_0206_TO_WGV35A_PAIR_0207,both,false,false,false,true,4,1,4,false,true
PV_GM19_WHITE_SUV_NEAR_FIELD,80,,WGV35A_PAIR_0206_TO_WGV35A_PAIR_0207,both,false,false,false,true,4,1,4,false,true
PV_GM19_WHITE_SUV_NEAR_FIELD,81,39,WGV35A_PAIR_0206_TO_WGV35A_PAIR_0207,both,false,true,true,false,4,1,4,true,false
