scene,optical_frame_num,optical_path,exists,image_width,image_height,image_size_status,detection_count,runtime_source_policy
GM_RM017,61,D:\profile\research\data\GM_RM017\GM_RM017_frames\000061.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,62,D:\profile\research\data\GM_RM017\GM_RM017_frames\000062.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,63,D:\profile\research\data\GM_RM017\GM_RM017_frames\000063.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,64,D:\profile\research\data\GM_RM017\GM_RM017_frames\000064.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,65,D:\profile\research\data\GM_RM017\GM_RM017_frames\000065.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,66,D:\profile\research\data\GM_RM017\GM_RM017_frames\000066.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,67,D:\profile\research\data\GM_RM017\GM_RM017_frames\000067.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,68,D:\profile\research\data\GM_RM017\GM_RM017_frames\000068.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,69,D:\profile\research\data\GM_RM017\GM_RM017_frames\000069.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,70,D:\profile\research\data\GM_RM017\GM_RM017_frames\000070.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,71,D:\profile\research\data\GM_RM017\GM_RM017_frames\000071.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,72,D:\profile\research\data\GM_RM017\GM_RM017_frames\000072.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,73,D:\profile\research\data\GM_RM017\GM_RM017_frames\000073.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,74,D:\profile\research\data\GM_RM017\GM_RM017_frames\000074.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,75,D:\profile\research\data\GM_RM017\GM_RM017_frames\000075.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,76,D:\profile\research\data\GM_RM017\GM_RM017_frames\000076.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,77,D:\profile\research\data\GM_RM017\GM_RM017_frames\000077.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,78,D:\profile\research\data\GM_RM017\GM_RM017_frames\000078.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,79,D:\profile\research\data\GM_RM017\GM_RM017_frames\000079.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,80,D:\profile\research\data\GM_RM017\GM_RM017_frames\000080.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,81,D:\profile\research\data\GM_RM017\GM_RM017_frames\000081.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,82,D:\profile\research\data\GM_RM017\GM_RM017_frames\000082.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,83,D:\profile\research\data\GM_RM017\GM_RM017_frames\000083.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,84,D:\profile\research\data\GM_RM017\GM_RM017_frames\000084.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,85,D:\profile\research\data\GM_RM017\GM_RM017_frames\000085.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,86,D:\profile\research\data\GM_RM017\GM_RM017_frames\000086.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,87,D:\profile\research\data\GM_RM017\GM_RM017_frames\000087.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,88,D:\profile\research\data\GM_RM017\GM_RM017_frames\000088.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,89,D:\profile\research\data\GM_RM017\GM_RM017_frames\000089.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,90,D:\profile\research\data\GM_RM017\GM_RM017_frames\000090.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,91,D:\profile\research\data\GM_RM017\GM_RM017_frames\000091.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,92,D:\profile\research\data\GM_RM017\GM_RM017_frames\000092.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,93,D:\profile\research\data\GM_RM017\GM_RM017_frames\000093.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,94,D:\profile\research\data\GM_RM017\GM_RM017_frames\000094.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,95,D:\profile\research\data\GM_RM017\GM_RM017_frames\000095.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,96,D:\profile\research\data\GM_RM017\GM_RM017_frames\000096.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,97,D:\profile\research\data\GM_RM017\GM_RM017_frames\000097.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,98,D:\profile\research\data\GM_RM017\GM_RM017_frames\000098.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,99,D:\profile\research\data\GM_RM017\GM_RM017_frames\000099.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,100,D:\profile\research\data\GM_RM017\GM_RM017_frames\000100.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,101,D:\profile\research\data\GM_RM017\GM_RM017_frames\000101.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,102,D:\profile\research\data\GM_RM017\GM_RM017_frames\000102.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,103,D:\profile\research\data\GM_RM017\GM_RM017_frames\000103.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,104,D:\profile\research\data\GM_RM017\GM_RM017_frames\000104.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,105,D:\profile\research\data\GM_RM017\GM_RM017_frames\000105.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,106,D:\profile\research\data\GM_RM017\GM_RM017_frames\000106.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,107,D:\profile\research\data\GM_RM017\GM_RM017_frames\000107.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,108,D:\profile\research\data\GM_RM017\GM_RM017_frames\000108.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,109,D:\profile\research\data\GM_RM017\GM_RM017_frames\000109.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,110,D:\profile\research\data\GM_RM017\GM_RM017_frames\000110.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,111,D:\profile\research\data\GM_RM017\GM_RM017_frames\000111.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,112,D:\profile\research\data\GM_RM017\GM_RM017_frames\000112.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,113,D:\profile\research\data\GM_RM017\GM_RM017_frames\000113.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,114,D:\profile\research\data\GM_RM017\GM_RM017_frames\000114.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,115,D:\profile\research\data\GM_RM017\GM_RM017_frames\000115.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,116,D:\profile\research\data\GM_RM017\GM_RM017_frames\000116.png,True,800,600,read_from_png,0,raw_optical_frame_for_yolo_only
GM_RM017,117,D:\profile\research\data\GM_RM017\GM_RM017_frames\000117.png,True,800,600,read_from_png,1,raw_optical_frame_for_yolo_only
GM_RM017,118,D:\profile\research\data\GM_RM017\GM_RM017_frames\000118.png,True,800,600,read_from_png,1,raw_optical_frame_for_yolo_only
GM_RM017,119,D:\profile\research\data\GM_RM017\GM_RM017_frames\000119.png,True,800,600,read_from_png,1,raw_optical_frame_for_yolo_only
GM_RM017,120,D:\profile\research\data\GM_RM017\GM_RM017_frames\000120.png,True,800,600,read_from_png,2,raw_optical_frame_for_yolo_only
GM_RM017,121,D:\profile\research\data\GM_RM017\GM_RM017_frames\000121.png,True,800,600,read_from_png,2,raw_optical_frame_for_yolo_only
GM_RM017,122,D:\profile\research\data\GM_RM017\GM_RM017_frames\000122.png,True,800,600,read_from_png,2,raw_optical_frame_for_yolo_only
GM_RM017,123,D:\profile\research\data\GM_RM017\GM_RM017_frames\000123.png,True,800,600,read_from_png,2,raw_optical_frame_for_yolo_only
GM_RM017,124,D:\profile\research\data\GM_RM017\GM_RM017_frames\000124.png,True,800,600,read_from_png,2,raw_optical_frame_for_yolo_only
GM_RM017,125,D:\profile\research\data\GM_RM017\GM_RM017_frames\000125.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,126,D:\profile\research\data\GM_RM017\GM_RM017_frames\000126.png,True,800,600,read_from_png,2,raw_optical_frame_for_yolo_only
GM_RM017,127,D:\profile\research\data\GM_RM017\GM_RM017_frames\000127.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,128,D:\profile\research\data\GM_RM017\GM_RM017_frames\000128.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,129,D:\profile\research\data\GM_RM017\GM_RM017_frames\000129.png,True,800,600,read_from_png,2,raw_optical_frame_for_yolo_only
GM_RM017,130,D:\profile\research\data\GM_RM017\GM_RM017_frames\000130.png,True,800,600,read_from_png,2,raw_optical_frame_for_yolo_only
GM_RM017,131,D:\profile\research\data\GM_RM017\GM_RM017_frames\000131.png,True,800,600,read_from_png,1,raw_optical_frame_for_yolo_only
GM_RM017,132,D:\profile\research\data\GM_RM017\GM_RM017_frames\000132.png,True,800,600,read_from_png,1,raw_optical_frame_for_yolo_only
GM_RM017,133,D:\profile\research\data\GM_RM017\GM_RM017_frames\000133.png,True,800,600,read_from_png,1,raw_optical_frame_for_yolo_only
GM_RM017,134,D:\profile\research\data\GM_RM017\GM_RM017_frames\000134.png,True,800,600,read_from_png,1,raw_optical_frame_for_yolo_only
GM_RM017,135,D:\profile\research\data\GM_RM017\GM_RM017_frames\000135.png,True,800,600,read_from_png,1,raw_optical_frame_for_yolo_only
GM_RM017,136,D:\profile\research\data\GM_RM017\GM_RM017_frames\000136.png,True,800,600,read_from_png,1,raw_optical_frame_for_yolo_only
GM_RM017,137,D:\profile\research\data\GM_RM017\GM_RM017_frames\000137.png,True,800,600,read_from_png,1,raw_optical_frame_for_yolo_only
GM_RM017,138,D:\profile\research\data\GM_RM017\GM_RM017_frames\000138.png,True,800,600,read_from_png,1,raw_optical_frame_for_yolo_only
GM_RM017,139,D:\profile\research\data\GM_RM017\GM_RM017_frames\000139.png,True,800,600,read_from_png,1,raw_optical_frame_for_yolo_only
GM_RM017,140,D:\profile\research\data\GM_RM017\GM_RM017_frames\000140.png,True,800,600,read_from_png,1,raw_optical_frame_for_yolo_only
GM_RM017,141,D:\profile\research\data\GM_RM017\GM_RM017_frames\000141.png,True,800,600,read_from_png,1,raw_optical_frame_for_yolo_only
GM_RM017,142,D:\profile\research\data\GM_RM017\GM_RM017_frames\000142.png,True,800,600,read_from_png,1,raw_optical_frame_for_yolo_only
GM_RM017,143,D:\profile\research\data\GM_RM017\GM_RM017_frames\000143.png,True,800,600,read_from_png,2,raw_optical_frame_for_yolo_only
GM_RM017,144,D:\profile\research\data\GM_RM017\GM_RM017_frames\000144.png,True,800,600,read_from_png,2,raw_optical_frame_for_yolo_only
GM_RM017,145,D:\profile\research\data\GM_RM017\GM_RM017_frames\000145.png,True,800,600,read_from_png,2,raw_optical_frame_for_yolo_only
GM_RM017,146,D:\profile\research\data\GM_RM017\GM_RM017_frames\000146.png,True,800,600,read_from_png,2,raw_optical_frame_for_yolo_only
GM_RM017,147,D:\profile\research\data\GM_RM017\GM_RM017_frames\000147.png,True,800,600,read_from_png,2,raw_optical_frame_for_yolo_only
GM_RM017,148,D:\profile\research\data\GM_RM017\GM_RM017_frames\000148.png,True,800,600,read_from_png,2,raw_optical_frame_for_yolo_only
GM_RM017,149,D:\profile\research\data\GM_RM017\GM_RM017_frames\000149.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,150,D:\profile\research\data\GM_RM017\GM_RM017_frames\000150.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,151,D:\profile\research\data\GM_RM017\GM_RM017_frames\000151.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,152,D:\profile\research\data\GM_RM017\GM_RM017_frames\000152.png,True,800,600,read_from_png,4,raw_optical_frame_for_yolo_only
GM_RM017,153,D:\profile\research\data\GM_RM017\GM_RM017_frames\000153.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,154,D:\profile\research\data\GM_RM017\GM_RM017_frames\000154.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,155,D:\profile\research\data\GM_RM017\GM_RM017_frames\000155.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,156,D:\profile\research\data\GM_RM017\GM_RM017_frames\000156.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,157,D:\profile\research\data\GM_RM017\GM_RM017_frames\000157.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,158,D:\profile\research\data\GM_RM017\GM_RM017_frames\000158.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,159,D:\profile\research\data\GM_RM017\GM_RM017_frames\000159.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,160,D:\profile\research\data\GM_RM017\GM_RM017_frames\000160.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,161,D:\profile\research\data\GM_RM017\GM_RM017_frames\000161.png,True,800,600,read_from_png,4,raw_optical_frame_for_yolo_only
GM_RM017,162,D:\profile\research\data\GM_RM017\GM_RM017_frames\000162.png,True,800,600,read_from_png,4,raw_optical_frame_for_yolo_only
GM_RM017,163,D:\profile\research\data\GM_RM017\GM_RM017_frames\000163.png,True,800,600,read_from_png,4,raw_optical_frame_for_yolo_only
GM_RM017,164,D:\profile\research\data\GM_RM017\GM_RM017_frames\000164.png,True,800,600,read_from_png,4,raw_optical_frame_for_yolo_only
GM_RM017,165,D:\profile\research\data\GM_RM017\GM_RM017_frames\000165.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,166,D:\profile\research\data\GM_RM017\GM_RM017_frames\000166.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,167,D:\profile\research\data\GM_RM017\GM_RM017_frames\000167.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,168,D:\profile\research\data\GM_RM017\GM_RM017_frames\000168.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,169,D:\profile\research\data\GM_RM017\GM_RM017_frames\000169.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,170,D:\profile\research\data\GM_RM017\GM_RM017_frames\000170.png,True,800,600,read_from_png,4,raw_optical_frame_for_yolo_only
GM_RM017,171,D:\profile\research\data\GM_RM017\GM_RM017_frames\000171.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,172,D:\profile\research\data\GM_RM017\GM_RM017_frames\000172.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,173,D:\profile\research\data\GM_RM017\GM_RM017_frames\000173.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,174,D:\profile\research\data\GM_RM017\GM_RM017_frames\000174.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,175,D:\profile\research\data\GM_RM017\GM_RM017_frames\000175.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,176,D:\profile\research\data\GM_RM017\GM_RM017_frames\000176.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,177,D:\profile\research\data\GM_RM017\GM_RM017_frames\000177.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,178,D:\profile\research\data\GM_RM017\GM_RM017_frames\000178.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,179,D:\profile\research\data\GM_RM017\GM_RM017_frames\000179.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,180,D:\profile\research\data\GM_RM017\GM_RM017_frames\000180.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,181,D:\profile\research\data\GM_RM017\GM_RM017_frames\000181.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,182,D:\profile\research\data\GM_RM017\GM_RM017_frames\000182.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,183,D:\profile\research\data\GM_RM017\GM_RM017_frames\000183.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,184,D:\profile\research\data\GM_RM017\GM_RM017_frames\000184.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,185,D:\profile\research\data\GM_RM017\GM_RM017_frames\000185.png,True,800,600,read_from_png,3,raw_optical_frame_for_yolo_only
GM_RM017,186,D:\profile\research\data\GM_RM017\GM_RM017_frames\000186.png,True,800,600,read_from_png,2,raw_optical_frame_for_yolo_only
GM_RM017,187,D:\profile\research\data\GM_RM017\GM_RM017_frames\000187.png,True,800,600,read_from_png,2,raw_optical_frame_for_yolo_only
GM_RM017,188,D:\profile\research\data\GM_RM017\GM_RM017_frames\000188.png,True,800,600,read_from_png,2,raw_optical_frame_for_yolo_only
GM_RM017,189,D:\profile\research\data\GM_RM017\GM_RM017_frames\000189.png,True,800,600,read_from_png,2,raw_optical_frame_for_yolo_only
GM_RM017,190,D:\profile\research\data\GM_RM017\GM_RM017_frames\000190.png,True,800,600,read_from_png,2,raw_optical_frame_for_yolo_only
GM_RM017,191,D:\profile\research\data\GM_RM017\GM_RM017_frames\000191.png,True,800,600,read_from_png,2,raw_optical_frame_for_yolo_only
GM_RM017,192,D:\profile\research\data\GM_RM017\GM_RM017_frames\000192.png,True,800,600,read_from_png,2,raw_optical_frame_for_yolo_only
