case_id,sar_frame,state_strength,coordinate_family,channel,skeleton_sample_count,skeleton_median,skeleton_p90_coverage,skeleton_p95_coverage,skeleton_to_ridge_distance_px,frame_level_skeleton_hit,seed_hit,definite_median,background_median,unresolved_median,skeleton_minus_background_median,target_skeleton_vs_background_auc,background_activation,score_interpretation
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w2_local_component_continuity,1243,1.000000,0.695897,0.513274,0.000000,True,True,0.750000,0.500000,1.000000,0.500000,0.626884,0.573501,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w4_median_sar_display,1243,1.000000,0.720032,0.660499,0.000000,True,True,0.977273,0.886364,1.000000,0.113636,0.665149,0.889487,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w4_max_sar_display,1243,1.000000,0.699920,0.626710,0.000000,True,True,0.967213,0.836066,1.000000,0.163934,0.638249,0.852628,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w4_min_sar_display,1243,0.941176,0.534191,0.454545,0.000000,True,True,0.911765,0.852941,0.941176,0.088235,0.646621,0.838192,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w4_mad_sar_display,1243,0.750000,0.542237,0.436042,0.000000,True,True,0.625000,0.625000,0.750000,0.125000,0.590689,0.601217,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w4_local_response_frequency,1243,0.000000,0.000000,0.000000,221.411896,False,False,0.000000,0.000000,0.000000,0.000000,0.472309,0.035931,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w4_gradient_persistence,1243,0.371681,0.329847,0.225261,0.955000,True,True,0.350442,0.300885,0.351327,0.070796,0.572760,0.382794,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,GT_CONDITIONED_RESEARCH_ORACLE,temporal_w4_local_component_continuity,1243,0.857143,0.717619,0.612228,0.000000,True,True,0.857143,0.571429,0.857143,0.285714,0.672838,0.578241,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,display_raw_8bit,1243,0.770833,0.164924,0.082864,1.369300,False,False,0.791667,0.791667,0.895833,-0.020833,0.423498,0.793628,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,display_local_contrast,1243,0.498417,0.113435,0.046661,1.369300,False,False,0.523651,0.546360,0.502138,-0.047943,0.447642,0.522783,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,display_local_z,1243,0.523019,0.112631,0.067578,1.369300,False,False,0.539902,0.562719,0.526421,-0.039700,0.465620,0.544464,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,display_multiscale_highpass,1243,0.516698,0.128721,0.051488,1.369300,False,False,0.526725,0.550671,0.507553,-0.033973,0.457405,0.526880,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,gradient_magnitude_sobel,1243,0.388514,0.132743,0.058729,1.369300,False,False,0.369145,0.393341,0.466936,-0.004826,0.469248,0.427894,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,sobel_x_abs_gradient_component,1243,0.320000,0.201126,0.099759,0.955000,False,False,0.300000,0.320000,0.380000,0.000000,0.485721,0.371150,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,sobel_y_abs_gradient_component,1243,0.254237,0.103781,0.041834,1.369300,False,False,0.237288,0.271186,0.305085,-0.016949,0.474331,0.318872,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,multiscale_hessian_bright_ridge,1243,0.029115,0.079646,0.023331,2.738600,False,False,0.031196,0.043020,0.047197,-0.013905,0.456000,0.172316,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,structure_tensor_orientation_coherence,1243,0.194191,0.000000,0.000000,71.568878,False,False,0.196377,0.176004,0.183703,0.018187,0.557323,0.184524,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,radial_directional_gradient_response,1243,0.239874,0.065165,0.026549,2.324300,False,False,0.229003,0.250808,0.297579,-0.010934,0.465657,0.305186,skeleton_primary_channel_diagnostic_not_weighted_winner
PV002_330_350,334,weak,OPTICAL_PROXY_CONDITIONED,tangential_directional_gradient_response,1243,0.352607,0.275945,0.156074,0.955000,True,False,0.337498,0.357868,0.428591,-0.005262,0.488382,0.411838,skeleton_primary_channel_diagnostic_not_weighted_winner
