scene,canonical_vehicle_id,benchmark_role,optical_frame_index,sar_frame_index,sar_gt_id,gt_valid_mask_fraction,gt_inside_valid_mask,gt_touches_valid_mask_boundary,gt_clipped_by_valid_mask,optical_vehicle_full_visibility,optical_vehicle_boundary_truncation,optical_pose_group,sar_response_completeness,direct_neighbor_gt_competition,multi_vehicle_presence_coarse,gt_theta_min_deg,gt_theta_max_deg,gt_valid_theta_min_deg,gt_valid_theta_max_deg,gt_theta_width_deg,historical_anchor,mapping_anchor_eligibility,mapping_exclusion_reason,eligibility_basis_excludes_mapping_residual,manual_optical_review_reason
GM_RM011,GM_RM011:PV001,development,9,18,GM_RM011|000018|GM_RM011|000018.png|000009.png|2|O2:car:0.51,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-50.796346859,55.240283830,-50.796346859,55.240283830,106.036630689,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,9,19,GM_RM011|000019|gm_rm011_00014,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-55.603858260,53.083119356,-55.603858260,53.083119356,108.686977616,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,9,19,GM_RM011|000019|GM_RM011|000019.png|000009.png|1|O1:car:0.66,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-48.996703475,56.177914783,-48.996703475,56.177914783,105.174618258,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,9,19,GM_RM011|000019|GM_RM011|000019.png|000009.png|2|O2:car:0.51,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-51.477459762,55.708839226,-51.477459762,55.708839226,107.186298988,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,10,20,GM_RM011|000020|GM_RM011|000020.png|000010.png|1|O1:car:0.65,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-48.410944955,56.506262189,-48.410944955,56.506262189,104.917207145,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,10,20,GM_RM011|000020|GM_RM011|000020.png|000010.png|2|O2:car:0.45,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-51.477459762,55.708839226,-51.477459762,55.708839226,107.186298988,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,10,21,GM_RM011|000021|gm_rm011_00015,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-46.684684318,57.714558186,-46.684684318,57.714558186,104.399242503,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,10,21,GM_RM011|000021|GM_RM011|000021.png|000010.png|1|O1:car:0.65,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-47.197631037,57.146307799,-47.197631037,57.146307799,104.343938837,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,10,21,GM_RM011|000021|GM_RM011|000021.png|000010.png|2|O2:car:0.45,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-50.923401478,56.027534971,-50.923401478,56.027534971,106.950936449,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,11,22,GM_RM011|000022|GM_RM011|000022.png|000011.png|1|O1:car:0.47,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-46.569354805,57.458246440,-46.569354805,57.458246440,104.027601245,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,11,22,GM_RM011|000022|GM_RM011|000022.png|000011.png|2|O2:car:0.65,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-51.056129723,56.810592845,-51.056129723,56.810592845,107.866722568,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,11,23,GM_RM011|000023|gm_rm011_00016,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-49.178568969,55.200699490,-49.178568969,55.200699490,104.379268459,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,11,23,GM_RM011|000023|GM_RM011|000023.png|000011.png|1|O1:car:0.47,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-47.149164216,56.342193608,-47.149164216,56.342193608,103.491357824,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,11,23,GM_RM011|000023|GM_RM011|000023.png|000011.png|2|O2:car:0.65,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-51.056129723,56.810592845,-51.056129723,56.810592845,107.866722568,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,12,24,GM_RM011|000024|GM_RM011|000024.png|000012.png|1|O1:car:0.63,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-47.197631037,57.146307799,-47.197631037,57.146307799,104.343938837,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,12,24,GM_RM011|000024|GM_RM011|000024.png|000012.png|2|O2:car:0.39,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-51.056129723,56.810592845,-51.056129723,56.810592845,107.866722568,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,12,25,GM_RM011|000025|gm_rm011_00017,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-45.971021931,56.810592845,-45.971021931,56.810592845,102.781614776,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,12,25,GM_RM011|000025|GM_RM011|000025.png|000012.png|1|O1:car:0.63,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-47.197631037,57.146307799,-47.197631037,57.146307799,104.343938837,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,12,25,GM_RM011|000025|GM_RM011|000025.png|000012.png|2|O2:car:0.39,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-50.355825043,56.341054567,-50.355825043,56.341054567,106.696879610,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,12,26,GM_RM011|000026|GM_RM011|000026.png|000012.png|1|O1:car:0.63,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-47.811373595,56.829019332,-47.811373595,56.829019332,104.640392926,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,12,26,GM_RM011|000026|GM_RM011|000026.png|000012.png|2|O2:car:0.39,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-49.275841113,54.192243093,-49.275841113,54.192243093,103.468084205,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,13,27,GM_RM011|000027|gm_rm011_00018,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-48.930175546,55.417163462,-48.930175546,55.417163462,104.347339008,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,13,27,GM_RM011|000027|GM_RM011|000027.png|000013.png|1|O1:car:0.63,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-46.684684318,53.746162263,-46.684684318,53.746162263,100.430846580,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,13,28,GM_RM011|000028|GM_RM011|000028.png|000013.png|1|O1:car:0.63,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,false,-45.311387040,53.297144970,-45.311387040,53.297144970,98.608532010,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,14,29,GM_RM011|000029|gm_rm011_00019,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-46.867678839,54.212953551,-46.867678839,54.212953551,101.080632390,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,14,29,GM_RM011|000029|GM_RM011|000029.png|000014.png|1|O1:car:0.69,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-46.075129711,52.982866828,-46.075129711,52.982866828,99.057996538,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,14,30,GM_RM011|000030|GM_RM011|000030.png|000014.png|1|O1:car:0.69,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,false,-46.047064772,52.245133111,-46.047064772,52.245133111,98.292197883,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,15,31,GM_RM011|000031|gm_rm011_00020,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-44.413374292,50.523221483,-44.413374292,50.523221483,94.936595775,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,15,31,GM_RM011|000031|GM_RM011|000031.png|000015.png|1|O1:car:0.56,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-46.104740367,52.565321068,-46.104740367,52.565321068,98.670061436,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,15,32,GM_RM011|000032|GM_RM011|000032.png|000015.png|1|O1:car:0.56,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,false,-45.329282464,52.781492393,-45.329282464,52.781492393,98.110774857,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,16,33,GM_RM011|000033|GM_RM011|000033.png|000016.png|1|O1:car:0.88,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,false,-40.797320496,51.340191746,-40.797320496,51.340191746,92.137512242,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,16,34,GM_RM011|000034|GM_RM011|000034.png|000016.png|1|O1:car:0.88,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,false,-39.632263153,51.563885740,-39.632263153,51.563885740,91.196148893,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,17,35,GM_RM011|000035|gm_rm011_00021,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-37.266401901,54.713251025,-37.266401901,54.713251025,91.979652926,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,17,35,GM_RM011|000035|GM_RM011|000035.png|000017.png|1|O1:car:0.88,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,true,true,-27.675910460,52.652501176,-27.675910460,52.652501176,80.328411636,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,17,36,GM_RM011|000036|GM_RM011|000036.png|000017.png|1|O1:car:0.88,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,false,-25.392922556,54.503247758,-25.392922556,54.503247758,79.896170314,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV001,development,28,58,GM_RM011|000058|gm_rm011_00031,1.000000000,true,false,false,false,true,pose_unstable,unreliable_or_partial_gt_geometry,false,true,7.521949800,69.411761622,7.521949800,69.411761622,61.889811822,false,pose_or_geometry_diagnostic,gt_quality_not_gold_or_usable,true,
GM_RM011,GM_RM011:PV003,heldout_validation,28,58,GM_RM011|000058|frameadd_gm_rm011_000028_000058_01,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-53.934078216,8.061920181,-53.934078216,8.061920181,61.995998397,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
GM_RM011,GM_RM011:PV003,heldout_validation,35,73,GM_RM011|000073|gm_rm011_00041,1.000000000,true,false,false,false,true,pose_unstable,not_established_for_formal_mapping,false,true,-42.829478746,25.985594023,-42.829478746,25.985594023,68.815072770,false,pose_or_geometry_diagnostic,not_nearest_hard_sync_row_or_not_in_prior_visual_anchor_scope,true,
