frame,stage,region_id,region_role,lower_main_segment_count,upper_segment_count,hotspot_count,main_band_present,main_band_center_x_relative_px,main_band_center_y_relative_px,main_band_horizontal_span_px,main_band_mean_robust_z,upper_response_present,upper_center_x_relative_px,upper_center_y_relative_px,upper_to_main_dx_px,upper_to_main_dy_px,left_endpoint_hotspot_present,right_endpoint_hotspot_present,multi_part_relation_present,relation_representation
333,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,1,6,70,true,90.51031096563008,16.04255319148936,264.0,4.836389541625977,true,-130.62853470437017,-58.51670951156812,-221.13884567000025,-74.55926270305748,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
333,WEAK_DISTRIBUTED_330_338,FROZEN_COARSE_CENTER_CORRIDOR,VEHICLE_DISCOVERY_CORRIDOR,3,4,45,true,36.28503562945369,-4.042755344418055,78.0,5.895786285400391,true,43.80523560209423,-15.936125654450265,7.52019997264054,-11.89337031003221,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
333,WEAK_DISTRIBUTED_330_338,EXPANDED_NEIGHBORHOOD,EXPANDED_VEHICLE_DISCOVERY_NEIGHBORHOOD,1,5,122,true,93.86390708755209,14.355270994639682,267.0,4.834051132202148,true,123.93657937806876,-21.063829787234056,30.072672290516664,-35.41910078187374,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
333,WEAK_DISTRIBUTED_330_338,MATCHED_BG_RIGHT_COMPLEX,MATCHED_BACKGROUND,0,3,68,false,,,,,true,-88.50136133800078,-37.749513807856864,,,false,false,false,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
333,WEAK_DISTRIBUTED_330_338,MATCHED_BG_LEFT_CURVE,MATCHED_BACKGROUND,0,3,21,false,,,,,true,112.84552845528458,-29.791327913279133,,,false,false,false,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
333,WEAK_DISTRIBUTED_330_338,MATCHED_BG_FAN_ARC,MATCHED_BACKGROUND,1,3,72,true,-23.18076285240464,44.756218905472636,168.0,3.4250261783599854,true,-16.46666666666667,-25.799999999999997,6.714096185737972,-70.55621890547263,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
334,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,1,5,88,true,87.2006751687922,15.803450862715692,262.0,4.504426956176758,true,-127.82334869431644,-60.22273425499232,-215.02402386310865,-76.02618511770801,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
334,WEAK_DISTRIBUTED_330_338,FROZEN_COARSE_CENTER_CORRIDOR,VEHICLE_DISCOVERY_CORRIDOR,2,4,51,true,81.13396226415094,7.43962264150943,155.0,5.23398494720459,true,40.433460076045634,-12.221799746514577,-40.700502188105304,-19.661422388024008,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
334,WEAK_DISTRIBUTED_330_338,EXPANDED_NEIGHBORHOOD,EXPANDED_VEHICLE_DISCOVERY_NEIGHBORHOOD,1,7,112,true,89.89265154080596,15.615645106671195,265.0,4.479093551635742,true,145.79124365482232,-22.010786802030452,55.89859211401637,-37.62643190870165,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
334,WEAK_DISTRIBUTED_330_338,MATCHED_BG_RIGHT_COMPLEX,MATCHED_BACKGROUND,0,3,54,false,,,,,true,-106.32517899761336,-38.78997613365155,,,false,false,false,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
334,WEAK_DISTRIBUTED_330_338,MATCHED_BG_LEFT_CURVE,MATCHED_BACKGROUND,0,2,12,false,,,,,true,112.62937062937061,-29.031468531468533,,,false,false,false,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
334,WEAK_DISTRIBUTED_330_338,MATCHED_BG_FAN_ARC,MATCHED_BACKGROUND,3,2,48,true,-76.52348993288591,47.442953020134226,79.0,3.1755387783050537,true,134.53684210526313,-59.96842105263158,211.06033203814906,-107.4113740727658,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
335,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,1,6,73,true,90.7098420413123,20.126366950182273,264.0,5.256547451019287,true,-130.81043956043956,-53.6492673992674,-221.52028160175186,-73.77563434944967,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
335,WEAK_DISTRIBUTED_330_338,FROZEN_COARSE_CENTER_CORRIDOR,VEHICLE_DISCOVERY_CORRIDOR,1,2,36,true,62.37251828631139,5.261755485893417,216.0,5.975151538848877,true,65.71400651465797,-19.71889250814332,3.341488228346577,-24.980647994036737,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
335,WEAK_DISTRIBUTED_330_338,EXPANDED_NEIGHBORHOOD,EXPANDED_VEHICLE_DISCOVERY_NEIGHBORHOOD,1,6,126,true,91.39760974488627,15.058607216731787,300.0,5.289737701416016,true,-147.74811772758386,-58.552361396303894,-239.14572747247013,-73.61096861303568,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
335,WEAK_DISTRIBUTED_330_338,MATCHED_BG_RIGHT_COMPLEX,MATCHED_BACKGROUND,1,2,63,true,-91.59322033898306,-2.593220338983045,38.0,3.4639103412628174,true,-88.4290334171757,-38.959755659360404,3.1641869218073566,-36.36653532037736,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
335,WEAK_DISTRIBUTED_330_338,MATCHED_BG_LEFT_CURVE,MATCHED_BACKGROUND,0,2,23,false,,,,,true,113.89463601532566,-30.15325670498084,,,false,false,false,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
335,WEAK_DISTRIBUTED_330_338,MATCHED_BG_FAN_ARC,MATCHED_BACKGROUND,1,2,66,true,-49.95555555555555,41.625641025641016,207.0,3.1404175758361816,true,-2.510638297872333,-24.4468085106383,47.444917257683215,-66.07244953627932,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
336,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,1,4,71,true,78.25964912280699,14.432280701754394,269.0,5.274123191833496,true,-123.85483870967742,-52.150070126227206,-202.11448783248443,-66.5823508279816,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
336,WEAK_DISTRIBUTED_330_338,FROZEN_COARSE_CENTER_CORRIDOR,VEHICLE_DISCOVERY_CORRIDOR,1,3,42,true,57.568645219755325,4.327140915269595,212.0,5.729249477386475,true,11.394856278366092,-11.04538577912254,-46.17378894138923,-15.372526694392135,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
336,WEAK_DISTRIBUTED_330_338,EXPANDED_NEIGHBORHOOD,EXPANDED_VEHICLE_DISCOVERY_NEIGHBORHOOD,1,5,120,true,85.25964912280699,14.432280701754394,268.0,5.274123191833496,true,-135.28860190903987,-52.549129702414376,-220.54825103184686,-66.98141040416877,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
336,WEAK_DISTRIBUTED_330_338,MATCHED_BG_RIGHT_COMPLEX,MATCHED_BACKGROUND,1,2,57,true,-90.21153846153845,-3.711538461538467,33.0,3.311922788619995,true,-86.92631964809385,-38.412390029325515,3.285218813444601,-34.70085156778705,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
336,WEAK_DISTRIBUTED_330_338,MATCHED_BG_LEFT_CURVE,MATCHED_BACKGROUND,0,2,14,false,,,,,true,115.22178217821784,-29.554455445544555,,,false,false,false,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
336,WEAK_DISTRIBUTED_330_338,MATCHED_BG_FAN_ARC,MATCHED_BACKGROUND,2,2,132,true,-46.60385259631491,38.52010050251256,219.0,3.4108669757843018,true,-138.91780821917808,-12.657534246575345,-92.31395562286318,-51.17763474908791,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
337,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,1,4,85,true,80.85988398036591,16.414323962516733,264.0,5.437160015106201,true,-122.91142663962137,-51.794455713319806,-203.77131061998728,-68.20877967583654,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
337,WEAK_DISTRIBUTED_330_338,FROZEN_COARSE_CENTER_CORRIDOR,VEHICLE_DISCOVERY_CORRIDOR,1,2,41,true,50.94488188976379,2.1570171375636846,216.0,5.9158782958984375,true,58.83398328690808,-17.688300835654594,7.889101397144287,-19.84531797321828,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
337,WEAK_DISTRIBUTED_330_338,EXPANDED_NEIGHBORHOOD,EXPANDED_VEHICLE_DISCOVERY_NEIGHBORHOOD,1,3,155,true,81.96930671817984,13.162051942476921,272.0,5.486697673797607,true,-86.78551136363637,-41.59268465909091,-168.7548180818162,-54.75473660156783,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
337,WEAK_DISTRIBUTED_330_338,MATCHED_BG_RIGHT_COMPLEX,MATCHED_BACKGROUND,0,3,41,false,,,,,true,-105.43282743114109,-38.80944350758853,,,false,false,false,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
337,WEAK_DISTRIBUTED_330_338,MATCHED_BG_LEFT_CURVE,MATCHED_BACKGROUND,0,2,12,false,,,,,true,115.76097560975609,-29.453658536585365,,,false,false,false,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
337,WEAK_DISTRIBUTED_330_338,MATCHED_BG_FAN_ARC,MATCHED_BACKGROUND,1,2,71,true,-42.09065934065934,34.05219780219781,207.0,3.2012832164764404,true,-15.1357142857143,-9.599999999999994,26.954945054945043,-43.652197802197804,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
338,WEAK_DISTRIBUTED_330_338,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,1,4,101,true,72.71915332989158,13.310789881259666,262.0,4.873692035675049,true,-129.51898734177215,-59.495618305744884,-202.23814067166373,-72.80640818700455,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
338,WEAK_DISTRIBUTED_330_338,FROZEN_COARSE_CENTER_CORRIDOR,VEHICLE_DISCOVERY_CORRIDOR,2,3,53,true,7.808407437348421,-1.2093775262732436,138.0,5.9347825050354,true,10.745735607675897,-10.461087420042645,2.9373281703274756,-9.251709893769402,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
338,WEAK_DISTRIBUTED_330_338,EXPANDED_NEIGHBORHOOD,EXPANDED_VEHICLE_DISCOVERY_NEIGHBORHOOD,1,5,153,true,75.82610966057439,12.60078328981723,265.0,4.884554386138916,true,-142.5312252964427,-59.323320158102774,-218.3573349570171,-71.92410344792,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
338,WEAK_DISTRIBUTED_330_338,MATCHED_BG_RIGHT_COMPLEX,MATCHED_BACKGROUND,1,2,71,true,-92.88333333333333,0.7000000000000028,39.0,3.2291250228881836,true,-0.2842535787320912,-37.8200408997955,92.59907975460123,-38.520040899795504,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
338,WEAK_DISTRIBUTED_330_338,MATCHED_BG_LEFT_CURVE,MATCHED_BACKGROUND,0,2,18,false,,,,,true,117.0,-30.036407766990294,,,false,false,false,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
338,WEAK_DISTRIBUTED_330_338,MATCHED_BG_FAN_ARC,MATCHED_BACKGROUND,1,2,102,true,-43.7199230028874,31.430221366698746,210.0,3.3085103034973145,true,-24.019685039370074,-8.97637795275591,19.700237963517324,-40.406599319454656,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
339,TRANSITION_ONSET_339,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,1,5,85,true,75.35698447893571,16.652623798965266,267.0,4.835096836090088,true,-129.04914744232698,-55.80441323971915,-204.4061319212627,-72.45703703868442,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
339,TRANSITION_ONSET_339,FROZEN_COARSE_CENTER_CORRIDOR,VEHICLE_DISCOVERY_CORRIDOR,1,2,44,true,47.6545988258317,1.4241682974559637,223.0,5.375334739685059,true,54.3935379644588,-15.852665589660745,6.738939138627103,-17.27683388711671,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
339,TRANSITION_ONSET_339,EXPANDED_NEIGHBORHOOD,EXPANDED_VEHICLE_DISCOVERY_NEIGHBORHOOD,1,5,125,true,78.36058431573554,12.774474628395694,269.0,4.881778240203857,true,-142.3281632653061,-59.18122448979592,-220.68874758104164,-71.95569911819162,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
339,TRANSITION_ONSET_339,MATCHED_BG_RIGHT_COMPLEX,MATCHED_BACKGROUND,0,3,53,false,,,,,true,-101.07374999999999,-37.3525,,,false,false,false,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
339,TRANSITION_ONSET_339,MATCHED_BG_LEFT_CURVE,MATCHED_BACKGROUND,0,2,6,false,,,,,true,117.54034229828852,-29.10268948655257,,,false,false,false,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
339,TRANSITION_ONSET_339,MATCHED_BG_FAN_ARC,MATCHED_BACKGROUND,2,2,73,true,-32.7797537619699,28.419972640218873,169.0,3.2776010036468506,true,-30.9375,-8.597222222222229,1.8422537619699,-37.0171948624411,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
340,STRONG_COMPACT_340_350,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,1,2,102,true,78.34822834645672,13.397637795275585,264.0,5.535338401794434,true,114.08803986710961,-21.441528239202654,35.73981152065289,-34.83916603447824,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
340,STRONG_COMPACT_340_350,FROZEN_COARSE_CENTER_CORRIDOR,VEHICLE_DISCOVERY_CORRIDOR,1,2,44,true,49.98178421298459,1.348902382064452,207.0,5.65677547454834,true,53.01712558764271,-14.611820013431831,3.035341374658117,-15.960722395496283,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
340,STRONG_COMPACT_340_350,EXPANDED_NEIGHBORHOOD,EXPANDED_VEHICLE_DISCOVERY_NEIGHBORHOOD,1,3,177,true,80.76991150442478,13.50368731563421,270.0,5.505667686462402,true,116.18443113772457,-22.263473053892213,35.41451963329979,-35.76716036952642,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
340,STRONG_COMPACT_340_350,MATCHED_BG_RIGHT_COMPLEX,MATCHED_BACKGROUND,0,3,51,false,,,,,true,-100.6754498714653,-37.17866323907455,,,false,false,false,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
340,STRONG_COMPACT_340_350,MATCHED_BG_LEFT_CURVE,MATCHED_BACKGROUND,1,4,23,true,-106.5576923076923,16.67307692307692,56.0,2.7466044425964355,true,116.00748502994014,-30.241017964071858,222.56517733763246,-46.91409488714878,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
340,STRONG_COMPACT_340_350,MATCHED_BG_FAN_ARC,MATCHED_BACKGROUND,1,3,68,true,-57.81325966850828,24.599999999999994,194.0,3.4469830989837646,true,-43.12968299711815,-6.296829971181552,14.683576671390128,-30.896829971181546,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
341,STRONG_COMPACT_340_350,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,1,4,83,true,73.62763554216866,14.660956325301214,269.0,5.425225734710693,true,20.758776896942237,-20.154020385050956,-52.868858645226425,-34.81497671035217,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
341,STRONG_COMPACT_340_350,FROZEN_COARSE_CENTER_CORRIDOR,VEHICLE_DISCOVERY_CORRIDOR,1,2,44,true,52.14642582628747,2.0249807840122998,213.0,6.253750324249268,true,49.97714736012608,-16.185973207249802,-2.169278466161387,-18.2109539912621,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
341,STRONG_COMPACT_340_350,EXPANDED_NEIGHBORHOOD,EXPANDED_VEHICLE_DISCOVERY_NEIGHBORHOOD,1,4,128,true,83.23701416636396,13.30548492553578,270.0,5.455890655517578,true,112.38688827331487,-20.871652816251157,29.149874106950904,-34.177137741786936,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
341,STRONG_COMPACT_340_350,MATCHED_BG_RIGHT_COMPLEX,MATCHED_BACKGROUND,1,2,64,true,-82.546875,8.703125,53.0,3.369819164276123,true,-88.8290308929327,-37.115107913669064,-6.282155892932707,-45.818232913669064,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
341,STRONG_COMPACT_340_350,MATCHED_BG_LEFT_CURVE,MATCHED_BACKGROUND,0,3,17,false,,,,,true,116.73377703826952,-30.394342762063225,,,false,false,false,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
341,STRONG_COMPACT_340_350,MATCHED_BG_FAN_ARC,MATCHED_BACKGROUND,1,3,87,true,-60.29794520547945,26.07465753424657,210.0,3.7884669303894043,true,-45.367647058823536,-5.878151260504197,14.930298146655915,-31.952808794750766,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
342,STRONG_COMPACT_340_350,WIDE_GT_NEIGHBORHOOD,GT_DISCOVERY_ONLY_WIDE_NEIGHBORHOOD,1,3,91,true,81.73649725517976,15.030989906144868,269.0,5.620358467102051,true,-122.23990055935363,-51.560596643878185,-203.97639781453339,-66.59158655002305,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
342,STRONG_COMPACT_340_350,FROZEN_COARSE_CENTER_CORRIDOR,VEHICLE_DISCOVERY_CORRIDOR,2,3,38,true,8.185444366689978,-1.0727781665500373,130.0,6.525144100189209,true,9.865332120109201,-13.869881710646041,1.679887753419223,-12.797103544096004,true,true,true,FRAGMENT_TOLERANT_HORIZONTAL_PROJECTION_PLUS_COMPONENT_ENDPOINTS
