scene,edge_id,source_atomic_tracklet_id,target_atomic_tracklet_id,frame_gap,motion_extrapolation_residual,color_distance,appearance_cosine_distance,shape_scale_inconsistency,gap_penalty_component,boundary_support,competition_observation_count,detector_source_change,shared_tracker_support,missing_feature_count,total_integer_cost,selected_by_solver,decision_reason,hard_feasibility
GM_RM011,GM_RM011:E000032,GM_RM011:AT0001,GM_RM011:AT0044,35,4.0,0.0906,0.377026,0.594518,0.833333,1.0,57,true,[],0,260,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000033,GM_RM011:AT0002,GM_RM011:AT0065,1,0.473486,0.119079,0.110006,2.444894,0.02381,1.0,4,false,"[""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",0,14,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000034,GM_RM011:AT0002,GM_RM011:AT0066,2,0.564443,0.198487,,2.020095,0.047619,1.0,8,false,[],1,105,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000035,GM_RM011:AT0002,GM_RM011:AT0067,2,0.448531,0.15775,,2.228754,0.047619,1.0,4,false,[],1,101,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000036,GM_RM011:AT0002,GM_RM011:AT0068,2,0.699237,0.167069,0.184283,1.586816,0.047619,1.0,10,false,"[""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",0,16,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000037,GM_RM011:AT0002,GM_RM011:AT0069,3,0.624372,0.229775,,2.008981,0.071429,1.0,8,false,[],1,111,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000038,GM_RM011:AT0002,GM_RM011:AT0070,3,0.505313,0.187365,,2.302585,0.071429,1.0,5,false,[],1,109,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000039,GM_RM011:AT0002,GM_RM011:AT0003,3,0.736014,0.211075,0.153662,1.406893,0.071429,1.0,14,false,"[""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",0,15,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000040,GM_RM011:AT0002,GM_RM011:AT0071,4,0.608236,0.190523,0.147111,2.054589,0.095238,1.0,8,false,[],0,103,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000041,GM_RM011:AT0002,GM_RM011:AT0072,4,0.605245,0.190523,0.147111,0.532684,0.095238,1.0,5,true,[],0,76,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000042,GM_RM011:AT0002,GM_RM011:AT0073,5,0.647558,0.159643,0.154242,0.394063,0.119048,1.0,9,false,[],0,67,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000043,GM_RM011:AT0002,GM_RM011:AT0074,5,0.741608,0.279368,,1.653148,0.119048,1.0,15,false,[],1,115,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000044,GM_RM011:AT0002,GM_RM011:AT0075,5,0.660696,0.244684,,2.062624,0.119048,1.0,10,false,[],1,118,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000045,GM_RM011:AT0002,GM_RM011:AT0038,5,0.676055,0.189126,0.143905,0.409134,0.119048,1.0,9,true,[],0,78,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000046,GM_RM011:AT0002,GM_RM011:AT0076,6,0.752018,0.21965,0.14992,1.828678,0.142857,1.0,13,false,[],0,110,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000047,GM_RM011:AT0002,GM_RM011:AT0077,7,0.82207,0.171362,0.160892,0.158373,0.166667,1.0,13,false,"[""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",0,0,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000048,GM_RM011:AT0002,GM_RM011:AT0078,8,1.183806,0.195402,0.187449,0.276354,0.190476,1.0,31,true,[],0,110,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000049,GM_RM011:AT0002,GM_RM011:AT0004,8,0.933724,0.191645,0.157677,0.225838,0.190476,1.0,15,false,"[""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",0,5,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000050,GM_RM011:AT0002,GM_RM011:AT0039,9,1.04911,0.193477,0.16507,0.298451,0.214286,1.0,18,true,"[""YOLO26l:bytetrack:bt_0001""]",0,23,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000051,GM_RM011:AT0002,GM_RM011:AT0034,12,1.393254,0.180601,0.193431,0.467653,0.285714,1.0,23,true,"[""YOLO26l:botsort:bs_0001""]",0,51,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000052,GM_RM011:AT0002,GM_RM011:AT0079,13,1.491579,0.146956,0.225342,0.465297,0.309524,1.0,24,true,"[""YOLO26l:bytetrack:bt_0001""]",0,58,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000053,GM_RM011:AT0002,GM_RM011:AT0005,13,1.493302,0.114698,0.133101,0.480964,0.309524,1.0,24,false,"[""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",0,42,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000054,GM_RM011:AT0002,GM_RM011:AT0080,14,3.078279,0.430998,0.25894,2.562581,0.333333,1.0,19,false,[],0,279,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000055,GM_RM011:AT0002,GM_RM011:AT0081,14,3.083361,0.430998,0.25894,2.550737,0.333333,1.0,19,true,[],0,287,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000056,GM_RM011:AT0002,GM_RM011:AT0035,14,1.577619,0.112159,0.134466,0.371469,0.333333,1.0,26,true,"[""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",0,53,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000057,GM_RM011:AT0002,GM_RM011:AT0007,15,3.063231,0.292496,0.195563,2.38493,0.357143,1.0,20,false,[],0,264,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000058,GM_RM011:AT0002,GM_RM011:AT0040,15,3.053175,0.289706,0.193419,2.374308,0.357143,1.0,20,true,[],0,272,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000059,GM_RM011:AT0002,GM_RM011:AT0043,24,3.491678,0.326126,0.253102,0.733652,0.571429,1.0,25,true,[],0,252,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000060,GM_RM011:AT0002,GM_RM011:AT0006,26,3.62573,0.24,0.20062,1.266714,0.619048,1.0,43,false,"[""YOLO26l:botsort:bs_0001""]",0,171,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000061,GM_RM011:AT0002,GM_RM011:AT0036,26,3.627885,0.24,0.20062,1.277268,0.619048,1.0,43,true,"[""YOLO26l:botsort:bs_0001""]",0,179,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000062,GM_RM011:AT0002,GM_RM011:AT0041,26,3.593565,0.17062,0.14025,0.414859,0.619048,1.0,29,true,[],0,231,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000063,GM_RM011:AT0002,GM_RM011:AT0008,26,3.572314,0.183194,0.130868,0.393046,0.619048,1.0,29,false,[],0,223,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000064,GM_RM011:AT0002,GM_RM011:AT0082,32,4.0,0.373727,,3.0,0.761905,1.0,40,false,[],1,309,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000065,GM_RM011:AT0002,GM_RM011:AT0083,33,4.0,0.324521,0.340628,3.0,0.785714,1.0,44,false,[],0,313,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000066,GM_RM011:AT0002,GM_RM011:AT0084,33,4.0,0.324521,0.340628,3.0,0.785714,1.0,44,true,[],0,321,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000067,GM_RM011:AT0002,GM_RM011:AT0085,34,4.0,0.272283,0.280779,2.720731,0.809524,1.0,44,true,[],0,309,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000068,GM_RM011:AT0002,GM_RM011:AT0009,34,4.0,0.123957,0.202685,2.708608,0.809524,1.0,44,false,[],0,288,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000069,GM_RM011:AT0002,GM_RM011:AT0044,35,4.0,0.205882,0.328243,2.413441,0.833333,1.0,45,true,[],0,304,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000070,GM_RM011:AT0037,GM_RM011:AT0064,0,0.360328,0.115253,0.180504,0.553207,0.0,1.0,3,false,[],0,48,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000071,GM_RM011:AT0037,GM_RM011:AT0070,3,0.853686,0.091185,,3.0,0.071429,1.0,1,true,[],1,146,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000072,GM_RM011:AT0037,GM_RM011:AT0071,4,0.899358,0.087826,0.248852,3.0,0.095238,1.0,1,true,[],0,149,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000073,GM_RM011:AT0037,GM_RM011:AT0072,4,0.968305,0.087826,0.248852,3.0,0.095238,1.0,1,false,[],0,145,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000074,GM_RM011:AT0037,GM_RM011:AT0073,5,0.963279,0.122872,0.299248,2.963784,0.119048,1.0,5,true,[],0,159,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000075,GM_RM011:AT0037,GM_RM011:AT0074,5,0.983198,0.02972,,3.0,0.119048,1.0,4,true,[],1,153,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000076,GM_RM011:AT0037,GM_RM011:AT0075,5,0.866227,0.037699,,3.0,0.119048,1.0,5,true,[],1,147,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000077,GM_RM011:AT0037,GM_RM011:AT0038,5,0.972766,0.090663,0.306029,3.0,0.119048,1.0,5,false,[],0,151,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000078,GM_RM011:AT0037,GM_RM011:AT0076,6,0.861935,0.059471,0.326066,3.0,0.142857,1.0,5,true,[],0,154,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000079,GM_RM011:AT0037,GM_RM011:AT0077,7,0.996808,0.115737,0.313245,2.883203,0.166667,1.0,7,true,[],0,162,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000080,GM_RM011:AT0037,GM_RM011:AT0078,8,1.363005,0.111419,0.304805,3.0,0.190476,1.0,15,false,[],0,177,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000081,GM_RM011:AT0037,GM_RM011:AT0004,8,1.094084,0.107552,0.272828,2.872836,0.190476,1.0,7,true,[],0,165,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000082,GM_RM011:AT0037,GM_RM011:AT0039,9,1.154292,0.108732,0.27041,3.0,0.214286,1.0,10,false,[],0,164,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000083,GM_RM011:AT0037,GM_RM011:AT0034,12,1.41562,0.134361,0.271782,3.0,0.285714,1.0,15,false,[],0,184,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000084,GM_RM011:AT0037,GM_RM011:AT0079,13,1.509582,0.160906,0.300304,3.0,0.309524,1.0,16,false,[],0,194,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000085,GM_RM011:AT0037,GM_RM011:AT0005,13,1.524208,0.194918,0.201639,2.975956,0.309524,1.0,16,true,[],0,197,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000086,GM_RM011:AT0037,GM_RM011:AT0080,14,4.0,0.167497,0.207191,0.737894,0.333333,1.0,43,true,[],0,228,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000087,GM_RM011:AT0037,GM_RM011:AT0081,14,4.0,0.167497,0.207191,0.723843,0.333333,1.0,43,false,[],0,220,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000088,GM_RM011:AT0037,GM_RM011:AT0035,14,1.538736,0.197811,0.201647,2.972432,0.333333,1.0,18,false,[],0,191,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000089,GM_RM011:AT0037,GM_RM011:AT0007,15,3.755688,0.033046,0.212068,0.850613,0.357143,1.0,45,true,[],0,225,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000090,GM_RM011:AT0037,GM_RM011:AT0040,15,3.735227,0.028792,0.2079,0.860211,0.357143,1.0,45,false,[],0,216,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000091,GM_RM011:AT0037,GM_RM011:AT0043,24,3.168533,0.09101,0.288036,2.089475,0.571429,1.0,41,false,[],0,264,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000092,GM_RM011:AT0037,GM_RM011:AT0006,26,4.0,0.070046,0.160054,1.556413,0.619048,1.0,19,true,[],0,253,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000093,GM_RM011:AT0037,GM_RM011:AT0036,26,4.0,0.070046,0.160054,1.545859,0.619048,1.0,19,false,[],0,245,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000094,GM_RM011:AT0037,GM_RM011:AT0041,26,3.165433,0.121051,0.229607,2.408268,0.619048,1.0,39,false,[],0,272,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000095,GM_RM011:AT0037,GM_RM011:AT0008,26,3.131893,0.104588,0.222734,2.43008,0.619048,1.0,39,true,[],0,279,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000096,GM_RM011:AT0037,GM_RM011:AT0082,32,4.0,0.1476,,1.436291,0.761905,1.0,48,true,[],1,269,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000097,GM_RM011:AT0037,GM_RM011:AT0083,33,4.0,0.119425,0.259254,0.464889,0.785714,1.0,53,true,[],0,247,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000098,GM_RM011:AT0037,GM_RM011:AT0084,33,4.0,0.119425,0.259254,0.444381,0.785714,1.0,53,false,[],0,239,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000099,GM_RM011:AT0037,GM_RM011:AT0085,34,4.0,0.080944,0.290592,0.510821,0.809524,1.0,55,false,[],0,242,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000100,GM_RM011:AT0037,GM_RM011:AT0009,34,4.0,0.16823,0.273124,0.511814,0.809524,1.0,55,true,[],0,254,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000101,GM_RM011:AT0037,GM_RM011:AT0044,35,4.0,0.0906,0.377026,0.610124,0.833333,1.0,57,false,[],0,252,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000102,GM_RM011:AT0033,GM_RM011:AT0039,0,0.019107,0.090912,0.074267,0.044908,0.0,1.0,4,false,"[""YOLO11l:botsort:bs_0015"",""YOLO11l:bytetrack:bt_0015"",""YOLO26l:bytetrack:bt_0001""]",0,0,true,selected_by_lexicographic_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000103,GM_RM011:AT0033,GM_RM011:AT0034,3,0.250298,0.086925,0.151849,0.194934,0.071429,1.0,9,false,"[""YOLO26l:botsort:bs_0001""]",0,0,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000104,GM_RM011:AT0033,GM_RM011:AT0079,4,0.285554,0.063921,0.184538,0.192578,0.095238,1.0,11,false,"[""YOLO11l:botsort:bs_0015"",""YOLO11l:bytetrack:bt_0015"",""YOLO26l:bytetrack:bt_0001""]",0,0,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000105,GM_RM011:AT0033,GM_RM011:AT0005,4,0.272739,0.061948,0.12263,0.208245,0.095238,1.0,11,true,"[""YOLO11l:botsort:bs_0015"",""YOLO11l:bytetrack:bt_0015"",""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",0,0,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000106,GM_RM011:AT0033,GM_RM011:AT0080,5,1.440677,0.325235,0.25867,2.807229,0.119048,1.0,1,true,[],0,190,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000107,GM_RM011:AT0033,GM_RM011:AT0081,5,1.442479,0.325235,0.25867,2.795385,0.119048,1.0,1,false,[],0,182,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000108,GM_RM011:AT0033,GM_RM011:AT0035,5,0.355039,0.062804,0.126873,0.09875,0.119048,1.0,13,false,"[""YOLO11l:botsort:bs_0015"",""YOLO11l:bytetrack:bt_0015"",""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",0,0,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000109,GM_RM011:AT0033,GM_RM011:AT0007,6,1.461696,0.183216,0.181327,2.629579,0.142857,1.0,1,true,[],0,175,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000110,GM_RM011:AT0033,GM_RM011:AT0040,6,1.45542,0.180392,0.180025,2.618956,0.142857,1.0,1,false,[],0,166,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000111,GM_RM011:AT0033,GM_RM011:AT0043,15,1.81132,0.219988,0.231548,0.9783,0.357143,1.0,1,false,[],0,166,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000112,GM_RM011:AT0033,GM_RM011:AT0006,17,1.299146,0.133648,0.209363,1.511362,0.404762,1.0,37,true,"[""YOLO11l:botsort:bs_0015"",""YOLO11l:bytetrack:bt_0015"",""YOLO26l:botsort:bs_0001""]",0,74,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
