case_id,frame,coordinate_family,channel,background_subtype,method,positive_count,negative_count,auc,unresolved_median
PV002_337_341,339,RAW_SAR_DISPLAY,local_z_31,clutter,spatial_stratified_4x4,1477,928,0.492799587,
PV002_337_341,339,RAW_SAR_DISPLAY,local_z_31,hotspot,UNRESOLVED_NO_FROZEN_HOTSPOT_CONTROL_IN_PRIMARY_ATLAS,1477,0,,
PV002_337_341,339,RAW_SAR_DISPLAY,local_z_31,unresolved_distribution_not_auc_negative,distribution_only,1477,5712,,-0.068881348
PV002_337_341,339,RAW_SAR_DISPLAY,highpass_sigma9,all_background,exact_rank_mann_whitney,1477,4205,0.530107225,
PV002_337_341,339,RAW_SAR_DISPLAY,highpass_sigma9,all_background,legacy_first3000_flattened,1477,4205,0.529437937,
PV002_337_341,339,RAW_SAR_DISPLAY,highpass_sigma9,all_background,fixed_seed_uniform_3000,1477,4205,0.529979463,
PV002_337_341,339,RAW_SAR_DISPLAY,highpass_sigma9,all_background,spatial_stratified_4x4,1477,4205,0.516473464,
PV002_337_341,339,RAW_SAR_DISPLAY,highpass_sigma9,vertical_line,exact_rank_mann_whitney,1477,911,0.544184261,
PV002_337_341,339,RAW_SAR_DISPLAY,highpass_sigma9,vertical_line,legacy_first3000_flattened,1477,911,0.544184261,
PV002_337_341,339,RAW_SAR_DISPLAY,highpass_sigma9,vertical_line,fixed_seed_uniform_3000,1477,911,0.544184261,
PV002_337_341,339,RAW_SAR_DISPLAY,highpass_sigma9,vertical_line,spatial_stratified_4x4,1477,911,0.539237288,
PV002_337_341,339,RAW_SAR_DISPLAY,highpass_sigma9,fan_arc,exact_rank_mann_whitney,1477,2415,0.539622872,
PV002_337_341,339,RAW_SAR_DISPLAY,highpass_sigma9,fan_arc,legacy_first3000_flattened,1477,2415,0.539622872,
PV002_337_341,339,RAW_SAR_DISPLAY,highpass_sigma9,fan_arc,fixed_seed_uniform_3000,1477,2415,0.539622872,
PV002_337_341,339,RAW_SAR_DISPLAY,highpass_sigma9,fan_arc,spatial_stratified_4x4,1477,2415,0.558046875,
PV002_337_341,339,RAW_SAR_DISPLAY,highpass_sigma9,clutter,exact_rank_mann_whitney,1477,928,0.495034494,
PV002_337_341,339,RAW_SAR_DISPLAY,highpass_sigma9,clutter,legacy_first3000_flattened,1477,928,0.495034494,
PV002_337_341,339,RAW_SAR_DISPLAY,highpass_sigma9,clutter,fixed_seed_uniform_3000,1477,928,0.495034494,
PV002_337_341,339,RAW_SAR_DISPLAY,highpass_sigma9,clutter,spatial_stratified_4x4,1477,928,0.479907025,
PV002_337_341,339,RAW_SAR_DISPLAY,highpass_sigma9,hotspot,UNRESOLVED_NO_FROZEN_HOTSPOT_CONTROL_IN_PRIMARY_ATLAS,1477,0,,
PV002_337_341,339,RAW_SAR_DISPLAY,highpass_sigma9,unresolved_distribution_not_auc_negative,distribution_only,1477,5712,,-0.732849121
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_x_abs_gradient_component,all_background,exact_rank_mann_whitney,1477,4205,0.497122344,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_x_abs_gradient_component,all_background,legacy_first3000_flattened,1477,4205,0.486786956,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_x_abs_gradient_component,all_background,fixed_seed_uniform_3000,1477,4205,0.494207290,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_x_abs_gradient_component,all_background,spatial_stratified_4x4,1477,4205,0.473333333,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_x_abs_gradient_component,vertical_line,exact_rank_mann_whitney,1477,911,0.500857644,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_x_abs_gradient_component,vertical_line,legacy_first3000_flattened,1477,911,0.500857644,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_x_abs_gradient_component,vertical_line,fixed_seed_uniform_3000,1477,911,0.500857644,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_x_abs_gradient_component,vertical_line,spatial_stratified_4x4,1477,911,0.510652542,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_x_abs_gradient_component,fan_arc,exact_rank_mann_whitney,1477,2415,0.517929859,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_x_abs_gradient_component,fan_arc,legacy_first3000_flattened,1477,2415,0.517929859,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_x_abs_gradient_component,fan_arc,fixed_seed_uniform_3000,1477,2415,0.517929859,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_x_abs_gradient_component,fan_arc,spatial_stratified_4x4,1477,2415,0.527690625,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_x_abs_gradient_component,clutter,exact_rank_mann_whitney,1477,928,0.441568125,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_x_abs_gradient_component,clutter,legacy_first3000_flattened,1477,928,0.441568125,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_x_abs_gradient_component,clutter,fixed_seed_uniform_3000,1477,928,0.441568125,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_x_abs_gradient_component,clutter,spatial_stratified_4x4,1477,928,0.473264463,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_x_abs_gradient_component,hotspot,UNRESOLVED_NO_FROZEN_HOTSPOT_CONTROL_IN_PRIMARY_ATLAS,1477,0,,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_x_abs_gradient_component,unresolved_distribution_not_auc_negative,distribution_only,1477,5712,,26.000000000
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_y_abs_gradient_component,all_background,exact_rank_mann_whitney,1477,4205,0.498276305,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_y_abs_gradient_component,all_background,legacy_first3000_flattened,1477,4205,0.486145227,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_y_abs_gradient_component,all_background,fixed_seed_uniform_3000,1477,4205,0.502099865,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_y_abs_gradient_component,all_background,spatial_stratified_4x4,1477,4205,0.485272346,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_y_abs_gradient_component,vertical_line,exact_rank_mann_whitney,1477,911,0.498694583,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_y_abs_gradient_component,vertical_line,legacy_first3000_flattened,1477,911,0.498694583,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_y_abs_gradient_component,vertical_line,fixed_seed_uniform_3000,1477,911,0.498694583,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_y_abs_gradient_component,vertical_line,spatial_stratified_4x4,1477,911,0.513203390,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_y_abs_gradient_component,fan_arc,exact_rank_mann_whitney,1477,2415,0.526850913,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_y_abs_gradient_component,fan_arc,legacy_first3000_flattened,1477,2415,0.526850913,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_y_abs_gradient_component,fan_arc,fixed_seed_uniform_3000,1477,2415,0.526850913,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_y_abs_gradient_component,fan_arc,spatial_stratified_4x4,1477,2415,0.508296875,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_y_abs_gradient_component,clutter,exact_rank_mann_whitney,1477,928,0.427583945,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_y_abs_gradient_component,clutter,legacy_first3000_flattened,1477,928,0.427583945,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_y_abs_gradient_component,clutter,fixed_seed_uniform_3000,1477,928,0.427583945,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_y_abs_gradient_component,clutter,spatial_stratified_4x4,1477,928,0.398383264,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_y_abs_gradient_component,hotspot,UNRESOLVED_NO_FROZEN_HOTSPOT_CONTROL_IN_PRIMARY_ATLAS,1477,0,,
PV002_337_341,339,RAW_SAR_DISPLAY,sobel_y_abs_gradient_component,unresolved_distribution_not_auc_negative,distribution_only,1477,5712,,26.000000000
PV002_337_341,339,RAW_SAR_DISPLAY,gradient_magnitude_sobel,all_background,exact_rank_mann_whitney,1477,4205,0.494168531,
PV002_337_341,339,RAW_SAR_DISPLAY,gradient_magnitude_sobel,all_background,legacy_first3000_flattened,1477,4205,0.479259761,
PV002_337_341,339,RAW_SAR_DISPLAY,gradient_magnitude_sobel,all_background,fixed_seed_uniform_3000,1477,4205,0.494817197,
PV002_337_341,339,RAW_SAR_DISPLAY,gradient_magnitude_sobel,all_background,spatial_stratified_4x4,1477,4205,0.467595438,
PV002_337_341,339,RAW_SAR_DISPLAY,gradient_magnitude_sobel,vertical_line,exact_rank_mann_whitney,1477,911,0.501277919,
PV002_337_341,339,RAW_SAR_DISPLAY,gradient_magnitude_sobel,vertical_line,legacy_first3000_flattened,1477,911,0.501277919,
PV002_337_341,339,RAW_SAR_DISPLAY,gradient_magnitude_sobel,vertical_line,fixed_seed_uniform_3000,1477,911,0.501277919,
PV002_337_341,339,RAW_SAR_DISPLAY,gradient_magnitude_sobel,vertical_line,spatial_stratified_4x4,1477,911,0.517046610,
PV002_337_341,339,RAW_SAR_DISPLAY,gradient_magnitude_sobel,fan_arc,exact_rank_mann_whitney,1477,2415,0.526829326,
PV002_337_341,339,RAW_SAR_DISPLAY,gradient_magnitude_sobel,fan_arc,legacy_first3000_flattened,1477,2415,0.526829326,
PV002_337_341,339,RAW_SAR_DISPLAY,gradient_magnitude_sobel,fan_arc,fixed_seed_uniform_3000,1477,2415,0.526829326,
PV002_337_341,339,RAW_SAR_DISPLAY,gradient_magnitude_sobel,fan_arc,spatial_stratified_4x4,1477,2415,0.516087500,
PV002_337_341,339,RAW_SAR_DISPLAY,gradient_magnitude_sobel,clutter,exact_rank_mann_whitney,1477,928,0.407994055,
PV002_337_341,339,RAW_SAR_DISPLAY,gradient_magnitude_sobel,clutter,legacy_first3000_flattened,1477,928,0.407994055,
PV002_337_341,339,RAW_SAR_DISPLAY,gradient_magnitude_sobel,clutter,fixed_seed_uniform_3000,1477,928,0.407994055,
PV002_337_341,339,RAW_SAR_DISPLAY,gradient_magnitude_sobel,clutter,spatial_stratified_4x4,1477,928,0.407897727,
PV002_337_341,339,RAW_SAR_DISPLAY,gradient_magnitude_sobel,hotspot,UNRESOLVED_NO_FROZEN_HOTSPOT_CONTROL_IN_PRIMARY_ATLAS,1477,0,,
PV002_337_341,339,RAW_SAR_DISPLAY,gradient_magnitude_sobel,unresolved_distribution_not_auc_negative,distribution_only,1477,5712,,44.821754456
PV002_337_341,339,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,all_background,exact_rank_mann_whitney,1477,4205,0.535580043,
PV002_337_341,339,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,all_background,legacy_first3000_flattened,1477,4205,0.527276123,
PV002_337_341,339,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,all_background,fixed_seed_uniform_3000,1477,4205,0.538247235,
PV002_337_341,339,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,all_background,spatial_stratified_4x4,1477,4205,0.512770019,
PV002_337_341,339,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,vertical_line,exact_rank_mann_whitney,1477,911,0.540904926,
PV002_337_341,339,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,vertical_line,legacy_first3000_flattened,1477,911,0.540904926,
PV002_337_341,339,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,vertical_line,fixed_seed_uniform_3000,1477,911,0.540904926,
PV002_337_341,339,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,vertical_line,spatial_stratified_4x4,1477,911,0.513385593,
PV002_337_341,339,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,fan_arc,exact_rank_mann_whitney,1477,2415,0.547473826,
PV002_337_341,339,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,fan_arc,legacy_first3000_flattened,1477,2415,0.547473826,
PV002_337_341,339,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,fan_arc,fixed_seed_uniform_3000,1477,2415,0.547473826,
PV002_337_341,339,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,fan_arc,spatial_stratified_4x4,1477,2415,0.549006250,
PV002_337_341,339,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,clutter,exact_rank_mann_whitney,1477,928,0.501673651,
PV002_337_341,339,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,clutter,legacy_first3000_flattened,1477,928,0.501673651,
PV002_337_341,339,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,clutter,fixed_seed_uniform_3000,1477,928,0.501673651,
PV002_337_341,339,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,clutter,spatial_stratified_4x4,1477,928,0.488543388,
PV002_337_341,339,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,hotspot,UNRESOLVED_NO_FROZEN_HOTSPOT_CONTROL_IN_PRIMARY_ATLAS,1477,0,,
PV002_337_341,339,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,unresolved_distribution_not_auc_negative,distribution_only,1477,5712,,0.562068939
PV002_337_341,339,RAW_SAR_DISPLAY,structure_tensor_orientation_coherence,all_background,exact_rank_mann_whitney,1477,4205,0.590597887,
PV002_337_341,339,RAW_SAR_DISPLAY,structure_tensor_orientation_coherence,all_background,legacy_first3000_flattened,1477,4205,0.561449447,
PV002_337_341,339,RAW_SAR_DISPLAY,structure_tensor_orientation_coherence,all_background,fixed_seed_uniform_3000,1477,4205,0.587261228,
PV002_337_341,339,RAW_SAR_DISPLAY,structure_tensor_orientation_coherence,all_background,spatial_stratified_4x4,1477,4205,0.622707169,
PV002_337_341,339,RAW_SAR_DISPLAY,structure_tensor_orientation_coherence,vertical_line,exact_rank_mann_whitney,1477,911,0.650347034,
PV002_337_341,339,RAW_SAR_DISPLAY,structure_tensor_orientation_coherence,vertical_line,legacy_first3000_flattened,1477,911,0.650347034,
PV002_337_341,339,RAW_SAR_DISPLAY,structure_tensor_orientation_coherence,vertical_line,fixed_seed_uniform_3000,1477,911,0.650347034,
PV002_337_341,339,RAW_SAR_DISPLAY,structure_tensor_orientation_coherence,vertical_line,spatial_stratified_4x4,1477,911,0.680762712,
PV002_337_341,339,RAW_SAR_DISPLAY,structure_tensor_orientation_coherence,fan_arc,exact_rank_mann_whitney,1477,2415,0.568283872,
PV002_337_341,339,RAW_SAR_DISPLAY,structure_tensor_orientation_coherence,fan_arc,legacy_first3000_flattened,1477,2415,0.568283872,
PV002_337_341,339,RAW_SAR_DISPLAY,structure_tensor_orientation_coherence,fan_arc,fixed_seed_uniform_3000,1477,2415,0.568283872,
PV002_337_341,339,RAW_SAR_DISPLAY,structure_tensor_orientation_coherence,fan_arc,spatial_stratified_4x4,1477,2415,0.572790625,
PV002_337_341,339,RAW_SAR_DISPLAY,structure_tensor_orientation_coherence,clutter,exact_rank_mann_whitney,1477,928,0.595162462,
PV002_337_341,339,RAW_SAR_DISPLAY,structure_tensor_orientation_coherence,clutter,legacy_first3000_flattened,1477,928,0.595162462,
PV002_337_341,339,RAW_SAR_DISPLAY,structure_tensor_orientation_coherence,clutter,fixed_seed_uniform_3000,1477,928,0.595162462,
PV002_337_341,339,RAW_SAR_DISPLAY,structure_tensor_orientation_coherence,clutter,spatial_stratified_4x4,1477,928,0.644597107,
PV002_337_341,339,RAW_SAR_DISPLAY,structure_tensor_orientation_coherence,hotspot,UNRESOLVED_NO_FROZEN_HOTSPOT_CONTROL_IN_PRIMARY_ATLAS,1477,0,,
PV002_337_341,339,RAW_SAR_DISPLAY,structure_tensor_orientation_coherence,unresolved_distribution_not_auc_negative,distribution_only,1477,5712,,0.176196098
PV002_337_341,339,RAW_SAR_DISPLAY,radial_gradient_normal_response,all_background,exact_rank_mann_whitney,1477,4205,0.499300813,
PV002_337_341,339,RAW_SAR_DISPLAY,radial_gradient_normal_response,all_background,legacy_first3000_flattened,1477,4205,0.490877116,
PV002_337_341,339,RAW_SAR_DISPLAY,radial_gradient_normal_response,all_background,fixed_seed_uniform_3000,1477,4205,0.503354773,
PV002_337_341,339,RAW_SAR_DISPLAY,radial_gradient_normal_response,all_background,spatial_stratified_4x4,1477,4205,0.488268156,
PV002_337_341,339,RAW_SAR_DISPLAY,radial_gradient_normal_response,vertical_line,exact_rank_mann_whitney,1477,911,0.498952099,
PV002_337_341,339,RAW_SAR_DISPLAY,radial_gradient_normal_response,vertical_line,legacy_first3000_flattened,1477,911,0.498952099,
PV002_337_341,339,RAW_SAR_DISPLAY,radial_gradient_normal_response,vertical_line,fixed_seed_uniform_3000,1477,911,0.498952099,
PV002_337_341,339,RAW_SAR_DISPLAY,radial_gradient_normal_response,vertical_line,spatial_stratified_4x4,1477,911,0.521440678,
PV002_337_341,339,RAW_SAR_DISPLAY,radial_gradient_normal_response,fan_arc,exact_rank_mann_whitney,1477,2415,0.524256824,
PV002_337_341,339,RAW_SAR_DISPLAY,radial_gradient_normal_response,fan_arc,legacy_first3000_flattened,1477,2415,0.524256824,
PV002_337_341,339,RAW_SAR_DISPLAY,radial_gradient_normal_response,fan_arc,fixed_seed_uniform_3000,1477,2415,0.524256824,
PV002_337_341,339,RAW_SAR_DISPLAY,radial_gradient_normal_response,fan_arc,spatial_stratified_4x4,1477,2415,0.521656250,
PV002_337_341,339,RAW_SAR_DISPLAY,radial_gradient_normal_response,clutter,exact_rank_mann_whitney,1477,928,0.438503899,
PV002_337_341,339,RAW_SAR_DISPLAY,radial_gradient_normal_response,clutter,legacy_first3000_flattened,1477,928,0.438503899,
PV002_337_341,339,RAW_SAR_DISPLAY,radial_gradient_normal_response,clutter,fixed_seed_uniform_3000,1477,928,0.438503899,
PV002_337_341,339,RAW_SAR_DISPLAY,radial_gradient_normal_response,clutter,spatial_stratified_4x4,1477,928,0.428770661,
PV002_337_341,339,RAW_SAR_DISPLAY,radial_gradient_normal_response,hotspot,UNRESOLVED_NO_FROZEN_HOTSPOT_CONTROL_IN_PRIMARY_ATLAS,1477,0,,
PV002_337_341,339,RAW_SAR_DISPLAY,radial_gradient_normal_response,unresolved_distribution_not_auc_negative,distribution_only,1477,5712,,26.105159760
PV002_337_341,339,RAW_SAR_DISPLAY,tangential_gradient_normal_response,all_background,exact_rank_mann_whitney,1477,4205,0.491175351,
PV002_337_341,339,RAW_SAR_DISPLAY,tangential_gradient_normal_response,all_background,legacy_first3000_flattened,1477,4205,0.481731889,
PV002_337_341,339,RAW_SAR_DISPLAY,tangential_gradient_normal_response,all_background,fixed_seed_uniform_3000,1477,4205,0.488429136,
PV002_337_341,339,RAW_SAR_DISPLAY,tangential_gradient_normal_response,all_background,spatial_stratified_4x4,1477,4205,0.476717877,
PV002_337_341,339,RAW_SAR_DISPLAY,tangential_gradient_normal_response,vertical_line,exact_rank_mann_whitney,1477,911,0.497571248,
PV002_337_341,339,RAW_SAR_DISPLAY,tangential_gradient_normal_response,vertical_line,legacy_first3000_flattened,1477,911,0.497571248,
PV002_337_341,339,RAW_SAR_DISPLAY,tangential_gradient_normal_response,vertical_line,fixed_seed_uniform_3000,1477,911,0.497571248,
PV002_337_341,339,RAW_SAR_DISPLAY,tangential_gradient_normal_response,vertical_line,spatial_stratified_4x4,1477,911,0.508593220,
PV002_337_341,339,RAW_SAR_DISPLAY,tangential_gradient_normal_response,fan_arc,exact_rank_mann_whitney,1477,2415,0.512244758,
PV002_337_341,339,RAW_SAR_DISPLAY,tangential_gradient_normal_response,fan_arc,legacy_first3000_flattened,1477,2415,0.512244758,
PV002_337_341,339,RAW_SAR_DISPLAY,tangential_gradient_normal_response,fan_arc,fixed_seed_uniform_3000,1477,2415,0.512244758,
PV002_337_341,339,RAW_SAR_DISPLAY,tangential_gradient_normal_response,fan_arc,spatial_stratified_4x4,1477,2415,0.512281250,
PV002_337_341,339,RAW_SAR_DISPLAY,tangential_gradient_normal_response,clutter,exact_rank_mann_whitney,1477,928,0.432749720,
PV002_337_341,339,RAW_SAR_DISPLAY,tangential_gradient_normal_response,clutter,legacy_first3000_flattened,1477,928,0.432749720,
PV002_337_341,339,RAW_SAR_DISPLAY,tangential_gradient_normal_response,clutter,fixed_seed_uniform_3000,1477,928,0.432749720,
PV002_337_341,339,RAW_SAR_DISPLAY,tangential_gradient_normal_response,clutter,spatial_stratified_4x4,1477,928,0.441828512,
PV002_337_341,339,RAW_SAR_DISPLAY,tangential_gradient_normal_response,hotspot,UNRESOLVED_NO_FROZEN_HOTSPOT_CONTROL_IN_PRIMARY_ATLAS,1477,0,,
PV002_337_341,339,RAW_SAR_DISPLAY,tangential_gradient_normal_response,unresolved_distribution_not_auc_negative,distribution_only,1477,5712,,25.243801117
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_median,all_background,exact_rank_mann_whitney,1477,4205,0.493006601,
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_median,all_background,legacy_first3000_flattened,1477,4205,0.456773076,
PV002_337_341,339,RAW_SAR_DISPLAY,temporal_w2_median,all_background,fixed_seed_uniform_3000,1477,4205,0.492954863,
