scene,frame_index,runtime_local_subject_id,selected_observation_id,selection_status,selection_evidence,alternative_observation_ids,detector_source,bbox,subject_quality_state,runtime_confidence,review_flags,usable_for_motion,usable_for_color,usable_for_identity_appearance,usable_for_shape,diagnostic_only,baseline_b_included,baseline_c_included,baseline_d_included,notes
GM_RM011,4,GM_RM011:RS0003,GM_RM011:YOLO11l:GM_RM011_000004_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.687538,""previous_temporal_support"":0.0,""next_temporal_support"":0.0,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",,YOLO11l,"[257.46,196.775,795.068,594.446]",complete_subject_candidate,0.608088,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00010;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,5,GM_RM011:RS0001,GM_RM011:YOLO26l:GM_RM011_000005_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.887006,""previous_temporal_support"":0.981917,""next_temporal_support"":0.984882,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000005_001,YOLO26l,"[7.923,233.077,580.078,595.423]",complete_subject_candidate,0.910214,,true,true,true,true,false,true,true,true,cluster=GM_RM011:RC00012;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,5,GM_RM011:RS0004,GM_RM011:YOLO26l:GM_RM011_000005_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.526881,""previous_temporal_support"":0.0,""next_temporal_support"":0.0,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",,YOLO26l,"[761.942,309.292,799.792,399.685]",partial_subject_candidate,0.637380,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00013;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,6,GM_RM011:RS0001,GM_RM011:YOLO26l:GM_RM011_000006_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.887006,""previous_temporal_support"":0.984882,""next_temporal_support"":0.989557,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000006_001,YOLO26l,"[14.002,265.071,602.215,597.379]",partial_subject_candidate,0.902812,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00014;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,7,GM_RM011:RS0001,GM_RM011:YOLO26l:GM_RM011_000007_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.887006,""previous_temporal_support"":0.989557,""next_temporal_support"":0.984399,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000007_001;GM_RM011:YOLO11l:GM_RM011_000007_002;GM_RM011:YOLO11l:GM_RM011_000007_003,YOLO26l,"[3.265,308.796,581.527,598.024]",partial_subject_candidate,0.857679,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00015;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,8,GM_RM011:RS0001,GM_RM011:YOLO26l:GM_RM011_000008_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.887006,""previous_temporal_support"":0.984399,""next_temporal_support"":0.975749,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000008_001;GM_RM011:YOLO11l:GM_RM011_000008_002;GM_RM011:YOLO11l:GM_RM011_000008_003,YOLO26l,"[9.065,309.388,604.393,597.619]",partial_subject_candidate,0.931771,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00016;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,9,GM_RM011:RS0001,GM_RM011:YOLO26l:GM_RM011_000009_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.887006,""previous_temporal_support"":0.975749,""next_temporal_support"":0.966284,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000009_001;GM_RM011:YOLO11l:GM_RM011_000009_002;GM_RM011:YOLO26l:GM_RM011_000009_002;GM_RM011:YOLO26l:GM_RM011_000009_003,YOLO26l,"[8.623,306.67,603.278,597.894]",partial_subject_candidate,0.914344,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00017;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,10,GM_RM011:RS0001,GM_RM011:YOLO26l:GM_RM011_000010_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.887006,""previous_temporal_support"":0.966284,""next_temporal_support"":0.986339,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000010_001;GM_RM011:YOLO11l:GM_RM011_000010_002;GM_RM011:YOLO11l:GM_RM011_000010_003;GM_RM011:YOLO11l:GM_RM011_000010_004;GM_RM011:YOLO26l:GM_RM011_000010_002,YOLO26l,"[194.812,283.987,785.55,596.387]",complete_subject_candidate,0.898155,,true,true,true,true,false,true,true,true,cluster=GM_RM011:RC00018;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,11,GM_RM011:RS0001,GM_RM011:YOLO26l:GM_RM011_000011_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.887006,""previous_temporal_support"":0.986339,""next_temporal_support"":0.979197,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000011_001;GM_RM011:YOLO26l:GM_RM011_000011_002,YOLO26l,"[220.837,243.67,793.973,596.883]",complete_subject_candidate,0.848539,,true,true,true,true,false,true,true,true,cluster=GM_RM011:RC00019;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,12,GM_RM011:RS0001,GM_RM011:YOLO26l:GM_RM011_000012_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.887006,""previous_temporal_support"":0.979197,""next_temporal_support"":0.989445,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000012_001;GM_RM011:YOLO26l:GM_RM011_000012_002,YOLO26l,"[118.625,236.026,729.059,598.625]",partial_subject_candidate,0.839764,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00020;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,13,GM_RM011:RS0001,GM_RM011:YOLO26l:GM_RM011_000013_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.887006,""previous_temporal_support"":0.989445,""next_temporal_support"":0.991342,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000013_001;GM_RM011:YOLO26l:GM_RM011_000013_002;GM_RM011:YOLO26l:GM_RM011_000013_003,YOLO26l,"[169.602,253.026,772.916,597.579]",partial_subject_candidate,0.895553,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00021;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,14,GM_RM011:RS0001,GM_RM011:YOLO26l:GM_RM011_000014_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.887006,""previous_temporal_support"":0.991342,""next_temporal_support"":0.991553,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000014_001;GM_RM011:YOLO26l:GM_RM011_000014_002,YOLO26l,"[216.216,263.124,795.807,597.319]",partial_subject_candidate,0.917805,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00022;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,15,GM_RM011:RS0001,GM_RM011:YOLO26l:GM_RM011_000015_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.887006,""previous_temporal_support"":0.991553,""next_temporal_support"":0.980328,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000015_001;GM_RM011:YOLO26l:GM_RM011_000015_002;GM_RM011:YOLO26l:GM_RM011_000015_003,YOLO26l,"[234.055,276.684,796.445,596.129]",complete_subject_candidate,0.883677,,true,true,true,true,false,true,true,true,cluster=GM_RM011:RC00023;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,16,GM_RM011:RS0001,GM_RM011:YOLO26l:GM_RM011_000016_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.887006,""previous_temporal_support"":0.980328,""next_temporal_support"":0.99171,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000016_001,YOLO26l,"[242.751,288.467,795.159,596.521]",complete_subject_candidate,0.922788,,true,true,true,true,false,true,true,true,cluster=GM_RM011:RC00024;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,17,GM_RM011:RS0005,GM_RM011:YOLO26l:GM_RM011_000017_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.861679,""previous_temporal_support"":0.0,""next_temporal_support"":0.0,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO26l:GM_RM011_000017_002;GM_RM011:YOLO26l:GM_RM011_000017_003,YOLO26l,"[201.261,298.04,783.438,597.029]",partial_subject_candidate,0.877102,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00025;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,18,GM_RM011:RS0001,GM_RM011:YOLO26l:GM_RM011_000018_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.887006,""previous_temporal_support"":0.99171,""next_temporal_support"":0.993781,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000018_001,YOLO26l,"[246.353,303.279,795.362,596.939]",complete_subject_candidate,0.948437,,true,true,true,true,false,true,true,true,cluster=GM_RM011:RC00026;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,19,GM_RM011:RS0001,GM_RM011:YOLO26l:GM_RM011_000019_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.887006,""previous_temporal_support"":0.993781,""next_temporal_support"":0.986259,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000019_002,YOLO26l,"[248.712,284.47,796.694,596.891]",complete_subject_candidate,0.907388,,true,true,true,true,false,true,true,true,cluster=GM_RM011:RC00028;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,19,GM_RM011:RS0006,GM_RM011:YOLO26l:GM_RM011_000019_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.903148,""previous_temporal_support"":0.0,""next_temporal_support"":0.428534,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000019_001,YOLO26l,"[0.41,299.277,87.721,579.095]",partial_subject_candidate,0.667242,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00027;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,20,GM_RM011:RS0001,GM_RM011:YOLO26l:GM_RM011_000020_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.887006,""previous_temporal_support"":0.986259,""next_temporal_support"":0.979431,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000020_001,YOLO26l,"[251.774,233.568,796.216,598.16]",partial_subject_candidate,0.923587,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00029;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,20,GM_RM011:RS0006,GM_RM011:YOLO26l:GM_RM011_000020_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.903148,""previous_temporal_support"":0.428534,""next_temporal_support"":0.95986,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000020_002;GM_RM011:YOLO26l:GM_RM011_000020_003,YOLO26l,"[0.416,267.582,103.535,591.511]",partial_subject_candidate,0.762118,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00030;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,21,GM_RM011:RS0001,GM_RM011:YOLO26l:GM_RM011_000021_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.887006,""previous_temporal_support"":0.979431,""next_temporal_support"":0.988297,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000021_001,YOLO26l,"[287.488,162.34,797.633,593.908]",partial_subject_candidate,0.894395,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00031;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,21,GM_RM011:RS0006,GM_RM011:YOLO26l:GM_RM011_000021_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.903148,""previous_temporal_support"":0.95986,""next_temporal_support"":0.983559,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000021_002,YOLO26l,"[0.419,216.263,116.103,561.424]",partial_subject_candidate,0.831386,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00032;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,22,GM_RM011:RS0001,GM_RM011:YOLO26l:GM_RM011_000022_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.887006,""previous_temporal_support"":0.988297,""next_temporal_support"":0.97168,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000022_001,YOLO26l,"[323.488,167.704,798.236,593.804]",partial_subject_candidate,0.881335,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00033;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,22,GM_RM011:RS0006,GM_RM011:YOLO26l:GM_RM011_000022_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.903148,""previous_temporal_support"":0.983559,""next_temporal_support"":0.973597,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000022_002,YOLO26l,"[0.547,207.852,140.552,595.626]",partial_subject_candidate,0.859640,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00034;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,23,GM_RM011:RS0001,GM_RM011:YOLO26l:GM_RM011_000023_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.887006,""previous_temporal_support"":0.97168,""next_temporal_support"":0.965323,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000023_001,YOLO26l,"[372.806,257.189,798.463,597.132]",partial_subject_candidate,0.900497,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00035;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,23,GM_RM011:RS0006,GM_RM011:YOLO11l:GM_RM011_000023_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.903148,""previous_temporal_support"":0.973597,""next_temporal_support"":0.975793,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO26l:GM_RM011_000023_002;GM_RM011:YOLO26l:GM_RM011_000023_003,YOLO11l,"[0.741,248.628,177.26,593.772]",partial_subject_candidate,0.850700,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00036;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,24,GM_RM011:RS0001,GM_RM011:YOLO11l:GM_RM011_000024_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.887006,""previous_temporal_support"":0.965323,""next_temporal_support"":0.98012,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO26l:GM_RM011_000024_002,YOLO11l,"[408.958,368.738,798.612,593.702]",partial_subject_candidate,0.851550,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00038;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,24,GM_RM011:RS0006,GM_RM011:YOLO11l:GM_RM011_000024_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.903148,""previous_temporal_support"":0.975793,""next_temporal_support"":0.990054,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO26l:GM_RM011_000024_001;GM_RM011:YOLO26l:GM_RM011_000024_003,YOLO11l,"[0.917,290.496,208.949,594.064]",partial_subject_candidate,0.873465,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00037;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,25,GM_RM011:RS0001,GM_RM011:YOLO26l:GM_RM011_000025_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.887006,""previous_temporal_support"":0.98012,""next_temporal_support"":0.986536,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000025_002,YOLO26l,"[442.495,399.534,798.376,595.818]",partial_subject_candidate,0.858679,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00040;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,25,GM_RM011:RS0006,GM_RM011:YOLO11l:GM_RM011_000025_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.903148,""previous_temporal_support"":0.990054,""next_temporal_support"":0.992815,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO26l:GM_RM011_000025_002;GM_RM011:YOLO26l:GM_RM011_000025_003,YOLO11l,"[0.919,289.381,227.926,594.071]",partial_subject_candidate,0.882202,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00039;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,26,GM_RM011:RS0001,GM_RM011:YOLO11l:GM_RM011_000026_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.887006,""previous_temporal_support"":0.986536,""next_temporal_support"":0.986983,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO26l:GM_RM011_000026_002,YOLO11l,"[473.199,396.916,798.814,594.738]",partial_subject_candidate,0.873330,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00041;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,26,GM_RM011:RS0006,GM_RM011:YOLO11l:GM_RM011_000026_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.903148,""previous_temporal_support"":0.992815,""next_temporal_support"":0.989568,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO26l:GM_RM011_000026_001;GM_RM011:YOLO26l:GM_RM011_000026_003,YOLO11l,"[1.085,288.19,244.123,594.029]",partial_subject_candidate,0.880780,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00042;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,27,GM_RM011:RS0001,GM_RM011:YOLO11l:GM_RM011_000027_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.887006,""previous_temporal_support"":0.986983,""next_temporal_support"":0.982381,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO26l:GM_RM011_000027_002,YOLO11l,"[492.253,378.824,799.226,595.073]",partial_subject_candidate,0.878583,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00043;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,27,GM_RM011:RS0006,GM_RM011:YOLO26l:GM_RM011_000027_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.903148,""previous_temporal_support"":0.989568,""next_temporal_support"":0.984439,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000027_002;GM_RM011:YOLO26l:GM_RM011_000027_003,YOLO26l,"[1.717,278.305,265.053,595.741]",partial_subject_candidate,0.883735,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00044;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,28,GM_RM011:RS0001,GM_RM011:YOLO26l:GM_RM011_000028_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.887006,""previous_temporal_support"":0.982381,""next_temporal_support"":0.984978,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000028_001,YOLO26l,"[520.478,353.742,799.07,595.992]",partial_subject_candidate,0.885373,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00045;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,28,GM_RM011:RS0006,GM_RM011:YOLO11l:GM_RM011_000028_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.903148,""previous_temporal_support"":0.984439,""next_temporal_support"":0.985594,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO26l:GM_RM011_000028_002;GM_RM011:YOLO26l:GM_RM011_000028_003,YOLO11l,"[1.4,252.468,296.628,594.014]",partial_subject_candidate,0.889624,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00046;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,29,GM_RM011:RS0001,GM_RM011:YOLO26l:GM_RM011_000029_001,selected_detector_observation,"{""track_median_vehicle_likeness"":0.887006,""previous_temporal_support"":0.984978,""next_temporal_support"":0.979729,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO11l:GM_RM011_000029_001,YOLO26l,"[548.813,349.253,799.005,595.054]",partial_subject_candidate,0.920223,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00047;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,29,GM_RM011:RS0006,GM_RM011:YOLO11l:GM_RM011_000029_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.903148,""previous_temporal_support"":0.985594,""next_temporal_support"":0.988422,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO26l:GM_RM011_000029_002;GM_RM011:YOLO26l:GM_RM011_000029_003,YOLO11l,"[1.717,218.764,325.8,593.539]",partial_subject_candidate,0.893574,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00048;runtime_local_subject_only=true;no_benchmark_input=true
GM_RM011,30,GM_RM011:RS0001,GM_RM011:YOLO11l:GM_RM011_000030_002,selected_detector_observation,"{""track_median_vehicle_likeness"":0.887006,""previous_temporal_support"":0.979729,""next_temporal_support"":0.974083,""mixed_risk"":false,""possible_non_vehicle_risk"":false}",GM_RM011:YOLO26l:GM_RM011_000030_001,YOLO11l,"[583.678,376.16,799.585,595.218]",partial_subject_candidate,0.881365,,true,true,false,false,false,true,true,true,cluster=GM_RM011:RC00050;runtime_local_subject_only=true;no_benchmark_input=true
