case_id,state_mode,scene,sar_frame_index,pair_dx_px,pair_dy_px,cumulative_dx_px,cumulative_dy_px,transport_response,transport_method,eligible_background_tile_count,fit_background_tile_count,holdout_background_tile_count,fit_dx_mad_px,fit_dy_mad_px,holdout_residual_median_px,holdout_residual_max_px,fallback_used,active_identity_count,active_shells_excluded
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,338,6.127788871567333,-0.05374041923730033,259.9294483969533,-6.4805048882225265,0.5664980515009828,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,17,13,4,1.3271924451088637,1.1325545270893258,1.374225002027174,3.269259659353877,false,4,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,339,5.9047297914474655,0.08190446244620375,265.83417818840076,-6.398600425776323,0.5816891299353706,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,17,13,4,1.1586383732125682,0.9176614960340146,0.7515745199946626,1.0848077371823224,false,4,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,340,6.031087961785403,-0.36687757970980783,271.86526615018613,-6.7654780054861305,0.603926753114771,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,17,13,4,0.8523839190297053,0.6689792559660361,1.846633631422144,2.298805862011048,false,4,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,341,5.576731259716382,-0.3206214281399866,277.4419974099025,-7.086099433626117,0.5831910951402453,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,17,13,4,0.6854957736230745,0.9706893698662213,1.5373956542574132,2.1509065892496393,false,4,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,342,5.924341108971191,0.12789935459079516,283.3663385188737,-6.958200079035322,0.5426905273861355,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,13,5,0.6081503567190225,0.9473758749315095,1.1350073780285357,2.166138365490791,false,4,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,343,6.512321859457529,0.13561849909640955,289.87866037833123,-6.8225815799389125,0.5550729380713568,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,13,5,0.39659508159866164,0.6578086658032021,1.0801706535061366,2.2278491423390694,false,4,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,344,6.352194102922226,0.20856140633790687,296.23085448125346,-6.614020173601006,0.5812226158601267,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,13,5,0.4701368980385041,1.1178559926842695,1.5348546017002116,1.7794534746534632,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,345,6.243448598103868,-0.24737636945390307,302.47430307935736,-6.861396543054909,0.555017486968526,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,0.9891186846113271,0.5275844528224667,1.1404061834110972,2.168058611320612,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,346,6.106590087379502,-0.7949884349926748,308.58089316673687,-7.6563849780475834,0.6218667080005009,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,0.472733482808124,0.594359123012012,1.5099170299164262,2.5628550502652567,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,347,6.1228980270594775,-0.28332035902352004,314.70379119379635,-7.9397053370711035,0.593572206541344,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,0.5337888015198047,0.5804189679115552,1.0583778578722487,2.6413878933083175,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,348,6.4090484938029135,-0.03806142814778468,321.11283968759926,-7.977766765218888,0.6701174734433492,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,13,5,0.5623623119069805,0.6290262422029116,1.3506318754390232,2.1797991797449803,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,349,6.511852573243786,0.06442105828514855,327.62469226084306,-7.91334570693374,0.5602753418110036,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,0.5639527646228828,0.3799337234093372,1.0834236533361303,2.2158073216450287,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,350,6.460240421579883,-0.46776893012129506,334.08493268242296,-8.381114637055035,0.5878068596963529,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,0.7624669893505143,1.3331062528336162,1.497939441545477,2.609628086304545,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,351,6.054870262683167,-0.5423936970020833,340.1398029451061,-8.923508334057118,0.6873189250628153,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,0.8445103866534396,0.6672728236160594,1.7072282567373498,2.7526264569551593,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,352,6.427421934939588,-0.20090550560038878,346.5672248800457,-9.124413839657507,0.5969299209890542,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,0.8153659060668446,0.6737408398955012,2.0129503801452335,5.043096728905466,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,353,5.639262201289085,0.164342483276684,352.2064870813348,-8.960071356380823,0.5966480525334676,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,0.9324842975377265,0.5256573210941013,0.8431815991890339,1.5418490113634595,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,354,6.06373722611589,-0.8800922841778771,358.2702243074507,-9.8401636405587,0.6025562968518999,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,0.4514263201293005,0.42102594166691176,1.4491732119871785,2.536988323170246,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,355,6.1416547552213245,-0.5484721919595898,364.411879062672,-10.38863583251829,0.6088691881409398,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,0.798729673419686,0.48791138293371716,1.4116993624816665,2.472928679096119,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,356,6.181641827171347,0.16630890675757826,370.5935208898434,-10.222326925760711,0.5759612473624725,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,0.8171559889111677,0.8589669662672037,1.3399831888874232,1.909580645650882,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,357,5.810686460189544,-0.11928174462602215,376.40420735003295,-10.341608670386734,0.5938590896085456,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,1.0825364443200272,0.6226866952342363,1.433049501719345,1.6192542761621291,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,358,6.114547618039538,-0.1852300021377431,382.51875496807247,-10.526838672524477,0.6033006913617806,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,0.7893064014477318,0.6346787484624485,2.290169652931232,2.4732943945866963,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,359,5.893267133027209,-0.30564476683827024,388.4120221010997,-10.832483439362747,0.59320273079254,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,0.9651274541560326,0.7742120373100931,1.1877050343046762,1.8422072948573212,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,360,6.497881223942812,-0.3390920502606747,394.9099033250425,-11.171575489623422,0.5930284859560153,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,0.6102541602670755,1.0840469759897644,1.1718993875254737,2.8726285910851312,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,361,6.291640937562903,-0.24120469365800545,401.20154426260535,-11.412780183281427,0.5811713774998982,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,13,5,1.040948476503985,0.9915279354641768,1.0448299025029992,2.0379050213465777,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,362,5.275177307278398,-0.26566148871236805,406.47672156988375,-11.678441671993795,0.6454704238043891,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,13,5,0.9047871872652706,0.3904206725039501,1.7511417399156113,1.8361806937963756,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,363,5.629019828540635,-0.13370784311476314,412.10574139842436,-11.812149515108558,0.5955436191558838,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,13,5,0.9755026441943926,0.823126394617077,0.9277814521952548,1.9359546513908235,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,364,6.083685440340645,-0.08814300298524813,418.18942683876503,-11.900292518093806,0.5680445956963079,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,13,5,0.9934717014375565,0.7540821664449311,1.8091956462094305,3.587441962583397,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,365,6.267243463673225,-0.23097318549545776,424.4566703024383,-12.131265703589264,0.6450820890002781,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,13,5,0.6084176164729627,0.6670390283125585,1.541980562593789,2.704623625522813,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,366,5.589854984986346,-1.0074647084240382,430.04652528742463,-13.138730412013302,0.5629847083621555,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,13,5,0.9058652343641427,0.6764565606602275,2.385239460779653,3.401656066482316,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,367,6.4027042805161045,-0.993629183435246,436.44922956794073,-14.132359595448548,0.6582815801655805,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,13,5,0.7935874525418569,0.8608460218962932,1.7864722618803264,3.3543906795019667,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,368,5.4585775532881655,-0.37148790255534436,441.90780712122887,-14.503847498003893,0.5746320636184127,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,13,5,0.5706717921828499,0.7712159790030171,1.5383886178209523,3.8749366014291873,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,369,6.265097240639648,-0.4027107469472355,448.1729043618685,-14.906558244951128,0.5997229878549223,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,13,5,0.5251216985264477,0.8943511657607814,1.2619895226502187,1.8663279969746,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,370,6.999273661568282,-0.15655398437354506,455.1721780234368,-15.063112229324673,0.5820445789231194,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,13,5,0.6548541087104809,0.5284970174201931,1.801878466929567,3.086584845379977,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,371,5.88081182825816,-0.5388329925883397,461.052989851695,-15.601945221913013,0.5838334187313363,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,17,12,5,0.7006800598912832,0.6154481771652911,1.9720858061060416,3.2732239235291956,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,372,5.581047370595712,-0.5822098743371384,466.63403722229066,-16.18415509625015,0.5520236328796104,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,13,5,0.9580468402097324,0.9164626815470456,1.1553318109485087,2.28755729398914,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,373,6.605102962200192,-0.2792199104702888,473.23914018449085,-16.46337500672044,0.6195465910169813,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,13,5,0.6502092399871913,1.267167411827586,1.154130748549426,1.396109660610204,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,374,6.023150206956785,-0.9720089810540742,479.26229039144766,-17.435383987774514,0.6257285084989336,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,18,13,5,0.6868365021387319,0.6575074117380098,2.1518067475201597,2.4193969639976523,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,375,6.23747647596835,-0.26946563907060295,485.49976686741604,-17.704849626845117,0.6181243537664414,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,0.3425874515058638,0.676964491137511,1.172373263235753,2.476712526135288,false,3,true
S1D0-DISCOVERY-GM_RM017-PV002,causal,GM_RM017,376,5.861468094228272,-0.3005862718229082,491.3612349616443,-18.005435898668026,0.5957969558459741,ACTIVE_SHELL_EXCLUDED_BACKGROUND_PHASE_MEDIAN,19,14,5,0.7856025832370506,0.783698458126608,1.33443634622313,2.6184220764125476,false,3,true
