research_unit_id,research_unit_type,scene,canonical_vehicle_id,benchmark_role,research_role,segment_id,representation,coordinate_family,frame_count,support_level,response_lineage,valid_fraction_mean,valid_fraction_min,response_centroid_x_mad_norm,response_centroid_y_mad_norm,adjacent_centroid_shift_median_norm,adjacent_centroid_shift_p90_norm,adjacent_ncc_median,adjacent_ncc_p10,adjacent_absdiff_median,support_area_fraction_mean,support_area_fraction_cv,support_entropy_mean_bits,nonadjacent_similar_view_pair_count,nonadjacent_similar_view_ncc_median,observation_frame_count,observation_centroid_temporal_mad_norm,relation_distance_q50_temporal_cv,relation_distance_q90_temporal_cv,observation_orientation_axial_dispersion_deg,automatic_attribution_label,review_status,notes
S0MV-GM_RM017-PV004-SEG01,vehicle_thread,GM_RM017,GM_RM017:PV004,heldout_validation,heldout_validation,S0MV-GM_RM017-PV004-SEG01,world,world,58,0.350000,frozen S1L Gaussian sigma 1.0 plus local-background normalization; fixed support level 0.35,1.000000,1.000000,0.027526,0.036900,0.015555,0.030533,0.641529,0.589318,0.070428,0.060537,0.502948,0.391672,14,0.221760,58,0.704594,0.312926,0.294500,23.021045,UNASSIGNED_REQUIRES_DIRECT_VISUAL_REVIEW,directly_reviewed_complete,no weighted score and no automatic winner; low entropy alone is not vehicle evidence; response-centroid grid metrics are within-representation diagnostics because world uses a fixed trajectory canvas
S0MV-GM_RM017-PV004-SEG01,vehicle_thread,GM_RM017,GM_RM017:PV004,heldout_validation,heldout_validation,S0MV-GM_RM017-PV004-SEG01,raw_crop,crop,58,0.350000,frozen S1L Gaussian sigma 1.0 plus local-background normalization; fixed support level 0.35,1.000000,1.000000,0.037193,0.048775,0.027040,0.087045,0.500261,0.282196,0.074758,0.049048,0.402708,0.365627,14,0.253681,58,0.218160,0.280193,0.271274,20.295561,UNASSIGNED_REQUIRES_DIRECT_VISUAL_REVIEW,directly_reviewed_complete,no weighted score and no automatic winner; low entropy alone is not vehicle evidence; response-centroid grid metrics are within-representation diagnostics because world uses a fixed trajectory canvas
S0MV-GM_RM017-PV004-SEG01,vehicle_thread,GM_RM017,GM_RM017:PV004,heldout_validation,heldout_validation,S0MV-GM_RM017-PV004-SEG01,smoothed_crop,crop,58,0.350000,frozen S1L Gaussian sigma 1.0 plus local-background normalization; fixed support level 0.35,1.000000,1.000000,0.034915,0.050425,0.022807,0.041834,0.708734,0.350229,0.059901,0.048789,0.416185,0.370628,14,0.271362,58,0.214373,0.280157,0.270923,20.307945,UNASSIGNED_REQUIRES_DIRECT_VISUAL_REVIEW,directly_reviewed_complete,no weighted score and no automatic winner; low entropy alone is not vehicle evidence; response-centroid grid metrics are within-representation diagnostics because world uses a fixed trajectory canvas
S0MV-GM_RM017-PV004-SEG01,vehicle_thread,GM_RM017,GM_RM017:PV004,heldout_validation,heldout_validation,S0MV-GM_RM017-PV004-SEG01,raw_body,body,58,0.350000,frozen S1L Gaussian sigma 1.0 plus local-background normalization; fixed support level 0.35,1.000000,1.000000,0.017410,0.045340,0.035351,0.069662,0.536612,0.276452,0.072704,0.046832,0.483432,0.369853,14,0.366461,58,0.276729,0.310073,0.293369,23.155723,UNASSIGNED_REQUIRES_DIRECT_VISUAL_REVIEW,directly_reviewed_complete,no weighted score and no automatic winner; low entropy alone is not vehicle evidence; response-centroid grid metrics are within-representation diagnostics because world uses a fixed trajectory canvas
S0MV-GM_RM017-PV004-SEG01,vehicle_thread,GM_RM017,GM_RM017:PV004,heldout_validation,heldout_validation,S0MV-GM_RM017-PV004-SEG01,smoothed_body,body,58,0.350000,frozen S1L Gaussian sigma 1.0 plus local-background normalization; fixed support level 0.35,1.000000,1.000000,0.017074,0.046494,0.026476,0.057855,0.761513,0.327613,0.057149,0.047002,0.482065,0.377263,14,0.428931,58,0.260294,0.310299,0.294035,22.786546,UNASSIGNED_REQUIRES_DIRECT_VISUAL_REVIEW,directly_reviewed_complete,no weighted score and no automatic winner; low entropy alone is not vehicle evidence; response-centroid grid metrics are within-representation diagnostics because world uses a fixed trajectory canvas
S0MV-GM_RM011-PV001-SEG01,vehicle_thread,GM_RM011,GM_RM011:PV001,development,cross_scene_diagnostic_only,S0MV-GM_RM011-PV001-SEG01,world,world,36,0.350000,frozen S1L Gaussian sigma 1.0 plus local-background normalization; fixed support level 0.35,0.726562,0.726562,0.017234,0.008968,0.008646,0.024568,0.937107,0.898891,0.038565,0.097377,0.393846,0.583037,3,0.643538,36,0.116396,0.243226,0.292854,22.364279,UNASSIGNED_REQUIRES_DIRECT_VISUAL_REVIEW,directly_reviewed_complete,no weighted score and no automatic winner; low entropy alone is not vehicle evidence; response-centroid grid metrics are within-representation diagnostics because world uses a fixed trajectory canvas
S0MV-GM_RM011-PV001-SEG01,vehicle_thread,GM_RM011,GM_RM011:PV001,development,cross_scene_diagnostic_only,S0MV-GM_RM011-PV001-SEG01,raw_crop,crop,36,0.350000,frozen S1L Gaussian sigma 1.0 plus local-background normalization; fixed support level 0.35,0.959485,0.855011,0.050999,0.032288,0.018109,0.055433,0.926055,0.880152,0.046436,0.140490,0.412115,0.704872,3,0.727414,36,0.152446,0.248032,0.310819,24.153086,UNASSIGNED_REQUIRES_DIRECT_VISUAL_REVIEW,directly_reviewed_complete,no weighted score and no automatic winner; low entropy alone is not vehicle evidence; response-centroid grid metrics are within-representation diagnostics because world uses a fixed trajectory canvas
S0MV-GM_RM011-PV001-SEG01,vehicle_thread,GM_RM011,GM_RM011:PV001,development,cross_scene_diagnostic_only,S0MV-GM_RM011-PV001-SEG01,smoothed_crop,crop,36,0.350000,frozen S1L Gaussian sigma 1.0 plus local-background normalization; fixed support level 0.35,0.960024,0.867523,0.047887,0.030251,0.016450,0.054134,0.943920,0.887799,0.043271,0.141301,0.412779,0.707967,3,0.717821,36,0.151777,0.247690,0.309512,23.784636,UNASSIGNED_REQUIRES_DIRECT_VISUAL_REVIEW,directly_reviewed_complete,no weighted score and no automatic winner; low entropy alone is not vehicle evidence; response-centroid grid metrics are within-representation diagnostics because world uses a fixed trajectory canvas
S0MV-GM_RM011-PV001-SEG01,vehicle_thread,GM_RM011,GM_RM011:PV001,development,cross_scene_diagnostic_only,S0MV-GM_RM011-PV001-SEG01,raw_body,body,36,0.350000,frozen S1L Gaussian sigma 1.0 plus local-background normalization; fixed support level 0.35,0.999002,0.983337,0.044937,0.033829,0.015470,0.035691,0.919225,0.816263,0.041978,0.103711,0.328468,0.618089,3,0.721208,36,0.118628,0.227976,0.275663,21.484075,UNASSIGNED_REQUIRES_DIRECT_VISUAL_REVIEW,directly_reviewed_complete,no weighted score and no automatic winner; low entropy alone is not vehicle evidence; response-centroid grid metrics are within-representation diagnostics because world uses a fixed trajectory canvas
S0MV-GM_RM011-PV001-SEG01,vehicle_thread,GM_RM011,GM_RM011:PV001,development,cross_scene_diagnostic_only,S0MV-GM_RM011-PV001-SEG01,smoothed_body,body,36,0.350000,frozen S1L Gaussian sigma 1.0 plus local-background normalization; fixed support level 0.35,0.999218,0.989990,0.038937,0.032980,0.016340,0.050327,0.937858,0.866530,0.038720,0.104475,0.337790,0.615355,3,0.738458,36,0.114354,0.227143,0.275920,21.618780,UNASSIGNED_REQUIRES_DIRECT_VISUAL_REVIEW,directly_reviewed_complete,no weighted score and no automatic winner; low entropy alone is not vehicle evidence; response-centroid grid metrics are within-representation diagnostics because world uses a fixed trajectory canvas
S1L-BG-0011-TRAJECTORY-ON-FIXED-WORLD,fixed_world_background_counterfactual,GM_RM017,GM_RM017:PV002,counterfactual,fixed_world_background_diagnostic,S1L-BG-0011,world,world,65,0.350000,frozen S1L Gaussian sigma 1.0 plus local-background normalization; fixed support level 0.35,1.000000,1.000000,0.033931,0.020135,0.021413,0.044004,0.732924,0.634599,0.042682,0.026333,0.676921,0.320036,122,0.328542,0,,,,,UNASSIGNED_REQUIRES_DIRECT_VISUAL_REVIEW,directly_reviewed_complete,no weighted score and no automatic winner; low entropy alone is not vehicle evidence; response-centroid grid metrics are within-representation diagnostics because world uses a fixed trajectory canvas
S1L-BG-0011-TRAJECTORY-ON-FIXED-WORLD,fixed_world_background_counterfactual,GM_RM017,GM_RM017:PV002,counterfactual,fixed_world_background_diagnostic,S1L-BG-0011,raw_crop,crop,65,0.350000,frozen S1L Gaussian sigma 1.0 plus local-background normalization; fixed support level 0.35,1.000000,1.000000,0.208756,0.058506,0.049090,0.119377,0.523904,0.198043,0.039024,0.009131,0.461023,0.249696,122,0.091006,0,,,,,UNASSIGNED_REQUIRES_DIRECT_VISUAL_REVIEW,directly_reviewed_complete,no weighted score and no automatic winner; low entropy alone is not vehicle evidence; response-centroid grid metrics are within-representation diagnostics because world uses a fixed trajectory canvas
S1L-BG-0011-TRAJECTORY-ON-FIXED-WORLD,fixed_world_background_counterfactual,GM_RM017,GM_RM017:PV002,counterfactual,fixed_world_background_diagnostic,S1L-BG-0011,smoothed_crop,crop,65,0.350000,frozen S1L Gaussian sigma 1.0 plus local-background normalization; fixed support level 0.35,1.000000,1.000000,0.191182,0.051879,0.035458,0.110670,0.631292,0.377642,0.036910,0.009227,0.443508,0.259220,122,0.093965,0,,,,,UNASSIGNED_REQUIRES_DIRECT_VISUAL_REVIEW,directly_reviewed_complete,no weighted score and no automatic winner; low entropy alone is not vehicle evidence; response-centroid grid metrics are within-representation diagnostics because world uses a fixed trajectory canvas
S1L-BG-0011-TRAJECTORY-ON-FIXED-WORLD,fixed_world_background_counterfactual,GM_RM017,GM_RM017:PV002,counterfactual,fixed_world_background_diagnostic,S1L-BG-0011,raw_body,body,65,0.350000,frozen S1L Gaussian sigma 1.0 plus local-background normalization; fixed support level 0.35,1.000000,1.000000,0.195516,0.034811,0.041825,0.118614,0.471363,0.128848,0.043014,0.012228,0.560710,0.294635,122,0.145074,0,,,,,UNASSIGNED_REQUIRES_DIRECT_VISUAL_REVIEW,directly_reviewed_complete,no weighted score and no automatic winner; low entropy alone is not vehicle evidence; response-centroid grid metrics are within-representation diagnostics because world uses a fixed trajectory canvas
S1L-BG-0011-TRAJECTORY-ON-FIXED-WORLD,fixed_world_background_counterfactual,GM_RM017,GM_RM017:PV002,counterfactual,fixed_world_background_diagnostic,S1L-BG-0011,smoothed_body,body,65,0.350000,frozen S1L Gaussian sigma 1.0 plus local-background normalization; fixed support level 0.35,1.000000,1.000000,0.199457,0.037116,0.029071,0.089817,0.647541,0.373207,0.036939,0.012408,0.546513,0.340254,122,0.229126,0,,,,,UNASSIGNED_REQUIRES_DIRECT_VISUAL_REVIEW,directly_reviewed_complete,no weighted score and no automatic winner; low entropy alone is not vehicle evidence; response-centroid grid metrics are within-representation diagnostics because world uses a fixed trajectory canvas
