scene,edge_id,source_atomic_tracklet_id,target_atomic_tracklet_id,frame_gap,motion_extrapolation_residual,color_distance,appearance_cosine_distance,shape_scale_inconsistency,gap_penalty_component,boundary_support,competition_observation_count,detector_source_change,shared_tracker_support,missing_feature_count,turnover_reset_penalty,total_integer_cost,selected_by_solver,decision_reason,hard_feasibility
GM_RM011,GM_RM011:E000052,GM_RM011:AT0037,GM_RM011:AT0069,8,1.363005,0.111419,0.304805,3.0,0.190476,1.0,15,false,[],0,0,177,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000053,GM_RM011:AT0037,GM_RM011:AT0004,8,1.094084,0.107552,0.272828,2.872836,0.190476,1.0,7,true,[],0,240,405,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000054,GM_RM011:AT0037,GM_RM011:AT0039,9,1.154292,0.108732,0.27041,3.0,0.214286,1.0,10,false,[],0,240,404,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000055,GM_RM011:AT0037,GM_RM011:AT0034,12,1.41562,0.134361,0.271782,3.0,0.285714,1.0,15,false,[],0,0,184,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000056,GM_RM011:AT0037,GM_RM011:AT0070,13,1.509582,0.160906,0.300304,3.0,0.309524,1.0,16,false,[],0,240,434,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000057,GM_RM011:AT0037,GM_RM011:AT0005,13,1.524208,0.194918,0.201639,2.975956,0.309524,1.0,16,true,[],0,240,437,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000058,GM_RM011:AT0037,GM_RM011:AT0071,14,4.0,0.167497,0.207191,0.737894,0.333333,1.0,43,true,[],0,240,468,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000059,GM_RM011:AT0037,GM_RM011:AT0072,14,4.0,0.167497,0.207191,0.723843,0.333333,1.0,43,false,[],0,240,460,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000060,GM_RM011:AT0037,GM_RM011:AT0035,14,1.538736,0.197811,0.201647,2.972432,0.333333,1.0,18,false,[],0,240,431,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000061,GM_RM011:AT0037,GM_RM011:AT0007,15,3.755688,0.033046,0.212068,0.850613,0.357143,1.0,45,true,[],0,240,465,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000062,GM_RM011:AT0037,GM_RM011:AT0040,15,3.735227,0.028792,0.2079,0.860211,0.357143,1.0,45,false,[],0,240,456,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000063,GM_RM011:AT0037,GM_RM011:AT0043,24,3.168533,0.09101,0.288036,2.089475,0.571429,1.0,41,false,[],0,240,504,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000064,GM_RM011:AT0037,GM_RM011:AT0006,26,4.0,0.070046,0.160054,1.556413,0.619048,1.0,19,true,[],0,240,493,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000065,GM_RM011:AT0037,GM_RM011:AT0036,26,4.0,0.070046,0.160054,1.545859,0.619048,1.0,19,false,[],0,240,485,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000066,GM_RM011:AT0037,GM_RM011:AT0041,26,3.165433,0.149133,0.210172,2.408268,0.619048,1.0,39,false,[],0,240,512,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000067,GM_RM011:AT0037,GM_RM011:AT0008,26,3.131893,0.104588,0.222734,2.43008,0.619048,1.0,39,true,[],0,240,519,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000068,GM_RM011:AT0037,GM_RM011:AT0073,32,4.0,0.131914,0.259254,1.436291,0.761905,1.0,48,true,[],0,240,508,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000069,GM_RM011:AT0037,GM_RM011:AT0074,33,4.0,0.097949,0.256191,0.444381,0.785714,1.0,53,false,[],0,240,477,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000070,GM_RM011:AT0037,GM_RM011:AT0009,34,4.0,0.16823,0.273124,0.511814,0.809524,1.0,55,true,[],0,240,494,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000071,GM_RM011:AT0037,GM_RM011:AT0044,35,4.0,0.0906,0.377026,0.610124,0.833333,1.0,57,false,[],0,240,492,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000072,GM_RM011:AT0033,GM_RM011:AT0039,0,0.019107,0.090912,0.074267,0.044908,0.0,1.0,4,false,"[""YOLO11l:botsort:bs_0015"",""YOLO11l:bytetrack:bt_0015"",""YOLO26l:bytetrack:bt_0001""]",0,0,0,true,selected_by_lexicographic_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000073,GM_RM011:AT0033,GM_RM011:AT0034,3,0.250298,0.086925,0.151849,0.194934,0.071429,1.0,9,false,"[""YOLO26l:botsort:bs_0001""]",0,0,0,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000074,GM_RM011:AT0033,GM_RM011:AT0070,4,0.285554,0.063921,0.184538,0.192578,0.095238,1.0,11,false,"[""YOLO11l:botsort:bs_0015"",""YOLO11l:bytetrack:bt_0015"",""YOLO26l:bytetrack:bt_0001""]",0,0,0,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000075,GM_RM011:AT0033,GM_RM011:AT0005,4,0.272739,0.061948,0.12263,0.208245,0.095238,1.0,11,true,"[""YOLO11l:botsort:bs_0015"",""YOLO11l:bytetrack:bt_0015"",""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",0,240,240,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000076,GM_RM011:AT0033,GM_RM011:AT0071,5,1.440677,0.325235,0.25867,2.807229,0.119048,1.0,1,true,[],0,0,190,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000077,GM_RM011:AT0033,GM_RM011:AT0072,5,1.442479,0.325235,0.25867,2.795385,0.119048,1.0,1,false,[],0,0,182,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000078,GM_RM011:AT0033,GM_RM011:AT0035,5,0.355039,0.062804,0.126873,0.09875,0.119048,1.0,13,false,"[""YOLO11l:botsort:bs_0015"",""YOLO11l:bytetrack:bt_0015"",""YOLO26l:botsort:bs_0001"",""YOLO26l:bytetrack:bt_0001""]",0,240,240,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000079,GM_RM011:AT0033,GM_RM011:AT0007,6,1.461696,0.183216,0.181327,2.629579,0.142857,1.0,1,true,[],0,0,175,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000080,GM_RM011:AT0033,GM_RM011:AT0040,6,1.45542,0.180392,0.180025,2.618956,0.142857,1.0,1,false,[],0,0,166,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000081,GM_RM011:AT0033,GM_RM011:AT0043,15,1.81132,0.219988,0.231548,0.9783,0.357143,1.0,1,false,[],0,0,166,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000082,GM_RM011:AT0033,GM_RM011:AT0006,17,1.299146,0.133648,0.209363,1.511362,0.404762,1.0,37,true,"[""YOLO11l:botsort:bs_0015"",""YOLO11l:bytetrack:bt_0015"",""YOLO26l:botsort:bs_0001""]",0,240,314,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000083,GM_RM011:AT0033,GM_RM011:AT0036,17,1.299392,0.133648,0.209363,1.521916,0.404762,1.0,37,false,"[""YOLO11l:botsort:bs_0015"",""YOLO11l:bytetrack:bt_0015"",""YOLO26l:botsort:bs_0001""]",0,240,306,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000084,GM_RM011:AT0033,GM_RM011:AT0041,17,1.873802,0.028854,0.091188,0.659507,0.404762,1.0,4,false,[],0,0,144,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000085,GM_RM011:AT0033,GM_RM011:AT0008,17,1.861466,0.076584,0.102042,0.637695,0.404762,1.0,4,true,[],0,240,395,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000086,GM_RM011:AT0033,GM_RM011:AT0073,23,3.835066,0.251648,0.35611,3.0,0.547619,1.0,29,true,[],0,0,305,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000087,GM_RM011:AT0033,GM_RM011:AT0074,24,3.706902,0.200207,0.309245,3.0,0.571429,1.0,31,false,[],0,0,292,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000088,GM_RM011:AT0033,GM_RM011:AT0009,25,3.594217,0.050336,0.2045,2.953256,0.595238,1.0,31,true,[],0,0,285,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000089,GM_RM011:AT0033,GM_RM011:AT0044,26,3.518738,0.104505,0.329544,2.658089,0.619048,1.0,32,false,[],0,0,283,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000090,GM_RM011:AT0033,GM_RM011:AT0075,37,3.382465,0.103006,,0.545999,0.880952,1.0,30,true,[],1,0,254,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000091,GM_RM011:AT0033,GM_RM011:AT0077,40,2.833639,0.099262,0.146582,0.057221,0.952381,1.0,56,false,[],0,0,223,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000092,GM_RM011:AT0033,GM_RM011:AT0042,41,3.127709,0.139592,0.16106,0.768014,0.97619,1.0,64,false,[],0,0,253,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000093,GM_RM011:AT0063,GM_RM011:AT0067,3,0.840606,0.047251,0.399889,3.0,0.071429,1.0,0,false,[],0,0,145,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000094,GM_RM011:AT0063,GM_RM011:AT0038,4,0.791007,0.055923,0.445615,3.0,0.095238,1.0,1,false,[],0,0,147,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000095,GM_RM011:AT0063,GM_RM011:AT0069,7,1.167881,0.098559,0.401196,3.0,0.166667,1.0,14,false,[],0,0,171,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000096,GM_RM011:AT0063,GM_RM011:AT0004,7,0.704092,0.092064,0.38329,3.0,0.166667,1.0,4,true,[],0,240,392,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000097,GM_RM011:AT0063,GM_RM011:AT0039,8,0.743379,0.095741,0.378262,3.0,0.190476,1.0,7,false,[],0,240,387,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000098,GM_RM011:AT0063,GM_RM011:AT0034,11,0.805756,0.109428,0.386024,3.0,0.261905,1.0,10,false,[],0,0,156,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000099,GM_RM011:AT0063,GM_RM011:AT0070,12,0.768889,0.109444,0.422261,3.0,0.285714,1.0,13,false,[],0,240,398,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000100,GM_RM011:AT0063,GM_RM011:AT0005,12,0.756188,0.127128,0.316391,3.0,0.285714,1.0,12,true,[],0,240,398,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000101,GM_RM011:AT0063,GM_RM011:AT0071,13,3.776613,0.257912,0.338371,1.2911,0.309524,1.0,41,true,[],0,240,493,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000102,GM_RM011:AT0063,GM_RM011:AT0072,13,3.792461,0.257912,0.338371,1.27705,0.309524,1.0,41,false,[],0,240,485,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000103,GM_RM011:AT0063,GM_RM011:AT0035,13,0.746924,0.128987,0.314451,3.0,0.309524,1.0,15,false,[],0,240,391,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000104,GM_RM011:AT0063,GM_RM011:AT0007,14,3.373612,0.137289,0.404888,1.40382,0.333333,1.0,43,true,[],0,240,495,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000105,GM_RM011:AT0063,GM_RM011:AT0040,14,3.346307,0.132674,0.40079,1.413418,0.333333,1.0,43,false,[],0,240,487,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000106,GM_RM011:AT0063,GM_RM011:AT0043,23,2.094873,0.18939,0.471269,2.505866,0.547619,1.0,39,false,[],0,240,481,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000107,GM_RM011:AT0063,GM_RM011:AT0006,25,0.925649,0.112952,0.272443,1.972804,0.595238,1.0,15,true,[],0,240,397,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000108,GM_RM011:AT0063,GM_RM011:AT0036,25,0.925366,0.112952,0.272443,1.96225,0.595238,1.0,15,false,[],0,240,389,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
GM_RM011,GM_RM011:E000109,GM_RM011:AT0063,GM_RM011:AT0041,25,1.905443,0.073288,0.363437,2.824659,0.595238,1.0,37,false,[],0,240,466,false,not_selected_by_global_solver,passed_time_order_and_conservative_motion_bound
