atlas_version,window_id,case_id,scene,canonical_vehicle_id,sar_frame,coordinate_system,source_role,review_status,label,component_id,geometry_type,points,area_px2,confidence,notes
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_CANONICAL_GM_RM017_PV002_330_350,PV002_330_350,GM_RM017,GM_RM017:PV002,339,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,MIXED_STRUCTURE,0,free_polygon,"1101.398,987.798;1143.398,993.798;1149.398,1105.798;1115.398,1115.798",4580.000,0.25,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_CANONICAL_GM_RM017_PV002_330_350,PV002_330_350,GM_RM017,GM_RM017:PV002,339,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,MIXED_STRUCTURE,1,free_polygon,"1223.398,1025.798;1281.398,1023.798;1289.398,1083.798;1227.398,1075.798",3282.000,0.25,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_CANONICAL_GM_RM017_PV002_330_350,PV002_330_350,GM_RM017,GM_RM017:PV002,339,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,UNRESOLVED,0,free_polygon,"1233.398,1013.798;1299.398,1010.798;1305.398,1103.798;1237.398,1087.798",5562.000,0.2,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_CANONICAL_GM_RM017_PV002_330_350,PV002_330_350,GM_RM017,GM_RM017:PV002,344,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,DEFINITE_TARGET_RESPONSE,0,free_polygon,"986.293,1042.731;1042.293,1047.731;1100.293,1056.731;1168.293,1058.731;1232.293,1053.731;1290.293,1041.731;1304.293,1057.731;1248.293,1073.731;1172.293,1081.731;1086.293,1077.731;988.293,1062.731",6882.000,0.9,"broadest response in PV002; target-like lower band and fan/background arc overlap, so right side remains unresolved."
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_CANONICAL_GM_RM017_PV002_330_350,PV002_330_350,GM_RM017,GM_RM017:PV002,344,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,PROBABLE_TARGET_RESPONSE,0,free_polygon,"980.293,961.731;1022.293,951.731;1068.293,967.731;1062.293,987.731;1008.293,985.731",2084.000,0.45,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_CANONICAL_GM_RM017_PV002_330_350,PV002_330_350,GM_RM017,GM_RM017:PV002,344,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,MIXED_STRUCTURE,0,free_polygon,"1122.293,987.731;1166.293,991.731;1174.293,1121.731;1136.293,1127.731",5546.000,0.25,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_CANONICAL_GM_RM017_PV002_330_350,PV002_330_350,GM_RM017,GM_RM017:PV002,344,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,MIXED_STRUCTURE,1,free_polygon,"1236.293,1025.731;1312.293,1027.731;1326.293,1091.731;1244.293,1085.731",4854.000,0.25,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_CANONICAL_GM_RM017_PV002_330_350,PV002_330_350,GM_RM017,GM_RM017:PV002,344,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,UNRESOLVED,0,free_polygon,"1248.293,1009.731;1336.293,1005.731;1346.293,1101.731;1256.293,1093.731",7992.000,0.2,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_CANONICAL_GM_RM017_PV002_330_350,PV002_330_350,GM_RM017,GM_RM017:PV002,350,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,DEFINITE_TARGET_RESPONSE,0,free_polygon,"1033.320,1046.422;1095.320,1051.422;1153.320,1059.422;1225.320,1058.422;1289.320,1050.422;1311.320,1038.422;1325.320,1054.422;1269.320,1072.422;1197.320,1078.422;1125.320,1074.422;1035.320,1062.422",5151.000,0.9,late PV002 response remains lower and shorter; central vertical streak and right clutter are controls rather than positives.
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_CANONICAL_GM_RM017_PV002_330_350,PV002_330_350,GM_RM017,GM_RM017:PV002,350,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,PROBABLE_TARGET_RESPONSE,0,free_polygon,"1021.320,960.422;1065.320,952.422;1101.320,966.422;1095.320,984.422;1047.320,980.422",1618.000,0.45,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_CANONICAL_GM_RM017_PV002_330_350,PV002_330_350,GM_RM017,GM_RM017:PV002,350,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,MIXED_STRUCTURE,0,free_polygon,"1153.320,984.422;1201.320,986.422;1209.320,1122.422;1169.320,1128.422",6184.000,0.25,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_CANONICAL_GM_RM017_PV002_330_350,PV002_330_350,GM_RM017,GM_RM017:PV002,350,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,MIXED_STRUCTURE,1,free_polygon,"1269.320,1014.422;1355.320,1018.422;1371.320,1082.422;1277.320,1082.422",5916.000,0.25,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_CANONICAL_GM_RM017_PV002_330_350,PV002_330_350,GM_RM017,GM_RM017:PV002,350,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,UNRESOLVED,0,free_polygon,"1277.320,998.422;1375.320,994.422;1387.320,1092.422;1287.320,1088.422",9306.000,0.2,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,360,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,DEFINITE_TARGET_RESPONSE,0,free_polygon,"963.560,965.827;1019.560,963.827;1073.560,957.827;1133.560,957.827;1179.560,970.827;1169.560,983.827;1103.560,977.827;1033.560,980.827;963.560,974.827",3765.000,0.9,short sloped main response with a separate right-lower hot region; right-lower hot region is unresolved/background-adjacent.
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,360,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,PROBABLE_TARGET_RESPONSE,0,free_polygon,"933.560,891.827;976.560,886.827;1013.560,899.827;1009.560,915.827;961.560,911.827",1452.000,0.45,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,360,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,MIXED_STRUCTURE,0,free_polygon,"1127.560,939.827;1159.560,941.827;1165.560,1027.827;1135.560,1039.827",2918.000,0.25,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,360,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,UNRESOLVED,0,free_polygon,"1185.560,989.827;1269.560,993.827;1275.560,1063.827;1191.560,1053.827",5586.000,0.2,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,364,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,DEFINITE_TARGET_RESPONSE,0,free_polygon,"984.883,969.254;1038.883,967.254;1092.883,963.254;1154.883,962.254;1224.883,969.254;1238.883,983.254;1176.883,987.254;1100.883,983.254;986.883,977.254",4290.000,0.9,main response grows and approaches fan arc; central vertical artifact begins to cross the target-like band.
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,364,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,PROBABLE_TARGET_RESPONSE,0,free_polygon,"962.883,893.254;1008.883,889.254;1050.883,902.254;1046.883,918.254;990.883,914.254",1637.000,0.45,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,364,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,MIXED_STRUCTURE,0,free_polygon,"1122.883,929.254;1160.883,933.254;1166.883,1049.254;1134.883,1057.254",4288.000,0.25,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,364,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,UNRESOLVED,0,free_polygon,"1218.883,983.254;1306.883,985.254;1316.883,1067.254;1228.883,1059.254",6902.000,0.2,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,372,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,DEFINITE_TARGET_RESPONSE,0,free_polygon,"1021.105,981.444;1079.105,984.444;1139.105,991.444;1203.105,990.444;1271.105,983.444;1331.105,973.444;1341.105,989.444;1283.105,1003.444;1209.105,1011.444;1125.105,1009.444;1023.105,997.444",6211.000,0.9,strongest PV003 state; wide lower band is crossed by a vertical line and contaminated by right-lower clutter.
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,372,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,PROBABLE_TARGET_RESPONSE,0,free_polygon,"1013.105,891.444;1053.105,883.444;1093.105,897.444;1089.105,916.444;1039.105,913.444",1723.000,0.45,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,372,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,MIXED_STRUCTURE,0,free_polygon,"1133.105,921.444;1171.105,921.444;1177.105,1061.444;1145.105,1067.444",5032.000,0.25,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,372,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,MIXED_STRUCTURE,1,free_polygon,"1263.105,963.444;1343.105,965.444;1357.105,1037.444;1271.105,1027.444",5578.000,0.25,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,372,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,UNRESOLVED,0,free_polygon,"1273.105,959.444;1365.105,959.444;1377.105,1057.444;1283.105,1045.444",8490.000,0.2,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,378,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,DEFINITE_TARGET_RESPONSE,0,free_polygon,"1073.374,987.429;1135.374,991.429;1195.374,996.429;1261.374,993.429;1321.374,983.429;1337.374,997.429;1283.374,1011.429;1213.374,1017.429;1137.374,1013.429;1075.374,1001.429",5073.000,0.9,"response shortens and shifts right; upper component weakens, background controls remain bright."
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,378,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,PROBABLE_TARGET_RESPONSE,0,free_polygon,"1050.374,901.429;1093.374,895.429;1129.374,907.429;1125.374,923.429;1075.374,921.429",1485.000,0.45,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,378,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,MIXED_STRUCTURE,0,free_polygon,"1139.374,933.429;1175.374,935.429;1179.374,1057.429;1147.374,1063.429",4296.000,0.25,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,378,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,MIXED_STRUCTURE,1,free_polygon,"1291.374,961.429;1369.374,965.429;1385.374,1039.429;1299.374,1029.429",5738.000,0.25,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,378,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,UNRESOLVED,0,free_polygon,"1299.374,957.429;1393.374,959.429;1405.374,1055.429;1307.374,1043.429",8666.000,0.2,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,384,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,DEFINITE_TARGET_RESPONSE,0,free_polygon,"1137.552,983.773;1193.552,988.773;1251.552,991.773;1313.552,984.773;1335.552,995.773;1285.552,1009.773;1215.552,1011.773;1139.552,997.773",3511.000,0.9,late weak state: only a short lower segment remains reliable; proxy crop has drifted away from this response.
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,384,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,PROBABLE_TARGET_RESPONSE,0,free_polygon,"1089.552,899.773;1129.552,893.773;1165.552,905.773;1157.552,921.773;1111.552,917.773",1350.000,0.45,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,384,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,MIXED_STRUCTURE,0,free_polygon,"1153.552,933.773;1187.552,933.773;1191.552,1045.773;1161.552,1051.773",3698.000,0.25,free geometry; present only where visually observed
OTY2-RSA0-response-atlas-v1-free-geometry,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,384,sar_display_px,direct_codex_visual_review_free_geometry,directly_reviewed_by_codex_r1,UNRESOLVED,0,free_polygon,"1329.552,955.773;1429.552,959.773;1441.552,1053.773;1337.552,1041.773",9100.000,0.2,free geometry; present only where visually observed
