atlas_version,window_id,case_id,scene,canonical_vehicle_id,sar_frame,coordinate_system,source_role,review_status,label,geometry_type,points,length_px,confidence,notes
OTY2-RSA0-response-atlas-v0-manual-review-seeded,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,360,sar_display_px,manual_direct_visual_review_seeded,directly_reviewed_by_codex,MAIN_RESPONSE_SKELETON,polyline,"986.560,949.827;1026.560,949.827;1066.560,949.827;1116.560,949.827;1171.560,949.827",185.000,1.0,main near-horizontal response relation; not a vehicle centre
OTY2-RSA0-response-atlas-v0-manual-review-seeded,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,360,sar_display_px,manual_direct_visual_review_seeded,directly_reviewed_by_codex,HIGH_CONFIDENCE_RESPONSE_SEED,sparse_scribble,"1026.560,949.827;1066.560,949.827;1116.560,949.827",90.000,1.0,minimal central seed inside definite response
OTY2-RSA0-response-atlas-v0-manual-review-seeded,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,364,sar_display_px,manual_direct_visual_review_seeded,directly_reviewed_by_codex,MAIN_RESPONSE_SKELETON,polyline,"1017.883,955.254;1057.883,955.254;1097.883,955.254;1147.883,955.254;1202.883,955.254",185.000,1.0,main near-horizontal response relation; not a vehicle centre
OTY2-RSA0-response-atlas-v0-manual-review-seeded,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,364,sar_display_px,manual_direct_visual_review_seeded,directly_reviewed_by_codex,HIGH_CONFIDENCE_RESPONSE_SEED,sparse_scribble,"1057.883,955.254;1097.883,955.254;1147.883,955.254",90.000,1.0,minimal central seed inside definite response
OTY2-RSA0-response-atlas-v0-manual-review-seeded,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,372,sar_display_px,manual_direct_visual_review_seeded,directly_reviewed_by_codex,MAIN_RESPONSE_SKELETON,polyline,"1072.105,966.444;1112.105,966.444;1152.105,966.444;1202.105,966.444;1257.105,966.444",185.000,1.0,main near-horizontal response relation; not a vehicle centre
OTY2-RSA0-response-atlas-v0-manual-review-seeded,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,372,sar_display_px,manual_direct_visual_review_seeded,directly_reviewed_by_codex,HIGH_CONFIDENCE_RESPONSE_SEED,sparse_scribble,"1112.105,966.444;1152.105,966.444;1202.105,966.444",90.000,1.0,minimal central seed inside definite response
OTY2-RSA0-response-atlas-v0-manual-review-seeded,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,378,sar_display_px,manual_direct_visual_review_seeded,directly_reviewed_by_codex,MAIN_RESPONSE_SKELETON,polyline,"1100.374,967.429;1140.374,967.429;1180.374,967.429;1230.374,967.429;1285.374,967.429",185.000,1.0,main near-horizontal response relation; not a vehicle centre
OTY2-RSA0-response-atlas-v0-manual-review-seeded,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,378,sar_display_px,manual_direct_visual_review_seeded,directly_reviewed_by_codex,HIGH_CONFIDENCE_RESPONSE_SEED,sparse_scribble,"1140.374,967.429;1180.374,967.429;1230.374,967.429",90.000,1.0,minimal central seed inside definite response
OTY2-RSA0-response-atlas-v0-manual-review-seeded,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,384,sar_display_px,manual_direct_visual_review_seeded,directly_reviewed_by_codex,MAIN_RESPONSE_SKELETON,polyline,"1136.552,959.773;1176.552,959.773;1216.552,959.773;1266.552,959.773;1321.552,959.773",185.000,1.0,main near-horizontal response relation; not a vehicle centre
OTY2-RSA0-response-atlas-v0-manual-review-seeded,RSA0_SECONDARY_GM_RM017_PV003_360_384,PV003_360_384,GM_RM017,GM_RM017:PV003,384,sar_display_px,manual_direct_visual_review_seeded,directly_reviewed_by_codex,HIGH_CONFIDENCE_RESPONSE_SEED,sparse_scribble,"1176.552,959.773;1216.552,959.773;1266.552,959.773",90.000,1.0,minimal central seed inside definite response
