scene,review_id,global_vehicle_id,frame_start,frame_end,review_type,involved_tracklets,solver_decision,evidence_summary,risk_reason,temporary_visual_path,review_status,notes
GM_RM019,GM_RM019:R0019,GM_RM019:GV003,81,83,tracker_id_merge,"[""GM_RM019:AT0033"",""GM_RM019:AT0035""]",GM_RM019:E010882,"{""edge_id"":""GM_RM019:E010882"",""gap"":1,""motion"":0.6897,""appearance"":0.0254,""color"":0.0585,""shape"":1.0338,""boundary_support"":0.0,""shared_trackers"":[],""total_cost"":68}",cost=68;gap=1,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM019/events/GM_RM019_R0019_tracker_id_merge.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM019,GM_RM019:R0018,GM_RM019:GV003,81,83,gap_recovery,"[""GM_RM019:AT0033"",""GM_RM019:AT0035""]",GM_RM019:E010882,"{""edge_id"":""GM_RM019:E010882"",""gap"":1,""motion"":0.6897,""appearance"":0.0254,""color"":0.0585,""shape"":1.0338,""boundary_support"":0.0,""shared_trackers"":[],""total_cost"":68}",cost=68;gap=1,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM019/events/GM_RM019_R0018_gap_recovery.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM019,GM_RM019:R0008,GM_RM019:GV004,51,141,full_thread,"[""GM_RM019:AT0006"",""GM_RM019:AT0007"",""GM_RM019:AT0008"",""GM_RM019:AT0009"",""GM_RM019:AT0016"",""GM_RM019:AT0019""]",selected_global_vehicle_thread,complete thread overview,long_gap_recovery,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM019/GM_RM019_GV004/thread_contact_sheet.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM019,GM_RM019:R0012,GM_RM019:GV004,56,60,gap_recovery,"[""GM_RM019:AT0006"",""GM_RM019:AT0007""]",GM_RM019:E009007,"{""edge_id"":""GM_RM019:E009007"",""gap"":3,""motion"":0.127,""appearance"":0.0828,""color"":0.0934,""shape"":0.7175,""boundary_support"":0.0,""shared_trackers"":[""YOLO11l:botsort:bs_0032"",""YOLO11l:bytetrack:bt_0039""],""total_cost"":0}",cost=0;gap=3,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM019/events/GM_RM019_R0012_gap_recovery.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM019,GM_RM019:R0014,GM_RM019:GV004,66,72,gap_recovery,"[""GM_RM019:AT0007"",""GM_RM019:AT0008""]",GM_RM019:E010757,"{""edge_id"":""GM_RM019:E010757"",""gap"":5,""motion"":0.2181,""appearance"":null,""color"":0.0284,""shape"":0.2947,""boundary_support"":0.0,""shared_trackers"":[""YOLO11l:botsort:bs_0032"",""YOLO11l:bytetrack:bt_0039""],""total_cost"":0}",cost=0;gap=5,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM019/events/GM_RM019_R0014_gap_recovery.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM019,GM_RM019:R0016,GM_RM019:GV004,72,76,gap_recovery,"[""GM_RM019:AT0008"",""GM_RM019:AT0009""]",GM_RM019:E011671,"{""edge_id"":""GM_RM019:E011671"",""gap"":3,""motion"":0.7656,""appearance"":null,""color"":0.0311,""shape"":0.107,""boundary_support"":0.0,""shared_trackers"":[""YOLO11l:botsort:bs_0032"",""YOLO11l:bytetrack:bt_0039""],""total_cost"":0}",cost=0;gap=3,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM019/events/GM_RM019_R0016_gap_recovery.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM019,GM_RM019:R0021,GM_RM019:GV004,82,86,tracker_id_merge,"[""GM_RM019:AT0009"",""GM_RM019:AT0016""]",GM_RM019:E012142,"{""edge_id"":""GM_RM019:E012142"",""gap"":3,""motion"":1.2144,""appearance"":0.1984,""color"":0.2841,""shape"":1.0495,""boundary_support"":0.0,""shared_trackers"":[],""total_cost"":125}",cost=125;gap=3,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM019/events/GM_RM019_R0021_tracker_id_merge.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM019,GM_RM019:R0020,GM_RM019:GV004,82,86,gap_recovery,"[""GM_RM019:AT0009"",""GM_RM019:AT0016""]",GM_RM019:E012142,"{""edge_id"":""GM_RM019:E012142"",""gap"":3,""motion"":1.2144,""appearance"":0.1984,""color"":0.2841,""shape"":1.0495,""boundary_support"":0.0,""shared_trackers"":[],""total_cost"":125}",cost=125;gap=3,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM019/events/GM_RM019_R0020_gap_recovery.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM019,GM_RM019:R0024,GM_RM019:GV004,92,125,tracker_id_merge,"[""GM_RM019:AT0016"",""GM_RM019:AT0019""]",GM_RM019:E013798,"{""edge_id"":""GM_RM019:E013798"",""gap"":32,""motion"":0.2118,""appearance"":0.6563,""color"":0.2063,""shape"":3.0,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":174}",cost=174;gap=32,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM019/events/GM_RM019_R0024_tracker_id_merge.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM019,GM_RM019:R0023,GM_RM019:GV004,92,125,gap_recovery,"[""GM_RM019:AT0016"",""GM_RM019:AT0019""]",GM_RM019:E013798,"{""edge_id"":""GM_RM019:E013798"",""gap"":32,""motion"":0.2118,""appearance"":0.6563,""color"":0.2063,""shape"":3.0,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":174}",cost=174;gap=32,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM019/events/GM_RM019_R0023_gap_recovery.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM019,GM_RM019:R0025,GM_RM019:GV005,98,183,full_thread,"[""GM_RM019:AT0018"",""GM_RM019:AT0177"",""GM_RM019:AT0020"",""GM_RM019:AT0038"",""GM_RM019:AT0040""]",selected_global_vehicle_thread,complete thread overview,long_gap_recovery,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM019/GM_RM019_GV005/thread_contact_sheet.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM019,GM_RM019:R0026,GM_RM019:GV005,122,124,gap_recovery,"[""GM_RM019:AT0177"",""GM_RM019:AT0020""]",GM_RM019:E014476,"{""edge_id"":""GM_RM019:E014476"",""gap"":1,""motion"":0.083,""appearance"":0.0361,""color"":0.0155,""shape"":0.1065,""boundary_support"":0.0,""shared_trackers"":[""YOLO26l:botsort:bs_0065"",""YOLO26l:bytetrack:bt_0068""],""total_cost"":0}",cost=0;gap=1,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM019/events/GM_RM019_R0026_gap_recovery.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM019,GM_RM019:R0030,GM_RM019:GV005,127,137,tracker_id_merge,"[""GM_RM019:AT0020"",""GM_RM019:AT0038""]",GM_RM019:E014522,"{""edge_id"":""GM_RM019:E014522"",""gap"":9,""motion"":0.29,""appearance"":0.3949,""color"":0.0898,""shape"":2.4672,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":120}",cost=120;gap=9,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM019/events/GM_RM019_R0030_tracker_id_merge.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM019,GM_RM019:R0029,GM_RM019:GV005,127,137,gap_recovery,"[""GM_RM019:AT0020"",""GM_RM019:AT0038""]",GM_RM019:E014522,"{""edge_id"":""GM_RM019:E014522"",""gap"":9,""motion"":0.29,""appearance"":0.3949,""color"":0.0898,""shape"":2.4672,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":120}",cost=120;gap=9,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM019/events/GM_RM019_R0029_gap_recovery.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM019,GM_RM019:R0028,GM_RM019:GV005,127,137,detector_source_switch,"[""GM_RM019:AT0020"",""GM_RM019:AT0038""]",GM_RM019:E014522,"{""edge_id"":""GM_RM019:E014522"",""gap"":9,""motion"":0.29,""appearance"":0.3949,""color"":0.0898,""shape"":2.4672,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":120}",cost=120;gap=9,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM019/events/GM_RM019_R0028_detector_source_switch.jpg,auto_review_required,P1-C temporary visual; not committed
GM_RM019,GM_RM019:R0032,GM_RM019:GV005,143,169,tracker_id_merge,"[""GM_RM019:AT0038"",""GM_RM019:AT0040""]",GM_RM019:E014660,"{""edge_id"":""GM_RM019:E014660"",""gap"":25,""motion"":1.2884,""appearance"":0.3037,""color"":0.0547,""shape"":3.0,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":191}",cost=191;gap=25,outputs/oty2_p1b_optical_global_identity_20260713/GM_RM019/events/GM_RM019_R0032_tracker_id_merge.jpg,auto_review_required,P1-C temporary visual; not committed
