scene,review_id,global_vehicle_id,frame_start,frame_end,review_type,involved_tracklets,solver_decision,evidence_summary,risk_reason,temporary_visual_path,review_status,notes
GM_RM011,GM_RM011:R0040,GM_RM011:GV010,188,191,full_thread,"[""GM_RM011:AT0021""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/GM_RM011_GV010/thread_contact_sheet.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM011,GM_RM011:R0041,GM_RM011:GV011,211,245,full_thread,"[""GM_RM011:AT0052"",""GM_RM011:AT0053""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/GM_RM011_GV011/thread_contact_sheet.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM011,GM_RM011:R0051,GM_RM011:GV011,239,242,gap_recovery,"[""GM_RM011:AT0052"",""GM_RM011:AT0053""]",GM_RM011:E001110,"{""edge_id"":""GM_RM011:E001110"",""gap"":2,""motion"":0.0336,""appearance"":0.2036,""color"":0.0843,""shape"":0.7433,""boundary_support"":1.0,""shared_trackers"":[""YOLO11l:botsort:bs_0038"",""YOLO11l:bytetrack:bt_0044"",""YOLO26l:botsort:bs_0041"",""YOLO26l:bytetrack:bt_0054""],""total_cost"":0}",cost=0;gap=2,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/events/GM_RM011_R0051_gap_recovery.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM011,GM_RM011:R0053,GM_RM011:GV012,243,266,full_thread,"[""GM_RM011:AT0054"",""GM_RM011:AT0057"",""GM_RM011:AT0055""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/GM_RM011_GV012/thread_contact_sheet.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM011,GM_RM011:R0060,GM_RM011:GV013,262,292,full_thread,"[""GM_RM011:AT0059"",""GM_RM011:AT0127"",""GM_RM011:AT0060"",""GM_RM011:AT0058""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/GM_RM011_GV013/thread_contact_sheet.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM011,GM_RM011:R0061,GM_RM011:GV013,266,269,gap_recovery,"[""GM_RM011:AT0059"",""GM_RM011:AT0127""]",GM_RM011:E001738,"{""edge_id"":""GM_RM011:E001738"",""gap"":2,""motion"":0.0141,""appearance"":0.1832,""color"":0.1957,""shape"":0.5246,""boundary_support"":1.0,""shared_trackers"":[""YOLO11l:botsort:bs_0061"",""YOLO11l:bytetrack:bt_0074""],""total_cost"":0}",cost=0;gap=2,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/events/GM_RM011_R0061_gap_recovery.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM011,GM_RM011:R0068,GM_RM011:GV014,284,315,full_thread,"[""GM_RM011:AT0062""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/GM_RM011_GV014/thread_contact_sheet.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM017,GM_RM017:R0001,GM_RM017:GV001,118,164,full_thread,"[""GM_RM017:AT0005""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM017/GM_RM017_GV001/thread_contact_sheet.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM017,GM_RM017:R0005,GM_RM017:GV002,145,185,full_thread,"[""GM_RM017:AT0006""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM017/GM_RM017_GV002/thread_contact_sheet.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM017,GM_RM017:R0008,GM_RM017:GV003,151,200,full_thread,"[""GM_RM017:AT0007""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM017/GM_RM017_GV003/thread_contact_sheet.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM017,GM_RM017:R0010,GM_RM017:GV004,162,214,full_thread,"[""GM_RM017:AT0008""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM017/GM_RM017_GV004/thread_contact_sheet.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM019,GM_RM019:R0002,GM_RM019:GV001,0,14,full_thread,"[""GM_RM019:AT0002""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM019/GM_RM019_GV001/thread_contact_sheet.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM019,GM_RM019:R0004,GM_RM019:GV002,5,43,full_thread,"[""GM_RM019:AT0003""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM019/GM_RM019_GV002/thread_contact_sheet.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM019,GM_RM019:R0014,GM_RM019:GV003,45,100,full_thread,"[""GM_RM019:AT0005"",""GM_RM019:AT0010"",""GM_RM019:AT0035""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM019/GM_RM019_GV003/thread_contact_sheet.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM019,GM_RM019:R0024,GM_RM019:GV003,55,60,tracker_id_merge,"[""GM_RM019:AT0005"",""GM_RM019:AT0010""]",GM_RM019:E003308,"{""edge_id"":""GM_RM019:E003308"",""gap"":4,""motion"":0.9341,""appearance"":0.063,""color"":0.0206,""shape"":0.9646,""boundary_support"":0.0,""shared_trackers"":[],""total_cost"":85}",cost=85;gap=4,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM019/events/GM_RM019_R0024_tracker_id_merge.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM019,GM_RM019:R0023,GM_RM019:GV003,55,60,gap_recovery,"[""GM_RM019:AT0005"",""GM_RM019:AT0010""]",GM_RM019:E003308,"{""edge_id"":""GM_RM019:E003308"",""gap"":4,""motion"":0.9341,""appearance"":0.063,""color"":0.0206,""shape"":0.9646,""boundary_support"":0.0,""shared_trackers"":[],""total_cost"":85}",cost=85;gap=4,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM019/events/GM_RM019_R0023_gap_recovery.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM019,GM_RM019:R0042,GM_RM019:GV003,80,83,tracker_id_merge,"[""GM_RM019:AT0010"",""GM_RM019:AT0035""]",GM_RM019:E004226,"{""edge_id"":""GM_RM019:E004226"",""gap"":2,""motion"":0.6962,""appearance"":0.0272,""color"":0.0586,""shape"":0.7146,""boundary_support"":0.0,""shared_trackers"":[],""total_cost"":71}",cost=71;gap=2,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM019/events/GM_RM019_R0042_tracker_id_merge.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM019,GM_RM019:R0041,GM_RM019:GV003,80,83,gap_recovery,"[""GM_RM019:AT0010"",""GM_RM019:AT0035""]",GM_RM019:E004226,"{""edge_id"":""GM_RM019:E004226"",""gap"":2,""motion"":0.6962,""appearance"":0.0272,""color"":0.0586,""shape"":0.7146,""boundary_support"":0.0,""shared_trackers"":[],""total_cost"":71}",cost=71;gap=2,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM019/events/GM_RM019_R0041_gap_recovery.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM019,GM_RM019:R0040,GM_RM019:GV003,80,83,detector_source_switch,"[""GM_RM019:AT0010"",""GM_RM019:AT0035""]",GM_RM019:E004226,"{""edge_id"":""GM_RM019:E004226"",""gap"":2,""motion"":0.6962,""appearance"":0.0272,""color"":0.0586,""shape"":0.7146,""boundary_support"":0.0,""shared_trackers"":[],""total_cost"":71}",cost=71;gap=2,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM019/events/GM_RM019_R0040_detector_source_switch.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM019,GM_RM019:R0020,GM_RM019:GV004,51,141,full_thread,"[""GM_RM019:AT0006"",""GM_RM019:AT0007"",""GM_RM019:AT0008"",""GM_RM019:AT0009"",""GM_RM019:AT0016"",""GM_RM019:AT0019""]",selected_global_vehicle_thread,complete thread overview,long_gap_recovery,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM019/GM_RM019_GV004/thread_contact_sheet.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM019,GM_RM019:R0025,GM_RM019:GV004,56,60,gap_recovery,"[""GM_RM019:AT0006"",""GM_RM019:AT0007""]",GM_RM019:E003675,"{""edge_id"":""GM_RM019:E003675"",""gap"":3,""motion"":0.127,""appearance"":0.0828,""color"":0.0934,""shape"":0.7175,""boundary_support"":0.0,""shared_trackers"":[""YOLO11l:botsort:bs_0032"",""YOLO11l:bytetrack:bt_0039""],""total_cost"":0}",cost=0;gap=3,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM019/events/GM_RM019_R0025_gap_recovery.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM019,GM_RM019:R0030,GM_RM019:GV004,66,72,gap_recovery,"[""GM_RM019:AT0007"",""GM_RM019:AT0008""]",GM_RM019:E004183,"{""edge_id"":""GM_RM019:E004183"",""gap"":5,""motion"":0.2181,""appearance"":null,""color"":0.0284,""shape"":0.2947,""boundary_support"":0.0,""shared_trackers"":[""YOLO11l:botsort:bs_0032"",""YOLO11l:bytetrack:bt_0039""],""total_cost"":0}",cost=0;gap=5,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM019/events/GM_RM019_R0030_gap_recovery.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM019,GM_RM019:R0034,GM_RM019:GV004,72,76,gap_recovery,"[""GM_RM019:AT0008"",""GM_RM019:AT0009""]",GM_RM019:E004618,"{""edge_id"":""GM_RM019:E004618"",""gap"":3,""motion"":0.7656,""appearance"":null,""color"":0.0311,""shape"":0.107,""boundary_support"":0.0,""shared_trackers"":[""YOLO11l:botsort:bs_0032"",""YOLO11l:bytetrack:bt_0039""],""total_cost"":0}",cost=0;gap=3,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM019/events/GM_RM019_R0034_gap_recovery.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM019,GM_RM019:R0044,GM_RM019:GV004,82,86,tracker_id_merge,"[""GM_RM019:AT0009"",""GM_RM019:AT0016""]",GM_RM019:E004816,"{""edge_id"":""GM_RM019:E004816"",""gap"":3,""motion"":1.2144,""appearance"":0.1984,""color"":0.2841,""shape"":1.0495,""boundary_support"":0.0,""shared_trackers"":[],""total_cost"":125}",cost=125;gap=3,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM019/events/GM_RM019_R0044_tracker_id_merge.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM019,GM_RM019:R0043,GM_RM019:GV004,82,86,gap_recovery,"[""GM_RM019:AT0009"",""GM_RM019:AT0016""]",GM_RM019:E004816,"{""edge_id"":""GM_RM019:E004816"",""gap"":3,""motion"":1.2144,""appearance"":0.1984,""color"":0.2841,""shape"":1.0495,""boundary_support"":0.0,""shared_trackers"":[],""total_cost"":125}",cost=125;gap=3,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM019/events/GM_RM019_R0043_gap_recovery.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM019,GM_RM019:R0052,GM_RM019:GV004,92,125,tracker_id_merge,"[""GM_RM019:AT0016"",""GM_RM019:AT0019""]",GM_RM019:E005268,"{""edge_id"":""GM_RM019:E005268"",""gap"":32,""motion"":0.2118,""appearance"":0.6563,""color"":0.2063,""shape"":3.0,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":174}",cost=174;gap=32,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM019/events/GM_RM019_R0052_tracker_id_merge.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM019,GM_RM019:R0051,GM_RM019:GV004,92,125,gap_recovery,"[""GM_RM019:AT0016"",""GM_RM019:AT0019""]",GM_RM019:E005268,"{""edge_id"":""GM_RM019:E005268"",""gap"":32,""motion"":0.2118,""appearance"":0.6563,""color"":0.2063,""shape"":3.0,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":174}",cost=174;gap=32,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM019/events/GM_RM019_R0051_gap_recovery.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM019,GM_RM019:R0055,GM_RM019:GV005,98,143,full_thread,"[""GM_RM019:AT0018"",""GM_RM019:AT0020"",""GM_RM019:AT0038""]",selected_global_vehicle_thread,complete thread overview,long_gap_recovery,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM019/GM_RM019_GV005/thread_contact_sheet.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM019,GM_RM019:R0058,GM_RM019:GV005,121,124,gap_recovery,"[""GM_RM019:AT0018"",""GM_RM019:AT0020""]",GM_RM019:E005402,"{""edge_id"":""GM_RM019:E005402"",""gap"":2,""motion"":0.2778,""appearance"":0.0651,""color"":0.0514,""shape"":1.0357,""boundary_support"":1.0,""shared_trackers"":[""YOLO26l:botsort:bs_0065"",""YOLO26l:bytetrack:bt_0068""],""total_cost"":0}",cost=0;gap=2,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM019/events/GM_RM019_R0058_gap_recovery.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM019,GM_RM019:R0062,GM_RM019:GV005,127,137,tracker_id_merge,"[""GM_RM019:AT0020"",""GM_RM019:AT0038""]",GM_RM019:E005473,"{""edge_id"":""GM_RM019:E005473"",""gap"":9,""motion"":0.29,""appearance"":0.3949,""color"":0.0898,""shape"":2.4672,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":120}",cost=120;gap=9,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM019/events/GM_RM019_R0062_tracker_id_merge.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM019,GM_RM019:R0061,GM_RM019:GV005,127,137,gap_recovery,"[""GM_RM019:AT0020"",""GM_RM019:AT0038""]",GM_RM019:E005473,"{""edge_id"":""GM_RM019:E005473"",""gap"":9,""motion"":0.29,""appearance"":0.3949,""color"":0.0898,""shape"":2.4672,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":120}",cost=120;gap=9,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM019/events/GM_RM019_R0061_gap_recovery.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM019,GM_RM019:R0060,GM_RM019:GV005,127,137,detector_source_switch,"[""GM_RM019:AT0020"",""GM_RM019:AT0038""]",GM_RM019:E005473,"{""edge_id"":""GM_RM019:E005473"",""gap"":9,""motion"":0.29,""appearance"":0.3949,""color"":0.0898,""shape"":2.4672,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":120}",cost=120;gap=9,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM019/events/GM_RM019_R0060_detector_source_switch.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM019,GM_RM019:R0067,GM_RM019:GV006,149,183,full_thread,"[""GM_RM019:AT0039""]",selected_global_vehicle_thread,complete thread overview,,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM019/GM_RM019_GV006/thread_contact_sheet.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM011,GM_RM011:R0003,,5,12,tracker_id_split,"[""GM_RM011:AT0064""]",local_overlap_fragment_union,,boundary_or_split,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/events/GM_RM011_R0003_tracker_id_split.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM011,GM_RM011:R0004,,7,10,tracker_id_split,"[""GM_RM011:AT0066""]",local_high_confidence_continuity,,review_split,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/events/GM_RM011_R0004_tracker_id_split.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM011,GM_RM011:R0005,,14,16,tracker_id_split,"[""GM_RM011:AT0039""]",frame_gap_2,,boundary_or_split,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/events/GM_RM011_R0005_tracker_id_split.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM011,GM_RM011:R0007,,17,17,tracker_id_split,"[""GM_RM011:AT0034""]",frame_gap_3,,boundary_or_split,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/events/GM_RM011_R0007_tracker_id_split.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM011,GM_RM011:R0008,,18,30,tracker_id_split,"[""GM_RM011:AT0005""]",GM011_P1A_E003_subject_switch,,boundary_or_split,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/events/GM_RM011_R0008_tracker_id_split.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM011,GM_RM011:R0009,,19,30,tracker_id_split,"[""GM_RM011:AT0035""]",GM011_P1A_E003_subject_switch,,boundary_or_split,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/events/GM_RM011_R0009_tracker_id_split.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM011,GM_RM011:R0011,,31,35,tracker_id_split,"[""GM_RM011:AT0006""]",GM011_P1A_E003_subject_switch,,boundary_or_split,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/events/GM_RM011_R0011_tracker_id_split.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM011,GM_RM011:R0012,,31,35,tracker_id_split,"[""GM_RM011:AT0036""]",GM011_P1A_E003_subject_switch,,boundary_or_split,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/events/GM_RM011_R0012_tracker_id_split.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM011,GM_RM011:R0013,,31,58,tracker_id_split,"[""GM_RM011:AT0041""]",local_overlap_fragment_union,,boundary_or_split,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/events/GM_RM011_R0013_tracker_id_split.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM011,GM_RM011:R0014,,31,59,tracker_id_split,"[""GM_RM011:AT0008""]",GM011_P1A_E003_subject_switch,,boundary_or_split,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/events/GM_RM011_R0014_tracker_id_split.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
GM_RM011,GM_RM011:R0015,,37,38,tracker_id_split,"[""GM_RM011:AT0073""]",local_high_confidence_continuity,,boundary_or_split,outputs/oty2_p1c_global_identity_failure_repair_20260714/GM_RM011/events/GM_RM011_R0015_tracker_id_split.jpg,reviewed_pass,P1-C temporary visual; not committed; Direct full-frame thread playback and mandatory-event atlas review completed 2026-07-14; temporary visuals remain gitignored.
